labor_indmix_establishment_year,labor_indmix_district_business_pattern_code,labor_indmix_industry_nic_4,labor_indmix_establishment_size_class,labor_indmix_employment_march,labor_indmix_employment_annual_avg,labor_indmix_payroll_q1,labor_indmix_payroll_annual,labor_indmix_average_weekly_wage,labor_indmix_job_creation_count,labor_indmix_job_destruction_count,labor_indmix_churn_rate_pct,labor_indmix_new_establishment_count,labor_indmix_closures_count,labor_indmix_multiunit_share_pct,labor_indmix_women_owned_share_pct,labor_indmix_minority_owned_share_pct,labor_indmix_veteran_owned_share_pct,labor_indmix_rural_urban_class,labor_indmix_confidentiality_flag
2016,DBP100178,3493,1_4,2054,2255,603649222.01,2357133550.2,20101.77,681,435,49.49,130,200,25.68,51.98,31.1,14.18,Rural,N
2010,DBP100179,9359,10_19,71,1,287820.33,1105406.64,21257.82,376,409,78500.0,185,191,26.67,41.32,48.38,0.86,PeriUrban,Y
2025,DBP100180,2290,20_49,1376,1788,84033765.51,309333941.28,3327.03,341,391,40.94,283,25,27.77,42.92,14.37,4.09,PeriUrban,Y
2014,DBP100181,6463,10_19,2276,2538,931032769.16,4137674598.72,31351.72,468,346,32.072,21,7,30.09,10.63,4.06,8.84,PeriUrban,N
2015,DBP100182,8404,5_9,3341,3775,400966962.84,1567396610.0,7984.7,598,666,33.483,171,33,68.79,30.9,29.64,15.91,PeriUrban,N
2024,DBP100183,2610,20_49,2525,2451,1199084550.93,4592757035.88,36035.19,134,567,28.601,10,138,15.16,46.72,31.26,19.79,Urban,N
2013,DBP100184,9114,50_99,2754,2730,1128182611.69,4213428164.4,29680.39,100,259,13.15,315,143,4.35,5.65,38.81,16.3,PeriUrban,Y
2020,DBP100185,3276,50_99,2633,2859,591491440.67,2462062501.08,16560.81,246,7,8.849,115,291,34.71,45.11,46.65,8.03,Rural,Y
2016,DBP100186,8320,1_4,2816,2766,1341569302.18,4979686779.6,34621.55,636,224,31.092,42,147,17.99,56.33,62.79,15.69,Metro,N
2016,DBP100187,6936,500_plus,2429,2793,607486090.19,2511104297.52,17289.82,419,70,17.508,299,128,53.08,15.18,11.45,0.7,Metro,N
2016,DBP100188,7111,5_9,2225,2511,1050816566.95,4551839154.72,34860.76,40,411,17.961,172,102,11.55,14.43,13.06,0.33,Rural,Y
2016,DBP100189,6204,20_49,4038,4279,166299166.43,696345461.24,3129.53,643,541,27.67,316,171,12.19,38.61,14.37,0.14,PeriUrban,N
2023,DBP100190,2650,5_9,1465,1557,664887039.5,3004715727.0,37111.75,75,638,45.793,301,3,42.37,22.04,8.11,15.1,PeriUrban,N
2012,DBP100191,7935,20_49,3436,3642,1898503595.44,8062896912.72,42574.33,457,281,20.264,24,158,10.64,6.3,42.83,7.18,Rural,Y
2021,DBP100192,6440,50_99,100,478,165151733.32,683004353.2,27478.45,655,655,274.059,304,280,60.76,17.91,45.29,1.51,Metro,N
2019,DBP100193,5948,1_4,3485,3675,497504954.8,2094305031.0,10959.21,283,280,15.32,185,218,8.75,43.33,8.94,9.74,Urban,N
2013,DBP100194,5289,20_49,4029,3873,2153400962.87,8293285884.0,41179.0,585,20,15.621,266,96,19.98,33.0,41.02,14.09,Metro,N
2021,DBP100195,9421,100_249,1186,1621,832178639.87,3086925608.52,36621.81,178,228,25.046,237,92,27.46,39.07,63.88,0.39,Rural,Y
2016,DBP100196,6394,500_plus,3792,4104,1927784086.84,7174002288.96,33616.37,517,606,27.364,66,2,26.95,31.04,49.12,0.23,Metro,Y
2019,DBP100197,1490,100_249,1079,1146,607236988.49,2588624634.96,43439.13,718,621,116.841,203,19,32.56,14.77,24.83,2.95,PeriUrban,N
2021,DBP100198,7866,50_99,3028,3314,604447926.77,2376625423.12,13791.29,331,132,13.971,249,113,63.99,34.64,23.54,14.47,Urban,N
2018,DBP100199,3275,500_plus,2447,2727,1031509258.63,3872908306.8,27311.7,334,583,33.627,348,252,60.72,19.77,39.6,6.03,Rural,N
2022,DBP100200,9347,20_49,209,211,52759647.25,219802295.44,20033.02,50,567,292.417,244,68,32.94,23.59,5.15,7.25,Rural,N
2025,DBP100201,8657,250_499,3359,3313,112927994.04,505836791.2,2936.2,391,77,14.126,130,63,66.43,26.5,9.56,11.21,Urban,N
2019,DBP100202,3905,250_499,516,838,226076849.56,861700584.16,19774.66,192,648,100.239,349,220,47.67,39.49,52.23,0.51,Metro,N
2022,DBP100203,1033,50_99,3667,3619,145112428.19,593469676.8,3153.6,191,190,10.528,270,161,14.52,38.09,61.03,16.78,Urban,Y
2013,DBP100204,1687,100_249,4367,4864,626327140.8,2442328412.16,9656.22,569,356,19.017,202,271,45.87,50.12,3.83,17.65,Rural,Y
2025,DBP100205,7424,5_9,3624,3641,371467428.22,1670358850.16,8822.38,497,569,29.278,325,49,35.8,24.15,36.2,18.14,Rural,N
2021,DBP100206,3007,250_499,721,534,287205910.92,1033668798.24,37225.18,483,515,186.891,32,101,60.23,35.87,28.0,8.84,Rural,N
2021,DBP100207,5842,50_99,4275,4200,1062430311.95,4665775296.0,21363.44,498,195,16.5,181,32,61.82,56.35,51.46,16.7,PeriUrban,N
2016,DBP100208,7163,100_249,140,514,113486260.58,437485240.4,16368.05,205,519,140.856,253,165,61.72,9.02,69.53,9.93,Rural,Y
2022,DBP100209,8762,1_4,456,850,198492057.15,781971372.0,17691.66,706,20,85.412,200,138,27.2,50.81,26.47,8.41,Metro,N
2021,DBP100210,5241,100_249,2261,2216,634701855.79,2407856759.36,20895.73,612,195,36.417,107,100,3.87,12.01,8.54,15.13,Urban,N
2012,DBP100211,9313,100_249,3172,3081,677195864.85,2986284390.96,18639.58,491,437,30.12,265,273,10.91,19.65,34.25,17.05,PeriUrban,Y
2021,DBP100212,8763,100_249,2705,2943,861709433.45,3446453359.44,22520.54,765,477,42.202,220,280,37.19,52.28,19.18,4.4,Urban,Y
2015,DBP100213,9392,50_99,689,789,292874881.62,1136098142.4,27690.8,338,6,43.599,267,153,4.81,26.35,55.98,18.54,Urban,N
2013,DBP100214,2185,500_plus,3008,2957,741053749.02,3143935626.0,20446.5,576,109,23.165,324,5,33.84,51.42,14.77,11.8,Rural,N
2020,DBP100215,4313,5_9,1143,962,187639661.61,738222176.64,14757.36,571,746,136.902,240,214,4.23,4.91,21.62,2.07,Urban,Y
2023,DBP100216,7063,250_499,4637,4964,1365275517.21,5220600080.8,20224.85,753,755,30.379,330,261,17.73,18.61,41.33,16.72,Rural,N
2015,DBP100217,4258,50_99,598,622,279089587.52,1028358397.04,31794.41,452,587,167.042,336,122,55.29,7.07,58.94,11.3,Rural,Y
2016,DBP100218,0510,20_49,3871,4259,1669200205.47,6188819170.04,27944.53,113,728,19.746,89,48,36.77,58.86,45.82,10.53,Urban,Y
2017,DBP100219,6634,5_9,4812,5193,2589188716.9,9266776805.52,34316.82,469,707,22.646,219,10,54.88,9.9,68.15,16.25,PeriUrban,Y
2013,DBP100220,5232,250_499,1781,1589,686374145.69,2974774082.28,36002.01,544,481,64.506,242,133,42.45,54.37,69.11,7.05,Urban,Y
2023,DBP100221,8848,250_499,2647,2658,607745630.1,2276413373.52,16469.97,207,254,17.344,51,220,12.52,19.94,67.21,15.01,Urban,N
2022,DBP100222,2392,5_9,428,414,200814838.4,827143434.0,38421.75,407,634,251.449,333,107,35.87,38.81,40.91,14.27,Metro,N
2012,DBP100223,1932,100_249,4855,4903,427407741.59,1748093066.2,6856.45,247,39,5.833,137,159,42.12,58.78,31.38,17.7,Rural,Y
2024,DBP100224,5537,20_49,3902,3985,1495869685.63,6747271770.2,32560.91,216,206,10.59,198,203,29.99,58.6,34.11,11.17,Rural,N
2012,DBP100225,5708,250_499,4647,4912,705608778.47,2901047044.48,11357.77,371,111,9.813,275,164,20.77,40.83,38.11,1.08,Metro,Y
2012,DBP100226,8500,10_19,1925,2171,721856757.49,3222853234.12,28548.11,553,604,53.293,180,129,36.9,39.63,44.32,6.15,PeriUrban,Y
2024,DBP100227,6171,5_9,1810,1614,361391726.33,1588780539.84,18930.28,527,179,43.742,140,222,21.15,44.07,42.59,18.93,Rural,N
2020,DBP100228,7428,100_249,2495,2666,749104407.97,3118856784.16,22497.38,690,699,52.101,156,155,36.8,28.44,57.58,11.97,Metro,Y
2011,DBP100229,8758,100_249,1338,1396,573945491.06,2434500481.92,33536.76,2,601,43.195,70,263,17.63,45.5,49.93,16.61,PeriUrban,N
2022,DBP100230,3906,250_499,1921,1958,276587968.95,1121244627.36,11012.46,204,421,31.92,21,198,47.24,6.29,50.77,7.25,PeriUrban,Y
2023,DBP100231,3835,50_99,4482,4497,2348301749.49,10246854666.36,43819.19,37,67,2.313,223,45,21.8,36.97,46.93,2.52,Urban,Y
2024,DBP100232,6106,1_4,4273,4148,1841947688.88,8060822669.12,37371.22,613,734,32.473,156,176,17.47,18.11,54.78,17.51,Rural,N
2019,DBP100233,6397,50_99,2428,2266,107890176.36,438352714.8,3720.15,684,249,41.174,48,58,46.58,13.7,12.74,14.85,Urban,N
2014,DBP100234,2027,5_9,1175,1456,135490726.38,511359605.12,6754.01,706,209,62.843,173,143,62.33,23.89,58.78,15.75,Urban,Y
2022,DBP100235,4577,250_499,3301,3250,719493683.91,3125342350.0,18493.15,356,62,12.862,109,157,66.12,31.58,34.1,12.54,Rural,Y
2025,DBP100236,1248,250_499,2894,3260,1262788862.15,4516316240.8,26641.79,641,133,23.742,33,215,55.91,13.56,47.1,15.08,Rural,Y
2012,DBP100237,8141,5_9,2428,2350,682329293.09,3028665900.0,24784.5,122,304,18.128,94,142,70.0,54.1,23.74,19.9,PeriUrban,N
2025,DBP100238,0146,5_9,4387,4328,1023329768.31,4170971850.24,18533.04,247,87,7.717,333,146,33.71,11.02,10.3,0.06,Metro,N
2024,DBP100239,3697,1_4,128,21,4204776.94,16749565.56,15338.43,706,92,3800.0,262,8,50.13,23.87,38.82,6.47,Urban,N
2020,DBP100240,6654,1_4,2950,3280,1598638659.0,7002478953.6,41055.81,472,747,37.165,152,120,53.0,5.04,34.72,3.13,Urban,N
2012,DBP100241,3519,500_plus,2150,2007,488408548.79,2078342267.04,19914.36,620,429,52.267,44,170,1.31,11.14,54.75,7.0,Urban,N
2016,DBP100242,9194,250_499,4373,4873,1351102559.9,5789052074.52,22845.87,590,460,21.547,225,141,24.85,16.71,51.81,7.23,PeriUrban,Y
2019,DBP100243,5170,250_499,3466,3654,1115438230.09,4499761855.68,23681.96,707,598,35.714,244,173,12.08,11.16,9.54,9.45,Urban,Y
2022,DBP100244,3525,10_19,3295,3733,1980996547.61,8037561272.52,41405.97,463,644,29.654,180,198,15.09,10.11,47.25,11.45,Urban,Y
2017,DBP100245,8222,100_249,252,290,90773996.23,385624101.2,25571.89,425,759,408.276,181,244,32.93,49.4,26.32,14.66,PeriUrban,Y
2023,DBP100246,7963,10_19,1752,2133,607375938.64,2597629427.64,23419.79,455,287,34.787,137,97,57.47,22.07,17.77,19.48,Urban,N
2024,DBP100247,7297,1_4,3211,3284,1614573030.02,5800755007.84,33968.63,327,599,28.197,131,236,64.75,35.82,68.6,14.57,Rural,Y
2018,DBP100248,7257,250_499,1300,1306,429227831.93,1778972497.12,26195.26,48,494,41.501,262,76,0.41,35.86,59.9,5.0,Metro,Y
2012,DBP100249,5384,100_249,3706,3954,1200465203.36,4334290658.88,21080.36,690,378,27.011,9,64,20.81,19.05,51.89,5.63,Urban,Y
2011,DBP100250,1936,20_49,501,983,404568138.82,1701281049.0,33282.75,286,458,75.687,175,98,68.72,17.65,27.16,8.35,Rural,Y
2020,DBP100251,1897,500_plus,1699,1887,899407205.58,3889485230.28,39638.47,510,698,64.017,342,115,59.63,11.57,4.26,19.6,PeriUrban,Y
2022,DBP100252,8897,10_19,2786,2726,541851031.63,2284866467.52,16118.76,461,381,30.888,111,95,45.93,13.82,12.64,5.36,Rural,N
2021,DBP100253,2728,500_plus,1764,1855,106600086.71,397775960.4,4123.74,666,372,55.957,253,276,36.73,46.5,15.25,19.64,PeriUrban,N
2022,DBP100254,2379,5_9,2223,2280,117405783.18,478727496.0,4037.85,704,447,50.482,169,73,30.32,55.65,69.74,19.69,PeriUrban,Y
2015,DBP100255,7649,1_4,1551,1822,917938852.33,3894547811.44,41106.01,626,225,46.707,171,224,13.45,18.71,0.89,12.49,Metro,N
2020,DBP100256,7044,250_499,3899,3908,2064909175.36,8058430904.16,39654.51,734,777,38.664,284,184,50.09,42.12,6.27,6.29,PeriUrban,N
2025,DBP100257,5458,250_499,2831,2912,127713760.03,543712099.84,3590.66,168,442,20.948,216,68,33.11,9.69,14.37,1.05,Metro,Y
2019,DBP100258,2349,10_19,4961,4775,537295984.72,1955474235.0,7875.45,299,387,14.366,190,137,60.74,49.02,34.59,1.4,Urban,Y
2025,DBP100259,3085,5_9,2228,2324,670246854.62,2711751777.28,22439.36,614,585,51.592,270,52,20.59,48.45,40.36,4.38,Rural,N
2013,DBP100260,7439,500_plus,4807,4951,1703278721.93,6818157955.44,26483.22,496,553,21.188,160,222,34.53,4.59,26.58,19.63,PeriUrban,N
2025,DBP100261,3463,10_19,1292,1135,279556827.32,1206282630.8,20438.54,733,294,90.485,306,284,66.4,29.72,50.1,10.92,PeriUrban,N
2017,DBP100262,9949,5_9,2621,2901,1477443351.36,6019418694.12,39902.81,427,693,38.607,310,178,24.82,27.37,0.35,14.0,Metro,N
2012,DBP100263,7111,500_plus,3483,3289,287612712.87,1159992279.16,6782.47,773,772,46.975,53,128,47.01,7.64,2.27,14.51,Rural,N
2020,DBP100264,9112,1_4,2812,2875,674029739.53,2933974875.0,19625.25,671,377,36.452,284,72,18.5,44.81,53.12,7.27,Metro,Y
2019,DBP100265,1710,500_plus,1947,1853,714740322.29,2693092386.4,27949.4,659,415,57.96,142,261,37.66,40.54,52.33,10.38,PeriUrban,Y
2024,DBP100266,0288,500_plus,2660,2463,631841673.33,2414856330.12,18854.87,730,612,54.486,206,88,18.04,34.64,69.29,19.9,Metro,Y
2022,DBP100267,1130,1_4,779,982,143928667.47,528800400.96,10355.64,342,732,109.369,138,3,29.81,25.21,15.57,6.75,Rural,N
2025,DBP100268,1289,250_499,3877,4267,894499240.57,3471883294.36,15647.29,233,756,23.178,12,59,8.65,28.89,69.7,3.94,Metro,Y
2014,DBP100269,9702,50_99,4831,5276,202011192.0,735828525.12,2682.06,268,399,12.642,125,220,12.48,40.46,18.01,8.1,PeriUrban,Y
2018,DBP100270,4057,500_plus,788,1041,430652838.04,1585383371.52,29287.36,719,51,73.967,34,48,44.48,53.49,66.06,13.18,Rural,Y
2014,DBP100271,2399,250_499,2105,2206,1270836501.34,4945690873.76,43113.98,137,83,9.973,160,90,65.44,15.02,63.16,4.05,Rural,Y
2021,DBP100272,5375,50_99,3084,3544,751164560.78,2888613041.6,15674.45,472,254,20.485,341,27,11.2,36.25,10.36,18.8,Rural,Y
2023,DBP100273,7225,50_99,4835,5146,597373984.14,2408491231.12,9000.61,414,109,10.163,74,160,68.47,35.74,39.36,16.27,PeriUrban,Y
2011,DBP100274,1367,1_4,2774,2678,718128025.3,3023568048.8,21712.3,609,176,29.313,115,66,13.8,1.59,52.91,19.86,Metro,Y
2011,DBP100275,1870,250_499,110,262,90067188.63,367236827.36,26955.14,138,70,79.389,251,161,20.42,25.63,67.71,7.98,PeriUrban,N
2011,DBP100276,7364,50_99,2522,2629,137667161.05,615717794.12,4503.89,377,678,40.129,349,81,21.31,55.88,23.38,15.06,Rural,N
2024,DBP100277,9775,5_9,2884,3374,1705369644.41,7727691375.04,44045.48,766,760,45.228,57,117,24.4,38.06,30.41,12.24,Metro,Y
2019,DBP100278,8828,5_9,69,312,88268432.17,394610349.12,24322.63,405,600,322.115,194,140,28.36,42.29,17.19,11.59,PeriUrban,Y
2022,DBP100279,1194,250_499,522,725,284541815.21,1060165847.0,28121.11,783,354,156.828,88,131,61.87,4.31,12.55,13.6,Urban,Y
2022,DBP100280,7548,1_4,941,1283,682574413.56,2722209612.2,40802.95,608,795,109.353,145,242,65.51,33.0,64.98,8.23,Metro,Y
2015,DBP100281,6817,5_9,2011,2011,646353534.63,2499242565.56,23899.73,653,592,61.909,120,292,18.52,13.86,29.42,17.36,Metro,N
2010,DBP100282,3108,250_499,1132,956,508619198.3,2059044195.52,41419.46,604,15,64.749,77,153,9.33,0.35,34.41,18.13,Rural,N
2011,DBP100283,7582,250_499,3520,3320,1344149538.93,5791307204.8,33545.57,482,705,35.753,291,179,20.72,10.89,1.14,17.5,PeriUrban,Y
2016,DBP100284,1794,10_19,4602,4596,1315453683.5,4848966046.08,20289.24,17,106,2.676,77,75,8.49,4.3,42.62,10.96,PeriUrban,N
2017,DBP100285,7802,50_99,2361,2339,1049809762.41,4248368737.6,34929.2,794,616,60.282,273,69,32.65,3.68,60.83,18.86,Metro,N
2022,DBP100286,0576,5_9,2912,3096,1895097591.54,6847506544.32,42533.21,207,162,11.919,328,143,36.76,39.78,8.68,18.53,Urban,N
2018,DBP100287,2370,100_249,3360,3498,1114322370.73,4078726766.4,22423.4,148,571,20.555,241,15,35.98,49.49,26.97,1.37,Rural,N
2020,DBP100288,1749,10_19,444,590,127266533.02,493343297.2,16080.29,440,61,84.915,348,29,23.43,26.66,24.32,19.12,Rural,Y
2023,DBP100289,3503,500_plus,3772,4097,206305142.88,775580290.68,3640.47,702,552,30.608,47,39,63.84,38.52,63.99,12.46,Metro,Y
2011,DBP100290,1780,100_249,4130,4203,1538426628.75,5692749987.6,26047.1,249,710,22.817,103,69,55.09,25.72,6.87,13.95,Rural,Y
2021,DBP100291,6751,1_4,1764,1731,146987629.61,547773426.72,6085.56,563,326,51.358,51,231,7.67,53.27,63.91,17.72,Rural,N
2024,DBP100292,2599,100_249,2869,3359,102724183.56,451005002.76,2582.07,117,334,13.427,55,188,10.6,9.71,25.47,2.59,Urban,N
2014,DBP100293,4321,10_19,4961,4984,2541230084.39,10528541907.52,40624.39,43,228,5.437,270,13,20.43,48.55,18.21,8.24,Urban,N
2019,DBP100294,5446,10_19,4368,4203,761595607.45,3300755103.36,15102.56,332,45,8.97,84,149,39.22,44.89,33.28,6.98,PeriUrban,Y
2021,DBP100295,1936,10_19,4512,4368,1339514703.21,5582952910.08,24579.78,89,663,17.216,63,53,37.49,10.92,35.0,8.35,PeriUrban,N
2019,DBP100296,1936,50_99,4358,4660,1360331268.49,5115665984.0,21111.2,724,554,27.425,133,175,5.9,15.02,16.95,13.02,Rural,N
2016,DBP100297,7037,500_plus,3149,3105,1311809957.19,5200802591.4,32211.09,9,551,18.035,233,18,42.82,45.51,69.67,16.76,Urban,Y
2022,DBP100298,8097,250_499,1991,1950,79484244.76,299338884.0,2952.06,259,128,19.846,120,77,54.38,12.74,62.36,10.76,Rural,N
2020,DBP100299,3472,100_249,4896,5288,1834354723.89,8147989840.64,29631.64,80,574,12.368,219,35,46.41,11.84,10.72,12.98,Metro,Y
2010,DBP100300,3790,250_499,4422,4414,1931192958.59,7213029868.72,31425.49,533,675,27.367,102,185,15.73,38.04,9.14,0.88,Metro,Y
2018,DBP100301,4088,10_19,1677,1880,814196086.69,3538558108.8,36196.38,425,457,46.915,214,156,2.64,15.81,19.91,16.36,PeriUrban,N
2020,DBP100302,2488,10_19,4573,4767,491250864.96,2090177718.72,8432.08,753,540,27.124,300,170,3.76,9.65,46.23,6.61,Rural,Y
2011,DBP100303,1200,1_4,4997,4856,1271807511.92,5028377511.04,19913.42,192,589,16.083,319,250,47.79,37.03,16.44,5.58,Rural,N
2023,DBP100304,2225,250_499,4641,5088,340731163.36,1305679914.24,4934.99,316,340,12.893,64,116,2.02,42.48,39.81,13.7,Rural,N
2016,DBP100305,8550,5_9,579,870,53804091.11,212434825.2,4695.73,114,76,21.839,313,216,36.82,14.03,42.24,1.14,Metro,Y
2016,DBP100306,6730,20_49,1022,1058,100068313.03,439495316.0,7988.5,108,792,85.066,198,110,48.4,50.59,34.76,1.59,Urban,N
2013,DBP100307,9490,50_99,3602,3545,141287923.45,636312185.6,3451.84,224,676,25.388,84,76,69.35,50.86,33.18,13.0,Metro,Y
2010,DBP100308,2645,100_249,2089,2131,711226010.55,2958986241.12,26702.76,659,712,64.336,180,294,59.9,42.52,51.89,10.46,Urban,Y
2022,DBP100309,3472,10_19,1974,1949,281054935.81,1177203640.08,11615.46,6,242,12.724,293,185,54.81,29.09,40.73,11.24,Metro,Y
2016,DBP100310,6216,50_99,2423,2444,1182914973.28,4432537137.6,34877.7,222,201,17.308,163,245,56.34,9.84,21.61,8.82,Rural,N
2023,DBP100311,1789,20_49,3720,3792,938658744.63,4170550051.2,21150.55,619,486,29.14,33,173,44.49,4.11,6.75,4.43,Rural,N
2023,DBP100312,1154,20_49,4264,4188,450045770.24,1753423464.0,8051.5,782,267,25.048,78,297,65.16,6.96,34.69,6.37,PeriUrban,N
2018,DBP100313,4472,1_4,77,1,172043.93,755075.36,14520.68,59,432,49100.0,246,171,48.34,32.87,29.88,14.77,PeriUrban,Y
2015,DBP100314,7530,20_49,4988,5237,2716953809.82,11936562756.04,43832.21,708,90,15.238,348,88,28.92,48.52,46.5,2.0,Metro,Y
2013,DBP100315,1727,20_49,1515,1325,535820191.85,2357745598.0,34219.82,762,129,67.245,133,8,51.68,16.21,17.02,16.61,Metro,Y
2012,DBP100316,7354,5_9,1984,2266,866153583.73,3707927949.44,31467.92,9,544,24.404,196,252,61.17,29.55,13.38,10.07,PeriUrban,Y
2010,DBP100317,1137,1_4,3099,2932,977052262.23,3604794781.12,23643.58,581,309,30.355,264,210,55.89,7.02,42.04,9.06,Metro,N
2022,DBP100318,0814,5_9,4348,4382,1148635575.13,4227273683.36,18551.74,294,292,13.373,112,189,60.18,51.14,46.42,7.65,Metro,Y
2023,DBP100319,1576,10_19,2481,2977,1265389584.44,4761896431.24,30760.81,443,7,15.116,128,59,65.77,47.8,69.95,15.48,PeriUrban,N
2022,DBP100320,2471,10_19,3284,3191,1164745326.5,4615264175.08,27814.19,600,780,43.247,4,99,5.89,22.19,66.73,3.01,Urban,Y
2016,DBP100321,4100,500_plus,4037,4338,1872154081.14,7615908190.8,33762.05,585,439,23.605,346,45,62.2,52.12,8.48,3.94,Metro,Y
2019,DBP100322,9945,100_249,3394,3427,460409454.3,1693319356.56,9502.14,223,159,11.147,258,65,24.68,39.8,69.35,18.3,PeriUrban,N
2015,DBP100323,2196,500_plus,411,389,86368603.34,330549389.04,16341.18,513,9,134.19,332,136,22.29,52.15,10.45,19.38,Urban,Y
2015,DBP100324,7242,1_4,687,513,238225729.9,1035881098.2,38831.95,513,89,117.349,281,90,46.12,37.3,1.39,6.69,Urban,N
2010,DBP100325,6386,250_499,1296,1539,838990740.31,3294835989.12,41171.04,583,497,70.175,335,203,24.6,14.84,17.78,8.58,Urban,Y
2017,DBP100326,7216,10_19,286,308,132346296.89,542433251.36,33868.21,485,12,161.364,7,10,42.03,14.94,4.61,14.68,Urban,N
2017,DBP100327,2442,500_plus,452,444,142120930.0,585039530.4,25339.55,159,616,174.55,233,62,29.13,29.81,46.31,18.71,Rural,Y
2013,DBP100328,2859,10_19,2097,2030,900239502.79,3320421468.0,31455.3,579,84,32.66,170,106,9.76,32.4,33.18,18.08,Urban,N
2019,DBP100329,0284,1_4,4992,5158,262217121.16,1082243513.52,4034.97,95,490,11.342,298,220,7.53,4.4,67.42,11.06,Rural,N
2025,DBP100330,3634,50_99,4560,4464,1037671669.33,3776645957.76,16269.67,598,418,22.76,346,268,5.57,3.36,58.21,5.0,Metro,Y
2016,DBP100331,0708,250_499,2240,2422,459131070.14,1970759117.6,15647.9,282,31,12.923,131,174,20.39,18.08,69.53,1.32,Rural,Y
2011,DBP100332,0424,10_19,4679,5006,2078908268.42,7826321929.92,30065.16,440,347,15.721,54,210,15.66,3.49,54.18,9.56,Urban,N
2014,DBP100333,3987,50_99,4419,4589,834004646.87,3069743999.92,12864.14,77,772,18.501,89,33,41.39,5.64,44.98,5.78,PeriUrban,N
2019,DBP100334,2418,100_249,1972,1802,204660546.79,916284564.0,9778.5,519,25,30.189,134,67,51.38,46.73,59.82,3.0,PeriUrban,N
2025,DBP100335,1931,20_49,3398,3859,1707758120.05,6686305920.32,33320.24,366,669,26.82,292,289,53.37,49.64,55.19,4.37,Urban,N
2011,DBP100336,9219,250_499,521,609,121511370.34,470225781.48,14848.61,117,538,107.553,260,293,44.78,8.74,33.26,17.35,Urban,Y
2018,DBP100337,1471,10_19,1406,1668,138947053.67,582561476.64,6716.49,569,667,74.101,229,231,34.2,2.65,48.14,18.27,Rural,N
2015,DBP100338,4266,100_249,1208,1365,601718876.09,2390012297.4,33671.63,416,730,83.956,31,109,22.14,47.52,59.44,15.78,Metro,N
2017,DBP100339,7241,50_99,3513,3918,1791028257.9,7190515768.8,35293.3,448,521,24.732,214,23,12.17,31.13,68.29,6.42,PeriUrban,N
2013,DBP100340,2303,20_49,4157,4428,920602997.65,3493379560.32,15171.72,380,434,18.383,322,182,33.76,36.66,47.25,13.04,Rural,N
2018,DBP100341,7581,100_249,4913,4860,1026649833.04,4629287052.0,18317.85,208,543,15.453,231,293,23.9,31.52,66.9,18.48,Urban,Y
2016,DBP100342,3859,500_plus,1691,2036,875288233.57,3275262544.32,30936.06,737,11,36.739,256,232,30.62,19.03,38.28,12.92,Urban,N
2015,DBP100343,1315,500_plus,4793,5154,685422991.91,2467865905.44,9208.18,46,304,6.791,223,148,11.27,59.51,41.95,6.44,Urban,Y
2021,DBP100344,0834,100_249,1144,1320,746563690.88,3013627531.2,43904.83,545,17,42.576,21,148,61.15,47.68,52.25,14.08,Rural,N
2022,DBP100345,0630,500_plus,4240,4554,1280472016.8,4875097621.68,20586.71,7,446,9.947,245,141,29.05,41.05,35.59,12.95,PeriUrban,N
2014,DBP100346,7378,100_249,3063,3242,1233352202.75,5452650550.88,32343.82,657,397,32.511,87,39,5.13,48.23,52.8,18.28,Metro,N
2012,DBP100347,2528,5_9,1412,1556,294364385.44,1073131810.4,13262.95,697,458,74.229,202,15,13.89,59.6,27.68,17.07,Urban,N
2022,DBP100348,5745,10_19,3483,3426,1719714279.23,6173919913.2,34655.35,338,1,9.895,65,116,31.51,41.83,13.33,6.47,Rural,Y
2018,DBP100349,4094,5_9,217,391,221398682.44,840340875.4,41330.95,332,398,186.701,50,299,7.93,57.92,23.94,7.58,Metro,N
2024,DBP100350,6430,500_plus,3551,3950,554978197.7,2484840878.0,12097.57,490,122,15.494,241,166,47.97,34.4,51.25,11.9,PeriUrban,N
2020,DBP100351,9575,5_9,1511,1668,125931604.13,462704467.68,5334.63,669,693,81.655,58,188,17.79,33.12,48.86,14.08,Metro,N
2022,DBP100352,6479,50_99,2124,2231,555077623.13,2401536569.12,20700.76,174,339,22.994,328,141,30.18,38.9,52.12,15.16,PeriUrban,N
2011,DBP100353,3402,5_9,4622,4963,1404352406.14,5245216627.56,20324.31,533,256,15.898,337,259,60.49,45.19,31.89,8.07,Urban,Y
2022,DBP100354,3986,5_9,2701,2714,260348818.3,1057919479.76,7496.17,500,647,42.262,327,5,15.04,48.94,30.48,19.93,Rural,N
2013,DBP100355,4713,250_499,196,317,50708853.89,218776966.72,13272.08,781,132,288.013,326,166,69.14,36.2,50.44,15.89,PeriUrban,N
