trans_port_arrival_date,trans_port_port_un_locode,trans_port_vessel_imo_hash,trans_port_vessel_type_code,trans_port_cargo_category_code,trans_port_container_teu_count,trans_port_cargo_tonnage_metric,trans_port_origin_country_code,trans_port_destination_country_code,trans_port_berth_assignment_id,trans_port_berth_time_hours,trans_port_dwell_time_hours,trans_port_customs_hold_flag,trans_port_rail_intermodal_flag,trans_port_truck_gate_turn_time_minutes,trans_port_emissions_at_berth_kg,trans_port_harbor_congestion_index,trans_port_pilotage_required_flag,trans_port_weather_delay_flag,trans_port_security_level_code
2020-02-05,INGOI,V4914FCFEB160,TANKER,LIQUID,0,15263.4,TR,IN,BERTH81-2910,17.96,42.39,N,N,68,14123.2,2.67,Y,N,SEC2
2025-11-25,INMAA,V9E3FF446F734,RORO,BREAKBULK,0,19586.1,ID,IN,BERTH69-3294,26.15,110.26,N,Y,57,16705.0,1.72,Y,N,SEC3
2022-12-11,INGOI,VF0E5C27159B7,GENERAL_CARGO,REEFER,328,2848.8,SG,IN,BERTH18-3443,47.46,57.77,N,Y,51,38031.7,3.14,N,N,SEC1
2021-05-23,INKRI,V04731EB215FA,GENERAL_CARGO,BULK,0,163389.1,IN,ES,BERTH18-9725,10.94,56.95,N,N,51,6284.3,2.38,N,N,SEC1
2024-02-07,INVTZ,VB428870B6C4C,BULKER,AUTO,0,1128.5,DE,IN,BERTH65-8069,1.5,3.7,N,Y,61,2146.8,2.27,Y,N,SEC2
2021-03-30,INCCU,VC277F6C3D0F3,BULKER,BULK,0,204855.1,IN,SG,BERTH25-5896,11.33,2.0,N,N,53,6182.8,1.53,N,N,SEC1
2021-10-31,INVTZ,VF0E94C332784,RORO,AUTO,0,631.2,QA,IN,BERTH20-2802,29.34,69.58,N,N,71,22751.5,1.01,N,Y,SEC1
2020-12-18,INCCU,VD1FDC2A19DBB,RORO,TEU,1381,13798.8,IN,ID,BERTH35-8711,24.15,52.92,N,N,5,8308.4,2.06,Y,N,SEC3
2019-11-28,INMNG,VC9FCA9445A86,BULKER,LIQUID,0,167920.9,SG,IN,BERTH31-1990,30.37,2.0,Y,Y,48,19765.1,3.0,Y,N,SEC2
2020-10-23,INMAA,VDE945CD42DC7,CONTAINER,LIQUID,0,150175.1,NL,IN,BERTH29-1877,18.75,8.56,N,N,71,6828.0,2.75,Y,N,SEC2
2024-05-12,INNSA,V6075F4BBD525,PASSENGER,AUTO,0,1266.0,IN,DE,BERTH89-8025,41.52,92.27,N,Y,13,32839.4,2.03,N,N,SEC2
2019-10-07,INNSA,V7F57A5581AE2,BULKER,BREAKBULK,0,17082.8,SA,IN,BERTH06-5153,32.93,39.09,N,N,47,26118.3,1.15,Y,N,SEC1
2021-02-11,INBOM,V87F6AA7DF2DE,TANKER,BREAKBULK,0,9564.2,ID,IN,BERTH02-2213,41.24,113.24,N,N,59,33992.1,0.88,Y,N,SEC3
2023-03-06,INMNG,V03D14F0013D4,CONTAINER,BULK,0,206112.5,AU,IN,BERTH76-8537,10.22,50.43,N,Y,42,7719.5,3.04,N,Y,SEC1
2019-11-26,INMAA,VE94BA0F6EAAB,CONTAINER,BULK,0,33891.7,IN,ES,BERTH74-8039,33.84,38.86,N,Y,31,24559.7,1.77,Y,N,SEC2
2021-05-20,INBOM,V84BF963747D3,TANKER,LIQUID,0,9145.1,BR,IN,BERTH71-7764,31.96,64.03,N,N,40,27916.3,0.29,N,N,SEC3
2021-05-21,INKOC,V165D46A8BB93,GENERAL_CARGO,BULK,0,65817.8,IN,IT,BERTH43-7814,36.25,29.23,N,N,33,12251.4,2.17,Y,N,SEC3
2022-07-12,INKRI,VEEC97BD31267,BULKER,TEU,5312,71033.6,IN,ES,BERTH06-7687,28.47,69.43,N,N,29,15548.2,3.6,Y,N,SEC1
2022-12-18,INGOI,V19D082C6F634,CONTAINER,AUTO,0,1230.0,CN,IN,BERTH67-2774,14.56,85.24,N,N,61,5398.0,0.12,Y,N,SEC3
2024-11-19,INBOM,V85DB86A464CA,CONTAINER,BULK,0,40846.7,BR,IN,BERTH97-6941,23.17,54.83,N,N,10,7461.2,1.17,Y,N,SEC2
2024-05-27,INMAA,VF7C738C95CF6,CONTAINER,LIQUID,0,173322.8,MY,IN,BERTH75-8764,22.58,44.63,N,N,38,11948.1,2.58,N,N,SEC2
2025-04-10,INMUN,VAFADE9972FA4,BULKER,TEU,17192,191365.5,IN,ID,BERTH84-7589,35.05,32.99,N,Y,29,25722.6,1.68,Y,N,SEC3
2023-07-26,INKOC,VDF091A16B8D1,TANKER,TEU,6355,62135.7,KR,IN,BERTH83-8127,8.5,29.25,N,N,66,7182.3,2.57,Y,N,SEC2
2022-07-22,INKOC,VB641659BF3DF,LNG,AUTO,0,2300.9,BR,IN,BERTH29-1882,21.96,71.64,N,N,80,13125.1,1.87,Y,N,SEC3
2020-08-25,INKOC,VA906BB8C0DA0,CONTAINER,AUTO,0,1423.4,VN,IN,BERTH76-5099,39.66,68.52,N,N,19,26578.5,2.75,N,N,SEC3
2025-08-16,INHZA,VA153CD00D998,GENERAL_CARGO,TEU,16321,203912.2,TR,IN,BERTH21-2799,13.95,36.27,N,Y,18,5431.0,2.08,Y,N,SEC3
2021-10-05,INMUN,V29F05CB9EEB9,CONTAINER,BULK,0,88601.5,CN,IN,BERTH74-2242,2.13,33.75,Y,Y,34,1736.2,0.53,Y,N,SEC3
2019-06-25,INHZA,V2984E5F7BDBB,BULKER,LIQUID,0,94998.2,AU,IN,BERTH83-5427,30.02,75.41,N,N,35,13423.2,2.32,Y,N,SEC1
2021-06-26,INTUT,V37E65BD9EA70,TANKER,BULK,0,108671.8,ZA,IN,BERTH07-5608,19.49,67.49,N,N,36,12905.9,4.9,Y,N,SEC1
2025-07-20,INBOM,V9DA2705D3CD9,BULKER,LIQUID,0,134631.9,IN,KR,BERTH89-7294,1.5,44.37,N,N,6,2075.0,2.6,Y,N,SEC3
2024-09-05,INMNG,VED09203B0F0E,TANKER,AUTO,0,2191.2,SG,IN,BERTH05-2646,1.5,50.94,Y,Y,24,855.9,1.62,Y,N,SEC2
2023-06-28,INVTZ,V5CE6A0C071AD,RORO,BULK,0,90584.5,ID,IN,BERTH98-1696,24.34,49.94,N,N,49,13176.3,1.95,Y,N,SEC3
2025-11-20,INNSA,V68F4F9E0844F,BULKER,AUTO,0,341.9,IN,VN,BERTH18-6044,17.55,28.16,N,Y,62,9241.6,1.0,Y,N,SEC3
2021-10-10,INKRI,VB9A7554CA14C,GENERAL_CARGO,BREAKBULK,0,54925.7,QA,IN,BERTH10-8663,31.94,80.25,N,N,25,15175.7,1.66,Y,N,SEC1
2025-10-23,INNSA,VD75BC0C1876F,CONTAINER,BREAKBULK,0,15561.6,IN,RU,BERTH04-3768,10.78,35.96,N,N,5,9472.2,2.04,Y,N,SEC3
2024-04-01,INKOC,VB64D73934FDA,PASSENGER,AUTO,0,2870.9,IT,IN,BERTH30-3726,14.35,35.95,N,N,51,6074.8,1.74,Y,N,SEC2
2019-06-02,INKOC,V04446F0C41BF,PASSENGER,AUTO,0,2922.1,IN,KR,BERTH95-2488,26.73,18.8,N,N,62,13611.3,0.98,Y,N,SEC3
2025-10-20,INBOM,V3E8FE8D81137,CONTAINER,TEU,9126,86944.8,ZA,IN,BERTH45-7741,19.57,113.96,Y,Y,5,9835.7,2.08,Y,N,SEC1
2023-06-06,INGOI,VF7FFDC18AFF9,LNG,AUTO,0,2896.4,SA,IN,BERTH08-8689,2.79,22.86,N,Y,35,2374.0,0.37,Y,N,SEC2
2024-10-03,INKRI,VAF3D712E618D,GENERAL_CARGO,REEFER,2951,34648.3,ID,IN,BERTH09-1189,8.28,38.72,N,N,47,6040.6,2.56,Y,N,SEC2
2020-07-25,INHZA,V43BCF6C02EAE,PASSENGER,TEU,3430,47087.2,ZA,IN,BERTH12-3467,23.19,70.13,N,Y,68,11526.5,4.56,Y,N,SEC1
2019-11-05,INMNG,V00B0A6046876,RORO,LIQUID,0,46053.5,QA,IN,BERTH47-8145,15.95,90.15,N,Y,35,8940.3,2.81,Y,N,SEC1
2020-05-19,INHZA,VD475BAB435FF,LNG,REEFER,3773,42582.3,MY,IN,BERTH72-8238,27.0,27.34,N,Y,54,10292.1,2.88,Y,Y,SEC3
2024-02-05,INTUT,V4CBCD6B9FDEE,PASSENGER,AUTO,0,1778.1,IN,VN,BERTH08-8397,16.44,71.14,N,N,5,9732.0,1.78,N,N,SEC3
2019-03-10,INGOI,VAFCFA3E08C44,TANKER,LIQUID,0,19117.2,KR,IN,BERTH05-5440,22.91,87.58,N,Y,30,13037.0,2.4,Y,N,SEC3
2023-04-13,INNSA,VD4F95FE54B9E,LNG,TEU,16663,202404.5,KR,IN,BERTH33-5194,12.07,27.7,N,N,80,7956.8,1.99,Y,N,SEC2
2024-07-23,INCCU,V8225DFA1AAF3,TANKER,BULK,0,151641.5,IN,AE,BERTH59-5263,44.18,123.08,N,N,26,16481.4,2.9,Y,Y,SEC2
2019-06-04,INMUN,V0E2751C21811,RORO,LIQUID,0,19075.7,IN,QA,BERTH08-1863,8.66,37.04,N,N,59,3888.8,2.97,Y,Y,SEC3
2019-11-28,INGOI,VEA49E16B3E9B,GENERAL_CARGO,LIQUID,0,179418.6,QA,IN,BERTH76-4666,21.92,65.57,Y,Y,45,12996.4,3.98,Y,N,SEC3
2021-08-22,INGOI,VD641F29F80AE,PASSENGER,TEU,10931,112981.3,JP,IN,BERTH01-1715,15.39,68.88,N,Y,46,10005.5,1.48,Y,Y,SEC2
2022-10-29,INGOI,VB2A0EDA70EEC,BULKER,AUTO,0,3855.5,IN,KR,BERTH72-9208,24.99,19.91,N,N,64,21418.1,1.03,Y,N,SEC1
2021-12-27,INKRI,V204E56DFDC55,BULKER,AUTO,0,2199.4,CN,IN,BERTH64-2245,19.93,51.17,N,Y,9,17297.3,3.48,Y,N,SEC1
2022-01-18,INMUN,VA58F5F3C6877,LNG,BREAKBULK,0,38269.7,KR,IN,BERTH16-7116,40.57,133.06,N,N,65,14163.3,3.11,Y,N,SEC1
2022-03-06,INGOI,V6F939983F1BC,BULKER,LIQUID,0,8075.5,ID,IN,BERTH61-7660,14.03,45.0,N,N,5,8467.4,1.43,Y,N,SEC2
2020-02-02,INMAA,V50764450BAF5,TANKER,BULK,0,96595.2,BR,IN,BERTH89-4651,24.17,95.26,N,N,41,8892.7,2.36,Y,N,SEC1
2023-02-16,INHZA,V5DDAB014A7CD,GENERAL_CARGO,TEU,21005,194781.1,TH,IN,BERTH59-1260,40.22,135.17,N,Y,20,21084.9,2.18,Y,N,SEC2
2022-07-28,INVTZ,V89067D09A9D1,CONTAINER,BULK,0,199317.8,TR,IN,BERTH37-9544,5.87,51.66,N,Y,20,5091.1,2.19,N,N,SEC3
2021-08-25,INMUN,VBD65E10795FF,TANKER,REEFER,3796,40774.7,KR,IN,BERTH48-5038,32.7,126.36,N,N,95,14016.6,2.12,N,N,SEC3
2020-04-28,INTUT,V79B034A2A398,LNG,BREAKBULK,0,18425.1,IN,SG,BERTH03-6851,19.44,43.78,N,N,28,13873.2,1.62,Y,N,SEC2
2022-11-20,INNSA,V09CDEEF4812D,GENERAL_CARGO,AUTO,0,2593.5,ES,IN,BERTH81-3544,13.2,85.94,N,Y,64,9996.5,2.67,N,Y,SEC3
2021-04-09,INHZA,VFED81AA46F2C,BULKER,BULK,0,205635.5,BR,IN,BERTH50-2378,16.77,48.0,N,Y,31,10099.5,3.8,N,N,SEC1
2025-01-15,INNSA,VA0617CE99DAD,TANKER,AUTO,0,997.4,IN,TH,BERTH64-9735,1.5,20.85,N,N,63,1529.3,2.28,Y,N,SEC1
2019-07-28,INVTZ,V952853EE324E,RORO,BREAKBULK,0,23198.9,DE,IN,BERTH22-6593,5.23,48.82,N,N,5,4192.6,3.35,Y,N,SEC1
2020-10-22,INMUN,V6D92145AE04E,RORO,LIQUID,0,155671.0,DE,IN,BERTH69-7292,12.95,51.23,N,Y,48,6828.8,2.44,N,N,SEC1
2019-08-31,INGOI,V5B34BA2850F9,BULKER,BREAKBULK,0,2788.0,IN,JP,BERTH39-2566,51.72,78.46,N,N,57,15480.3,2.72,N,N,SEC1
2020-09-18,INKOC,V5391234D1166,RORO,BREAKBULK,0,37467.5,NL,IN,BERTH38-5303,41.78,90.41,Y,N,24,30221.6,1.77,Y,N,SEC1
2019-04-07,INTUT,VB8ECD086CF63,BULKER,TEU,15298,175160.4,DE,IN,BERTH33-1418,1.5,37.38,N,N,54,906.5,2.47,Y,N,SEC2
2021-08-03,INCCU,VDAF44C9DBA01,TANKER,BREAKBULK,0,18855.5,IN,NL,BERTH79-8923,1.5,55.2,Y,N,33,1266.4,0.1,Y,N,SEC2
2022-04-19,INHZA,V244037B70274,GENERAL_CARGO,BULK,0,82970.1,US,IN,BERTH68-3156,38.21,52.07,N,Y,20,16161.1,2.58,N,N,SEC3
2025-10-08,INKOC,V588AD5C2E69F,RORO,REEFER,4871,50152.4,CN,IN,BERTH72-4068,25.2,13.54,N,N,13,10098.8,2.26,Y,Y,SEC3
2023-09-05,INHZA,VCA0B334EAB2A,LNG,BREAKBULK,0,22433.1,US,IN,BERTH56-3923,33.7,27.86,N,N,21,11741.9,1.56,N,N,SEC3
2019-08-08,INKOC,V3814EC17BB9C,TANKER,BREAKBULK,0,413.4,IT,IN,BERTH30-1564,25.83,13.93,N,N,45,13573.7,0.14,Y,Y,SEC2
2022-06-04,INMUN,VF56576B46E0B,TANKER,LIQUID,0,160089.3,AU,IN,BERTH42-6642,3.54,37.68,Y,Y,61,3122.7,2.49,Y,N,SEC3
2024-11-06,INHZA,V39C3843BDBA3,PASSENGER,LIQUID,0,137667.9,NL,IN,BERTH06-4436,34.3,62.62,N,N,5,17927.7,3.07,Y,Y,SEC2
2023-02-24,INMAA,V1BA4711D78B2,TANKER,BULK,0,130842.3,IT,IN,BERTH22-7454,29.11,82.46,N,N,61,18717.9,0.11,N,N,SEC2
2019-04-24,INMUN,V8F19565D638B,LNG,BREAKBULK,0,51332.7,MY,IN,BERTH65-7196,11.84,45.89,N,Y,31,6959.1,0.92,Y,Y,SEC1
2020-10-03,INTUT,VE5A270D928C3,BULKER,REEFER,4454,37946.2,RU,IN,BERTH28-4334,22.49,53.67,N,Y,32,12752.8,2.44,N,N,SEC1
2024-07-17,INHZA,V691EA17A789E,PASSENGER,TEU,9753,93416.7,IN,JP,BERTH34-2868,21.8,2.0,N,Y,32,17263.0,2.0,Y,N,SEC2
2023-01-19,INVTZ,V817D0C640BCA,PASSENGER,REEFER,751,7952.9,IN,DE,BERTH06-7835,30.83,121.17,N,N,11,10552.3,2.57,Y,N,SEC3
2024-12-12,INNSA,VFA3A005D00FA,BULKER,LIQUID,0,173992.3,IN,RU,BERTH80-8370,36.05,91.43,N,N,55,17044.0,3.73,Y,N,SEC2
2022-04-10,INNSA,V708D923F7519,BULKER,TEU,13406,151537.3,IT,IN,BERTH75-8924,20.99,38.0,N,N,35,7367.1,0.9,N,Y,SEC1
2022-09-24,INTUT,V476CEBE23946,GENERAL_CARGO,BULK,0,49024.1,US,IN,BERTH09-7138,46.34,66.86,N,Y,43,34382.7,1.1,N,N,SEC2
2022-08-01,INBOM,V296B955F8CF1,PASSENGER,TEU,18267,244032.8,JP,IN,BERTH83-9800,45.9,90.63,N,N,22,27533.0,1.86,Y,Y,SEC1
2021-11-16,INMUN,VDF1781434B74,CONTAINER,REEFER,312,3723.5,IN,KR,BERTH81-1015,20.71,2.0,N,N,38,17737.0,2.42,Y,N,SEC1
2021-12-11,INTUT,VCE0ED43E7AFB,BULKER,BREAKBULK,0,36289.9,NL,IN,BERTH53-9574,9.98,83.29,N,N,59,6601.1,3.31,Y,N,SEC2
2020-08-06,INHZA,V9C6C3F835E3C,RORO,TEU,17550,183771.8,AE,IN,BERTH10-3764,19.24,63.87,N,N,60,13663.7,2.28,Y,N,SEC2
2022-07-03,INHZA,V9D507F8895D8,LNG,REEFER,3180,32186.9,TR,IN,BERTH29-8130,22.46,52.74,N,N,49,10038.4,0.72,Y,N,SEC1
2024-09-15,INKRI,V0D1419ECEED4,BULKER,LIQUID,0,129551.3,IN,BR,BERTH51-4029,17.12,32.39,N,N,38,12415.5,0.1,Y,N,SEC3
2022-11-03,INCCU,V2C1DA32EAAC1,LNG,LIQUID,0,133395.7,IT,IN,BERTH98-3202,1.5,39.17,N,N,32,1271.9,3.1,Y,N,SEC3
2020-02-12,INMAA,V9A8A99A35C93,BULKER,AUTO,0,2095.4,AU,IN,BERTH89-3745,21.52,58.06,N,Y,21,16033.9,3.84,Y,N,SEC3
2020-12-21,INVTZ,VA6F827EECFDD,PASSENGER,BREAKBULK,0,28641.1,US,IN,BERTH57-9056,23.97,74.04,N,N,51,15731.2,1.34,Y,N,SEC1
2023-06-18,INMAA,V827FA8798926,GENERAL_CARGO,TEU,10096,135535.5,SG,IN,BERTH03-4806,1.5,65.23,N,N,48,1087.1,3.41,N,N,SEC1
2025-02-10,INNSA,V73B32544B6B9,TANKER,BREAKBULK,0,21664.9,IN,US,BERTH11-2238,1.5,27.97,N,Y,31,1879.7,2.76,Y,N,SEC3
2019-10-06,INVTZ,V3F93A6738248,RORO,BULK,0,172683.4,ZA,IN,BERTH62-3594,36.06,50.52,N,Y,23,28691.3,1.43,Y,N,SEC1
2023-06-16,INVTZ,V7AF0CAC6E083,LNG,AUTO,0,2470.6,IN,SA,BERTH88-5654,13.49,21.53,N,N,27,4938.1,2.34,Y,N,SEC3
2023-12-13,INCCU,V2E3C300FD905,CONTAINER,AUTO,0,3453.1,ID,IN,BERTH86-6200,1.5,31.62,N,N,46,1457.7,1.66,Y,Y,SEC1
2024-10-09,INMAA,VC84332F1B2AD,CONTAINER,LIQUID,0,139795.5,IN,KR,BERTH19-2193,25.63,17.91,N,N,68,8805.9,0.46,Y,N,SEC2
2022-10-25,INNSA,VA822F6399C53,BULKER,TEU,21001,238995.4,US,IN,BERTH87-8428,1.5,38.56,N,Y,33,1491.5,2.66,Y,N,SEC1
2024-05-09,INHZA,V9B81CC574668,TANKER,LIQUID,0,86831.2,AU,IN,BERTH90-9414,53.88,80.83,N,N,13,23321.2,1.15,Y,N,SEC2
2023-10-07,INBOM,V654AC8DFD892,LNG,REEFER,4070,41447.8,IN,ID,BERTH85-7059,23.53,100.88,N,N,30,9972.0,1.65,Y,N,SEC1
2024-02-07,INBOM,VE8FA343AFA26,LNG,BULK,0,185113.7,IN,ID,BERTH98-9131,29.17,29.03,N,N,49,20295.8,2.04,Y,N,SEC1
2023-12-06,INVTZ,V412D8336D8D2,PASSENGER,REEFER,3930,44424.3,NL,IN,BERTH77-3242,6.97,70.54,N,N,28,3682.5,1.74,Y,N,SEC2
2019-02-06,INTUT,V826F03DD77C5,CONTAINER,TEU,7481,78921.4,QA,IN,BERTH74-2724,8.36,22.08,N,N,52,3936.6,1.37,Y,Y,SEC3
2021-04-15,INBOM,VEC4A26548C25,LNG,REEFER,2829,25045.9,IN,GB,BERTH97-2205,23.14,87.71,N,N,59,8299.3,1.26,Y,N,SEC2
2025-01-28,INKRI,V6E1BE76C18D5,PASSENGER,TEU,16107,175570.9,VN,IN,BERTH96-9955,27.75,62.56,N,Y,66,20664.0,2.14,Y,Y,SEC3
2019-12-20,INKOC,V4C022EE7F46B,LNG,BULK,0,111778.5,QA,IN,BERTH11-2556,1.5,9.42,N,N,38,865.1,2.57,Y,N,SEC1
2020-10-13,INMUN,V0E82CC3DE9DF,GENERAL_CARGO,BREAKBULK,0,22532.5,GB,IN,BERTH08-1743,55.09,53.31,N,N,66,21979.0,0.45,Y,N,SEC2
2021-08-01,INKRI,V72CCFAA307D5,BULKER,REEFER,1295,15021.9,KR,IN,BERTH49-9572,37.07,76.59,N,Y,42,20248.7,1.39,Y,N,SEC1
2019-11-21,INMAA,VC8340215E5E5,GENERAL_CARGO,BULK,0,95796.3,NL,IN,BERTH10-4577,61.85,119.81,N,N,56,44048.8,3.42,Y,N,SEC2
2019-05-06,INMAA,VD4E0C2A8E27A,LNG,BULK,0,57112.2,NL,IN,BERTH03-4237,1.5,27.2,N,Y,56,2137.3,0.1,N,N,SEC3
2019-06-15,INMAA,V1FDEEE1DA396,TANKER,REEFER,249,2380.6,IN,US,BERTH83-5211,41.33,41.4,Y,N,78,13900.5,0.45,Y,N,SEC3
2023-02-07,INNSA,V1280B148294B,TANKER,BULK,0,39299.6,BR,IN,BERTH25-7505,3.56,13.55,N,N,69,4200.8,1.18,Y,N,SEC3
2021-08-19,INKRI,VF9B1E56428F7,LNG,BREAKBULK,0,16781.4,IN,GB,BERTH13-8971,1.5,73.25,N,N,53,1032.7,1.5,N,N,SEC2
2025-10-27,INTUT,VE7A3AC7CD196,LNG,LIQUID,0,68658.5,CN,IN,BERTH60-4379,1.5,62.58,N,Y,34,1221.3,2.06,N,N,SEC2
2023-02-06,INMUN,VEE787643C4B6,PASSENGER,REEFER,3344,27548.8,US,IN,BERTH74-6934,13.64,20.79,N,N,39,9597.5,1.22,N,N,SEC1
2025-08-17,INGOI,V9CF1A42FD0FD,LNG,LIQUID,0,169858.7,US,IN,BERTH70-4100,23.1,53.91,Y,Y,24,9146.7,1.31,Y,N,SEC3
2020-07-30,INBOM,V2DB6A6524725,TANKER,BREAKBULK,0,23953.4,IN,DE,BERTH17-8706,26.95,71.01,N,N,54,17368.6,2.47,Y,N,SEC2
2024-02-09,INGOI,V0B28B593B0FC,RORO,BREAKBULK,0,11064.6,IN,ZA,BERTH44-5509,21.93,69.25,N,N,61,15981.2,0.83,Y,N,SEC3
2020-08-02,INBOM,V7A84195FDA1A,LNG,AUTO,0,989.7,DE,IN,BERTH54-7062,29.61,29.06,N,N,12,11555.6,2.81,Y,N,SEC1
2023-12-11,INMUN,VD44D784BD444,GENERAL_CARGO,BULK,0,94017.2,GB,IN,BERTH77-4143,28.14,56.95,Y,N,48,14704.7,4.17,Y,N,SEC1
2021-02-21,INMUN,V8A000E376E39,PASSENGER,REEFER,1836,16704.8,JP,IN,BERTH32-6610,35.35,40.12,N,N,75,26844.8,1.11,Y,N,SEC1
2025-03-08,INVTZ,V69B2CF77EFBC,BULKER,TEU,14495,158062.8,KR,IN,BERTH69-3957,41.88,49.44,N,Y,9,26638.2,2.47,Y,N,SEC2
2024-01-15,INVTZ,V234697B50806,PASSENGER,REEFER,4420,47666.0,SA,IN,BERTH07-7512,40.09,57.77,N,N,44,18975.7,2.08,Y,N,SEC2
2022-11-30,INKRI,VF2BD4534DA7D,LNG,TEU,6445,65155.9,NL,IN,BERTH55-3283,18.81,53.48,N,Y,6,11797.8,0.6,Y,N,SEC1
2025-09-30,INTUT,VCAA9B7C7F3AF,BULKER,LIQUID,0,133306.6,QA,IN,BERTH59-4379,28.22,43.06,N,N,32,17079.3,3.67,Y,N,SEC1
2022-07-17,INKOC,V97EFC3D8E61E,RORO,LIQUID,0,164025.9,IN,JP,BERTH79-2611,13.89,67.67,N,N,42,11595.8,1.07,Y,N,SEC2
2025-07-30,INBOM,V9AFA4EA770FE,BULKER,REEFER,1546,13892.1,BR,IN,BERTH78-1618,14.76,83.64,N,Y,55,6291.0,3.04,Y,N,SEC2
2019-10-10,INNSA,V44987562B9BF,PASSENGER,LIQUID,0,2041.2,QA,IN,BERTH44-5774,3.08,74.78,N,N,48,2349.0,0.74,Y,N,SEC3
2022-01-19,INTUT,V4A60D1BCDEAC,RORO,AUTO,0,1750.2,VN,IN,BERTH57-2792,1.91,26.95,N,N,37,2167.0,2.36,Y,N,SEC2
2025-05-10,INBOM,VD61B62972E36,TANKER,BREAKBULK,0,7123.1,IN,NL,BERTH31-6189,11.14,2.0,N,Y,35,4833.8,3.09,Y,Y,SEC3
2021-08-12,INNSA,V54B2138740B4,BULKER,LIQUID,0,32311.3,VN,IN,BERTH08-4877,53.49,90.05,N,Y,39,17524.2,1.48,N,N,SEC2
2024-01-14,INMAA,VA3A3FCB4E8F8,CONTAINER,REEFER,584,5249.7,BR,IN,BERTH20-7646,16.62,45.6,N,N,52,6390.8,0.94,Y,N,SEC3
2024-09-14,INMNG,V57106E58A6D4,GENERAL_CARGO,TEU,16013,176585.2,IN,CN,BERTH01-9896,21.35,89.84,N,Y,39,8897.7,1.06,N,N,SEC3
2025-05-27,INKOC,VCAB2587A7AEC,RORO,BULK,0,23743.8,RU,IN,BERTH59-1953,8.29,99.77,N,Y,72,6619.5,2.75,N,N,SEC3
2022-06-02,INKOC,V51FF385C12C4,BULKER,LIQUID,0,33947.4,AU,IN,BERTH52-5757,23.86,61.74,N,N,5,16567.8,1.73,Y,N,SEC2
2023-12-29,INKRI,VA26E04511B60,PASSENGER,REEFER,3093,30158.8,IN,RU,BERTH09-5779,21.4,84.39,N,Y,49,19348.3,4.03,Y,N,SEC2
2023-01-13,INVTZ,VB677F1721283,LNG,REEFER,2150,21540.4,ZA,IN,BERTH35-1855,27.2,107.56,N,Y,58,13815.3,2.28,Y,Y,SEC2
2019-08-13,INVTZ,VD3E1542777A9,PASSENGER,REEFER,2497,20014.0,TH,IN,BERTH72-9995,31.98,77.57,N,N,8,14092.0,3.15,Y,Y,SEC2
2019-07-07,INHZA,V06A512EA4369,RORO,LIQUID,0,170415.7,IN,AE,BERTH66-3143,56.52,64.48,N,Y,44,34475.0,3.34,N,N,SEC1
2024-01-30,INCCU,V0B1433F82481,LNG,REEFER,122,1108.2,IN,NL,BERTH06-5025,28.44,32.66,Y,Y,16,12381.6,3.51,N,N,SEC2
2023-08-08,INVTZ,V36551E2AF715,BULKER,BULK,0,197701.3,NL,IN,BERTH04-2428,32.92,143.24,N,N,77,24113.2,2.7,N,N,SEC1
2024-12-27,INKOC,V9F1273CFC053,BULKER,AUTO,0,3207.8,IN,SG,BERTH31-4636,22.21,84.12,N,Y,46,18740.6,0.7,Y,N,SEC1
2025-08-17,INVTZ,V841B662EC697,GENERAL_CARGO,BULK,0,41695.8,ID,IN,BERTH08-2315,19.02,84.05,N,N,51,7776.1,2.01,Y,N,SEC2
2025-08-27,INKRI,V46BA65C6840B,GENERAL_CARGO,BULK,0,18178.9,IT,IN,BERTH35-2485,8.32,32.85,N,Y,20,7354.4,4.21,Y,N,SEC3
2022-01-24,INKOC,VF71A93DD4379,TANKER,BREAKBULK,0,51963.9,IN,ES,BERTH98-5025,20.54,29.57,N,N,44,12611.1,1.63,Y,N,SEC1
2021-01-16,INMAA,V28EC6180BD7A,BULKER,TEU,13444,146054.8,BR,IN,BERTH33-8007,11.77,51.28,N,N,51,8585.8,3.38,Y,N,SEC2
2022-05-05,INMNG,VCB050B8BEF13,GENERAL_CARGO,BULK,0,180643.5,IN,RU,BERTH82-4582,5.0,31.03,N,N,54,4107.4,0.24,Y,N,SEC3
2025-03-18,INKRI,V82BCA48963CC,LNG,TEU,13372,172396.2,GB,IN,BERTH09-5258,13.98,43.54,Y,N,23,5148.3,1.16,Y,N,SEC3
2025-02-21,INKOC,V4CAD2CD07209,RORO,REEFER,4816,50701.4,IN,AU,BERTH75-4390,17.1,39.87,N,N,69,13506.5,1.36,Y,N,SEC3
2025-03-29,INHZA,V180846FF7841,GENERAL_CARGO,BULK,0,208881.2,NL,IN,BERTH33-8954,1.5,53.48,N,N,44,1900.4,0.83,N,N,SEC1
2022-04-11,INTUT,V854503C1DB5D,LNG,TEU,13010,117819.7,IN,AE,BERTH03-8396,10.23,87.81,N,N,14,5117.7,1.48,Y,N,SEC2
2020-11-01,INTUT,VC7BEBB4AB517,PASSENGER,BULK,0,204463.8,IN,AE,BERTH05-8171,16.19,88.25,N,N,7,9715.4,2.88,Y,N,SEC1
2025-06-15,INBOM,VA26E3A338B2F,TANKER,REEFER,649,5441.0,AU,IN,BERTH77-6804,42.06,99.1,N,Y,76,21700.5,2.87,Y,N,SEC1
