biz_intratrade_reference_month,biz_intratrade_reporting_country_iso2,biz_intratrade_partner_country_iso2,biz_intratrade_flow_direction,biz_intratrade_cn8_code,biz_intratrade_goods_value_eur,biz_intratrade_goods_quantity_kg,biz_intratrade_dispatch_arrival_code,biz_intratrade_threshold_reporting_flag,biz_intratrade_transport_mode_code,biz_intratrade_incoterms_code,biz_intratrade_customs_simplification_flag,biz_intratrade_vat_intracommunity_number_hash,biz_intratrade_eori_hash,biz_intratrade_delivery_time_days_median,biz_intratrade_logistics_performance_index,biz_intratrade_port_congestion_index,biz_intratrade_eurostat_table_code,biz_intratrade_data_quality_flag,biz_intratrade_data_extract_date
2018-11,LT,EE,DISPATCH,10934442,10148257.38,8008.06,DISPATCH,0,INLAND_WATERWAY,DDP,0,1b89ed79a0f30e9758,820415ce8492eab4b7,21,4.203,0.9084,bop_q_c,FLAGGED,2025-10-04
2018-12,SK,MT,ARRIVAL,10942361,10264028.13,8028.76,ARRIVAL,0,PIPE,CIP,0,2cdeaaa34847ff2010,fce20583f35f991c9f,24,4.135,0.3751,ext_lt_intra_q,IMPUTED,2025-10-10
2019-01,HR,BG,DISPATCH,10950280,10317511.96,8091.28,DISPATCH,0,ROAD,EXW,0,0e0e6004d22f5ba8f6,c46c93dcc2cc710518,4,4.388,0.8076,ext_lt_intratrd,OK,2024-05-30
2019-02,DE,IE,ARRIVAL,10958199,10440604.66,8153.69,ARRIVAL,1,SEA,FOB,1,18d5a4daa5a72b5c47,9b7ee386cbd63f6bd4,6,2.8,0.549,bop_q_f,REVISED,2024-09-21
2019-03,LU,SI,DISPATCH,10966118,10507006.48,8192.68,DISPATCH,1,AIR,DAP,1,ea092c8460a8b68893,d62c828dc63f580ab8,7,3.407,0.0661,bop_q_g,ESTIMATED,2025-08-29
2019-04,SI,FI,ARRIVAL,10974037,10618126.0,8266.35,ARRIVAL,0,RAIL,FCA,1,3fca72d252b6b9728c,5187438ef1dbf3ca4b,7,3.709,0.2451,bop_q_c,FLAGGED,2025-10-03
2019-05,CY,NL,DISPATCH,10981956,10679252.84,8330.81,DISPATCH,1,INLAND_WATERWAY,CFR,0,9d8c42676f32baf349,282ceb016e6f5b3b70,5,3.473,0.6382,ext_lt_intra_q,IMPUTED,2024-07-13
2019-06,GR,HR,ARRIVAL,10989875,10782021.76,8388.94,ARRIVAL,1,PIPE,DPU,1,65f8876b1c00ab3634,9971879ba92bb30a52,7,2.206,0.9144,ext_lt_intratrd,OK,2026-01-16
2019-07,MT,IT,DISPATCH,10997794,10865149.0,8445.38,DISPATCH,0,ROAD,CPT,0,d98a550913f946d572,f485dbade829de324f,9,3.542,0.4122,bop_q_f,REVISED,2025-04-22
2019-08,ES,BG,ARRIVAL,11005713,10935434.7,8501.41,ARRIVAL,1,SEA,CIF,0,21495e34165866b17e,b23e6f31cc4eeb1e36,10,3.733,0.7738,bop_q_g,ESTIMATED,2025-02-05
2019-09,CZ,FR,DISPATCH,11013632,11019361.1,8550.7,DISPATCH,0,AIR,DDP,1,dd625907e326ad179b,72bcfa2fbd068dda8f,10,2.843,0.5965,bop_q_c,FLAGGED,2024-07-01
2019-10,HU,PL,ARRIVAL,11021551,11072425.66,8579.43,ARRIVAL,1,RAIL,CIP,1,7e8e135701b3c241f4,974bc7e01eb525d30f,14,4.08,0.2651,ext_lt_intra_q,IMPUTED,2025-01-04
2019-11,NL,CY,DISPATCH,11029470,11125610.16,8648.9,DISPATCH,0,INLAND_WATERWAY,EXW,1,ff88df545a4383ef88,11a8102bdfed8c0a21,15,3.064,0.1584,ext_lt_intratrd,OK,2025-10-31
2019-12,SE,LV,ARRIVAL,11037389,11251936.78,8724.55,ARRIVAL,1,PIPE,FOB,1,0d632424b60c5dba1b,01598d3498489407b8,15,3.458,0.0907,bop_q_f,REVISED,2025-02-22
2020-01,DK,SE,DISPATCH,11045308,11350047.38,8735.53,DISPATCH,1,ROAD,DAP,1,9c1c33ddd9ed4f2b47,922bf763bb5dbe8414,15,4.258,0.2061,bop_q_g,ESTIMATED,2024-05-21
2020-02,IE,DE,ARRIVAL,11053227,11432955.07,8837.37,ARRIVAL,0,SEA,FCA,0,79af465f2d1368db05,8a00a27d5bf644e715,18,4.11,0.922,bop_q_c,FLAGGED,2025-11-29
2020-03,PL,PT,DISPATCH,11061146,11477199.0,8886.55,DISPATCH,0,AIR,CFR,1,ca28f7d54c8f11068d,478cf510fdfd3ceae2,18,2.893,0.8024,ext_lt_intra_q,IMPUTED,2025-04-28
2020-04,AT,CZ,ARRIVAL,11069065,11586913.25,8944.0,ARRIVAL,1,RAIL,DPU,0,b23a7374c0d991ed51,c20f18698e161ec63b,17,3.488,0.4585,ext_lt_intratrd,OK,2024-11-04
2020-05,EE,LT,DISPATCH,11076984,11663660.4,8967.21,DISPATCH,1,INLAND_WATERWAY,CPT,0,47a7a4e81e4e7dbb72,ad74f747e6dea55a88,20,2.904,0.3523,bop_q_f,REVISED,2025-02-13
2020-06,IT,AT,ARRIVAL,11084903,11767526.42,9031.58,ARRIVAL,1,PIPE,CIF,0,a30f5bf25785f558dc,8da649c161e9c186c9,20,3.4,0.3557,bop_q_g,ESTIMATED,2025-11-18
2020-07,PT,GR,DISPATCH,11092822,11792778.48,9099.51,DISPATCH,0,ROAD,DDP,0,f60c1a6e57ec6f825e,d179a8ed8dfd0c54ae,22,2.239,0.4323,bop_q_c,FLAGGED,2025-10-21
2020-08,BE,RO,ARRIVAL,11100741,11912689.51,9121.72,ARRIVAL,1,SEA,CIP,0,bba8f9c8cafd5f3fdd,91ec2454b9370236e7,20,4.127,0.5447,ext_lt_intra_q,IMPUTED,2024-05-25
2020-09,FI,DK,DISPATCH,11108660,12013829.9,9183.14,DISPATCH,0,AIR,EXW,0,2dc8c3d5e1871b39e3,962441a1a66a14a710,1,3.912,0.4252,ext_lt_intratrd,OK,2026-02-24
2020-10,LV,LU,ARRIVAL,11116579,12068182.5,9259.63,ARRIVAL,1,RAIL,FOB,1,ca8fcd25081793a8cf,076d59e4d7bd8d96aa,2,2.678,0.5594,bop_q_f,REVISED,2025-10-18
2020-11,RO,BE,DISPATCH,11124498,12162231.61,9316.25,DISPATCH,1,INLAND_WATERWAY,DAP,0,ec63902f23d436d288,4df2adb5e8466e73c5,3,3.72,0.8094,bop_q_g,ESTIMATED,2025-02-20
2020-12,BG,HU,ARRIVAL,11132417,12192261.92,9384.32,ARRIVAL,1,PIPE,FCA,0,5123fdf1234fa147e1,12dfa83ead4b13e85f,6,2.373,0.2482,bop_q_c,FLAGGED,2024-07-02
2021-01,FR,SK,DISPATCH,11140336,12314394.21,9435.89,DISPATCH,0,ROAD,CFR,0,6297cca9725ac13157,24db4167be4a362eb6,5,2.904,0.2714,ext_lt_intra_q,IMPUTED,2024-02-03
2021-02,LT,EE,ARRIVAL,11148255,12382404.07,9482.58,ARRIVAL,1,SEA,DPU,0,f37010b217a562dc9b,dc7dde3ceb6fad5f8d,9,2.354,0.4211,ext_lt_intratrd,OK,2024-02-06
2021-03,SK,MT,DISPATCH,11156174,12443832.81,9549.33,DISPATCH,0,AIR,CPT,1,d57fb68e567e0b2b48,ef765375fcbee65c26,9,3.505,0.7382,bop_q_f,REVISED,2024-03-25
2021-04,HR,BG,ARRIVAL,11164093,12540888.04,9608.16,ARRIVAL,1,RAIL,CIF,0,107f6e64b3037bbb63,07ee7eb72b19a87dec,11,3.744,0.5895,bop_q_g,ESTIMATED,2024-02-06
2021-05,DE,IE,DISPATCH,11172012,12622864.94,9632.49,DISPATCH,1,INLAND_WATERWAY,DDP,0,df5a55537de9be45a5,370250f77b0ee4b6d2,11,3.645,0.8931,bop_q_c,FLAGGED,2024-11-23
2021-06,LU,SI,ARRIVAL,11179931,12687131.37,9676.96,ARRIVAL,1,PIPE,CIP,1,aac6598417d63f913f,838be882a30544a2d0,11,3.171,0.6418,ext_lt_intra_q,IMPUTED,2025-09-06
2021-07,SI,FI,DISPATCH,11187850,12766842.12,9774.64,DISPATCH,1,ROAD,EXW,0,be64909188bb5a1b8e,d8bc3c8c96179b7b14,13,2.363,0.3716,ext_lt_intratrd,OK,2025-02-11
2021-08,CY,NL,ARRIVAL,11195769,12891001.64,9815.7,ARRIVAL,1,SEA,FOB,0,42c0fac3114878aa2e,ad19eb736078ec1d63,13,3.422,0.7253,bop_q_f,REVISED,2024-02-10
2021-09,GR,HR,DISPATCH,11203688,12964217.36,9875.14,DISPATCH,0,AIR,DAP,1,9ce057e68a898fbdd6,1e9ca77173855e091c,13,3.716,0.1049,bop_q_g,ESTIMATED,2024-06-28
2021-10,MT,IT,ARRIVAL,11211607,13045776.74,9908.33,ARRIVAL,1,RAIL,FCA,0,6b705cb7d998af415b,a2188bd9c9b021771b,17,3.074,0.9213,bop_q_c,FLAGGED,2025-05-26
2021-11,ES,BG,DISPATCH,11219526,13146767.15,9992.32,DISPATCH,1,INLAND_WATERWAY,CFR,0,71926cf81a6f862170,4e481dc905bf7338ec,19,3.372,0.5788,ext_lt_intra_q,IMPUTED,2025-08-28
2021-12,CZ,FR,ARRIVAL,11227445,13186417.26,10026.75,ARRIVAL,0,PIPE,DPU,0,11f6e836e053384a11,8f86cfcdb86be50dee,18,3.513,0.4991,ext_lt_intratrd,OK,2024-12-12
2022-01,HU,PL,DISPATCH,11235364,13320119.61,10078.71,DISPATCH,1,ROAD,CPT,0,771ad98dd2fcfed869,cb40afa50aded3cced,19,2.423,0.0823,bop_q_f,REVISED,2024-10-29
2022-02,NL,CY,ARRIVAL,11243283,13348608.8,10116.37,ARRIVAL,1,SEA,CIF,1,988f76131b08867ad0,f5b1a8a37d1ccefe12,18,2.529,0.585,bop_q_g,ESTIMATED,2024-05-13
2022-03,SE,LV,DISPATCH,11251202,13450595.89,10188.22,DISPATCH,0,AIR,DDP,1,46cbf2f55e77ae13f8,cb167e477410f5d0eb,21,3.18,0.4267,bop_q_c,FLAGGED,2024-01-29
2022-04,DK,SE,ARRIVAL,11259121,13560078.26,10229.55,ARRIVAL,0,RAIL,CIP,0,085b1b9cced571dad0,5cf24c3606113242cc,23,3.719,0.4229,ext_lt_intra_q,IMPUTED,2024-12-17
2022-05,IE,DE,DISPATCH,11267040,13602457.16,10289.99,DISPATCH,1,INLAND_WATERWAY,EXW,0,16aca50c340a02fe9a,a01ec6ede7337141c1,4,3.195,0.2612,ext_lt_intratrd,OK,2025-05-01
2022-06,PL,PT,ARRIVAL,11274959,13695230.36,10337.02,ARRIVAL,1,PIPE,FOB,0,fbfef3f7b0b583e0d3,1d4ad86745933f9761,6,3.388,0.8607,bop_q_f,REVISED,2025-05-10
2022-07,AT,CZ,DISPATCH,11282878,13806310.43,10412.11,DISPATCH,1,ROAD,DAP,1,1ad96817b8e9c79b99,3cc4a1d751e67f254e,6,3.12,0.3766,bop_q_g,ESTIMATED,2025-05-11
2022-08,EE,LT,ARRIVAL,11290797,13868257.23,10483.33,ARRIVAL,1,SEA,FCA,1,1926d366ff1ed3a8e1,ba7d4c360acd9976c6,4,3.194,0.1381,bop_q_c,FLAGGED,2025-02-23
2022-09,IT,AT,DISPATCH,11298716,13962218.42,10518.77,DISPATCH,1,AIR,CFR,0,05db29e867e3d31b7c,d62c578704b0f70941,7,3.114,0.1405,ext_lt_intra_q,IMPUTED,2026-01-13
2022-10,PT,GR,ARRIVAL,11306635,14000833.81,10590.29,ARRIVAL,1,RAIL,DPU,0,25d3b8495e6322f71e,f9fe37b1b238ff7da6,7,3.973,0.2031,ext_lt_intratrd,OK,2024-02-25
2022-11,BE,RO,DISPATCH,11314554,14078950.63,10619.88,DISPATCH,1,INLAND_WATERWAY,CPT,0,07e48d9570ca06443d,0974670f7fd775d73f,8,2.352,0.5985,bop_q_f,REVISED,2026-01-14
2022-12,FI,DK,ARRIVAL,11322473,14217603.18,10689.18,ARRIVAL,0,PIPE,CIF,0,01c4b3a7611c6902f2,d8179b463d9f112be9,12,3.851,0.6986,bop_q_g,ESTIMATED,2026-01-01
2023-01,LV,LU,DISPATCH,11330392,14270971.42,10755.46,DISPATCH,1,ROAD,DDP,0,39cc67ae26ddc13191,304ab45edb229e889d,9,2.504,0.5566,bop_q_c,FLAGGED,2024-05-22
2023-02,RO,BE,ARRIVAL,11338311,14355061.24,10800.96,ARRIVAL,1,SEA,CIP,0,6e601c9f3cf318720c,10ddba87fd49af3c60,13,3.907,0.464,ext_lt_intra_q,IMPUTED,2024-10-28
2023-03,BG,HU,DISPATCH,11346230,14463991.15,10873.45,DISPATCH,0,AIR,EXW,0,2ff2e34ca8ab628a65,c0f19ca945e61d8382,12,3.005,0.559,ext_lt_intratrd,OK,2025-09-07
2023-04,FR,SK,ARRIVAL,11354149,14517987.19,10927.76,ARRIVAL,0,RAIL,FOB,0,f7a6c0ecf9ec86f5cd,d81eea4199f5c704c2,12,3.038,0.9263,bop_q_f,REVISED,2025-07-14
2023-05,LT,EE,DISPATCH,11362068,14634276.3,10943.84,DISPATCH,1,INLAND_WATERWAY,DAP,0,63250718183ea44a4c,a3ba0e3080708d804e,16,3.751,0.8855,bop_q_g,ESTIMATED,2025-10-30
2023-06,SK,MT,ARRIVAL,11369987,14686438.18,11039.68,ARRIVAL,1,PIPE,FCA,0,8261aeaaae038024bf,200bcd9d870b930c99,17,3.101,0.5466,bop_q_c,FLAGGED,2024-01-09
2023-07,HR,BG,DISPATCH,11377906,14802999.18,11072.23,DISPATCH,0,ROAD,CFR,1,c81bb2cfe53d246f1f,356619d5cd7e2891d7,18,3.537,0.5099,ext_lt_intra_q,IMPUTED,2024-07-25
2023-08,DE,IE,ARRIVAL,11385825,14857755.74,11133.62,ARRIVAL,0,SEA,DPU,1,1be6da14799e2d11cc,3b55af30b986437228,20,3.465,0.6332,ext_lt_intratrd,OK,2024-09-20
2023-09,LU,SI,DISPATCH,11393744,14957138.58,11169.45,DISPATCH,1,AIR,CPT,0,05a150b538286d043c,7e3328d824732d934d,19,4.099,0.1462,bop_q_f,REVISED,2025-06-19
2023-10,SI,FI,ARRIVAL,11401663,15045712.91,11250.58,ARRIVAL,1,RAIL,CIF,0,a8f00dcf884382aeec,21479da3058c0a63f8,20,2.893,0.2813,bop_q_g,ESTIMATED,2025-04-10
2023-11,CY,NL,DISPATCH,11409582,15103582.86,11314.66,DISPATCH,0,INLAND_WATERWAY,DDP,0,8ff86b86b40c0327c2,95fef7c14083f9533d,22,2.252,0.5347,bop_q_c,FLAGGED,2024-12-09
2023-12,GR,HR,ARRIVAL,11417501,15210894.62,11353.35,ARRIVAL,0,PIPE,CIP,0,3b9f0654346b272166,271b83576092b92112,21,2.452,0.6333,ext_lt_intra_q,IMPUTED,2025-06-16
2024-01,MT,IT,DISPATCH,11425420,15235387.88,11406.84,DISPATCH,1,ROAD,EXW,0,04c9346c86a30d6c37,bf4f09c5e07a5bc656,1,2.708,0.4271,ext_lt_intratrd,OK,2025-04-01
2024-02,ES,BG,ARRIVAL,11433339,15323744.24,11461.89,ARRIVAL,1,SEA,FOB,0,4325b7d2f3b4c3120e,d965263be70146e0bc,6,3.799,0.4554,bop_q_f,REVISED,2024-03-07
2024-03,CZ,FR,DISPATCH,11441258,15445741.83,11517.98,DISPATCH,0,AIR,DAP,0,214a717bf6c9be2bf9,df725f836ccf7e7d9a,7,2.359,0.2052,bop_q_g,ESTIMATED,2024-11-24
2024-04,HU,PL,ARRIVAL,11449177,15528734.75,11563.03,ARRIVAL,1,RAIL,FCA,1,798d5c8dbcc452cc31,299abd52f5463c409e,5,3.038,0.1335,bop_q_c,FLAGGED,2024-03-24
2024-05,NL,CY,DISPATCH,11457096,15590427.52,11624.21,DISPATCH,0,INLAND_WATERWAY,CFR,0,8cec5b77202495e8ed,061a5d9331904391ca,9,4.31,0.3915,ext_lt_intra_q,IMPUTED,2024-08-21
2024-06,SE,LV,ARRIVAL,11465015,15640436.08,11651.9,ARRIVAL,1,PIPE,DPU,0,915a89c26dd39c1c0f,2aa205915044143df4,8,4.221,0.5937,ext_lt_intratrd,OK,2024-09-19
2024-07,DK,SE,DISPATCH,11472934,15751171.5,11712.14,DISPATCH,1,ROAD,CPT,0,022220cc0385b2efb5,43b776bb34ea74cc69,10,4.235,0.4917,bop_q_f,REVISED,2025-05-15
2024-08,IE,DE,ARRIVAL,11480853,15844408.58,11798.08,ARRIVAL,0,SEA,CIF,0,84bc2fe64c47a218fa,44ab6869fa684530e5,8,3.988,0.2755,bop_q_g,ESTIMATED,2025-11-25
2024-09,PL,PT,DISPATCH,11488772,15886812.95,11817.4,DISPATCH,1,AIR,DDP,0,e2e9945b85feee617c,9cba10158a84b3e9a4,13,2.944,0.5064,bop_q_c,FLAGGED,2024-03-22
2024-10,AT,CZ,ARRIVAL,11496691,16014049.89,11917.95,ARRIVAL,1,RAIL,CIP,1,6305a6878c43a8ab99,f35eb48dc558e65eb5,10,3.414,0.2216,ext_lt_intra_q,IMPUTED,2025-01-28
2024-11,EE,LT,DISPATCH,11504610,16062754.98,11929.08,DISPATCH,0,INLAND_WATERWAY,EXW,1,c07f33cfc03b678f8c,0c9dbe4ebb630b51f4,12,2.844,0.5527,ext_lt_intratrd,OK,2025-05-16
2024-12,IT,AT,ARRIVAL,11512529,16177135.22,11999.31,ARRIVAL,1,PIPE,FOB,0,7b69a91c87049960c3,96b0122af991866e0c,14,4.244,0.5185,bop_q_f,REVISED,2024-05-13
2025-01,PT,GR,DISPATCH,11520448,16239319.67,12057.49,DISPATCH,1,ROAD,DAP,0,b420568d1bb19885e5,28320ec677c9fcfbd5,13,3.168,0.6911,bop_q_g,ESTIMATED,2025-01-17
2025-02,BE,RO,ARRIVAL,11528367,16339706.14,12094.39,ARRIVAL,1,SEA,FCA,1,f1d1cba119640c8523,525ffe8d4a0cef8a23,15,2.662,0.5573,bop_q_c,FLAGGED,2025-10-30
2025-03,FI,DK,DISPATCH,11536286,16416441.99,12181.35,DISPATCH,1,AIR,CFR,0,19ec5bef41abefa617,a9cb15845fafa8c3a4,16,3.155,0.8315,ext_lt_intra_q,IMPUTED,2025-06-27
2025-04,LV,LU,ARRIVAL,11544205,16503450.82,12219.11,ARRIVAL,1,RAIL,DPU,0,e534a98c4c755aee76,6a50aa4327a98ad5b6,17,3.188,0.4109,ext_lt_intratrd,OK,2025-11-11
2025-05,RO,BE,DISPATCH,11552124,16550358.12,12268.54,DISPATCH,0,INLAND_WATERWAY,CPT,1,338fc1edab61699d2a,eb5ebf7c63fa35eee9,18,4.061,0.3851,bop_q_f,REVISED,2024-04-29
2025-06,BG,HU,ARRIVAL,11560043,16651623.12,12334.86,ARRIVAL,0,PIPE,CIF,1,21413d6acf39342ba5,b168e947cfa163d437,22,3.129,0.6605,bop_q_g,ESTIMATED,2024-01-31
2025-07,FR,SK,DISPATCH,11567962,16707971.74,12392.42,DISPATCH,0,ROAD,DDP,1,307a6f63e7d64939a8,2499ec546a870b66a1,19,2.374,0.7038,bop_q_c,FLAGGED,2025-06-04
2025-08,LT,EE,ARRIVAL,11575881,16787149.0,12434.83,ARRIVAL,1,SEA,CIP,0,9502ed29a47a8ac951,12a9af31e3e9e09ca3,24,3.051,0.2186,ext_lt_intra_q,IMPUTED,2024-05-09
2025-09,SK,MT,DISPATCH,11583800,16877143.29,12485.26,DISPATCH,1,AIR,EXW,0,abc5987e16e796491a,d8dfa6fa366bf1b3d4,5,3.018,0.8829,ext_lt_intratrd,OK,2025-06-14
2025-10,HR,BG,ARRIVAL,11591719,16985808.67,12556.68,ARRIVAL,0,RAIL,FOB,0,4e9aacd512b8fdfc88,3f25ddfecfe19b8a25,6,2.667,0.0769,bop_q_f,REVISED,2025-04-26
2025-11,DE,IE,DISPATCH,11599638,17067929.07,12621.81,DISPATCH,1,INLAND_WATERWAY,DAP,0,2ddc5bba48709519c2,5764554d957479ea2b,4,2.773,0.4665,bop_q_g,ESTIMATED,2025-05-19
2025-12,LU,SI,ARRIVAL,11607557,17136614.5,12641.5,ARRIVAL,0,PIPE,FCA,0,1524a6b5cc65b02f34,28abb994a913517526,8,4.045,0.5283,bop_q_c,FLAGGED,2025-04-08
2026-01,SI,FI,DISPATCH,11615476,17206039.83,12742.35,DISPATCH,1,ROAD,CFR,1,af55d204f7da284948,05da0430a020c31012,7,4.272,0.7783,ext_lt_intra_q,IMPUTED,2024-12-06
2026-02,CY,NL,ARRIVAL,11623395,17302062.78,12759.24,ARRIVAL,1,SEA,DPU,0,b0ebced1300560d944,171eef6a12bef1ee53,10,3.902,0.6662,ext_lt_intratrd,OK,2025-07-11
2026-03,GR,HR,DISPATCH,11631314,17366706.58,12814.59,DISPATCH,1,AIR,CPT,0,dd44f9f9cc3adc7782,2eb93abb7cc8ee29f0,9,3.249,0.31,bop_q_f,REVISED,2025-03-24
2026-04,MT,IT,ARRIVAL,11639233,17482669.07,12884.46,ARRIVAL,1,RAIL,CIF,0,2ee8b773e5f13e40a6,1217b169e08e5f6b7e,12,3.258,0.7517,bop_q_g,ESTIMATED,2025-09-20
2026-05,ES,BG,DISPATCH,11647152,17528030.67,12924.23,DISPATCH,0,INLAND_WATERWAY,DDP,1,f7050aeb5d99849e86,e4b7a0f1e098cecef9,10,2.218,0.694,bop_q_c,FLAGGED,2024-11-29
2026-06,CZ,FR,ARRIVAL,11655071,17605632.85,12999.96,ARRIVAL,1,PIPE,CIP,1,233682d54371a9bd41,6bc38e83f7d0ecf8df,12,3.017,0.2477,ext_lt_intra_q,IMPUTED,2024-11-03
2026-07,HU,PL,DISPATCH,11662990,17686619.8,13026.6,DISPATCH,0,ROAD,EXW,1,df8189bb58b6cdc2ec,1692ead3fcbac67bfb,15,3.603,0.2958,ext_lt_intratrd,OK,2024-09-10
2026-08,NL,CY,ARRIVAL,11670909,17776769.61,13127.17,ARRIVAL,0,SEA,FOB,0,0906e38eb3344459a4,0b85ba8cbd63a304f6,15,3.584,0.4826,bop_q_f,REVISED,2024-02-02
2026-09,SE,LV,DISPATCH,11678828,17906205.11,13147.94,DISPATCH,1,AIR,DAP,0,af609fe8cd8426b3dc,63372bfa60c8eb4755,17,2.966,0.3948,bop_q_g,ESTIMATED,2024-10-15
2026-10,DK,SE,ARRIVAL,11686747,17994726.61,13216.81,ARRIVAL,0,RAIL,FCA,1,54feef7bd8dc340d89,32b91e2421e55bd937,16,2.803,0.5497,bop_q_c,FLAGGED,2025-11-13
2026-11,IE,DE,DISPATCH,11694666,18043824.26,13266.16,DISPATCH,1,INLAND_WATERWAY,CFR,1,37683fc4df93b33cbb,9fc32488a99cdac697,19,2.309,0.6381,ext_lt_intra_q,IMPUTED,2024-06-07
2026-12,PL,PT,ARRIVAL,11702585,18132191.79,13348.78,ARRIVAL,0,PIPE,DPU,0,12347abef55c02985e,4984dc47396a70ef16,20,2.854,0.6727,ext_lt_intratrd,OK,2024-12-25
2018-01,AT,CZ,DISPATCH,11710504,18210365.69,13391.82,DISPATCH,1,ROAD,CPT,0,0903261aeede141716,1a20f9aab96cae0ddc,17,3.528,0.939,bop_q_f,REVISED,2024-01-24
2018-02,EE,LT,ARRIVAL,11718423,18295058.32,13411.14,ARRIVAL,1,SEA,CIF,0,1a753a2c9ca95f7117,1d7b1dd6faa55b5ad5,19,4.023,0.3082,bop_q_g,ESTIMATED,2024-07-17
2018-03,IT,AT,DISPATCH,11726342,18375490.89,13488.09,DISPATCH,1,AIR,DDP,0,2f6da24c6c23955795,61d1c12e1bd13c6bd4,23,4.144,0.685,bop_q_c,FLAGGED,2024-06-20
2018-04,PT,GR,ARRIVAL,11734261,18424763.5,13545.9,ARRIVAL,0,RAIL,CIP,0,b850bde768d7c68587,56725db6ee78fd2edf,22,4.007,0.3718,ext_lt_intra_q,IMPUTED,2024-11-13
2018-05,BE,RO,DISPATCH,11742180,18559944.54,13588.77,DISPATCH,0,INLAND_WATERWAY,EXW,0,d9b23955e1d2c43256,06435c2e311975ea76,3,3.883,0.4131,ext_lt_intratrd,OK,2024-10-03
2018-06,FI,DK,ARRIVAL,11750099,18612008.56,13656.27,ARRIVAL,1,PIPE,FOB,0,7a83e54520c4119bc6,641152f75d4e98ec70,3,3.538,0.8689,bop_q_f,REVISED,2024-12-17
2018-07,LV,LU,DISPATCH,11758018,18738654.59,13711.42,DISPATCH,1,ROAD,DAP,0,c7d4b42dd966c86d69,978b8ef5469b36972f,6,2.919,0.6243,bop_q_g,ESTIMATED,2025-01-06
2018-08,RO,BE,ARRIVAL,11765937,18792372.4,13774.66,ARRIVAL,0,SEA,FCA,0,72b076451878e2aeaa,8d67d232a2885db610,7,2.809,0.5934,bop_q_c,FLAGGED,2025-11-05
2018-09,BG,HU,DISPATCH,11773856,18857370.77,13825.21,DISPATCH,1,AIR,CFR,0,4d46ee5c486382dc30,06a88ce43e586c4dc1,6,3.933,0.2172,ext_lt_intra_q,IMPUTED,2024-02-16
2018-10,FR,SK,ARRIVAL,11781775,18957147.71,13857.88,ARRIVAL,0,RAIL,DPU,0,ee9001a6ab4cede1c8,1e5575afb0e8ed10e9,10,3.88,0.8011,ext_lt_intratrd,OK,2024-04-04
2018-11,LT,EE,DISPATCH,11789694,19046986.58,13944.02,DISPATCH,1,INLAND_WATERWAY,CPT,0,f4b0f73c5f2a375966,0c9b6932952c050863,7,2.974,0.2014,bop_q_f,REVISED,2025-09-19
2018-12,SK,MT,ARRIVAL,11797613,19094426.71,13963.53,ARRIVAL,1,PIPE,CIF,0,7b6fb9b7b1bd462ffe,2f055933e22d8098bd,8,3.498,0.2128,bop_q_g,ESTIMATED,2024-03-30
2019-01,HR,BG,DISPATCH,11805532,19161766.66,14045.24,DISPATCH,1,ROAD,DDP,0,5b11070a7532571b7c,dadfc594c510629fae,11,3.901,0.2526,bop_q_c,FLAGGED,2025-04-02
2019-02,DE,IE,ARRIVAL,11813451,19301472.33,14088.62,ARRIVAL,0,SEA,CIP,1,5e813a2d652e9f8ca1,3f233ef30c1c29c4a5,13,3.106,0.0737,ext_lt_intra_q,IMPUTED,2024-06-16
2019-03,LU,SI,DISPATCH,11821370,19341196.7,14165.44,DISPATCH,0,AIR,EXW,0,42cd8a9f22cbfa9ab7,939037501399158dbd,11,3.472,0.4523,ext_lt_intratrd,OK,2024-08-25
2019-04,SI,FI,ARRIVAL,11829289,19415774.89,14212.01,ARRIVAL,1,RAIL,FOB,0,8f2365ba48545e0093,dd86fb15bc56951a66,16,2.761,0.1695,bop_q_f,REVISED,2025-08-02
2019-05,CY,NL,DISPATCH,11837208,19551395.15,14241.67,DISPATCH,1,INLAND_WATERWAY,DAP,0,8a8938e1d557acaea1,a40124e212ccbbfe9b,14,2.68,0.3695,bop_q_g,ESTIMATED,2025-07-03
2019-06,GR,HR,ARRIVAL,11845127,19592864.8,14293.62,ARRIVAL,0,PIPE,FCA,0,eb4a4e1d4b7c32b3b3,c4b77d5398f1863b60,16,3.429,0.7605,bop_q_c,FLAGGED,2025-12-04
2019-07,MT,IT,DISPATCH,11853046,19684478.77,14378.44,DISPATCH,1,ROAD,CFR,0,0477e446e7dbffc526,6239ae1f90e7e4feca,16,3.114,0.8507,ext_lt_intra_q,IMPUTED,2025-09-29
2019-08,ES,BG,ARRIVAL,11860965,19785986.44,14408.19,ARRIVAL,1,SEA,DPU,0,5487554638e58c16e8,1043bbf312a6ebe214,20,3.744,0.4886,ext_lt_intratrd,OK,2024-01-07
2019-09,CZ,FR,DISPATCH,11868884,19866445.43,14474.39,DISPATCH,1,AIR,CPT,1,80d2c24ec77b218029,84199f9aa8019584f1,20,2.651,0.9496,bop_q_f,REVISED,2024-10-08
2019-10,HU,PL,ARRIVAL,11876803,19930473.42,14511.4,ARRIVAL,1,RAIL,CIF,1,5c27d35d7d84b8d05d,f4c320752573629441,20,4.077,0.8634,bop_q_g,ESTIMATED,2025-06-07
