lab_skills_reference_year,lab_skills_country_iso2,lab_skills_region_nuts_code,lab_skills_occupation_isco_code,lab_skills_vacancies_count,lab_skills_vacancy_rate_pct,lab_skills_hard_to_fill_share_pct,lab_skills_time_to_hire_days_median,lab_skills_skill_cluster_code,lab_skills_training_places_count,lab_skills_reskilling_participants_count,lab_skills_migration_for_work_share_pct,lab_skills_qualification_mismatch_rate_pct,lab_skills_green_jobs_share_pct,lab_skills_digital_jobs_share_pct,lab_skills_ai_jobs_share_pct,lab_skills_wage_premium_pct,lab_skills_eures_job_postings_count,lab_skills_data_source,lab_skills_data_extract_date
2017,EE,FR78,2_PROFESSIONALS,41757,2.36,49.38,83.81,PUBLIC_ADMIN,108416,70116,14.1,13.92,1.94,20.8,0.44,20.59,30621,VACANCY_SCRAPE_AGGREGATE,2024-10-28
2018,HU,LT476,4_CLERICAL,78048,6.14,39.0,125.6,ICT,217861,32181,11.8,33.45,8.88,35.76,5.87,4.23,82030,EURES_EXPORT,2025-04-11
2019,LU,PL806,6_AGRI,183078,7.2,31.74,32.75,CONSTRUCTION,106653,4983,18.71,18.82,11.26,20.47,3.77,16.72,60952,PUBLIC_EMPLOYMENT_SERVICE,2024-10-29
2020,RO,EE87,8_PLANT_MACHINE,172537,0.5,38.1,25.27,HOSPITALITY,10764,61852,15.4,25.07,5.19,13.16,5.94,3.59,100916,SECTOR_SKILLS_COUNCIL,2024-11-06
2021,AT,BE281,1_MANAGERS,50759,6.4,49.89,17.42,EDUCATION,254491,32793,3.08,23.63,2.74,21.38,0.85,4.94,59762,VACANCY_SCRAPE_AGGREGATE,2025-12-05
2022,CZ,FR955,3_TECHNICIANS,103078,3.73,56.51,112.22,AGRI,106744,230283,1.4,31.78,16.03,30.8,8.01,6.92,22914,EURES_EXPORT,2024-08-25
2023,DE,DK97,5_SERVICE_SALES,89470,3.07,55.23,75.96,GREEN_ENERGY,200211,176331,15.29,10.66,36.27,11.67,9.81,14.13,136916,PUBLIC_EMPLOYMENT_SERVICE,2025-07-02
2024,LV,DK20,7_CRAFT,92165,9.79,59.83,54.28,HEALTH_CARE,7274,265404,3.74,11.22,5.92,9.61,0.47,4.47,112737,SECTOR_SKILLS_COUNCIL,2025-08-09
2025,PL,BG919,9_ELEMENTARY,219650,5.08,57.51,82.72,MANUFACTURING,67934,245404,12.89,17.03,22.8,3.4,6.93,7.61,59706,VACANCY_SCRAPE_AGGREGATE,2024-01-20
2006,ES,AT5,2_PROFESSIONALS,89723,1.89,25.94,15.42,LOGISTICS,24818,101464,16.72,7.67,6.62,9.43,0.99,15.13,128792,EURES_EXPORT,2024-05-13
2007,HR,SK88,4_CLERICAL,70040,3.97,36.35,17.76,FINANCE,78741,16030,4.26,10.12,7.07,6.25,0.98,14.01,29410,PUBLIC_EMPLOYMENT_SERVICE,2024-04-03
2008,FI,PT719,6_AGRI,119867,1.36,45.9,33.73,PUBLIC_ADMIN,37046,80700,11.38,31.1,2.71,8.13,2.24,7.95,22553,SECTOR_SKILLS_COUNCIL,2025-08-09
2009,IE,CZ7,8_PLANT_MACHINE,228530,8.14,57.07,95.51,ICT,309229,36785,2.32,19.26,10.24,28.67,5.69,25.89,12442,VACANCY_SCRAPE_AGGREGATE,2025-04-06
2010,MT,PL2,1_MANAGERS,197896,5.59,52.77,90.57,CONSTRUCTION,33020,120315,16.76,28.97,6.23,8.59,3.04,11.26,137896,EURES_EXPORT,2025-01-05
2011,SK,NL6,3_TECHNICIANS,23478,0.46,13.22,67.61,HOSPITALITY,21348,29809,16.76,24.48,9.02,19.45,2.97,17.81,132262,PUBLIC_EMPLOYMENT_SERVICE,2024-12-20
2012,BE,SE928,5_SERVICE_SALES,54960,3.41,30.16,83.56,EDUCATION,80169,126651,14.09,25.36,10.55,12.14,3.9,7.05,92612,SECTOR_SKILLS_COUNCIL,2024-05-22
2013,DK,FR68,7_CRAFT,100311,2.58,24.84,15.95,AGRI,72661,79116,12.38,19.61,1.69,17.58,3.63,8.68,73743,VACANCY_SCRAPE_AGGREGATE,2024-11-13
2014,GR,FR93,9_ELEMENTARY,98804,3.17,66.22,37.06,GREEN_ENERGY,71589,152188,7.1,17.22,16.86,12.03,0.54,18.45,91796,EURES_EXPORT,2025-01-30
2015,LT,LU811,2_PROFESSIONALS,83085,4.18,35.11,42.61,HEALTH_CARE,101414,51687,9.84,8.36,12.55,14.11,2.07,9.66,95726,PUBLIC_EMPLOYMENT_SERVICE,2024-08-08
2016,PT,DK531,4_CLERICAL,26800,6.94,22.7,28.28,MANUFACTURING,106003,51795,1.86,19.86,9.75,4.77,0.3,12.15,61930,SECTOR_SKILLS_COUNCIL,2025-09-23
2017,SE,EE16,6_AGRI,12665,2.56,37.39,71.64,LOGISTICS,149036,111505,16.64,21.8,13.01,9.45,2.99,6.33,220583,VACANCY_SCRAPE_AGGREGATE,2026-01-03
2018,CY,LU67,8_PLANT_MACHINE,60229,0.63,9.69,63.41,FINANCE,233851,94987,9.61,23.68,12.19,11.62,2.97,5.8,107602,EURES_EXPORT,2025-02-21
2019,FR,RO8,1_MANAGERS,100599,0.65,34.16,26.75,PUBLIC_ADMIN,87946,117262,13.78,19.84,20.05,17.49,0.64,12.87,141024,PUBLIC_EMPLOYMENT_SERVICE,2024-02-02
2020,IT,AT722,3_TECHNICIANS,137247,4.92,69.43,59.2,ICT,260902,242800,5.84,24.79,13.48,17.0,18.71,17.95,103553,SECTOR_SKILLS_COUNCIL,2024-09-17
2021,NL,HR32,5_SERVICE_SALES,195948,4.16,30.97,49.13,CONSTRUCTION,219154,187038,4.51,19.33,9.17,9.57,8.58,17.9,9836,VACANCY_SCRAPE_AGGREGATE,2024-03-19
2022,SI,DK249,7_CRAFT,70216,5.94,23.75,71.25,HOSPITALITY,220444,27810,14.46,26.15,15.34,16.87,6.08,0.03,149297,EURES_EXPORT,2025-01-29
2023,BG,MT34,9_ELEMENTARY,207516,3.65,59.18,99.36,EDUCATION,10953,213648,6.9,14.53,15.57,4.61,6.71,8.7,142402,PUBLIC_EMPLOYMENT_SERVICE,2024-05-29
2024,EE,NL919,2_PROFESSIONALS,13956,3.18,23.71,35.98,AGRI,222163,24177,14.85,28.03,3.35,15.34,2.12,13.86,102702,SECTOR_SKILLS_COUNCIL,2025-08-01
2025,HU,SE476,4_CLERICAL,76916,4.5,44.25,50.65,GREEN_ENERGY,121448,307352,10.96,33.3,18.41,27.43,3.03,10.15,101825,VACANCY_SCRAPE_AGGREGATE,2024-03-23
2006,LU,LU59,6_AGRI,7394,0.84,23.68,64.6,HEALTH_CARE,148778,71985,9.78,27.84,4.59,9.76,0.8,24.5,114230,EURES_EXPORT,2024-11-18
2007,RO,BE169,8_PLANT_MACHINE,177747,3.75,38.43,106.87,MANUFACTURING,45190,76157,7.52,15.94,12.27,8.16,3.95,17.33,143649,PUBLIC_EMPLOYMENT_SERVICE,2025-02-12
2008,AT,EE9,1_MANAGERS,142133,0.44,47.75,29.31,LOGISTICS,173808,116337,2.67,16.08,1.72,15.8,3.62,2.53,70329,SECTOR_SKILLS_COUNCIL,2024-09-20
2009,CZ,FR729,3_TECHNICIANS,179923,3.45,10.87,50.67,FINANCE,239191,32749,9.23,29.83,9.08,3.91,0.52,1.85,100131,VACANCY_SCRAPE_AGGREGATE,2025-06-05
2010,DE,SI9,5_SERVICE_SALES,177844,3.77,25.79,56.53,PUBLIC_ADMIN,134111,93501,8.87,10.2,4.98,11.33,2.81,14.56,43781,EURES_EXPORT,2025-09-28
2011,LV,SE3,7_CRAFT,248535,1.16,30.43,79.2,ICT,207304,44245,14.2,16.34,6.05,18.59,1.96,25.92,148714,PUBLIC_EMPLOYMENT_SERVICE,2024-02-15
2012,PL,LU78,9_ELEMENTARY,44010,6.15,23.13,67.54,CONSTRUCTION,129509,54995,14.57,21.37,11.57,19.64,2.66,14.17,89585,SECTOR_SKILLS_COUNCIL,2025-11-25
2013,ES,BE2,2_PROFESSIONALS,214054,3.34,53.36,74.99,HOSPITALITY,224800,57763,11.81,24.42,2.25,15.4,1.42,11.31,53002,VACANCY_SCRAPE_AGGREGATE,2025-12-26
2014,HR,SE4,4_CLERICAL,256,1.03,20.59,51.55,EDUCATION,111011,10245,1.78,17.85,6.16,10.01,0.53,0.3,22258,EURES_EXPORT,2024-08-24
2015,FI,SE9,6_AGRI,23101,4.31,22.54,66.68,AGRI,9088,121931,6.14,24.11,3.12,7.39,3.19,15.41,87073,PUBLIC_EMPLOYMENT_SERVICE,2025-01-16
2016,IE,SI88,8_PLANT_MACHINE,231216,4.79,36.39,24.96,GREEN_ENERGY,145563,12176,12.39,12.22,9.04,17.43,1.79,1.29,100477,SECTOR_SKILLS_COUNCIL,2025-01-04
2017,MT,DE541,1_MANAGERS,290053,6.53,61.68,53.8,HEALTH_CARE,5193,48683,9.27,9.86,13.02,26.8,1.16,4.4,101525,VACANCY_SCRAPE_AGGREGATE,2025-01-19
2018,SK,DK204,3_TECHNICIANS,180794,4.48,39.98,20.97,MANUFACTURING,86656,97361,1.49,23.08,8.88,10.62,3.0,12.3,137670,EURES_EXPORT,2025-07-19
2019,BE,CZ6,5_SERVICE_SALES,107264,1.76,39.35,14.87,LOGISTICS,161782,1531,8.68,10.26,10.99,29.57,1.95,12.33,171968,PUBLIC_EMPLOYMENT_SERVICE,2025-05-19
2020,DK,SK426,7_CRAFT,10050,1.03,32.81,53.44,FINANCE,223232,217893,8.55,16.59,16.38,11.76,1.54,16.42,49140,SECTOR_SKILLS_COUNCIL,2025-12-27
2021,GR,NL8,9_ELEMENTARY,124528,4.04,36.2,37.43,PUBLIC_ADMIN,81525,69958,10.05,8.43,5.12,7.78,0.77,18.76,146625,VACANCY_SCRAPE_AGGREGATE,2025-08-27
2022,LT,CZ172,2_PROFESSIONALS,25848,10.26,51.62,104.81,ICT,364260,158546,14.5,31.08,2.83,25.48,12.86,12.29,15590,EURES_EXPORT,2024-03-06
2023,PT,NL276,4_CLERICAL,18328,0.71,38.86,110.14,CONSTRUCTION,143137,19275,13.39,26.88,8.92,25.49,9.36,12.76,150661,PUBLIC_EMPLOYMENT_SERVICE,2024-07-07
2024,SE,MT5,6_AGRI,61069,5.89,46.96,86.12,HOSPITALITY,79098,161963,9.42,8.67,7.61,22.02,9.58,3.59,96364,SECTOR_SKILLS_COUNCIL,2025-12-02
2025,CY,IT774,8_PLANT_MACHINE,224295,4.67,45.61,50.89,EDUCATION,17445,71328,14.05,7.7,17.68,29.61,0.23,10.87,62604,VACANCY_SCRAPE_AGGREGATE,2024-04-22
2006,FR,BE87,1_MANAGERS,77390,3.82,23.99,39.99,AGRI,224528,97687,6.31,22.54,9.01,18.92,2.07,7.51,97512,EURES_EXPORT,2024-03-27
2007,IT,NL20,3_TECHNICIANS,114891,4.91,17.21,37.82,GREEN_ENERGY,196315,33492,3.65,9.62,13.81,14.82,0.5,27.89,136800,PUBLIC_EMPLOYMENT_SERVICE,2025-04-19
2008,NL,RO857,5_SERVICE_SALES,131106,5.58,50.64,90.53,HEALTH_CARE,348529,67829,7.0,14.17,4.84,18.15,0.56,28.86,48449,SECTOR_SKILLS_COUNCIL,2025-04-04
2009,SI,FI4,7_CRAFT,190201,1.92,45.49,56.81,MANUFACTURING,136364,76591,16.18,10.24,6.11,4.32,1.73,9.59,78335,VACANCY_SCRAPE_AGGREGATE,2024-07-05
2010,BG,PT2,9_ELEMENTARY,157397,3.43,18.88,47.64,LOGISTICS,212017,121185,20.28,17.07,5.73,8.99,1.29,8.99,69159,EURES_EXPORT,2024-01-07
2011,EE,HU326,2_PROFESSIONALS,26745,2.74,15.8,61.42,FINANCE,219865,52383,11.51,17.26,5.18,18.15,1.97,5.31,116213,PUBLIC_EMPLOYMENT_SERVICE,2024-03-18
2012,HU,SK1,4_CLERICAL,16754,2.03,46.51,85.12,PUBLIC_ADMIN,190281,118430,10.01,8.99,8.31,11.96,2.86,2.19,85979,SECTOR_SKILLS_COUNCIL,2025-06-04
2013,LU,FI49,6_AGRI,297890,5.7,13.86,46.77,ICT,241778,87687,11.3,8.84,9.07,20.02,6.31,0.65,6681,VACANCY_SCRAPE_AGGREGATE,2025-07-05
2014,RO,DK834,8_PLANT_MACHINE,80191,4.24,41.45,16.34,CONSTRUCTION,175929,55843,9.58,13.28,5.45,11.44,0.68,8.51,127838,EURES_EXPORT,2024-07-03
2015,AT,BE892,1_MANAGERS,50099,1.8,27.18,62.67,HOSPITALITY,121315,110825,16.08,19.28,2.06,10.26,0.14,5.13,104384,PUBLIC_EMPLOYMENT_SERVICE,2025-05-11
2016,CZ,IT885,3_TECHNICIANS,129827,4.95,19.28,14.58,EDUCATION,259722,52759,2.32,10.41,2.63,8.03,1.66,0.93,75110,SECTOR_SKILLS_COUNCIL,2024-10-24
2017,DE,CY84,5_SERVICE_SALES,44556,0.86,35.45,47.17,AGRI,108935,96044,2.25,16.97,1.52,15.69,3.35,1.97,41355,VACANCY_SCRAPE_AGGREGATE,2026-02-14
2018,LV,HU7,7_CRAFT,240086,7.4,55.45,73.56,GREEN_ENERGY,256665,135160,4.41,13.5,3.25,18.75,2.02,24.02,55616,EURES_EXPORT,2024-05-12
2019,PL,MT659,9_ELEMENTARY,138374,0.81,23.2,73.28,HEALTH_CARE,126219,88892,8.96,10.39,9.69,22.18,2.47,11.74,180209,PUBLIC_EMPLOYMENT_SERVICE,2024-03-21
2020,ES,BG7,2_PROFESSIONALS,57469,6.78,20.64,37.15,MANUFACTURING,48671,27012,8.1,30.47,7.53,28.18,0.59,12.27,44791,SECTOR_SKILLS_COUNCIL,2025-03-12
2021,HR,AT662,4_CLERICAL,29100,7.08,37.69,83.92,LOGISTICS,110327,49913,3.24,28.31,5.05,21.74,7.75,15.49,137298,VACANCY_SCRAPE_AGGREGATE,2024-01-23
2022,FI,RO69,6_AGRI,56896,6.38,39.36,23.86,FINANCE,49731,104441,2.77,11.73,7.26,12.02,19.46,2.45,145688,EURES_EXPORT,2025-09-27
2023,IE,HR23,8_PLANT_MACHINE,154936,5.99,56.8,50.04,PUBLIC_ADMIN,263609,158167,3.73,9.9,18.66,13.63,1.52,12.43,140203,PUBLIC_EMPLOYMENT_SERVICE,2024-11-27
2024,MT,DK31,1_MANAGERS,169295,10.82,20.34,27.17,ICT,169281,234409,14.31,22.06,13.34,42.97,14.13,15.96,104933,SECTOR_SKILLS_COUNCIL,2024-05-21
2025,SK,PT438,3_TECHNICIANS,348449,1.76,36.44,108.52,CONSTRUCTION,91856,5605,6.45,25.07,16.75,10.02,3.48,15.59,122609,VACANCY_SCRAPE_AGGREGATE,2024-08-18
2006,BE,ES67,5_SERVICE_SALES,41496,1.76,46.6,42.5,HOSPITALITY,15222,433,10.45,30.65,5.72,3.98,0.76,10.43,58075,EURES_EXPORT,2025-09-07
2007,DK,ES9,7_CRAFT,104450,2.48,29.51,32.89,EDUCATION,193259,126975,9.39,20.48,11.71,5.7,0.47,9.84,1135,PUBLIC_EMPLOYMENT_SERVICE,2025-11-28
2008,GR,PL9,9_ELEMENTARY,135339,0.78,35.45,32.24,AGRI,39646,63800,15.86,15.56,11.89,18.22,0.83,18.13,134439,SECTOR_SKILLS_COUNCIL,2025-09-12
2009,LT,RO24,2_PROFESSIONALS,55159,6.99,25.32,17.45,GREEN_ENERGY,123938,156980,9.14,21.45,1.42,19.74,1.39,16.9,68364,VACANCY_SCRAPE_AGGREGATE,2026-02-08
2010,PT,IE31,4_CLERICAL,62132,2.0,24.88,74.11,HEALTH_CARE,342654,30998,7.69,22.93,9.83,6.1,0.2,20.39,209249,EURES_EXPORT,2025-06-07
2011,SE,HR51,6_AGRI,81849,5.45,44.1,63.6,MANUFACTURING,93902,76514,12.7,8.33,6.06,15.84,2.63,17.05,14346,PUBLIC_EMPLOYMENT_SERVICE,2025-03-12
2012,CY,BE41,8_PLANT_MACHINE,152632,1.82,41.63,31.61,LOGISTICS,37024,76949,11.87,7.81,8.8,15.08,2.84,7.4,147392,SECTOR_SKILLS_COUNCIL,2024-10-19
2013,FR,BE173,1_MANAGERS,142670,5.22,34.49,22.67,FINANCE,122516,103880,8.79,19.82,0.74,12.18,2.55,10.94,33661,VACANCY_SCRAPE_AGGREGATE,2025-01-03
2014,IT,CZ45,3_TECHNICIANS,194569,1.36,22.92,38.43,PUBLIC_ADMIN,92020,49395,14.58,18.2,12.87,11.51,0.76,8.11,19038,EURES_EXPORT,2024-03-11
2015,NL,SE5,5_SERVICE_SALES,260438,9.07,29.46,47.49,ICT,151140,73157,6.01,20.0,5.36,20.14,2.35,8.55,167118,PUBLIC_EMPLOYMENT_SERVICE,2025-08-08
2016,SI,EE6,7_CRAFT,140248,0.63,11.19,66.04,CONSTRUCTION,155087,57335,16.49,15.12,10.56,9.4,4.12,6.7,106062,SECTOR_SKILLS_COUNCIL,2025-11-02
2017,BG,DE56,9_ELEMENTARY,111157,4.04,38.38,40.86,HOSPITALITY,80768,38066,16.44,20.48,9.48,27.53,3.7,0.82,120917,VACANCY_SCRAPE_AGGREGATE,2024-01-21
2018,EE,SI205,2_PROFESSIONALS,165108,5.25,19.63,15.8,EDUCATION,259060,89222,7.61,25.81,2.98,13.1,1.67,2.43,128497,EURES_EXPORT,2024-04-20
2019,HU,RO92,4_CLERICAL,81346,3.04,21.37,26.46,AGRI,221468,46654,9.74,12.85,5.13,4.34,3.88,13.31,91415,PUBLIC_EMPLOYMENT_SERVICE,2024-02-21
2020,LU,HU74,6_AGRI,294237,8.05,24.43,60.17,GREEN_ENERGY,164968,322724,8.64,21.14,25.51,26.92,3.86,5.09,27102,SECTOR_SKILLS_COUNCIL,2025-08-24
2021,RO,BE423,8_PLANT_MACHINE,202888,4.86,51.37,53.57,HEALTH_CARE,292290,105066,7.21,18.4,4.89,2.72,9.52,1.66,161482,VACANCY_SCRAPE_AGGREGATE,2025-02-14
2022,AT,DK578,1_MANAGERS,208247,2.86,21.58,51.88,MANUFACTURING,205047,219750,14.58,12.37,22.95,30.45,4.54,14.2,50185,EURES_EXPORT,2025-06-26
2023,CZ,AT707,3_TECHNICIANS,57206,1.46,19.85,53.47,LOGISTICS,106122,240156,2.74,29.42,16.68,22.29,7.69,7.25,153251,PUBLIC_EMPLOYMENT_SERVICE,2025-09-11
2024,DE,FR9,5_SERVICE_SALES,122495,0.7,40.67,54.39,FINANCE,124814,229649,7.39,28.46,8.8,27.99,11.98,5.36,133824,SECTOR_SKILLS_COUNCIL,2024-08-01
2025,LV,PL1,7_CRAFT,106786,6.17,54.05,37.56,PUBLIC_ADMIN,45109,149384,2.64,22.6,21.52,9.01,4.64,7.46,2174,VACANCY_SCRAPE_AGGREGATE,2026-01-08
2006,PL,AT677,9_ELEMENTARY,323392,2.29,39.37,107.55,ICT,346348,146976,4.45,20.93,11.41,8.26,4.28,17.38,120053,EURES_EXPORT,2024-03-28
2007,ES,PL622,2_PROFESSIONALS,259239,4.15,44.65,53.82,CONSTRUCTION,257616,37281,5.76,29.74,3.83,16.24,3.15,1.61,25600,PUBLIC_EMPLOYMENT_SERVICE,2024-05-19
2008,HR,PT37,4_CLERICAL,29002,0.54,10.56,70.15,HOSPITALITY,79768,110979,14.62,10.06,9.88,14.49,1.49,1.88,40954,SECTOR_SKILLS_COUNCIL,2025-05-03
2009,FI,LT62,6_AGRI,28416,4.75,16.21,66.3,EDUCATION,41308,47831,2.19,21.15,4.05,12.21,3.9,0.11,49315,VACANCY_SCRAPE_AGGREGATE,2025-07-01
2010,IE,SE669,8_PLANT_MACHINE,97655,4.21,36.41,29.6,AGRI,28698,47729,5.27,18.76,9.36,16.17,0.22,0.76,52339,EURES_EXPORT,2024-06-15
2011,MT,FI71,1_MANAGERS,231357,2.43,50.84,18.43,GREEN_ENERGY,199826,116733,11.61,24.15,22.67,7.39,2.07,30.47,79939,PUBLIC_EMPLOYMENT_SERVICE,2026-02-12
2012,SK,DE4,3_TECHNICIANS,206927,2.22,25.8,76.86,HEALTH_CARE,331742,53732,5.98,23.51,1.65,14.04,1.87,4.54,83883,SECTOR_SKILLS_COUNCIL,2026-01-20
2013,BE,LV2,5_SERVICE_SALES,95898,1.67,42.15,19.35,MANUFACTURING,82739,5517,11.47,10.13,11.77,13.73,0.98,16.84,82979,VACANCY_SCRAPE_AGGREGATE,2026-02-05
2014,DK,CY6,7_CRAFT,24313,1.9,16.21,48.51,LOGISTICS,222318,56029,7.13,10.01,9.58,19.19,3.22,8.35,138458,EURES_EXPORT,2024-05-20
2015,GR,CZ776,9_ELEMENTARY,91473,0.39,24.43,45.35,FINANCE,86939,65104,9.93,18.02,9.82,11.45,1.25,13.32,79906,PUBLIC_EMPLOYMENT_SERVICE,2025-11-12
2016,LT,BG950,2_PROFESSIONALS,122742,4.29,20.95,11.11,PUBLIC_ADMIN,96255,10954,1.42,15.03,2.75,23.52,2.68,18.31,85583,SECTOR_SKILLS_COUNCIL,2024-04-11
2017,PT,IE35,4_CLERICAL,49338,9.89,62.63,37.8,ICT,286467,74901,2.59,16.04,5.97,39.71,4.01,29.17,161707,VACANCY_SCRAPE_AGGREGATE,2025-04-26
2018,SE,SK6,6_AGRI,67096,3.54,15.73,79.93,CONSTRUCTION,171090,124711,10.07,21.94,4.12,15.56,3.43,11.53,76268,EURES_EXPORT,2025-08-12
2019,CY,DK550,8_PLANT_MACHINE,120611,1.21,49.1,53.42,HOSPITALITY,166564,80422,14.77,30.55,18.59,23.64,0.1,1.27,72846,PUBLIC_EMPLOYMENT_SERVICE,2025-11-12
2020,FR,HR63,1_MANAGERS,86403,1.24,46.18,42.22,EDUCATION,259448,141626,13.47,16.88,13.36,12.61,9.37,6.3,19746,SECTOR_SKILLS_COUNCIL,2024-04-24
2021,IT,CZ23,3_TECHNICIANS,87805,4.0,57.58,72.32,AGRI,19241,146242,14.01,12.47,8.79,30.22,8.43,4.87,17940,VACANCY_SCRAPE_AGGREGATE,2024-06-25
2022,NL,NL57,5_SERVICE_SALES,261121,1.93,52.91,44.84,GREEN_ENERGY,54617,141153,7.02,19.6,47.59,21.5,5.75,14.96,83417,EURES_EXPORT,2026-01-03
2023,SI,HU90,7_CRAFT,2598,9.95,62.76,33.12,HEALTH_CARE,320752,57859,8.73,21.89,8.45,5.52,3.94,16.35,184777,PUBLIC_EMPLOYMENT_SERVICE,2025-10-21
2024,BG,FI2,9_ELEMENTARY,233840,6.08,40.74,93.43,MANUFACTURING,50628,21412,15.61,11.54,2.34,23.66,4.57,1.35,118892,SECTOR_SKILLS_COUNCIL,2024-12-06
2025,EE,PL66,2_PROFESSIONALS,44643,0.59,14.46,75.97,LOGISTICS,37999,85728,16.81,18.81,5.53,29.63,2.38,11.97,103108,VACANCY_SCRAPE_AGGREGATE,2024-02-12
2006,HU,FI837,4_CLERICAL,45284,5.67,11.13,30.15,FINANCE,186788,104999,0.96,21.82,4.55,2.93,7.77,7.37,98412,EURES_EXPORT,2025-06-04
2007,LU,LT7,6_AGRI,112334,1.52,21.78,29.61,PUBLIC_ADMIN,129207,54812,6.91,10.91,5.06,16.2,4.11,9.08,110569,PUBLIC_EMPLOYMENT_SERVICE,2024-11-26
2008,RO,BG19,8_PLANT_MACHINE,85248,3.33,51.93,34.01,ICT,96875,106189,9.09,35.23,7.69,16.73,3.91,12.54,18945,SECTOR_SKILLS_COUNCIL,2024-11-16
2009,AT,MT814,1_MANAGERS,114236,2.06,30.84,57.38,CONSTRUCTION,136284,125265,12.41,14.25,10.58,12.45,1.82,15.75,29936,VACANCY_SCRAPE_AGGREGATE,2024-03-06
2010,CZ,EE30,3_TECHNICIANS,58156,1.47,9.92,27.94,HOSPITALITY,196994,33851,10.22,15.25,12.68,4.73,3.67,17.84,28166,EURES_EXPORT,2025-09-18
2011,DE,CZ3,5_SERVICE_SALES,53653,5.48,40.16,54.0,EDUCATION,70591,45827,5.82,28.36,5.62,3.71,2.19,2.98,130993,PUBLIC_EMPLOYMENT_SERVICE,2025-12-13
2012,LV,IE1,7_CRAFT,46239,1.94,35.63,69.79,AGRI,119538,117028,14.49,24.17,11.66,11.64,3.69,17.84,16579,SECTOR_SKILLS_COUNCIL,2025-12-08
2013,PL,EE139,9_ELEMENTARY,76803,3.04,62.56,87.71,GREEN_ENERGY,47933,143965,8.28,10.54,7.2,11.69,0.6,21.64,145286,VACANCY_SCRAPE_AGGREGATE,2025-06-25
2014,ES,FI309,2_PROFESSIONALS,215507,6.36,53.81,40.42,HEALTH_CARE,40033,14161,8.5,29.79,11.35,3.5,1.08,28.64,54473,EURES_EXPORT,2024-11-15
2015,HR,DE128,4_CLERICAL,218032,7.02,31.33,27.59,MANUFACTURING,101849,108647,11.11,18.21,10.99,19.52,1.03,16.33,9175,PUBLIC_EMPLOYMENT_SERVICE,2025-10-22
2016,FI,RO77,6_AGRI,159109,1.67,43.32,24.31,LOGISTICS,137227,24233,2.74,21.23,2.23,3.87,1.1,13.73,67233,SECTOR_SKILLS_COUNCIL,2024-12-20
2017,IE,CY9,8_PLANT_MACHINE,50105,5.91,25.1,53.61,FINANCE,247311,63799,5.91,18.46,10.72,24.18,0.34,17.84,43489,VACANCY_SCRAPE_AGGREGATE,2025-05-24
2018,MT,PT62,1_MANAGERS,14405,1.15,23.74,22.15,PUBLIC_ADMIN,183205,130761,13.94,13.38,11.3,12.92,0.52,0.86,133237,EURES_EXPORT,2024-10-21
2019,SK,IE937,3_TECHNICIANS,241802,9.08,18.34,92.29,ICT,324773,78012,15.18,21.46,4.16,34.82,2.9,2.86,60639,PUBLIC_EMPLOYMENT_SERVICE,2026-01-28
2020,BE,GR40,5_SERVICE_SALES,86472,6.68,23.7,39.11,CONSTRUCTION,196333,220033,16.05,10.58,14.62,22.53,7.0,17.7,134911,SECTOR_SKILLS_COUNCIL,2025-05-31
2021,DK,RO9,7_CRAFT,99281,1.52,10.45,14.84,HOSPITALITY,250371,203734,6.44,21.59,10.05,24.77,1.8,5.68,54252,VACANCY_SCRAPE_AGGREGATE,2025-07-10
2022,GR,PT616,9_ELEMENTARY,70944,6.9,58.29,105.85,EDUCATION,170634,245876,12.67,11.71,18.71,4.89,6.6,9.65,85552,EURES_EXPORT,2024-03-14
2023,LT,LV988,2_PROFESSIONALS,50116,1.47,15.27,12.56,AGRI,104130,11700,1.08,27.61,15.19,27.13,7.03,1.31,24266,PUBLIC_EMPLOYMENT_SERVICE,2025-12-07
2024,PT,AT18,4_CLERICAL,346915,6.49,52.04,47.07,GREEN_ENERGY,237118,329379,13.66,11.02,48.19,3.05,7.01,2.15,44119,SECTOR_SKILLS_COUNCIL,2025-08-23
2025,SE,CZ978,6_AGRI,22943,8.15,36.28,105.83,HEALTH_CARE,205424,109221,20.28,31.71,22.26,25.88,8.04,26.85,122296,VACANCY_SCRAPE_AGGREGATE,2025-07-30
2006,CY,RO534,8_PLANT_MACHINE,102279,1.79,40.99,29.8,MANUFACTURING,35651,53520,1.55,24.09,9.15,3.0,3.76,2.91,98516,EURES_EXPORT,2026-01-11
2007,FR,GR27,1_MANAGERS,48460,6.55,25.95,65.22,LOGISTICS,62774,100639,9.2,19.25,9.08,3.65,1.43,2.38,171052,PUBLIC_EMPLOYMENT_SERVICE,2024-10-12
2008,IT,HU71,3_TECHNICIANS,192826,3.88,10.44,27.6,FINANCE,17321,96546,7.39,18.74,12.22,6.88,5.61,7.18,94714,SECTOR_SKILLS_COUNCIL,2026-01-22
2009,NL,LU74,5_SERVICE_SALES,46691,1.74,11.99,70.38,PUBLIC_ADMIN,15692,9530,12.62,27.76,3.13,3.99,0.77,16.26,121686,VACANCY_SCRAPE_AGGREGATE,2025-04-04
2010,SI,IE69,7_CRAFT,11489,3.12,63.71,31.3,ICT,89756,13329,8.93,34.01,6.23,14.17,0.88,23.3,10861,EURES_EXPORT,2024-10-07
