energy_use_billing_month,energy_use_sector_code,energy_use_end_use_category,energy_use_sales_mwh,energy_use_customer_count,energy_use_average_kwh_per_customer,energy_use_peak_demand_mw,energy_use_load_factor_pct,energy_use_time_of_use_share_pct,energy_use_demand_response_participant_count,energy_use_electrification_index,energy_use_ev_charging_load_mwh,energy_use_heat_pump_adoption_rate,energy_use_distributed_solar_generation_mwh,energy_use_battery_storage_dispatch_mwh,energy_use_natural_gas_therms_equiv,energy_use_propane_gallons_equiv,energy_use_energy_burden_pct_households,energy_use_weather_normalization_factor,energy_use_meter_data_granularity
2024-03,commercial,cooling,104911.88,19792,5300.72,281.1,61.74,5.87,5884,0.574,738.11,0.011,211.33,2014.14,94024.37,10508.58,6.12,1.132,daily
2024-11,public,process,140943.48,489478,287.95,300.85,60.73,33.43,385,0.512,287.73,0.018,439.65,917.72,3813.84,24096.57,11.85,0.962,30min
2022-08,agriculture,motors,124408.3,126314,984.91,350.42,63.77,7.08,258,0.111,381.66,0.166,419.52,1228.66,147980.02,5393.09,5.66,0.709,monthly
2024-05,agriculture,appliances,41828.58,65364,639.93,84.26,56.67,13.09,381,0.779,755.3,0.097,445.86,1159.38,90410.88,39866.68,4.2,1.003,30min
2023-10,residential,ev_charging,214134.67,456305,469.28,554.61,74.19,44.88,9776,0.14,213.61,0.06,8438.91,1511.32,78412.89,40446.14,5.56,0.898,15min
2019-05,residential,lighting,35565.49,169153,210.26,56.24,42.34,0.35,28935,0.478,112.85,0.074,691.79,702.75,43388.54,18955.96,10.44,1.058,daily
2019-05,industrial,ev_charging,1062.89,714,1488.64,2.09,52.87,8.71,1160,0.529,776.55,0.123,975.6,1470.59,8303.84,51412.63,14.58,0.992,monthly
2020-08,agriculture,irrigation,2265.98,168081,13.48,6.81,44.23,34.47,188,0.866,101.16,0.205,672.11,1255.09,120811.79,45566.17,14.6,0.839,30min
2024-08,public,appliances,218957.22,402368,544.17,560.97,10.0,17.25,1062,0.466,210.81,0.01,1367.62,1383.3,144627.8,15173.84,6.09,1.24,monthly
2019-09,public,ev_charging,151505.99,253973,596.54,322.93,64.45,14.63,60,0.592,72.95,0.016,122.58,1966.55,122338.87,32351.11,11.52,0.861,hourly
2023-02,agriculture,ev_charging,94540.64,112137,843.08,200.08,41.56,17.59,135,0.642,32.86,0.041,1039.2,281.85,64596.32,40446.2,5.13,0.859,hourly
2020-06,residential,ev_charging,97377.78,308492,315.66,220.71,52.05,11.29,26201,0.512,651.76,0.0,1501.88,544.53,62089.36,18871.98,7.24,0.985,monthly
2024-02,public,process,107580.29,351058,306.45,301.54,57.22,22.42,1348,0.501,811.59,0.05,365.39,55.53,37979.29,38124.84,8.81,0.991,monthly
2022-05,public,irrigation,114998.46,369607,311.14,135.16,73.09,10.88,395,0.569,406.82,0.106,998.12,189.78,112511.98,4612.1,6.19,0.938,hourly
2020-01,commercial,heating,51144.97,44150,1158.44,147.15,49.26,23.27,7295,0.6,101.42,0.09,6229.14,2427.43,69043.42,44116.82,8.45,0.903,30min
2021-04,residential,lighting,116727.46,138643,841.93,299.01,58.87,24.08,13133,0.605,438.77,0.047,9662.47,461.63,47648.49,58018.78,15.37,1.193,daily
2023-09,public,ev_charging,109067.22,65815,1657.18,239.89,71.0,11.02,1274,0.205,125.48,0.134,86.77,2110.73,104635.49,50404.7,4.2,0.964,15min
2020-10,agriculture,heating,185079.01,83058,2228.31,415.61,46.0,0.7,1083,0.745,308.16,0.0,910.49,317.76,107992.75,43820.76,11.22,0.863,monthly
2026-03,commercial,appliances,172293.22,13725,12553.24,278.25,40.66,17.95,674,0.504,175.69,0.036,1689.11,2237.18,15397.74,43904.09,3.63,0.973,15min
2026-09,commercial,heating,36839.72,22135,1664.32,89.53,32.32,6.98,2810,0.513,572.35,0.075,2628.97,47.14,4565.9,25304.84,5.12,1.083,hourly
2021-02,industrial,irrigation,167565.32,921,181938.46,260.74,41.11,23.15,122,0.839,328.8,0.128,664.08,1520.68,112767.36,55942.68,8.15,1.018,hourly
2020-10,industrial,cooling,28077.76,550,51050.47,47.21,41.98,24.02,440,0.938,3368.43,0.172,1435.1,1232.03,20028.58,28101.08,12.06,1.069,hourly
2026-10,commercial,ev_charging,159489.36,24214,6586.66,278.0,45.58,29.69,5639,0.652,2722.26,0.092,1458.05,1116.22,42526.92,58836.88,1.68,0.887,monthly
2023-10,residential,process,187675.49,236173,794.65,231.21,57.41,21.71,18823,0.712,570.58,0.162,6787.56,48.46,133437.1,59694.34,11.43,0.938,monthly
2026-03,commercial,process,56924.97,38453,1480.38,145.34,63.92,11.31,1713,0.494,409.38,0.102,1441.49,1978.98,149788.86,34141.73,7.0,0.964,15min
2020-08,residential,cooling,103235.87,437867,235.77,127.32,66.51,14.31,10982,0.507,4731.82,0.018,11172.71,772.93,1682.39,19134.42,6.79,1.037,monthly
2022-09,industrial,lighting,31073.09,954,32571.37,90.27,77.99,20.81,1020,0.478,63.48,0.0,150.51,2254.0,13519.58,17115.18,9.69,0.824,monthly
2026-07,commercial,appliances,161925.99,12573,12878.87,217.21,80.24,14.33,6210,0.724,4488.62,0.063,1185.48,1238.56,33419.62,31479.42,8.9,1.008,15min
2023-12,agriculture,irrigation,207213.97,10439,19849.98,613.51,62.41,9.86,430,0.583,3098.52,0.116,1006.93,519.64,22952.5,13459.17,9.73,1.064,daily
2026-04,agriculture,lighting,218432.9,66487,3285.35,551.87,66.33,24.05,1378,0.727,4919.04,0.177,449.28,2259.06,14702.43,59164.15,11.23,1.216,hourly
2024-04,residential,appliances,178935.86,231364,773.4,225.56,28.48,27.47,1261,0.588,4645.18,0.095,11687.33,733.19,65985.2,2137.89,11.49,1.038,hourly
2021-09,public,irrigation,232575.18,46608,4990.03,305.92,61.56,33.21,1330,0.535,4073.82,0.022,86.79,463.22,22440.56,35999.56,7.04,1.094,monthly
2023-08,commercial,motors,174941.77,7923,22080.24,506.92,40.03,0.47,3660,0.758,4111.99,0.002,1162.32,841.73,14946.31,41659.26,12.27,1.276,daily
2020-02,agriculture,appliances,139262.37,77890,1787.94,319.59,42.36,6.44,569,0.643,4444.36,0.084,916.51,573.83,37637.56,14279.79,4.67,1.019,hourly
2022-03,commercial,process,57569.06,29212,1970.73,92.38,81.14,9.21,5583,0.517,424.99,0.11,7331.53,2290.33,109003.27,9027.47,3.01,1.152,hourly
2019-09,commercial,appliances,133168.8,27697,4808.06,244.34,39.9,5.57,1944,0.667,2457.94,0.087,7573.69,1324.08,113958.55,38251.49,5.55,0.803,monthly
2025-11,commercial,ev_charging,94880.33,10535,9006.2,205.99,81.43,23.78,4087,0.749,1304.64,0.204,6776.38,1347.07,93364.76,29532.19,7.23,1.109,30min
2023-11,commercial,lighting,206667.96,24786,8338.09,382.67,69.56,8.03,817,0.363,137.34,0.152,4772.38,1352.96,46890.43,11077.43,16.24,1.011,15min
2019-09,industrial,heating,45260.21,382,118482.23,104.78,42.74,16.0,396,0.466,767.69,0.046,380.88,88.29,38420.08,52483.86,9.85,0.863,monthly
2020-04,industrial,ev_charging,171109.76,764,223965.65,437.13,52.2,16.99,1475,0.346,644.35,0.093,579.44,2053.77,74572.79,25054.96,2.39,0.732,15min
2023-06,agriculture,motors,62915.02,101858,617.67,74.47,60.32,22.58,428,0.468,535.83,0.113,342.47,953.66,72163.12,39527.99,9.05,1.061,daily
2021-06,residential,heating,196419.65,115809,1696.07,528.42,63.97,36.51,17119,0.508,3590.3,0.097,3149.04,58.02,38562.31,35440.55,1.11,0.91,hourly
2026-07,industrial,appliances,85828.89,645,133068.05,189.09,48.37,0.0,82,0.169,289.25,0.08,406.74,1778.72,87814.52,15301.32,4.52,0.922,30min
2023-10,commercial,irrigation,63973.15,40997,1560.43,85.18,21.86,31.94,3222,0.737,373.77,0.0,3821.73,1850.76,88802.95,33609.19,6.06,1.022,daily
2025-08,commercial,appliances,74241.17,40617,1827.83,176.82,74.03,25.43,1371,0.507,84.68,0.134,4692.78,1262.21,62120.88,5141.14,0.66,0.945,monthly
2020-12,industrial,irrigation,195718.67,1731,113066.82,374.91,69.45,36.48,360,0.496,94.74,0.168,583.09,980.3,123082.67,23275.0,3.33,1.07,monthly
2022-08,public,ev_charging,100682.34,373706,269.42,204.68,46.28,11.98,519,0.408,490.96,0.032,1178.3,591.27,9707.17,11029.97,11.38,0.9,monthly
2021-02,commercial,motors,179968.65,9880,18215.45,407.86,59.17,24.31,3958,0.593,8.37,0.134,3449.46,1504.94,124137.35,50728.71,8.91,0.955,15min
2021-12,commercial,cooling,117165.61,45659,2566.1,347.13,52.57,20.42,6952,0.599,245.14,0.103,6736.17,1487.14,2827.12,1950.37,13.15,1.139,hourly
2023-11,residential,heating,92003.46,52577,1749.88,193.22,35.68,22.71,15325,0.269,394.95,0.152,4232.25,225.43,43230.65,11540.47,0.5,1.076,15min
2022-08,residential,irrigation,245938.03,159696,1540.04,390.25,73.52,17.77,8469,0.74,265.4,0.12,11684.53,2263.77,58108.2,26724.91,3.15,0.886,15min
2025-03,residential,appliances,212028.87,231849,914.51,324.26,46.63,32.0,27409,0.584,4866.87,0.056,607.53,1603.57,473.39,8288.91,6.78,1.073,30min
2022-10,residential,motors,19613.32,496435,39.51,45.95,47.75,19.57,348,0.434,382.01,0.062,5398.3,783.31,34595.2,6640.32,6.06,0.885,daily
2024-10,industrial,ev_charging,77680.58,1430,54322.08,153.07,76.86,30.85,1082,0.782,144.09,0.073,904.14,575.15,6078.86,41743.65,1.74,0.988,daily
2025-09,commercial,appliances,53800.3,35871,1499.83,104.92,61.13,16.23,5591,0.518,728.81,0.041,6960.21,1019.66,146934.09,18450.23,4.92,0.981,30min
2026-07,industrial,process,52338.35,975,53680.36,95.91,64.71,24.67,691,0.831,320.4,0.0,689.83,1400.68,31853.88,37357.56,5.82,0.989,30min
2026-01,agriculture,ev_charging,108687.59,52980,2051.48,131.46,36.59,5.42,1493,0.416,1060.39,0.08,895.54,1646.81,69093.09,25317.15,3.23,1.036,daily
2020-04,commercial,cooling,122056.2,18377,6641.79,314.09,41.35,18.63,4199,0.705,735.26,0.097,4498.47,645.19,61297.94,2433.0,9.36,1.35,monthly
2020-09,commercial,ev_charging,122185.79,41313,2957.56,197.89,40.24,8.99,7399,0.638,257.82,0.045,3699.26,1970.62,134345.57,45999.14,7.47,1.044,monthly
2023-04,residential,appliances,121239.32,263704,459.76,287.15,61.17,23.64,28409,0.223,554.44,0.0,7038.41,2088.29,81792.51,35826.17,4.32,1.079,30min
2023-08,residential,lighting,144791.8,96234,1504.58,244.99,33.68,6.16,16245,0.645,1724.67,0.049,2842.71,2258.66,9015.78,35975.87,9.12,1.031,30min
2022-05,industrial,irrigation,133040.96,1510,88106.6,234.48,58.96,20.58,714,0.617,166.0,0.083,1445.5,1502.07,12371.61,18272.37,13.66,1.147,30min
2020-07,commercial,process,174596.7,23235,7514.38,531.96,78.78,10.34,5784,0.482,620.97,0.084,5650.22,670.94,120563.47,23554.64,9.29,1.07,hourly
2022-02,public,motors,19833.9,423757,46.8,48.22,48.72,16.38,1343,0.42,237.79,0.005,712.36,1946.78,145501.27,55804.42,2.64,1.175,monthly
2025-02,public,appliances,86992.94,348879,249.35,172.82,61.47,27.79,1108,0.742,3592.99,0.032,363.96,355.92,28042.09,5686.69,3.01,1.141,15min
2021-06,industrial,irrigation,53774.54,1987,27063.18,127.85,54.46,25.33,908,0.858,4521.38,0.0,291.24,1296.38,49310.85,53873.5,11.28,0.998,monthly
2019-12,commercial,lighting,54927.62,47306,1161.11,107.15,44.49,12.31,2928,0.238,309.9,0.066,2593.31,7.44,73388.18,29650.02,11.12,0.775,daily
2019-10,industrial,ev_charging,138210.05,1013,136436.38,243.36,59.96,29.11,1193,0.48,299.26,0.171,908.29,957.05,20836.61,3279.21,8.51,0.933,daily
2023-07,commercial,heating,161300.2,6621,24361.91,270.86,41.73,22.56,2388,0.425,247.62,0.004,7047.93,2114.18,91872.57,13913.16,8.94,0.812,daily
2024-02,industrial,motors,152214.46,825,184502.38,296.5,54.99,4.02,86,0.31,3216.17,0.195,961.56,996.01,59590.46,28952.51,5.23,0.905,monthly
2021-04,residential,appliances,54107.67,391375,138.25,148.47,42.63,14.06,24818,0.759,369.57,0.044,2710.41,1437.36,7829.73,50413.36,4.51,1.046,monthly
2025-09,commercial,heating,228953.01,31853,7187.8,495.75,58.58,39.2,5818,0.473,806.06,0.099,3753.76,2223.18,123585.25,49269.25,14.42,1.244,hourly
2022-08,residential,process,8702.08,310623,28.01,23.03,53.98,26.29,14597,0.642,4960.7,0.066,3450.6,2246.09,12607.9,13358.09,0.75,0.857,daily
2026-09,industrial,ev_charging,240160.87,79,3040011.01,373.93,62.68,15.83,1444,0.902,335.74,0.249,409.0,668.9,130115.17,35594.65,8.06,1.057,daily
2026-09,agriculture,cooling,232118.86,69206,3354.03,305.19,85.45,14.22,1256,0.497,303.78,0.129,1203.99,839.58,66879.7,39900.64,3.45,1.067,monthly
2020-08,residential,ev_charging,104838.26,56301,1862.1,128.74,66.76,8.95,17507,0.572,1907.97,0.0,1076.99,1751.06,68057.26,16785.25,10.0,1.036,daily
2020-12,commercial,ev_charging,60826.43,24805,2452.18,184.87,46.44,6.44,1228,0.226,2546.02,0.064,1793.8,2188.29,125232.54,51350.66,3.92,0.948,15min
2022-10,public,motors,1753.49,389493,4.5,5.35,87.13,28.3,93,0.451,66.45,0.105,837.74,2440.51,37951.39,14948.55,11.19,0.957,15min
2024-04,industrial,ev_charging,6524.94,194,33633.71,19.24,51.96,16.81,524,0.477,1285.18,0.204,1012.1,2485.79,68535.09,30483.39,7.55,0.993,daily
2026-09,industrial,cooling,9614.78,905,10624.07,16.96,15.26,0.0,806,0.66,622.04,0.038,59.34,1529.93,17136.74,13440.13,5.45,1.04,hourly
2025-02,public,cooling,47669.29,450935,105.71,101.22,81.14,13.1,586,0.379,227.16,0.0,513.08,558.83,56281.16,13969.44,6.76,1.243,30min
2026-12,agriculture,heating,20636.4,119700,172.4,43.1,60.13,15.09,1346,0.856,4376.23,0.141,886.05,2133.71,96928.59,3936.97,0.74,1.094,hourly
2022-12,residential,heating,9532.03,358694,26.57,25.6,50.63,21.19,1735,0.519,102.28,0.134,882.5,1159.93,121629.53,40052.95,6.65,1.157,daily
2026-12,residential,motors,68338.15,87716,779.08,207.44,49.22,17.29,10136,0.487,1966.38,0.007,6139.93,237.98,24131.57,19370.65,12.36,1.057,monthly
2020-12,public,appliances,123613.36,223591,552.85,305.64,39.56,8.37,1153,0.664,4522.27,0.017,862.73,50.95,129339.75,21973.65,6.24,1.114,hourly
2019-02,commercial,ev_charging,203378.01,11271,18044.36,570.46,57.74,0.0,4082,0.72,104.28,0.167,6395.01,896.35,66714.91,35721.25,6.3,0.952,monthly
2022-09,industrial,motors,89635.62,1116,80318.66,216.82,60.58,11.92,296,0.703,1241.39,0.17,1134.12,267.14,49008.04,49536.64,4.57,1.094,30min
2024-09,residential,process,121460.03,157928,769.08,258.42,54.55,9.94,11296,0.673,277.63,0.063,654.96,1895.31,108420.04,28913.17,15.86,0.822,hourly
2023-02,public,process,128968.24,106756,1208.07,143.37,46.3,33.26,93,0.52,2362.54,0.049,944.45,731.03,57104.4,44855.85,0.5,1.016,monthly
2025-02,residential,process,54297.21,181047,299.91,96.21,42.04,33.32,23342,0.553,2565.41,0.055,6644.23,206.67,136137.22,8774.71,13.31,1.101,daily
2023-12,industrial,lighting,20569.48,582,35342.75,33.73,74.39,25.57,79,0.189,192.36,0.0,1181.15,2052.0,141446.09,5728.14,8.13,0.999,15min
2025-09,agriculture,motors,163489.62,64275,2543.6,342.76,48.57,39.55,1472,0.435,385.3,0.092,133.6,2108.77,124858.59,1705.71,5.55,1.072,monthly
2024-04,industrial,irrigation,233824.48,242,966216.86,540.06,76.51,20.16,1053,0.484,266.72,0.062,1255.38,2184.96,97485.78,39037.8,8.79,0.905,daily
2019-11,agriculture,lighting,48786.28,105153,463.96,109.87,64.97,17.01,1356,0.483,4340.35,0.077,911.15,989.15,83741.12,53145.24,9.38,1.074,hourly
2019-09,industrial,ev_charging,156772.56,1570,99855.13,303.45,59.69,22.58,454,0.38,312.02,0.08,1149.26,1327.99,73679.42,45394.36,5.14,0.743,15min
2021-07,agriculture,ev_charging,60755.52,7626,7966.89,79.19,51.91,17.41,615,0.591,537.99,0.121,707.28,301.93,15514.09,970.68,8.02,0.923,hourly
2022-03,public,ev_charging,106971.45,24865,4302.09,125.56,52.28,5.67,1317,0.673,86.93,0.18,892.91,308.2,61595.33,24113.48,6.05,1.094,hourly
2023-02,commercial,motors,9348.74,16056,582.26,25.51,77.16,17.73,3037,0.496,519.99,0.155,4654.36,636.06,94611.34,6994.85,5.64,1.022,30min
2023-07,commercial,ev_charging,217799.55,30827,7065.22,412.56,66.1,10.62,6556,0.687,30.13,0.084,1818.83,225.81,95161.98,56209.34,4.26,0.736,hourly
2023-06,public,appliances,18982.22,255500,74.29,40.22,30.2,8.94,17,0.365,4297.76,0.027,1375.51,82.42,141971.79,3727.85,7.82,1.002,30min
2026-09,public,lighting,120398.83,142210,846.63,200.34,53.64,23.35,1434,0.678,405.79,0.064,85.65,1.67,117481.02,1295.59,4.24,1.068,daily
2025-01,agriculture,ev_charging,214193.03,152453,1404.98,247.75,54.59,25.88,1366,0.489,401.04,0.116,701.14,27.43,100919.25,9282.2,9.37,1.075,hourly
2026-01,public,cooling,100824.56,28815,3499.03,235.92,48.86,28.88,738,0.438,94.51,0.033,1018.15,653.22,57846.37,6030.13,13.77,0.932,monthly
2026-09,industrial,irrigation,194780.9,656,296922.1,255.44,59.01,29.51,686,0.456,179.98,0.032,414.77,2091.72,141402.27,40259.42,12.28,0.971,15min
2023-03,commercial,motors,186235.47,29285,6359.42,254.0,70.38,29.33,4305,0.653,3631.0,0.064,1763.32,246.76,145942.96,49842.98,7.02,1.095,15min
2026-07,commercial,irrigation,116987.56,7806,14986.88,227.57,63.13,22.34,5824,0.299,114.68,0.192,7503.43,597.16,41042.59,11392.34,4.49,0.939,daily
2023-09,residential,irrigation,176113.82,252532,697.39,375.05,42.08,20.09,15788,0.865,4134.01,0.113,10363.86,1147.77,124684.93,24356.98,5.25,1.005,30min
2019-12,agriculture,motors,161328.38,124580,1294.98,438.12,42.63,0.0,1165,0.311,3079.01,0.0,623.65,2098.36,107123.87,28561.31,7.73,0.977,daily
2023-05,agriculture,cooling,229768.63,14164,16222.02,414.21,81.24,17.13,1012,0.491,4211.61,0.079,778.47,2336.3,68959.51,34796.63,2.18,1.206,30min
2026-03,commercial,motors,31105.28,13471,2309.06,52.29,44.32,31.39,6771,0.375,2249.46,0.106,2624.88,1850.98,72047.31,42409.08,10.68,0.7,daily
2026-01,agriculture,heating,58537.1,127938,457.54,140.05,68.92,13.77,231,0.282,22.69,0.0,1389.83,2349.78,100900.4,18838.88,5.78,0.889,hourly
2022-04,commercial,appliances,34082.66,34679,982.8,81.13,62.36,5.77,5645,0.496,1617.37,0.002,3200.54,28.25,141128.85,48350.23,9.14,0.992,monthly
2021-02,public,ev_charging,177310.04,453005,391.41,458.64,48.31,31.62,431,0.593,581.18,0.145,1231.04,2331.1,108891.38,45571.03,10.43,0.862,15min
2026-07,residential,appliances,14612.42,485788,30.08,27.0,75.6,0.0,10007,0.814,2693.98,0.105,5352.62,1780.22,90381.21,30130.99,0.5,0.989,hourly
2025-02,agriculture,lighting,224892.75,134792,1668.44,538.95,41.64,8.86,502,0.64,688.08,0.055,1038.08,403.84,109291.13,22761.61,0.5,0.835,daily
2020-12,agriculture,cooling,31704.21,173866,182.35,46.36,61.33,26.74,370,0.37,2967.0,0.039,389.45,1161.78,32490.02,45240.21,5.09,0.872,daily
2021-10,commercial,ev_charging,185818.69,24441,7602.74,472.26,37.38,18.98,6019,0.394,486.76,0.087,3359.4,1531.69,27879.03,57640.73,5.76,0.985,daily
2024-12,residential,cooling,89717.06,243412,368.58,189.05,62.98,13.44,21012,0.561,343.75,0.115,3471.48,227.74,6597.79,2368.0,9.67,1.104,monthly
2021-06,residential,ev_charging,146545.53,229894,637.45,394.44,58.78,9.57,11014,0.711,4802.16,0.002,7232.59,1426.18,88973.05,18539.59,4.8,0.927,monthly
2024-01,commercial,process,245050.56,41962,5839.82,539.44,51.68,31.05,4397,0.583,2051.54,0.106,4066.44,367.96,35152.49,6460.45,7.29,1.056,15min
2024-10,agriculture,irrigation,89993.36,9089,9901.35,201.57,62.62,19.86,1184,0.462,2439.66,0.026,1003.38,2098.15,69100.12,15388.4,6.64,1.015,30min
2022-06,industrial,irrigation,133203.09,920,144785.97,148.82,54.73,17.48,61,0.541,213.31,0.1,992.97,1139.16,68370.73,28906.66,7.7,0.98,daily
2026-01,agriculture,cooling,38433.77,137418,279.69,98.91,74.52,34.04,642,0.44,41.05,0.117,566.49,300.55,11088.42,31727.15,6.88,0.988,30min
2019-07,industrial,lighting,190644.48,1843,103442.47,393.7,45.36,11.47,1174,0.843,301.31,0.185,1021.35,1877.32,106185.51,40828.01,13.56,1.057,15min
2020-04,commercial,irrigation,178584.75,19366,9221.56,377.25,55.15,16.48,1543,0.706,132.89,0.014,2441.71,2302.45,38772.4,9511.07,2.83,0.97,monthly
2026-03,public,motors,90979.18,317641,286.42,227.44,57.73,2.46,1460,0.359,106.79,0.001,367.09,91.7,13569.55,53457.86,4.45,1.12,hourly
2019-10,industrial,appliances,168610.41,1211,139232.38,470.4,71.75,1.35,306,0.497,264.85,0.0,7.52,661.93,99858.48,13191.48,11.91,0.964,30min
2026-12,residential,appliances,139853.99,215042,650.36,252.47,41.35,9.14,18829,0.463,186.84,0.157,4896.95,300.21,136362.91,8528.92,3.91,0.997,daily
2026-06,residential,irrigation,21524.44,402881,53.43,34.35,42.23,5.77,7752,0.634,350.25,0.108,3686.16,1771.18,73780.93,44019.5,5.66,1.126,monthly
2025-12,agriculture,cooling,236923.7,23046,10280.47,497.26,54.96,33.16,608,0.787,4556.24,0.087,204.91,996.75,129286.05,30257.8,7.55,0.96,15min
2019-06,public,cooling,46409.84,54407,853.01,126.21,48.51,3.48,206,0.556,4186.22,0.081,1338.69,2095.45,79891.68,37789.64,10.48,0.984,hourly
2024-07,industrial,lighting,206704.83,1216,169987.52,562.38,83.38,21.79,1442,0.628,62.34,0.08,1201.99,1583.46,96155.56,2453.14,9.83,0.944,monthly
2023-03,industrial,process,230075.72,379,607059.95,690.99,69.71,20.89,137,0.437,1235.55,0.137,1307.49,1870.02,51160.81,49728.13,11.29,1.088,daily
2020-07,commercial,process,232720.37,25171,9245.58,349.72,51.03,3.31,2798,0.604,4030.57,0.057,6723.86,215.01,34496.97,13311.84,9.07,0.965,30min
2026-09,agriculture,appliances,101739.53,35444,2870.43,149.87,32.28,15.21,58,0.565,302.09,0.006,845.88,2245.44,99428.08,17743.24,1.57,0.945,30min
2022-10,commercial,heating,65829.42,38221,1722.34,96.25,59.66,0.0,559,0.732,611.55,0.0,6218.03,2402.92,49814.43,36246.8,6.87,0.96,30min
2021-05,industrial,process,53168.53,585,90886.38,63.32,81.03,21.83,917,0.583,167.12,0.084,1466.91,1239.58,76419.72,35010.85,11.45,1.129,15min
2020-01,commercial,lighting,130471.23,15871,8220.73,340.77,47.6,35.95,5861,0.811,380.05,0.085,6367.11,662.49,31966.0,40605.33,1.76,1.028,30min
2025-10,public,motors,137405.4,35846,3833.21,226.07,39.41,18.22,8,0.56,397.11,0.035,1356.04,2077.52,90904.8,29070.1,12.45,0.981,hourly
2023-08,residential,motors,176886.53,423232,417.94,400.75,53.05,16.15,12063,0.585,546.78,0.0,9201.97,1949.64,37661.41,16145.27,12.64,0.864,hourly
2025-01,residential,irrigation,109094.23,422545,258.18,187.82,45.51,11.48,1300,0.637,317.52,0.1,1738.3,1017.94,112157.76,42781.99,13.25,0.936,30min
2019-11,residential,irrigation,13925.94,122638,113.55,23.98,47.36,14.45,28502,0.662,3728.7,0.088,11121.86,270.44,40329.66,8404.28,1.16,0.987,hourly
2023-03,residential,heating,245071.36,493113,496.99,433.47,63.7,30.03,11451,0.671,63.21,0.165,5996.66,888.22,37385.48,42049.78,13.43,1.065,30min
2019-07,residential,appliances,73689.05,484232,152.18,152.14,46.8,15.44,1342,0.855,1925.86,0.149,4135.44,425.98,147488.72,57574.31,3.74,0.923,hourly
2025-11,industrial,lighting,199597.29,1509,132271.23,299.73,71.35,19.03,83,0.539,776.98,0.061,719.31,243.38,10305.4,29521.96,8.35,1.071,hourly
2022-04,industrial,lighting,229920.3,683,336632.94,655.72,48.92,2.77,144,0.422,57.71,0.034,1160.28,1537.82,57009.95,50821.98,11.85,0.849,hourly
2026-09,agriculture,cooling,188022.23,41075,4577.53,248.09,44.16,37.04,259,0.508,259.22,0.073,24.44,146.24,117304.79,28006.95,6.19,0.915,hourly
