tech_skills_reference_year,tech_skills_country_iso2,tech_skills_region_nuts_code,tech_skills_age_group,tech_skills_sex,tech_skills_basic_digital_skills_pct,tech_skills_above_basic_digital_skills_pct,tech_skills_ict_specialists_pct_employment,tech_skills_ict_graduates_per_1k,tech_skills_advanced_programming_skills_pct,tech_skills_ai_skills_training_participants,tech_skills_cybersecurity_skills_pct,tech_skills_remote_work_prevalence_pct,tech_skills_digital_public_services_usage_pct,tech_skills_enterprise_cloud_adoption_pct,tech_skills_enterprise_bigdata_adoption_pct,tech_skills_gender_gap_ict_specialists_pp,tech_skills_desi_component_score,tech_skills_survey_weight,tech_skills_data_extract_date
2015,SI,HU6,55-64,F,74.17,33.75,0.855,6.35,13.31,709,11.53,5.52,72.22,9.25,29.49,-2.82,32.76,0.9777,2024-02-26
2016,AT,HR184,45-54,M,25.32,11.43,1.301,6.443,12.22,789,21.79,19.15,52.63,55.03,42.0,0.99,87.64,1.0147,2025-03-11
2017,HR,BG513,35-44,T,63.3,50.2,8.578,4.79,23.23,482,5.03,35.3,62.76,24.78,36.1,-0.15,35.33,2.2659,2026-01-17
2018,DK,MT950,25-34,F,79.88,61.24,8.391,4.891,20.77,280,20.48,45.16,70.95,15.19,41.19,5.03,46.06,1.0763,2025-09-16
2019,FR,LT45,16-24,M,59.64,38.21,4.184,5.367,9.6,640,21.72,13.37,62.19,77.59,31.72,5.56,61.83,2.5832,2025-11-18
2020,HU,RO59,65-74,T,89.04,55.24,3.169,5.382,19.75,347,17.32,43.24,16.66,21.26,30.42,7.81,82.18,1.6977,2025-12-28
2021,LV,HU93,55-64,F,80.36,50.01,0.871,8.349,20.37,558,18.41,21.47,68.02,75.55,50.42,4.19,49.38,2.8126,2025-04-13
2022,MT,BG701,45-54,M,91.49,57.05,8.162,3.621,2.17,696,16.81,40.21,34.96,11.38,3.36,8.44,53.08,2.8999,2024-05-21
2023,PT,NL9,35-44,T,38.43,27.33,9.429,7.941,17.25,753,18.23,36.15,45.74,11.46,12.78,8.58,69.9,3.0962,2024-02-04
2024,SI,CZ330,25-34,F,89.14,31.54,1.523,4.79,20.34,291,4.72,9.0,91.65,54.97,8.63,-1.06,85.59,0.775,2025-06-11
2025,AT,LV12,16-24,M,39.77,14.46,5.315,5.839,2.46,238,6.84,45.76,12.08,23.18,44.0,7.16,51.2,2.8584,2024-10-17
2026,HR,NL2,65-74,T,84.76,48.94,7.021,5.647,9.19,431,9.37,20.52,62.99,19.82,44.25,9.46,42.03,2.4095,2026-02-06
2014,DK,LV402,55-64,F,78.56,36.29,5.48,5.394,14.37,645,9.87,25.92,50.92,54.76,46.7,4.5,81.17,1.706,2025-03-23
2015,FR,IE949,45-54,M,74.05,54.09,5.052,2.233,24.0,689,9.04,30.03,71.11,47.5,22.45,1.44,45.66,2.2333,2026-02-24
2016,HU,FI37,35-44,T,59.4,42.3,4.451,5.543,23.37,591,11.89,10.3,65.96,76.65,14.03,0.27,34.09,0.3082,2025-09-11
2017,LV,PL88,25-34,F,90.94,52.35,4.245,7.088,3.54,669,13.15,35.0,57.97,35.79,43.0,2.75,46.54,1.9986,2024-09-28
2018,MT,AT37,16-24,M,81.8,33.61,4.598,1.056,23.3,580,2.9,3.99,71.41,18.43,25.69,7.54,83.97,1.4062,2024-12-04
2019,PT,NL390,65-74,T,66.16,43.8,6.053,0.671,5.03,512,20.27,44.58,62.87,77.15,35.17,1.77,47.13,2.5664,2025-04-05
2020,SI,HR495,55-64,F,39.51,29.41,7.017,5.756,23.44,778,18.28,31.27,87.1,60.45,34.85,-1.28,33.25,0.3801,2025-12-26
2021,AT,BG9,45-54,M,41.18,32.42,5.51,8.261,6.02,523,4.02,27.45,74.37,55.34,45.2,-0.49,76.16,2.1754,2025-11-16
2022,HR,SI20,35-44,T,86.31,67.68,6.899,0.712,18.68,311,7.73,21.7,18.98,61.74,36.54,7.65,43.62,1.1821,2025-03-09
2023,DK,SK545,25-34,F,32.04,17.06,2.438,8.445,22.42,373,7.74,43.08,35.34,24.16,8.44,5.55,50.42,1.9806,2025-06-09
2024,FR,SK1,16-24,M,74.65,42.85,8.804,7.266,7.06,274,8.14,25.42,59.76,31.54,19.99,-2.95,69.54,2.8353,2024-02-05
2025,HU,IE1,65-74,T,54.26,42.58,1.013,1.93,23.82,294,20.7,27.84,71.31,50.86,21.41,4.07,44.99,2.14,2024-05-25
2026,LV,RO95,55-64,F,38.87,18.69,2.586,3.076,7.37,464,15.07,35.69,35.63,53.76,48.68,5.1,36.73,1.8563,2025-09-02
2014,MT,DE86,45-54,M,31.8,20.74,6.351,2.079,19.15,363,8.77,39.57,67.7,67.33,18.07,-1.38,28.98,0.8511,2025-07-24
2015,PT,PL790,35-44,T,48.68,17.57,6.455,3.385,5.78,643,20.44,45.68,51.02,33.79,19.03,8.76,72.71,2.8455,2025-11-28
2016,SI,GR35,25-34,F,68.27,48.97,5.658,1.017,22.05,440,4.97,26.62,65.88,20.43,27.08,8.69,57.22,2.9552,2024-10-19
2017,AT,RO60,16-24,M,51.29,36.2,7.352,1.286,5.14,485,2.46,11.12,70.22,38.9,8.58,3.01,85.17,2.8259,2024-12-17
2018,HR,IT157,65-74,T,26.2,17.51,2.911,0.906,10.28,651,5.33,6.75,41.44,23.48,12.86,0.88,30.65,3.5602,2024-07-04
2019,DK,PL27,55-64,F,43.58,27.96,5.564,3.417,8.45,683,21.39,43.8,79.6,42.82,31.4,1.11,42.61,1.3117,2025-07-31
2020,FR,PL3,45-54,M,39.49,23.93,8.962,2.884,3.6,745,2.11,25.21,25.52,30.9,32.41,4.84,43.37,2.1171,2024-12-31
2021,HU,FI19,35-44,T,69.29,31.5,6.281,7.065,5.09,482,11.0,19.79,75.56,33.85,36.43,4.89,59.68,1.4169,2024-04-13
2022,LV,ES614,25-34,F,46.82,26.22,7.018,1.169,2.14,552,12.55,32.49,42.99,65.31,15.42,1.16,27.88,2.1184,2025-06-10
2023,MT,HR60,16-24,M,82.89,37.96,7.571,1.002,2.08,234,3.06,25.05,53.98,57.39,6.89,5.7,38.15,3.6323,2025-08-27
2024,PT,CZ721,65-74,T,82.89,42.0,6.04,3.923,12.66,769,8.99,38.14,20.4,67.98,24.01,8.72,27.88,3.3654,2026-02-15
2025,SI,HR147,55-64,F,88.3,65.39,6.695,5.017,16.26,416,20.62,41.91,25.95,12.47,34.64,-2.21,41.36,1.3097,2024-01-19
2026,AT,RO797,45-54,M,43.12,22.1,7.596,6.93,20.93,828,8.96,33.49,77.01,51.16,39.0,2.77,79.19,1.5554,2025-03-21
2014,HR,AT36,35-44,T,41.69,24.1,3.528,4.686,11.25,704,13.8,37.11,23.68,58.22,18.96,8.37,80.51,2.4881,2025-03-24
2015,DK,SK244,25-34,F,70.32,34.86,4.265,5.758,22.29,265,11.95,25.42,12.58,70.59,11.65,-3.14,39.27,2.0378,2025-01-16
2016,FR,FI857,16-24,M,41.64,35.29,7.808,6.761,14.18,351,19.5,24.06,67.37,59.5,39.04,3.92,84.8,3.5724,2024-03-17
2017,HU,LV6,65-74,T,31.29,22.76,6.704,6.457,26.43,699,8.92,32.5,52.22,52.95,44.73,-0.4,75.24,1.2654,2024-03-13
2018,LV,HU1,55-64,F,84.13,56.92,8.762,1.33,23.41,622,17.67,14.9,88.62,60.48,20.79,3.56,52.03,1.2113,2024-12-30
2019,MT,LU58,45-54,M,36.11,18.57,5.272,2.628,4.72,283,12.92,8.72,41.6,56.67,45.46,1.17,23.77,3.4098,2025-09-12
2020,PT,FI390,35-44,T,26.77,20.32,7.183,7.784,23.76,591,19.14,34.43,51.62,50.76,19.51,6.71,52.9,2.2219,2025-05-23
2021,SI,SI72,25-34,F,91.22,47.98,8.019,7.425,21.38,378,12.27,39.15,79.12,40.58,26.47,-0.11,25.31,0.6377,2026-02-23
2022,AT,PT518,16-24,M,82.34,38.91,1.029,1.245,10.82,580,10.86,24.98,71.31,32.06,47.96,3.98,46.64,2.5125,2024-10-18
2023,HR,SK282,65-74,T,32.3,21.56,4.984,4.239,22.96,565,2.31,18.35,30.15,77.05,27.43,8.8,49.31,2.677,2024-12-18
2024,DK,HU80,55-64,F,34.23,12.11,5.339,3.087,9.62,501,16.49,32.58,64.12,64.87,22.08,8.57,63.69,3.0238,2024-06-02
2025,FR,HR78,45-54,M,44.63,16.38,3.874,8.491,20.69,683,13.48,5.66,90.72,26.49,48.21,5.01,76.24,2.4813,2024-01-05
2026,HU,FI955,35-44,T,58.18,40.36,6.128,6.782,7.52,462,13.59,5.3,60.6,39.79,19.94,0.11,63.43,1.6649,2025-04-03
2014,LV,BG446,25-34,F,68.02,27.47,0.964,2.105,26.99,739,11.24,11.9,57.89,16.37,40.88,4.18,19.23,0.9213,2025-07-10
2015,MT,SK137,16-24,M,55.79,39.13,4.598,7.036,6.29,630,17.88,40.22,18.44,36.96,6.65,0.73,22.23,0.543,2025-02-10
2016,PT,PL93,65-74,T,28.82,20.78,8.433,3.094,1.74,367,6.1,37.78,74.72,65.44,20.13,1.92,26.48,2.5584,2025-08-22
2017,SI,ES813,55-64,F,35.69,29.46,2.96,2.382,16.56,586,3.61,7.32,73.37,23.09,31.86,-2.85,51.54,3.5784,2025-04-16
2018,AT,LT66,45-54,M,91.37,33.05,4.288,1.73,12.17,728,4.93,21.3,13.0,54.18,28.23,6.49,56.64,1.3541,2025-03-27
2019,HR,LU770,35-44,T,28.93,14.3,1.816,3.716,4.38,530,7.05,8.01,77.2,67.67,7.19,-2.61,61.64,2.3526,2025-04-08
2020,DK,SI452,25-34,F,26.85,22.16,2.188,1.12,27.47,654,13.16,23.88,62.41,44.99,48.52,-0.66,45.36,0.6284,2024-09-20
2021,FR,LT28,16-24,M,67.12,31.47,1.097,6.748,14.25,556,18.0,33.75,29.79,32.34,17.01,-1.65,72.28,0.4789,2026-01-29
2022,HU,SI40,65-74,T,56.76,33.34,3.619,6.193,7.57,453,3.72,13.71,26.6,17.02,30.74,-3.47,79.48,1.5537,2024-03-08
2023,LV,SI7,55-64,F,34.14,28.22,7.054,6.932,10.29,683,21.61,14.91,30.84,59.64,35.49,2.75,60.16,1.81,2024-10-05
2024,MT,AT560,45-54,M,67.67,42.19,6.685,4.011,14.58,639,11.02,34.68,28.35,21.28,30.35,1.78,60.7,0.3444,2025-07-17
2025,PT,BG4,35-44,T,60.23,40.07,2.696,3.984,3.98,445,20.35,27.88,83.37,46.01,37.61,1.2,76.71,3.5085,2025-02-23
2026,SI,GR509,25-34,F,34.91,13.47,1.741,6.71,4.3,600,18.38,6.15,33.08,64.51,43.66,6.5,46.69,2.8325,2025-05-12
2014,AT,DK160,16-24,M,85.8,50.73,4.94,8.321,26.27,601,19.09,16.56,73.23,19.4,5.77,-1.27,75.39,2.3171,2025-06-20
2015,HR,SI87,65-74,T,87.31,47.65,1.458,1.98,15.44,657,6.39,37.64,57.55,48.09,14.06,5.95,26.25,3.3345,2024-01-05
2016,DK,CY91,55-64,F,55.38,27.47,3.97,2.056,3.7,772,12.92,22.33,40.69,66.16,24.95,-0.08,34.57,0.8634,2024-04-21
2017,FR,EE386,45-54,M,31.36,13.59,7.344,5.922,22.72,682,14.36,43.86,58.87,77.01,4.25,6.73,21.16,2.7843,2024-05-25
2018,HU,FR546,35-44,T,89.19,62.42,2.622,5.386,6.15,429,4.4,12.59,51.16,17.26,49.46,-2.93,72.23,2.2351,2025-11-22
2019,LV,EE11,25-34,F,55.6,19.67,8.323,7.292,11.35,543,18.29,4.62,33.71,29.14,41.55,0.77,34.44,2.3501,2025-09-07
2020,MT,AT385,16-24,M,75.73,29.34,8.229,4.816,21.77,708,8.85,40.76,31.71,74.35,41.16,-2.01,47.83,2.0139,2024-08-26
2021,PT,FR6,65-74,T,78.5,36.12,7.171,3.437,6.98,606,18.86,27.65,21.54,30.1,39.25,6.26,62.33,3.4285,2024-07-02
2022,SI,CZ91,55-64,F,81.93,64.9,4.646,6.899,11.3,743,3.04,13.83,55.15,47.31,23.71,1.77,69.98,2.704,2025-01-08
2023,AT,RO6,45-54,M,68.61,46.78,6.157,7.079,15.51,444,12.88,40.08,42.34,48.09,12.68,5.05,33.4,2.6868,2025-08-12
2024,HR,BG21,35-44,T,38.41,26.18,3.15,8.343,16.67,299,5.24,21.15,90.07,59.58,12.95,6.17,27.73,1.6346,2024-04-13
2025,DK,CZ893,25-34,F,64.07,22.93,8.375,2.529,15.29,710,12.5,29.29,86.56,18.69,31.13,4.29,76.46,1.823,2024-05-01
2026,FR,PT597,16-24,M,73.78,34.66,2.842,7.038,13.31,653,10.62,13.78,90.37,53.65,24.72,6.11,61.85,2.3589,2024-04-28
2014,HU,CZ821,65-74,T,66.93,27.46,5.753,0.521,3.29,456,9.79,3.11,73.89,74.3,15.31,8.04,86.91,3.2909,2025-05-29
2015,LV,LV51,55-64,F,80.73,37.76,6.062,2.902,11.28,783,19.79,3.83,85.73,15.66,30.09,-2.71,39.66,1.2573,2025-03-23
2016,MT,EE798,45-54,M,67.63,48.99,0.891,4.831,22.11,801,12.15,14.29,38.77,71.27,43.56,-3.32,59.71,0.5842,2025-01-09
2017,PT,ES50,35-44,T,78.33,30.23,5.918,8.438,5.96,607,10.02,17.87,41.79,22.44,10.63,1.45,23.92,0.2803,2024-03-01
2018,SI,EE156,25-34,F,34.79,13.89,9.449,2.448,22.93,650,14.44,32.54,62.62,36.1,8.6,8.32,41.09,1.8224,2026-01-20
2019,AT,PT49,16-24,M,25.55,10.02,9.057,6.529,23.97,347,13.71,3.65,27.69,71.03,35.4,-3.34,64.79,0.626,2024-07-13
2020,HR,MT813,65-74,T,74.28,31.36,8.317,2.922,11.4,486,12.62,29.84,32.57,16.93,40.1,1.1,26.18,0.5665,2025-12-19
2021,DK,DK2,55-64,F,41.6,28.68,6.07,6.123,18.91,753,5.58,38.82,29.49,53.07,49.57,6.77,43.31,2.0444,2025-02-16
2022,FR,CY419,45-54,M,52.12,38.22,4.241,7.974,3.24,645,19.66,17.23,70.37,63.4,8.5,3.43,34.41,2.902,2024-05-30
2023,HU,CY23,35-44,T,88.38,69.79,2.137,1.505,1.83,700,18.16,21.78,22.96,54.33,29.02,-2.11,32.16,0.9186,2024-06-11
2024,LV,BE9,25-34,F,53.67,30.58,8.895,5.007,6.87,844,15.01,33.67,43.68,20.17,23.77,3.2,32.35,1.3926,2025-01-07
2025,MT,CZ29,16-24,M,67.26,28.98,3.062,4.187,9.33,482,11.66,24.21,51.89,63.94,51.12,3.37,24.91,3.7215,2025-09-15
2026,PT,SK67,65-74,T,51.7,20.8,6.469,3.469,11.44,459,19.94,12.78,58.07,42.04,16.09,-1.93,25.24,2.7725,2024-05-02
2014,SI,SK197,55-64,F,25.6,13.86,5.546,3.283,18.16,733,14.68,31.41,64.35,40.31,50.16,1.88,86.83,3.2748,2025-10-04
2015,AT,AT3,45-54,M,60.19,42.21,3.512,4.523,17.03,721,6.22,21.82,23.61,73.33,14.36,4.21,74.13,0.7422,2026-01-29
2016,HR,CY770,35-44,T,44.3,20.46,4.199,3.279,13.13,867,21.75,24.66,51.91,10.66,20.78,-2.1,68.42,3.4168,2024-11-24
2017,DK,SI32,25-34,F,26.87,18.3,2.965,2.253,16.64,370,8.28,29.26,21.65,58.02,43.19,1.05,47.99,0.6796,2024-11-16
2018,FR,BE72,16-24,M,42.98,23.75,6.912,0.439,6.0,696,15.36,12.52,37.85,74.38,42.94,5.26,62.39,2.249,2024-04-24
2019,HU,ES762,65-74,T,52.1,38.05,2.004,1.978,3.42,371,3.25,44.62,84.22,40.25,42.27,-0.76,65.5,3.6858,2024-06-06
2020,LV,PT7,55-64,F,89.07,36.88,3.268,5.533,19.0,492,20.89,20.76,73.79,26.37,23.7,5.78,36.71,0.3464,2025-03-24
2021,MT,EE262,45-54,M,67.86,27.75,5.033,0.433,27.54,571,10.51,9.85,12.88,15.61,35.03,8.09,35.75,2.4633,2024-02-14
2022,PT,PL96,35-44,T,44.02,27.85,6.589,1.25,2.49,705,17.45,7.61,35.94,48.07,34.03,7.49,45.12,1.2349,2025-12-31
2023,SI,GR29,25-34,F,86.66,48.16,7.097,6.956,9.2,518,16.24,25.35,66.78,65.97,34.84,-1.0,61.49,1.516,2024-09-04
2024,AT,SK205,16-24,M,74.54,46.71,1.256,0.564,13.28,458,5.84,38.88,12.55,37.26,33.21,2.29,69.84,2.689,2025-08-12
2025,HR,IT106,65-74,T,90.46,71.37,2.244,0.837,4.32,877,2.74,32.18,16.59,19.49,44.24,3.94,86.37,1.2661,2024-05-13
2026,DK,LU42,55-64,F,89.78,65.19,4.843,0.715,27.96,355,15.14,42.41,47.38,8.5,27.6,7.53,36.32,1.9353,2025-02-23
2014,FR,ES399,45-54,M,47.95,37.14,3.7,4.301,4.81,796,2.73,31.7,45.56,28.79,18.64,8.86,84.63,2.4534,2026-01-15
2015,HU,PL41,35-44,T,29.32,22.13,1.77,7.379,20.74,695,6.73,27.37,20.12,66.82,41.0,7.62,65.71,0.4388,2024-05-26
2016,LV,LV17,25-34,F,39.28,26.96,5.806,1.583,23.81,808,11.85,28.29,70.42,49.64,16.91,-3.2,32.79,1.5032,2024-07-27
2017,MT,FR933,16-24,M,90.74,63.97,2.525,1.392,20.6,362,11.48,20.04,50.48,37.39,19.01,-0.75,68.75,2.2689,2025-04-02
2018,PT,LV192,65-74,T,41.94,28.67,2.763,6.624,18.77,334,8.86,37.27,14.46,60.57,45.37,4.04,59.12,0.3877,2024-05-06
2019,SI,FI574,55-64,F,72.81,46.72,5.645,1.738,11.53,901,8.81,20.2,46.57,23.03,12.51,-3.09,85.51,3.1066,2025-03-06
2020,AT,HR889,45-54,M,33.33,19.51,2.617,2.453,7.71,625,20.74,30.72,44.52,44.78,13.05,1.95,65.85,3.5854,2025-07-23
2021,HR,ES17,35-44,T,77.54,43.65,3.488,2.139,14.98,810,17.76,5.71,35.92,60.85,29.11,2.87,47.26,2.9193,2024-01-19
2022,DK,LV89,25-34,F,76.92,42.49,9.398,7.48,12.54,469,10.34,22.54,37.09,62.96,13.27,-1.78,77.38,0.8494,2025-01-26
2023,FR,PL26,16-24,M,59.6,38.93,7.556,3.983,23.97,374,11.49,32.69,59.32,66.02,49.5,7.81,45.26,1.299,2024-11-09
2024,HU,LU83,65-74,T,60.45,42.36,2.87,3.685,4.79,382,16.77,28.43,67.54,54.93,33.14,-3.04,72.5,2.8386,2024-08-02
2025,LV,EE333,55-64,F,71.07,47.36,4.821,5.626,15.29,739,14.13,5.02,61.73,57.93,24.4,2.14,25.93,0.3247,2025-02-06
2026,MT,GR58,45-54,M,64.64,37.63,4.94,1.335,12.67,882,13.07,18.93,78.22,21.28,14.47,-2.41,41.11,2.9455,2025-09-13
2014,PT,PL743,35-44,T,75.32,28.48,7.666,5.387,14.43,623,5.94,42.73,15.27,10.18,33.62,-2.14,76.71,0.7915,2024-01-13
2015,SI,ES48,25-34,F,86.32,37.84,8.372,0.725,20.07,856,6.9,13.16,71.38,21.8,14.82,7.09,58.58,0.4284,2025-03-13
2016,AT,FI75,16-24,M,70.92,53.52,4.544,8.146,8.38,564,18.53,8.92,50.98,41.21,24.55,-3.14,46.37,1.6803,2024-03-22
2017,HR,EE79,65-74,T,50.54,42.85,6.201,5.295,22.32,384,8.14,37.33,15.56,71.28,27.05,0.02,73.09,0.491,2024-08-23
2018,DK,DK98,55-64,F,41.64,18.32,7.58,6.489,8.56,596,9.44,10.21,70.67,17.95,19.7,7.11,31.12,3.5338,2024-12-18
2019,FR,DK81,45-54,M,90.01,50.3,1.471,8.166,20.78,899,19.95,45.81,15.83,20.47,31.45,7.8,51.57,0.3893,2025-09-06
2020,HU,CY379,35-44,T,37.73,19.39,9.044,2.41,26.46,758,5.72,19.98,84.87,59.33,46.62,-2.06,83.51,1.8955,2025-02-18
2021,LV,LT91,25-34,F,89.9,54.24,3.952,5.975,12.32,471,13.0,41.0,17.24,8.16,18.72,-0.9,71.87,1.8716,2024-10-22
2022,MT,BG17,16-24,M,91.09,69.09,5.003,2.843,21.9,758,4.92,21.27,60.25,18.63,43.16,0.8,39.22,3.3481,2024-07-15
2023,PT,ES75,65-74,T,31.29,22.5,2.595,5.994,3.84,763,10.98,31.88,53.9,33.63,31.65,9.11,70.5,2.9696,2024-09-03
2024,SI,RO80,55-64,F,42.4,31.06,2.648,8.344,22.71,410,17.66,26.13,79.08,48.13,29.44,6.25,21.78,3.0517,2024-02-15
2025,AT,AT270,45-54,M,60.49,30.41,3.254,7.412,24.19,685,11.38,8.19,39.27,69.24,25.75,-1.92,73.65,0.866,2025-07-05
2026,HR,SI941,35-44,T,55.1,27.61,9.427,6.824,15.48,582,11.26,16.6,47.34,67.65,37.7,4.9,19.93,0.8541,2024-01-03
2014,DK,GR329,25-34,F,61.78,27.37,6.305,2.739,16.01,537,21.08,24.72,48.78,53.05,9.47,-3.13,73.71,1.4972,2024-11-23
2015,FR,BE75,16-24,M,88.08,39.26,8.489,7.008,24.32,369,5.62,4.61,41.18,60.1,25.73,5.67,20.78,1.6115,2025-05-03
2016,HU,LU670,65-74,T,37.26,22.86,2.662,0.493,9.11,676,5.7,18.82,68.01,8.55,49.65,6.69,31.16,2.8686,2025-08-07
2017,LV,DE12,55-64,F,50.47,29.8,3.967,4.983,26.16,722,7.92,42.51,39.31,23.27,51.26,7.71,59.41,0.8269,2025-08-14
2018,MT,LT5,45-54,M,28.64,14.13,7.559,3.524,8.37,338,12.86,39.62,43.61,38.74,23.19,2.67,60.36,3.2695,2024-05-27
2019,PT,HU65,35-44,T,52.23,26.56,1.982,6.13,24.97,388,16.6,14.58,53.54,75.01,15.1,-0.03,59.42,0.4988,2024-05-31
2020,SI,SE5,25-34,F,61.41,35.94,2.828,0.897,27.86,772,18.34,25.41,20.87,55.61,20.02,2.57,35.09,1.6766,2024-01-05
2021,AT,PL932,16-24,M,89.47,73.79,2.381,3.823,11.54,473,8.06,29.37,46.39,13.91,7.25,1.14,24.38,2.5346,2024-02-21
2022,HR,IE90,65-74,T,29.59,21.81,3.627,3.993,22.74,764,2.27,34.88,30.42,39.6,24.81,1.52,24.94,2.4821,2025-04-03
2023,DK,PT655,55-64,F,30.46,17.61,6.379,7.467,7.52,538,19.71,40.64,30.43,59.42,29.34,3.74,25.91,3.4059,2024-05-29
2024,FR,IT803,45-54,M,68.58,25.13,9.092,7.498,3.06,760,2.13,16.76,80.46,70.78,22.47,8.71,25.22,3.5227,2026-01-13
2025,HU,RO240,35-44,T,79.44,57.03,8.017,0.536,6.75,863,12.5,38.49,13.97,47.92,41.69,-0.87,35.37,0.771,2024-04-25
2026,LV,NL75,25-34,F,85.47,71.02,4.366,4.595,11.85,831,16.31,25.08,20.02,63.45,27.82,-0.82,48.63,2.7283,2024-11-17
2014,MT,LV71,16-24,M,25.48,12.66,1.131,1.382,12.81,912,8.09,18.65,72.59,49.88,35.36,-0.49,86.02,3.6885,2026-01-24
2015,PT,PT6,65-74,T,67.81,53.73,6.701,6.218,22.91,534,17.77,44.93,50.55,12.89,9.93,-0.35,52.12,0.6508,2025-10-02
2016,SI,BE36,55-64,F,74.35,52.59,3.884,7.901,4.34,838,20.68,24.26,61.82,18.27,16.49,0.88,49.89,1.9416,2024-04-20
2017,AT,FI90,45-54,M,73.19,45.53,8.71,3.01,22.93,519,9.81,41.22,58.06,54.87,47.68,8.67,27.69,3.4459,2025-04-13
2018,HR,DK494,35-44,T,72.4,52.51,9.412,1.192,12.27,830,5.1,33.75,28.21,59.38,21.7,3.67,61.24,1.4359,2025-11-13
2019,DK,GR15,25-34,F,86.57,63.65,6.034,3.335,4.14,597,14.53,21.09,45.37,48.32,26.16,6.56,73.07,3.7184,2024-12-01
2020,FR,MT621,16-24,M,81.26,45.94,1.51,8.445,1.78,691,4.46,44.47,88.75,33.02,27.37,4.45,63.9,2.4605,2025-12-12
2021,HU,SE866,65-74,T,64.14,54.11,3.061,4.651,16.24,438,14.65,19.33,76.16,48.87,7.69,3.5,67.5,0.5758,2025-08-07
2022,LV,SK86,55-64,F,25.93,11.28,5.863,0.789,23.91,691,12.16,36.9,20.75,53.95,17.57,-2.72,57.0,3.5079,2024-09-17
2023,MT,ES145,45-54,M,75.3,56.8,5.873,6.385,5.75,607,2.02,18.96,70.1,68.0,6.48,3.23,67.72,2.634,2024-07-06
2024,PT,GR565,35-44,T,35.7,21.39,7.169,4.169,11.79,621,8.02,42.47,17.67,44.85,36.3,8.16,50.73,0.6275,2025-02-13
2025,SI,IE635,25-34,F,79.18,61.87,6.501,6.467,4.05,886,6.63,43.86,53.04,14.23,32.69,6.63,49.56,2.8112,2025-07-08
2026,AT,LV200,16-24,M,76.16,61.55,9.04,5.358,27.61,917,9.77,19.33,29.81,11.77,33.88,4.47,36.12,2.0992,2024-08-06
2014,HR,FI4,65-74,T,47.48,27.28,1.171,3.861,1.53,723,10.11,21.58,19.59,18.76,48.21,-2.68,78.6,0.4649,2024-12-03
2015,DK,LV640,55-64,F,44.2,36.48,7.043,2.505,12.5,766,2.11,27.32,56.37,71.21,19.15,-0.07,84.92,0.9949,2024-06-22
2016,FR,AT9,45-54,M,79.23,28.15,0.963,5.13,20.85,759,14.3,37.01,58.26,67.32,29.46,-1.42,56.22,0.7995,2024-09-07
2017,HU,GR17,35-44,T,48.26,25.73,6.918,1.641,1.83,757,4.0,8.74,29.4,51.93,18.88,0.76,50.94,3.3805,2025-07-26
2018,LV,DE57,25-34,F,49.58,20.82,3.531,2.006,8.59,421,5.99,29.3,37.64,29.49,22.22,-2.05,41.63,2.1107,2024-05-06
2019,MT,ES77,16-24,M,51.25,27.99,6.196,0.935,20.45,390,3.07,29.35,44.99,29.14,16.83,-2.09,62.43,2.4861,2025-07-21
2020,PT,LT7,65-74,T,86.92,41.38,3.746,1.981,7.82,554,17.02,41.31,17.43,53.57,46.41,9.34,66.46,0.4762,2025-11-04
2021,SI,AT45,55-64,F,46.12,16.66,6.668,6.506,14.79,796,16.5,16.09,30.52,73.61,7.03,-1.24,32.1,3.5568,2024-01-25
2022,AT,IT7,45-54,M,29.99,14.1,7.182,6.307,22.74,456,15.1,12.64,15.95,13.65,30.15,-2.75,57.42,2.4546,2025-04-19
2023,HR,CZ326,35-44,T,59.0,35.84,1.977,0.65,12.86,501,19.17,29.17,60.5,24.07,12.98,8.85,28.0,1.2496,2026-01-01
2024,DK,SE65,25-34,F,60.93,29.68,8.715,7.122,22.93,901,10.89,35.51,38.95,36.71,43.58,3.6,36.78,0.6076,2024-11-15
2025,FR,CZ878,16-24,M,39.3,29.15,9.315,3.306,17.49,741,15.02,15.64,55.04,42.32,33.73,4.81,59.58,2.9534,2024-07-23
2026,HU,IE580,65-74,T,50.28,19.28,7.87,1.345,25.97,872,9.89,39.6,88.51,56.8,40.61,-1.9,86.83,1.9179,2026-02-11
2014,LV,NL93,55-64,F,25.2,14.01,3.735,6.685,21.69,772,16.85,14.87,21.63,60.49,7.76,5.35,22.26,1.3616,2026-01-17
2015,MT,CY753,45-54,M,72.49,60.25,0.819,8.06,4.28,426,16.38,40.02,23.96,43.65,41.81,-3.44,18.42,3.1292,2025-12-10
2016,PT,BE4,35-44,T,46.13,27.16,5.582,5.279,7.86,554,19.49,3.13,63.98,36.62,24.05,-1.64,81.1,0.6462,2024-10-16
2017,SI,PT772,25-34,F,34.83,17.81,4.243,7.774,19.75,953,21.51,31.92,82.48,36.21,42.94,2.76,77.98,3.1158,2025-08-24
2018,AT,DE24,16-24,M,53.68,43.76,3.958,8.361,16.69,721,19.42,32.17,18.42,23.32,51.64,3.59,54.15,1.7034,2024-11-07
2019,HR,SI52,65-74,T,29.43,14.94,2.761,3.205,15.23,931,18.98,38.86,27.75,19.68,51.26,-1.39,57.66,0.7704,2026-02-25
