safe_justice_booking_date,safe_justice_arrest_offense_code,safe_justice_charge_severity_level,safe_justice_bail_amount_set,safe_justice_pretrial_release_flag,safe_justice_court_case_id_hash,safe_justice_court_disposition_code,safe_justice_sentence_type_code,safe_justice_sentence_length_days,safe_justice_probation_start_date,safe_justice_parole_eligibility_date,safe_justice_jail_days_served,safe_justice_prison_admission_flag,safe_justice_recidivism_12mo_flag,safe_justice_recidivism_36mo_flag,safe_justice_risk_assessment_score,safe_justice_public_defender_assigned_flag,safe_justice_diversion_program_flag,safe_justice_restorative_justice_flag,safe_justice_record_sealing_eligible_flag
2023-03-19,IPC-354,Felony,1726746,N,CASE-823e4c22ef8c8647,Acquitted,Diversion,1900,2024-10-04,2021-09-23,197,N,N,Y,52.21,N,N,N,Y
2018-05-16,IPC-354,Infraction,635309,N,CASE-c0bf3b776a9cafd4,Pending,Imprisonment,1687,2023-09-13,2023-02-08,83,Y,N,N,11.39,N,N,Y,N
2024-01-02,NDPS-21,Misdemeanor,1762586,Y,CASE-02704ae5fd66c44e,Pending,Fine,1344,2022-02-27,2024-04-11,258,Y,Y,Y,64.58,N,N,N,Y
2019-01-28,IPC-354,Misdemeanor,349342,N,CASE-9f8bb18c9423241d,BailGranted,Imprisonment,2843,2020-09-26,2019-05-21,714,Y,Y,N,29.38,Y,Y,N,N
2021-04-27,IPC-392,Infraction,379397,N,CASE-f9da97e57a597ba4,Plea,Fine,1455,2020-04-02,2023-09-01,181,N,N,N,28.69,Y,Y,Y,N
2021-02-07,IPC-420,Misdemeanor,1357797,N,CASE-be8f8d225742bda1,Transferred,Diversion,2666,2024-10-06,2021-05-06,387,N,Y,N,97.54,Y,Y,N,N
2020-08-11,IPC-498A,Infraction,1268435,N,CASE-972ccdd3c487ad10,BailGranted,Fine,183,2023-06-21,2023-09-20,565,N,N,Y,72.48,Y,Y,Y,N
2024-02-05,NDPS-21,Misdemeanor,1707168,Y,CASE-8eb9cc216aa9e1a5,Pending,Probation,2339,2025-03-07,2019-09-01,458,N,N,Y,17.09,N,N,Y,N
2025-10-27,IPC-498A,Infraction,1211400,Y,CASE-70b8de78fbb55214,Pending,Imprisonment,3002,2019-09-06,2019-08-18,459,N,Y,Y,44.92,Y,N,N,Y
2024-01-03,IPC-302,Misdemeanor,1667141,N,CASE-02daf9afa5721ce0,Dismissed,TimeServed,1388,2022-07-31,2019-08-08,628,N,N,Y,37.49,Y,Y,Y,Y
2022-10-09,IPC-379,Infraction,1483702,Y,CASE-971e6c834771d18c,BailGranted,Probation,393,2024-07-25,2022-07-09,678,N,N,Y,85.39,N,Y,Y,Y
2023-05-05,NDPS-21,Misdemeanor,893976,Y,CASE-5edf2622fd153592,Convicted,Imprisonment,1734,2023-08-08,2024-04-15,510,Y,N,Y,91.38,Y,N,N,Y
2018-05-03,IPC-498A,Felony,2026390,Y,CASE-b06edcc8edf91757,BailGranted,Fine,359,2024-01-17,2022-09-12,25,N,N,Y,89.69,Y,Y,N,Y
2025-01-30,IPC-392,Felony,1065477,Y,CASE-1f9dec8b4c52d539,Pending,Imprisonment,123,2025-09-26,2018-07-30,628,Y,Y,Y,86.82,N,N,N,N
2020-03-29,IT-66C,Misdemeanor,2033936,Y,CASE-a2c6f841a5769c43,BailGranted,Fine,3181,2018-11-29,2022-04-10,375,Y,Y,Y,15.65,Y,N,N,Y
2018-10-03,IPC-379,Misdemeanor,2154846,Y,CASE-eb45cff9ae129986,Pending,Imprisonment,2549,2022-11-15,2018-04-01,226,N,N,N,90.32,Y,N,N,N
2021-09-30,IPC-392,Misdemeanor,435059,N,CASE-d56b5c1abf02fc95,Dismissed,Diversion,3478,2022-10-16,2018-09-09,58,N,Y,N,34.67,N,N,N,N
2020-07-22,IT-66C,Misdemeanor,1122583,N,CASE-d0f87e2a5efa9b38,BailGranted,Diversion,2924,2025-10-26,2019-02-02,144,N,Y,N,94.88,N,N,N,Y
2021-04-30,IPC-498A,Misdemeanor,2332871,N,CASE-6ec2e4512069b942,Acquitted,Fine,961,2018-12-11,2020-07-22,65,N,Y,N,47.74,N,Y,Y,N
2018-09-13,IPC-392,Felony,548332,N,CASE-4d2541b3376e2bed,Acquitted,Imprisonment,531,2019-08-23,2019-10-01,28,Y,N,N,8.91,N,Y,N,Y
2019-10-27,IPC-354,Infraction,930986,Y,CASE-e502a148c603a799,Dismissed,CommunityService,612,2024-07-17,2025-07-19,645,Y,Y,Y,48.76,N,Y,N,N
2022-09-18,IPC-392,Misdemeanor,566741,Y,CASE-def08a15190a2d6a,Plea,Fine,3416,2018-12-09,2022-04-28,473,Y,N,N,46.19,N,Y,N,N
2018-08-14,NDPS-21,Misdemeanor,865065,N,CASE-24076bd1032b10de,Pending,Fine,2605,2020-05-27,2021-01-25,419,N,N,N,34.75,Y,N,N,Y
2021-05-13,IT-66C,Felony,1385742,Y,CASE-0b1ffc5ee666ec52,Pending,TimeServed,2967,2022-07-25,2025-01-03,219,Y,Y,N,34.72,N,N,N,N
2024-11-21,IPC-420,Felony,1301512,Y,CASE-bf7f7f095ea31694,Transferred,Imprisonment,474,2024-02-13,2020-06-20,73,Y,N,N,80.92,Y,N,N,Y
2022-01-11,IPC-354,Felony,1042808,N,CASE-579073794f2d2b1c,Convicted,Imprisonment,813,2024-09-20,2025-04-05,659,N,Y,Y,2.17,Y,Y,Y,N
2020-12-08,IPC-392,Felony,1977506,Y,CASE-e846ecade6741f66,Acquitted,Probation,1767,2018-07-20,2024-09-11,107,N,N,Y,42.68,Y,Y,Y,N
2024-02-09,IPC-498A,Misdemeanor,339711,N,CASE-131a9ef83e2c25f1,BailGranted,Fine,1295,2021-10-20,2023-01-02,435,N,N,Y,1.5,Y,N,N,Y
2022-08-06,NDPS-21,Misdemeanor,1921128,Y,CASE-7d1f981eeda6c584,Plea,Diversion,1935,2024-06-17,2021-10-14,658,Y,N,N,56.64,N,N,N,Y
2021-11-07,IPC-354,Misdemeanor,889352,N,CASE-5eac67733505024e,Plea,Probation,2799,2022-04-10,2023-02-26,123,Y,Y,Y,89.52,Y,N,Y,N
2018-06-06,IPC-302,Felony,2322955,Y,CASE-d53d04088a260d57,Convicted,Fine,968,2021-06-27,2023-10-31,192,Y,N,N,37.93,Y,Y,Y,Y
2019-08-18,IPC-392,Misdemeanor,2364911,N,CASE-e2e297ba927a7fc6,BailGranted,CommunityService,3100,2019-03-13,2024-07-05,337,Y,Y,Y,96.51,Y,N,Y,N
2019-02-26,IPC-354,Misdemeanor,2479873,N,CASE-532c0cd40c8183ef,Dismissed,TimeServed,294,2021-04-13,2023-11-22,200,N,Y,N,27.35,N,N,N,Y
2024-07-30,IT-66C,Misdemeanor,1171811,N,CASE-4ead40d8d040b66a,Plea,TimeServed,2523,2022-07-20,2022-04-01,207,Y,Y,Y,41.43,Y,N,N,Y
2018-03-15,IPC-498A,Infraction,2211672,N,CASE-ecb4c94aedbe0114,BailGranted,Fine,3281,2018-04-22,2025-05-30,193,N,N,Y,48.34,N,Y,N,N
2019-09-23,IPC-354,Misdemeanor,97601,Y,CASE-66d89537f140fa09,Convicted,Probation,1636,2023-03-24,2019-03-06,620,Y,N,N,22.63,Y,Y,Y,Y
2025-01-14,IT-66C,Felony,2148099,N,CASE-4d4aed8c0c4d1692,Transferred,TimeServed,1917,2020-07-22,2022-02-06,134,Y,Y,Y,83.02,Y,Y,Y,N
2024-11-24,IPC-420,Infraction,2328730,Y,CASE-14036756e3a9bca0,Plea,Imprisonment,2584,2019-12-04,2025-01-03,617,N,Y,N,68.77,N,N,Y,N
2023-04-08,IPC-379,Infraction,2465844,N,CASE-a2f84bb430d285ac,BailGranted,Fine,2603,2023-11-20,2019-01-11,73,N,Y,Y,62.17,Y,Y,Y,Y
2018-06-30,IPC-498A,Misdemeanor,486458,N,CASE-6e273f1ce2808e6a,Plea,Imprisonment,244,2020-04-21,2021-08-08,136,N,Y,Y,68.44,N,Y,N,Y
2020-09-21,IPC-354,Misdemeanor,1293413,Y,CASE-b2c077b1a3026dd5,Dismissed,Diversion,2554,2024-07-20,2022-09-27,175,N,Y,N,35.73,N,N,N,N
2024-03-22,IPC-379,Felony,1440462,Y,CASE-f44a930f2d6015d7,Convicted,CommunityService,628,2023-09-24,2021-03-02,173,N,N,N,48.07,Y,Y,N,N
2021-12-03,IPC-392,Misdemeanor,763709,N,CASE-b2ee7e1dd70bc573,Dismissed,TimeServed,1881,2025-11-29,2022-01-24,260,Y,Y,N,21.18,Y,N,Y,Y
2023-04-20,IPC-354,Misdemeanor,32163,N,CASE-219405e0c0815f35,BailGranted,TimeServed,2458,2024-10-25,2023-03-09,485,N,N,N,95.74,N,N,N,Y
2019-10-21,IPC-354,Felony,1124490,N,CASE-6107b695fb9c693a,Pending,Fine,730,2025-06-22,2021-03-06,651,N,N,Y,74.45,Y,N,N,N
2022-11-26,NDPS-21,Misdemeanor,1584480,N,CASE-5e5ecc59b7c82c33,Acquitted,TimeServed,105,2023-01-26,2024-06-15,707,Y,Y,Y,31.51,Y,N,Y,N
2022-01-08,IPC-302,Misdemeanor,1957433,Y,CASE-97eebf99868e92a6,BailGranted,TimeServed,1418,2025-04-08,2022-03-21,488,Y,N,Y,20.51,Y,N,N,N
2023-08-04,IPC-498A,Misdemeanor,2487504,Y,CASE-3eed55bc90153846,Convicted,CommunityService,3266,2018-03-29,2021-04-11,144,Y,Y,Y,74.86,Y,N,Y,Y
2025-03-30,IPC-420,Infraction,651242,Y,CASE-377c6d91d7e325bb,Pending,Diversion,2501,2025-06-18,2020-06-07,688,N,Y,Y,24.11,Y,Y,Y,Y
2024-10-06,IPC-302,Misdemeanor,2129873,N,CASE-99468985b57587f4,Pending,CommunityService,393,2020-03-13,2025-11-08,78,N,N,Y,1.05,Y,N,Y,N
2019-06-29,IPC-354,Infraction,2188837,Y,CASE-772fc55b4b887bbf,BailGranted,TimeServed,1621,2023-01-11,2022-05-29,623,N,N,N,12.6,N,Y,Y,Y
2024-05-22,NDPS-21,Infraction,2439245,Y,CASE-039d7561e354bdcd,Pending,Probation,3446,2025-11-28,2021-03-09,175,N,Y,N,40.63,Y,Y,N,N
2020-10-16,IPC-354,Misdemeanor,941180,Y,CASE-eb70217084a5784e,Convicted,Probation,2429,2021-09-22,2019-08-03,487,Y,Y,Y,82.25,Y,Y,Y,N
2018-08-30,IT-66C,Misdemeanor,83528,Y,CASE-ccdb06f39198ff7e,BailGranted,CommunityService,1444,2019-09-02,2022-09-14,136,N,N,N,92.21,Y,N,N,N
2024-03-12,IPC-302,Misdemeanor,1432437,Y,CASE-8f24a98da76d0aea,Convicted,Probation,1283,2018-09-01,2025-06-03,327,Y,N,N,78.73,N,Y,N,Y
2022-11-13,IPC-498A,Felony,1243982,Y,CASE-414928c8b0c1d6c0,Pending,CommunityService,1559,2018-06-11,2024-05-15,389,N,N,Y,30.25,Y,N,N,N
2025-06-10,IPC-379,Felony,2010177,N,CASE-387d8e4c5319ce20,Pending,Fine,443,2020-08-13,2023-05-12,236,Y,Y,Y,7.17,N,N,Y,N
2020-04-13,IPC-498A,Felony,1113322,N,CASE-c17650ef15dea71d,Transferred,Imprisonment,1484,2018-10-21,2022-06-16,245,N,Y,Y,10.67,N,N,Y,Y
2024-09-06,IPC-354,Felony,1399793,N,CASE-e0b0e2d4d3b955a9,Pending,Imprisonment,3126,2024-02-11,2025-10-02,576,N,Y,N,19.4,N,Y,Y,N
2019-08-28,IPC-354,Felony,2409943,N,CASE-98286322eed74ea4,Plea,Probation,1222,2022-05-30,2021-05-01,202,N,Y,Y,75.25,N,Y,N,Y
2023-05-07,IPC-498A,Infraction,1106973,N,CASE-f32c616213c2ccb1,Convicted,Imprisonment,2063,2025-04-11,2018-02-22,228,Y,Y,Y,58.3,Y,Y,N,Y
2022-01-26,IT-66C,Felony,69438,Y,CASE-240cec6e8575df57,Convicted,Probation,3125,2022-01-22,2020-12-09,127,N,Y,Y,84.73,N,Y,Y,N
2018-10-24,IPC-302,Misdemeanor,2140081,N,CASE-de60237f325b44a5,Acquitted,Probation,2182,2020-04-28,2023-08-25,593,Y,Y,Y,71.16,Y,Y,Y,Y
2021-07-29,IPC-420,Misdemeanor,1831465,Y,CASE-50301332ee1981e5,Plea,Imprisonment,773,2020-06-23,2019-07-06,521,N,N,Y,80.8,Y,Y,Y,Y
2025-08-16,IPC-498A,Misdemeanor,1620691,Y,CASE-04bc635ee231e869,Convicted,CommunityService,3240,2023-05-13,2019-10-18,64,N,Y,Y,63.18,Y,N,N,N
2019-04-24,IT-66C,Misdemeanor,215310,Y,CASE-c9f3f731aaea4470,Convicted,Imprisonment,1181,2024-04-26,2019-01-13,92,Y,Y,Y,30.75,Y,Y,N,N
2019-05-01,IPC-354,Felony,734552,N,CASE-2eab745f398d9080,Dismissed,CommunityService,980,2020-05-28,2019-07-20,528,N,Y,N,81.21,N,Y,N,Y
2020-07-28,IPC-420,Misdemeanor,994391,Y,CASE-6c601e09d973a75b,Transferred,Fine,2305,2025-07-11,2020-08-22,595,N,Y,N,35.65,Y,N,Y,N
2019-10-20,NDPS-21,Misdemeanor,1676075,Y,CASE-776c4d34e5c61df7,BailGranted,Probation,1782,2022-08-25,2021-12-07,308,Y,N,N,67.73,N,N,N,N
2022-11-26,IT-66C,Misdemeanor,871224,N,CASE-ef177e18b3321065,Convicted,CommunityService,104,2021-05-01,2018-01-17,106,N,Y,Y,51.74,N,N,N,N
2025-03-21,IPC-498A,Misdemeanor,1107892,Y,CASE-e20582ee622ef9a9,Transferred,TimeServed,2509,2020-10-06,2025-07-21,225,N,N,Y,92.65,Y,N,Y,Y
2023-11-08,IPC-392,Misdemeanor,907368,N,CASE-74797b61d3579587,Transferred,Imprisonment,1950,2018-03-03,2023-05-06,510,N,N,N,20.53,Y,Y,N,N
2022-04-20,IPC-420,Felony,630360,N,CASE-86c2b4baa80b08de,Dismissed,TimeServed,1067,2021-02-18,2021-07-09,469,N,Y,Y,13.41,N,N,N,Y
2021-05-15,IPC-392,Misdemeanor,990120,Y,CASE-3462f0cad85c1e2f,Pending,Diversion,2759,2025-04-24,2019-10-28,516,N,N,N,55.91,Y,N,N,N
2020-08-18,IT-66C,Felony,1926905,Y,CASE-81bb9914a42ef10d,Convicted,TimeServed,582,2020-08-03,2024-12-23,387,Y,N,Y,40.67,Y,Y,Y,N
2018-07-02,IPC-354,Felony,2031016,Y,CASE-9635d3cfc126523d,BailGranted,Imprisonment,3169,2021-07-25,2021-03-08,208,N,Y,Y,30.95,N,Y,Y,Y
2024-02-01,IPC-379,Felony,2088658,N,CASE-76f4062fd9cfda88,Convicted,Fine,959,2023-10-22,2021-10-22,355,Y,N,N,33.87,Y,N,Y,Y
2025-04-24,IPC-379,Misdemeanor,676378,N,CASE-6ab90afb4c4a02ac,Dismissed,Imprisonment,434,2020-05-21,2019-04-10,58,N,Y,N,88.83,N,Y,N,N
2025-12-12,IPC-302,Felony,1385683,N,CASE-5778818f0e90575b,Dismissed,CommunityService,2754,2020-01-03,2025-07-12,210,Y,N,Y,71.42,Y,Y,N,N
2020-03-18,NDPS-21,Felony,729846,Y,CASE-23ae9f65ac7b19ec,Convicted,Imprisonment,621,2021-02-04,2025-09-26,433,Y,N,Y,43.55,Y,N,N,Y
2021-07-08,IPC-392,Misdemeanor,105977,Y,CASE-a3721e5f3815254a,Acquitted,Probation,1482,2024-08-19,2020-03-31,514,Y,Y,Y,77.03,Y,N,Y,N
2024-05-26,IPC-420,Misdemeanor,1228861,Y,CASE-0326c0cf46c00f8d,Acquitted,Diversion,3570,2020-11-03,2024-10-29,256,Y,Y,Y,14.2,Y,Y,Y,Y
2023-03-06,IPC-302,Felony,1388208,Y,CASE-5c378734bb55bc29,Pending,TimeServed,2532,2023-05-18,2024-05-05,134,Y,Y,Y,71.7,N,N,N,N
2023-04-21,IPC-420,Felony,2059186,N,CASE-789ac20b4028e920,Acquitted,TimeServed,2060,2021-12-28,2023-02-10,12,N,Y,N,80.55,Y,N,N,Y
2025-06-20,IPC-354,Misdemeanor,1484039,Y,CASE-6b351453c2649253,Plea,Probation,2586,2020-01-22,2020-03-25,566,N,N,N,54.21,N,N,Y,N
2023-04-17,IT-66C,Misdemeanor,216126,N,CASE-3a50ca94b4b1b350,Transferred,CommunityService,2344,2022-04-15,2020-12-02,107,N,Y,Y,62.52,Y,Y,N,Y
2019-03-11,IT-66C,Misdemeanor,1916290,N,CASE-a25001e24d3a77f2,Transferred,Diversion,163,2025-12-13,2020-04-08,393,Y,Y,N,91.76,Y,Y,N,Y
2018-11-03,IPC-420,Misdemeanor,102164,N,CASE-901bcb1a2f4f36d1,BailGranted,Imprisonment,347,2025-11-27,2022-02-26,633,N,Y,N,74.07,Y,Y,N,Y
2024-03-21,IPC-354,Infraction,116383,Y,CASE-fb79eb9caf6a0b99,Acquitted,Fine,1338,2024-06-26,2025-04-07,235,N,N,Y,30.49,Y,N,N,N
2019-07-07,IPC-498A,Misdemeanor,680675,Y,CASE-a399a4d2c3d4a3cf,Acquitted,Probation,2599,2024-02-04,2020-04-02,357,N,Y,Y,30.78,N,Y,N,Y
2020-09-02,IPC-379,Misdemeanor,1789681,N,CASE-34fecd91edcf9611,Dismissed,Imprisonment,2935,2019-11-17,2022-10-24,97,Y,N,Y,62.05,N,N,N,N
2018-01-21,IPC-302,Misdemeanor,553561,N,CASE-c695ba05749a9253,Pending,Diversion,3495,2025-04-28,2022-09-20,267,N,N,N,22.32,N,Y,N,N
2024-04-22,NDPS-21,Misdemeanor,1645812,Y,CASE-fc41f8210c29d914,Transferred,TimeServed,2833,2021-12-15,2022-08-09,127,N,Y,N,58.36,N,Y,Y,N
2024-04-08,IT-66C,Misdemeanor,2140010,N,CASE-a46e7955f4bf3909,Acquitted,Imprisonment,3348,2018-02-19,2021-02-09,672,N,Y,Y,62.43,N,N,Y,N
2020-06-11,IPC-420,Misdemeanor,619009,N,CASE-614c51f5ff4af241,Convicted,Probation,1783,2021-07-02,2019-10-23,362,N,N,Y,40.53,N,N,Y,N
2023-01-30,IPC-392,Misdemeanor,1301678,Y,CASE-e72a46a3680e1a07,BailGranted,Fine,584,2024-03-06,2025-04-07,525,Y,Y,Y,76.22,N,Y,N,Y
2021-07-05,IPC-420,Infraction,1278041,Y,CASE-0d013187464f11e7,Acquitted,Diversion,3514,2020-12-24,2025-04-29,352,Y,Y,Y,45.14,Y,N,N,Y
2024-02-01,IPC-354,Felony,1325141,Y,CASE-a8c95433826d459d,Convicted,TimeServed,3266,2022-08-22,2021-07-15,565,Y,N,N,25.89,Y,Y,N,Y
2022-03-16,IPC-498A,Misdemeanor,650141,Y,CASE-83d3e3202dd56420,Convicted,Diversion,2461,2024-03-02,2024-03-07,4,Y,N,N,26.8,N,Y,N,Y
2024-07-14,IT-66C,Felony,555360,N,CASE-52d04b0491d2ee55,BailGranted,Probation,3267,2021-07-05,2023-06-26,229,Y,N,N,7.57,Y,N,N,Y
2018-01-14,IPC-392,Felony,336765,N,CASE-47d8b43af33d9146,Acquitted,TimeServed,2502,2019-06-11,2022-10-15,434,N,N,N,10.7,Y,Y,N,N
2025-09-23,IPC-379,Misdemeanor,1834214,Y,CASE-3f31897b9ada6777,Acquitted,Fine,457,2024-01-11,2022-04-04,525,Y,Y,Y,97.04,N,N,N,N
2018-03-30,IPC-354,Felony,1669707,N,CASE-39efffd40cb2e866,BailGranted,Diversion,1884,2019-12-05,2021-08-27,415,Y,Y,N,65.74,N,N,Y,Y
2018-05-23,IT-66C,Misdemeanor,733544,N,CASE-b9ca770632472d9b,Convicted,Imprisonment,79,2018-11-22,2019-09-30,111,Y,Y,Y,21.84,N,N,Y,N
2018-02-21,IPC-302,Infraction,100971,Y,CASE-c32f3c5c12840ef8,Transferred,Diversion,2725,2023-01-30,2020-03-09,380,N,N,Y,61.32,Y,N,N,Y
2019-06-09,IPC-498A,Misdemeanor,2039801,Y,CASE-2e6b723b82de07db,Transferred,Imprisonment,3151,2019-02-28,2024-06-28,198,Y,N,N,52.8,Y,N,Y,N
2025-07-07,NDPS-21,Misdemeanor,1293179,N,CASE-d232699dd0c136bd,Convicted,Imprisonment,1909,2018-10-20,2021-05-09,116,N,N,Y,47.46,N,N,Y,Y
2020-09-26,IPC-302,Misdemeanor,1015139,Y,CASE-88aa767659d81844,Acquitted,Probation,3354,2024-01-13,2021-04-25,333,N,Y,N,57.61,Y,Y,N,Y
2020-10-30,IT-66C,Misdemeanor,1991668,N,CASE-d90d1961fefe6c5f,Dismissed,Diversion,111,2018-12-21,2019-05-26,108,Y,Y,N,43.67,Y,N,N,Y
2019-03-18,IPC-354,Felony,2332875,N,CASE-07182b6892dc0995,Acquitted,Diversion,792,2024-08-01,2019-09-04,650,Y,Y,N,8.29,Y,N,N,N
2019-09-17,IT-66C,Infraction,927217,Y,CASE-01aaa952b82a6986,Convicted,Diversion,2640,2021-12-08,2018-02-18,216,Y,Y,N,38.92,Y,Y,Y,N
2020-12-06,IPC-354,Misdemeanor,819913,N,CASE-5e6e6cebc3b49d29,Plea,Probation,3136,2018-02-15,2019-12-08,604,N,N,Y,65.79,N,N,N,Y
2020-10-05,IPC-498A,Felony,1127527,Y,CASE-ffbc4c366fbbfcf2,Transferred,Imprisonment,2627,2019-10-27,2025-03-09,76,N,N,N,28.65,Y,N,N,N
2023-06-07,IPC-379,Misdemeanor,2179213,Y,CASE-e707b313f90b51c5,Convicted,Diversion,132,2020-06-06,2021-02-08,165,Y,Y,N,55.24,Y,N,N,Y
2020-08-29,IPC-392,Misdemeanor,1135760,N,CASE-eb99211074760a92,Convicted,Probation,881,2025-04-25,2025-04-02,572,N,Y,N,17.81,N,Y,Y,Y
2019-12-02,IT-66C,Felony,1744031,Y,CASE-d55548a9c117019f,Convicted,Diversion,1896,2019-07-19,2019-07-31,500,Y,Y,N,18.08,N,N,Y,Y
2022-04-01,IPC-302,Misdemeanor,713430,N,CASE-1d9bf54207ba3031,Transferred,Imprisonment,151,2020-08-06,2023-06-22,651,N,Y,N,98.8,Y,Y,N,Y
2022-08-22,IPC-392,Misdemeanor,327506,N,CASE-753d82e0204eeaca,Transferred,Imprisonment,3287,2021-05-14,2018-06-25,523,Y,Y,N,53.75,Y,Y,Y,N
2022-09-26,IPC-379,Misdemeanor,403869,N,CASE-41829fd0056241e5,Convicted,Fine,3020,2024-05-26,2024-12-08,220,Y,N,N,72.35,N,Y,N,N
2019-05-12,IPC-498A,Misdemeanor,1371553,Y,CASE-0314fd979c456c1e,Plea,CommunityService,987,2025-07-07,2020-07-13,527,Y,Y,Y,81.62,Y,Y,Y,N
2018-02-02,IT-66C,Felony,501349,N,CASE-4efa620b712c4d62,Dismissed,CommunityService,1242,2020-10-30,2022-07-04,640,Y,Y,N,54.68,N,Y,N,Y
2024-09-05,IT-66C,Felony,1160106,N,CASE-45a7e4efb1abff15,Acquitted,CommunityService,2625,2023-09-17,2018-03-15,135,N,Y,N,40.77,N,Y,N,Y
2021-08-18,IPC-498A,Misdemeanor,2472976,N,CASE-8dea3b88d3504098,Plea,Probation,239,2022-07-29,2019-09-04,365,Y,N,N,70.43,N,N,N,N
2018-08-08,IPC-392,Misdemeanor,1316825,N,CASE-14709c3b9dcb44c9,BailGranted,Fine,1081,2022-07-07,2025-11-04,356,Y,Y,N,77.11,N,N,Y,Y
2019-07-26,IPC-354,Misdemeanor,1906104,Y,CASE-46619a92d68f9757,Pending,Diversion,3379,2023-04-09,2021-07-23,504,N,N,N,46.91,N,N,N,Y
2018-03-02,IPC-420,Infraction,547355,Y,CASE-be5af3392c34a4ea,Acquitted,Probation,1808,2021-02-20,2019-05-30,10,N,N,Y,67.79,Y,N,Y,Y
2025-03-30,IPC-498A,Misdemeanor,978538,Y,CASE-1406e861635262ec,Dismissed,Imprisonment,374,2023-01-04,2024-07-07,694,Y,Y,N,93.2,N,Y,N,Y
2024-12-25,IPC-420,Felony,1672784,Y,CASE-2a9c52869dcb42ff,Convicted,Probation,3210,2020-09-19,2022-08-20,213,N,Y,Y,24.24,Y,N,Y,N
2018-08-13,NDPS-21,Misdemeanor,2099477,Y,CASE-e8e120f6fb661ecf,Convicted,Diversion,575,2018-02-23,2020-01-30,279,N,Y,Y,87.3,N,Y,N,Y
2023-06-22,IPC-420,Infraction,438842,Y,CASE-9a5a5d773da336dd,BailGranted,Fine,1212,2022-01-26,2025-06-28,97,Y,Y,Y,61.79,N,Y,N,Y
2025-09-29,IPC-379,Felony,1598863,N,CASE-1434d3735142df0c,Convicted,CommunityService,1270,2020-04-21,2025-10-26,350,Y,N,Y,12.13,N,N,N,N
2019-07-31,IT-66C,Misdemeanor,2410847,Y,CASE-c9101a6e3d4d5b82,Plea,Diversion,286,2023-03-04,2019-02-05,166,N,N,N,93.66,Y,N,Y,N
2021-08-04,IPC-379,Misdemeanor,228372,Y,CASE-76b4083af7544ea6,Pending,Diversion,3308,2020-11-26,2019-09-09,19,N,N,N,66.07,N,Y,Y,N
2025-12-19,IPC-498A,Infraction,819095,Y,CASE-c4bd3ea4e32455c8,Plea,Fine,543,2023-08-08,2025-01-01,718,Y,Y,N,23.28,Y,N,Y,N
2024-05-01,NDPS-21,Misdemeanor,1197034,N,CASE-ee1534898f95f1bc,BailGranted,Imprisonment,2087,2022-08-26,2024-01-08,139,N,Y,Y,45.1,N,N,N,Y
2022-10-22,IPC-420,Misdemeanor,1674877,Y,CASE-b2ab2d300d14e8d9,Pending,Diversion,2171,2022-05-22,2019-02-17,384,Y,N,N,53.37,Y,N,N,Y
2022-12-23,IPC-379,Felony,2457042,Y,CASE-9364d468dbb6133a,Dismissed,Imprisonment,1500,2018-10-12,2018-12-04,447,N,Y,N,89.49,N,N,N,N
2023-05-07,IT-66C,Felony,1954326,Y,CASE-5dc9c07bc08e3f16,Convicted,TimeServed,67,2020-01-26,2019-01-02,244,Y,N,N,0.04,Y,Y,N,N
2023-01-24,IPC-420,Felony,2266891,Y,CASE-164d03189e78146a,Dismissed,Fine,79,2022-08-14,2020-11-06,535,Y,N,Y,3.51,Y,Y,Y,N
2025-07-27,IPC-420,Infraction,1917498,N,CASE-9306075759066a6d,Convicted,Fine,538,2024-08-25,2018-10-12,552,N,N,N,31.01,Y,N,Y,N
2021-12-26,IPC-379,Misdemeanor,1656131,N,CASE-2ffd581b8da7d7ad,BailGranted,Diversion,2788,2020-02-09,2021-05-10,183,Y,Y,N,36.69,Y,Y,Y,N
2018-04-08,IT-66C,Misdemeanor,241604,Y,CASE-0d860e2e8682ceef,Pending,Probation,1316,2025-03-28,2021-12-13,660,N,N,N,44.43,N,Y,Y,Y
2023-03-22,IPC-354,Felony,554212,N,CASE-037451a3d1edf102,Transferred,Diversion,2061,2019-07-04,2020-01-07,140,Y,N,Y,45.34,N,N,Y,Y
2019-08-04,IPC-392,Infraction,1567556,N,CASE-a5c47db620bc9762,Convicted,Probation,2916,2019-01-10,2025-07-11,613,Y,Y,Y,73.39,N,Y,N,N
2024-12-23,NDPS-21,Felony,2455351,Y,CASE-e2155d7dd962d962,Dismissed,TimeServed,415,2021-11-10,2024-12-28,689,Y,Y,Y,94.14,N,Y,Y,N
2023-09-14,IPC-379,Misdemeanor,1039216,Y,CASE-b35c1575699cb318,Transferred,Diversion,162,2018-04-30,2018-05-06,25,N,N,Y,44.26,N,N,Y,N
2022-03-06,IPC-379,Felony,1718014,N,CASE-fc9c1a3867443e58,Acquitted,Probation,2564,2019-07-30,2025-04-03,370,Y,Y,N,37.4,Y,N,N,Y
2025-06-02,IPC-379,Infraction,1993109,Y,CASE-c3ef83bcf8e73b8e,Pending,Probation,2653,2025-11-15,2020-07-31,526,Y,N,Y,74.53,Y,Y,Y,Y
