soc_esspros_reference_year,soc_esspros_country_iso2,soc_esspros_function_code,soc_esspros_benefit_type_code,soc_esspros_financing_source_code,soc_esspros_expenditure_total_eur,soc_esspros_expenditure_pct_gdp,soc_esspros_beneficiaries_count,soc_esspros_mean_benefit_eur,soc_esspros_admin_cost_eur,soc_esspros_in_kind_benefit_eur,soc_esspros_cash_benefit_eur,soc_esspros_means_tested_share_pct,soc_esspros_digital_application_rate_pct,soc_esspros_processing_time_days_median,soc_esspros_fraud_detected_amount_eur,soc_esspros_recovery_amount_eur,soc_esspros_eurostat_table_code,soc_esspros_methodology_version,soc_esspros_data_extract_date
2015,PL,SOCIAL_EXCLUSION,IN_KIND,OTHER,57300859883.65,19.507,35743,1603135.16,2606075686.34,22272115930.66,35028743952.99,59.88,94.6,120,143856153.99,42450268.45,spr_exp_oth,ESSPROS_2024A,2024-05-21
2016,AT,FAMILY_CHILDREN,TAX_RELIEF,SOCIAL_CONTRIBUTIONS,100321778238.8,26.168,35251,2845927.16,4217639787.7,45765684364.85,54556093873.95,23.86,48.88,120,267641525.86,126394542.76,spr_exp_fnct,ESSPROS_2023,2026-01-20
2017,EE,DISABILITY,MIXED,GENERAL_TAX,99425635163.72,30.287,34512,2880900.42,1674378133.93,17823817858.18,81601817305.54,43.63,43.91,124,193174915.24,67176097.0,spr_finsum,ESSPROS_2021,2025-02-08
2018,IT,HOUSING,CASH_PERIODIC,EMPLOYER,61011274088.74,18.337,33467,1823027.88,1973114817.31,12535325622.23,48475948466.51,34.47,13.61,120,51418778.73,17675513.17,spr_exp_sum,ESSPROS_2019,2026-01-31
2019,PT,SURVIVORS,CASH_LUMP_SUM,HOUSEHOLD,80531353455.77,24.569,33667,2391996.72,4131111422.78,20913128253.56,59618225202.21,38.11,46.19,131,148562914.7,39656399.36,spr_ben_sum,ESSPROS_2025B,2024-08-24
2020,BE,SICKNESS_HEALTHCARE,IN_KIND,EU_FUNDS,77229597823.11,19.902,34158,2260951.98,1693903930.7,13718094602.51,63511503220.6,34.47,85.77,131,37288042.42,6455777.75,spr_exp_oth,ESSPROS_2024A,2024-07-26
2021,FI,UNEMPLOYMENT,TAX_RELIEF,OTHER,42728328742.49,13.222,35234,1212701.62,795392610.5,15490086600.98,27238242141.51,32.68,24.46,129,191995102.43,116735233.81,spr_exp_fnct,ESSPROS_2023,2026-01-14
2022,LV,OLD_AGE,MIXED,SOCIAL_CONTRIBUTIONS,83407883438.36,20.554,36323,2296282.89,1984514829.39,41261516549.28,42146366889.08,26.48,78.43,123,179867569.38,60954271.69,spr_finsum,ESSPROS_2021,2025-05-17
2023,RO,SOCIAL_EXCLUSION,CASH_PERIODIC,GENERAL_TAX,31894934293.85,10.086,35347,902337.8,1525158865.8,12148856796.27,19746077497.58,6.62,24.52,121,136411462.79,64975427.49,spr_exp_sum,ESSPROS_2019,2025-05-14
2024,BG,FAMILY_CHILDREN,CASH_LUMP_SUM,EMPLOYER,91091054762.24,24.064,34484,2641545.49,3460284247.43,44779543902.79,46311510859.45,45.69,71.24,124,397313035.78,289851173.21,spr_ben_sum,ESSPROS_2025B,2024-08-25
2025,FR,DISABILITY,IN_KIND,HOUSEHOLD,56024162175.53,16.39,34103,1642792.78,3185569809.22,30436188571.31,25587973604.22,50.21,65.41,137,21788064.62,3288620.49,spr_exp_oth,ESSPROS_2024A,2024-07-23
2026,LT,HOUSING,TAX_RELIEF,EU_FUNDS,83694725207.17,19.972,36570,2288617.04,1497221155.36,23389050929.0,60305674278.17,27.82,31.23,122,342680899.83,215996458.19,spr_exp_fnct,ESSPROS_2023,2025-08-07
2010,SK,SURVIVORS,MIXED,OTHER,117563486825.91,32.274,34435,3414069.6,3671211006.18,19759660701.25,97803826124.66,53.62,32.94,139,435483638.46,138199285.06,spr_finsum,ESSPROS_2021,2025-11-04
2011,HR,SICKNESS_HEALTHCARE,CASH_PERIODIC,SOCIAL_CONTRIBUTIONS,31680128499.34,7.905,36272,873404.51,402415512.56,16656337791.33,15023790708.01,36.59,22.27,21,99619223.67,63287069.29,spr_exp_sum,ESSPROS_2019,2024-10-01
2012,DE,UNEMPLOYMENT,CASH_LUMP_SUM,GENERAL_TAX,93266398694.06,24.301,34846,2676530.98,3636684602.45,34634749643.9,58631649050.16,58.49,28.03,17,177884360.36,112056524.71,spr_ben_sum,ESSPROS_2025B,2024-05-06
2013,LU,OLD_AGE,IN_KIND,EMPLOYER,54524436819.63,12.632,36074,1511460.8,2958058520.25,11726313997.41,42798122822.22,8.19,63.84,10,22776853.92,8117351.67,spr_exp_oth,ESSPROS_2024A,2025-06-22
2014,SI,SOCIAL_EXCLUSION,TAX_RELIEF,HOUSEHOLD,78786328930.81,20.684,36413,2163686.84,4641259237.56,14015317995.64,64771010935.17,18.56,76.39,6,262257033.18,107400827.06,spr_exp_fnct,ESSPROS_2023,2025-06-04
2015,CY,FAMILY_CHILDREN,MIXED,EU_FUNDS,59602565919.74,14.162,37321,1597024.89,3454960618.1,30793527978.12,28809037941.62,4.72,53.96,21,53086749.15,24905127.98,spr_finsum,ESSPROS_2021,2026-02-10
2016,GR,DISABILITY,CASH_PERIODIC,OTHER,55888683495.53,15.44,37355,1496150.01,1563732995.96,20224986093.26,35663697402.27,15.65,55.58,10,230399496.13,134685298.02,spr_exp_sum,ESSPROS_2019,2024-09-15
2017,MT,HOUSING,CASH_LUMP_SUM,SOCIAL_CONTRIBUTIONS,85046783471.03,19.898,37521,2266644.9,1314627314.04,27541408099.02,57505375372.01,32.88,46.62,14,136839870.65,45556839.5,spr_ben_sum,ESSPROS_2025B,2024-11-20
2018,ES,SURVIVORS,IN_KIND,GENERAL_TAX,103346284340.83,27.241,37498,2756047.9,3596984956.27,24725592274.62,78620692066.21,18.52,83.67,11,268352889.49,140820295.95,spr_exp_oth,ESSPROS_2024A,2024-07-10
2019,CZ,SICKNESS_HEALTHCARE,TAX_RELIEF,EMPLOYER,92930054083.7,27.604,38028,2443727.1,1062226321.78,43793588308.34,49136465775.36,29.75,24.04,22,205805041.33,147497110.39,spr_exp_fnct,ESSPROS_2023,2024-11-24
2020,HU,UNEMPLOYMENT,MIXED,HOUSEHOLD,42350008980.86,10.042,36752,1152318.49,1877008731.58,13235581566.84,29114427414.02,7.9,39.3,28,173024093.55,27441527.58,spr_finsum,ESSPROS_2021,2025-12-03
2021,NL,OLD_AGE,CASH_PERIODIC,EU_FUNDS,110356451755.97,29.504,35753,3086634.74,5011673238.1,36822519683.47,73533932072.5,26.23,64.93,27,313967996.52,128177856.2,spr_exp_sum,ESSPROS_2019,2024-02-21
2022,SE,SOCIAL_EXCLUSION,CASH_LUMP_SUM,OTHER,88108293619.24,24.822,37228,2366721.11,2461404127.43,35135517459.33,52972776159.91,46.62,93.19,30,261237216.45,79337968.48,spr_ben_sum,ESSPROS_2025B,2024-08-16
2023,DK,FAMILY_CHILDREN,IN_KIND,SOCIAL_CONTRIBUTIONS,118361266100.23,26.382,37535,3153357.3,3478074520.63,47051473649.46,71309792450.77,24.42,26.87,23,281650697.44,81303141.11,spr_exp_oth,ESSPROS_2024A,2024-10-04
2024,IE,DISABILITY,TAX_RELIEF,GENERAL_TAX,126165758905.8,28.718,38775,3253791.33,4953075051.27,64122066623.8,62043692282.0,51.79,77.3,20,167200355.69,112628127.62,spr_exp_fnct,ESSPROS_2023,2025-06-16
2025,PL,HOUSING,MIXED,EMPLOYER,61498039388.89,14.314,37844,1625040.68,2101683450.59,13388740307.39,48109299081.5,24.21,16.4,25,175413362.38,98131052.98,spr_finsum,ESSPROS_2021,2025-06-19
2026,AT,SURVIVORS,CASH_PERIODIC,HOUSEHOLD,95795499434.26,24.073,37463,2557069.63,3077499378.56,28565640875.68,67229858558.58,56.46,27.31,24,38385768.88,23511218.28,spr_exp_sum,ESSPROS_2019,2024-05-11
2010,EE,SICKNESS_HEALTHCARE,CASH_LUMP_SUM,EU_FUNDS,147204625271.2,33.188,36625,4019238.92,5272793902.3,16395668967.66,130808956303.54,15.42,10.45,29,73649170.88,43526269.91,spr_ben_sum,ESSPROS_2025B,2025-01-07
2011,IT,UNEMPLOYMENT,IN_KIND,OTHER,106758451976.68,24.517,37821,2822729.49,5043568005.47,41880313975.66,64878138001.02,56.76,87.44,27,355532620.09,187785148.39,spr_exp_oth,ESSPROS_2024A,2025-09-02
2012,PT,OLD_AGE,TAX_RELIEF,SOCIAL_CONTRIBUTIONS,65553589188.1,17.69,38395,1707347.03,2252735685.58,20421650136.66,45131939051.44,9.31,53.93,35,158240591.52,32453407.62,spr_exp_fnct,ESSPROS_2023,2025-01-01
2013,BE,SOCIAL_EXCLUSION,MIXED,GENERAL_TAX,122109224688.56,26.323,36767,3321163.67,1765564800.63,30693699275.27,91415525413.29,43.51,10.3,24,376591646.84,142957895.56,spr_finsum,ESSPROS_2021,2025-12-09
2014,FI,FAMILY_CHILDREN,CASH_PERIODIC,EMPLOYER,94369004505.66,24.142,38251,2467099.02,5058585576.23,48936342185.62,45432662320.04,17.97,19.48,40,140421014.43,86744774.57,spr_exp_sum,ESSPROS_2019,2024-03-02
2015,LV,DISABILITY,CASH_LUMP_SUM,HOUSEHOLD,31262898296.44,8.496,39749,786507.79,1269484579.8,9407929303.23,21854968993.21,16.39,67.54,39,75088841.11,35933777.2,spr_ben_sum,ESSPROS_2025B,2025-07-12
2016,RO,HOUSING,IN_KIND,EU_FUNDS,128953559562.6,31.558,38341,3363333.23,6462266387.49,64607610434.92,64345949127.68,42.85,72.42,40,164872532.43,49098001.26,spr_exp_oth,ESSPROS_2024A,2025-05-02
2017,BG,SURVIVORS,TAX_RELIEF,OTHER,23685856595.66,5.519,39800,595122.03,1097031587.63,12357165196.11,11328691399.55,11.54,29.61,43,105066595.66,18480071.03,spr_exp_fnct,ESSPROS_2023,2025-12-11
2018,FR,SICKNESS_HEALTHCARE,MIXED,SOCIAL_CONTRIBUTIONS,54707133322.46,11.623,38545,1419305.57,2768980904.05,28999216372.85,25707916949.61,16.28,42.48,43,135856802.75,86744432.8,spr_finsum,ESSPROS_2021,2025-03-16
2019,LT,UNEMPLOYMENT,CASH_PERIODIC,GENERAL_TAX,138868109703.8,28.873,39979,3473526.34,5036605361.63,34779363827.93,104088745875.87,20.16,46.84,37,55659565.41,19380024.89,spr_exp_sum,ESSPROS_2019,2025-07-16
2020,SK,OLD_AGE,CASH_LUMP_SUM,EMPLOYER,100707331691.36,25.247,39453,2552589.96,2988666064.52,28391267162.83,72316064528.53,30.22,76.96,32,250121407.91,146531422.13,spr_ben_sum,ESSPROS_2025B,2024-12-25
2021,HR,SOCIAL_EXCLUSION,IN_KIND,HOUSEHOLD,13280001427.28,3.306,38835,341959.61,137784161.72,7172824651.29,6107176775.99,38.46,40.46,41,38853079.18,14546220.53,spr_exp_oth,ESSPROS_2024A,2024-11-26
2022,DE,FAMILY_CHILDREN,TAX_RELIEF,EU_FUNDS,42350548772.17,11.075,39497,1072247.23,2156283640.73,7196944746.34,35153604025.83,53.73,86.28,42,152350165.06,43005242.17,spr_exp_fnct,ESSPROS_2023,2024-10-10
2023,LU,DISABILITY,MIXED,OTHER,101161603387.02,23.875,38446,2631264.72,3757386351.64,51971854466.53,49189748920.49,63.33,23.1,40,342842296.08,197294219.69,spr_finsum,ESSPROS_2021,2024-02-09
2024,SI,HOUSING,CASH_PERIODIC,SOCIAL_CONTRIBUTIONS,69980312848.27,15.488,39891,1754288.26,3725239679.73,15661365176.6,54318947671.67,2.2,15.93,42,19201431.59,4566908.09,spr_exp_sum,ESSPROS_2019,2024-07-04
2025,CY,SURVIVORS,CASH_LUMP_SUM,GENERAL_TAX,126257729006.45,27.359,39917,3163006.46,3805121672.28,43401000200.27,82856728806.18,46.02,34.74,49,101696132.16,15819287.77,spr_ben_sum,ESSPROS_2025B,2025-07-25
2026,GR,SICKNESS_HEALTHCARE,IN_KIND,EMPLOYER,106498029957.42,23.802,39704,2682299.77,2274342048.37,34820825138.16,71677204819.26,2.2,73.45,49,145671307.88,37450925.03,spr_exp_oth,ESSPROS_2024A,2025-10-22
2010,MT,UNEMPLOYMENT,TAX_RELIEF,HOUSEHOLD,159681226255.84,30.648,39893,4002737.98,8791918011.79,43238228916.9,116442997338.94,63.44,19.07,51,96331053.23,51357773.73,spr_exp_fnct,ESSPROS_2023,2025-01-28
2011,ES,OLD_AGE,MIXED,EU_FUNDS,34335632171.03,8.381,41255,832278.08,951573833.79,4072679964.5,30262952206.53,41.37,21.32,48,109911517.44,76314563.02,spr_finsum,ESSPROS_2021,2024-05-14
2012,CZ,SOCIAL_EXCLUSION,CASH_PERIODIC,OTHER,49972193420.26,9.859,38907,1284401.1,2957922131.36,14822152086.91,35150041333.35,24.48,20.77,54,70865552.55,40437438.85,spr_exp_sum,ESSPROS_2019,2025-01-28
2013,HU,FAMILY_CHILDREN,CASH_LUMP_SUM,SOCIAL_CONTRIBUTIONS,114402195222.22,24.973,40546,2821540.85,5991752051.28,57544371566.04,56857823656.18,19.63,22.48,44,170852982.25,43460187.68,spr_ben_sum,ESSPROS_2025B,2024-04-08
2014,NL,DISABILITY,IN_KIND,GENERAL_TAX,111980204068.93,24.175,41386,2705750.84,5743306364.77,43180939207.77,68799264861.16,6.15,89.9,50,379129736.31,190707215.53,spr_exp_oth,ESSPROS_2024A,2025-06-09
2015,SE,HOUSING,TAX_RELIEF,EMPLOYER,98164423957.09,23.914,40125,2446465.39,1356038452.03,52579049457.84,45585374499.25,29.68,13.93,56,45038790.41,17150347.83,spr_exp_fnct,ESSPROS_2023,2024-10-14
2016,DK,SURVIVORS,MIXED,HOUSEHOLD,83497135830.44,20.415,41697,2002473.46,4502953319.93,33648748543.57,49848387286.87,59.0,17.72,46,296861857.6,171954712.56,spr_finsum,ESSPROS_2021,2024-07-26
2017,IE,SICKNESS_HEALTHCARE,CASH_PERIODIC,EU_FUNDS,74278267001.79,17.164,40686,1825646.83,1132549640.66,33711220547.13,40567046454.66,39.9,8.62,47,224403426.41,115017362.19,spr_exp_sum,ESSPROS_2019,2024-09-20
2018,PL,UNEMPLOYMENT,CASH_LUMP_SUM,OTHER,55243675716.22,10.19,40863,1351924.13,3017220902.27,6723282058.88,48520393657.34,8.18,52.52,57,155531993.93,38654502.54,spr_ben_sum,ESSPROS_2025B,2025-07-09
2019,AT,OLD_AGE,IN_KIND,SOCIAL_CONTRIBUTIONS,61316058572.71,13.941,40149,1527212.6,3415286032.05,14141946750.94,47174111821.77,45.98,73.3,57,20182298.68,8207583.82,spr_exp_oth,ESSPROS_2024A,2025-04-28
2020,EE,SOCIAL_EXCLUSION,TAX_RELIEF,GENERAL_TAX,53966139968.62,12.83,42197,1278909.4,1523017297.6,26516895635.09,27449244333.53,58.91,66.97,51,46231902.97,14207849.07,spr_exp_fnct,ESSPROS_2023,2025-08-01
2021,IT,FAMILY_CHILDREN,MIXED,EMPLOYER,64276520515.55,13.161,41374,1553548.62,3331481245.26,9013524919.77,55262995595.78,58.09,28.15,48,160159407.68,108233216.23,spr_finsum,ESSPROS_2021,2024-10-20
2022,PT,DISABILITY,CASH_PERIODIC,HOUSEHOLD,32912134230.84,7.383,39956,823709.44,1414148667.5,15219533031.55,17692601199.29,0.96,37.81,56,113819729.12,36164465.78,spr_exp_sum,ESSPROS_2019,2025-12-04
2023,BE,HOUSING,CASH_LUMP_SUM,EU_FUNDS,150255733907.4,31.244,41160,3650528.03,3646216983.49,79847579149.09,70408154758.31,39.62,42.29,64,274583420.11,187887349.48,spr_ben_sum,ESSPROS_2025B,2025-08-07
2024,FI,SURVIVORS,IN_KIND,OTHER,105836855402.9,21.462,42065,2516031.27,5847789659.21,30706448148.49,75130407254.41,22.57,70.17,64,190692052.0,58711009.67,spr_exp_oth,ESSPROS_2024A,2024-05-27
2025,LV,SICKNESS_HEALTHCARE,TAX_RELIEF,SOCIAL_CONTRIBUTIONS,114718026613.99,20.994,40684,2819733.23,4876115828.18,50285806626.83,64432219987.16,6.05,15.21,59,502026941.25,160753749.6,spr_exp_fnct,ESSPROS_2023,2024-12-10
2026,RO,UNEMPLOYMENT,MIXED,GENERAL_TAX,44135435151.13,9.179,41084,1074273.08,2057690590.66,9783915258.67,34351519892.46,33.85,87.96,56,30504031.7,19152249.04,spr_finsum,ESSPROS_2021,2024-09-02
2010,BG,OLD_AGE,CASH_PERIODIC,EMPLOYER,30750940852.86,5.907,41989,732357.07,1040889419.68,10110902128.26,20640038724.6,34.96,63.54,56,79628501.27,34376621.75,spr_exp_sum,ESSPROS_2019,2024-08-30
2011,FR,SOCIAL_EXCLUSION,CASH_LUMP_SUM,HOUSEHOLD,118871757957.79,24.067,40894,2906826.38,7011736611.15,33014590172.36,85857167785.43,57.42,37.3,63,214540696.04,115370927.14,spr_ben_sum,ESSPROS_2025B,2025-04-25
2012,LT,FAMILY_CHILDREN,IN_KIND,EU_FUNDS,17988146083.24,4.083,41156,437072.26,673924021.02,3214053583.61,14774092499.63,37.77,13.46,55,13945821.75,6280798.85,spr_exp_oth,ESSPROS_2024A,2025-03-28
2013,SK,DISABILITY,TAX_RELIEF,OTHER,171607532247.99,31.824,42510,4036874.44,9474085334.07,39888712360.09,131718819887.9,38.92,34.73,62,561144678.63,179120171.16,spr_exp_fnct,ESSPROS_2023,2024-04-26
2014,HR,HOUSING,MIXED,SOCIAL_CONTRIBUTIONS,101643788585.18,20.384,43780,2321694.58,1541767436.19,42018688980.1,59625099605.08,5.14,46.22,65,244507719.01,40129237.95,spr_finsum,ESSPROS_2021,2024-09-13
2015,DE,SURVIVORS,CASH_PERIODIC,GENERAL_TAX,88564517111.81,15.796,43899,2017460.92,2061549947.56,14455022339.95,74109494771.86,7.91,14.14,60,246615996.41,40529272.34,spr_exp_sum,ESSPROS_2019,2025-02-24
2016,LU,SICKNESS_HEALTHCARE,CASH_LUMP_SUM,EMPLOYER,99092079732.49,17.559,41612,2381334.22,2535759312.76,29621234102.61,69470845629.88,8.34,43.49,63,324872640.5,201018685.05,spr_ben_sum,ESSPROS_2025B,2025-11-20
2017,SI,UNEMPLOYMENT,IN_KIND,HOUSEHOLD,42996933810.48,8.054,42867,1003031.09,610391246.61,15308681048.21,27688252762.27,34.11,17.83,69,17159251.92,3108084.36,spr_exp_oth,ESSPROS_2024A,2025-04-01
2018,CY,OLD_AGE,TAX_RELIEF,EU_FUNDS,68810005769.64,13.288,42319,1625983.74,1572995480.6,35033303893.33,33776701876.31,18.29,31.87,74,41675664.11,11347748.6,spr_exp_fnct,ESSPROS_2023,2025-04-18
2019,GR,SOCIAL_EXCLUSION,MIXED,OTHER,92509385018.78,17.885,42806,2161131.27,1208312015.33,37892629321.09,54616755697.69,58.15,57.24,68,166225124.0,30778793.4,spr_finsum,ESSPROS_2021,2024-03-11
2020,MT,FAMILY_CHILDREN,CASH_PERIODIC,SOCIAL_CONTRIBUTIONS,84364621650.05,15.554,41717,2022307.97,4721441014.51,8489147388.2,75875474261.85,2.07,36.27,79,282311473.22,68345954.6,spr_exp_sum,ESSPROS_2019,2025-08-01
2021,ES,DISABILITY,CASH_LUMP_SUM,GENERAL_TAX,91608090340.84,19.706,44149,2074975.43,2215477454.45,27092502772.18,64515587568.66,53.99,59.9,67,386693387.56,285068020.37,spr_ben_sum,ESSPROS_2025B,2025-05-02
2022,CZ,HOUSING,IN_KIND,EMPLOYER,82905487393.85,14.978,43503,1905741.84,4207869593.6,11139993632.0,71765493761.85,28.79,22.41,67,28218846.83,6738268.64,spr_exp_oth,ESSPROS_2024A,2025-05-04
2023,HU,SURVIVORS,TAX_RELIEF,HOUSEHOLD,51298408625.76,8.694,44621,1149647.22,853788301.3,14450079366.16,36848329259.6,33.83,94.84,73,183849587.17,107677341.17,spr_exp_fnct,ESSPROS_2023,2025-11-19
2024,NL,SICKNESS_HEALTHCARE,MIXED,EU_FUNDS,116896186763.27,23.695,43494,2687639.37,4250212323.64,43712352928.93,73183833834.34,2.64,94.55,67,47193639.92,21866282.77,spr_finsum,ESSPROS_2021,2025-07-05
2025,SE,UNEMPLOYMENT,CASH_PERIODIC,OTHER,48826803098.27,8.703,43317,1127197.25,2871834222.04,18479458378.69,30347344719.58,63.07,58.09,72,23451969.15,15560360.98,spr_exp_sum,ESSPROS_2019,2025-10-29
2026,DK,OLD_AGE,CASH_LUMP_SUM,SOCIAL_CONTRIBUTIONS,203425278099.65,33.643,44500,4571354.56,8256880004.12,108476316859.71,94948961239.94,31.52,87.21,84,469134417.5,307560921.21,spr_ben_sum,ESSPROS_2025B,2024-07-26
2010,IE,SOCIAL_EXCLUSION,IN_KIND,GENERAL_TAX,128741967182.07,26.045,43951,2929215.88,3495161697.59,53953569692.47,74788397489.6,63.13,22.23,70,289267895.8,141589670.61,spr_exp_oth,ESSPROS_2024A,2024-12-24
2011,PL,FAMILY_CHILDREN,TAX_RELIEF,EMPLOYER,120771690672.02,24.53,43026,2806946.75,5225993071.04,25291059734.31,95480630937.71,57.77,31.59,86,263998280.33,42299661.52,spr_exp_fnct,ESSPROS_2023,2024-11-19
2012,AT,DISABILITY,MIXED,HOUSEHOLD,62535448223.04,9.972,43075,1451780.57,1506082896.15,15266149315.42,47269298907.62,21.52,54.89,83,32619192.85,8081222.93,spr_finsum,ESSPROS_2021,2025-10-05
2013,EE,HOUSING,CASH_PERIODIC,EU_FUNDS,85476516131.38,15.028,43080,1984134.54,1802135633.08,40212799577.97,45263716553.41,24.25,32.66,88,54183231.2,24712747.42,spr_exp_sum,ESSPROS_2019,2025-12-01
2014,IT,SURVIVORS,CASH_LUMP_SUM,OTHER,185110327694.67,33.6,43127,4292214.34,4262724670.27,81267780633.32,103842547061.35,29.6,9.96,76,357219325.23,237994555.81,spr_ben_sum,ESSPROS_2025B,2024-05-14
2015,PT,SICKNESS_HEALTHCARE,IN_KIND,SOCIAL_CONTRIBUTIONS,88274269716.4,16.683,45697,1931730.09,1738446626.9,35166249544.02,53108020172.38,26.32,73.86,85,169307970.88,112813689.2,spr_exp_oth,ESSPROS_2024A,2025-12-26
2016,BE,UNEMPLOYMENT,TAX_RELIEF,GENERAL_TAX,18851514834.16,3.514,43746,430931.17,825419998.37,8133023839.27,10718490994.89,61.86,24.16,82,38277243.9,11356648.01,spr_exp_fnct,ESSPROS_2023,2024-08-15
2017,FI,OLD_AGE,MIXED,EMPLOYER,127297383913.53,25.537,46202,2755235.36,3055303393.98,47745759602.61,79551624310.92,31.59,39.36,88,91312517.99,23242322.68,spr_finsum,ESSPROS_2021,2024-01-09
2018,LV,SOCIAL_EXCLUSION,CASH_PERIODIC,HOUSEHOLD,102872694718.59,19.485,45865,2242945.49,5727014540.92,46533525389.53,56339169329.06,44.25,74.9,92,411251463.5,170260711.79,spr_exp_sum,ESSPROS_2019,2025-04-21
2019,RO,FAMILY_CHILDREN,CASH_LUMP_SUM,EU_FUNDS,36096320318.99,7.26,45745,789076.85,1880735646.5,19123564295.67,16972756023.32,20.2,82.12,82,96752530.46,67506637.11,spr_ben_sum,ESSPROS_2025B,2024-03-13
2020,BG,DISABILITY,IN_KIND,OTHER,202780922066.22,32.529,43948,4614110.36,8053048403.06,63116403711.56,139664518354.66,9.61,71.23,89,755317030.95,419230333.98,spr_exp_oth,ESSPROS_2024A,2024-04-27
2021,FR,HOUSING,TAX_RELIEF,SOCIAL_CONTRIBUTIONS,156266037113.97,28.233,46301,3375003.5,1699276671.68,60567811615.22,95698225498.75,42.13,23.06,82,45553790.9,11532600.43,spr_exp_fnct,ESSPROS_2023,2025-01-08
2022,LT,SURVIVORS,MIXED,GENERAL_TAX,19563030117.3,3.805,45743,427672.65,344732118.8,5294802341.62,14268227775.68,50.45,93.84,94,42104068.98,13957743.43,spr_finsum,ESSPROS_2021,2025-06-26
2023,SK,SICKNESS_HEALTHCARE,CASH_PERIODIC,EMPLOYER,33022119737.96,4.968,45275,729367.64,531177807.58,9435493600.81,23586626137.15,27.28,31.31,89,93452872.04,66102972.8,spr_exp_sum,ESSPROS_2019,2024-05-31
2024,HR,UNEMPLOYMENT,CASH_LUMP_SUM,HOUSEHOLD,120135716192.39,19.255,44895,2675926.41,4412422689.59,28519070219.64,91616645972.75,50.43,32.58,91,258694956.73,97488101.98,spr_ben_sum,ESSPROS_2025B,2026-02-04
2025,DE,OLD_AGE,IN_KIND,EU_FUNDS,105389246209.22,16.859,45961,2293014.65,4176035401.66,21573927561.58,83815318647.64,37.79,89.51,92,275926568.29,173578213.56,spr_exp_oth,ESSPROS_2024A,2024-06-29
2026,LU,SOCIAL_EXCLUSION,TAX_RELIEF,OTHER,137093281037.16,26.461,47097,2910870.78,3258810387.15,29432924432.01,107660356605.15,16.59,21.68,94,271605944.06,198431745.13,spr_exp_fnct,ESSPROS_2023,2025-05-20
2010,SI,FAMILY_CHILDREN,MIXED,SOCIAL_CONTRIBUTIONS,101390667048.79,17.048,46868,2163323.95,2242319963.08,22622368727.56,78768298321.23,25.86,35.46,91,261844353.2,72705970.2,spr_finsum,ESSPROS_2021,2024-07-29
2011,CY,DISABILITY,CASH_PERIODIC,GENERAL_TAX,50305692067.59,9.93,44905,1120269.28,831835891.92,26982921977.07,23322770090.52,8.7,75.17,105,205238920.0,124498761.25,spr_exp_sum,ESSPROS_2019,2024-08-18
2012,GR,HOUSING,CASH_LUMP_SUM,EMPLOYER,47639472583.49,8.063,45528,1046377.45,858713379.8,11968469000.42,35671003583.07,3.58,22.55,103,56708734.98,12156853.34,spr_ben_sum,ESSPROS_2025B,2024-01-10
2013,MT,SURVIVORS,IN_KIND,HOUSEHOLD,133603495629.89,19.749,47235,2828485.14,1649009952.33,51410376783.56,82193118846.33,39.46,31.84,100,405439190.76,193684655.92,spr_exp_oth,ESSPROS_2024A,2025-09-15
2014,ES,SICKNESS_HEALTHCARE,TAX_RELIEF,EU_FUNDS,166458556129.16,24.742,46497,3579984.86,8751261590.07,71900226365.58,94558329763.58,11.76,92.17,100,485118640.35,111206182.14,spr_exp_fnct,ESSPROS_2023,2025-06-07
2015,CZ,UNEMPLOYMENT,MIXED,OTHER,149016065378.87,25.691,47633,3128420.75,6565041237.1,29577449970.71,119438615408.16,63.55,86.08,100,386981549.42,287269471.66,spr_finsum,ESSPROS_2021,2025-08-03
2016,HU,OLD_AGE,CASH_PERIODIC,SOCIAL_CONTRIBUTIONS,131273046855.98,22.335,45638,2876397.89,7518739764.48,28868783503.62,102404263352.36,5.21,57.64,106,551570787.86,214199763.08,spr_exp_sum,ESSPROS_2019,2025-07-26
2017,NL,SOCIAL_EXCLUSION,CASH_LUMP_SUM,GENERAL_TAX,177027161290.43,29.9,46561,3802048.09,2741172104.33,84798196363.2,92228964927.23,48.23,79.83,104,607470528.67,295915263.95,spr_ben_sum,ESSPROS_2025B,2024-11-14
2018,SE,FAMILY_CHILDREN,IN_KIND,EMPLOYER,202173389328.5,33.857,47055,4296533.62,11298747904.92,31108213901.4,171065175427.1,20.14,10.94,97,344973914.93,111028433.89,spr_exp_oth,ESSPROS_2024A,2026-02-16
2019,DK,DISABILITY,TAX_RELIEF,HOUSEHOLD,78810553565.64,14.299,48556,1623085.79,1373793002.02,41464389844.98,37346163720.66,46.54,66.7,105,37474648.66,11297400.09,spr_exp_fnct,ESSPROS_2023,2024-05-24
2020,IE,HOUSING,MIXED,EU_FUNDS,100793208969.99,18.005,45876,2197079.28,3501981533.9,38075866531.26,62717342438.73,43.61,45.68,105,448307862.39,264601382.18,spr_finsum,ESSPROS_2021,2025-04-11
2021,PL,SURVIVORS,CASH_PERIODIC,OTHER,117464189559.35,20.196,47603,2467579.56,6055452352.3,25960356489.79,91503833069.56,18.18,42.48,102,137697991.98,63790769.54,spr_exp_sum,ESSPROS_2019,2024-04-23
