imm_legal_admission_fiscal_year,imm_legal_visa_category_code,imm_legal_country_of_chargeability,imm_legal_consulate_post_code,imm_legal_applications_received,imm_legal_applications_approved,imm_legal_applications_denied,imm_legal_processing_time_days_median,imm_legal_priority_date_backlog_months,imm_legal_adjustment_of_status_flag,imm_legal_principal_applicant_flag,imm_legal_derivative_count,imm_legal_employment_based_indicator,imm_legal_family_based_indicator,imm_legal_humanitarian_indicator,imm_legal_inadmissibility_ground_code,imm_legal_waiver_granted_flag,imm_legal_age_at_admission,imm_legal_intended_state_destination_code,imm_legal_data_extract_date
2015,U,GB,MAD,160154,106095,28934,80.9688,132.78,0,1,6,1,1,0,NONE,0,67,FL,2021-06-07
2018,EB2,EG,MNL,123198,123198,0,207.1689,209.88,0,1,4,1,1,0,NONE,0,35,NJ,2021-06-08
2020,J1,IT,HYD,55086,55086,0,325.799,157.24,0,1,6,0,1,0,212A9,0,34,GA,2021-06-09
2022,IR1,VN,ABJ,130518,130518,0,21.6391,86.11,0,1,5,0,1,0,212A6,1,37,MA,2021-06-10
2018,H2B,NG,ROM,54859,54859,0,138.4292,69.79,1,1,6,0,1,0,NONE,0,74,NJ,2021-06-11
2025,U,MX,SHG,88286,88286,0,93.7293,173.78,0,0,4,0,0,1,NONE,0,11,TX,2021-06-12
2021,CR1,ES,MNL,170755,170755,0,149.1094,217.81,0,0,0,1,0,0,NONE,0,57,IL,2021-06-13
2013,DV,GB,FRA,92683,92683,0,88.4095,185.92,0,1,2,0,1,0,212A7,0,37,NY,2021-06-14
2014,PAROLE,PK,GZC,243672,62457,133802,270.5296,65.81,0,1,0,0,1,0,212A9,0,40,MN,2021-06-15
2015,F1,VN,GZC,137298,137298,0,242.5897,143.28,0,1,6,0,1,1,212A10,0,8,NC,2021-06-16
2023,TPS,VN,BJG,121738,121738,0,31.8598,56.38,1,1,1,1,0,0,212A6,0,2,MN,2021-06-17
2019,B1B2,PH,BJG,245990,168940,62387,265.9199,63.49,1,1,1,1,1,0,NONE,0,22,FL,2021-06-18
2023,CR1,PH,GDL,18876,18876,0,314.45,73.15,0,1,4,1,0,0,NONE,0,10,TX,2021-06-19
2015,T,IN,HYD,107457,56654,31729,116.5701,30.68,1,1,6,1,1,0,212A10,0,35,TX,2021-06-20
2019,L1,BR,HYD,239473,221716,0,330.7902,1.82,0,0,6,0,0,0,NONE,0,35,CO,2021-06-21
2015,J1,CO,ABJ,145961,75692,67138,165.7703,45.39,0,1,0,1,1,0,NONE,0,70,GA,2021-06-22
2013,CR1,CO,BLR,101561,101561,0,358.1604,48.48,0,1,6,1,1,0,212A5,0,15,FL,2021-06-23
2013,EB2,IN,CDMX,150517,150517,0,270.2105,233.45,1,1,2,0,1,0,NONE,0,28,VA,2021-06-24
2019,EB3,AR,MNL,228082,56631,134474,202.7906,65.72,0,1,4,1,0,0,NONE,0,40,TN,2021-06-25
2024,EB2,CO,BJG,63112,63112,0,42.9207,178.97,1,0,4,0,0,0,NONE,0,53,AZ,2021-06-26
2025,CR1,ET,DEL,249716,132360,114140,253.0008,161.91,0,1,4,0,0,0,212A4,0,64,AZ,2021-06-27
2020,EB3,EG,MAD,183910,18227,155759,341.8909,26.54,1,0,4,0,1,1,212A1,0,49,NY,2021-06-28
2012,ASYLEE,JP,SHG,131576,131576,0,221.921,185.73,0,1,1,1,0,0,NONE,0,19,FL,2021-06-29
2024,U,MX,MAD,16508,16508,0,77.5811,239.62,0,0,6,1,0,0,NONE,0,90,VA,2021-06-30
2011,U,BR,FRA,208226,75395,94654,257.4712,168.43,0,1,0,1,0,0,212A7,0,41,MI,2021-07-01
2013,IR1,IN,BLR,59177,59177,0,156.8013,115.38,1,0,1,0,1,0,NONE,0,55,IL,2021-07-02
2019,H2A,CN,LON,72515,72515,0,292.8814,209.76,1,1,6,0,1,0,NONE,0,53,NJ,2021-07-03
2010,EB2,ES,MUM,219067,17601,162428,80.7315,179.95,1,1,1,1,0,0,212A3,0,73,OH,2021-07-04
2015,IR1,BD,FRA,30938,30938,0,330.0816,192.6,0,0,6,0,0,0,NONE,0,12,WA,2021-07-05
2014,TPS,DE,MNL,245651,69157,133661,271.8817,102.97,0,1,6,0,0,0,212A4,1,69,OH,2021-07-06
2012,EB3,DE,MUM,215958,150572,18695,258.3618,164.64,1,1,2,0,0,0,NONE,0,90,CA,2021-07-07
2025,ASYLEE,CN,MAD,245028,146473,85641,22.8719,207.58,0,1,6,0,0,0,NONE,0,9,TN,2021-07-08
2018,TPS,CN,GZC,83773,83773,0,39.132,136.09,1,1,3,1,0,0,NONE,0,66,MI,2021-07-09
2013,ASYLEE,CO,MUM,200754,164840,0,48.3021,220.06,1,1,5,0,0,0,NONE,0,69,IL,2021-07-10
2015,ASYLEE,AR,BJG,64634,26524,37229,199.5122,76.24,1,1,1,0,1,0,NONE,0,7,FL,2021-07-11
2025,U,ET,CDMX,36275,36275,0,145.1523,207.52,0,1,2,0,0,0,NONE,1,88,MA,2021-07-12
2015,H2B,KR,DEL,82380,34119,25764,101.5824,76.35,1,1,1,0,0,0,NONE,0,36,MN,2021-07-13
2020,B1B2,EG,LON,60039,60039,0,349.2325,71.37,0,1,3,1,0,0,NONE,0,1,MA,2021-07-14
2018,CR1,CN,MUM,24286,24286,0,298.4026,37.9,0,1,1,0,0,0,NONE,0,44,NY,2021-07-15
2011,H1B,ET,LON,19022,19022,0,272.0627,44.0,1,0,5,0,0,0,NONE,0,53,WA,2021-07-16
2022,H2A,JP,ROM,83839,83839,0,16.2928,154.24,0,1,1,1,0,0,NONE,0,51,NY,2021-07-17
2021,DV,BR,MUM,61625,61625,0,264.7229,203.48,1,1,0,1,1,0,NONE,0,81,MD,2021-07-18
2012,J1,MX,MUM,234283,136537,82225,40.793,87.12,0,1,2,0,1,0,NONE,0,20,MI,2021-07-19
2013,EB3,KR,MUM,164457,150797,0,199.0131,210.88,0,1,2,0,0,0,NONE,1,63,NY,2021-07-20
2018,O1,DE,HCM,4657,4657,0,294.9532,120.05,1,1,5,1,0,0,NONE,0,71,MI,2021-07-21
2020,L1,BR,GZC,108163,102150,0,213.3133,25.83,0,1,4,1,1,0,212A9,0,37,CO,2021-07-22
2024,T,BD,FRA,62210,62210,0,234.1434,226.23,0,1,1,0,1,0,NONE,0,85,AZ,2021-07-23
2021,J1,ET,MUM,121617,121617,0,219.8735,37.62,0,1,2,0,0,0,212A7,0,41,FL,2021-07-24
2020,EB1,JP,MNL,150403,38692,67970,263.0836,66.64,0,1,1,0,0,0,212A2,0,5,OH,2021-07-25
2017,F1,CN,MAD,107185,68055,20556,293.5237,16.5,0,1,2,0,0,0,212A4,0,73,MN,2021-07-26
2025,U,IN,BJG,85154,85154,0,180.1838,53.66,0,1,1,1,1,0,212A3,0,38,OH,2021-07-27
2018,K1,FR,BLR,242871,171139,56381,11.2039,222.99,0,0,6,1,0,0,NONE,0,9,CA,2021-07-28
2025,EB3,FR,BLR,190498,177852,8572,292.884,106.28,0,0,3,0,0,0,212A9,0,78,IL,2021-07-29
2024,EB3,AR,CHE,49345,49345,0,106.6541,65.97,0,0,3,1,0,0,NONE,0,55,WA,2021-07-30
2015,TPS,JP,MAD,53964,53964,0,193.1742,128.2,0,1,6,1,1,0,212A1,0,84,CA,2021-07-31
2021,EB1,CO,HAN,237457,237457,0,153.1843,196.76,0,1,0,0,0,0,NONE,0,89,GA,2021-08-01
2013,L1,PH,LON,111955,88658,0,175.4244,19.98,1,1,1,0,1,0,NONE,0,49,TN,2021-08-02
2015,K1,ET,DEL,122357,62496,57754,64.0145,176.31,0,1,6,1,0,0,212A8,0,86,MA,2021-08-03
2022,PAROLE,CO,CHE,67675,58348,0,298.2546,223.66,0,0,1,1,0,0,NONE,0,77,CO,2021-08-04
2011,TPS,ET,GZC,147942,147942,0,114.0247,93.67,0,1,2,1,0,0,NONE,0,72,OR,2021-08-05
2019,EB2,BR,MNL,74157,74157,0,221.6948,224.53,0,1,0,1,1,0,212A3,0,70,WA,2021-08-06
2011,U,GB,ABJ,239289,115265,123159,50.4949,26.1,0,0,4,1,1,0,NONE,0,90,FL,2021-08-07
2019,F1,FR,PAR,140297,44578,78290,263.145,159.08,1,1,4,1,1,0,NONE,1,12,MI,2021-08-08
2011,F1,PH,DEL,191097,58861,102759,286.6351,218.48,1,1,5,0,0,0,NONE,0,4,OH,2021-08-09
2024,H1B,AR,DEL,144497,144497,0,242.3052,40.54,0,1,2,0,1,0,212A1,0,73,FL,2021-08-10
2022,EB3,IN,FRA,129451,109252,0,361.9253,113.87,0,0,5,0,0,0,NONE,0,62,OR,2021-08-11
2020,B1B2,IN,HAN,206881,154463,46981,249.2454,208.67,1,1,2,0,0,0,212A10,0,22,NY,2021-08-12
2014,H2A,AR,GDL,116798,45399,27267,177.9755,152.58,0,0,5,0,1,0,NONE,0,67,IL,2021-08-13
2017,PAROLE,FR,FRA,232617,123098,103966,360.7556,120.42,0,0,6,1,1,1,NONE,0,32,FL,2021-08-14
2017,L1,BR,HCM,187213,187213,0,31.2957,232.82,1,0,1,0,0,0,NONE,0,17,AZ,2021-08-15
2012,EB1,IN,PAR,58968,58328,0,72.7058,65.7,1,0,3,1,0,0,212A7,0,67,TN,2021-08-16
2015,PAROLE,GB,LON,72551,72551,0,73.4359,207.4,1,0,6,1,0,0,NONE,0,78,WA,2021-08-17
2021,PAROLE,BR,CHE,233769,233769,0,220.216,128.19,0,1,6,1,1,0,NONE,0,50,MD,2021-08-18
2013,J1,IN,LAG,61730,61730,0,165.1661,8.13,0,1,1,0,0,0,NONE,0,68,VA,2021-08-19
2013,EB2,GB,CDMX,56011,56011,0,21.1462,32.2,0,0,2,0,1,0,212A7,0,80,IL,2021-08-20
2024,PAROLE,BD,LON,23832,23832,0,330.1263,221.33,0,1,2,0,1,0,NONE,0,71,NJ,2021-08-21
2010,H2B,NG,SHG,25234,25234,0,47.1664,171.25,0,1,0,0,0,0,NONE,0,55,WA,2021-08-22
2025,H2B,IT,MAD,67162,29633,11998,68.5565,43.59,1,1,3,1,0,0,NONE,1,87,PA,2021-08-23
2025,L1,GB,GZC,44951,9129,0,218.0766,122.16,1,1,1,1,1,0,NONE,0,76,VA,2021-08-24
2019,EB2,AR,PAR,176377,176377,0,90.9767,215.79,1,0,5,0,1,0,212A9,0,10,OH,2021-08-25
2018,EB2,PH,HCM,228744,27876,166409,338.1268,128.11,0,1,2,1,1,0,212A4,0,5,NY,2021-08-26
2020,TPS,NG,MUM,109357,109357,0,119.6969,21.56,0,1,2,0,1,0,NONE,0,78,MD,2021-08-27
2020,EB3,GB,ABJ,159752,58620,86300,314.147,80.38,1,1,5,0,0,0,212A9,0,38,OH,2021-08-28
2023,H1B,CO,PAR,233876,191744,0,50.8071,223.21,1,1,1,1,0,0,NONE,0,69,FL,2021-08-29
2014,U,IN,DEL,214380,173336,7105,182.4972,45.15,0,1,2,1,1,0,NONE,0,68,NY,2021-08-30
2017,EB3,PH,BLR,166337,166337,0,353.1473,126.36,0,1,1,0,0,0,NONE,0,18,PA,2021-08-31
2010,EB3,CN,GZC,236165,125695,91063,274.7874,22.2,0,1,5,0,1,0,NONE,0,9,IL,2021-09-01
2021,ASYLEE,BD,HCM,185341,25209,148464,292.4175,200.66,0,1,3,1,0,1,NONE,0,30,PA,2021-09-02
2013,U,ES,GZC,29172,29172,0,188.6076,17.43,0,0,0,0,0,0,NONE,0,13,IL,2021-09-03
2011,U,GB,HYD,159086,159086,0,57.6477,21.55,1,1,1,0,0,0,NONE,0,19,FL,2021-09-04
2016,PAROLE,MX,CHE,29371,29371,0,113.4178,183.65,1,1,0,1,0,0,NONE,0,76,MI,2021-09-05
2024,T,CO,HAN,26772,26772,0,340.2679,54.82,1,1,3,1,0,0,NONE,0,70,TN,2021-09-06
2019,F1,EG,HYD,82571,82571,0,114.348,122.26,1,1,5,0,0,0,NONE,0,48,MN,2021-09-07
2018,J1,NG,BJG,15250,15250,0,60.0281,152.28,0,0,1,1,0,0,212A4,0,71,MA,2021-09-08
2021,IR1,PH,ABJ,192430,112197,68489,119.7382,9.63,1,1,3,0,1,0,212A9,0,57,WA,2021-09-09
2018,O1,EG,MNL,221482,213738,0,305.3283,166.09,0,1,4,0,0,1,NONE,0,24,IL,2021-09-10
2013,DV,IN,GZC,94907,94907,0,81.8384,224.03,1,1,1,0,1,1,NONE,0,55,GA,2021-09-11
2024,DV,IN,GZC,189857,162692,19045,89.5285,212.8,1,1,2,1,1,1,212A4,0,59,CA,2021-09-12
2010,H1B,FR,CHE,78181,27507,14673,35.9486,116.96,1,1,2,0,0,0,NONE,1,89,MD,2021-09-13
2013,F1,MX,MNL,48034,48034,0,80.4187,61.37,1,1,4,0,0,0,212A7,0,53,WA,2021-09-14
2015,EB2,GB,BJG,125093,38217,70346,228.5588,190.93,1,1,1,0,1,0,212A5,0,33,FL,2021-09-15
2010,T,EG,MUM,97353,97353,0,15.5389,96.77,0,1,6,0,0,0,NONE,0,64,NC,2021-09-16
2013,EB3,FR,LAG,79000,79000,0,71.799,149.97,1,1,3,0,0,0,NONE,0,70,TX,2021-09-17
2019,DV,ES,GZC,190633,24103,143409,66.7391,228.51,1,1,5,0,0,0,NONE,0,11,TX,2021-09-18
2022,DV,GB,FRA,48360,48360,0,157.2792,143.5,1,1,5,0,0,0,NONE,0,79,OH,2021-09-19
2021,H1B,BD,ABJ,60225,60225,0,262.7393,206.15,1,1,6,1,0,0,NONE,0,7,MA,2021-09-20
2025,J1,DE,SHG,140171,140171,0,17.4294,79.57,0,0,6,1,0,0,212A6,0,15,FL,2021-09-21
2017,IR1,IN,MAD,49105,49105,0,203.4295,138.98,0,0,0,0,1,0,NONE,1,36,MA,2021-09-22
2022,H2A,CN,CDMX,127406,69055,44327,117.4996,27.74,0,1,6,0,0,0,212A4,0,58,CO,2021-09-23
2010,B1B2,AR,HAN,242668,58881,153997,19.9497,49.27,0,0,1,0,1,0,NONE,0,4,TN,2021-09-24
2014,H2A,EG,PAR,59783,59783,0,153.0998,81.25,1,1,1,0,0,0,212A7,1,30,NJ,2021-09-25
2017,H2A,MX,LON,143680,128438,0,53.7699,230.33,0,1,0,0,1,0,NONE,0,4,NJ,2021-09-26
2024,B1B2,JP,ROM,25254,25254,0,364.96,46.49,1,0,2,1,1,0,NONE,0,7,AZ,2021-09-27
2016,TPS,GB,FRA,236439,27315,205572,25.2601,219.84,0,1,2,0,0,0,212A9,0,86,TX,2021-09-28
2011,T,VN,HCM,18723,18723,0,20.0702,65.61,0,1,2,0,1,0,NONE,0,78,NJ,2021-09-29
2017,L1,VN,CDMX,18675,18675,0,239.1203,128.78,0,0,6,1,0,0,NONE,0,8,NY,2021-09-30
2017,DV,ES,CDMX,15697,15697,0,210.1804,181.95,1,1,2,1,1,0,NONE,0,46,OH,2021-10-01
2025,H2A,ES,GDL,90723,90723,0,330.8305,236.07,1,1,1,0,1,0,NONE,0,25,FL,2021-10-02
2025,CR1,AR,ROM,143594,143594,0,309.9206,27.68,0,1,0,0,0,0,NONE,0,15,FL,2021-10-03
2011,K1,IT,MAD,172224,16751,147620,111.1507,235.38,0,1,6,1,0,0,NONE,0,47,MN,2021-10-04
2012,EB2,DE,ROM,210713,210713,0,1.8108,94.0,1,1,6,0,0,0,NONE,0,5,MN,2021-10-05
2021,IR1,GB,MAD,203433,79767,92804,15.0109,121.42,0,0,5,0,1,0,212A7,0,72,GA,2021-10-06
2010,B1B2,IT,DEL,53201,53201,0,296.391,203.06,1,1,1,0,1,0,NONE,0,21,NY,2021-10-07
2013,K1,AR,GZC,163565,163565,0,360.3911,181.43,1,1,3,1,1,0,NONE,0,43,MN,2021-10-08
2015,EB2,BD,CHE,239628,63500,168645,255.9312,204.44,1,1,3,1,1,0,NONE,0,88,NY,2021-10-09
2023,H2B,KR,SHG,130328,45441,41965,209.6113,55.34,1,1,6,0,1,0,212A2,0,5,IL,2021-10-10
2025,B1B2,KR,BLR,155111,155111,0,83.0914,212.22,1,1,0,0,0,0,NONE,0,0,MD,2021-10-11
2025,B1B2,GB,ABJ,109145,109145,0,10.3615,227.65,0,1,5,1,1,0,212A3,0,39,PA,2021-10-12
2021,H1B,CO,PAR,110111,110111,0,135.8816,104.74,1,0,3,1,1,0,NONE,0,47,MN,2021-10-13
2012,B1B2,PH,CHE,108144,108144,0,231.5217,22.89,1,1,3,1,0,0,212A9,0,88,TN,2021-10-14
2019,CR1,AR,ROM,37817,37817,0,191.2918,112.29,1,0,4,0,0,0,212A6,0,64,GA,2021-10-15
2017,DV,BR,BJG,69288,69288,0,96.2619,94.44,0,0,5,0,0,0,NONE,0,82,IL,2021-10-16
2021,H2A,JP,MAD,12947,12947,0,38.432,146.16,1,1,3,0,0,0,NONE,0,47,NY,2021-10-17
2024,EB2,IN,LAG,119182,119182,0,101.0321,98.18,0,1,4,0,1,0,NONE,1,89,OH,2021-10-18
2015,K1,IN,MNL,191683,38955,124643,71.5122,199.38,0,1,2,1,1,0,212A1,0,18,OR,2021-10-19
2020,O1,MX,LAG,245113,49765,194603,343.2123,168.01,1,1,2,0,1,0,212A6,1,33,CO,2021-10-20
2012,EB2,BD,LAG,174757,174757,0,320.3824,18.32,0,1,3,0,1,0,212A1,0,89,TX,2021-10-21
2010,B1B2,PH,ABJ,45965,16073,29790,244.2725,167.04,1,0,2,1,1,0,212A2,0,32,MI,2021-10-22
2012,U,DE,ROM,107678,107678,0,261.6926,218.85,0,1,2,0,0,0,212A3,0,66,NY,2021-10-23
2014,H2A,IT,SHG,108817,43875,44366,140.8927,131.97,0,1,0,0,0,0,NONE,0,62,OH,2021-10-24
2015,B1B2,CN,MUM,100451,38563,26396,118.8028,155.61,1,1,0,0,0,0,212A3,0,40,WA,2021-10-25
2011,O1,IT,GDL,140990,140990,0,19.0729,192.6,0,1,2,0,0,0,212A6,0,33,AZ,2021-10-26
2017,DV,CO,DEL,9868,9868,0,94.323,223.25,1,1,0,0,0,0,NONE,0,21,CO,2021-10-27
2015,T,ET,CHE,147481,147481,0,170.4931,204.59,0,1,0,0,1,0,NONE,0,49,MN,2021-10-28
2019,ASYLEE,IN,MUM,237706,79396,137963,133.3032,192.84,1,1,0,1,1,0,NONE,0,27,NC,2021-10-29
2015,K1,BD,CDMX,3611,3611,0,294.6133,98.08,0,1,5,1,0,0,NONE,0,60,MD,2021-10-30
2011,PAROLE,DE,HCM,56264,56264,0,146.7634,223.47,0,1,3,0,0,0,NONE,0,84,NY,2021-10-31
2024,L1,KR,CDMX,114892,108374,0,124.7635,212.8,0,0,3,0,1,0,212A9,0,69,FL,2021-11-01
2012,EB2,PH,CDMX,239546,1057,212383,58.8736,60.38,1,1,2,1,1,1,212A6,0,58,AZ,2021-11-02
2020,ASYLEE,AR,ABJ,159686,159686,0,144.8937,133.71,0,1,4,1,0,0,NONE,0,90,FL,2021-11-03
2023,CR1,VN,LAG,77392,73207,0,190.4238,219.58,1,1,0,0,0,0,NONE,0,59,TN,2021-11-04
2022,O1,BD,BLR,202410,64518,112052,38.4339,156.89,1,1,2,0,1,0,212A4,0,16,FL,2021-11-05
2010,DV,CO,MNL,134285,134285,0,190.644,141.8,0,1,4,0,0,0,NONE,0,7,MA,2021-11-06
2010,U,FR,CDMX,177351,20130,127092,80.2041,121.09,0,1,2,0,0,0,212A10,0,81,WA,2021-11-07
2025,TPS,BR,BJG,75682,51206,10085,285.3042,110.43,1,1,3,0,0,0,NONE,0,17,WA,2021-11-08
2022,EB1,EG,ROM,72101,1441,67798,199.0143,158.64,1,1,3,0,0,0,NONE,0,77,NJ,2021-11-09
2017,T,PH,LON,106864,62656,6542,315.9144,214.7,0,0,2,1,1,0,NONE,0,70,CA,2021-11-10
2023,O1,AR,HCM,702,702,0,296.2745,21.42,0,0,0,1,1,0,NONE,0,80,AZ,2021-11-11
2015,J1,DE,DEL,155363,139889,15383,64.3246,36.65,0,1,0,0,0,0,212A2,0,27,AZ,2021-11-12
2025,EB2,IT,BLR,40881,11512,0,90.6547,211.7,0,1,2,1,0,0,NONE,0,33,CO,2021-11-13
2020,T,DE,ABJ,205682,116258,71890,118.2648,99.66,0,1,4,1,0,0,NONE,0,68,VA,2021-11-14
2016,F1,IN,DEL,110441,110441,0,38.2049,32.12,0,0,4,0,0,0,NONE,0,77,OH,2021-11-15
2020,T,CO,PAR,162377,92973,21648,252.825,35.55,0,1,1,1,0,0,212A9,0,87,MN,2021-11-16
2011,H2B,PH,PAR,47845,19253,3135,6.1351,120.99,1,1,1,0,0,0,NONE,0,57,GA,2021-11-17
2016,TPS,MX,FRA,220418,164916,27581,42.7552,187.82,0,1,4,0,1,0,NONE,0,79,TX,2021-11-18
2025,DV,GB,CHE,201330,201330,0,363.3353,29.58,1,1,4,0,0,1,212A6,0,34,MD,2021-11-19
2019,PAROLE,JP,PAR,203499,116813,71611,28.3954,149.63,0,1,5,1,0,0,NONE,0,59,MI,2021-11-20
2013,O1,VN,CHE,95342,95342,0,7.4255,135.17,0,1,6,0,0,0,NONE,0,43,MA,2021-11-21
2024,DV,NG,MUM,170682,35030,87437,124.4856,86.7,1,1,4,1,1,0,NONE,0,40,MD,2021-11-22
2020,EB1,ET,FRA,136395,136395,0,124.0057,28.31,0,1,4,1,1,0,NONE,0,22,NJ,2021-11-23
2024,L1,ES,SHG,203595,65038,90129,34.0658,56.76,0,1,3,1,1,0,NONE,0,28,TN,2021-11-24
2014,EB3,BD,CDMX,131874,131874,0,342.7459,25.61,1,1,6,1,0,0,212A6,0,80,OH,2021-11-25
2025,O1,EG,MNL,148284,143805,0,362.526,156.11,0,0,1,0,0,0,NONE,0,57,TX,2021-11-26
2012,O1,IT,HAN,122373,53403,34591,346.5361,155.92,0,1,5,0,1,0,NONE,0,24,TN,2021-11-27
2014,U,PK,LON,18777,18777,0,332.3362,197.13,1,1,0,0,0,0,NONE,0,44,IL,2021-11-28
2017,O1,ET,HAN,128263,128263,0,200.3463,19.67,0,1,0,1,1,0,NONE,0,26,MN,2021-11-29
2022,IR1,CN,PAR,44810,44810,0,152.6364,47.5,1,1,6,1,0,0,212A3,0,79,WA,2021-11-30
2010,IR1,IT,HCM,26359,22203,0,363.3265,184.81,1,1,3,0,0,0,212A1,0,61,CO,2021-12-01
2021,IR1,IN,GZC,90263,90263,0,257.7066,208.61,0,0,2,0,0,0,NONE,0,53,NJ,2021-12-02
2016,B1B2,MX,ABJ,177528,162783,0,218.8367,193.06,0,1,4,1,1,0,NONE,1,86,VA,2021-12-03
2017,CR1,CN,FRA,194403,194403,0,75.5068,184.17,0,1,2,1,1,1,NONE,0,77,NY,2021-12-04
2021,EB3,ET,SHG,27392,27392,0,277.0869,187.52,0,1,2,0,1,0,NONE,0,26,CA,2021-12-05
2020,CR1,KR,MNL,162907,45855,113923,319.647,61.39,0,1,5,1,1,0,NONE,0,46,TX,2021-12-06
2013,U,AR,LON,128499,26401,59014,195.4971,97.42,1,1,2,1,0,0,212A3,0,65,VA,2021-12-07
2024,U,CN,HAN,76494,76494,0,278.7372,235.4,1,0,3,1,0,0,NONE,1,44,MA,2021-12-08
2015,F1,CO,MNL,24058,24058,0,53.3373,97.53,1,0,5,0,1,0,212A9,0,67,MD,2021-12-09
2016,F1,EG,LAG,247757,52083,170138,68.5574,196.32,0,1,1,1,1,0,212A6,1,27,FL,2021-12-10
2011,IR1,DE,CDMX,48115,48115,0,333.3275,62.3,1,1,6,0,0,0,NONE,0,3,MI,2021-12-11
2024,B1B2,DE,SHG,22276,22276,0,50.6876,55.81,1,1,6,0,0,0,NONE,0,84,NC,2021-12-12
2023,J1,PK,ABJ,41030,41030,0,130.7277,140.57,0,1,0,0,1,0,NONE,0,2,TN,2021-12-13
2013,L1,FR,ROM,200305,96718,60558,45.9078,122.17,0,1,1,1,0,0,NONE,0,62,TX,2021-12-14
2019,B1B2,KR,BLR,111522,111522,0,256.9879,128.7,1,1,4,0,0,0,NONE,0,44,MN,2021-12-15
2023,CR1,CN,ABJ,211242,121235,61200,225.458,71.96,0,1,6,1,1,0,NONE,0,16,GA,2021-12-16
2017,ASYLEE,NG,LON,99677,99677,0,10.6281,123.41,1,1,3,0,1,0,NONE,0,1,GA,2021-12-17
2021,K1,CN,HYD,92721,23934,56946,349.7082,79.78,1,1,2,1,1,0,NONE,0,64,OR,2021-12-18
2021,DV,IT,HCM,179147,32512,124762,353.9983,136.15,0,0,6,1,1,0,212A5,0,50,AZ,2021-12-19
2017,EB1,DE,MAD,109409,109409,0,344.5184,30.39,0,1,5,1,0,0,212A1,0,3,MN,2021-12-20
2014,PAROLE,EG,LON,146347,12389,102659,124.0985,70.23,1,0,5,1,1,0,NONE,0,76,MN,2021-12-21
2017,H2A,PK,SHG,105464,12330,87047,206.7886,177.9,0,0,2,0,0,1,NONE,1,12,AZ,2021-12-22
2010,EB1,IN,PAR,40644,40644,0,349.9487,174.28,0,0,1,0,0,0,NONE,0,87,TX,2021-12-23
2013,PAROLE,EG,BJG,63206,63206,0,280.3988,55.24,0,1,2,0,0,0,NONE,0,26,IL,2021-12-24
2015,H2B,VN,FRA,245713,55175,187086,199.3489,153.9,0,1,2,1,1,0,NONE,0,15,VA,2021-12-25
2010,H1B,JP,HYD,51545,51545,0,171.229,19.58,1,1,3,1,1,0,NONE,0,20,PA,2021-12-26
2011,H2B,CO,GDL,219663,67427,147701,322.9491,82.91,1,1,3,1,0,0,212A10,0,86,IL,2021-12-27
2011,EB3,NG,ROM,66571,35296,0,324.4092,133.03,1,0,1,0,0,0,212A5,0,27,WA,2021-12-28
2024,T,CN,MAD,205390,200946,0,63.3093,224.24,0,0,5,1,1,0,NONE,0,68,MN,2021-12-29
2021,ASYLEE,AR,HYD,123433,13639,85242,166.8494,43.86,1,1,1,1,1,0,NONE,0,19,NC,2021-12-30
2012,CR1,DE,HYD,16154,16154,0,355.4695,7.31,0,0,0,0,0,0,NONE,0,88,NJ,2021-12-31
2022,IR1,VN,HCM,118197,373,110510,167.0196,132.02,0,0,1,0,1,0,NONE,0,77,VA,2022-01-01
2022,H1B,BD,CDMX,116078,13569,78850,45.3797,189.62,0,1,1,0,1,0,212A2,0,78,PA,2022-01-02
2016,O1,NG,CHE,104051,21201,38112,87.0398,120.73,0,1,6,1,1,0,NONE,0,41,IL,2022-01-03
2015,J1,AR,BLR,238976,107093,126220,306.5599,57.53,0,1,4,0,0,0,NONE,0,60,MD,2022-01-04
2017,F1,AR,MUM,38191,38191,0,126.72,24.5,1,1,1,1,1,0,NONE,0,1,OH,2022-01-05
2014,IR1,GB,MAD,3672,3672,0,147.6401,44.33,1,1,5,0,1,0,212A2,0,71,MD,2022-01-06
2014,H2A,DE,GZC,91383,91383,0,302.0502,159.51,0,0,3,1,0,0,NONE,0,21,FL,2022-01-07
2010,H1B,PH,HYD,36589,36589,0,305.5903,101.81,1,1,0,0,1,0,NONE,0,16,TN,2022-01-08
2016,K1,KR,CHE,34393,34393,0,346.9904,41.23,0,0,5,1,0,0,NONE,1,76,VA,2022-01-09
2017,EB1,EG,SHG,28710,28710,0,189.8705,184.64,1,1,1,1,1,0,NONE,0,49,MN,2022-01-10
2010,H1B,KR,LON,235613,9406,199832,304.2406,197.77,0,1,2,1,0,0,NONE,0,32,CA,2022-01-11
2014,ASYLEE,ES,DEL,225457,73820,133381,23.4407,34.2,0,0,0,0,1,0,NONE,0,41,GA,2022-01-12
2012,CR1,FR,GDL,213930,213930,0,106.4908,181.38,1,1,1,1,0,0,212A4,1,24,GA,2022-01-13
2020,O1,ET,HCM,131427,119549,0,117.0609,142.42,1,0,1,1,1,0,NONE,0,82,TN,2022-01-14
2023,PAROLE,PK,MAD,217618,217618,0,235.931,95.65,1,0,1,1,0,0,NONE,0,1,TN,2022-01-15
