econ_output_bea_release_quarter,econ_output_cbsa_code,econ_output_industry_naics_2,econ_output_gross_output_current_dollars,econ_output_gross_output_real_chain,econ_output_value_added_current_dollars,econ_output_value_added_real_chain,econ_output_personal_income_total,econ_output_per_capita_income,econ_output_compensation_of_employees,econ_output_proprietors_income,econ_output_rental_income_persons,econ_output_dividends_interest_rent,econ_output_transfer_receipts,econ_output_contributions_social_insurance,econ_output_price_deflator_index,econ_output_employment_full_time_equiv,econ_output_productivity_index,econ_output_data_revision_indicator,econ_output_benchmark_year
2023Q4,10175,49,218831351,246376211,94062928,105902869,128273709,33458,55234848,8464329,6158280,26378164,20807763,3783745,88.82,644934,89.49,FINAL,2012
2023Q4,10176,52,580992805,541869805,219914926,205106254,236115417,105333,122579476,37763741,9443454,47289378,39299446,17959423,107.22,770993,106.12,BENCH,2012
2020Q2,10177,44,902265541,1047684093,461415462,535782004,428205993,73209,253546332,70725392,21879440,90538347,40425708,30838279,86.12,2160625,90.63,ADV,2017
2020Q4,10178,23,662103900,510449387,372915509,287499429,433259336,71297,211195732,68682475,30290829,70441497,76972464,17426296,129.71,733308,128.55,ADV,2012
2021Q4,10179,45,285028763,243427076,119526943,102081256,101137205,41073,40417090,8142807,3701933,20589632,7318166,2040478,117.09,103689,128.32,ADV,2012
2016Q1,10180,92,329330800,270920369,233488695,192076913,234751832,110397,89649276,30702492,7772413,32531996,27848335,15074625,121.56,2195148,117.85,FINAL,2017
2024Q1,10181,72,660503646,661164811,257229591,257487078,239385310,30194,119826256,27502227,9952819,38599639,42019273,12493099,99.9,1004708,126.04,BENCH,2017
2025Q4,10182,72,458657124,389055157,276330899,234397234,262989759,56243,132014043,14148385,11045161,56113918,35261000,5504367,117.89,659792,126.23,BENCH,2017
2018Q1,10183,55,163258429,181277403,112532579,124952897,128089941,62919,68841211,19410616,9957095,18690332,7604973,8777190,90.06,1038398,107.96,3RD,2022
2021Q3,10184,55,985316832,1002254940,554712104,564247893,595320523,94351,223717704,46392638,22661097,67090284,114105891,41272250,98.31,804618,78.51,FINAL,2012
2017Q3,10185,23,532348564,417692086,357458674,280469732,463319063,65823,286345278,35877394,35390475,48304539,61812932,10049306,127.45,458457,83.58,ADV,2017
2021Q1,10186,22,237392920,229165865,158919594,153412100,173519043,38470,74524810,16400481,9300574,17248140,29234835,12669953,103.59,744351,112.47,2ND,2022
2025Q1,10187,21,545493997,577792604,264540782,280204197,277284029,108038,168447797,22354127,7571028,33364707,26871277,5574932,94.41,250531,96.85,3RD,2012
2018Q3,10188,48,1468120063,1525953709,1003033714,1042546216,1106588752,70321,412053676,155209409,62742231,144281843,192763644,59578318,96.21,971056,113.07,FINAL,2017
2020Q2,10189,92,450886361,384059933,268327858,228558652,321578432,47879,190054110,46204166,14888234,38537267,44402563,9290465,117.4,2023689,132.09,ADV,2022
2019Q4,10190,45,447515013,391698042,326512945,285788136,365394173,48217,152222411,29609328,31656663,43372301,69412882,13958531,114.25,568538,129.84,BENCH,2017
2016Q1,10191,45,352003517,389945183,165766813,183634444,135717286,53476,67705698,16181695,6767373,17674476,20085863,9241092,90.27,665881,83.71,FINAL,2017
2019Q2,10192,53,670483185,522305200,242610015,188992767,265633635,56427,126991473,22968188,11431813,21810532,31143341,13036692,128.37,875191,139.63,FINAL,2022
2023Q4,10193,48,550137409,422662422,359273887,276024806,288270528,47871,106374421,22622543,17335183,25925431,45976498,8627791,130.16,1086575,115.8,2ND,2022
2023Q1,10194,45,728079974,792080041,289378306,314815389,361430570,77897,142282582,49273200,32626446,55762965,51877130,28211620,91.92,1212915,132.17,2ND,2022
2018Q1,10195,81,337516190,329573469,218420915,213280847,211167581,48437,92436380,25000208,4976397,28254224,32280680,9968027,102.41,2109480,119.79,FINAL,2022
2021Q2,10196,92,698505622,577420536,296478001,245083906,252972519,69939,146330709,36745017,5835773,53045623,16301862,20224797,120.97,267907,80.8,ADV,2012
2017Q4,10197,33,269208631,250916797,163235017,152143738,170126273,63615,98498591,10579993,5549150,33876176,13169143,10267234,107.29,1405881,81.61,FINAL,2022
2023Q1,10198,22,621865693,604516081,307350603,298775739,387195971,75120,231789480,59684911,21846913,64770889,70625415,17113314,102.87,696710,79.03,ADV,2017
2021Q4,10199,61,326538994,246425926,226501490,170931620,185801110,32510,82131593,32632975,9189600,25621513,25045523,7043945,132.51,1690110,98.15,3RD,2012
2025Q4,10200,53,494569068,489866351,215301721,213254478,205166448,57520,125774670,34811438,6440768,21501034,39438511,14463184,100.96,358460,126.26,BENCH,2022
2017Q4,10201,53,222552442,177389161,90593985,72209457,106331260,108367,64799511,9846970,3095550,20683236,16231887,2989940,125.46,43621,88.53,3RD,2017
2018Q2,10202,51,509513873,493762838,238400472,231030596,219583544,102129,107999567,25357934,8504014,35774095,25910105,10920449,103.19,1365959,129.1,ADV,2012
2024Q4,10203,61,480391230,434782541,316524778,286473688,326926689,88480,197586985,47198113,16810986,27244773,33856643,16391336,110.49,735081,127.08,BENCH,2012
2021Q3,10204,81,225937376,169877726,122772884,92310439,145521418,58890,70969347,12115932,8353760,21260640,16056019,6378824,133.0,859154,84.38,BENCH,2022
2016Q1,10205,11,1152965149,986536450,443797976,379736439,482785763,73253,257207876,49640886,19427797,43611153,24799570,14417161,116.87,1248339,99.82,3RD,2017
2025Q4,10206,42,662263563,651705927,278668908,274226440,325229805,42860,165618796,58060802,31059940,28955236,27814146,16958049,101.62,635675,82.76,3RD,2017
2019Q1,10207,33,281365891,285245226,107569527,109052643,121661994,92077,60228547,9855501,6608601,15232622,7916150,9326702,98.64,1901617,83.67,3RD,2017
2019Q3,10208,33,293164269,267193100,163018858,148577158,206558251,64244,119062528,35530522,15178284,39606698,39070410,5731410,109.72,1353680,97.61,BENCH,2017
2019Q3,10209,42,428370589,369699309,237003967,204542994,283256894,104251,164166543,32609322,18556602,24851134,32106548,22433898,115.87,1546131,78.74,2ND,2012
2017Q3,10210,52,365289115,320992192,167674753,147341611,221151401,111872,90482783,21236901,20511268,37005727,35500248,10224812,113.8,1607776,82.74,BENCH,2017
2023Q3,10211,11,463143814,506666463,169690447,185636634,171802636,95939,101082730,14000391,6793946,34575308,33645638,6327836,91.41,1830632,101.46,BENCH,2022
2022Q1,10212,21,164117974,154945217,104989029,99121062,114972985,39908,69903963,14723538,6204884,20164764,22724528,6236947,105.92,1340763,133.19,2ND,2022
2019Q4,10213,22,1130781869,952879303,434486101,366129688,367670640,96740,129430639,44466506,28774013,66865577,51509883,21946379,118.67,915194,139.97,ADV,2017
2017Q2,10214,49,338925378,290300110,194205182,166342768,166799410,81230,85500130,10398002,9595800,21824777,19992305,4968151,116.75,1530716,115.22,ADV,2017
2023Q4,10215,23,889387429,864826360,542402111,527423290,597864413,67876,246646846,60847482,35426281,116347953,107042455,29423695,102.84,494673,81.42,2ND,2022
2018Q4,10216,61,446070929,396683796,322067953,286409918,342724668,33168,201185397,44369880,30139915,54853339,30992637,27126015,112.45,887010,118.97,3RD,2012
2022Q1,10217,31,1649777791,1782194870,1221432998,1319469588,1652967413,37057,654411664,224115317,152601120,338603999,167093734,95222534,92.57,643415,97.16,2ND,2017
2021Q4,10218,56,745430784,821864150,440586135,485762001,443540743,84634,265623690,25208346,43793092,82827633,51070441,29886000,90.7,1795917,131.25,2ND,2022
2025Q3,10219,81,825255759,868690273,369480953,388927319,389112590,113990,175156802,54095522,24726077,65996882,30367427,8281128,95.0,1503218,108.52,3RD,2012
2024Q1,10220,33,882150553,887654008,661291736,665417323,651503669,87276,351992847,52324495,45679607,133688725,99182032,37894853,99.38,375470,83.02,FINAL,2022
2025Q2,10221,52,505848678,412836593,291656724,238028829,382686436,41188,183592054,41487562,37817855,31759564,35621828,7953947,122.53,71613,114.68,FINAL,2012
2020Q1,10222,53,523138631,455655980,217433985,189385929,230652813,104978,116530951,14393512,13119028,38220315,25726256,10450294,114.81,2169264,125.37,BENCH,2022
2023Q1,10223,81,455668041,534696129,317386236,372431631,380288059,65763,219201779,66214638,32056139,80857716,54703450,13077612,85.22,1090398,136.38,ADV,2017
2024Q2,10224,92,581297260,519897379,317305262,283789699,255916487,96069,121348983,33063014,7220561,34343060,13603897,8750350,111.81,1592465,129.19,BENCH,2017
2021Q1,10225,11,503898795,485545187,339346032,326985963,472133891,56885,175882265,80881778,40714243,69057084,81302026,10732583,103.78,1183613,103.99,3RD,2017
2025Q3,10226,54,581459124,564030579,255947628,248275903,317633612,104349,153521385,23365475,20978950,43854004,22544424,24877642,103.09,328697,125.72,BENCH,2017
2018Q4,10227,49,326247664,261060786,231321445,185101580,226990592,69259,137802767,14119820,12724764,20142309,14990410,6153205,124.97,878150,122.9,2ND,2022
2020Q1,10228,81,393937595,357962376,215817552,196108634,254337409,43028,152301327,38043215,25270019,38394714,14884919,14385126,110.05,338000,97.38,3RD,2017
2019Q2,10229,21,640130776,684558631,355384775,380050021,423027557,79162,239992475,74428566,11812870,57233039,64996076,18107916,93.51,733971,86.32,BENCH,2012
2019Q4,10230,44,490284540,510606686,290064791,302087889,258532811,32577,91463145,20030104,13777701,27926345,34782926,15905264,96.02,1099558,130.19,3RD,2017
2017Q3,10231,45,618200140,614513062,373645130,371416630,305613800,108493,150275370,31657767,12787166,38263293,16560514,9625043,100.6,336928,144.37,BENCH,2017
2023Q4,10232,92,678561361,665647794,254592740,249747636,346393968,44210,199010577,19228190,33233756,46496197,69204904,12776396,101.94,709454,99.26,BENCH,2012
2024Q3,10233,33,756335562,720456813,320325274,305129809,416910244,108798,255472852,43138046,15036805,74847198,46409442,18597024,104.98,240424,98.58,ADV,2017
2021Q3,10234,11,621082515,481720713,417304369,323667392,545504259,65759,246516681,45206459,45131974,96107962,34984719,20521147,128.93,940452,96.27,BENCH,2017
2023Q3,10235,11,431969006,424623028,169751788,166865023,195175206,97778,111362347,22262673,10530619,37565866,37998845,12970426,101.73,813182,78.28,ADV,2012
2023Q1,10236,11,314780582,276876227,138988195,122251909,174604645,51795,63718472,8982108,6790188,17830952,29872085,9779417,113.69,485263,107.39,ADV,2017
2023Q3,10237,22,865595801,1016315370,480243615,563864759,408317513,77297,143962987,26551941,18280419,32675848,61509157,13859351,85.17,1744685,105.18,BENCH,2017
2021Q4,10238,33,343144566,365241688,228436042,243146399,197744445,32071,91826785,11279256,16623849,37668288,31406430,6890559,93.95,2126473,101.09,BENCH,2012
2016Q1,10239,44,485193490,393251329,203241402,164727996,278767670,31132,165984537,48237222,17876423,50365117,28160634,12657051,123.38,92382,134.45,FINAL,2022
2016Q2,10240,31,1089363409,1019907695,662781873,620524177,879416978,61740,378476403,149320711,23642662,191613564,97153151,29789436,106.81,1964016,143.55,2ND,2012
2024Q1,10241,62,326359056,323351883,159003100,157537997,200017226,101200,92739584,24165934,16307829,23174945,19655113,8701562,100.93,2103148,81.43,ADV,2017
2017Q3,10242,72,423374867,424606225,206003027,206602173,255309735,92193,90449751,18552270,7370511,32472405,48231515,9101254,99.71,1552405,144.55,FINAL,2017
2016Q2,10243,44,514778133,475326069,199693124,184388849,185592728,60003,77027813,20179481,14796276,30800581,14122122,6714770,108.3,1036877,125.63,ADV,2022
2020Q3,10244,81,198588536,233194617,118238144,138842349,124097652,82819,68821143,15228039,9997808,24185694,10754031,5136057,85.16,1164665,93.39,FINAL,2022
2021Q2,10245,48,284291929,282343757,180437944,179201454,200702996,72864,121242981,15413708,14332968,20821098,35733050,13716664,100.69,1454079,138.43,BENCH,2012
2020Q1,10246,52,907026682,684238595,385005821,290438911,465745083,76358,200313455,32341747,10860668,38613810,83697444,24970560,132.56,29578,115.46,3RD,2022
2021Q4,10247,48,608220571,661181184,286418931,311358768,268650785,106407,110232164,33919390,7542362,26088766,39861030,20924515,91.99,1379714,127.08,ADV,2017
2016Q1,10248,11,733076877,857399856,488928013,571845629,467763713,87205,235870175,71317871,41979739,53520417,54120820,20894495,85.5,482655,92.2,BENCH,2022
2023Q4,10249,22,551363122,647595868,410579881,482240875,401523276,93184,146747926,48365176,26119482,82146492,57369320,17755176,85.14,1609185,78.31,ADV,2012
2017Q3,10250,92,182741037,151451216,67649443,56066172,78309473,79826,38707870,13142896,6665827,7957468,5839624,5755308,120.66,4619,115.24,BENCH,2017
2018Q3,10251,71,291551132,257077094,159813327,140916433,169555677,51221,70343130,22925109,11292519,16663094,30062189,11003345,113.41,118004,86.46,ADV,2017
2018Q1,10252,11,159395825,118298816,86898088,64493163,88965169,66635,53830679,12957117,3831656,12447805,7342407,3104685,134.74,1807983,132.56,3RD,2012
2023Q3,10253,92,668709839,658243763,390917295,384798991,439789105,69217,171638687,72564286,29932673,88649522,48915212,32747676,101.59,1790205,80.59,3RD,2017
2023Q4,10254,53,1881113626,2030124785,963379100,1039692532,1120051334,44116,449491772,103895998,33489969,148675162,116160413,80557702,92.66,1127518,133.01,ADV,2017
2019Q3,10255,23,221584077,197525474,91274674,81364480,95116378,56808,35582122,13472946,5558494,13245454,10628400,2236293,112.18,1105969,88.6,ADV,2012
2022Q4,10256,49,828866243,878501582,424344869,449756088,556622216,30067,249220673,51072339,19973964,108992966,101415912,29970206,94.35,1985757,129.57,2ND,2017
2017Q2,10257,72,836500658,697490751,428147332,356997692,539093015,44925,332635627,41052913,15104437,77717790,79542908,17991759,119.93,758128,81.66,2ND,2017
2024Q3,10258,92,532644526,568578700,318746913,340250761,423701752,98143,213829477,33602587,24455690,84428603,29258882,28659626,93.68,1149104,80.41,3RD,2022
2020Q4,10259,11,244504474,238517680,160602437,156670020,215479090,54743,97247689,30186542,11243170,17629990,33969901,9622726,102.51,2194290,136.26,2ND,2017
2017Q1,10260,55,314551011,281200618,228161601,203970679,297781263,57668,155814477,34888892,24894425,34687984,54242111,8382552,111.86,1591786,134.89,3RD,2012
2022Q3,10261,81,176704938,145054127,127433028,104607641,128455621,82931,52675399,7576676,2850361,11512371,22921093,8581230,121.82,421284,131.58,BENCH,2022
2021Q4,10262,53,455642279,365948341,163645462,131431581,133631272,77908,66607021,9239349,10802156,20450946,11635663,5993038,124.51,1541109,106.78,2ND,2012
2025Q2,10263,44,540907468,527611654,208776373,203644531,174999731,47244,74219387,23378616,3869979,19178379,27497640,5317563,102.52,1081479,114.89,ADV,2022
2016Q2,10264,71,731804726,663046775,425291789,385332780,422805896,97835,193223295,52625310,37138980,52794986,34433841,19738950,110.37,1254413,76.74,3RD,2022
2019Q3,10265,53,438078450,386108276,218889404,192922091,180092695,63422,72986802,27733716,10308400,37341928,17541741,6570224,113.46,223763,103.67,3RD,2022
2017Q4,10266,49,317537819,311800686,151135350,148404703,167378310,47587,95781403,11350224,12830053,16557389,23379124,11480155,101.84,907602,77.21,2ND,2017
2019Q2,10267,55,343583900,283251360,180759068,149018193,153729299,98586,61367643,13873164,7254285,12919768,21762548,9952639,121.3,1970005,138.71,BENCH,2022
2023Q1,10268,45,454262549,504343898,313175978,347702873,307356501,87740,119474714,26109080,14379263,45163324,52475107,15572251,90.07,2117852,123.99,ADV,2012
2023Q1,10269,51,564073424,510335134,259193168,234500288,343247423,107393,176894566,18164143,27727110,31696043,55993707,14882825,110.53,347273,107.02,BENCH,2017
2023Q4,10270,48,972601582,910249492,654863678,612881308,623215715,110098,247948836,45288565,17126674,130913602,39664325,34377049,106.85,346734,83.95,3RD,2017
2021Q1,10271,42,1349828850,1400092158,629790522,653241906,655613963,64437,246663102,60744609,41975794,129877658,112894119,23042257,96.41,786501,117.34,ADV,2012
2019Q2,10272,52,483241581,498444127,195608416,201762162,258937419,43493,135088770,28197316,13338312,41365032,31374671,12642395,96.95,1009936,94.78,FINAL,2012
2022Q4,10273,42,283033953,273859655,135786257,131384864,168592354,79822,74139110,17090217,8040882,34620323,18959206,6247316,103.35,422458,124.95,2ND,2022
2019Q2,10274,61,896681974,701244994,600953123,469971943,806339766,68529,495614885,109693158,74271471,166065501,41208941,51020538,127.87,1861784,139.02,BENCH,2017
2021Q3,10275,22,1742322536,1907095595,814762702,891815567,1079861494,83401,620267383,181515977,40814301,195988690,104644881,45610845,91.36,593963,77.9,BENCH,2012
2017Q3,10276,61,332824239,282701299,164378623,139623395,147379909,108223,78070875,17689533,14318318,18968357,21089247,10691245,117.73,1210928,109.59,2ND,2012
2021Q3,10277,52,378328174,354140386,169183580,158367107,188041969,43662,85133562,16711963,8255723,32956490,24196202,4007014,106.83,891111,103.68,ADV,2017
2025Q4,10278,61,456833521,388463878,233102846,198216706,322507698,58863,113962379,57886603,23441271,60288064,28100763,24790128,117.6,1779518,96.85,3RD,2012
2017Q4,10279,23,490577039,496033406,273774774,276819792,235613972,29397,110530522,32998597,9626189,20195442,12693899,8878160,98.9,1966125,142.38,3RD,2022
2019Q4,10280,49,345945707,273302028,212333070,167746145,200531254,72060,124142209,32988915,14208371,18033316,16058099,4082586,126.58,825741,96.2,FINAL,2017
2025Q3,10281,44,242533077,268913490,142193850,157660328,155814723,106541,89549379,24719712,10765123,20926726,30715417,9120738,90.19,2178496,84.87,3RD,2017
2017Q3,10282,81,658956803,528815346,297009464,238351227,237900108,71953,138881409,17001355,6390155,20441712,47036558,9308034,124.61,947124,104.13,2ND,2017
2021Q3,10283,21,453457350,495257045,252577666,275860273,255312813,112427,136701350,22266800,20296441,29757478,34683274,11466186,91.56,2049233,143.35,2ND,2017
