gov_fedspend_obligation_date,gov_fedspend_program_cfda_number,gov_fedspend_awarding_agency_code,gov_fedspend_funding_subagency_code,gov_fedspend_recipient_uei_hash,gov_fedspend_recipient_type_code,gov_fedspend_award_amount_usd,gov_fedspend_award_type_code,gov_fedspend_assistance_listing_title,gov_fedspend_place_of_performance_geoid,gov_fedspend_primary_purpose_code,gov_fedspend_covid_relief_flag,gov_fedspend_infrastructure_act_flag,gov_fedspend_competition_indicator,gov_fedspend_matching_requirement_flag,gov_fedspend_period_of_performance_days,gov_fedspend_outlay_estimate_usd,gov_fedspend_deobligation_amount_usd,gov_fedspend_reporting_period_quarter,gov_fedspend_data_source_system
2015-04-24,11.714,AG06,SUBE,UEI000000000114,STATE_GOV,19000186.75,COOP_AGREEMENT,HOUSING_SUPPORT,6930021432,HEALTH,1,0,FORMULA,0,1208,12432516.63,307593.32,Q1,SYSTEM_D
2015-04-25,35.280,AG03,SUBD,UEI000000000115,UNIVERSITY,223117970.57,GRANT,BROADBAND_ACCESS,5962629704,TRANSPORT,0,1,SOLE_SOURCE,0,1343,163789478.25,19378420.68,Q2,SYSTEM_A
2015-04-26,22.145,AG05,SUBD,UEI000000000116,LOCAL_GOV,80484212.98,GRANT,PUBLIC_SAFETY,4342445707,HOUSING,0,0,FULL_AND_OPEN,1,928,79753341.51,9281550.43,Q1,SYSTEM_A
2015-04-27,87.936,AG02,SUBB,UEI000000000117,LOCAL_GOV,80167727.79,GRANT,SMALL_BUSINESS_SUPPORT,8818819692,TRANSPORT,0,0,FULL_AND_OPEN,0,203,68473647.55,1391384.93,Q4,SYSTEM_B
2015-04-28,07.735,AG03,SUBE,UEI000000000118,FOR_PROFIT,189334001.3,GRANT,TRANSPORT_IMPROVEMENTS,2968245354,OTHER,0,0,FULL_AND_OPEN,0,3177,102952018.02,18479417.2,Q1,SYSTEM_C
2015-04-29,38.616,AG07,SUBE,UEI000000000119,UNIVERSITY,29232773.1,CONTRACT,DISASTER_RELIEF,4141412092,EDU,0,0,LIMITED,0,3608,13338508.86,2648830.07,Q2,SYSTEM_A
2015-04-30,50.641,AG06,SUBF,UEI000000000120,LOCAL_GOV,123844209.04,GRANT,WORKFORCE_TRAINING,9989087596,OTHER,0,0,LIMITED,1,1954,96624960.83,13509144.24,Q2,SYSTEM_D
2015-05-01,26.187,AG04,SUBE,UEI000000000121,STATE_GOV,195889492.8,OTHER,SMALL_BUSINESS_SUPPORT,1819171702,HEALTH,0,1,FORMULA,1,2213,180140389.19,5579816.49,Q4,SYSTEM_C
2015-05-02,71.087,AG05,SUBC,UEI000000000122,STATE_GOV,101197634.19,GRANT,HOUSING_SUPPORT,7118957568,HOUSING,0,0,FULL_AND_OPEN,0,912,46378905.9,6926982.46,Q2,SYSTEM_C
2015-05-03,72.416,AG06,SUBE,UEI000000000123,LOCAL_GOV,113104518.59,CONTRACT,RESEARCH_INFRASTRUCTURE,4254065971,ENV,1,0,OTHER,0,816,52173802.6,2820647.33,Q4,SYSTEM_B
2015-05-04,52.311,AG08,SUBF,UEI000000000124,FOR_PROFIT,28651103.5,GRANT,CLIMATE_RESILIENCE,3323896858,SCI_TECH,0,1,FORMULA,1,3608,14229906.33,2300297.44,Q3,SYSTEM_A
2015-05-05,33.306,AG05,SUBA,UEI000000000125,UNIVERSITY,212548965.63,LOAN,BROADBAND_ACCESS,3755071090,ENERGY,0,0,OTHER,0,751,99133611.63,909472.64,Q3,SYSTEM_C
2015-05-06,47.176,AG03,SUBF,UEI000000000126,FOR_PROFIT,176918790.8,CONTRACT,SMALL_BUSINESS_SUPPORT,3496559466,HOUSING,0,1,FULL_AND_OPEN,0,212,79730374.36,11565223.32,Q1,SYSTEM_D
2015-05-07,02.910,AG07,SUBF,UEI000000000127,NONPROFIT,219778829.23,GRANT,RESEARCH_INFRASTRUCTURE,4131082888,SCI_TECH,0,1,SOLE_SOURCE,1,2444,140752236.08,19348981.49,Q3,SYSTEM_C
2015-05-08,07.618,AG03,SUBF,UEI000000000128,LOCAL_GOV,160201468.47,GRANT,SMALL_BUSINESS_SUPPORT,9775793449,OTHER,0,1,FORMULA,1,1940,108753985.78,18945759.31,Q2,SYSTEM_B
2015-05-09,99.156,AG03,SUBC,UEI000000000129,LOCAL_GOV,117757448.97,GRANT,HOUSING_SUPPORT,9191485218,SAFETY,0,1,LIMITED,0,3308,113283592.06,353428.72,Q3,SYSTEM_C
2015-05-10,74.016,AG03,SUBD,UEI000000000130,LOCAL_GOV,104810021.09,CONTRACT,CLIMATE_RESILIENCE,7336950721,HEALTH,0,0,FORMULA,0,256,70990391.5,306513.05,Q2,SYSTEM_C
2015-05-11,10.533,AG02,SUBF,UEI000000000131,STATE_GOV,66542985.8,COOP_AGREEMENT,CLIMATE_RESILIENCE,6382354851,HOUSING,1,0,FULL_AND_OPEN,0,1014,31858573.63,3875349.62,Q2,SYSTEM_C
2015-05-12,21.543,AG03,SUBE,UEI000000000132,LOCAL_GOV,101724353.66,GRANT,SMALL_BUSINESS_SUPPORT,5560894343,HOUSING,0,0,FORMULA,1,2108,83179490.34,7754942.96,Q3,SYSTEM_D
2015-05-13,79.754,AG02,SUBB,UEI000000000133,NONPROFIT,113764322.9,CONTRACT,CLIMATE_RESILIENCE,3976233435,ENERGY,0,1,SOLE_SOURCE,1,1472,45142234.52,3277787.16,Q2,SYSTEM_A
2015-05-14,18.787,AG01,SUBD,UEI000000000134,UNIVERSITY,175559273.94,OTHER,COMMUNITY_HEALTH,6004329208,SAFETY,0,0,LIMITED,0,2156,117881992.79,12587911.94,Q3,SYSTEM_C
2015-05-15,68.360,AG03,SUBF,UEI000000000135,NONPROFIT,10192261.08,GRANT,BROADBAND_ACCESS,6669855122,TRANSPORT,0,0,SOLE_SOURCE,0,1744,8810362.37,638537.58,Q2,SYSTEM_B
2015-05-16,64.317,AG05,SUBE,UEI000000000136,LOCAL_GOV,104638332.51,COOP_AGREEMENT,RESEARCH_INFRASTRUCTURE,5226210435,ENERGY,0,0,FORMULA,1,3335,90691129.14,1224626.95,Q3,SYSTEM_D
2015-05-17,49.416,AG05,SUBE,UEI000000000137,LOCAL_GOV,37504928.17,GRANT,ED_INNOVATION,5918848369,SCI_TECH,1,0,FORMULA,1,3601,15840338.18,1232175.41,Q3,SYSTEM_A
2015-05-18,32.501,AG07,SUBA,UEI000000000138,UNIVERSITY,239899296.85,GRANT,ED_INNOVATION,6290047164,EDU,0,0,LIMITED,0,611,84712862.39,137031.49,Q2,SYSTEM_A
2015-05-19,56.268,AG04,SUBF,UEI000000000139,TRIBAL_GOV,24365746.75,GRANT,BROADBAND_ACCESS,1880673824,EDU,0,0,FULL_AND_OPEN,0,2806,13177714.91,2150945.54,Q3,SYSTEM_C
2015-05-20,55.398,AG02,SUBA,UEI000000000140,LOCAL_GOV,100980602.93,LOAN,RESEARCH_INFRASTRUCTURE,9891312075,ENERGY,0,0,FULL_AND_OPEN,0,2347,39498540.71,11270604.33,Q4,SYSTEM_A
2015-05-21,17.673,AG08,SUBF,UEI000000000141,LOCAL_GOV,190459115.74,GRANT,HOUSING_SUPPORT,2419677106,EDU,0,1,FORMULA,0,1678,150001444.42,2606923.84,Q2,SYSTEM_B
2015-05-22,60.773,AG03,SUBD,UEI000000000142,NONPROFIT,42373809.99,COOP_AGREEMENT,ED_INNOVATION,9675269263,SCI_TECH,0,0,LIMITED,0,504,29475506.91,1321277.04,Q3,SYSTEM_B
2015-05-23,35.286,AG03,SUBF,UEI000000000143,LOCAL_GOV,199281536.17,GRANT,COMMUNITY_HEALTH,6093701841,OTHER,0,0,FORMULA,0,318,142030006.82,7874570.27,Q1,SYSTEM_D
2015-05-24,11.549,AG06,SUBD,UEI000000000144,NONPROFIT,12067971.91,GRANT,CLIMATE_RESILIENCE,5641631387,OTHER,0,0,LIMITED,0,2037,10594829.51,1437676.75,Q2,SYSTEM_A
2015-05-25,25.979,AG01,SUBE,UEI000000000145,UNIVERSITY,242222032.92,CONTRACT,BROADBAND_ACCESS,1244960495,ENERGY,0,0,SOLE_SOURCE,0,2915,100880944.76,329846.81,Q4,SYSTEM_D
2015-05-26,14.840,AG06,SUBC,UEI000000000146,NONPROFIT,220177494.91,GRANT,DISASTER_RELIEF,7297782731,TRANSPORT,1,0,FULL_AND_OPEN,0,3273,134810263.87,23073092.28,Q3,SYSTEM_A
2015-05-27,51.534,AG07,SUBF,UEI000000000147,NONPROFIT,237427800.46,CONTRACT,DISASTER_RELIEF,9642483196,HEALTH,0,0,FORMULA,0,3553,173377064.71,22163205.67,Q3,SYSTEM_C
2015-05-28,48.853,AG01,SUBE,UEI000000000148,FOR_PROFIT,172544454.67,GRANT,TRANSPORT_IMPROVEMENTS,3077118995,TRANSPORT,0,0,LIMITED,1,1535,111122718.12,7662780.23,Q3,SYSTEM_B
2015-05-29,90.756,AG08,SUBC,UEI000000000149,STATE_GOV,123982223.07,GRANT,PUBLIC_SAFETY,9805011773,ENV,0,0,LIMITED,1,2096,114391984.06,11770310.97,Q3,SYSTEM_C
2015-05-30,44.927,AG02,SUBD,UEI000000000150,STATE_GOV,126156724.97,DIRECT_PAYMENT,CLIMATE_RESILIENCE,8522757669,ENV,0,1,OTHER,1,1349,58991582.9,2194288.19,Q3,SYSTEM_C
2015-05-31,10.259,AG04,SUBC,UEI000000000151,LOCAL_GOV,187344463.14,LOAN,BROADBAND_ACCESS,5748975634,SAFETY,0,1,LIMITED,1,2665,99764939.66,11381577.6,Q1,SYSTEM_B
2015-06-01,16.290,AG02,SUBF,UEI000000000152,LOCAL_GOV,223035721.33,LOAN,TRANSPORT_IMPROVEMENTS,1535598938,ENV,0,0,LIMITED,1,3318,206086067.36,23893595.48,Q1,SYSTEM_A
2015-06-02,87.937,AG08,SUBD,UEI000000000153,NONPROFIT,217632450.96,LOAN,CLIMATE_RESILIENCE,3127806942,ENV,0,0,FULL_AND_OPEN,1,3192,140923758.37,20683770.97,Q2,SYSTEM_B
2015-06-03,76.373,AG06,SUBF,UEI000000000154,NONPROFIT,242654470.58,GRANT,HOUSING_SUPPORT,3574404019,HOUSING,0,1,LIMITED,0,1575,86646706.27,14134812.92,Q2,SYSTEM_C
2015-06-04,92.996,AG08,SUBF,UEI000000000155,UNIVERSITY,50863061.61,OTHER,RESEARCH_INFRASTRUCTURE,3449997414,ENERGY,0,0,FORMULA,1,782,52811896.88,5078046.64,Q4,SYSTEM_D
2015-06-05,25.529,AG08,SUBA,UEI000000000156,LOCAL_GOV,43672092.4,COOP_AGREEMENT,BROADBAND_ACCESS,7605830575,TRANSPORT,0,0,FULL_AND_OPEN,1,2501,39898821.83,2023743.1,Q1,SYSTEM_A
2015-06-06,39.044,AG06,SUBE,UEI000000000157,FOR_PROFIT,167690525.66,GRANT,HOUSING_SUPPORT,7291354925,ENV,0,0,OTHER,0,992,104585124.66,18589464.39,Q3,SYSTEM_A
2015-06-07,91.452,AG03,SUBF,UEI000000000158,TRIBAL_GOV,140517774.81,LOAN,ED_INNOVATION,8684041229,HOUSING,0,1,LIMITED,1,269,119675029.04,306951.47,Q2,SYSTEM_D
2015-06-08,77.627,AG05,SUBE,UEI000000000159,INDIVIDUAL,31329214.11,GRANT,CLIMATE_RESILIENCE,3913181266,TRANSPORT,1,0,FULL_AND_OPEN,1,2637,32287741.47,3202878.34,Q3,SYSTEM_A
2015-06-09,90.789,AG03,SUBD,UEI000000000160,STATE_GOV,211756162.56,DIRECT_PAYMENT,WORKFORCE_TRAINING,1018928547,OTHER,0,0,LIMITED,0,3338,191645613.98,18838292.82,Q1,SYSTEM_A
2015-06-10,34.548,AG08,SUBF,UEI000000000161,NONPROFIT,181517698.82,GRANT,CLIMATE_RESILIENCE,4977651805,HOUSING,0,0,FULL_AND_OPEN,0,53,140618040.4,901672.11,Q4,SYSTEM_A
2015-06-11,05.773,AG02,SUBD,UEI000000000162,STATE_GOV,95614128.43,GRANT,DISASTER_RELIEF,4442655215,SCI_TECH,0,1,FORMULA,0,1812,61041159.23,10815435.26,Q3,SYSTEM_A
2015-06-12,87.284,AG03,SUBD,UEI000000000163,TRIBAL_GOV,172375441.41,GRANT,ED_INNOVATION,7694245350,ENERGY,1,0,OTHER,0,3237,133055646.99,2068914.57,Q2,SYSTEM_A
2015-06-13,16.037,AG06,SUBC,UEI000000000164,NONPROFIT,100072120.63,DIRECT_PAYMENT,ED_INNOVATION,9255932280,ENERGY,0,0,FORMULA,1,2254,94871963.55,4566896.17,Q4,SYSTEM_C
2015-06-14,22.313,AG08,SUBA,UEI000000000165,NONPROFIT,248116908.11,GRANT,HOUSING_SUPPORT,4135023161,ENV,0,0,SOLE_SOURCE,0,1576,161405287.29,21479579.62,Q2,SYSTEM_B
2015-06-15,35.644,AG03,SUBF,UEI000000000166,LOCAL_GOV,187906333.33,LOAN,COMMUNITY_HEALTH,2639760560,HOUSING,0,0,LIMITED,0,1995,154277590.63,21759587.7,Q2,SYSTEM_B
2015-06-16,45.400,AG02,SUBF,UEI000000000167,LOCAL_GOV,39022565.58,CONTRACT,WORKFORCE_TRAINING,1736520189,SAFETY,0,0,FULL_AND_OPEN,0,72,15086570.65,2164621.72,Q2,SYSTEM_B
2015-06-17,08.368,AG01,SUBA,UEI000000000168,LOCAL_GOV,203663625.84,CONTRACT,RESEARCH_INFRASTRUCTURE,9887485306,TRANSPORT,0,0,FULL_AND_OPEN,0,515,95562200.69,22975056.42,Q3,SYSTEM_B
2015-06-18,17.216,AG05,SUBE,UEI000000000169,UNIVERSITY,232862424.59,LOAN,COMMUNITY_HEALTH,5987029463,ENV,1,0,FULL_AND_OPEN,0,3233,99508531.62,21853619.39,Q1,SYSTEM_A
2015-06-19,83.343,AG01,SUBC,UEI000000000170,LOCAL_GOV,112752013.14,GRANT,WORKFORCE_TRAINING,7067553267,SAFETY,0,0,LIMITED,0,2301,71827274.36,5634425.36,Q2,SYSTEM_A
2015-06-20,93.334,AG03,SUBE,UEI000000000171,TRIBAL_GOV,6401102.22,GRANT,BROADBAND_ACCESS,3685949429,OTHER,0,1,LIMITED,1,2574,4650942.48,691598.2,Q2,SYSTEM_D
2015-06-21,17.395,AG06,SUBA,UEI000000000172,FOR_PROFIT,222505691.07,GRANT,PUBLIC_SAFETY,2824649531,SAFETY,0,0,OTHER,0,2598,154837736.01,275361.08,Q1,SYSTEM_D
2015-06-22,08.836,AG02,SUBA,UEI000000000173,FOR_PROFIT,179913340.98,GRANT,TRANSPORT_IMPROVEMENTS,8283633573,ENV,0,0,FULL_AND_OPEN,0,2027,152021225.08,18240114.11,Q4,SYSTEM_C
2015-06-23,95.478,AG03,SUBB,UEI000000000174,UNIVERSITY,34333934.91,CONTRACT,PUBLIC_SAFETY,4495322792,TRANSPORT,0,0,FORMULA,0,1416,13405598.64,581759.8,Q3,SYSTEM_A
2015-06-24,81.758,AG07,SUBF,UEI000000000175,FOR_PROFIT,184997885.84,GRANT,DISASTER_RELIEF,3256775792,ENERGY,0,0,FORMULA,0,3342,85155603.31,9788586.33,Q1,SYSTEM_A
2015-06-25,71.958,AG07,SUBE,UEI000000000176,LOCAL_GOV,61148062.27,GRANT,BROADBAND_ACCESS,5461749411,SCI_TECH,0,0,SOLE_SOURCE,1,879,47010939.51,5026005.91,Q4,SYSTEM_B
2015-06-26,71.709,AG03,SUBA,UEI000000000177,STATE_GOV,115222594.06,CONTRACT,CLIMATE_RESILIENCE,9139827504,ENV,0,1,FORMULA,0,3228,102312719.35,12488144.36,Q1,SYSTEM_A
2015-06-27,05.256,AG01,SUBC,UEI000000000178,FOR_PROFIT,85510101.96,DIRECT_PAYMENT,CLIMATE_RESILIENCE,4124073534,ECON_DEV,0,0,FORMULA,0,2780,77047760.22,4622409.31,Q2,SYSTEM_B
2015-06-28,52.036,AG01,SUBD,UEI000000000179,NONPROFIT,182398902.29,LOAN,COMMUNITY_HEALTH,6070100215,ENV,0,1,FORMULA,0,904,106550901.05,372906.02,Q1,SYSTEM_B
2015-06-29,74.269,AG04,SUBA,UEI000000000180,LOCAL_GOV,127378096.31,GRANT,RESEARCH_INFRASTRUCTURE,4923959688,ENV,0,0,FORMULA,0,1367,47335460.02,2353780.64,Q3,SYSTEM_A
2015-06-30,92.215,AG02,SUBA,UEI000000000181,LOCAL_GOV,204697054.49,GRANT,COMMUNITY_HEALTH,7470929798,TRANSPORT,0,0,SOLE_SOURCE,1,2313,176107018.17,14194337.5,Q3,SYSTEM_D
2015-07-01,35.574,AG05,SUBB,UEI000000000182,NONPROFIT,172586774.46,COOP_AGREEMENT,WORKFORCE_TRAINING,3302672225,OTHER,0,0,FULL_AND_OPEN,0,2519,112982009.52,2444821.29,Q1,SYSTEM_A
2015-07-02,17.460,AG07,SUBA,UEI000000000183,UNIVERSITY,118979970.38,COOP_AGREEMENT,ED_INNOVATION,3597831612,SAFETY,0,0,FORMULA,1,410,58244379.19,9666823.86,Q1,SYSTEM_C
2015-07-03,22.147,AG05,SUBD,UEI000000000184,FOR_PROFIT,115729615.18,LOAN,CLIMATE_RESILIENCE,5135808513,OTHER,0,0,FORMULA,0,2560,65129828.87,265973.99,Q3,SYSTEM_D
2015-07-04,28.347,AG02,SUBD,UEI000000000185,LOCAL_GOV,5862106.07,COOP_AGREEMENT,SMALL_BUSINESS_SUPPORT,1506757403,HOUSING,0,0,FORMULA,0,779,5208392.46,457574.65,Q2,SYSTEM_B
2015-07-05,57.409,AG04,SUBE,UEI000000000186,UNIVERSITY,52848657.96,CONTRACT,HOUSING_SUPPORT,6709407643,ECON_DEV,1,0,FULL_AND_OPEN,1,220,36534613.65,2077388.4,Q3,SYSTEM_C
2015-07-06,59.997,AG01,SUBC,UEI000000000187,TRIBAL_GOV,131461961.33,COOP_AGREEMENT,WORKFORCE_TRAINING,1230175495,ENERGY,0,0,FORMULA,0,1534,86417755.36,6185754.89,Q2,SYSTEM_A
2015-07-07,99.061,AG08,SUBB,UEI000000000188,LOCAL_GOV,13998270.58,GRANT,WORKFORCE_TRAINING,9150203221,HEALTH,1,1,OTHER,0,3077,8070520.21,1341783.74,Q2,SYSTEM_B
2015-07-08,36.944,AG08,SUBE,UEI000000000189,LOCAL_GOV,214257242.5,DIRECT_PAYMENT,PUBLIC_SAFETY,9662138561,ECON_DEV,0,1,FORMULA,1,3244,180449714.54,20953648.43,Q4,SYSTEM_C
2015-07-09,32.748,AG01,SUBE,UEI000000000190,UNIVERSITY,236702624.96,GRANT,BROADBAND_ACCESS,3784612964,ENERGY,0,0,SOLE_SOURCE,0,1632,172415309.12,4516131.16,Q3,SYSTEM_A
2015-07-10,39.059,AG06,SUBD,UEI000000000191,NONPROFIT,154979358.31,CONTRACT,RESEARCH_INFRASTRUCTURE,5586245863,SCI_TECH,0,1,LIMITED,0,2607,69476761.42,7989458.38,Q1,SYSTEM_A
2015-07-11,70.001,AG05,SUBB,UEI000000000192,NONPROFIT,44318790.92,GRANT,HOUSING_SUPPORT,3170709629,TRANSPORT,0,0,FORMULA,1,2593,28708998.54,81087.95,Q4,SYSTEM_B
2015-07-12,87.688,AG03,SUBE,UEI000000000193,NONPROFIT,56291002.5,GRANT,BROADBAND_ACCESS,2626670096,ENERGY,0,0,FORMULA,0,371,49878415.88,3443037.95,Q1,SYSTEM_C
2015-07-13,71.275,AG01,SUBF,UEI000000000194,FOR_PROFIT,70579573.37,COOP_AGREEMENT,RESEARCH_INFRASTRUCTURE,1894910148,EDU,0,0,FULL_AND_OPEN,1,2654,69851710.62,117588.43,Q2,SYSTEM_D
2015-07-14,68.451,AG08,SUBA,UEI000000000195,FOR_PROFIT,215979606.72,LOAN,TRANSPORT_IMPROVEMENTS,9678054188,ENV,0,0,LIMITED,0,2259,100343014.07,15803047.39,Q4,SYSTEM_C
2015-07-15,05.591,AG02,SUBF,UEI000000000196,UNIVERSITY,162857565.22,GRANT,HOUSING_SUPPORT,4734183537,HOUSING,0,0,FORMULA,0,1256,123957339.58,12123377.86,Q1,SYSTEM_B
2015-07-16,88.787,AG06,SUBC,UEI000000000197,LOCAL_GOV,194800954.13,COOP_AGREEMENT,SMALL_BUSINESS_SUPPORT,1451431361,SCI_TECH,0,0,FORMULA,1,3233,179069265.71,409321.71,Q3,SYSTEM_A
2015-07-17,13.568,AG01,SUBF,UEI000000000198,UNIVERSITY,137996036.37,GRANT,SMALL_BUSINESS_SUPPORT,5758187394,SCI_TECH,0,0,FORMULA,1,1645,103235137.71,7199199.33,Q2,SYSTEM_A
2015-07-18,87.071,AG06,SUBC,UEI000000000199,STATE_GOV,26232127.98,LOAN,HOUSING_SUPPORT,9061681523,EDU,0,1,LIMITED,0,3266,13551933.81,1321939.23,Q3,SYSTEM_B
2015-07-19,30.474,AG06,SUBD,UEI000000000200,NONPROFIT,40498687.79,COOP_AGREEMENT,BROADBAND_ACCESS,4270594614,ECON_DEV,0,1,FULL_AND_OPEN,1,3412,39191232.31,200165.64,Q3,SYSTEM_C
2015-07-20,80.681,AG06,SUBD,UEI000000000201,FOR_PROFIT,227275685.58,CONTRACT,SMALL_BUSINESS_SUPPORT,9257746165,EDU,0,1,FULL_AND_OPEN,1,203,110585327.79,11153278.24,Q3,SYSTEM_C
2015-07-21,98.375,AG03,SUBC,UEI000000000202,LOCAL_GOV,134957207.62,GRANT,COMMUNITY_HEALTH,8436648750,TRANSPORT,0,0,FULL_AND_OPEN,0,833,82824429.01,13683360.58,Q4,SYSTEM_A
2015-07-22,04.114,AG02,SUBE,UEI000000000203,LOCAL_GOV,110882427.35,GRANT,PUBLIC_SAFETY,5574731904,HEALTH,1,1,FULL_AND_OPEN,1,1299,110435609.45,5790832.58,Q4,SYSTEM_D
2015-07-23,26.826,AG07,SUBF,UEI000000000204,STATE_GOV,160612354.62,GRANT,SMALL_BUSINESS_SUPPORT,9904164437,TRANSPORT,0,0,FORMULA,0,1612,76146249.57,6742352.26,Q2,SYSTEM_D
2015-07-24,93.513,AG04,SUBD,UEI000000000205,STATE_GOV,132150635.73,DIRECT_PAYMENT,BROADBAND_ACCESS,7423204951,ENV,1,1,FORMULA,0,1477,95483849.79,15795093.8,Q2,SYSTEM_D
2015-07-25,51.255,AG04,SUBF,UEI000000000206,INDIVIDUAL,8210984.0,GRANT,ED_INNOVATION,5868914861,SAFETY,0,0,OTHER,1,998,3927782.73,375411.44,Q1,SYSTEM_D
2015-07-26,31.167,AG03,SUBC,UEI000000000207,TRIBAL_GOV,76763876.56,GRANT,CLIMATE_RESILIENCE,6263575430,EDU,0,0,FULL_AND_OPEN,1,3336,33912254.73,6708521.29,Q4,SYSTEM_B
2015-07-27,14.020,AG08,SUBA,UEI000000000208,STATE_GOV,150997714.51,GRANT,RESEARCH_INFRASTRUCTURE,4556262642,OTHER,0,0,FULL_AND_OPEN,1,1341,75765109.98,16056545.6,Q2,SYSTEM_D
2015-07-28,17.857,AG05,SUBC,UEI000000000209,NONPROFIT,94503595.93,COOP_AGREEMENT,SMALL_BUSINESS_SUPPORT,7026691665,EDU,0,1,FULL_AND_OPEN,1,349,75144325.47,2585980.33,Q2,SYSTEM_B
2015-07-29,94.064,AG04,SUBE,UEI000000000210,LOCAL_GOV,236783838.5,GRANT,BROADBAND_ACCESS,4381247287,ECON_DEV,0,1,FORMULA,1,2520,89272626.14,15648985.89,Q2,SYSTEM_D
2015-07-30,78.845,AG06,SUBC,UEI000000000211,FOR_PROFIT,201761207.93,LOAN,ED_INNOVATION,5421494239,ENV,0,0,SOLE_SOURCE,0,2411,109048050.62,15709398.49,Q3,SYSTEM_A
2015-07-31,03.703,AG08,SUBA,UEI000000000212,NONPROFIT,91616692.18,GRANT,HOUSING_SUPPORT,7670173482,SAFETY,0,0,FORMULA,1,3523,64916529.28,9278897.53,Q3,SYSTEM_D
2015-08-01,38.013,AG02,SUBA,UEI000000000213,UNIVERSITY,13897523.83,GRANT,DISASTER_RELIEF,6977324406,HOUSING,0,0,LIMITED,0,3058,8149828.67,1435624.62,Q1,SYSTEM_A
2015-08-02,06.491,AG08,SUBB,UEI000000000214,NONPROFIT,239219732.71,GRANT,CLIMATE_RESILIENCE,8596474865,OTHER,0,0,FORMULA,0,541,205100214.27,28004124.6,Q3,SYSTEM_D
2015-08-03,93.225,AG02,SUBC,UEI000000000215,NONPROFIT,249536685.87,CONTRACT,DISASTER_RELIEF,9480785025,ECON_DEV,1,0,FULL_AND_OPEN,0,3047,96063944.06,3388802.82,Q4,SYSTEM_A
2015-08-04,56.451,AG05,SUBC,UEI000000000216,LOCAL_GOV,34105474.35,OTHER,BROADBAND_ACCESS,6705709097,HOUSING,0,0,FORMULA,0,3074,31816530.95,2917092.74,Q1,SYSTEM_C
2015-08-05,10.526,AG05,SUBA,UEI000000000217,STATE_GOV,52390609.39,COOP_AGREEMENT,CLIMATE_RESILIENCE,7712381772,ENERGY,0,1,FULL_AND_OPEN,0,1224,43618384.9,499085.46,Q1,SYSTEM_B
2015-08-06,08.277,AG01,SUBF,UEI000000000218,STATE_GOV,210425961.58,GRANT,RESEARCH_INFRASTRUCTURE,5178814044,TRANSPORT,0,0,FULL_AND_OPEN,1,3011,204958764.31,7947059.04,Q1,SYSTEM_C
2015-08-07,50.211,AG05,SUBA,UEI000000000219,UNIVERSITY,38050165.59,DIRECT_PAYMENT,TRANSPORT_IMPROVEMENTS,8023731133,HEALTH,0,1,LIMITED,1,2074,17241827.48,3785976.05,Q4,SYSTEM_A
2015-08-08,82.646,AG02,SUBE,UEI000000000220,STATE_GOV,50778438.86,GRANT,ED_INNOVATION,1664511862,HOUSING,0,0,FORMULA,0,490,21384656.32,4026506.67,Q1,SYSTEM_C
2015-08-09,91.231,AG06,SUBE,UEI000000000221,STATE_GOV,110674995.58,GRANT,BROADBAND_ACCESS,6343531879,HEALTH,1,0,FORMULA,1,2308,76288532.66,1280334.15,Q2,SYSTEM_C
2015-08-10,52.919,AG02,SUBA,UEI000000000222,UNIVERSITY,230304272.54,GRANT,CLIMATE_RESILIENCE,4617767356,OTHER,1,1,LIMITED,0,3151,173970364.31,6555972.64,Q1,SYSTEM_A
2015-08-11,39.965,AG05,SUBD,UEI000000000223,NONPROFIT,27343221.12,GRANT,PUBLIC_SAFETY,9723764200,SAFETY,0,1,FORMULA,0,359,19394495.99,2518284.83,Q4,SYSTEM_B
2015-08-12,74.393,AG03,SUBE,UEI000000000224,FOR_PROFIT,183174000.69,GRANT,CLIMATE_RESILIENCE,2964327485,HOUSING,1,0,OTHER,1,873,152812802.95,19507017.62,Q1,SYSTEM_C
2015-08-13,11.764,AG02,SUBB,UEI000000000225,NONPROFIT,185932547.72,LOAN,ED_INNOVATION,2018744745,HOUSING,0,0,SOLE_SOURCE,1,3085,180988668.31,12216139.34,Q2,SYSTEM_C
2015-08-14,05.174,AG06,SUBA,UEI000000000226,UNIVERSITY,84071677.45,CONTRACT,BROADBAND_ACCESS,5550293813,SCI_TECH,0,1,FORMULA,1,1391,54059356.31,9603343.76,Q1,SYSTEM_A
2015-08-15,25.667,AG02,SUBD,UEI000000000227,STATE_GOV,237534975.44,LOAN,HOUSING_SUPPORT,1876675277,SCI_TECH,0,0,FORMULA,0,626,235736743.54,13742093.21,Q2,SYSTEM_D
2015-08-16,49.997,AG06,SUBD,UEI000000000228,LOCAL_GOV,141683265.44,GRANT,ED_INNOVATION,5529694177,TRANSPORT,0,0,FULL_AND_OPEN,1,1232,59681561.73,2506827.12,Q2,SYSTEM_D
2015-08-17,17.487,AG07,SUBC,UEI000000000229,NONPROFIT,179169517.36,LOAN,WORKFORCE_TRAINING,8954592487,ECON_DEV,0,0,FORMULA,1,2279,117812037.5,10386944.76,Q1,SYSTEM_A
