health_exp_reference_year,health_exp_country_iso2,health_exp_financing_scheme_code,health_exp_provider_type_code,health_exp_function_code,health_exp_total_expenditure_eur,health_exp_expenditure_pct_gdp,health_exp_public_share_pct,health_exp_out_of_pocket_share_pct,health_exp_per_capita_eur,health_exp_preventive_care_share_pct,health_exp_pharmaceuticals_share_pct,health_exp_long_term_care_share_pct,health_exp_admin_cost_share_pct,health_exp_unmet_need_rate_pct,health_exp_catastrophic_spending_rate_pct,health_exp_waiting_times_index,health_exp_eurostat_oecd_sha_table_code,health_exp_methodology_version,health_exp_data_extract_date
2016,IT,GOV_SCHEME,RETAIL_MEDICAL_GOODS,REHABILITATION,18199758608.71,13.12,72.9,35.37,7863.95,5.21,21.67,27.08,3.19,0.67,0.96,0.6846,hlth_sha11_hc,SHA2011_V2,2025-01-11
2017,PT,COMPULSORY_HEALTH_INSURANCE,AMBULATORY,MEDICAL_GOODS,166530396719.16,8.68,60.84,40.11,9258.52,6.95,18.53,10.03,3.71,0.51,2.26,1.4037,hlth_sha11_hp,SHA2011_V1,2025-08-09
2018,BE,VOLUNTARY_HEALTH_INSURANCE,HOSPITALS,CURATIVE_CARE,190908601030.47,10.91,68.01,37.06,1378.4,6.46,21.34,24.11,6.15,2.49,4.34,1.4675,hlth_sha11_hf,SHA2011_V3,2024-06-20
2019,FI,NPISH_SCHEME,OTHER,ANCILLARY_SERVICES,54960037681.2,10.96,84.94,10.33,7863.25,7.01,8.71,23.21,5.99,4.04,1.7,0.7933,hlth_sha11_exp,SHA2011_V2,2024-09-25
2020,LV,HOUSEHOLD_OOP,ADMINISTRATION,GOVERNANCE,150140739730.9,11.08,55.88,45.0,8095.5,3.13,22.29,12.43,1.44,0.73,3.25,1.1848,hlth_sha11_hc,SHA2011_V1,2024-07-25
2021,RO,GOV_SCHEME,PREVENTIVE,LONG_TERM_CARE,97272866296.04,12.62,76.34,26.73,6152.16,7.58,14.68,26.8,1.54,6.15,8.24,1.2612,hlth_sha11_hp,SHA2011_V3,2025-12-20
2022,BG,COMPULSORY_HEALTH_INSURANCE,LONG_TERM_CARE,PREVENTION,94275011042.2,13.47,64.41,31.56,5127.95,3.38,14.09,14.64,5.88,8.48,4.83,1.3754,hlth_sha11_hf,SHA2011_V2,2025-03-28
2023,FR,VOLUNTARY_HEALTH_INSURANCE,RETAIL_MEDICAL_GOODS,REHABILITATION,325873581953.55,6.0,67.22,41.79,3134.37,5.16,12.23,14.15,4.1,4.36,7.54,1.711,hlth_sha11_exp,SHA2011_V1,2025-03-12
2024,LT,NPISH_SCHEME,AMBULATORY,MEDICAL_GOODS,108060660396.79,7.54,57.74,45.0,5719.91,2.54,23.41,23.5,2.12,5.5,5.17,0.4289,hlth_sha11_hc,SHA2011_V3,2025-09-21
2025,SK,HOUSEHOLD_OOP,HOSPITALS,CURATIVE_CARE,77479947517.19,8.89,84.42,23.05,4115.98,5.71,24.34,18.03,5.17,5.39,6.36,1.3535,hlth_sha11_hp,SHA2011_V2,2025-07-01
2006,HR,GOV_SCHEME,OTHER,ANCILLARY_SERVICES,44010851560.55,11.99,76.21,29.85,7460.06,2.39,21.99,25.06,6.0,3.55,2.44,1.0825,hlth_sha11_hf,SHA2011_V1,2025-12-11
2007,DE,COMPULSORY_HEALTH_INSURANCE,ADMINISTRATION,GOVERNANCE,97990939834.64,11.36,85.02,10.3,3580.38,4.06,23.99,14.3,5.77,2.65,3.94,1.0522,hlth_sha11_exp,SHA2011_V3,2024-08-07
2008,LU,VOLUNTARY_HEALTH_INSURANCE,PREVENTIVE,LONG_TERM_CARE,284495586942.29,12.54,80.48,25.16,1453.32,2.29,8.45,15.17,4.73,7.59,7.84,1.743,hlth_sha11_hc,SHA2011_V2,2026-02-25
2009,SI,NPISH_SCHEME,LONG_TERM_CARE,PREVENTION,209509089961.48,9.97,84.88,12.15,3039.29,4.81,11.72,9.28,6.4,0.76,6.45,0.9288,hlth_sha11_hp,SHA2011_V1,2024-05-17
2010,CY,HOUSEHOLD_OOP,RETAIL_MEDICAL_GOODS,REHABILITATION,121461786359.04,11.18,76.12,33.73,6319.75,4.76,21.56,18.59,6.44,6.99,2.5,1.282,hlth_sha11_hf,SHA2011_V3,2024-10-18
2011,GR,GOV_SCHEME,AMBULATORY,MEDICAL_GOODS,302064046705.72,7.24,81.03,22.3,9273.73,3.79,19.13,9.64,3.45,4.44,1.89,1.2992,hlth_sha11_exp,SHA2011_V2,2024-03-31
2012,MT,COMPULSORY_HEALTH_INSURANCE,HOSPITALS,CURATIVE_CARE,258958142011.16,9.83,87.65,21.39,7961.7,2.49,11.9,25.21,3.49,7.02,1.62,1.193,hlth_sha11_hc,SHA2011_V1,2025-02-05
2013,ES,VOLUNTARY_HEALTH_INSURANCE,OTHER,ANCILLARY_SERVICES,68861006742.45,6.42,79.18,30.28,5557.26,7.65,26.66,17.57,1.63,5.11,7.2,0.7257,hlth_sha11_hp,SHA2011_V3,2025-12-23
2014,CZ,NPISH_SCHEME,ADMINISTRATION,GOVERNANCE,177941235683.92,10.65,60.43,37.18,3553.98,4.64,18.63,24.65,2.83,4.36,6.32,1.4819,hlth_sha11_hf,SHA2011_V2,2025-12-19
2015,HU,HOUSEHOLD_OOP,PREVENTIVE,LONG_TERM_CARE,137808459743.95,5.58,80.53,13.67,1038.85,2.72,18.66,26.43,1.87,3.39,4.54,0.6084,hlth_sha11_exp,SHA2011_V1,2024-05-17
2016,NL,GOV_SCHEME,LONG_TERM_CARE,PREVENTION,228704082425.12,7.41,65.92,41.43,1956.24,3.88,12.55,22.02,5.26,7.32,1.8,1.5217,hlth_sha11_hc,SHA2011_V3,2024-12-07
2017,SE,COMPULSORY_HEALTH_INSURANCE,RETAIL_MEDICAL_GOODS,REHABILITATION,298806473156.29,11.51,55.39,45.0,3233.97,2.81,25.0,8.41,1.87,2.4,6.22,1.269,hlth_sha11_hp,SHA2011_V2,2024-05-12
2018,DK,VOLUNTARY_HEALTH_INSURANCE,AMBULATORY,MEDICAL_GOODS,343189871001.22,10.4,72.5,29.79,8090.23,4.11,17.43,16.05,2.75,5.87,1.97,1.1962,hlth_sha11_hf,SHA2011_V1,2024-01-03
2019,IE,NPISH_SCHEME,HOSPITALS,CURATIVE_CARE,5422893660.53,9.4,86.22,24.1,5663.96,2.39,21.93,16.29,2.59,4.23,3.28,1.7306,hlth_sha11_exp,SHA2011_V3,2024-11-30
2020,PL,HOUSEHOLD_OOP,OTHER,ANCILLARY_SERVICES,1730979625.33,8.58,70.36,30.57,1717.77,3.26,19.08,26.4,3.97,10.43,1.69,0.5715,hlth_sha11_hc,SHA2011_V2,2025-11-19
2021,AT,GOV_SCHEME,ADMINISTRATION,GOVERNANCE,200895886096.58,9.36,87.31,14.08,6760.58,2.87,18.53,13.44,1.49,6.08,6.74,2.214,hlth_sha11_hp,SHA2011_V1,2025-03-14
2022,EE,COMPULSORY_HEALTH_INSURANCE,PREVENTIVE,LONG_TERM_CARE,70464297934.24,11.35,87.16,23.51,4144.16,5.49,19.81,3.68,4.09,4.93,3.24,0.8379,hlth_sha11_hf,SHA2011_V3,2024-11-10
2023,IT,VOLUNTARY_HEALTH_INSURANCE,LONG_TERM_CARE,PREVENTION,303372067680.99,11.58,64.02,37.3,3884.49,7.4,12.65,5.13,3.71,3.27,6.7,0.4485,hlth_sha11_exp,SHA2011_V2,2025-01-11
2024,PT,NPISH_SCHEME,RETAIL_MEDICAL_GOODS,REHABILITATION,194943892263.4,6.97,68.02,31.19,10659.71,3.72,12.14,25.6,4.91,0.88,5.12,0.6754,hlth_sha11_hc,SHA2011_V1,2024-08-08
2025,BE,HOUSEHOLD_OOP,AMBULATORY,MEDICAL_GOODS,262744856772.95,6.91,60.2,45.0,2931.25,6.31,25.46,10.94,5.78,8.18,7.93,1.6019,hlth_sha11_hp,SHA2011_V3,2025-02-18
2006,FI,GOV_SCHEME,HOSPITALS,CURATIVE_CARE,99634235414.24,11.87,83.02,23.56,4738.36,6.71,25.49,13.98,2.38,1.22,4.04,0.5251,hlth_sha11_hf,SHA2011_V2,2025-11-10
2007,LV,COMPULSORY_HEALTH_INSURANCE,OTHER,ANCILLARY_SERVICES,127597255813.12,13.23,67.62,40.25,3344.53,7.19,11.23,24.61,1.42,5.92,3.1,1.7401,hlth_sha11_exp,SHA2011_V1,2024-06-13
2008,RO,VOLUNTARY_HEALTH_INSURANCE,ADMINISTRATION,GOVERNANCE,21499295338.32,12.68,74.97,26.28,5160.78,3.31,8.56,6.05,4.11,6.75,2.05,1.4176,hlth_sha11_hc,SHA2011_V3,2025-04-16
2009,BG,NPISH_SCHEME,PREVENTIVE,LONG_TERM_CARE,147392765160.81,8.93,87.71,10.58,6156.23,4.96,8.51,11.08,4.64,5.54,2.29,1.3282,hlth_sha11_hp,SHA2011_V2,2024-10-15
2010,FR,HOUSEHOLD_OOP,LONG_TERM_CARE,PREVENTION,157681681633.27,7.14,58.44,42.42,7668.17,7.55,16.8,25.23,6.43,1.17,7.83,1.4436,hlth_sha11_hf,SHA2011_V1,2025-08-22
2011,LT,GOV_SCHEME,RETAIL_MEDICAL_GOODS,REHABILITATION,48837785788.93,7.54,74.55,35.04,6981.89,4.05,8.55,11.7,5.96,1.61,6.65,1.0729,hlth_sha11_exp,SHA2011_V3,2024-07-18
2012,SK,COMPULSORY_HEALTH_INSURANCE,AMBULATORY,MEDICAL_GOODS,180973378044.3,10.54,65.6,30.0,6043.89,6.8,15.38,14.97,3.52,5.38,1.79,0.9492,hlth_sha11_hc,SHA2011_V2,2025-12-31
2013,HR,VOLUNTARY_HEALTH_INSURANCE,HOSPITALS,CURATIVE_CARE,164113838753.53,11.6,76.07,35.75,830.41,2.41,26.45,26.64,6.39,3.58,7.04,1.1866,hlth_sha11_hp,SHA2011_V1,2025-03-15
2014,DE,NPISH_SCHEME,OTHER,ANCILLARY_SERVICES,236315299187.98,10.74,71.71,32.59,11269.56,2.02,22.93,10.26,4.08,1.15,1.16,1.3642,hlth_sha11_hf,SHA2011_V3,2024-11-27
2015,LU,HOUSEHOLD_OOP,ADMINISTRATION,GOVERNANCE,295075164187.63,13.14,60.14,41.23,10292.46,4.45,11.43,12.75,5.78,1.48,5.58,1.6348,hlth_sha11_exp,SHA2011_V2,2024-06-30
2016,SI,GOV_SCHEME,PREVENTIVE,LONG_TERM_CARE,328831490533.76,12.28,56.61,45.0,8249.15,2.08,13.91,8.04,2.85,4.86,5.53,1.5914,hlth_sha11_hc,SHA2011_V1,2025-01-09
2017,CY,COMPULSORY_HEALTH_INSURANCE,LONG_TERM_CARE,PREVENTION,228451681442.83,11.31,71.36,26.86,4106.88,6.44,24.64,12.69,5.77,2.43,6.26,1.2214,hlth_sha11_hp,SHA2011_V3,2025-08-27
2018,GR,VOLUNTARY_HEALTH_INSURANCE,RETAIL_MEDICAL_GOODS,REHABILITATION,125643034585.52,8.65,83.4,19.37,1945.91,3.29,24.17,23.9,4.33,8.4,4.79,0.7147,hlth_sha11_hf,SHA2011_V2,2025-02-25
2019,MT,NPISH_SCHEME,AMBULATORY,MEDICAL_GOODS,91750827780.79,9.89,57.05,37.2,8387.09,6.35,10.19,17.3,3.76,2.36,3.99,0.5025,hlth_sha11_exp,SHA2011_V1,2026-02-21
2020,ES,HOUSEHOLD_OOP,HOSPITALS,CURATIVE_CARE,133198019569.03,9.02,74.59,20.78,2503.07,5.85,8.65,17.79,3.11,8.17,5.3,2.1143,hlth_sha11_hc,SHA2011_V3,2024-09-25
2021,CZ,GOV_SCHEME,OTHER,ANCILLARY_SERVICES,321813873522.27,9.32,81.66,23.77,9793.67,2.83,22.06,16.67,3.43,6.37,2.83,0.7073,hlth_sha11_hp,SHA2011_V2,2026-01-17
2022,HU,COMPULSORY_HEALTH_INSURANCE,ADMINISTRATION,GOVERNANCE,252460879709.48,13.69,80.05,28.88,9149.43,7.93,8.98,12.49,5.81,2.86,6.35,1.2694,hlth_sha11_hf,SHA2011_V1,2024-05-18
2023,NL,VOLUNTARY_HEALTH_INSURANCE,PREVENTIVE,LONG_TERM_CARE,255316430160.54,12.4,68.75,43.15,6643.89,3.33,15.24,17.23,2.61,2.36,1.88,1.2354,hlth_sha11_exp,SHA2011_V3,2026-02-07
2024,SE,NPISH_SCHEME,LONG_TERM_CARE,PREVENTION,138700699580.41,8.06,84.27,15.98,9257.29,1.73,16.52,26.78,5.1,2.72,3.11,1.1276,hlth_sha11_hc,SHA2011_V2,2024-09-19
2025,DK,HOUSEHOLD_OOP,RETAIL_MEDICAL_GOODS,REHABILITATION,265600079513.98,7.27,64.7,35.07,9082.14,3.21,23.31,15.89,2.5,4.73,2.71,1.5315,hlth_sha11_hp,SHA2011_V1,2024-07-19
2006,IE,GOV_SCHEME,AMBULATORY,MEDICAL_GOODS,154779993682.27,5.89,63.95,34.06,1725.16,7.81,26.52,18.76,4.29,1.86,3.67,1.3862,hlth_sha11_hf,SHA2011_V3,2024-05-09
2007,PL,COMPULSORY_HEALTH_INSURANCE,HOSPITALS,CURATIVE_CARE,144879846767.12,8.98,82.17,12.69,5818.63,1.53,13.61,25.69,5.23,5.76,1.6,0.4824,hlth_sha11_exp,SHA2011_V2,2024-08-14
2008,AT,VOLUNTARY_HEALTH_INSURANCE,OTHER,ANCILLARY_SERVICES,119288863362.94,5.53,75.76,30.4,2263.35,6.11,10.72,5.49,3.85,5.38,8.12,1.4304,hlth_sha11_hc,SHA2011_V1,2025-04-30
2009,EE,NPISH_SCHEME,ADMINISTRATION,GOVERNANCE,90028427186.9,12.52,77.92,25.53,3352.98,5.77,11.3,9.79,3.8,0.78,2.48,1.4839,hlth_sha11_hp,SHA2011_V3,2025-04-30
2010,IT,HOUSEHOLD_OOP,PREVENTIVE,LONG_TERM_CARE,16940230448.08,8.64,60.8,45.0,8984.19,5.4,24.38,26.82,5.35,6.15,4.55,1.3642,hlth_sha11_hf,SHA2011_V2,2024-04-07
2011,PT,GOV_SCHEME,LONG_TERM_CARE,PREVENTION,147552983566.38,7.38,65.46,43.81,7724.78,3.87,25.51,20.58,5.91,5.96,3.75,1.0939,hlth_sha11_exp,SHA2011_V1,2026-01-11
2012,BE,COMPULSORY_HEALTH_INSURANCE,RETAIL_MEDICAL_GOODS,REHABILITATION,81365865391.91,10.7,71.67,35.27,5495.1,4.87,15.49,21.45,4.38,1.66,1.55,1.0801,hlth_sha11_hc,SHA2011_V3,2024-01-01
2013,FI,VOLUNTARY_HEALTH_INSURANCE,AMBULATORY,MEDICAL_GOODS,247719105183.55,9.99,70.29,34.37,2066.55,4.35,22.9,8.9,5.23,8.44,7.04,0.6201,hlth_sha11_hp,SHA2011_V2,2024-12-23
2014,LV,NPISH_SCHEME,HOSPITALS,CURATIVE_CARE,101183987517.63,13.5,83.27,25.75,6317.06,5.29,25.39,25.9,5.07,3.16,6.15,1.3461,hlth_sha11_hf,SHA2011_V1,2026-02-12
2015,RO,HOUSEHOLD_OOP,OTHER,ANCILLARY_SERVICES,109354921459.48,8.29,68.83,39.42,1594.7,4.51,26.71,8.66,5.24,5.1,3.46,0.8576,hlth_sha11_exp,SHA2011_V3,2024-06-28
2016,BG,GOV_SCHEME,ADMINISTRATION,GOVERNANCE,42615888249.45,6.99,76.49,30.47,3103.72,4.2,18.48,27.94,1.24,6.14,5.39,1.6944,hlth_sha11_hc,SHA2011_V2,2024-06-11
2017,FR,COMPULSORY_HEALTH_INSURANCE,PREVENTIVE,LONG_TERM_CARE,271861537136.65,7.82,83.01,21.15,7300.02,7.1,17.2,10.91,3.37,7.62,3.75,1.1338,hlth_sha11_hp,SHA2011_V1,2024-01-07
2018,LT,VOLUNTARY_HEALTH_INSURANCE,LONG_TERM_CARE,PREVENTION,115811438133.44,13.48,76.18,26.65,6227.58,1.93,15.68,17.86,3.66,1.16,5.23,0.5435,hlth_sha11_hf,SHA2011_V3,2025-08-21
2019,SK,NPISH_SCHEME,RETAIL_MEDICAL_GOODS,REHABILITATION,206156562005.21,13.13,76.57,24.47,4197.02,7.37,9.71,17.01,6.03,7.43,2.47,1.4529,hlth_sha11_exp,SHA2011_V2,2024-05-16
2020,HR,HOUSEHOLD_OOP,AMBULATORY,MEDICAL_GOODS,23027439083.95,10.42,74.91,25.3,4467.07,7.82,9.7,17.73,3.27,7.91,4.15,1.1017,hlth_sha11_hc,SHA2011_V1,2026-02-19
2021,DE,GOV_SCHEME,HOSPITALS,CURATIVE_CARE,185686384265.09,11.47,59.84,37.4,3570.09,4.9,25.45,4.61,2.89,8.16,2.57,1.0816,hlth_sha11_hp,SHA2011_V3,2024-03-21
2022,LU,COMPULSORY_HEALTH_INSURANCE,OTHER,ANCILLARY_SERVICES,111475759095.32,10.73,58.21,45.0,4510.7,7.73,24.56,10.31,5.71,7.25,6.37,0.5288,hlth_sha11_hf,SHA2011_V2,2024-05-18
2023,SI,VOLUNTARY_HEALTH_INSURANCE,ADMINISTRATION,GOVERNANCE,143229792367.25,12.95,85.69,12.95,4813.03,7.26,13.58,8.58,2.32,7.02,1.08,0.809,hlth_sha11_exp,SHA2011_V1,2025-07-03
2024,CY,NPISH_SCHEME,PREVENTIVE,LONG_TERM_CARE,85305378242.4,10.06,72.04,28.17,7596.56,2.86,19.46,12.46,1.94,1.31,0.97,0.8029,hlth_sha11_hc,SHA2011_V3,2024-12-19
2025,GR,HOUSEHOLD_OOP,LONG_TERM_CARE,PREVENTION,183918929107.23,5.88,63.92,34.03,994.68,2.2,15.45,23.51,2.85,2.83,2.16,1.4468,hlth_sha11_hp,SHA2011_V2,2024-12-10
2006,MT,GOV_SCHEME,RETAIL_MEDICAL_GOODS,REHABILITATION,161485681491.59,7.04,56.04,42.74,3997.66,4.95,8.69,25.7,2.76,1.01,3.56,0.7799,hlth_sha11_hf,SHA2011_V1,2025-01-21
2007,ES,COMPULSORY_HEALTH_INSURANCE,AMBULATORY,MEDICAL_GOODS,155791270451.09,11.45,78.79,28.56,3461.36,4.08,26.82,12.47,5.5,3.8,5.16,0.9741,hlth_sha11_exp,SHA2011_V3,2024-05-14
2008,CZ,VOLUNTARY_HEALTH_INSURANCE,HOSPITALS,CURATIVE_CARE,50422698758.56,10.55,76.64,31.07,1910.88,4.91,25.44,19.03,5.48,5.5,6.42,0.487,hlth_sha11_hc,SHA2011_V2,2024-04-25
2009,HU,NPISH_SCHEME,OTHER,ANCILLARY_SERVICES,201171237553.5,7.29,67.77,31.11,1257.76,7.29,23.09,3.18,4.18,0.67,2.8,0.8149,hlth_sha11_hp,SHA2011_V1,2024-11-21
2010,NL,HOUSEHOLD_OOP,ADMINISTRATION,GOVERNANCE,141667970002.6,13.78,70.05,27.9,3373.4,7.12,25.62,21.58,5.73,4.43,4.58,1.4245,hlth_sha11_hf,SHA2011_V3,2024-03-19
2011,SE,GOV_SCHEME,PREVENTIVE,LONG_TERM_CARE,56470586288.04,11.69,78.14,22.05,8213.94,7.67,17.16,6.52,1.01,6.01,4.91,1.5954,hlth_sha11_exp,SHA2011_V2,2026-02-01
2012,DK,COMPULSORY_HEALTH_INSURANCE,LONG_TERM_CARE,PREVENTION,3735230569.71,10.74,81.22,19.93,2269.6,7.76,21.99,20.07,4.58,3.07,5.57,1.0473,hlth_sha11_hc,SHA2011_V1,2026-01-21
2013,IE,VOLUNTARY_HEALTH_INSURANCE,RETAIL_MEDICAL_GOODS,REHABILITATION,131383716848.56,9.5,79.58,16.44,6004.14,2.16,13.0,22.56,3.66,5.02,4.72,1.3903,hlth_sha11_hp,SHA2011_V3,2025-12-20
2014,PL,NPISH_SCHEME,AMBULATORY,MEDICAL_GOODS,20407403298.34,11.11,65.11,45.0,5732.52,6.05,19.87,11.78,5.79,5.27,2.84,0.9071,hlth_sha11_hf,SHA2011_V2,2024-04-24
2015,AT,HOUSEHOLD_OOP,HOSPITALS,CURATIVE_CARE,264080623765.78,12.27,59.46,45.0,7326.13,3.91,12.7,11.44,2.57,7.25,6.93,0.905,hlth_sha11_exp,SHA2011_V1,2024-06-30
2016,EE,GOV_SCHEME,OTHER,ANCILLARY_SERVICES,86304099411.0,7.63,76.74,22.64,1802.12,3.37,21.78,24.62,1.71,5.47,3.23,0.5895,hlth_sha11_hc,SHA2011_V3,2025-11-17
2017,IT,COMPULSORY_HEALTH_INSURANCE,ADMINISTRATION,GOVERNANCE,155004057980.74,12.27,56.55,45.0,6315.25,5.86,10.9,10.0,2.04,6.96,4.67,1.6236,hlth_sha11_hp,SHA2011_V2,2024-06-27
2018,PT,VOLUNTARY_HEALTH_INSURANCE,PREVENTIVE,LONG_TERM_CARE,356816586737.31,11.27,86.57,14.09,1148.89,6.92,25.25,24.97,4.3,6.35,1.93,1.6335,hlth_sha11_hf,SHA2011_V1,2025-10-24
2019,BE,NPISH_SCHEME,LONG_TERM_CARE,PREVENTION,360172744676.88,6.88,85.39,12.31,8649.35,4.69,19.61,23.34,5.43,6.96,4.05,1.7057,hlth_sha11_exp,SHA2011_V3,2024-08-18
2020,FI,HOUSEHOLD_OOP,RETAIL_MEDICAL_GOODS,REHABILITATION,27303464881.8,9.45,70.92,31.79,9409.73,1.69,17.4,20.08,1.92,8.74,7.62,1.6656,hlth_sha11_hc,SHA2011_V2,2025-09-27
2021,LV,GOV_SCHEME,AMBULATORY,MEDICAL_GOODS,43089098027.2,12.35,80.16,16.46,1773.98,3.61,19.95,7.04,1.6,2.53,5.29,1.6245,hlth_sha11_hp,SHA2011_V1,2025-04-02
2022,RO,COMPULSORY_HEALTH_INSURANCE,HOSPITALS,CURATIVE_CARE,64062993537.36,5.67,77.32,22.14,2578.71,7.74,15.89,9.26,4.2,0.5,2.03,0.7485,hlth_sha11_hf,SHA2011_V3,2025-12-04
2023,BG,VOLUNTARY_HEALTH_INSURANCE,OTHER,ANCILLARY_SERVICES,125488605659.69,13.75,58.2,42.91,8079.69,5.29,11.66,5.73,3.32,3.9,6.55,0.9575,hlth_sha11_exp,SHA2011_V2,2024-04-17
2024,FR,NPISH_SCHEME,ADMINISTRATION,GOVERNANCE,141535786726.62,7.92,71.76,24.56,4409.31,7.0,10.26,16.26,2.75,7.85,6.22,1.6692,hlth_sha11_hc,SHA2011_V1,2024-10-12
2025,LT,HOUSEHOLD_OOP,PREVENTIVE,LONG_TERM_CARE,83404791375.53,6.5,57.8,45.0,9165.98,2.59,25.24,21.15,6.44,3.9,7.46,0.4827,hlth_sha11_hp,SHA2011_V3,2024-02-27
2006,SK,GOV_SCHEME,LONG_TERM_CARE,PREVENTION,75300983987.91,12.05,62.47,45.0,3710.31,3.43,11.93,22.53,3.93,2.12,7.29,1.1774,hlth_sha11_hf,SHA2011_V2,2024-05-03
2007,HR,COMPULSORY_HEALTH_INSURANCE,RETAIL_MEDICAL_GOODS,REHABILITATION,159244088129.14,6.64,73.02,36.84,1517.66,2.81,19.39,10.55,6.14,7.83,4.81,1.5818,hlth_sha11_exp,SHA2011_V1,2024-07-26
2008,DE,VOLUNTARY_HEALTH_INSURANCE,AMBULATORY,MEDICAL_GOODS,95635580290.29,8.05,85.19,15.61,9264.61,7.85,24.78,14.36,2.17,6.71,1.95,0.6247,hlth_sha11_hc,SHA2011_V3,2024-12-06
2009,LU,NPISH_SCHEME,HOSPITALS,CURATIVE_CARE,143201337511.5,12.03,62.02,45.0,8492.93,7.67,20.98,17.91,4.56,7.25,2.02,1.3307,hlth_sha11_hp,SHA2011_V2,2025-10-09
2010,SI,HOUSEHOLD_OOP,OTHER,ANCILLARY_SERVICES,112507474915.75,8.31,86.89,15.19,5162.48,2.07,14.79,14.21,5.64,0.59,3.44,0.5845,hlth_sha11_hf,SHA2011_V1,2024-12-24
2011,CY,GOV_SCHEME,ADMINISTRATION,GOVERNANCE,200010702661.99,10.4,78.74,32.91,2603.21,2.53,14.08,8.77,4.17,6.91,8.12,0.7081,hlth_sha11_exp,SHA2011_V3,2024-11-21
2012,GR,COMPULSORY_HEALTH_INSURANCE,PREVENTIVE,LONG_TERM_CARE,102871838439.65,8.33,83.83,11.6,3501.5,7.61,16.41,16.48,1.3,7.52,1.54,0.5103,hlth_sha11_hc,SHA2011_V2,2025-08-03
2013,MT,VOLUNTARY_HEALTH_INSURANCE,LONG_TERM_CARE,PREVENTION,95157519934.04,7.18,63.67,33.6,7041.7,3.82,19.69,13.82,4.39,2.95,2.05,1.6372,hlth_sha11_hp,SHA2011_V1,2024-10-01
2014,ES,NPISH_SCHEME,RETAIL_MEDICAL_GOODS,REHABILITATION,169549823368.22,9.74,78.67,23.82,3351.67,4.33,25.91,10.03,1.62,6.78,5.21,1.26,hlth_sha11_hf,SHA2011_V3,2026-01-31
2015,CZ,HOUSEHOLD_OOP,AMBULATORY,MEDICAL_GOODS,34666757794.94,11.92,78.63,15.77,3297.5,2.25,8.46,17.58,3.73,8.44,2.31,0.4731,hlth_sha11_exp,SHA2011_V2,2025-07-28
2016,HU,GOV_SCHEME,HOSPITALS,CURATIVE_CARE,127677333792.66,5.94,83.8,25.87,5988.55,7.3,10.61,22.73,4.27,6.44,5.64,1.565,hlth_sha11_hc,SHA2011_V1,2025-08-30
2017,NL,COMPULSORY_HEALTH_INSURANCE,OTHER,ANCILLARY_SERVICES,188040270402.16,12.61,75.16,35.5,6439.21,3.49,18.95,10.18,3.34,0.68,5.62,0.9062,hlth_sha11_hp,SHA2011_V3,2025-07-29
2018,SE,VOLUNTARY_HEALTH_INSURANCE,ADMINISTRATION,GOVERNANCE,166950197571.8,10.96,55.84,41.02,6067.54,4.84,21.55,11.84,4.49,8.46,1.6,0.8806,hlth_sha11_hf,SHA2011_V2,2024-09-23
2019,DK,NPISH_SCHEME,PREVENTIVE,LONG_TERM_CARE,108070443182.03,9.54,56.54,45.0,5081.19,3.32,16.06,11.97,3.08,3.0,1.65,0.6447,hlth_sha11_exp,SHA2011_V1,2024-12-31
2020,IE,HOUSEHOLD_OOP,LONG_TERM_CARE,PREVENTION,205597683570.36,12.29,86.69,16.97,2183.09,6.34,19.61,27.11,5.14,1.08,3.68,0.7228,hlth_sha11_hc,SHA2011_V3,2024-11-23
2021,PL,GOV_SCHEME,RETAIL_MEDICAL_GOODS,REHABILITATION,34003362651.5,9.66,84.41,12.61,3199.85,7.01,18.93,6.01,4.7,2.34,3.75,2.092,hlth_sha11_hp,SHA2011_V2,2025-01-06
2022,AT,COMPULSORY_HEALTH_INSURANCE,AMBULATORY,MEDICAL_GOODS,228388839104.39,9.84,78.74,32.97,6814.61,4.56,9.9,16.99,3.39,7.6,2.63,1.5275,hlth_sha11_hf,SHA2011_V1,2024-08-07
2023,EE,VOLUNTARY_HEALTH_INSURANCE,HOSPITALS,CURATIVE_CARE,331142947982.55,8.79,82.39,26.82,10656.64,6.18,8.79,19.94,4.55,0.77,2.55,1.5845,hlth_sha11_exp,SHA2011_V3,2024-05-01
2024,IT,NPISH_SCHEME,OTHER,ANCILLARY_SERVICES,332529508305.02,11.12,64.42,42.51,1976.85,6.04,17.3,7.96,1.2,2.7,2.57,0.9404,hlth_sha11_hc,SHA2011_V2,2024-12-28
2025,PT,HOUSEHOLD_OOP,ADMINISTRATION,GOVERNANCE,53749034881.54,12.0,58.78,36.76,7151.09,7.88,8.16,5.36,3.79,0.82,2.05,1.5496,hlth_sha11_hp,SHA2011_V1,2025-07-01
2006,BE,GOV_SCHEME,PREVENTIVE,LONG_TERM_CARE,57090801943.62,11.13,60.49,45.0,1131.73,7.28,19.64,22.77,1.55,0.59,5.07,0.8452,hlth_sha11_hf,SHA2011_V3,2025-12-22
2007,FI,COMPULSORY_HEALTH_INSURANCE,LONG_TERM_CARE,PREVENTION,13526061197.54,7.45,62.98,45.0,8667.38,7.23,10.53,21.61,5.85,5.48,1.84,0.7137,hlth_sha11_exp,SHA2011_V2,2025-03-17
