soc_pensions_reference_year,soc_pensions_country_iso2,soc_pensions_pension_pillar_code,soc_pensions_beneficiary_age_group,soc_pensions_beneficiary_sex,soc_pensions_pension_type_code,soc_pensions_beneficiaries_count,soc_pensions_mean_benefit_eur,soc_pensions_median_benefit_eur,soc_pensions_replacement_rate_pct,soc_pensions_effective_retirement_age_years,soc_pensions_contribution_years_median,soc_pensions_indexation_rule_code,soc_pensions_old_age_poverty_rate_pct,soc_pensions_long_term_care_benefit_flag,soc_pensions_survivor_benefit_flag,soc_pensions_funded_assets_total_eur,soc_pensions_eurostat_table_code,soc_pensions_projection_scenario,soc_pensions_data_extract_date
2019,GR,PILLAR2_OCCUPATIONAL,65-69,T,OLD_AGE,33016,16502.62,11921.46,61.61,67.33,17.79,CPI,9.02,0,0,47000557350.97,spr_pns_ben,BASELINE,2025-10-29
2020,MT,PILLAR3_PERSONAL,55-64,M,SURVIVOR,36329,25753.71,23148.98,50.82,58.8,26.13,NONE,25.84,0,1,47317168933.77,proj_pens,LOW_MIGRATION,2024-09-09
2021,ES,MIXED,85+,F,EARLY_RETIREMENT,35377,9679.67,7988.85,26.61,67.67,27.71,DISCRETIONARY,27.94,0,0,47477113056.74,spr_pns_mean,HIGH_MIGRATION,2024-05-01
2022,CZ,PILLAR1_PUBLIC_PAYG,80-84,T,DISABILITY,35946,8396.62,6292.7,68.82,59.43,41.32,MIXED,11.61,0,0,47868993993.5,gov_10a_main,LOW_GROWTH,2025-08-23
2023,HU,PILLAR2_OCCUPATIONAL,75-79,M,MINIMUM_PENSION,36290,13662.71,12503.87,65.12,62.32,20.52,WAGE,12.51,1,1,48165276336.72,ilc_pnp1,HIGH_LONGEVITY,2024-07-26
2024,NL,PILLAR3_PERSONAL,70-74,F,OLD_AGE,34038,23706.85,21885.41,83.38,58.75,24.84,CPI,9.02,0,0,48394974663.37,spr_pns_ben,BASELINE,2024-01-08
2025,SE,MIXED,65-69,T,SURVIVOR,36950,21055.57,19720.96,26.11,59.88,37.96,NONE,13.88,1,1,48592578514.68,proj_pens,LOW_MIGRATION,2024-07-12
2026,DK,PILLAR1_PUBLIC_PAYG,55-64,M,EARLY_RETIREMENT,32913,20761.68,18528.74,62.41,61.85,14.45,DISCRETIONARY,24.84,0,0,48998844117.94,spr_pns_mean,HIGH_MIGRATION,2025-07-14
2008,IE,PILLAR2_OCCUPATIONAL,85+,F,DISABILITY,32599,10651.51,8487.85,51.53,60.13,21.12,MIXED,4.58,0,1,49165121051.85,gov_10a_main,LOW_GROWTH,2025-04-21
2009,PL,PILLAR3_PERSONAL,80-84,T,MINIMUM_PENSION,34149,19395.52,15141.75,84.93,62.75,12.07,WAGE,14.82,0,0,49610925469.89,ilc_pnp1,HIGH_LONGEVITY,2025-05-14
2010,AT,MIXED,75-79,M,OLD_AGE,34450,20248.54,14606.3,66.45,68.47,39.8,CPI,20.37,0,0,49712846650.86,spr_pns_ben,BASELINE,2024-05-18
2011,EE,PILLAR1_PUBLIC_PAYG,70-74,F,SURVIVOR,32132,21482.3,19587.05,85.93,58.28,27.47,NONE,17.98,0,1,50140358471.39,proj_pens,LOW_MIGRATION,2024-12-08
2012,IT,PILLAR2_OCCUPATIONAL,65-69,T,EARLY_RETIREMENT,35541,18066.97,14838.23,51.48,68.49,34.95,DISCRETIONARY,14.3,0,0,50444825092.2,spr_pns_mean,HIGH_MIGRATION,2025-07-29
2013,PT,PILLAR3_PERSONAL,55-64,M,DISABILITY,36686,7508.69,6584.91,44.91,62.57,14.14,MIXED,21.52,0,0,50585029182.56,gov_10a_main,LOW_GROWTH,2025-11-22
2014,BE,MIXED,85+,F,MINIMUM_PENSION,32418,7885.24,6526.53,35.24,65.01,40.98,WAGE,21.16,0,0,50944056392.94,ilc_pnp1,HIGH_LONGEVITY,2025-06-29
2015,FI,PILLAR1_PUBLIC_PAYG,80-84,T,OLD_AGE,36873,18543.73,15741.37,36.53,61.86,21.62,CPI,22.34,0,0,51285845395.29,spr_pns_ben,BASELINE,2025-03-24
2016,LV,PILLAR2_OCCUPATIONAL,75-79,M,SURVIVOR,35902,26176.52,18851.42,85.87,64.16,28.87,NONE,17.4,0,1,51572543659.91,proj_pens,LOW_MIGRATION,2024-11-13
2017,RO,PILLAR3_PERSONAL,70-74,F,EARLY_RETIREMENT,35053,5699.17,4915.96,52.8,66.89,25.46,DISCRETIONARY,22.75,0,0,51819468658.46,spr_pns_mean,HIGH_MIGRATION,2025-09-18
2018,BG,MIXED,65-69,T,DISABILITY,33388,25384.28,18600.85,53.41,59.85,33.53,MIXED,20.0,0,0,52123842430.05,gov_10a_main,LOW_GROWTH,2024-04-30
2019,FR,PILLAR1_PUBLIC_PAYG,55-64,M,MINIMUM_PENSION,33009,13578.21,11292.36,53.76,64.57,12.3,WAGE,15.74,1,1,52352955291.17,ilc_pnp1,HIGH_LONGEVITY,2025-03-02
2020,LT,PILLAR2_OCCUPATIONAL,85+,F,OLD_AGE,35944,18943.13,17369.65,92.37,68.01,34.99,CPI,22.81,0,0,52542422945.9,spr_pns_ben,BASELINE,2025-07-06
2021,SK,PILLAR3_PERSONAL,80-84,T,SURVIVOR,36236,18641.48,15436.32,75.29,64.79,38.96,NONE,11.17,0,1,52947628034.37,proj_pens,LOW_MIGRATION,2025-02-20
2022,HR,MIXED,75-79,M,EARLY_RETIREMENT,33244,15274.24,12929.18,62.98,58.55,26.2,DISCRETIONARY,15.81,0,0,53176519795.13,spr_pns_mean,HIGH_MIGRATION,2025-01-24
2023,DE,PILLAR1_PUBLIC_PAYG,70-74,F,DISABILITY,34335,25678.01,23125.28,74.85,60.6,24.72,MIXED,27.83,0,0,53397791036.61,gov_10a_main,LOW_GROWTH,2025-05-07
2024,LU,PILLAR2_OCCUPATIONAL,65-69,T,MINIMUM_PENSION,34782,24473.96,20628.12,44.25,65.33,14.92,WAGE,9.47,0,1,53706641420.88,ilc_pnp1,HIGH_LONGEVITY,2025-03-07
2025,SI,PILLAR3_PERSONAL,55-64,M,OLD_AGE,36838,11487.42,10852.84,61.3,58.49,31.19,CPI,6.69,0,0,54096434077.67,spr_pns_ben,BASELINE,2024-09-09
2026,CY,MIXED,85+,F,SURVIVOR,33200,7396.71,6041.9,66.41,66.05,19.62,NONE,15.07,0,1,54207541700.02,proj_pens,LOW_MIGRATION,2024-11-27
2008,GR,PILLAR1_PUBLIC_PAYG,80-84,T,EARLY_RETIREMENT,33219,23810.81,18340.71,42.17,59.51,20.25,DISCRETIONARY,9.96,1,0,54559294815.33,spr_pns_mean,HIGH_MIGRATION,2024-04-28
2009,MT,PILLAR2_OCCUPATIONAL,75-79,M,DISABILITY,36295,16805.43,12609.35,78.8,62.73,29.77,MIXED,26.67,1,0,54922588081.17,gov_10a_main,LOW_GROWTH,2024-07-14
2010,ES,PILLAR3_PERSONAL,70-74,F,MINIMUM_PENSION,35876,24263.33,18796.04,62.78,63.82,19.14,WAGE,20.89,0,1,55124208909.45,ilc_pnp1,HIGH_LONGEVITY,2024-10-09
2011,CZ,MIXED,65-69,T,OLD_AGE,34748,8162.08,7750.82,43.95,66.89,30.02,CPI,23.88,0,0,55365485484.97,spr_pns_ben,BASELINE,2025-03-30
2012,HU,PILLAR1_PUBLIC_PAYG,55-64,M,SURVIVOR,35792,25346.62,22371.5,35.2,60.4,38.23,NONE,9.52,0,1,55779324016.28,proj_pens,LOW_MIGRATION,2025-06-26
2013,NL,PILLAR2_OCCUPATIONAL,85+,F,EARLY_RETIREMENT,34331,18177.99,14194.13,28.77,60.24,28.17,DISCRETIONARY,25.28,0,0,56058992241.92,spr_pns_mean,HIGH_MIGRATION,2024-08-14
2014,SE,PILLAR3_PERSONAL,80-84,T,DISABILITY,33556,7649.46,7290.56,76.09,64.99,22.6,MIXED,5.64,0,0,56149243055.3,gov_10a_main,LOW_GROWTH,2025-08-28
2015,DK,MIXED,75-79,M,MINIMUM_PENSION,35069,24495.55,19051.91,82.91,59.92,33.97,WAGE,22.5,0,0,56428705982.39,ilc_pnp1,HIGH_LONGEVITY,2026-01-14
2016,IE,PILLAR1_PUBLIC_PAYG,70-74,F,OLD_AGE,34148,24668.32,22405.16,82.71,61.24,26.54,CPI,4.47,0,0,56868951749.94,spr_pns_ben,BASELINE,2025-02-28
2017,PL,PILLAR2_OCCUPATIONAL,65-69,T,SURVIVOR,36184,18182.54,16845.63,53.85,65.87,16.74,NONE,13.65,0,1,57076564839.71,proj_pens,LOW_MIGRATION,2024-02-10
2018,AT,PILLAR3_PERSONAL,55-64,M,EARLY_RETIREMENT,36699,10837.9,7848.98,85.77,60.31,20.46,DISCRETIONARY,5.1,0,0,57440994175.4,spr_pns_mean,HIGH_MIGRATION,2025-12-27
2019,EE,MIXED,85+,F,DISABILITY,35654,18218.56,14954.25,38.43,62.7,33.02,MIXED,22.14,0,0,57595272730.81,gov_10a_main,LOW_GROWTH,2024-08-23
2020,IT,PILLAR1_PUBLIC_PAYG,80-84,T,MINIMUM_PENSION,33423,21497.4,19849.85,86.69,63.7,27.89,WAGE,23.53,1,0,57910627589.47,ilc_pnp1,HIGH_LONGEVITY,2025-04-26
2021,PT,PILLAR2_OCCUPATIONAL,75-79,M,OLD_AGE,32908,20777.35,19853.35,89.67,63.7,25.43,CPI,18.42,1,0,58291434311.4,spr_pns_ben,BASELINE,2024-01-04
2022,BE,PILLAR3_PERSONAL,70-74,F,SURVIVOR,36232,18013.18,14447.81,69.09,64.42,19.91,NONE,17.29,0,1,58542111486.66,proj_pens,LOW_MIGRATION,2025-03-15
2023,FI,MIXED,65-69,T,EARLY_RETIREMENT,33919,9040.88,6759.76,75.83,58.94,20.77,DISCRETIONARY,12.72,1,0,58729474827.21,spr_pns_mean,HIGH_MIGRATION,2025-12-23
2024,LV,PILLAR1_PUBLIC_PAYG,55-64,M,DISABILITY,34554,24672.52,18923.31,86.81,58.38,22.93,MIXED,18.93,0,0,59094520869.24,gov_10a_main,LOW_GROWTH,2025-11-10
2025,RO,PILLAR2_OCCUPATIONAL,85+,F,MINIMUM_PENSION,34918,8574.08,6713.41,55.94,65.16,41.38,WAGE,18.72,0,0,59304153829.54,ilc_pnp1,HIGH_LONGEVITY,2025-05-02
2026,BG,PILLAR3_PERSONAL,80-84,T,OLD_AGE,34961,18862.74,16667.73,63.05,59.51,41.09,CPI,15.3,0,0,59623422383.3,spr_pns_ben,BASELINE,2025-12-29
2008,FR,MIXED,75-79,M,SURVIVOR,33443,12912.68,11783.85,84.09,65.51,39.11,NONE,22.42,1,1,59925387255.78,proj_pens,LOW_MIGRATION,2024-01-31
2009,LT,PILLAR1_PUBLIC_PAYG,70-74,F,EARLY_RETIREMENT,33284,26332.48,20891.93,83.21,67.99,13.59,DISCRETIONARY,8.28,0,0,60187230458.1,spr_pns_mean,HIGH_MIGRATION,2025-02-24
2010,SK,PILLAR2_OCCUPATIONAL,65-69,T,DISABILITY,33007,13536.63,11419.32,43.59,65.06,24.11,MIXED,12.96,0,1,60373250175.45,gov_10a_main,LOW_GROWTH,2024-10-06
2011,HR,PILLAR3_PERSONAL,55-64,M,MINIMUM_PENSION,35652,7914.77,6003.58,51.2,59.08,39.68,WAGE,4.72,0,0,60806145883.9,ilc_pnp1,HIGH_LONGEVITY,2024-08-29
2012,DE,MIXED,85+,F,OLD_AGE,34691,17241.52,13144.05,78.03,58.51,19.71,CPI,4.48,0,1,60911143774.77,spr_pns_ben,BASELINE,2025-07-18
2013,LU,PILLAR1_PUBLIC_PAYG,80-84,T,SURVIVOR,36152,7419.12,7097.88,65.78,67.89,27.65,NONE,19.97,1,1,61286233592.35,proj_pens,LOW_MIGRATION,2025-08-19
2014,SI,PILLAR2_OCCUPATIONAL,75-79,M,EARLY_RETIREMENT,36843,9286.57,8288.52,88.66,58.16,13.15,DISCRETIONARY,18.89,0,1,61483632131.63,spr_pns_mean,HIGH_MIGRATION,2025-03-12
2015,CY,PILLAR3_PERSONAL,70-74,F,DISABILITY,33399,16911.22,13242.23,50.14,60.0,14.48,MIXED,17.88,0,1,61854542036.49,gov_10a_main,LOW_GROWTH,2025-11-23
2016,GR,MIXED,65-69,T,MINIMUM_PENSION,33799,22929.42,19404.84,88.22,59.62,33.05,WAGE,18.26,0,0,62036755157.33,ilc_pnp1,HIGH_LONGEVITY,2025-06-28
2017,MT,PILLAR1_PUBLIC_PAYG,55-64,M,OLD_AGE,32817,11331.44,9576.12,84.12,62.33,31.78,CPI,24.53,1,0,62470491175.14,spr_pns_ben,BASELINE,2024-05-18
2018,ES,PILLAR2_OCCUPATIONAL,85+,F,SURVIVOR,35265,6714.0,6226.54,80.22,63.68,39.48,NONE,4.6,0,1,62698123886.2,proj_pens,LOW_MIGRATION,2024-08-14
2019,CZ,PILLAR3_PERSONAL,80-84,T,EARLY_RETIREMENT,34099,11661.92,9066.76,60.76,62.58,33.44,DISCRETIONARY,4.81,0,0,62952552931.64,spr_pns_mean,HIGH_MIGRATION,2025-07-04
2020,HU,MIXED,75-79,M,DISABILITY,37118,6826.56,5995.81,83.3,63.39,24.29,MIXED,21.96,0,1,63281080617.78,gov_10a_main,LOW_GROWTH,2025-12-18
2021,NL,PILLAR1_PUBLIC_PAYG,70-74,F,MINIMUM_PENSION,36969,18809.5,15348.98,31.25,58.68,33.37,WAGE,22.43,0,0,63572606951.47,ilc_pnp1,HIGH_LONGEVITY,2024-09-06
2022,SE,PILLAR2_OCCUPATIONAL,65-69,T,OLD_AGE,34413,13184.64,12034.48,44.44,66.93,18.4,CPI,10.68,0,0,63718917843.99,spr_pns_ben,BASELINE,2024-12-23
2023,DK,PILLAR3_PERSONAL,55-64,M,SURVIVOR,33763,18826.04,13816.04,47.6,58.34,21.02,NONE,27.09,0,1,64177508782.6,proj_pens,LOW_MIGRATION,2024-08-30
2024,IE,MIXED,85+,F,EARLY_RETIREMENT,35639,11204.17,9980.99,31.89,59.35,37.04,DISCRETIONARY,27.62,0,0,64274665680.22,spr_pns_mean,HIGH_MIGRATION,2025-10-19
2025,PL,PILLAR1_PUBLIC_PAYG,80-84,T,DISABILITY,34791,13047.67,10042.67,51.78,62.38,27.64,MIXED,24.12,0,0,64691817819.08,gov_10a_main,LOW_GROWTH,2025-02-13
2026,AT,PILLAR2_OCCUPATIONAL,75-79,M,MINIMUM_PENSION,33707,6654.97,5997.03,69.36,65.26,32.01,WAGE,5.02,0,0,64903458463.02,ilc_pnp1,HIGH_LONGEVITY,2026-02-08
2008,EE,PILLAR3_PERSONAL,70-74,F,OLD_AGE,33047,13750.51,12377.98,66.4,60.03,12.6,CPI,5.46,1,0,65299818491.35,spr_pns_ben,BASELINE,2024-09-18
2009,IT,MIXED,65-69,T,SURVIVOR,34295,10804.55,7979.85,84.01,63.96,14.12,NONE,16.92,0,1,65393243379.22,proj_pens,LOW_MIGRATION,2024-03-31
2010,PT,PILLAR1_PUBLIC_PAYG,55-64,M,EARLY_RETIREMENT,36080,20550.6,18663.26,77.54,66.95,40.27,DISCRETIONARY,9.76,0,1,65839822533.98,spr_pns_mean,HIGH_MIGRATION,2025-06-16
2011,BE,PILLAR2_OCCUPATIONAL,85+,F,DISABILITY,37788,20992.79,15666.62,44.99,59.78,21.82,MIXED,10.12,0,0,65964468814.82,gov_10a_main,LOW_GROWTH,2024-12-11
2012,FI,PILLAR3_PERSONAL,80-84,T,MINIMUM_PENSION,33083,19848.26,16109.6,41.58,60.49,28.87,WAGE,16.24,1,0,66271780667.2,ilc_pnp1,HIGH_LONGEVITY,2025-01-22
2013,LV,MIXED,75-79,M,OLD_AGE,33454,10484.91,8581.37,25.6,62.49,14.64,CPI,14.19,1,0,66573625163.75,spr_pns_ben,BASELINE,2024-09-11
2014,RO,PILLAR1_PUBLIC_PAYG,70-74,F,SURVIVOR,35229,24603.59,17875.26,74.33,59.2,33.7,NONE,6.33,0,1,66904901635.11,proj_pens,LOW_MIGRATION,2024-03-03
2015,BG,PILLAR2_OCCUPATIONAL,65-69,T,EARLY_RETIREMENT,34946,5638.16,5394.7,52.73,63.69,27.63,DISCRETIONARY,25.48,0,0,67162477966.44,spr_pns_mean,HIGH_MIGRATION,2025-03-30
2016,FR,PILLAR3_PERSONAL,55-64,M,DISABILITY,36407,12295.31,11689.35,27.1,66.14,32.28,MIXED,21.32,1,0,67383842206.95,gov_10a_main,LOW_GROWTH,2025-02-15
2017,LT,MIXED,85+,F,MINIMUM_PENSION,36150,11673.01,10816.03,55.85,62.82,35.5,WAGE,7.3,0,0,67739755051.8,ilc_pnp1,HIGH_LONGEVITY,2024-07-18
2018,SK,PILLAR1_PUBLIC_PAYG,80-84,T,OLD_AGE,33713,19672.63,18697.32,91.55,63.51,18.49,CPI,16.28,0,1,67990957082.35,spr_pns_ben,BASELINE,2025-03-24
2019,HR,PILLAR2_OCCUPATIONAL,75-79,M,SURVIVOR,35596,12845.67,10222.54,64.27,67.55,35.32,NONE,6.82,1,1,68375824358.23,proj_pens,LOW_MIGRATION,2024-09-08
2020,DE,PILLAR3_PERSONAL,70-74,F,EARLY_RETIREMENT,33830,15131.98,11959.06,93.1,58.35,32.16,DISCRETIONARY,19.69,1,0,68545172643.49,spr_pns_mean,HIGH_MIGRATION,2024-12-26
2021,LU,MIXED,65-69,T,DISABILITY,37072,14159.6,10299.74,88.31,58.69,29.98,MIXED,11.12,0,0,68893298807.15,gov_10a_main,LOW_GROWTH,2025-01-23
2022,SI,PILLAR1_PUBLIC_PAYG,55-64,M,MINIMUM_PENSION,37036,8341.25,7343.59,73.68,66.2,34.78,WAGE,21.87,0,1,69070065631.63,ilc_pnp1,HIGH_LONGEVITY,2024-01-21
2023,CY,PILLAR2_OCCUPATIONAL,85+,F,OLD_AGE,36100,16358.2,15284.12,85.61,64.89,13.61,CPI,15.42,0,0,69359575080.65,spr_pns_ben,BASELINE,2024-11-12
2024,GR,PILLAR3_PERSONAL,80-84,T,SURVIVOR,36882,9253.68,7110.01,35.35,62.71,38.79,NONE,7.99,1,1,69642668474.67,proj_pens,LOW_MIGRATION,2026-01-31
2025,MT,MIXED,75-79,M,EARLY_RETIREMENT,37300,17558.37,14211.33,71.59,61.06,33.88,DISCRETIONARY,8.97,1,0,70055146507.41,spr_pns_mean,HIGH_MIGRATION,2025-06-08
2026,ES,PILLAR1_PUBLIC_PAYG,70-74,F,DISABILITY,37358,22396.22,20573.38,42.71,59.54,12.74,MIXED,6.36,0,1,70310269191.89,gov_10a_main,LOW_GROWTH,2025-02-27
2008,CZ,PILLAR2_OCCUPATIONAL,65-69,T,MINIMUM_PENSION,37463,18414.65,16398.41,61.42,63.49,33.49,WAGE,7.49,0,1,70527977100.63,ilc_pnp1,HIGH_LONGEVITY,2024-03-16
2009,HU,PILLAR3_PERSONAL,55-64,M,OLD_AGE,35572,26237.67,20702.6,77.68,58.35,37.66,CPI,17.3,0,0,70729890924.79,spr_pns_ben,BASELINE,2024-07-29
2010,NL,MIXED,85+,F,SURVIVOR,34537,17863.8,17050.88,28.9,65.89,14.41,NONE,18.77,0,1,70989284519.17,proj_pens,LOW_MIGRATION,2025-09-28
2011,SE,PILLAR1_PUBLIC_PAYG,80-84,T,EARLY_RETIREMENT,37249,8763.13,7926.43,75.53,58.77,34.56,DISCRETIONARY,10.48,1,0,71448568287.58,spr_pns_mean,HIGH_MIGRATION,2025-10-08
2012,DK,PILLAR2_OCCUPATIONAL,75-79,M,DISABILITY,37456,23240.3,18187.52,53.9,59.81,18.84,MIXED,7.98,0,1,71543240104.95,gov_10a_main,LOW_GROWTH,2024-05-02
2013,IE,PILLAR3_PERSONAL,70-74,F,MINIMUM_PENSION,34855,15724.36,14995.06,38.53,66.98,41.97,WAGE,20.89,1,0,71964272160.37,ilc_pnp1,HIGH_LONGEVITY,2025-12-04
2014,PL,MIXED,65-69,T,OLD_AGE,37865,7282.23,6774.66,77.05,64.56,20.89,CPI,10.23,0,0,72224634537.93,spr_pns_ben,BASELINE,2024-06-26
2015,AT,PILLAR1_PUBLIC_PAYG,55-64,M,SURVIVOR,33473,10361.99,9829.65,73.55,63.63,29.61,NONE,7.51,0,1,72487826770.96,proj_pens,LOW_MIGRATION,2025-09-13
2016,EE,PILLAR2_OCCUPATIONAL,85+,F,EARLY_RETIREMENT,35520,12714.16,9421.67,88.8,60.16,40.68,DISCRETIONARY,12.14,0,1,72759246951.96,spr_pns_mean,HIGH_MIGRATION,2024-05-08
2017,IT,PILLAR3_PERSONAL,80-84,T,DISABILITY,34982,16845.95,15395.79,91.98,60.64,19.81,MIXED,5.53,0,1,72974361454.87,gov_10a_main,LOW_GROWTH,2025-11-03
2018,PT,MIXED,75-79,M,MINIMUM_PENSION,35192,14254.85,12197.81,80.96,67.53,14.94,WAGE,13.07,0,0,73256849226.63,ilc_pnp1,HIGH_LONGEVITY,2024-02-09
2019,BE,PILLAR1_PUBLIC_PAYG,70-74,F,OLD_AGE,34165,25922.26,21305.13,78.64,60.28,28.69,CPI,16.11,0,0,73515294909.47,spr_pns_ben,BASELINE,2025-05-21
2020,FI,PILLAR2_OCCUPATIONAL,65-69,T,SURVIVOR,35574,19252.92,15528.51,93.03,66.05,24.7,NONE,8.71,0,1,73811242087.19,proj_pens,LOW_MIGRATION,2024-12-07
2021,LV,PILLAR3_PERSONAL,55-64,M,EARLY_RETIREMENT,37732,22479.67,20767.84,30.76,67.58,12.24,DISCRETIONARY,14.81,0,0,74128879179.51,spr_pns_mean,HIGH_MIGRATION,2025-01-19
2022,RO,MIXED,85+,F,DISABILITY,34207,26195.04,24908.09,48.68,66.48,15.13,MIXED,25.83,0,1,74457880822.27,gov_10a_main,LOW_GROWTH,2025-05-27
2023,BG,PILLAR1_PUBLIC_PAYG,80-84,T,MINIMUM_PENSION,35349,13680.84,12950.79,69.11,59.33,17.69,WAGE,6.18,1,0,74806223857.49,ilc_pnp1,HIGH_LONGEVITY,2025-06-10
2024,FR,PILLAR2_OCCUPATIONAL,75-79,M,OLD_AGE,34837,11023.37,9092.56,84.32,66.39,34.06,CPI,11.61,0,0,75090060869.84,spr_pns_ben,BASELINE,2025-11-02
2025,LT,PILLAR3_PERSONAL,70-74,F,SURVIVOR,38371,17235.53,14357.53,73.64,58.74,23.09,NONE,5.8,0,1,75328758963.33,proj_pens,LOW_MIGRATION,2025-10-03
2026,SK,MIXED,65-69,T,EARLY_RETIREMENT,34185,12511.7,11252.3,31.79,61.26,25.25,DISCRETIONARY,22.63,0,0,75489939385.67,spr_pns_mean,HIGH_MIGRATION,2025-04-02
2008,HR,PILLAR1_PUBLIC_PAYG,55-64,M,DISABILITY,33992,10593.61,9674.72,29.03,59.34,39.36,MIXED,11.18,0,0,75843712806.9,gov_10a_main,LOW_GROWTH,2025-09-11
2009,DE,PILLAR2_OCCUPATIONAL,85+,F,MINIMUM_PENSION,35652,16540.05,13907.63,53.14,65.49,28.75,WAGE,16.62,0,0,76039985064.08,ilc_pnp1,HIGH_LONGEVITY,2024-12-31
2010,LU,PILLAR3_PERSONAL,80-84,T,OLD_AGE,35843,12497.77,9943.74,48.31,67.45,22.3,CPI,14.66,1,0,76400438165.5,spr_pns_ben,BASELINE,2025-11-29
2011,SI,MIXED,75-79,M,SURVIVOR,37349,23784.02,20091.81,94.68,66.33,17.24,NONE,5.99,0,1,76742258647.54,proj_pens,LOW_MIGRATION,2025-01-03
2012,CY,PILLAR1_PUBLIC_PAYG,70-74,F,EARLY_RETIREMENT,33687,8034.4,7074.48,77.37,60.43,37.04,DISCRETIONARY,13.79,0,0,77037573511.37,spr_pns_mean,HIGH_MIGRATION,2024-08-04
2013,GR,PILLAR2_OCCUPATIONAL,65-69,T,DISABILITY,36930,6742.31,6034.07,39.34,64.19,32.15,MIXED,25.47,0,0,77338680173.52,gov_10a_main,LOW_GROWTH,2025-06-26
2014,MT,PILLAR3_PERSONAL,55-64,M,MINIMUM_PENSION,36629,19540.64,15655.02,55.95,62.82,19.59,WAGE,13.74,1,1,77497662180.07,ilc_pnp1,HIGH_LONGEVITY,2024-09-15
2015,ES,MIXED,85+,F,OLD_AGE,36244,13131.32,11494.17,87.1,67.04,32.86,CPI,11.85,1,1,77886267029.63,spr_pns_ben,BASELINE,2024-10-11
2016,CZ,PILLAR1_PUBLIC_PAYG,80-84,T,SURVIVOR,34239,10947.38,8312.35,32.72,60.58,13.71,NONE,7.98,0,1,77998598108.97,proj_pens,LOW_MIGRATION,2024-09-10
2017,HU,PILLAR2_OCCUPATIONAL,75-79,M,EARLY_RETIREMENT,36078,20238.14,17713.59,46.65,61.26,16.76,DISCRETIONARY,5.27,1,0,78406824342.09,spr_pns_mean,HIGH_MIGRATION,2025-09-26
2018,NL,PILLAR3_PERSONAL,70-74,F,DISABILITY,35717,20065.68,14843.79,35.07,64.55,23.75,MIXED,4.69,1,0,78672337678.48,gov_10a_main,LOW_GROWTH,2025-04-15
2019,SE,MIXED,65-69,T,MINIMUM_PENSION,37955,9730.84,7899.06,77.6,61.78,12.76,WAGE,14.44,1,0,79002377289.93,ilc_pnp1,HIGH_LONGEVITY,2024-01-25
2020,DK,PILLAR1_PUBLIC_PAYG,55-64,M,OLD_AGE,35528,12270.74,9498.16,51.03,61.26,37.13,CPI,12.67,0,0,79109571933.29,spr_pns_ben,BASELINE,2026-01-14
2021,IE,PILLAR2_OCCUPATIONAL,85+,F,SURVIVOR,37416,5993.46,4901.37,41.84,60.32,24.23,NONE,13.15,0,1,79530504394.17,proj_pens,LOW_MIGRATION,2025-06-15
2022,PL,PILLAR3_PERSONAL,80-84,T,EARLY_RETIREMENT,37607,11448.84,10785.7,92.36,65.34,34.33,DISCRETIONARY,14.03,1,0,79683560332.83,spr_pns_mean,HIGH_MIGRATION,2024-10-15
2023,AT,MIXED,75-79,M,DISABILITY,37409,8239.22,7230.68,32.31,61.9,22.98,MIXED,11.74,0,0,80059350286.77,gov_10a_main,LOW_GROWTH,2025-09-13
2024,EE,PILLAR1_PUBLIC_PAYG,70-74,F,MINIMUM_PENSION,37767,12450.21,10583.95,62.05,68.01,23.21,WAGE,6.1,0,0,80264976028.73,ilc_pnp1,HIGH_LONGEVITY,2024-06-03
2025,IT,PILLAR2_OCCUPATIONAL,65-69,T,OLD_AGE,36080,12604.35,11178.12,83.19,67.17,30.94,CPI,18.13,1,1,80621581688.86,spr_pns_ben,BASELINE,2025-04-23
2026,PT,PILLAR3_PERSONAL,55-64,M,SURVIVOR,33760,8239.8,7598.28,91.21,67.2,40.63,NONE,16.36,0,1,80787368555.7,proj_pens,LOW_MIGRATION,2024-03-29
2008,BE,MIXED,85+,F,EARLY_RETIREMENT,36544,17767.59,15988.57,63.16,68.23,17.31,DISCRETIONARY,10.94,0,0,81215658110.17,spr_pns_mean,HIGH_MIGRATION,2025-10-21
2009,FI,PILLAR1_PUBLIC_PAYG,80-84,T,DISABILITY,35894,6635.27,5572.29,68.92,61.89,26.22,MIXED,17.93,0,0,81425998579.09,gov_10a_main,LOW_GROWTH,2025-02-06
2010,LV,PILLAR2_OCCUPATIONAL,75-79,M,MINIMUM_PENSION,34495,8871.55,7488.57,50.26,64.56,29.98,WAGE,18.86,1,0,81812661691.5,ilc_pnp1,HIGH_LONGEVITY,2024-07-13
2011,RO,PILLAR3_PERSONAL,70-74,F,OLD_AGE,36852,13571.3,10850.8,78.2,64.42,30.01,CPI,11.73,0,0,82023961188.87,spr_pns_ben,BASELINE,2024-12-29
2012,BG,MIXED,65-69,T,SURVIVOR,35817,18327.75,14386.97,89.7,64.91,39.44,NONE,13.14,0,1,82249801181.87,proj_pens,LOW_MIGRATION,2025-08-04
2013,FR,PILLAR1_PUBLIC_PAYG,55-64,M,EARLY_RETIREMENT,35151,11853.05,10231.91,51.54,58.61,37.82,DISCRETIONARY,7.15,0,0,82564647513.21,spr_pns_mean,HIGH_MIGRATION,2025-05-11
