soc_unemp_reference_month,soc_unemp_country_iso2,soc_unemp_region_nuts_code,soc_unemp_claimant_age_group,soc_unemp_claimant_sex,soc_unemp_benefit_scheme_code,soc_unemp_claims_open_count,soc_unemp_new_claims_count,soc_unemp_closed_claims_count,soc_unemp_average_duration_weeks,soc_unemp_replacement_rate_pct,soc_unemp_benefit_amount_mean_eur,soc_unemp_sanction_rate_pct,soc_unemp_active_labor_market_program_code,soc_unemp_participation_count,soc_unemp_training_completion_rate_pct,soc_unemp_job_placement_rate_pct,soc_unemp_digital_services_usage_rate_pct,soc_unemp_eurostat_table_code,soc_unemp_data_extract_date
2020-08,PL,PL30,25-34,T,UI_ASSISTANCE,1554,307,267,45.55,53.68,1685.48,1.82,PUBLIC_WORKS,272,72.49,58.57,62.73,lfsi_long_q,2024-07-23
2020-09,ES,AT83,35-44,F,SHORT_TIME_WORK,1127,239,119,8.52,42.44,381.14,8.13,TRAINING,365,36.24,12.98,70.66,lfsa_ugad,2026-01-08
2020-10,HR,DK69,45-54,M,YOUTH_GUARANTEE,1341,256,158,31.25,29.18,346.01,2.95,APPRENTICESHIP,464,60.74,50.7,57.49,lfsq_urgaed,2024-03-29
2020-11,FI,SE3,55-64,T,SELF_EMP_SUPPORT,1449,290,281,8.14,65.4,940.51,8.57,ENTREPRENEUR_SUPPORT,290,64.59,54.51,84.25,lfsq_urgaed,2026-01-29
2020-12,IE,ES401,65+,F,MIXED,1121,308,150,53.81,54.86,1485.61,11.68,JOB_SEARCH_ASSIST,227,67.79,9.67,95.89,une_rt_m,2024-10-18
2021-01,MT,PL653,15-24,M,UI_CONTRIBUTORY,1585,291,199,29.06,71.67,442.22,8.14,MOBILITY_GRANT,415,60.86,32.72,92.7,lfsi_long_q,2025-02-03
2021-02,SK,SE742,25-34,T,UI_ASSISTANCE,1398,269,248,18.83,51.86,1254.88,8.22,WAGE_SUBSIDY,345,48.24,35.53,90.45,lfsa_ugad,2025-02-10
2021-03,BE,NL19,35-44,F,SHORT_TIME_WORK,1391,281,228,53.82,50.18,868.89,8.71,PUBLIC_WORKS,387,74.8,37.27,48.08,lfsq_urgaed,2026-01-18
2021-04,DK,IE588,45-54,M,YOUTH_GUARANTEE,1242,260,244,47.06,46.5,410.27,7.24,TRAINING,463,60.92,30.82,15.19,lfsq_urgaed,2024-12-22
2021-05,GR,IE4,55-64,T,SELF_EMP_SUPPORT,1276,215,188,18.4,54.76,1007.04,4.24,APPRENTICESHIP,284,63.17,39.31,26.77,une_rt_m,2024-02-23
2021-06,LT,SI17,65+,F,MIXED,1103,245,148,39.55,48.5,374.5,4.87,ENTREPRENEUR_SUPPORT,293,51.79,41.22,85.26,lfsi_long_q,2025-11-21
2021-07,PT,SK53,15-24,M,UI_CONTRIBUTORY,1494,242,189,38.91,29.18,1597.71,8.62,JOB_SEARCH_ASSIST,205,65.66,12.4,54.34,lfsa_ugad,2024-01-08
2021-08,SE,GR490,25-34,T,UI_ASSISTANCE,1188,252,149,16.35,44.24,1574.71,5.46,MOBILITY_GRANT,476,89.33,38.35,13.73,lfsq_urgaed,2024-05-01
2021-09,CY,PT683,35-44,F,SHORT_TIME_WORK,1257,238,233,28.2,32.22,360.99,11.48,WAGE_SUBSIDY,424,94.75,36.71,20.52,lfsq_urgaed,2026-02-07
2021-10,FR,BE732,45-54,M,YOUTH_GUARANTEE,1168,322,243,45.19,51.87,609.38,1.51,PUBLIC_WORKS,498,58.1,18.87,92.9,une_rt_m,2024-09-01
2021-11,IT,DK866,55-64,T,SELF_EMP_SUPPORT,1180,244,125,47.12,76.99,1585.03,0.38,TRAINING,349,50.03,23.41,96.85,lfsi_long_q,2024-01-07
2021-12,NL,ES190,65+,F,MIXED,1311,260,251,30.61,54.77,1453.57,4.35,APPRENTICESHIP,420,44.09,15.98,21.01,lfsa_ugad,2025-11-16
2022-01,SI,BE2,15-24,M,UI_CONTRIBUTORY,1399,326,154,9.74,53.6,939.77,8.67,ENTREPRENEUR_SUPPORT,285,84.39,58.22,25.73,lfsq_urgaed,2024-06-25
2022-02,BG,HR216,25-34,T,UI_ASSISTANCE,1594,289,285,35.97,60.82,1335.91,3.68,JOB_SEARCH_ASSIST,347,77.25,17.29,37.24,lfsq_urgaed,2025-09-04
2022-03,EE,GR645,35-44,F,SHORT_TIME_WORK,1277,235,122,44.64,53.34,1200.2,6.7,MOBILITY_GRANT,390,35.53,28.42,77.33,une_rt_m,2026-02-18
2022-04,HU,PT25,45-54,M,YOUTH_GUARANTEE,1534,330,178,43.34,55.31,803.93,1.93,WAGE_SUBSIDY,320,58.11,23.46,39.2,lfsi_long_q,2025-06-13
2022-05,LU,ES3,55-64,T,SELF_EMP_SUPPORT,1412,289,218,28.41,49.12,1169.21,7.71,PUBLIC_WORKS,262,76.37,52.52,55.16,lfsa_ugad,2024-03-10
2022-06,RO,HR683,65+,F,MIXED,1536,284,195,22.3,33.86,1394.9,6.81,TRAINING,299,74.2,47.42,85.85,lfsq_urgaed,2024-08-15
2022-07,AT,ES90,15-24,M,UI_CONTRIBUTORY,1192,224,119,29.56,33.91,446.66,4.75,APPRENTICESHIP,460,47.71,57.63,17.82,lfsq_urgaed,2024-02-11
2022-08,CZ,CZ29,25-34,T,UI_ASSISTANCE,1556,302,216,27.1,64.15,1496.16,11.8,ENTREPRENEUR_SUPPORT,314,45.06,57.85,82.07,une_rt_m,2024-04-14
2022-09,DE,LV258,35-44,F,SHORT_TIME_WORK,1444,344,170,7.91,27.37,1607.47,9.86,JOB_SEARCH_ASSIST,496,57.68,46.4,47.41,lfsi_long_q,2025-03-11
2022-10,LV,LU82,45-54,M,YOUTH_GUARANTEE,1445,278,236,49.54,78.84,554.86,0.83,MOBILITY_GRANT,374,76.68,26.28,37.59,lfsa_ugad,2024-03-23
2022-11,PL,BG36,55-64,T,SELF_EMP_SUPPORT,1250,237,160,33.11,51.56,786.56,1.35,WAGE_SUBSIDY,488,81.23,8.35,84.7,lfsq_urgaed,2024-02-01
2022-12,ES,LU61,65+,F,MIXED,1624,249,178,4.89,46.48,1466.33,6.34,PUBLIC_WORKS,389,83.07,20.23,55.84,lfsq_urgaed,2024-02-09
2023-01,HR,RO77,15-24,M,UI_CONTRIBUTORY,1367,283,202,44.34,42.89,1193.82,0.08,TRAINING,243,35.35,12.19,76.09,une_rt_m,2026-01-15
2023-02,FI,SK965,25-34,T,UI_ASSISTANCE,1542,251,167,32.97,32.1,810.59,11.72,APPRENTICESHIP,249,62.45,21.72,32.13,lfsi_long_q,2024-03-26
2023-03,IE,HU18,35-44,F,SHORT_TIME_WORK,1573,320,187,28.97,56.85,843.24,5.26,ENTREPRENEUR_SUPPORT,356,49.57,59.3,60.97,lfsa_ugad,2026-01-25
2023-04,MT,FR422,45-54,M,YOUTH_GUARANTEE,1455,277,147,39.76,63.91,1561.29,3.8,JOB_SEARCH_ASSIST,401,77.62,19.64,77.16,lfsq_urgaed,2024-04-22
2023-05,SK,LV710,55-64,T,SELF_EMP_SUPPORT,1556,304,283,53.96,31.85,1670.82,7.57,MOBILITY_GRANT,327,47.76,26.68,97.05,lfsq_urgaed,2024-03-14
2023-06,BE,EE758,65+,F,MIXED,1559,296,222,36.74,74.99,398.85,3.35,WAGE_SUBSIDY,500,62.56,59.16,81.71,une_rt_m,2025-09-10
2023-07,DK,SE87,15-24,M,UI_CONTRIBUTORY,1465,240,227,37.63,40.12,1185.58,1.32,PUBLIC_WORKS,392,82.71,31.98,92.25,lfsi_long_q,2025-11-26
2023-08,GR,LU691,25-34,T,UI_ASSISTANCE,1172,307,221,18.81,48.89,475.32,8.46,TRAINING,311,90.57,57.48,90.77,lfsa_ugad,2024-10-20
2023-09,LT,EE19,35-44,F,SHORT_TIME_WORK,1203,323,167,17.32,66.42,1499.6,9.02,APPRENTICESHIP,403,53.93,37.93,27.87,lfsq_urgaed,2026-01-17
2023-10,PT,EE484,45-54,M,YOUTH_GUARANTEE,1215,274,132,27.42,53.72,312.51,7.66,ENTREPRENEUR_SUPPORT,245,69.43,38.61,90.19,lfsq_urgaed,2024-10-24
2023-11,SE,EE94,55-64,T,SELF_EMP_SUPPORT,1411,244,199,24.58,32.16,1135.73,1.31,JOB_SEARCH_ASSIST,271,92.74,45.0,62.35,une_rt_m,2024-11-16
2023-12,CY,MT53,65+,F,MIXED,1617,316,158,43.72,43.03,1488.21,2.79,MOBILITY_GRANT,245,63.93,18.07,39.75,lfsi_long_q,2024-07-19
2024-01,FR,DK563,15-24,M,UI_CONTRIBUTORY,1497,343,299,20.0,42.33,483.1,4.23,WAGE_SUBSIDY,296,60.72,9.73,16.31,lfsa_ugad,2024-08-23
2024-02,IT,FR7,25-34,T,UI_ASSISTANCE,1460,264,121,38.44,78.11,475.56,8.41,PUBLIC_WORKS,393,75.91,33.19,46.32,lfsq_urgaed,2024-04-05
2024-03,NL,RO96,35-44,F,SHORT_TIME_WORK,1287,338,228,49.05,74.39,1801.84,7.1,TRAINING,242,38.89,46.28,56.66,lfsq_urgaed,2025-03-22
2024-04,SI,SK54,45-54,M,YOUTH_GUARANTEE,1196,291,282,35.47,43.42,1431.92,11.32,APPRENTICESHIP,286,73.38,30.58,78.54,une_rt_m,2024-01-15
2024-05,BG,FI192,55-64,T,SELF_EMP_SUPPORT,1289,309,243,4.2,41.8,1500.16,1.21,ENTREPRENEUR_SUPPORT,533,61.76,32.05,97.63,lfsi_long_q,2025-03-11
2024-06,EE,IE173,65+,F,MIXED,1318,314,235,46.77,74.0,1007.8,10.87,JOB_SEARCH_ASSIST,327,71.44,30.18,26.82,lfsa_ugad,2024-07-08
2024-07,HU,BE6,15-24,M,UI_CONTRIBUTORY,1587,332,326,17.1,71.52,894.76,7.19,MOBILITY_GRANT,468,43.57,60.15,32.42,lfsq_urgaed,2024-01-25
2024-08,LU,DK234,25-34,T,UI_ASSISTANCE,1670,302,163,23.9,75.97,663.74,8.34,WAGE_SUBSIDY,376,60.94,50.26,55.15,lfsq_urgaed,2025-10-15
2024-09,RO,SI278,35-44,F,SHORT_TIME_WORK,1200,348,264,18.07,55.75,1449.25,4.26,PUBLIC_WORKS,334,39.03,33.24,13.46,une_rt_m,2025-05-22
2024-10,AT,PT153,45-54,M,YOUTH_GUARANTEE,1302,262,234,17.16,75.03,806.55,1.62,TRAINING,378,70.55,47.72,88.8,lfsi_long_q,2024-01-31
2024-11,CZ,CZ183,55-64,T,SELF_EMP_SUPPORT,1652,347,322,34.69,79.89,1178.56,10.07,APPRENTICESHIP,399,36.45,40.08,41.89,lfsa_ugad,2024-03-01
2024-12,DE,BE496,65+,F,MIXED,1440,345,210,50.09,49.45,945.38,11.25,ENTREPRENEUR_SUPPORT,295,87.67,31.13,14.69,lfsq_urgaed,2024-08-12
2025-01,LV,ES62,15-24,M,UI_CONTRIBUTORY,1436,253,132,49.63,69.76,710.83,0.21,JOB_SEARCH_ASSIST,396,44.97,30.77,26.15,lfsq_urgaed,2024-12-02
2025-02,PL,LU23,25-34,T,UI_ASSISTANCE,1427,285,280,24.68,31.21,1073.17,11.29,MOBILITY_GRANT,298,66.61,39.32,17.22,une_rt_m,2025-03-12
2025-03,ES,HR654,35-44,F,SHORT_TIME_WORK,1533,297,172,43.69,77.07,471.86,6.28,WAGE_SUBSIDY,249,41.74,26.15,60.55,lfsi_long_q,2024-09-10
2025-04,HR,MT40,45-54,M,YOUTH_GUARANTEE,1330,336,165,27.91,40.89,1584.86,2.9,PUBLIC_WORKS,309,70.58,56.16,74.68,lfsa_ugad,2026-01-03
2025-05,FI,SI7,55-64,T,SELF_EMP_SUPPORT,1644,340,217,32.49,65.8,396.19,5.85,TRAINING,342,63.77,50.0,80.7,lfsq_urgaed,2025-07-24
2025-06,IE,SI164,65+,F,MIXED,1500,331,180,10.43,36.93,1820.98,10.59,APPRENTICESHIP,338,89.2,11.02,56.84,lfsq_urgaed,2025-08-25
2025-07,MT,RO63,15-24,M,UI_CONTRIBUTORY,1468,357,291,12.66,64.52,873.15,6.43,ENTREPRENEUR_SUPPORT,367,42.6,41.41,22.67,une_rt_m,2025-08-10
2025-08,SK,BE50,25-34,T,UI_ASSISTANCE,1509,271,194,30.15,66.34,1825.94,11.46,JOB_SEARCH_ASSIST,286,68.02,17.8,26.25,lfsi_long_q,2026-01-09
2025-09,BE,EE85,35-44,F,SHORT_TIME_WORK,1495,303,191,33.35,25.99,1387.59,1.3,MOBILITY_GRANT,533,57.67,51.13,66.46,lfsa_ugad,2024-05-10
2025-10,DK,ES6,45-54,M,YOUTH_GUARANTEE,1407,293,233,23.88,31.96,1833.01,0.53,WAGE_SUBSIDY,428,68.62,28.36,28.52,lfsq_urgaed,2025-08-19
2025-11,GR,LU107,55-64,T,SELF_EMP_SUPPORT,1308,305,245,57.45,34.22,1582.43,3.17,PUBLIC_WORKS,308,39.4,41.03,30.26,lfsq_urgaed,2026-02-18
2025-12,LT,RO860,65+,F,MIXED,1387,356,269,40.57,29.4,740.09,3.06,TRAINING,359,85.26,32.87,32.42,une_rt_m,2024-09-21
2026-01,PT,IT786,15-24,M,UI_CONTRIBUTORY,1544,351,222,40.05,52.31,918.73,0.97,APPRENTICESHIP,478,51.61,54.61,42.97,lfsi_long_q,2024-03-28
2026-02,SE,FR18,25-34,T,UI_ASSISTANCE,1261,352,285,4.94,30.91,1599.83,4.75,ENTREPRENEUR_SUPPORT,342,58.11,33.05,31.8,lfsa_ugad,2024-08-28
2026-03,CY,DK777,35-44,F,SHORT_TIME_WORK,1622,269,247,37.4,36.87,979.19,1.98,JOB_SEARCH_ASSIST,494,70.89,36.04,18.26,lfsq_urgaed,2025-01-23
2026-04,FR,DE875,45-54,M,YOUTH_GUARANTEE,1223,372,170,56.32,30.07,1149.43,10.14,MOBILITY_GRANT,392,70.92,13.89,15.65,lfsq_urgaed,2025-06-12
2026-05,IT,IT70,55-64,T,SELF_EMP_SUPPORT,1480,313,233,34.11,30.59,1105.72,0.12,WAGE_SUBSIDY,308,40.63,51.09,17.75,une_rt_m,2024-07-19
2026-06,NL,IT250,65+,F,MIXED,1689,306,203,25.04,59.67,1466.35,7.35,PUBLIC_WORKS,375,80.29,8.86,56.41,lfsi_long_q,2025-11-11
2026-07,SI,LT302,15-24,M,UI_CONTRIBUTORY,1490,343,174,46.66,62.97,1006.18,3.11,TRAINING,547,62.88,39.32,63.18,lfsa_ugad,2025-10-13
2026-08,BG,EE757,25-34,T,UI_ASSISTANCE,1346,297,296,38.24,56.99,1459.53,0.95,APPRENTICESHIP,294,75.03,48.69,35.08,lfsq_urgaed,2024-12-30
2026-09,EE,CZ21,35-44,F,SHORT_TIME_WORK,1309,349,280,37.47,30.22,482.76,9.91,ENTREPRENEUR_SUPPORT,300,56.84,51.18,38.35,lfsq_urgaed,2025-01-29
2026-10,HU,NL567,45-54,M,YOUTH_GUARANTEE,1455,335,323,35.37,77.96,622.69,0.94,JOB_SEARCH_ASSIST,486,63.95,8.49,46.91,une_rt_m,2025-09-16
2026-11,LU,BG469,55-64,T,SELF_EMP_SUPPORT,1303,362,291,12.84,47.46,319.78,2.41,MOBILITY_GRANT,371,68.94,31.59,23.11,lfsi_long_q,2025-09-29
2026-12,RO,LV464,65+,F,MIXED,1291,354,297,36.22,74.88,1036.65,11.04,WAGE_SUBSIDY,343,85.73,58.01,41.35,lfsa_ugad,2024-04-29
2018-01,AT,FI471,15-24,M,UI_CONTRIBUTORY,1412,313,259,18.5,59.22,1725.91,10.73,PUBLIC_WORKS,428,57.16,55.18,85.37,lfsq_urgaed,2025-12-15
2018-02,CZ,SI51,25-34,T,UI_ASSISTANCE,1346,361,298,35.82,56.26,694.07,8.7,TRAINING,465,66.38,58.78,93.2,lfsq_urgaed,2024-10-03
2018-03,DE,PT4,35-44,F,SHORT_TIME_WORK,1259,352,235,43.57,60.87,267.78,11.67,APPRENTICESHIP,338,41.52,21.93,74.61,une_rt_m,2024-07-24
2018-04,LV,BE545,45-54,M,YOUTH_GUARANTEE,1732,289,217,28.11,43.61,1686.26,1.03,ENTREPRENEUR_SUPPORT,373,76.71,11.15,41.09,lfsi_long_q,2024-05-04
2018-05,PL,DE2,55-64,T,SELF_EMP_SUPPORT,1506,294,293,51.51,62.0,394.82,4.86,JOB_SEARCH_ASSIST,418,48.15,52.15,93.9,lfsa_ugad,2024-01-26
2018-06,ES,LT27,65+,F,MIXED,1641,386,353,15.69,75.5,449.92,0.85,MOBILITY_GRANT,554,76.05,10.76,41.49,lfsq_urgaed,2025-02-17
2018-07,HR,NL2,15-24,M,UI_CONTRIBUTORY,1695,387,221,30.72,51.74,1715.33,3.06,WAGE_SUBSIDY,468,68.12,47.72,27.1,lfsq_urgaed,2024-10-13
2018-08,FI,SE4,25-34,T,UI_ASSISTANCE,1614,339,182,24.19,34.29,346.97,7.33,PUBLIC_WORKS,336,49.64,20.22,25.83,une_rt_m,2024-10-07
2018-09,IE,AT621,35-44,F,SHORT_TIME_WORK,1704,388,365,33.78,67.33,1583.66,4.96,TRAINING,301,67.45,41.29,61.78,lfsi_long_q,2026-02-25
2018-10,MT,BG7,45-54,M,YOUTH_GUARANTEE,1273,318,281,46.09,79.68,1773.62,4.77,APPRENTICESHIP,473,64.96,23.01,58.27,lfsa_ugad,2025-10-26
2018-11,SK,IE9,55-64,T,SELF_EMP_SUPPORT,1625,390,322,6.8,43.0,1341.0,7.97,ENTREPRENEUR_SUPPORT,568,80.38,27.98,95.27,lfsq_urgaed,2025-08-13
2018-12,BE,HR25,65+,F,MIXED,1502,364,217,17.22,69.12,1447.39,4.16,JOB_SEARCH_ASSIST,320,44.96,60.52,70.94,lfsq_urgaed,2024-10-29
2019-01,DK,MT665,15-24,M,UI_CONTRIBUTORY,1413,345,318,15.91,62.82,638.38,9.79,MOBILITY_GRANT,337,74.44,45.34,33.34,une_rt_m,2025-09-15
2019-02,GR,NL6,25-34,T,UI_ASSISTANCE,1447,391,335,31.37,46.34,476.16,2.72,WAGE_SUBSIDY,289,48.77,33.98,38.93,lfsi_long_q,2025-03-21
2019-03,LT,BG19,35-44,F,SHORT_TIME_WORK,1680,328,242,24.21,64.19,375.37,5.74,PUBLIC_WORKS,480,86.01,10.17,38.25,lfsa_ugad,2025-09-25
2019-04,PT,LV63,45-54,M,YOUTH_GUARANTEE,1507,354,274,16.0,41.69,1808.48,4.11,TRAINING,315,61.96,11.06,93.51,lfsq_urgaed,2024-10-07
2019-05,SE,IE2,55-64,T,SELF_EMP_SUPPORT,1331,337,307,13.76,57.93,1567.6,5.82,APPRENTICESHIP,375,86.36,29.46,64.66,lfsq_urgaed,2024-03-09
2019-06,CY,RO676,65+,F,MIXED,1537,401,309,12.5,42.73,1602.07,8.2,ENTREPRENEUR_SUPPORT,441,91.22,59.41,34.96,une_rt_m,2026-02-11
2019-07,FR,RO56,15-24,M,UI_CONTRIBUTORY,1649,355,180,23.85,36.61,752.48,1.17,JOB_SEARCH_ASSIST,496,36.12,36.36,90.15,lfsi_long_q,2026-02-25
2019-08,IT,CZ706,25-34,T,UI_ASSISTANCE,1309,367,238,55.18,51.28,1561.75,3.11,MOBILITY_GRANT,576,61.96,25.97,18.34,lfsa_ugad,2025-01-23
2019-09,NL,AT242,35-44,F,SHORT_TIME_WORK,1324,313,177,25.87,62.52,1592.72,0.05,WAGE_SUBSIDY,433,78.64,61.18,53.58,lfsq_urgaed,2025-11-19
2019-10,SI,HR32,45-54,M,YOUTH_GUARANTEE,1334,383,315,8.05,79.7,458.33,4.85,PUBLIC_WORKS,341,91.58,41.49,66.7,lfsq_urgaed,2025-07-13
2019-11,BG,PT5,55-64,T,SELF_EMP_SUPPORT,1762,377,246,21.84,54.85,533.47,1.84,TRAINING,316,40.66,59.2,94.55,une_rt_m,2024-03-17
2019-12,EE,PL30,65+,F,MIXED,1415,339,320,28.02,78.46,398.41,4.71,APPRENTICESHIP,440,94.68,33.67,33.72,lfsi_long_q,2024-07-09
2020-01,HU,AT83,15-24,M,UI_CONTRIBUTORY,1723,358,276,31.36,28.62,1060.79,5.96,ENTREPRENEUR_SUPPORT,490,85.18,24.94,14.91,lfsa_ugad,2026-01-29
2020-02,LU,DK69,25-34,T,UI_ASSISTANCE,1369,390,319,52.03,29.44,1839.95,3.6,JOB_SEARCH_ASSIST,444,45.55,55.07,43.26,lfsq_urgaed,2025-07-13
2020-03,RO,SE3,35-44,F,SHORT_TIME_WORK,1631,396,206,13.5,50.98,1281.4,6.69,MOBILITY_GRANT,317,50.35,28.39,86.73,lfsq_urgaed,2025-03-06
2020-04,AT,ES401,45-54,M,YOUTH_GUARANTEE,1646,418,244,38.77,49.22,1156.4,10.36,WAGE_SUBSIDY,426,63.32,38.13,40.19,une_rt_m,2024-06-27
2020-05,CZ,PL653,55-64,T,SELF_EMP_SUPPORT,1707,366,182,28.1,62.15,1458.91,9.68,PUBLIC_WORKS,332,63.53,9.72,91.89,lfsi_long_q,2025-12-31
2020-06,DE,SE742,65+,F,MIXED,1600,414,233,42.64,64.64,383.49,11.47,TRAINING,488,85.93,30.52,50.06,lfsa_ugad,2025-10-30
2020-07,LV,NL19,15-24,M,UI_CONTRIBUTORY,1444,412,362,21.25,27.05,1660.05,2.55,APPRENTICESHIP,587,72.35,10.58,96.22,lfsq_urgaed,2025-04-06
2020-08,PL,IE588,25-34,T,UI_ASSISTANCE,1419,407,339,6.27,66.18,516.21,1.06,ENTREPRENEUR_SUPPORT,581,65.66,60.1,82.93,lfsq_urgaed,2024-10-04
2020-09,ES,IE4,35-44,F,SHORT_TIME_WORK,1770,343,329,15.01,35.84,1092.93,1.18,JOB_SEARCH_ASSIST,307,57.91,61.16,24.01,une_rt_m,2024-02-09
2020-10,HR,SI17,45-54,M,YOUTH_GUARANTEE,1560,321,147,38.39,41.02,1244.76,9.46,MOBILITY_GRANT,386,70.96,8.24,35.81,lfsi_long_q,2024-01-19
2020-11,FI,SK53,55-64,T,SELF_EMP_SUPPORT,1300,392,294,13.33,30.57,635.33,9.82,WAGE_SUBSIDY,475,74.89,41.65,65.96,lfsa_ugad,2024-05-15
2020-12,IE,GR490,65+,F,MIXED,1468,416,292,35.17,45.67,314.06,3.01,PUBLIC_WORKS,567,66.74,28.02,69.2,lfsq_urgaed,2025-02-21
2021-01,MT,PT683,15-24,M,UI_CONTRIBUTORY,1695,431,196,49.69,29.39,1462.34,11.56,TRAINING,313,52.77,23.38,83.78,lfsq_urgaed,2024-07-01
2021-02,SK,BE732,25-34,T,UI_ASSISTANCE,1776,389,363,21.58,68.52,1326.62,1.14,APPRENTICESHIP,485,73.59,48.54,75.86,une_rt_m,2024-06-12
2021-03,BE,DK866,35-44,F,SHORT_TIME_WORK,1361,413,371,11.88,33.94,718.55,9.28,ENTREPRENEUR_SUPPORT,447,69.05,38.37,95.42,lfsi_long_q,2025-02-03
2021-04,DK,ES190,45-54,M,YOUTH_GUARANTEE,1646,322,176,31.56,51.42,1346.62,0.31,JOB_SEARCH_ASSIST,577,37.16,53.98,85.45,lfsa_ugad,2024-08-22
2021-05,GR,BE2,55-64,T,SELF_EMP_SUPPORT,1646,355,290,23.51,67.83,1438.33,9.19,MOBILITY_GRANT,482,76.2,45.38,58.94,lfsq_urgaed,2025-01-20
2021-06,LT,HR216,65+,F,MIXED,1391,373,304,6.01,53.35,1535.02,6.9,WAGE_SUBSIDY,372,57.08,52.34,19.49,lfsq_urgaed,2024-02-04
2021-07,PT,GR645,15-24,M,UI_CONTRIBUTORY,1416,413,308,38.57,67.59,1311.02,2.06,PUBLIC_WORKS,545,65.52,58.24,29.39,une_rt_m,2024-03-26
2021-08,SE,PT25,25-34,T,UI_ASSISTANCE,1404,391,278,15.43,73.5,1751.31,8.27,TRAINING,483,86.03,51.56,83.27,lfsi_long_q,2025-09-06
2021-09,CY,ES3,35-44,F,SHORT_TIME_WORK,1465,424,353,49.76,76.89,478.95,10.24,APPRENTICESHIP,455,83.83,50.17,81.09,lfsa_ugad,2025-07-11
2021-10,FR,HR683,45-54,M,YOUTH_GUARANTEE,1323,357,316,5.65,54.16,598.75,5.73,ENTREPRENEUR_SUPPORT,555,50.08,13.43,86.39,lfsq_urgaed,2025-01-05
2021-11,IT,ES90,55-64,T,SELF_EMP_SUPPORT,1589,330,189,44.95,56.02,336.97,1.01,JOB_SEARCH_ASSIST,513,92.34,29.87,81.93,lfsq_urgaed,2024-02-29
2021-12,NL,CZ29,65+,F,MIXED,1633,334,313,8.02,58.93,650.94,1.64,MOBILITY_GRANT,417,40.03,21.23,61.9,une_rt_m,2024-06-04
2022-01,SI,LV258,15-24,M,UI_CONTRIBUTORY,1693,400,307,51.13,50.41,875.57,0.67,WAGE_SUBSIDY,400,86.97,33.34,44.32,lfsi_long_q,2024-06-16
2022-02,BG,LU82,25-34,T,UI_ASSISTANCE,1365,439,408,49.12,57.39,1543.84,8.01,PUBLIC_WORKS,598,94.38,54.59,42.33,lfsa_ugad,2025-12-29
2022-03,EE,BG36,35-44,F,SHORT_TIME_WORK,1785,346,263,11.11,53.35,1090.28,11.29,TRAINING,518,41.24,27.73,88.86,lfsq_urgaed,2025-01-19
2022-04,HU,LU61,45-54,M,YOUTH_GUARANTEE,1376,332,197,20.26,57.47,726.86,0.38,APPRENTICESHIP,615,54.03,47.18,31.06,lfsq_urgaed,2025-11-26
2022-05,LU,RO77,55-64,T,SELF_EMP_SUPPORT,1430,436,385,15.12,72.58,851.77,11.47,ENTREPRENEUR_SUPPORT,493,36.75,17.53,57.07,une_rt_m,2024-07-31
2022-06,RO,SK965,65+,F,MIXED,1739,387,357,26.44,57.89,1131.21,0.34,JOB_SEARCH_ASSIST,480,58.05,29.7,39.71,lfsi_long_q,2026-02-22
2022-07,AT,HU18,15-24,M,UI_CONTRIBUTORY,1685,415,209,17.34,60.11,263.31,5.27,MOBILITY_GRANT,503,75.01,28.06,49.38,lfsa_ugad,2025-02-10
2022-08,CZ,FR422,25-34,T,UI_ASSISTANCE,1640,351,161,51.46,54.21,1048.12,3.41,WAGE_SUBSIDY,614,46.33,26.1,42.53,lfsq_urgaed,2024-04-27
2022-09,DE,LV710,35-44,F,SHORT_TIME_WORK,1652,394,311,47.36,78.43,575.3,6.89,PUBLIC_WORKS,613,71.73,31.06,38.56,lfsq_urgaed,2025-05-23
2022-10,LV,EE758,45-54,M,YOUTH_GUARANTEE,1840,380,347,28.21,70.03,786.75,3.21,TRAINING,549,85.59,22.37,95.58,une_rt_m,2025-03-28
2022-11,PL,SE87,55-64,T,SELF_EMP_SUPPORT,1421,405,266,25.86,38.84,1473.41,4.28,APPRENTICESHIP,487,35.4,46.69,60.08,lfsi_long_q,2024-09-01
2022-12,ES,LU691,65+,F,MIXED,1536,438,246,20.09,77.57,1280.57,2.96,ENTREPRENEUR_SUPPORT,423,88.81,29.18,36.36,lfsa_ugad,2024-02-28
2023-01,HR,EE19,15-24,M,UI_CONTRIBUTORY,1469,424,310,45.51,53.94,580.55,9.81,JOB_SEARCH_ASSIST,622,61.35,32.61,29.84,lfsq_urgaed,2025-01-30
2023-02,FI,EE484,25-34,T,UI_ASSISTANCE,1508,352,226,44.48,67.98,1076.35,11.75,MOBILITY_GRANT,521,59.73,25.44,80.41,lfsq_urgaed,2025-06-23
2023-03,IE,EE94,35-44,F,SHORT_TIME_WORK,1834,420,340,52.28,76.6,1554.88,2.58,WAGE_SUBSIDY,611,71.28,10.17,53.97,une_rt_m,2025-03-03
2023-04,MT,MT53,45-54,M,YOUTH_GUARANTEE,1462,379,195,32.87,25.61,1204.1,10.49,PUBLIC_WORKS,541,53.35,45.64,40.4,lfsi_long_q,2024-12-19
2023-05,SK,DK563,55-64,T,SELF_EMP_SUPPORT,1517,345,230,52.86,57.19,1447.98,7.55,TRAINING,591,84.78,34.32,20.71,lfsa_ugad,2026-01-15
