env_land_mapping_year,env_land_landcover_class_code,env_land_protected_area_id,env_land_management_designation,env_land_habitat_type_code,env_land_biodiversity_richness_index,env_land_species_observation_count,env_land_invasive_species_presence_flag,env_land_wetland_area_acres,env_land_forest_canopy_pct,env_land_impervious_surface_pct,env_land_soil_erosion_risk_score,env_land_carbon_stock_estimate_tons,env_land_restoration_project_flag,env_land_prescribed_burn_acres,env_land_trail_density_mi_sqmi,env_land_public_access_score,env_land_conservation_easement_flag,env_land_land_parcel_fragmentation_index,env_land_remote_sensing_sensor
2015,FOREST,PA00000147,PRIVATE_CONSERVATION,COASTAL,10.48,27757,0,569974.2,41.07,27.33,0.2116,7790069.22,0,247468.58,6.867,1.7,1,0.9512,SENTINEL2
2017,BARREN,PA00000148,TRIBAL,URBAN_GREEN,55.68,13007,0,980648.52,14.34,35.92,0.2698,9111115.89,0,29223.4,4.464,19.0,1,0.7926,LANDSAT
2005,URBAN,PA00000149,WILDLIFE_REFUGE,COASTAL,72.76,13307,0,1229348.73,61.05,20.54,0.5715,6133409.28,0,185862.65,5.583,5.7,0,0.5634,MODIS
2009,FOREST,PA00000150,NATIONAL_PARK,ALPINE,44.12,35531,0,509395.71,33.14,96.96,0.5086,397819.55,1,80409.58,9.56,34.7,0,0.3507,PLANET
2020,URBAN,PA00000151,OTHER,RIPARIAN,94.38,18573,0,1045808.15,56.12,68.72,0.7997,1500523.01,0,79395.97,5.607,99.0,1,0.6464,LIDAR
2013,WATER,PA00000152,NATIONAL_PARK,MARSH,1.71,18560,0,186611.18,48.5,89.51,0.5201,498164.47,0,83052.1,14.674,88.1,1,0.6584,PLANET
2011,FOREST,PA00000153,WILDLIFE_REFUGE,RIPARIAN,67.51,49549,0,587555.28,10.7,35.77,0.9545,1659538.81,0,391.18,2.314,88.7,1,0.7058,NAIP
2024,FOREST,PA00000154,PRIVATE_CONSERVATION,PRAIRIE,77.51,42019,0,508517.3,52.65,56.0,0.2477,10844227.59,1,229165.63,10.868,57.6,1,0.3842,SENTINEL2
2014,FOREST,PA00000155,STATE_PARK,RIPARIAN,66.24,8896,0,316336.92,33.67,77.15,0.4761,8028555.41,1,139548.81,12.044,19.6,0,0.9441,OTHER
2007,FOREST,PA00000156,PRIVATE_CONSERVATION,CONIFER,59.88,33096,1,347469.08,59.74,22.07,0.7747,378845.09,0,122533.43,6.989,12.4,1,0.884,LANDSAT
2017,WETLAND,PA00000157,PRIVATE_CONSERVATION,PRAIRIE,11.52,30368,0,306439.21,34.01,68.86,0.879,8482260.81,0,168811.79,1.975,57.8,0,0.0134,OTHER
2017,FOREST,PA00000158,WILDLIFE_REFUGE,MARSH,13.68,23237,0,1006913.67,14.08,84.09,0.2498,6383165.04,0,98804.2,6.637,82.1,0,0.6302,PLANET
2007,GRASSLAND,PA00000159,OTHER,CONIFER,24.46,42355,0,232421.41,5.55,15.01,0.6552,917055.78,0,223939.49,3.861,13.1,1,0.1305,PLANET
2014,FOREST,PA00000160,STATE_PARK,MARSH,48.47,18817,0,303392.54,4.09,57.35,0.6759,1938563.12,1,74915.76,5.531,88.5,1,0.3957,SENTINEL2
2020,WETLAND,PA00000161,NATIONAL_PARK,COASTAL,62.86,17514,0,1083848.98,5.97,89.9,0.4876,6501304.82,1,178209.25,9.655,96.3,0,0.9648,LANDSAT
2015,URBAN,PA00000162,TRIBAL,DECIDUOUS,51.57,45977,0,267827.39,42.22,7.62,0.6727,4529900.64,0,180695.85,12.34,49.5,0,0.7187,LANDSAT
2021,CROPLAND,PA00000163,OTHER,MARSH,81.68,18768,0,123942.26,0.39,17.72,0.8723,5312128.49,1,168694.49,1.68,93.7,0,0.2482,NAIP
2022,BARREN,PA00000164,NATIONAL_PARK,URBAN_GREEN,64.91,48270,0,822414.22,91.12,29.27,0.8603,5621791.86,0,134476.65,0.451,21.4,0,0.6441,NAIP
2004,CROPLAND,PA00000165,OTHER,DESERT,52.43,10347,0,734925.54,26.94,15.97,0.5165,6122935.71,0,40842.69,5.892,72.5,1,0.9637,NAIP
2009,SHRUB,PA00000166,NATIONAL_PARK,MARSH,0.93,39836,0,702528.14,86.12,2.87,0.5104,3979736.64,0,84219.25,3.404,85.0,1,0.7159,PLANET
2011,URBAN,PA00000167,NATIONAL_PARK,PRAIRIE,56.84,17096,1,374619.11,13.98,68.17,0.5082,11041907.71,0,213896.0,12.831,12.1,0,0.4512,LANDSAT
2014,GRASSLAND,PA00000168,PRIVATE_CONSERVATION,PRAIRIE,19.43,6228,1,190661.77,71.47,14.1,0.3636,6754486.43,0,172135.84,3.575,32.7,0,0.5501,LANDSAT
2005,URBAN,PA00000169,PRIVATE_CONSERVATION,ALPINE,47.98,20509,1,79788.28,92.9,11.09,0.2748,6067331.09,0,175165.02,2.171,96.7,1,0.8076,MODIS
2017,GRASSLAND,PA00000170,OTHER,PRAIRIE,99.22,29655,0,52335.76,20.21,27.9,0.9329,8662061.19,0,43377.02,1.5,40.4,1,0.5711,OTHER
2006,CROPLAND,PA00000171,STATE_PARK,ALPINE,86.75,44853,1,173704.35,55.75,6.08,0.0113,5326080.83,0,64031.54,5.156,11.6,1,0.2521,SENTINEL2
2018,BARREN,PA00000172,STATE_PARK,DESERT,39.27,185,1,1112083.13,6.93,81.15,0.3651,8671383.36,0,168405.77,4.762,79.7,1,0.3479,OTHER
2025,FOREST,PA00000173,TRIBAL,MARSH,1.41,20400,1,951143.28,20.49,91.53,0.9801,5360808.33,0,62461.9,12.266,73.8,1,0.3882,LANDSAT
2020,URBAN,PA00000174,STATE_PARK,ALPINE,73.71,35843,0,733306.45,39.17,99.28,0.9103,2735448.19,1,187412.58,2.433,93.8,1,0.7099,MODIS
2013,BARREN,PA00000175,PRIVATE_CONSERVATION,CONIFER,70.36,49516,0,937921.25,66.0,66.52,0.0311,5974534.58,0,132309.43,9.785,63.7,0,0.7594,MODIS
2016,BARREN,PA00000176,PRIVATE_CONSERVATION,URBAN_GREEN,91.62,48622,0,88279.7,38.67,70.5,0.2196,513509.35,0,84347.9,1.001,38.5,0,0.4503,LANDSAT
2020,GRASSLAND,PA00000177,PRIVATE_CONSERVATION,ALPINE,23.15,24430,0,29588.62,22.02,28.4,0.4827,3960228.63,1,224072.49,6.422,38.0,0,0.6582,SENTINEL2
2018,URBAN,PA00000178,WILDLIFE_REFUGE,COASTAL,56.78,26824,1,1071021.94,96.72,82.94,0.0719,466312.12,0,187527.94,11.455,54.7,1,0.8844,LANDSAT
2004,URBAN,PA00000179,PRIVATE_CONSERVATION,DECIDUOUS,50.95,31441,0,977448.63,23.24,79.9,0.6721,7591787.79,1,171530.21,2.39,24.5,0,0.1954,LANDSAT
2009,SHRUB,PA00000180,TRIBAL,PRAIRIE,0.39,39135,0,971452.78,63.71,41.09,0.9976,3264555.65,0,20225.45,14.735,61.8,0,0.1702,PLANET
2004,FOREST,PA00000181,WILDLIFE_REFUGE,DESERT,88.31,8384,1,219919.52,67.67,40.54,0.4806,2358179.84,1,84847.63,0.795,30.4,0,0.345,SENTINEL2
2001,GRASSLAND,PA00000182,OTHER,PRAIRIE,24.01,27649,0,271210.4,20.2,11.26,0.0521,8904831.08,0,138906.95,3.235,92.6,0,0.7906,LIDAR
2025,WETLAND,PA00000183,OTHER,RIPARIAN,75.63,34878,0,172079.15,34.59,97.9,0.3954,8384269.44,1,7366.8,6.097,26.5,1,0.8473,LIDAR
2016,CROPLAND,PA00000184,WILDLIFE_REFUGE,PRAIRIE,8.04,41054,0,762597.89,81.1,41.23,0.1343,5338880.27,0,249398.54,1.154,83.6,1,0.0427,LANDSAT
2004,WETLAND,PA00000185,NATIONAL_PARK,PRAIRIE,50.69,11683,0,654608.41,68.64,81.21,0.1881,8715665.83,0,233020.66,9.554,2.7,0,0.9283,SENTINEL2
2009,CROPLAND,PA00000186,OTHER,URBAN_GREEN,63.99,36438,1,414938.62,72.28,59.15,0.3479,1642262.88,1,96090.55,14.127,28.3,0,0.3948,PLANET
2021,CROPLAND,PA00000187,PRIVATE_CONSERVATION,RIPARIAN,5.16,37507,0,352955.77,31.43,46.48,0.8897,9604890.3,1,229862.65,12.06,55.3,0,0.8976,MODIS
2015,URBAN,PA00000188,NATIONAL_PARK,ALPINE,60.52,1142,1,301907.59,80.55,49.79,0.9911,8348842.13,0,86692.62,0.596,84.7,0,0.4419,LANDSAT
2014,FOREST,PA00000189,TRIBAL,CONIFER,24.5,7687,0,703088.25,53.69,63.69,0.9657,3646911.92,0,36109.15,13.354,40.7,1,0.2078,LIDAR
2005,BARREN,PA00000190,OTHER,COASTAL,59.44,44106,0,435285.21,5.41,19.82,0.9858,3483513.78,1,228887.13,13.833,4.3,0,0.6958,LANDSAT
2012,CROPLAND,PA00000191,TRIBAL,DECIDUOUS,68.09,40801,0,526128.17,46.05,92.63,0.7602,3195878.38,1,188706.38,0.017,27.0,0,0.8223,PLANET
2004,URBAN,PA00000192,WILDLIFE_REFUGE,ALPINE,0.49,18983,0,335023.23,46.58,91.06,0.9823,7123340.53,0,59033.91,13.12,73.7,1,0.7126,LANDSAT
2003,FOREST,PA00000193,WILDLIFE_REFUGE,MARSH,40.77,4034,0,183234.79,61.77,69.0,0.9238,7179885.41,0,190287.6,14.204,37.9,0,0.5871,LIDAR
2025,CROPLAND,PA00000194,TRIBAL,COASTAL,3.97,16683,0,264394.75,5.09,66.33,0.3867,9785775.3,1,195212.58,1.639,59.3,0,0.4565,LANDSAT
2019,URBAN,PA00000195,STATE_PARK,ALPINE,64.68,25801,0,743364.67,93.22,90.68,0.0531,3236488.15,0,4637.79,0.677,13.8,0,0.9033,MODIS
2005,GRASSLAND,PA00000196,TRIBAL,MARSH,39.01,45921,1,590619.79,59.0,77.71,0.361,9978097.6,0,21526.52,14.567,98.3,0,0.1971,LANDSAT
2003,GRASSLAND,PA00000197,OTHER,PRAIRIE,97.01,21618,0,343320.25,59.21,56.01,0.2463,4323238.29,1,178766.96,2.247,61.2,0,0.6779,LANDSAT
2015,FOREST,PA00000198,NATIONAL_PARK,DESERT,58.21,18694,0,471383.37,12.51,59.57,0.17,4685898.51,1,105679.67,0.172,64.0,0,0.3857,MODIS
2020,FOREST,PA00000199,PRIVATE_CONSERVATION,URBAN_GREEN,78.46,37546,0,39139.14,82.5,78.2,0.045,476927.72,1,46489.0,2.809,33.0,1,0.849,MODIS
2022,SHRUB,PA00000200,WILDLIFE_REFUGE,DESERT,43.04,39465,0,1196532.96,38.15,49.12,0.4846,1747966.11,0,48675.9,7.601,25.3,0,0.5993,LANDSAT
2010,SHRUB,PA00000201,BLM,CONIFER,22.59,24272,0,158678.56,55.7,31.27,0.2223,672287.31,0,56286.99,10.513,94.6,0,0.686,SENTINEL2
2016,URBAN,PA00000202,WILDLIFE_REFUGE,DESERT,67.77,22449,0,1065869.2,80.02,14.9,0.8384,8979390.48,1,98083.5,11.737,30.1,0,0.5897,SENTINEL2
2012,FOREST,PA00000203,BLM,COASTAL,37.93,45614,0,1067385.07,72.45,71.56,0.4281,535896.15,0,213974.46,0.121,95.5,0,0.4576,LANDSAT
2012,FOREST,PA00000204,WILDLIFE_REFUGE,CONIFER,75.64,45362,0,866948.53,50.49,75.0,0.369,5969301.23,0,130199.98,6.107,59.1,0,0.8311,SENTINEL2
2003,GRASSLAND,PA00000205,BLM,CONIFER,15.05,43246,0,337793.13,83.44,98.92,0.4109,6536079.55,0,143484.92,10.738,52.1,0,0.2236,LANDSAT
2024,CROPLAND,PA00000206,STATE_PARK,RIPARIAN,81.75,34622,1,440108.13,46.06,72.77,0.5056,10778983.34,1,236256.38,7.64,83.5,1,0.4914,MODIS
2018,SHRUB,PA00000207,TRIBAL,CONIFER,40.28,29416,1,212597.23,28.39,68.24,0.7688,1523583.9,1,144870.69,3.723,2.3,0,0.7216,LIDAR
2002,FOREST,PA00000208,OTHER,URBAN_GREEN,6.2,15873,1,778409.79,89.34,9.99,0.3744,5899451.69,0,225836.17,12.734,12.3,0,0.9784,SENTINEL2
2022,FOREST,PA00000209,BLM,ALPINE,15.2,22470,0,366479.05,29.6,91.18,0.3291,217174.76,0,180596.89,1.688,72.3,0,0.6997,LANDSAT
2024,GRASSLAND,PA00000210,PRIVATE_CONSERVATION,DECIDUOUS,45.01,6522,0,1186564.86,31.82,65.94,0.2192,2069576.83,1,158799.89,0.417,25.0,1,0.0034,LIDAR
2015,GRASSLAND,PA00000211,PRIVATE_CONSERVATION,URBAN_GREEN,79.52,1381,0,903183.13,63.58,84.48,0.986,10612513.43,1,223736.36,11.753,92.2,0,0.1945,PLANET
2005,BARREN,PA00000212,BLM,CONIFER,24.0,31715,0,703834.58,49.96,19.47,0.46,6468683.65,0,150460.75,5.903,95.1,1,0.8251,NAIP
2006,CROPLAND,PA00000213,BLM,URBAN_GREEN,58.38,13338,0,683305.2,92.66,28.36,0.8093,9964974.59,0,12507.7,7.232,4.6,1,0.3351,LANDSAT
2012,URBAN,PA00000214,BLM,RIPARIAN,7.93,13210,1,9327.88,97.59,47.46,0.5489,11527602.92,0,76899.8,7.697,99.2,1,0.6805,LANDSAT
2013,CROPLAND,PA00000215,PRIVATE_CONSERVATION,COASTAL,18.39,23882,0,249043.23,18.01,45.46,0.7154,10112113.01,1,140289.85,3.127,0.9,1,0.0134,LANDSAT
2009,FOREST,PA00000216,WILDLIFE_REFUGE,DECIDUOUS,77.93,3350,1,201701.01,83.51,92.76,0.4347,10783794.08,0,18679.8,14.751,74.7,0,0.3365,PLANET
2024,FOREST,PA00000217,STATE_PARK,PRAIRIE,88.64,29075,0,1208690.2,88.5,98.45,0.8014,11283138.99,0,178159.91,11.399,39.0,0,0.7576,MODIS
2018,URBAN,PA00000218,OTHER,URBAN_GREEN,22.37,13143,1,621483.21,71.42,26.83,0.3131,10640308.83,0,159508.3,14.058,91.3,0,0.454,SENTINEL2
2025,WATER,PA00000219,OTHER,CONIFER,89.92,24599,1,1138356.62,98.41,34.52,0.8736,3342748.35,0,220136.9,6.543,4.5,1,0.1725,PLANET
2016,CROPLAND,PA00000220,NATIONAL_PARK,RIPARIAN,74.76,10225,1,909693.67,6.64,37.46,0.9393,5498546.82,0,108986.3,10.577,20.0,0,0.7653,PLANET
2014,GRASSLAND,PA00000221,NATIONAL_PARK,DESERT,87.27,8111,0,674785.99,65.0,52.09,0.8778,2808184.21,0,21200.72,4.623,38.4,1,0.5063,PLANET
2015,WATER,PA00000222,WILDLIFE_REFUGE,COASTAL,67.5,16514,0,52061.96,67.89,27.66,0.8632,9184128.59,0,4920.42,7.032,62.5,0,0.3476,LANDSAT
2017,GRASSLAND,PA00000223,BLM,RIPARIAN,64.81,43729,0,171320.35,91.44,88.4,0.8946,8718076.81,1,73891.66,9.957,23.6,0,0.5136,LIDAR
2018,URBAN,PA00000224,OTHER,RIPARIAN,25.73,10765,0,953864.4,68.17,42.81,0.6898,9499864.58,0,98081.28,11.466,6.4,0,0.8423,NAIP
2020,URBAN,PA00000225,TRIBAL,ALPINE,84.97,24506,1,96836.88,17.16,35.79,0.203,1384490.58,0,104503.44,12.697,45.6,0,0.2009,OTHER
2004,URBAN,PA00000226,TRIBAL,MARSH,83.09,34640,0,513893.23,90.09,96.19,0.0487,8545462.76,1,129998.1,13.601,69.7,0,0.449,LANDSAT
2002,BARREN,PA00000227,WILDLIFE_REFUGE,DESERT,96.41,178,0,108034.35,52.05,43.07,0.6858,3182054.91,0,178195.65,13.69,53.0,0,0.9254,LIDAR
2010,URBAN,PA00000228,NATIONAL_PARK,RIPARIAN,71.98,3652,0,208104.75,17.81,79.02,0.9158,4895633.9,0,46996.72,7.058,14.6,0,0.3448,OTHER
2005,SHRUB,PA00000229,PRIVATE_CONSERVATION,COASTAL,89.75,27789,0,450384.54,3.6,98.76,0.2116,4087102.97,0,152860.47,5.925,34.3,0,0.0022,SENTINEL2
2004,URBAN,PA00000230,TRIBAL,URBAN_GREEN,61.5,32620,0,193308.34,71.55,42.93,0.1033,756955.02,0,141942.97,7.913,48.0,0,0.8354,MODIS
2005,URBAN,PA00000231,TRIBAL,CONIFER,26.07,21652,1,987040.04,26.95,49.82,0.2587,3538243.27,1,219715.05,9.904,82.9,0,0.8489,SENTINEL2
2006,FOREST,PA00000232,WILDLIFE_REFUGE,DESERT,13.25,36317,0,6905.48,54.22,0.47,0.4907,3015191.9,0,95945.51,10.399,99.5,0,0.3108,PLANET
2021,WATER,PA00000233,NATIONAL_PARK,CONIFER,95.17,10294,0,123364.91,29.38,57.65,0.5807,2542611.41,0,40268.94,1.522,40.9,1,0.2315,LIDAR
2004,WATER,PA00000234,WILDLIFE_REFUGE,DECIDUOUS,27.13,37181,0,687303.2,29.6,60.02,0.8108,4606025.48,0,16926.51,13.961,16.9,0,0.7074,LANDSAT
2016,CROPLAND,PA00000235,NATIONAL_PARK,CONIFER,12.01,8158,0,737941.09,75.84,15.7,0.7873,6626614.46,0,60766.35,14.831,28.7,0,0.6669,LANDSAT
2001,CROPLAND,PA00000236,TRIBAL,COASTAL,5.89,3025,0,659912.01,95.25,76.92,0.8614,2936695.0,0,13320.95,8.453,74.2,0,0.1191,SENTINEL2
2019,URBAN,PA00000237,NATIONAL_PARK,RIPARIAN,58.97,49268,0,353932.72,1.29,56.9,0.6935,2762497.32,0,202241.87,9.388,36.1,0,0.5072,LANDSAT
2001,WETLAND,PA00000238,STATE_PARK,URBAN_GREEN,63.6,41406,0,195155.74,12.67,83.29,0.157,6785359.03,1,223541.28,12.754,70.1,1,0.1656,PLANET
2016,FOREST,PA00000239,WILDLIFE_REFUGE,COASTAL,82.79,46114,1,262927.03,56.15,69.01,0.1941,3436388.91,0,213794.74,2.451,52.0,0,0.3348,LANDSAT
2010,SHRUB,PA00000240,NATIONAL_PARK,ALPINE,35.89,12293,1,43362.1,91.71,45.57,0.1026,4618374.81,0,109808.56,2.186,28.3,0,0.4339,SENTINEL2
2011,FOREST,PA00000241,STATE_PARK,PRAIRIE,85.89,26306,0,897725.15,89.38,54.57,0.2149,1686594.3,0,50899.95,11.419,38.1,0,0.4363,SENTINEL2
2001,URBAN,PA00000242,STATE_PARK,RIPARIAN,50.46,47172,0,68188.7,81.01,88.99,0.536,11718570.45,0,74973.41,4.015,92.0,1,0.3696,MODIS
2009,GRASSLAND,PA00000243,WILDLIFE_REFUGE,URBAN_GREEN,89.41,41281,0,1070458.42,33.83,97.11,0.1948,6395426.22,0,28619.11,3.261,96.5,1,0.4887,SENTINEL2
2007,CROPLAND,PA00000244,NATIONAL_PARK,RIPARIAN,76.65,43767,0,1184213.0,39.65,60.5,0.4768,9137058.06,0,30575.63,3.2,58.2,0,0.3663,SENTINEL2
2017,WETLAND,PA00000245,NATIONAL_PARK,MARSH,45.88,27348,0,871637.01,33.12,71.09,0.9145,1501336.73,0,14691.79,0.87,18.6,0,0.904,MODIS
2016,FOREST,PA00000246,WILDLIFE_REFUGE,DESERT,75.17,45685,1,237142.04,68.68,77.28,0.5506,3023479.47,0,90790.44,12.7,5.5,0,0.2197,SENTINEL2
2010,BARREN,PA00000247,TRIBAL,MARSH,43.11,23518,0,1062012.14,59.07,33.45,0.2658,10174162.5,1,131517.75,2.869,50.6,1,0.6383,LIDAR
2009,URBAN,PA00000248,OTHER,DESERT,20.21,5895,0,1067493.78,6.85,74.88,0.694,11255016.08,0,243582.12,1.923,9.4,1,0.7927,LANDSAT
2005,FOREST,PA00000249,TRIBAL,MARSH,84.11,10337,0,519995.3,63.71,8.84,0.9146,10795142.32,1,107196.18,4.782,45.0,0,0.1641,LIDAR
2017,WETLAND,PA00000250,WILDLIFE_REFUGE,DECIDUOUS,25.38,26585,0,514865.06,31.88,25.38,0.3183,8741410.29,0,19226.97,10.663,89.6,0,0.6651,SENTINEL2
2023,SHRUB,PA00000251,STATE_PARK,ALPINE,16.13,42872,1,907361.22,15.68,18.93,0.6749,2746865.76,0,119751.74,1.225,85.1,0,0.7416,OTHER
2003,GRASSLAND,PA00000252,TRIBAL,ALPINE,52.57,16749,1,767741.79,18.11,31.62,0.4203,365052.41,1,95578.73,9.847,84.1,0,0.0074,MODIS
2013,URBAN,PA00000253,WILDLIFE_REFUGE,DECIDUOUS,16.39,46826,0,1006918.17,69.18,13.4,0.1023,11787144.63,0,218893.16,5.937,64.1,1,0.3606,LANDSAT
2019,FOREST,PA00000254,WILDLIFE_REFUGE,MARSH,45.64,26005,0,983730.02,21.35,39.88,0.9645,10931723.71,0,97460.05,0.802,46.7,0,0.7962,LIDAR
2024,URBAN,PA00000255,NATIONAL_PARK,RIPARIAN,73.63,21625,1,1240418.63,94.25,58.72,0.8715,4461045.9,0,149026.83,4.769,41.5,1,0.3715,SENTINEL2
2009,FOREST,PA00000256,TRIBAL,ALPINE,57.31,32269,1,377714.75,39.4,29.96,0.0912,7432940.82,0,64682.7,3.41,4.4,1,0.7072,LIDAR
2005,SNOW_ICE,PA00000257,WILDLIFE_REFUGE,ALPINE,78.02,2087,1,704816.85,62.24,39.61,0.8753,9417281.0,0,51152.19,9.953,22.6,1,0.3199,LIDAR
2017,CROPLAND,PA00000258,TRIBAL,COASTAL,60.56,16847,0,413816.7,50.17,84.77,0.3802,2281603.87,0,192746.4,10.766,98.1,1,0.7147,PLANET
2004,CROPLAND,PA00000259,WILDLIFE_REFUGE,COASTAL,20.22,43903,0,111585.12,24.56,60.44,0.6163,1965746.04,0,119212.61,3.406,79.8,1,0.3034,OTHER
2009,GRASSLAND,PA00000260,STATE_PARK,CONIFER,32.57,12716,0,81114.47,71.28,37.04,0.3313,398499.53,0,212984.29,14.246,24.9,0,0.8093,LIDAR
2010,FOREST,PA00000261,BLM,ALPINE,25.95,23948,0,596983.85,11.77,8.38,0.4207,2496537.09,0,31032.4,4.248,63.2,1,0.4336,NAIP
2008,WETLAND,PA00000262,PRIVATE_CONSERVATION,DESERT,65.0,47384,1,815382.82,69.27,19.47,0.5023,10356119.57,0,246852.87,10.249,73.6,0,0.761,LANDSAT
2022,FOREST,PA00000263,BLM,ALPINE,25.08,32880,1,1203488.91,72.01,87.9,0.3285,9003830.61,1,147075.37,9.464,82.5,1,0.401,LANDSAT
2003,SHRUB,PA00000264,OTHER,ALPINE,47.16,7180,1,195034.24,54.68,51.16,0.6749,3849835.84,0,25532.03,12.441,6.0,0,0.5111,MODIS
2005,FOREST,PA00000265,STATE_PARK,COASTAL,59.43,36446,0,566926.9,19.61,8.16,0.9807,5724999.49,0,187945.33,4.86,50.3,0,0.0713,SENTINEL2
2005,SNOW_ICE,PA00000266,WILDLIFE_REFUGE,MARSH,24.94,15882,0,137519.16,93.71,15.83,0.0191,5723670.91,0,70194.91,4.161,95.1,1,0.3052,LIDAR
2020,SHRUB,PA00000267,NATIONAL_PARK,DESERT,82.07,17966,0,179389.79,28.04,4.27,0.2914,2329213.98,0,66136.67,0.795,9.2,1,0.631,LIDAR
2014,SHRUB,PA00000268,PRIVATE_CONSERVATION,PRAIRIE,93.6,27487,0,1222453.44,92.87,17.52,0.8377,9917240.97,0,237076.72,5.062,78.7,0,0.288,LANDSAT
2010,GRASSLAND,PA00000269,TRIBAL,URBAN_GREEN,99.75,48245,0,87717.6,25.06,54.1,0.8832,11290454.65,1,78686.62,14.057,2.5,0,0.7504,NAIP
2017,SNOW_ICE,PA00000270,WILDLIFE_REFUGE,CONIFER,96.23,22152,0,367140.12,83.92,90.9,0.025,11461933.82,1,87189.65,1.152,97.0,0,0.7486,NAIP
2004,FOREST,PA00000271,WILDLIFE_REFUGE,DECIDUOUS,53.26,29207,0,706809.03,43.34,37.51,0.8484,6948475.33,0,5248.06,11.828,87.0,1,0.243,LANDSAT
2025,FOREST,PA00000272,TRIBAL,CONIFER,74.84,9670,0,600152.71,64.06,84.48,0.4811,7322644.94,0,169493.44,8.743,47.1,0,0.5548,MODIS
2017,FOREST,PA00000273,OTHER,PRAIRIE,84.16,41708,0,54240.82,36.68,90.57,0.3316,5318937.28,0,14635.43,9.011,90.3,1,0.1082,SENTINEL2
2006,FOREST,PA00000274,WILDLIFE_REFUGE,URBAN_GREEN,77.89,19882,0,843368.65,68.3,80.44,0.179,10325097.79,0,241101.83,12.237,53.2,1,0.4721,LANDSAT
2020,CROPLAND,PA00000275,TRIBAL,MARSH,58.52,20287,0,394663.1,19.45,76.37,0.9853,5267649.97,0,103237.04,5.358,41.9,0,0.5705,SENTINEL2
2016,GRASSLAND,PA00000276,WILDLIFE_REFUGE,DECIDUOUS,98.32,48637,1,25663.1,90.53,2.15,0.5754,113358.07,1,55596.41,12.365,36.2,0,0.8112,NAIP
2018,SNOW_ICE,PA00000277,NATIONAL_PARK,CONIFER,79.65,44825,0,216478.92,60.8,78.78,0.5237,5571597.96,0,29857.04,14.818,5.5,1,0.5508,SENTINEL2
2005,URBAN,PA00000278,STATE_PARK,CONIFER,45.62,15678,0,277207.37,10.99,38.39,0.249,8718347.82,0,143965.65,9.079,87.8,0,0.4332,MODIS
2014,CROPLAND,PA00000279,BLM,DECIDUOUS,95.03,9984,1,336169.03,86.5,67.68,0.1847,4038856.98,0,121752.1,11.647,80.8,1,0.1663,SENTINEL2
2010,FOREST,PA00000280,NATIONAL_PARK,PRAIRIE,79.11,45130,0,803896.22,60.84,68.83,0.5524,3063719.75,0,83307.38,6.779,43.1,0,0.3276,NAIP
2011,SHRUB,PA00000281,STATE_PARK,COASTAL,51.8,38940,0,180469.75,84.03,35.54,0.1514,1664177.09,0,9673.42,8.737,65.6,0,0.3389,LANDSAT
2014,FOREST,PA00000282,NATIONAL_PARK,DECIDUOUS,66.24,24677,1,731935.55,60.91,86.3,0.1551,11044022.17,0,57888.15,14.278,35.3,0,0.2276,LANDSAT
2020,WETLAND,PA00000283,TRIBAL,DECIDUOUS,27.09,30205,0,638216.14,70.86,44.58,0.9507,9140884.54,0,199129.22,7.643,49.7,1,0.8813,LANDSAT
2024,SHRUB,PA00000284,NATIONAL_PARK,COASTAL,92.3,756,0,158487.86,17.45,81.08,0.1247,11125477.97,1,79601.3,0.357,59.5,0,0.3119,PLANET
2007,CROPLAND,PA00000285,PRIVATE_CONSERVATION,CONIFER,4.85,1497,0,485850.04,46.02,56.92,0.0829,3557304.37,0,151204.04,9.305,29.6,1,0.7017,OTHER
2003,GRASSLAND,PA00000286,NATIONAL_PARK,ALPINE,69.62,18307,0,36229.76,17.73,51.78,0.7509,310385.78,0,216932.24,11.287,20.3,1,0.1036,PLANET
2005,FOREST,PA00000287,OTHER,DECIDUOUS,9.36,17532,1,178647.71,37.74,23.04,0.9616,10796812.1,0,52749.55,1.405,94.2,0,0.4344,SENTINEL2
2012,SHRUB,PA00000288,BLM,URBAN_GREEN,6.78,34072,1,402225.48,41.19,26.73,0.2351,1089385.66,0,35260.52,8.374,32.2,1,0.5345,SENTINEL2
2020,WATER,PA00000289,BLM,ALPINE,46.06,31678,0,604543.31,4.53,81.41,0.8597,330153.4,0,154592.78,11.764,70.4,0,0.9923,LANDSAT
2022,FOREST,PA00000290,WILDLIFE_REFUGE,MARSH,57.27,21982,0,1095894.87,95.49,68.94,0.3855,10187693.02,0,248786.44,7.508,80.4,0,0.9631,NAIP
2007,CROPLAND,PA00000291,WILDLIFE_REFUGE,URBAN_GREEN,24.24,18828,0,1217785.17,35.1,58.52,0.1481,2401820.22,0,175809.25,5.38,78.3,1,0.0902,NAIP
2025,FOREST,PA00000292,TRIBAL,COASTAL,16.05,14466,0,99795.95,93.52,64.86,0.5823,4197686.09,0,175692.91,10.37,61.6,0,0.3196,LANDSAT
2003,FOREST,PA00000293,WILDLIFE_REFUGE,CONIFER,46.08,19037,0,1097203.94,24.86,49.73,0.3631,11314920.29,0,159505.33,10.42,79.0,0,0.9826,LANDSAT
2005,URBAN,PA00000294,BLM,PRAIRIE,60.91,48232,1,437066.37,84.53,42.47,0.5582,3921105.65,0,66777.5,5.649,55.7,0,0.8081,MODIS
