ph_beh_reference_year,ph_beh_country_iso2,ph_beh_region_nuts_code,ph_beh_age_group,ph_beh_sex,ph_beh_smoking_rate_pct,ph_beh_alcohol_consumption_litres_per_capita,ph_beh_binge_drinking_rate_pct,ph_beh_physical_activity_rate_pct,ph_beh_sedentary_time_hours_day,ph_beh_healthy_diet_score,ph_beh_fruit_veg_daily_pct,ph_beh_ultra_processed_food_share_pct,ph_beh_sleep_quality_score,ph_beh_obesity_rate_pct,ph_beh_screen_time_hours_day,ph_beh_chronic_conditions_count_mean,ph_beh_ehis_table_code,ph_beh_survey_weight,ph_beh_data_extract_date
2014,DE,FR455,55_64,M,23.15,15.53,29.61,62.15,12.53,43.84,47.32,23.83,5.08,16.83,5.46,0.715,HLTH_EHIS_ALCO,1.7359,2025-06-08
2015,LU,LV233,25_34,X,24.37,10.25,19.13,36.43,10.88,69.58,45.06,42.18,7.71,17.91,5.72,0.409,HLTH_EHIS_PA,2.1896,2025-01-17
2016,SI,SE293,65_74,F,17.47,11.29,23.44,67.91,9.78,62.21,31.34,19.06,5.95,11.28,2.47,1.467,HLTH_EHIS_SMOK,2.6783,2025-04-10
2017,CY,GR982,35_44,M,20.48,1.45,31.99,41.46,6.5,35.42,34.85,16.88,7.01,26.44,4.45,1.85,HLTH_EHIS_DIET,3.3677,2025-10-16
2018,GR,BG310,75_PLUS,X,29.16,6.51,12.69,36.3,9.66,39.19,34.05,35.29,7.42,16.36,2.71,2.047,HLTH_EHIS_MH,1.507,2025-01-22
2019,MT,NL438,45_54,F,9.54,3.17,24.74,69.88,7.97,62.0,33.74,16.6,5.08,16.06,7.03,2.188,HLTH_EHIS_ALCO,4.102,2025-02-14
2020,ES,FI133,15_24,M,8.32,11.44,4.48,50.38,10.0,62.61,47.05,38.17,6.19,27.67,3.51,1.773,HLTH_EHIS_PA,1.9428,2024-02-07
2021,CZ,EE943,55_64,X,16.31,7.7,18.99,70.56,11.66,45.32,60.45,54.76,4.17,30.2,8.61,2.25,HLTH_EHIS_SMOK,3.5275,2025-05-17
2022,HU,FR26,25_34,F,16.9,11.57,15.99,74.78,7.93,75.85,30.28,22.08,4.72,14.89,10.62,1.625,HLTH_EHIS_DIET,3.3193,2025-11-07
2023,NL,PT62,65_74,M,17.75,15.2,16.12,67.53,5.9,65.58,49.93,44.28,5.52,10.42,5.5,2.598,HLTH_EHIS_MH,2.5843,2024-01-31
2024,SE,IT42,35_44,X,14.2,10.29,15.27,45.88,8.88,57.22,43.49,13.47,6.67,22.06,4.74,0.208,HLTH_EHIS_ALCO,2.5525,2024-12-08
2025,DK,CY564,75_PLUS,F,20.71,9.36,7.67,54.14,4.84,56.88,56.33,20.16,4.73,22.07,6.96,1.981,HLTH_EHIS_PA,1.7527,2025-01-31
2006,IE,PL9,45_54,M,25.58,4.89,28.13,40.72,8.72,43.05,40.62,30.17,6.6,19.4,3.62,1.714,HLTH_EHIS_SMOK,2.1402,2024-09-28
2007,PL,RO78,15_24,X,16.23,9.47,12.29,33.48,9.89,49.9,44.03,43.57,6.5,28.68,5.01,1.871,HLTH_EHIS_DIET,1.9267,2025-11-09
2008,AT,CZ713,55_64,F,17.4,6.52,14.32,61.77,9.25,71.66,37.18,49.32,6.37,34.01,6.62,1.845,HLTH_EHIS_MH,1.4377,2024-01-02
2009,EE,FR535,25_34,M,28.13,4.73,15.7,55.15,7.18,44.14,46.81,17.59,6.44,18.35,6.87,0.95,HLTH_EHIS_ALCO,4.1781,2025-11-09
2010,IT,EE89,65_74,X,30.66,3.56,10.29,71.4,12.44,65.22,59.87,45.42,6.02,17.14,3.58,1.999,HLTH_EHIS_PA,3.9405,2024-03-01
2011,PT,AT65,35_44,F,11.72,1.77,13.47,38.42,4.74,43.25,48.06,23.73,6.38,27.99,4.17,1.357,HLTH_EHIS_SMOK,0.9173,2025-04-17
2012,BE,CY29,75_PLUS,M,19.13,13.86,23.1,30.24,7.44,62.74,66.38,49.73,4.3,10.58,5.58,3.035,HLTH_EHIS_DIET,0.2011,2025-08-14
2013,FI,ES713,45_54,X,17.44,12.31,12.25,47.19,6.62,55.65,54.71,22.56,7.36,20.36,4.69,0.9,HLTH_EHIS_MH,2.364,2025-06-18
2014,LV,FI75,15_24,F,12.1,6.35,26.35,27.32,10.15,55.72,55.04,39.68,6.27,31.03,7.48,2.147,HLTH_EHIS_ALCO,1.3435,2024-03-07
2015,RO,CY27,55_64,M,32.21,11.09,18.26,70.87,7.26,49.94,62.9,27.87,5.25,15.26,3.14,0.416,HLTH_EHIS_PA,0.9807,2025-07-18
2016,BG,LT72,25_34,X,21.43,6.68,15.48,34.03,4.58,34.66,33.37,26.74,6.83,12.98,5.97,1.06,HLTH_EHIS_SMOK,0.36,2024-03-10
2017,FR,DK23,65_74,F,8.55,6.08,8.01,55.53,11.94,75.82,36.73,53.05,7.05,34.99,2.92,1.616,HLTH_EHIS_DIET,2.4619,2024-12-10
2018,LT,EE980,35_44,M,20.26,6.11,19.48,38.4,7.32,41.65,20.9,16.37,5.43,13.06,8.63,0.78,HLTH_EHIS_MH,3.7866,2024-01-15
2019,SK,HR4,75_PLUS,X,7.46,8.44,28.29,43.72,5.85,33.87,31.07,28.06,6.22,14.27,6.9,1.665,HLTH_EHIS_ALCO,1.7005,2024-01-07
2020,HR,LV298,45_54,F,9.02,9.24,28.19,38.44,4.82,70.43,29.79,27.52,7.4,21.79,6.84,0.696,HLTH_EHIS_PA,1.6898,2025-03-11
2021,DE,ES88,15_24,M,30.5,3.02,19.74,56.73,7.19,37.65,44.2,39.65,6.54,20.23,4.8,1.76,HLTH_EHIS_SMOK,4.7195,2025-09-07
2022,LU,BG66,55_64,X,18.8,8.41,17.5,33.37,5.06,68.86,53.71,44.91,7.41,18.51,3.19,0.668,HLTH_EHIS_DIET,2.9608,2025-01-08
2023,SI,AT91,25_34,F,12.82,9.0,24.32,37.47,8.97,62.34,48.81,24.48,4.68,13.95,6.19,2.181,HLTH_EHIS_MH,0.7917,2025-09-28
2024,CY,CZ8,65_74,M,14.51,12.14,32.46,29.9,8.35,64.04,77.38,24.49,7.73,19.66,5.58,0.974,HLTH_EHIS_ALCO,3.9739,2024-05-09
2025,GR,PL575,35_44,X,21.89,2.69,20.47,30.75,6.02,47.57,34.35,22.63,5.68,19.96,5.51,0.457,HLTH_EHIS_PA,4.7379,2026-01-17
2006,MT,CY365,75_PLUS,F,9.62,1.52,23.08,35.67,6.93,73.42,62.61,12.51,7.14,29.86,4.38,1.882,HLTH_EHIS_SMOK,0.537,2025-04-12
2007,ES,FR998,45_54,M,10.13,5.81,15.09,41.58,8.16,49.29,44.19,20.59,6.24,18.11,8.62,1.776,HLTH_EHIS_DIET,3.7451,2024-11-14
2008,CZ,BG205,15_24,X,24.19,1.69,26.49,53.65,6.41,77.78,35.36,40.14,7.83,10.74,6.53,1.146,HLTH_EHIS_MH,0.7431,2025-08-20
2009,HU,DE40,55_64,F,22.82,6.47,26.01,27.96,10.52,45.3,40.93,47.06,4.82,26.3,3.45,0.823,HLTH_EHIS_ALCO,4.2313,2025-08-22
2010,NL,DK542,25_34,M,24.83,11.06,21.31,56.11,7.96,56.37,65.87,53.46,7.42,20.47,6.29,1.381,HLTH_EHIS_PA,3.9469,2024-08-22
2011,SE,LT6,65_74,X,12.1,4.99,24.44,60.72,9.47,33.53,35.78,13.58,5.04,13.44,7.03,0.692,HLTH_EHIS_SMOK,4.5862,2024-09-29
2012,DK,IT401,35_44,F,29.72,6.4,16.16,44.32,7.31,61.54,25.77,37.92,4.18,13.56,8.06,2.139,HLTH_EHIS_DIET,4.2283,2024-11-11
2013,IE,EE318,75_PLUS,M,32.55,3.75,6.01,68.93,11.67,58.0,47.15,55.51,7.57,32.41,3.93,1.824,HLTH_EHIS_MH,4.5045,2025-09-17
2014,PL,GR36,45_54,X,29.72,13.04,8.59,44.55,7.41,72.42,47.59,34.51,7.31,22.34,8.69,1.739,HLTH_EHIS_ALCO,4.4208,2026-01-26
2015,AT,ES966,15_24,F,13.22,3.25,21.49,35.38,6.67,60.92,37.03,34.97,7.36,25.52,9.12,1.924,HLTH_EHIS_PA,3.3839,2025-02-08
2016,EE,AT879,55_64,M,29.98,6.49,16.87,55.58,9.28,63.01,64.59,37.18,5.72,22.82,7.78,0.367,HLTH_EHIS_SMOK,4.1637,2024-06-07
2017,IT,SK9,25_34,X,14.73,10.37,21.01,32.92,4.59,44.5,40.58,47.51,5.84,21.1,6.67,0.497,HLTH_EHIS_DIET,2.3558,2024-04-06
2018,PT,CZ60,65_74,F,23.95,3.56,23.45,63.85,12.57,39.36,29.29,32.65,7.39,21.85,3.5,1.449,HLTH_EHIS_MH,0.2314,2024-11-23
2019,BE,RO207,35_44,M,19.36,5.73,24.25,50.78,4.84,52.0,64.66,14.21,5.83,24.71,7.1,0.301,HLTH_EHIS_ALCO,2.9815,2024-10-13
2020,FI,LT84,75_PLUS,X,18.8,2.68,3.85,52.12,6.39,68.14,33.0,38.48,6.27,33.71,8.19,1.266,HLTH_EHIS_PA,4.6983,2024-12-16
2021,LV,CZ1,45_54,F,31.62,3.89,21.33,26.4,11.38,61.12,76.66,40.26,6.17,14.3,7.58,0.556,HLTH_EHIS_SMOK,1.6252,2025-07-18
2022,RO,LT83,15_24,M,17.08,12.44,24.68,74.96,8.93,65.44,61.3,16.6,4.7,17.36,3.75,1.613,HLTH_EHIS_DIET,3.6103,2025-07-23
2023,BG,BG6,55_64,X,15.57,3.43,20.4,49.9,9.61,71.77,76.62,49.03,7.16,22.05,4.56,1.827,HLTH_EHIS_MH,1.4418,2024-08-16
2024,FR,HR22,25_34,F,22.93,6.75,6.55,51.65,7.58,38.13,35.99,15.1,7.05,9.46,10.26,0.809,HLTH_EHIS_ALCO,0.2233,2025-02-14
2025,LT,DK138,65_74,M,27.59,3.85,18.01,50.94,7.1,69.35,57.42,15.47,6.69,30.46,4.71,2.874,HLTH_EHIS_PA,0.8361,2025-09-13
2006,SK,IT7,35_44,X,17.57,3.01,5.26,32.41,10.39,47.9,24.07,52.91,6.85,26.91,3.51,2.07,HLTH_EHIS_SMOK,0.9359,2024-09-22
2007,HR,LT4,75_PLUS,F,16.06,10.8,17.63,38.21,5.77,36.11,46.61,34.18,6.5,31.9,4.93,2.009,HLTH_EHIS_DIET,1.965,2024-04-22
2008,DE,RO77,45_54,M,34.19,12.7,27.64,42.92,11.91,61.62,72.44,49.67,5.28,23.32,3.77,2.243,HLTH_EHIS_MH,1.9521,2025-08-18
2009,LU,CZ64,15_24,X,11.54,4.33,7.3,67.94,9.17,39.95,39.25,14.76,4.84,19.52,5.77,0.833,HLTH_EHIS_ALCO,4.3322,2024-06-25
2010,SI,BE167,55_64,F,22.1,13.85,24.39,28.59,6.52,76.11,43.36,27.53,8.82,21.57,3.46,0.622,HLTH_EHIS_PA,2.4898,2025-12-10
2011,CY,RO8,25_34,M,18.58,10.69,7.08,29.63,7.91,53.47,39.54,41.55,7.15,22.6,6.98,0.778,HLTH_EHIS_SMOK,4.2513,2024-11-21
2012,GR,HU99,65_74,X,16.51,11.67,17.45,43.46,6.39,83.53,69.29,38.39,7.56,28.26,5.11,2.307,HLTH_EHIS_DIET,2.8093,2025-02-16
2013,MT,SE45,35_44,F,16.92,3.46,15.99,65.52,7.39,39.97,32.57,38.78,4.68,14.35,7.01,0.24,HLTH_EHIS_MH,0.2962,2025-09-06
2014,ES,DE4,75_PLUS,M,8.73,8.87,19.25,38.13,5.69,47.0,53.17,51.44,8.03,19.68,8.33,2.207,HLTH_EHIS_ALCO,1.7097,2026-01-29
2015,CZ,IT808,45_54,X,22.67,7.73,24.35,50.69,11.51,47.26,38.78,42.13,6.57,31.31,6.04,1.917,HLTH_EHIS_PA,3.9964,2025-10-01
2016,HU,IE107,15_24,F,9.39,4.88,20.87,45.29,6.24,72.5,24.09,46.79,5.89,25.82,5.84,1.14,HLTH_EHIS_SMOK,3.1577,2025-12-20
2017,NL,DK29,55_64,M,36.94,15.39,20.33,44.28,7.78,66.42,35.54,22.1,5.52,19.75,4.47,2.063,HLTH_EHIS_DIET,4.7236,2024-10-29
2018,SE,SK3,25_34,X,7.6,2.95,4.14,66.3,10.33,64.15,33.41,21.22,7.3,22.48,5.2,1.863,HLTH_EHIS_MH,1.3795,2025-07-26
2019,DK,IE5,65_74,F,10.89,12.69,8.68,54.18,9.66,39.2,21.23,19.86,4.22,16.79,2.39,3.108,HLTH_EHIS_ALCO,1.7621,2025-08-28
2020,IE,DE88,35_44,M,18.87,11.99,19.71,58.26,8.2,45.94,61.89,16.14,7.08,11.46,4.95,1.058,HLTH_EHIS_PA,2.4139,2025-03-23
2021,PL,EE32,75_PLUS,X,27.22,11.41,9.28,28.55,7.02,36.86,59.51,27.04,6.48,20.32,7.19,1.499,HLTH_EHIS_SMOK,0.833,2024-11-11
2022,AT,CY31,45_54,F,13.21,3.58,27.42,55.43,11.61,67.32,64.1,15.77,5.71,20.54,6.54,1.158,HLTH_EHIS_DIET,1.0273,2024-09-21
2023,EE,PT9,15_24,M,30.36,2.43,16.58,43.0,9.1,53.92,45.91,54.29,5.86,13.75,6.73,2.316,HLTH_EHIS_MH,1.1698,2025-06-14
2024,IT,SE4,55_64,X,21.13,5.87,17.13,45.06,5.79,70.22,56.87,19.23,6.45,13.19,5.31,1.928,HLTH_EHIS_ALCO,0.6857,2025-06-12
2025,PT,DK13,25_34,F,26.85,2.06,23.36,52.17,9.25,46.93,32.91,25.62,5.04,22.87,2.41,0.611,HLTH_EHIS_PA,3.1262,2024-05-20
2006,BE,LT174,65_74,M,24.51,1.78,18.97,65.99,6.66,50.91,26.31,35.13,7.86,29.76,2.83,2.284,HLTH_EHIS_SMOK,3.2352,2024-05-18
2007,FI,CY36,35_44,X,15.13,9.03,30.06,68.77,7.94,58.56,52.37,49.98,5.42,16.18,6.22,2.093,HLTH_EHIS_DIET,2.4444,2024-12-05
2008,LV,IE457,75_PLUS,F,20.08,11.47,8.82,69.25,9.27,43.19,45.87,24.01,6.9,14.08,4.22,2.901,HLTH_EHIS_MH,4.6608,2025-01-09
2009,RO,AT653,45_54,M,15.24,5.66,25.14,53.8,12.09,65.06,35.32,50.86,4.93,21.53,4.34,0.429,HLTH_EHIS_ALCO,1.5219,2024-08-10
2010,BG,FI91,15_24,X,13.89,4.49,7.96,61.8,5.83,74.94,74.32,14.01,7.03,17.98,5.27,1.329,HLTH_EHIS_PA,2.5845,2026-01-09
2011,FR,LU815,55_64,F,15.77,8.03,18.1,40.01,11.53,50.36,32.0,34.12,6.4,20.03,7.32,0.936,HLTH_EHIS_SMOK,3.2145,2024-04-28
2012,LT,FI152,25_34,M,22.81,14.03,14.54,73.69,8.29,42.29,35.34,47.35,4.46,24.66,2.8,1.59,HLTH_EHIS_DIET,2.5378,2026-01-07
2013,SK,BG68,65_74,X,16.87,3.77,4.6,47.2,5.55,38.1,51.26,45.12,4.97,21.05,6.93,1.916,HLTH_EHIS_MH,0.3329,2024-03-28
2014,HR,BG14,35_44,F,29.53,10.59,11.95,47.06,8.39,42.71,20.31,36.14,5.52,10.81,4.92,1.948,HLTH_EHIS_ALCO,0.7348,2025-03-24
2015,DE,RO5,75_PLUS,M,27.95,8.12,13.13,68.87,5.33,65.68,42.59,53.05,8.68,35.05,5.44,0.863,HLTH_EHIS_PA,4.0978,2025-10-25
2016,LU,HR9,45_54,X,21.81,6.76,30.25,33.79,8.97,75.09,53.12,45.53,7.63,15.58,3.09,0.753,HLTH_EHIS_SMOK,1.3873,2024-09-10
2017,SI,RO701,15_24,F,23.21,3.89,15.67,46.16,8.44,47.43,26.28,18.06,5.12,25.18,5.3,0.258,HLTH_EHIS_DIET,2.1546,2024-06-20
2018,CY,ES781,55_64,M,32.19,8.03,39.71,31.7,12.21,70.75,47.3,50.35,5.73,15.18,7.22,2.143,HLTH_EHIS_MH,3.3601,2024-04-06
2019,GR,PT49,25_34,X,12.49,1.5,16.3,62.92,7.32,73.7,38.7,29.17,7.75,21.59,2.64,1.842,HLTH_EHIS_ALCO,3.6866,2025-06-15
2020,MT,GR429,65_74,F,15.04,7.19,5.64,68.26,7.55,41.33,28.68,52.11,4.32,24.41,5.89,2.936,HLTH_EHIS_PA,4.4659,2024-11-03
2021,ES,LV82,35_44,M,24.15,8.54,29.94,42.73,4.0,55.58,59.43,54.87,7.06,20.83,2.85,2.029,HLTH_EHIS_SMOK,3.846,2026-01-19
2022,CZ,PT99,75_PLUS,X,26.5,8.21,22.78,50.23,12.51,67.5,61.63,19.99,7.36,30.73,2.83,1.006,HLTH_EHIS_DIET,3.431,2026-01-30
2023,HU,NL72,45_54,F,12.49,11.68,26.62,32.67,7.54,48.88,50.14,24.93,5.2,26.8,5.07,1.366,HLTH_EHIS_MH,1.9739,2026-01-15
2024,NL,IE9,15_24,M,10.65,14.2,19.22,48.13,5.43,69.41,40.62,36.8,6.08,30.53,7.86,1.584,HLTH_EHIS_ALCO,0.2655,2026-01-29
2025,SE,LU675,55_64,X,16.78,3.61,28.62,46.84,8.69,61.4,60.31,27.66,4.98,19.93,8.69,0.421,HLTH_EHIS_PA,4.2216,2025-01-15
2006,DK,SE3,25_34,F,16.52,1.83,15.17,61.34,10.22,70.09,41.57,36.05,5.97,10.07,8.23,1.944,HLTH_EHIS_SMOK,2.545,2024-09-12
2007,IE,LV19,65_74,M,12.13,5.53,22.57,70.62,11.46,61.44,35.88,18.88,7.1,29.53,8.64,0.621,HLTH_EHIS_DIET,2.2654,2024-11-25
2008,PL,SE97,35_44,X,17.71,10.32,17.41,53.58,9.94,37.87,39.13,16.9,7.65,22.66,3.05,1.494,HLTH_EHIS_MH,1.6427,2024-07-29
2009,AT,DK68,75_PLUS,F,9.18,2.57,26.85,52.62,7.77,57.74,52.47,31.91,6.64,10.03,7.92,1.953,HLTH_EHIS_ALCO,2.7499,2024-04-17
2010,EE,LU83,45_54,M,19.39,10.64,24.52,23.18,11.68,63.88,33.22,53.71,7.24,26.1,4.65,0.277,HLTH_EHIS_PA,1.2996,2025-09-10
2011,IT,HU580,15_24,X,25.24,1.98,24.27,73.23,7.26,67.18,28.77,40.19,6.14,19.78,7.93,0.542,HLTH_EHIS_SMOK,1.9458,2024-08-21
2012,PT,SK723,55_64,F,10.07,13.51,27.46,32.0,9.8,76.5,38.61,23.39,4.16,25.85,5.82,1.226,HLTH_EHIS_DIET,4.4369,2024-03-26
2013,BE,LU41,25_34,M,24.19,11.1,5.9,38.96,3.98,77.52,67.64,46.95,7.78,11.21,5.81,0.919,HLTH_EHIS_MH,3.8959,2025-12-19
2014,FI,HU43,65_74,X,25.92,2.3,21.91,58.58,4.54,57.33,28.44,22.72,6.03,11.59,7.79,2.815,HLTH_EHIS_ALCO,3.762,2024-03-30
2015,LV,HR94,35_44,F,14.17,12.28,19.72,63.9,8.66,66.09,70.5,51.4,5.12,11.22,7.21,0.49,HLTH_EHIS_PA,4.2975,2024-11-11
2016,RO,DK5,75_PLUS,M,17.24,3.34,16.47,48.47,10.66,74.45,46.6,18.02,7.27,24.48,2.67,3.1,HLTH_EHIS_SMOK,1.5932,2025-12-14
2017,BG,IT2,45_54,X,24.01,9.3,24.87,28.16,7.65,68.47,74.14,36.92,5.96,22.73,5.14,1.773,HLTH_EHIS_DIET,0.5893,2025-01-05
2018,FR,ES27,15_24,F,24.79,4.98,16.0,61.56,5.95,56.15,51.41,49.67,6.28,27.51,9.03,0.327,HLTH_EHIS_MH,4.4416,2025-10-10
2019,LT,CY2,55_64,M,28.35,3.67,21.22,28.93,10.64,41.67,37.3,48.1,6.52,30.13,7.86,2.036,HLTH_EHIS_ALCO,2.1667,2025-11-01
2020,SK,MT524,25_34,X,12.18,1.74,25.33,48.04,10.91,72.39,50.81,19.45,6.29,27.99,5.7,0.638,HLTH_EHIS_PA,1.5654,2024-11-08
2021,HR,LV13,65_74,F,8.37,7.08,19.48,62.46,12.06,55.62,41.57,36.91,5.7,34.91,2.79,2.328,HLTH_EHIS_SMOK,4.4845,2024-06-13
2022,DE,BG77,35_44,M,20.53,12.05,23.84,57.23,7.08,53.44,53.15,36.58,6.52,20.19,2.04,0.747,HLTH_EHIS_DIET,3.2837,2026-02-15
2023,LU,SE205,75_PLUS,X,20.61,8.04,27.76,62.1,7.85,69.09,69.4,26.12,7.63,9.75,7.55,2.428,HLTH_EHIS_MH,2.1063,2024-12-30
2024,SI,LU965,45_54,F,25.35,2.28,12.81,24.64,11.93,74.88,36.41,47.96,4.82,19.24,6.82,2.081,HLTH_EHIS_ALCO,0.5998,2025-07-08
2025,CY,ES39,15_24,M,8.45,5.95,26.28,41.7,7.73,71.33,73.94,35.78,5.0,28.76,7.8,2.059,HLTH_EHIS_PA,4.3919,2024-05-06
2006,GR,ES421,55_64,X,31.34,8.06,30.18,34.93,4.41,50.14,55.24,14.42,5.41,23.17,8.32,1.445,HLTH_EHIS_SMOK,3.7221,2025-10-14
2007,MT,AT559,25_34,F,23.59,3.75,19.6,58.56,7.83,70.41,45.96,38.09,6.11,20.77,6.84,1.7,HLTH_EHIS_DIET,4.7392,2024-05-18
2008,ES,EE519,65_74,M,9.59,10.08,35.16,50.89,7.89,52.27,65.12,54.65,6.41,32.71,1.99,0.967,HLTH_EHIS_MH,0.4771,2024-03-26
2009,CZ,CZ4,35_44,X,13.05,4.57,11.58,67.8,6.29,77.57,30.2,53.6,5.84,33.34,2.92,0.84,HLTH_EHIS_ALCO,4.4652,2024-05-20
2010,HU,NL67,75_PLUS,F,22.24,11.57,14.64,65.38,6.51,49.28,37.73,49.48,7.45,26.95,4.34,1.357,HLTH_EHIS_PA,1.8404,2025-07-17
2011,NL,DE97,45_54,M,25.89,13.16,9.16,54.62,6.49,61.76,73.16,43.06,8.44,31.6,2.95,0.513,HLTH_EHIS_SMOK,3.0643,2025-12-04
2012,SE,HU34,15_24,X,28.39,5.37,16.06,63.09,5.76,56.35,26.5,43.56,8.46,16.15,8.27,2.18,HLTH_EHIS_DIET,3.5432,2025-09-22
2013,DK,DK113,55_64,F,8.46,5.53,28.3,71.5,7.04,75.03,69.63,55.42,6.82,20.11,4.38,1.428,HLTH_EHIS_MH,1.6029,2025-06-23
2014,IE,LT9,25_34,M,18.13,2.6,30.96,58.86,5.89,40.36,25.49,27.12,7.31,18.72,9.45,1.519,HLTH_EHIS_ALCO,0.9134,2025-12-30
2015,PL,GR1,65_74,X,23.56,2.81,26.54,37.68,11.39,48.52,47.87,32.18,4.32,10.9,2.05,0.502,HLTH_EHIS_PA,4.6283,2024-06-10
2016,AT,HU344,35_44,F,11.73,10.7,11.97,35.94,5.31,68.18,25.51,32.12,7.08,17.87,5.02,1.089,HLTH_EHIS_SMOK,1.8222,2024-11-17
2017,EE,LT3,75_PLUS,M,13.02,8.07,4.85,30.3,12.21,43.83,44.45,12.16,6.32,14.68,6.83,1.894,HLTH_EHIS_DIET,3.781,2024-05-23
2018,IT,SK20,45_54,X,27.55,1.86,11.92,53.7,7.91,66.11,43.56,25.59,5.74,17.39,5.69,0.344,HLTH_EHIS_MH,3.6427,2026-01-20
2019,PT,FI92,15_24,F,23.21,2.65,17.41,27.95,9.5,85.67,29.03,24.54,4.65,8.87,6.26,0.488,HLTH_EHIS_ALCO,1.4303,2025-04-30
2020,BE,PL82,55_64,M,14.29,14.77,4.92,23.21,7.52,56.25,43.48,12.97,7.24,14.31,6.78,0.923,HLTH_EHIS_PA,1.8836,2025-07-30
2021,FI,IT558,25_34,X,18.51,5.64,27.11,38.22,5.64,54.75,48.6,39.6,8.47,27.49,8.12,0.777,HLTH_EHIS_SMOK,0.543,2026-02-15
2022,LV,PL43,65_74,F,8.94,4.54,6.29,42.82,7.44,49.65,40.46,21.74,5.01,30.98,3.34,1.481,HLTH_EHIS_DIET,3.1968,2024-11-26
2023,RO,FI90,35_44,M,27.7,11.32,20.39,50.97,7.7,54.93,42.9,30.72,6.88,20.76,2.92,1.675,HLTH_EHIS_MH,2.3823,2026-01-11
2024,BG,HU50,75_PLUS,X,29.37,8.83,26.76,38.91,10.42,49.8,60.95,43.07,4.51,32.09,4.99,2.562,HLTH_EHIS_ALCO,3.0739,2025-12-26
2025,FR,DE993,45_54,F,25.17,10.9,14.62,42.86,8.88,36.13,62.02,40.11,6.3,22.45,3.55,0.498,HLTH_EHIS_PA,2.7086,2024-04-23
2006,LT,PL15,15_24,M,31.62,11.41,12.7,60.98,7.27,64.39,26.34,45.26,5.92,31.07,6.15,1.107,HLTH_EHIS_SMOK,1.8927,2024-09-14
2007,SK,FR89,55_64,X,14.13,6.14,21.6,55.85,12.32,37.98,41.85,18.87,7.57,19.3,3.17,0.491,HLTH_EHIS_DIET,3.1686,2024-08-29
2008,HR,CZ54,25_34,F,29.34,3.79,26.17,28.61,8.86,53.92,25.94,18.45,5.46,22.06,9.93,1.267,HLTH_EHIS_MH,1.58,2024-03-22
2009,DE,LV2,65_74,M,26.3,12.19,34.25,55.95,7.45,65.34,42.31,21.31,7.0,28.49,3.7,3.135,HLTH_EHIS_ALCO,3.4987,2025-08-27
2010,LU,PL6,35_44,X,14.81,10.96,7.11,45.98,10.79,74.0,56.23,47.19,4.15,24.49,5.6,0.424,HLTH_EHIS_PA,0.8378,2024-02-19
2011,SI,SE19,75_PLUS,F,27.98,12.08,9.59,58.09,9.55,59.13,56.5,49.42,7.8,17.54,3.26,2.509,HLTH_EHIS_SMOK,0.5042,2024-10-04
2012,CY,CY38,45_54,M,11.69,14.68,38.37,26.87,4.76,33.43,34.21,27.96,7.93,27.42,5.8,2.045,HLTH_EHIS_DIET,1.0674,2024-07-14
2013,GR,HU677,15_24,X,28.05,11.26,22.78,43.9,5.92,59.04,51.32,31.78,5.23,23.95,8.16,1.079,HLTH_EHIS_MH,4.2389,2025-08-24
2014,MT,BE3,55_64,F,25.67,11.04,27.25,28.67,8.93,67.86,44.86,52.35,6.82,17.71,3.35,1.031,HLTH_EHIS_ALCO,0.362,2025-06-27
2015,ES,GR901,25_34,M,14.11,14.67,24.86,59.83,5.63,65.18,70.69,27.78,5.68,15.8,10.14,0.242,HLTH_EHIS_PA,2.228,2024-12-08
2016,CZ,LU5,65_74,X,29.85,12.23,25.56,54.77,6.67,46.85,33.13,40.32,8.54,27.36,3.24,3.177,HLTH_EHIS_SMOK,3.3266,2025-11-30
2017,HU,SE2,35_44,F,20.89,10.62,6.78,44.23,8.3,69.05,37.32,28.66,4.29,18.26,7.72,1.363,HLTH_EHIS_DIET,4.7915,2024-01-18
2018,NL,LT183,75_PLUS,M,29.36,1.3,15.66,37.49,5.24,48.02,30.49,19.77,5.12,13.75,2.86,0.293,HLTH_EHIS_MH,1.5321,2025-04-04
2019,SE,LT760,45_54,X,31.79,9.47,18.54,25.2,8.51,57.24,51.9,14.15,5.76,21.69,7.71,1.869,HLTH_EHIS_ALCO,0.5055,2024-09-03
2020,DK,CZ46,15_24,F,12.13,2.89,18.19,46.79,7.87,49.38,40.52,48.4,6.13,23.35,10.13,1.542,HLTH_EHIS_PA,3.9607,2025-07-17
2021,IE,DK898,55_64,M,35.7,11.82,37.25,39.73,8.27,76.72,41.41,25.33,6.25,18.39,6.1,1.928,HLTH_EHIS_SMOK,1.4644,2025-07-13
2022,PL,BG387,25_34,X,11.68,2.78,23.06,47.88,9.05,53.1,44.57,35.11,4.61,19.57,9.58,2.077,HLTH_EHIS_DIET,0.5098,2024-12-15
2023,AT,DE9,65_74,F,22.14,5.53,13.39,63.52,11.05,74.79,47.53,51.3,7.56,12.86,3.56,1.849,HLTH_EHIS_MH,4.1895,2024-06-13
2024,EE,AT87,35_44,M,21.75,7.69,4.49,39.06,8.74,69.37,61.93,21.29,6.8,11.83,2.17,0.759,HLTH_EHIS_ALCO,3.8422,2025-07-06
