gov_contract_contract_award_date,gov_contract_contracting_office_code,gov_contract_nic_code_contract,gov_contract_psc_code,gov_contract_vendor_duns_hash,gov_contract_contract_vehicle_type,gov_contract_competition_type,gov_contract_contract_value_inr,gov_contract_ceiling_value_inr,gov_contract_obligated_amount_inr,gov_contract_period_of_performance_start,gov_contract_period_of_performance_end,gov_contract_small_business_set_aside,gov_contract_ncoioeconomic_category,gov_contract_subcontracting_plan_flag,gov_contract_labor_standards_clause_flag,gov_contract_buy_american_clause_flag,gov_contract_performance_based_flag,gov_contract_termination_for_default_flag,gov_contract_past_performance_score
2021-04-06,GOV9XDJ3,GOVIUAAD,GOVMQ9BX,GOVde91df6bfa97,GOVN8ZRE,GOVQ9IDA,62258654,55055,567682875,val_eb89_00108,val_eb89_00108,GOVeb800108,GOVHDO0K,1,0,1,1,1,47.76
2020-10-27,GOV0QFHF,GOV939FF,GOVO8OTV,GOVf81c9257da22,GOVE22OF,GOVL6CG4,4950416,16901079,3352519,val_eb89_00109,val_eb89_00109,GOVeb800109,GOV5UI6P,0,0,0,0,0,44.39
2024-11-01,GOVL9DAX,GOVJDRDN,GOVF3Z1O,GOV2ab6a910d1eb,GOVRU080,GOVS9OGO,61881649,673349914,1543594,val_eb89_00110,val_eb89_00110,GOVeb800110,GOVMY91S,1,0,1,0,0,23.78
2018-07-30,GOV6X7Y1,GOVES9RI,GOVGSN3J,GOV8051e1aebd97,GOVF09F3,GOVTQVMU,45624085,505492,26033,val_eb89_00111,val_eb89_00111,GOVeb800111,GOVEB57F,1,0,0,1,1,50.38
2023-12-27,GOVT4HME,GOVXP4PY,GOVC13H0,GOV3f1c0b624d60,GOVY8MD7,GOVES7DO,108933,589819,234170,val_eb89_00112,val_eb89_00112,GOVeb800112,GOVK3BBU,0,1,1,0,0,7.64
2019-05-28,GOVHO1BT,GOVUDET8,GOVCQSAS,GOV36af1d585e3d,GOVUNAOB,GOVYYSQS,66383,6258679,770363200,val_eb89_00113,val_eb89_00113,GOVeb800113,GOVOJ6ZM,1,0,1,0,0,66.77
2022-12-30,GOVCQSST,GOVVSV6J,GOVA6LF1,GOV6058470af5ca,GOVLGCJR,GOVK7CEW,43549047,497199626,123800408,val_eb89_00114,val_eb89_00114,GOVeb800114,GOVBW3CW,1,0,0,1,0,5.5
2024-09-02,GOVUTR3V,GOVB8QYB,GOVZ2VS4,GOVa1cdf6ca0c89,GOV6DJC5,GOVGM3H8,44744628,664913995,53261,val_eb89_00115,val_eb89_00115,GOVeb800115,GOVX97QZ,0,1,0,1,1,40.0
2020-02-07,GOVR61OB,GOVDWS2O,GOV66ZIV,GOVd4c1093cbe6b,GOVREAVO,GOVW88K1,44926436,532274131,3864393,val_eb89_00116,val_eb89_00116,GOVeb800116,GOV0M4O0,0,0,0,0,1,74.58
2025-09-18,GOVOUNDY,GOV9J0JC,GOVY5MIY,GOV399d3cfc7217,GOVM00F1,GOVLR8UW,23771,481920844,489178,val_eb89_00117,val_eb89_00117,GOVeb800117,GOVXDPVH,0,1,0,1,0,25.71
2018-09-07,GOVS3ETB,GOV00UY4,GOVWP9XL,GOVf86f6ae62f3d,GOV8J6HB,GOVY9JIA,5457876,22914,479677,val_eb89_00118,val_eb89_00118,GOVeb800118,GOVYHT91,1,1,1,0,1,51.51
2020-09-29,GOV9MSUJ,GOVZVK2E,GOVLTYGO,GOV8a9592076fee,GOV3ICU4,GOVN3VKG,455761950,6216569,53565,val_eb89_00119,val_eb89_00119,GOVeb800119,GOV80X1E,1,0,1,1,1,58.94
2022-08-26,GOVQ7FR3,GOVCG0VG,GOVIE7Y1,GOVb58c29d3b661,GOV6WT7M,GOVMXWKO,377621,63429,303871,val_eb89_00120,val_eb89_00120,GOVeb800120,GOVUG13J,0,0,0,0,1,84.56
2025-04-06,GOVHYMHM,GOV7X7L2,GOVYYOKD,GOV4db5d20e00d7,GOV9G9LS,GOVE8HP8,6187161,491961288,695915549,val_eb89_00121,val_eb89_00121,GOVeb800121,GOV6T1W1,0,0,1,0,0,56.16
2025-01-11,GOVQVD5U,GOVO6XBZ,GOV2FJFX,GOVb00a22565265,GOV66SDD,GOVEJKLM,73611536,359350,417050,val_eb89_00122,val_eb89_00122,GOVeb800122,GOVT47V5,1,1,0,0,0,83.35
2022-06-19,GOV61Y93,GOVBD1YW,GOVLBEKG,GOVf8e5c15ae393,GOVTA0XH,GOVDCWA7,61886,765574840,3758758,val_eb89_00123,val_eb89_00123,GOVeb800123,GOVTQKJ6,0,1,0,0,0,67.43
2020-11-06,GOVVMCY0,GOV69S7B,GOVBKQRE,GOV8984de5d5163,GOVSH3AW,GOVEPWJ1,467097320,7509486,70166,val_eb89_00124,val_eb89_00124,GOVeb800124,GOVTQXBK,1,1,0,1,1,54.06
2018-02-21,GOV6012I,GOVX3EO5,GOV96E49,GOVc4c2bfe17286,GOV3I2KS,GOVPAF4T,281671506,28634,65604344,val_eb89_00125,val_eb89_00125,GOVeb800125,GOVB5VRG,1,1,0,1,0,43.31
2024-11-18,GOV2HJ1Y,GOVFHAWY,GOVWDNDT,GOVe96f86a3f7a9,GOV2J1HY,GOV72QYW,64415710,777014,807485325,val_eb89_00126,val_eb89_00126,GOVeb800126,GOVZD3TO,1,1,0,1,1,85.27
2023-02-24,GOVDZ8G5,GOV701F9,GOV5CSFG,GOVd9499ebfeecb,GOVKGEY6,GOVLDQUI,86676,4821996,25555427,val_eb89_00127,val_eb89_00127,GOVeb800127,GOV45Q89,0,1,0,0,1,30.72
2020-02-22,GOVFN4F4,GOVE0YIU,GOVZ2TVB,GOV55548b5575c8,GOV0KDKB,GOVXNOFN,551696002,5909479,5750631,val_eb89_00128,val_eb89_00128,GOVeb800128,GOV8QK46,1,0,0,0,0,23.43
2020-07-28,GOVY57A2,GOV7LGKQ,GOVHCZUX,GOV5589d80e2521,GOVV2I3N,GOV0WDLZ,469609,47857,805544435,val_eb89_00129,val_eb89_00129,GOVeb800129,GOV84GFQ,0,1,1,0,0,69.36
2021-01-19,GOVG6TS9,GOVVLS2I,GOVDTU60,GOV8cb886372731,GOV8R0MG,GOVLXTAE,52159,76265345,58500619,val_eb89_00130,val_eb89_00130,GOVeb800130,GOVDQENF,1,1,1,1,0,42.49
2022-05-16,GOVCD44K,GOVLBDAJ,GOVKFKCE,GOVf6b8336d5927,GOVNIBLF,GOV6NBGT,4558040,223748372,302997,val_eb89_00131,val_eb89_00131,GOVeb800131,GOV14HKQ,0,1,0,1,1,62.02
2024-03-15,GOV49L72,GOV9LHWU,GOVXO8FK,GOVa78f3cb46caa,GOVJ2YNW,GOVFY2XA,747416832,8977830,58982,val_eb89_00132,val_eb89_00132,GOVeb800132,GOVK5Y38,0,0,1,0,0,41.93
2021-03-06,GOVEDAK3,GOVISLVV,GOVFMEJR,GOVb3dda5d51c6e,GOV1WU2A,GOVKKBTI,566963,13711807,3995333,val_eb89_00133,val_eb89_00133,GOVeb800133,GOVKZUC8,0,0,0,1,1,44.49
2022-03-15,GOV3AQGC,GOVJM0KO,GOVTUCJF,GOVac790b2c350a,GOV7JRIZ,GOV8TVRL,52285288,51256,38222081,val_eb89_00134,val_eb89_00134,GOVeb800134,GOVDSMJJ,0,0,1,1,0,46.3
2018-12-31,GOV3SYK7,GOVFZPEQ,GOVABPHR,GOV8cb109b460cc,GOVA5Q9I,GOVTG6BU,107663389,416475896,224526302,val_eb89_00135,val_eb89_00135,GOVeb800135,GOVQ2AFW,1,1,1,0,0,20.43
2022-02-22,GOVJVW8T,GOVH0LIS,GOV5CNS7,GOVa4e86086c3ae,GOVCW32X,GOVRACXD,46989648,36869,20286151,val_eb89_00136,val_eb89_00136,GOVeb800136,GOV5Q275,0,1,0,1,0,73.97
2026-02-11,GOVC5PDN,GOVBHWXK,GOVTJXFM,GOV7fde56ee315e,GOV1PLKQ,GOVUYAJF,4841941,854224,56958884,val_eb89_00137,val_eb89_00137,GOVeb800137,GOVOHTK3,0,0,0,0,1,65.02
2026-02-24,GOVTMGEV,GOV9JDJY,GOVDRDUM,GOV7083cd823f9e,GOVK16XH,GOVLAOTB,62379965,57137288,105966510,val_eb89_00138,val_eb89_00138,GOVeb800138,GOVMN1OH,0,0,1,1,1,11.34
2020-12-28,GOVOZMA7,GOVJNIAG,GOVTOYT1,GOV3616e68276e5,GOVRS2VO,GOV12WCV,65558,426402738,428891587,val_eb89_00139,val_eb89_00139,GOVeb800139,GOVO13A2,0,1,1,1,0,74.14
2023-05-05,GOVLAB71,GOV9NN23,GOV5O2AA,GOV4e60a2e6ce79,GOVBTQ5D,GOVYYK7Y,39516022,72066886,170177925,val_eb89_00140,val_eb89_00140,GOVeb800140,GOVRMQTH,0,0,0,1,0,99.12
2023-07-07,GOVN9TI6,GOVZ8RBY,GOVIJJA9,GOVbc62ac8283d1,GOV0EBMG,GOVNNKTI,4079612,403595489,63004,val_eb89_00141,val_eb89_00141,GOVeb800141,GOVA8QFE,1,0,0,0,0,22.57
2020-05-24,GOV3N5KZ,GOVGJA6N,GOVN2P10,GOVc6aeca025396,GOV9P2H1,GOVCIJF9,72501514,72788,28677710,val_eb89_00142,val_eb89_00142,GOVeb800142,GOV7NFFF,0,1,0,0,1,25.43
2024-11-15,GOVOJ7KS,GOVZZQ1J,GOVPMAZ9,GOVbd3332c13903,GOV2NMH1,GOVFCVYA,5569758,42264498,4079090,val_eb89_00143,val_eb89_00143,GOVeb800143,GOVFP207,0,1,1,0,0,34.17
2022-12-26,GOV7ITEN,GOVOTBO4,GOV8Z9SJ,GOV2c3aa0300029,GOVD2ZH7,GOV4HTFI,587997,4895127,425367905,val_eb89_00144,val_eb89_00144,GOVeb800144,GOVIWPNQ,1,1,0,1,0,69.03
2024-01-02,GOVHPNKC,GOV3U0O5,GOVDWKLR,GOV7e6ff8ca156f,GOVU3YMH,GOV4MORL,631351379,7002855,48779728,val_eb89_00145,val_eb89_00145,GOVeb800145,GOVCMK3J,0,1,0,1,1,40.1
2026-01-02,GOVYA6LD,GOVTTEM6,GOVXR6VO,GOV318d0446bcc8,GOVMN8PB,GOVT0DVY,632482,638996,288323421,val_eb89_00146,val_eb89_00146,GOVeb800146,GOV5K6BF,1,1,1,1,1,61.88
2023-01-14,GOV26P31,GOV2MOJK,GOV5138A,GOV06ca7c973176,GOVUTPGZ,GOV1HSS4,380106,20548,51513640,val_eb89_00147,val_eb89_00147,GOVeb800147,GOVRRHAK,0,0,0,1,1,40.96
2019-09-05,GOV408BQ,GOVP1DYY,GOV8DIML,GOVb75d265df37d,GOVEBURJ,GOV77ANP,617659581,233812,3081262,val_eb89_00148,val_eb89_00148,GOVeb800148,GOVJ75FR,0,1,1,0,0,69.1
2024-09-23,GOVVW8VO,GOVL8WPJ,GOVDLOJK,GOVf43e08714b5c,GOV50FY2,GOVRLL0H,19589534,556708,31537,val_eb89_00149,val_eb89_00149,GOVeb800149,GOVUMYHM,1,0,0,0,1,79.87
2018-11-02,GOVZZ6US,GOVJ26W8,GOVZRLS6,GOVb26b066f0251,GOVEJROB,GOVMSWHN,410176,51299,611664,val_eb89_00150,val_eb89_00150,GOVeb800150,GOVAUAWA,0,0,0,0,1,53.01
2018-05-05,GOV3AW3O,GOVT80E1,GOVNPPW1,GOV5883054e30a7,GOVCN9WJ,GOVZY2D1,6973469,43914,51090574,val_eb89_00151,val_eb89_00151,GOVeb800151,GOVJX7A5,1,1,0,1,0,63.43
2025-02-11,GOVTZPJX,GOVQ4D2P,GOVTE7WM,GOV3ebf8d7bffb6,GOVNQHIN,GOVEMXI7,2940851,399600,6715514,val_eb89_00152,val_eb89_00152,GOVeb800152,GOVKWKIG,1,1,1,0,0,13.69
2024-04-22,GOV960RH,GOVIU0F3,GOVUPN6R,GOVf3cce54a2b8c,GOVTD5F0,GOV3FAY1,67140,49731797,4626370,val_eb89_00153,val_eb89_00153,GOVeb800153,GOVRLV60,1,1,1,1,0,2.34
2024-01-24,GOVJISKT,GOV75FWI,GOVMW21Y,GOV859afb9786b2,GOVSXP40,GOVVIYVT,3683715,19471160,4918701,val_eb89_00154,val_eb89_00154,GOVeb800154,GOV4XEEW,1,0,0,0,1,95.51
2020-08-29,GOVJOZSC,GOVSJ95G,GOVJ7DFV,GOV71026bc031a3,GOVNOLMT,GOVMF30H,46639455,80417,8941450,val_eb89_00155,val_eb89_00155,GOVeb800155,GOVD80HV,1,0,1,0,0,3.05
2023-07-30,GOVFSB2U,GOVL4A9T,GOV50TLI,GOVa146d6ce1e03,GOVFM4G0,GOVKEP2I,243748,460524573,26919286,val_eb89_00156,val_eb89_00156,GOVeb800156,GOVSV66V,1,0,0,0,1,56.39
2025-11-21,GOVPEJOZ,GOV5VXPQ,GOVDGJK3,GOV752e8f67091b,GOV7W7YV,GOVSWVDJ,62847,270367794,47368,val_eb89_00157,val_eb89_00157,GOVeb800157,GOVJTX0U,0,0,1,1,0,19.55
2022-03-04,GOV7RYGD,GOVGLZKP,GOV15S7F,GOV7a85f2d65860,GOVYVMHC,GOVMN3MQ,30934236,27485923,52814,val_eb89_00158,val_eb89_00158,GOVeb800158,GOV7JOEQ,0,0,0,1,1,95.4
2025-02-06,GOVEAPM6,GOVMYB71,GOV00STR,GOV8b1b68b88311,GOVQBQWG,GOVM0183,19241724,464167,521038,val_eb89_00159,val_eb89_00159,GOVeb800159,GOVV41S9,0,0,0,0,0,29.29
2023-08-19,GOVTLMNQ,GOV4OBMO,GOV65NTS,GOVeb4b6bae5c21,GOVISYK5,GOV6GK3Z,2603883,487822,795916642,val_eb89_00160,val_eb89_00160,GOVeb800160,GOVBWSUC,0,0,1,0,1,78.92
2024-09-02,GOVE9IT4,GOVDQZXA,GOVDM790,GOV5af7206fa24e,GOV2NP45,GOVNQO7U,37775124,30245802,368995,val_eb89_00161,val_eb89_00161,GOVeb800161,GOV4239I,0,1,1,0,0,89.32
2024-01-27,GOVG0MLP,GOV1KCFP,GOVIYB0T,GOV0163e9529430,GOVAZSQW,GOVEMYHE,695879817,60378,648889533,val_eb89_00162,val_eb89_00162,GOVeb800162,GOVETGB9,1,0,0,1,0,93.08
2025-12-19,GOVMHV8R,GOVT4PTE,GOV71651,GOVfc2a6c9b3ea0,GOVOJZHH,GOV6Q07W,384910881,342251,9129205,val_eb89_00163,val_eb89_00163,GOVeb800163,GOVZ7XCC,0,1,1,1,0,51.14
2022-08-31,GOVH2PKT,GOVA2W24,GOVTR16Y,GOVb412996369d8,GOVFSPBH,GOVXMNCT,6706425,456806,40653,val_eb89_00164,val_eb89_00164,GOVeb800164,GOVNTYH8,1,1,1,1,1,55.7
2021-08-07,GOVAV5V9,GOVMAUNE,GOV3DYNH,GOV3460a55d7fd6,GOVXB2ED,GOV1BYLP,63350760,730781907,358955262,val_eb89_00165,val_eb89_00165,GOVeb800165,GOV2TXN7,0,1,0,1,1,80.16
2019-11-29,GOV02HII,GOV3UFPK,GOVL88SV,GOV501376e8b8cb,GOVNBSSW,GOVD4XUJ,49302,54516,33525027,val_eb89_00166,val_eb89_00166,GOVeb800166,GOVHGB8U,1,1,1,1,0,12.19
2025-05-22,GOVPJQ5O,GOVMHYHN,GOVFLTXV,GOVede3872e3f7a,GOV4JDKW,GOVW92D7,482280,510964650,46405193,val_eb89_00167,val_eb89_00167,GOVeb800167,GOVZ034R,1,0,1,1,1,90.79
2023-09-22,GOV5XE4G,GOV5NC61,GOVE66XY,GOV6c4017cfb9bf,GOVYF2OT,GOVGMVPR,42532,5223125,48078663,val_eb89_00168,val_eb89_00168,GOVeb800168,GOV1VN7K,0,0,1,0,0,2.64
2024-01-01,GOV2BXDR,GOVPA6GE,GOVVX11F,GOV97b7de69dd5b,GOVYOXB4,GOV2H4SD,74403850,75452973,351655200,val_eb89_00169,val_eb89_00169,GOVeb800169,GOVI3EJS,1,0,1,1,0,83.65
2025-03-07,GOVTVRDU,GOVL6KO9,GOVJH88H,GOV025a89922828,GOVA8EOP,GOVKGRSD,524579,10692580,5494274,val_eb89_00170,val_eb89_00170,GOVeb800170,GOVWW4VO,0,0,0,0,0,37.89
2019-10-21,GOVBY2EW,GOVZMV4L,GOVEN7HH,GOV128349a8afe4,GOVOFT8V,GOVBVUT5,198206851,532510567,618818176,val_eb89_00171,val_eb89_00171,GOVeb800171,GOVL1PNW,1,1,0,1,1,39.44
2018-09-30,GOV1FBHR,GOV9ZE9L,GOVDT0HY,GOV552a4a845abc,GOVA0YBR,GOVNV9BI,73182,3561389,33142,val_eb89_00172,val_eb89_00172,GOVeb800172,GOV7BXUZ,0,1,0,0,0,53.52
2025-10-21,GOVU5EMV,GOVS0DAQ,GOVYLHDM,GOV209898cfa5bb,GOVN64PQ,GOVCIWG4,484794,51871,39822,val_eb89_00173,val_eb89_00173,GOVeb800173,GOVIEXGE,1,1,1,1,0,20.51
2023-05-18,GOVZCJHZ,GOV32249,GOVUO6QQ,GOVf251d1ad884f,GOV6DCL3,GOVR7W2F,50098117,34878238,14037103,val_eb89_00174,val_eb89_00174,GOVeb800174,GOVZGRGM,0,0,0,1,1,12.68
2018-06-12,GOVJ16WZ,GOVL7F1V,GOV29ZQI,GOV75f18474cd59,GOV211GD,GOVKRUEJ,36336,7133454,400400,val_eb89_00175,val_eb89_00175,GOVeb800175,GOVERYLA,1,0,1,0,1,47.5
2021-09-01,GOV692VV,GOVBLISG,GOVLIUVX,GOVa5b6a764cecc,GOVVEWD8,GOV5JQVZ,12797,5592733,65614356,val_eb89_00176,val_eb89_00176,GOVeb800176,GOVNF9ZC,0,0,0,0,0,11.79
2019-05-02,GOVGYPEI,GOVU9Y9V,GOV708GI,GOVbf869838743c,GOVTVEGT,GOVO2EF1,48824,823700,350421127,val_eb89_00177,val_eb89_00177,GOVeb800177,GOVG6A7K,1,1,1,1,0,30.4
2025-12-30,GOVELMXH,GOV52HCM,GOVZEVPX,GOV548d9e8b9b9d,GOVHTEBL,GOVDC7BN,364725,345688,401102305,val_eb89_00178,val_eb89_00178,GOVeb800178,GOV4DSOK,1,0,0,0,0,77.86
2019-01-19,GOVFXZX2,GOV3XJF2,GOVA83KC,GOVb0c1642a9ee5,GOVYE7AN,GOVYKD6U,68601197,8356355,84482185,val_eb89_00179,val_eb89_00179,GOVeb800179,GOVB66D9,1,1,1,0,0,61.09
2019-01-05,GOVWYC9Y,GOV2RPTL,GOVMVVD2,GOV3f155598f3dd,GOVUWPM4,GOVO24XF,529925,81623586,4328965,val_eb89_00180,val_eb89_00180,GOVeb800180,GOVXNP2R,1,1,0,0,0,51.67
2019-12-27,GOV09W0D,GOV78F39,GOVAPR6Z,GOV5a5ce436d269,GOVMNVCN,GOVUVQKF,221781,5660072,419018,val_eb89_00181,val_eb89_00181,GOVeb800181,GOV50999,0,1,1,1,0,42.07
2018-08-28,GOV55QYP,GOV0WP18,GOVTDQ7O,GOV471c22864674,GOVVNLE4,GOV31XP8,519090625,63416883,60415,val_eb89_00182,val_eb89_00182,GOVeb800182,GOVT85PA,1,1,1,1,1,12.74
2018-12-15,GOVJ6ETL,GOVPMN4Y,GOVV1K34,GOV156dfbe11174,GOVRLGQQ,GOV258KJ,5823281,71476,84221,val_eb89_00183,val_eb89_00183,GOVeb800183,GOVGDM61,0,0,1,0,0,52.57
2019-01-02,GOVENXF6,GOVGJJE1,GOVR66OD,GOV66f01f251fc3,GOVBMEJU,GOVNYBGW,5017530,34372037,515060077,val_eb89_00184,val_eb89_00184,GOVeb800184,GOV1GW0X,1,1,0,1,0,77.6
2022-03-13,GOVM3ORK,GOVWSCCG,GOVBV2BV,GOV90d81ec0c149,GOVQ93GK,GOV5PNRM,3950698,587329,10871,val_eb89_00185,val_eb89_00185,GOVeb800185,GOVU05SZ,0,0,1,1,1,61.44
2020-09-01,GOVSKCXT,GOVL6R4S,GOVN2ZSK,GOVc7783a23aeda,GOVURF01,GOVZ09GC,6219330,383844281,4140957,val_eb89_00186,val_eb89_00186,GOVeb800186,GOVMRMUO,1,0,0,1,0,59.63
2020-06-23,GOVWOHD6,GOVCHXDF,GOVR0LN6,GOVc86436745dae,GOVDBUZH,GOVDOYDM,4379490,56481839,18413,val_eb89_00187,val_eb89_00187,GOVeb800187,GOVJUMOX,1,0,1,0,1,37.34
2023-12-10,GOVR9YYN,GOVP580J,GOVLZSHX,GOV4c005b480dc2,GOVJDAF9,GOVLSTSI,2429442,576321521,72444648,val_eb89_00188,val_eb89_00188,GOVeb800188,GOVOOLM4,1,0,0,0,1,98.51
2023-08-21,GOV9RHUU,GOVD1LC7,GOVMW99V,GOV3a7186766bcb,GOVQC0PA,GOVFNTV4,706063667,68729112,124329422,val_eb89_00189,val_eb89_00189,GOVeb800189,GOV52WAR,1,0,1,1,1,42.82
2018-02-11,GOVQZ48B,GOV93892,GOV4VOOW,GOV810748fcf673,GOVE8WYU,GOVQFT5Z,4406266,453661,46414,val_eb89_00190,val_eb89_00190,GOVeb800190,GOVPCPDB,1,0,1,1,0,42.84
2022-04-09,GOVBNJNF,GOVE700B,GOV971DY,GOVd76d0bc0b8c9,GOV7BC54,GOVEUH4I,62548,489305917,51884523,val_eb89_00191,val_eb89_00191,GOVeb800191,GOV7SLFA,1,1,0,0,0,93.13
2020-01-11,GOV80Z42,GOVS2QY2,GOV34CKK,GOVab42d4e3d1a8,GOV8NNBB,GOVMSILE,28696,60755,60807,val_eb89_00192,val_eb89_00192,GOVeb800192,GOV5K7BV,1,0,0,1,1,60.21
2025-06-28,GOVE9FUQ,GOVXWEVG,GOVRDPXW,GOV56c7bdd7b407,GOVZGD5B,GOV5IJ4N,4590215,3088756,57328,val_eb89_00193,val_eb89_00193,GOVeb800193,GOVPUE0I,1,0,0,0,1,16.66
2023-10-13,GOVBHITT,GOVFIYM7,GOV12GX5,GOV1886736be723,GOVFY7L2,GOVEZX1S,69073,68122,59756859,val_eb89_00194,val_eb89_00194,GOVeb800194,GOVD55RA,1,0,1,0,1,14.28
2023-06-29,GOVBKY5O,GOV2YCZ0,GOVTERKX,GOV9be9e44a9e6b,GOVTRM2P,GOVYCJIU,61456668,6759224,366980725,val_eb89_00195,val_eb89_00195,GOVeb800195,GOVZU85A,1,0,0,0,0,13.63
2024-09-22,GOVG24BW,GOV1QETI,GOVEPUJI,GOVc814c71abc79,GOV25Z05,GOVD3J4C,683099,5381423,635638,val_eb89_00196,val_eb89_00196,GOVeb800196,GOVL0OP1,0,1,0,1,1,33.72
2026-01-04,GOVW30RG,GOV8A1AM,GOVTZH3E,GOVadceddb54afe,GOV30FB2,GOVVG0OG,56270929,83060516,454263,val_eb89_00197,val_eb89_00197,GOVeb800197,GOVT3B2G,0,1,0,1,1,35.15
2024-07-04,GOVE5KPW,GOV2RYOW,GOV838NW,GOVa95a30a210cf,GOV3LAO9,GOVG9JAR,84305,67616,438048478,val_eb89_00198,val_eb89_00198,GOVeb800198,GOV2OJEY,0,1,0,1,1,19.54
2019-03-24,GOV02M95,GOV8KDVL,GOV4H9W5,GOVa6e00c0bdc22,GOVTUR7O,GOVST6ST,66790078,40341930,514890605,val_eb89_00199,val_eb89_00199,GOVeb800199,GOVV0H65,1,1,0,0,1,15.6
2023-01-27,GOVAZ7M6,GOVY02RT,GOVB416W,GOV56e14d7c7e08,GOVWR91W,GOVL5UQD,5127011,55333343,26553,val_eb89_00200,val_eb89_00200,GOVeb800200,GOVJXHHQ,1,0,1,0,1,11.22
2022-12-14,GOV8A0DX,GOV0GC2C,GOVI1X5V,GOVebace67d3ad3,GOV90TBH,GOV55ZB4,5300621,835805489,122134101,val_eb89_00201,val_eb89_00201,GOVeb800201,GOV015IN,1,0,0,0,0,85.81
2023-09-16,GOVXARTB,GOV0KFSE,GOVA8RYE,GOV33c544373bd9,GOVWBZAP,GOVAFTLZ,262543,57212,3061850,val_eb89_00202,val_eb89_00202,GOVeb800202,GOVXJK72,0,0,0,0,1,40.26
2023-05-25,GOV8YB8Z,GOVHZ03A,GOVD4MCM,GOV00317edf17af,GOV4QCCG,GOVTJF75,683796,351699,3049597,val_eb89_00203,val_eb89_00203,GOVeb800203,GOVZRXNY,0,1,0,0,1,4.57
2019-05-11,GOVGJD5L,GOVD3HIE,GOV40E8J,GOV2cebabb9a642,GOV7GQDD,GOVL8PUY,89246854,561470487,30307,val_eb89_00204,val_eb89_00204,GOVeb800204,GOV9DY8P,1,1,0,0,1,6.87
2025-07-21,GOVA6J9F,GOV7MC7N,GOV55RK2,GOV4e0c933ac786,GOVZU5D9,GOV4GB0N,47362,487662848,577871,val_eb89_00205,val_eb89_00205,GOVeb800205,GOVZSMXR,0,1,1,0,1,5.37
2019-10-15,GOV5QBDG,GOVWFX93,GOVIV1KI,GOVe2257f3324c1,GOV2S0HC,GOVBTWZ8,3594486,3482800,457761981,val_eb89_00206,val_eb89_00206,GOVeb800206,GOV4U1SP,0,0,0,0,1,18.75
2023-12-20,GOVV0J96,GOV3N0BO,GOV4LNWC,GOV7320f1c22e1e,GOVZTH5X,GOVL855A,37464,481072559,5235723,val_eb89_00207,val_eb89_00207,GOVeb800207,GOVCILVJ,0,1,1,0,1,51.64
2019-06-20,GOVI8IMQ,GOVCMO4J,GOVQBBRW,GOV72738e5a911f,GOVZGE3Y,GOV824KC,963027173,332203,1859208,val_eb89_00208,val_eb89_00208,GOVeb800208,GOVV5JE3,1,0,1,0,0,69.22
2025-02-14,GOVXKH3Y,GOVTXX64,GOV7YSQI,GOV0fd5045f230a,GOVH9U4P,GOVQ3L6L,555065152,52156,467477045,val_eb89_00209,val_eb89_00209,GOVeb800209,GOVRNT0H,0,0,1,0,1,81.35
2023-05-23,GOVPH9CC,GOVMSQ6T,GOVM61AC,GOV043a08dd9fd4,GOVKVOO5,GOV5YINU,733041,73018,4591897,val_eb89_00210,val_eb89_00210,GOVeb800210,GOV0CNQB,0,1,0,0,1,54.64
2023-09-05,GOVU034I,GOVL5PGP,GOV5UPYB,GOV9bfb1ac9d2c7,GOV7Z01S,GOV5IR30,667644121,7616612,48368,val_eb89_00211,val_eb89_00211,GOVeb800211,GOV7LBJJ,1,1,0,0,1,34.73
2025-11-20,GOVM9IGA,GOVCM8UU,GOV7ESLB,GOVaa5654a0e449,GOVSWRUB,GOVF6G59,44468402,7189226,468833,val_eb89_00212,val_eb89_00212,GOVeb800212,GOVYLAD6,1,0,1,0,0,38.8
2018-04-09,GOV0C3HI,GOV3VB7H,GOVX4SG7,GOV6e0ad6607bc7,GOV30BRA,GOVZU29E,1006976542,6478352,19216,val_eb89_00213,val_eb89_00213,GOVeb800213,GOVHLO1L,0,1,0,0,1,21.51
2021-02-16,GOVDZ1NS,GOVGA7ID,GOV4PNKL,GOV63ac6287f18c,GOVPDEIY,GOVY1GF7,4596402,509365531,60629,val_eb89_00214,val_eb89_00214,GOVeb800214,GOVQBRK0,0,1,0,1,0,26.53
2025-12-03,GOV2ALSB,GOV45T0L,GOV8T5M0,GOV714267338652,GOVZQGDH,GOVHS31Z,7095843,3459625,34939185,val_eb89_00215,val_eb89_00215,GOVeb800215,GOV56M8F,1,1,1,1,1,73.1
2022-01-18,GOVQ1F5K,GOVHG22Q,GOV40YIF,GOV346bb805bf73,GOV503C1,GOVVQK2C,406692,581536848,474715782,val_eb89_00216,val_eb89_00216,GOVeb800216,GOVZ2EVY,0,1,1,0,1,1.93
2026-01-26,GOVS4CJX,GOVB9GH7,GOVPEP77,GOVe2b41068721d,GOVZHKPO,GOVAPPC5,4837633,62965,243505083,val_eb89_00217,val_eb89_00217,GOVeb800217,GOVUPCZ2,0,1,0,1,0,61.26
2025-07-08,GOV0AMJS,GOVOEJFV,GOVEWD89,GOV6f0b4863ae37,GOVE1GGT,GOVUPOWX,58646754,32917455,688532610,val_eb89_00218,val_eb89_00218,GOVeb800218,GOVUYBAD,1,0,0,1,1,98.5
