edu_hiedpath_term_code,edu_hiedpath_institution_ipeds_id,edu_hiedpath_program_cip_code,edu_hiedpath_student_level,edu_hiedpath_entry_status,edu_hiedpath_credits_attempted,edu_hiedpath_credits_completed,edu_hiedpath_gpa_term,edu_hiedpath_retention_next_term_flag,edu_hiedpath_transfer_out_flag,edu_hiedpath_completion_award_type,edu_hiedpath_time_to_degree_months,edu_hiedpath_student_debt_at_completion,edu_hiedpath_pell_grant_recipient_flag,edu_hiedpath_first_generation_flag,edu_hiedpath_online_course_load_pct,edu_hiedpath_internship_participation_flag,edu_hiedpath_postgrad_employment_rate,edu_hiedpath_median_earnings_1yr,edu_hiedpath_median_earnings_5yr
2021FA,100183,34.7254,UNDERGRAD,FIRST_TIME,15,15,3.62,1,0,ASSOCIATE,37,54505,0,1,62.31,0,81.43,43415,96831
2025FA,100184,25.0527,UNDERGRAD,REENTRY,15,13,3.5,1,0,BACHELOR,15,74434,0,0,26.7,0,82.4,75485,112204
2025SU,100185,30.9335,GRAD,CONTINUING,18,16,3.88,1,1,NONE,66,72150,0,0,67.16,0,64.39,60661,90026
2015FA,100186,18.3195,UNDERGRAD,CONTINUING,6,5,3.8,1,0,NONE,82,58055,0,1,33.31,0,84.76,53564,56038
2013SP,100187,04.9543,UNDERGRAD,REENTRY,16,13,2.17,1,0,CERTIFICATE,65,79817,0,1,69.98,0,57.48,92480,118608
2022SU,100188,32.0677,UNDERGRAD,FIRST_TIME,3,3,2.92,1,0,NONE,42,77660,0,1,96.24,1,54.71,27447,51772
2025WI,100189,37.9614,UNDERGRAD,CONTINUING,5,4,3.67,0,0,MASTER,72,35182,0,1,39.33,0,65.59,47296,98640
2014SU,100190,24.5952,UNDERGRAD,FIRST_TIME,7,7,1.96,0,0,BACHELOR,84,81050,0,0,58.21,0,54.13,46752,87082
2017SU,100191,16.9450,UNDERGRAD,CONTINUING,3,3,2.67,0,0,CERTIFICATE,19,48965,1,0,98.38,0,61.3,59836,123618
2017FA,100192,11.3993,UNDERGRAD,TRANSFER_IN,3,3,2.13,1,0,BACHELOR,50,59738,0,0,66.67,1,84.9,89504,122241
2020WI,100193,22.4986,UNDERGRAD,CONTINUING,3,3,1.86,1,1,DOCTORAL,87,86492,1,0,9.14,0,81.36,75175,89096
2015SP,100194,09.8562,GRAD,CONTINUING,15,12,1.99,1,0,DOCTORAL,81,14368,0,0,14.41,0,48.29,25187,56649
2012SP,100195,24.4007,CERT,CONTINUING,7,7,3.52,1,0,NONE,54,32746,0,0,37.78,1,96.6,55509,60166
2012WI,100196,44.1804,UNDERGRAD,CONTINUING,5,4,3.89,1,0,ASSOCIATE,65,13409,0,0,3.99,0,72.74,47201,107143
2019SP,100197,20.8671,UNDERGRAD,TRANSFER_IN,9,8,1.55,1,0,CERTIFICATE,56,66703,1,1,51.95,1,93.5,19963,43217
2013SP,100198,45.6291,UNDERGRAD,TRANSFER_IN,6,5,1.92,1,0,MASTER,81,45407,1,1,12.27,0,64.82,68202,87616
2025FA,100199,03.3847,UNDERGRAD,REENTRY,6,5,1.77,1,0,BACHELOR,72,10502,1,0,75.06,0,61.41,73962,136279
2024SU,100200,54.7749,UNDERGRAD,CONTINUING,11,9,3.48,1,0,ASSOCIATE,74,18479,0,0,70.06,1,52.96,94536,129363
2014SU,100201,42.2241,UNDERGRAD,FIRST_TIME,16,15,1.89,1,0,BACHELOR,66,45311,1,0,92.33,0,87.95,77651,96067
2017SU,100202,01.9772,UNDERGRAD,FIRST_TIME,4,3,2.71,1,0,BACHELOR,35,72634,0,1,31.38,0,86.61,25357,82792
2016SU,100203,26.8705,UNDERGRAD,REENTRY,9,9,2.44,1,0,ASSOCIATE,32,53544,0,0,69.54,1,46.73,34155,69424
2022FA,100204,19.0269,UNDERGRAD,FIRST_TIME,6,5,3.71,0,0,MASTER,48,71103,0,1,5.94,1,75.03,27916,48374
2018WI,100205,05.8361,CERT,TRANSFER_IN,18,14,3.43,1,0,CERTIFICATE,34,29944,0,0,20.34,1,47.63,50375,83591
2016WI,100206,42.1655,UNDERGRAD,FIRST_TIME,5,4,1.96,1,0,NONE,67,74972,1,0,0.19,0,66.82,31982,46710
2016SU,100207,40.9277,CERT,FIRST_TIME,13,10,3.9,1,0,CERTIFICATE,76,58110,0,0,87.11,0,55.24,58531,107155
2018FA,100208,24.6468,UNDERGRAD,FIRST_TIME,5,4,2.66,0,0,MASTER,10,15772,0,0,73.69,0,77.17,62586,75516
2021WI,100209,45.7083,GRAD,CONTINUING,5,4,3.21,1,1,BACHELOR,60,74235,0,1,37.01,0,60.96,57204,91852
2022WI,100210,33.9623,UNDERGRAD,CONTINUING,6,6,2.35,1,1,BACHELOR,45,20452,1,0,25.81,1,89.46,83923,122899
2023FA,100211,18.3325,GRAD,TRANSFER_IN,16,13,3.47,1,0,BACHELOR,48,573,1,1,77.83,1,72.99,29497,76640
2014SP,100212,12.4091,UNDERGRAD,CONTINUING,8,6,3.93,0,0,NONE,56,43727,1,0,73.76,1,88.61,26793,45641
2019WI,100213,22.7523,CERT,FIRST_TIME,3,3,1.85,1,0,BACHELOR,37,77454,1,1,97.16,1,82.39,90496,133829
2015WI,100214,09.1533,GRAD,FIRST_TIME,3,3,3.16,1,0,BACHELOR,49,43342,0,0,71.4,0,48.69,88647,125018
2017FA,100215,23.1144,UNDERGRAD,TRANSFER_IN,9,7,2.59,1,0,MASTER,36,50899,1,0,0.89,0,63.2,94386,139340
2023FA,100216,47.4129,UNDERGRAD,FIRST_TIME,12,8,2.07,0,0,MASTER,79,3488,1,0,83.34,1,45.19,44857,93769
2023SP,100217,30.6735,GRAD,CONTINUING,15,13,1.8,1,0,BACHELOR,72,59031,0,0,71.91,0,87.95,34571,74705
2012SP,100218,24.9784,UNDERGRAD,TRANSFER_IN,17,15,3.81,1,0,DOCTORAL,43,31519,0,0,99.58,1,87.67,77955,102025
2017WI,100219,20.9467,CERT,TRANSFER_IN,18,15,3.7,1,1,BACHELOR,43,14930,0,1,93.61,1,88.88,84560,126030
2019SP,100220,54.5243,UNDERGRAD,TRANSFER_IN,5,4,2.7,0,0,BACHELOR,87,89445,1,0,60.4,0,90.02,18452,43326
2021FA,100221,28.6624,CERT,CONTINUING,18,13,2.24,1,0,BACHELOR,18,48003,1,0,50.2,0,63.89,45162,85723
2023FA,100222,19.0100,GRAD,FIRST_TIME,18,14,2.79,0,0,BACHELOR,95,3189,1,1,33.03,1,46.94,37351,66508
2012FA,100223,47.4389,UNDERGRAD,CONTINUING,7,6,3.39,0,0,BACHELOR,29,2206,0,0,22.84,0,68.45,60613,81641
2020SU,100224,31.6068,UNDERGRAD,TRANSFER_IN,8,8,3.92,1,0,CERTIFICATE,78,13141,1,0,13.75,0,85.28,18423,28133
2015SU,100225,44.3843,UNDERGRAD,TRANSFER_IN,13,10,2.4,1,0,BACHELOR,34,73877,1,0,17.7,0,65.34,62511,120840
2019WI,100226,23.0789,GRAD,TRANSFER_IN,18,14,3.33,1,1,BACHELOR,71,5995,0,0,24.26,0,69.2,61415,95937
2017WI,100227,25.0258,GRAD,FIRST_TIME,17,15,1.93,1,0,ASSOCIATE,90,39838,1,1,73.13,0,79.0,73504,92369
2025WI,100228,10.4402,GRAD,TRANSFER_IN,7,5,2.18,1,0,MASTER,59,60819,0,0,30.97,0,92.46,70019,91044
2024FA,100229,15.5374,UNDERGRAD,TRANSFER_IN,17,12,2.27,0,0,BACHELOR,25,33157,0,0,65.0,0,61.1,83324,124025
2017SP,100230,38.3665,GRAD,FIRST_TIME,4,3,3.98,1,0,MASTER,61,36324,0,1,5.22,1,97.59,36847,84456
2015SU,100231,02.3573,CERT,CONTINUING,16,14,3.54,0,0,ASSOCIATE,26,64602,0,1,66.73,1,76.22,84936,144726
2019SP,100232,46.2999,UNDERGRAD,TRANSFER_IN,4,3,3.15,1,0,BACHELOR,72,25723,0,0,90.59,0,48.66,91111,118376
2024FA,100233,20.8462,UNDERGRAD,FIRST_TIME,11,10,3.21,1,0,MASTER,13,7983,0,0,95.81,0,76.02,91587,103465
2019FA,100234,30.7374,UNDERGRAD,CONTINUING,16,12,2.62,0,1,CERTIFICATE,73,10213,1,1,36.06,0,92.32,73024,113678
2023SU,100235,37.5438,UNDERGRAD,FIRST_TIME,11,10,2.63,1,0,NONE,59,24674,0,0,58.64,0,87.01,38669,55485
2020WI,100236,34.3339,CERT,FIRST_TIME,4,4,1.87,1,0,BACHELOR,17,55763,1,0,95.3,1,81.31,20614,24787
2017FA,100237,47.6765,UNDERGRAD,REENTRY,8,7,3.3,1,0,NONE,83,1069,1,0,1.96,0,88.31,22518,32709
2022FA,100238,39.9456,GRAD,FIRST_TIME,9,8,3.26,1,0,MASTER,8,46543,1,0,69.99,1,84.08,93712,121134
2025SP,100239,39.5132,UNDERGRAD,CONTINUING,8,6,3.21,1,1,MASTER,62,191,0,1,35.22,0,49.22,43682,79338
2023WI,100240,45.7636,UNDERGRAD,FIRST_TIME,14,12,1.65,0,0,BACHELOR,94,63438,0,1,56.93,0,60.62,65826,128658
2016WI,100241,42.0363,UNDERGRAD,TRANSFER_IN,17,15,2.6,0,0,BACHELOR,11,22820,0,0,90.27,0,79.85,27796,80779
2013FA,100242,41.7083,GRAD,CONTINUING,3,3,3.22,0,1,BACHELOR,64,78308,0,1,22.31,1,73.73,85241,89229
2015WI,100243,21.7994,GRAD,FIRST_TIME,17,15,3.01,1,1,MASTER,85,51703,1,1,54.44,1,96.4,30644,86580
2023SU,100244,28.7678,UNDERGRAD,REENTRY,16,12,3.77,1,0,BACHELOR,8,15778,1,0,80.35,0,76.72,36008,60292
2021WI,100245,08.0176,UNDERGRAD,REENTRY,13,12,3.7,1,1,BACHELOR,59,79144,0,0,64.33,1,52.23,77419,111619
2021SP,100246,15.6533,UNDERGRAD,CONTINUING,18,15,1.57,0,0,ASSOCIATE,24,41126,1,0,79.86,0,75.67,48185,103122
2023WI,100247,10.7273,UNDERGRAD,TRANSFER_IN,16,16,3.38,1,0,MASTER,48,40947,0,1,78.64,0,96.67,42443,67246
2023WI,100248,32.4604,UNDERGRAD,REENTRY,11,11,3.56,1,0,MASTER,85,13100,0,0,44.56,0,65.96,19906,55770
2020WI,100249,43.8186,UNDERGRAD,REENTRY,15,15,2.21,1,0,ASSOCIATE,31,49743,1,0,75.91,1,79.87,23540,87517
2017FA,100250,36.4748,UNDERGRAD,REENTRY,13,12,1.89,1,0,BACHELOR,42,10598,0,0,80.55,1,51.14,92453,110575
2025WI,100251,45.1941,UNDERGRAD,REENTRY,16,11,1.53,1,0,DOCTORAL,67,54083,0,0,94.01,1,97.5,27299,59037
2023SP,100252,29.6983,UNDERGRAD,TRANSFER_IN,3,3,1.65,1,0,BACHELOR,60,19250,1,0,81.6,1,97.52,46806,101756
2018WI,100253,52.2799,UNDERGRAD,TRANSFER_IN,4,3,3.35,0,0,BACHELOR,55,79502,1,0,31.28,1,62.09,87900,101380
2023FA,100254,52.9984,GRAD,FIRST_TIME,12,10,2.61,1,0,BACHELOR,19,41393,0,0,43.84,0,72.35,76508,94468
2023SU,100255,18.9131,UNDERGRAD,TRANSFER_IN,10,8,1.73,1,0,MASTER,49,51422,1,0,78.37,1,79.0,59567,97998
2015WI,100256,54.5575,UNDERGRAD,CONTINUING,10,8,1.53,1,0,MASTER,66,16118,0,0,36.98,0,87.15,74284,138130
2024SP,100257,03.6861,UNDERGRAD,REENTRY,9,8,2.08,1,0,BACHELOR,57,65391,0,0,8.9,1,87.58,56519,89975
2012WI,100258,31.2539,UNDERGRAD,CONTINUING,6,6,3.05,1,0,BACHELOR,86,82376,0,0,17.78,1,71.47,58971,98474
2024WI,100259,21.6723,UNDERGRAD,CONTINUING,7,6,3.65,1,0,CERTIFICATE,84,66739,1,1,79.92,0,93.49,22426,48115
2014FA,100260,28.4062,UNDERGRAD,FIRST_TIME,17,16,3.73,1,0,NONE,67,13272,1,1,39.5,0,73.16,62787,69642
2014FA,100261,03.5989,UNDERGRAD,CONTINUING,7,5,2.4,1,0,BACHELOR,10,74715,0,0,67.85,1,59.78,18647,74736
2013FA,100262,20.0070,UNDERGRAD,CONTINUING,16,14,3.51,1,0,BACHELOR,37,34327,1,1,24.04,0,81.01,19816,64366
2025SU,100263,13.5161,GRAD,FIRST_TIME,13,10,3.66,1,0,CERTIFICATE,57,9578,0,0,5.81,0,58.85,63128,81662
2019WI,100264,24.5587,GRAD,CONTINUING,5,4,1.59,0,0,CERTIFICATE,85,77307,1,1,60.8,1,45.83,40871,80001
2024SP,100265,29.3977,UNDERGRAD,FIRST_TIME,7,6,3.23,1,1,MASTER,68,82748,0,0,87.29,0,83.6,56530,74555
2025WI,100266,42.4613,UNDERGRAD,FIRST_TIME,9,7,3.98,1,0,ASSOCIATE,17,76685,0,1,13.47,0,48.63,90814,127405
2024SU,100267,43.6529,CERT,TRANSFER_IN,9,9,1.75,1,0,MASTER,79,12969,1,0,96.23,0,66.45,79634,124527
2015SP,100268,28.0334,UNDERGRAD,TRANSFER_IN,14,10,2.57,1,0,BACHELOR,92,24749,1,0,75.5,1,53.78,72647,90159
2016WI,100269,10.8286,UNDERGRAD,TRANSFER_IN,13,12,3.99,0,1,BACHELOR,79,46150,1,0,46.46,1,82.44,68126,79715
2021SP,100270,05.3406,UNDERGRAD,CONTINUING,18,16,1.64,1,0,MASTER,41,67394,1,0,55.16,0,58.65,43135,92021
2020SP,100271,33.7004,UNDERGRAD,TRANSFER_IN,6,5,3.65,1,0,ASSOCIATE,21,19046,0,0,7.94,0,69.65,43974,89495
2023SP,100272,24.9481,UNDERGRAD,CONTINUING,10,7,2.93,1,1,MASTER,62,52241,1,0,43.73,0,73.79,91857,96320
2020FA,100273,52.6584,UNDERGRAD,TRANSFER_IN,4,3,1.54,0,1,NONE,54,53706,0,0,96.85,1,66.2,27931,79654
2018WI,100274,41.3208,UNDERGRAD,CONTINUING,12,11,1.88,1,0,ASSOCIATE,10,13103,0,0,57.98,1,94.67,26300,79924
2024FA,100275,11.8207,UNDERGRAD,REENTRY,7,6,2.29,0,0,BACHELOR,35,15233,0,0,20.1,0,76.42,25013,84884
2018SP,100276,40.5490,UNDERGRAD,FIRST_TIME,14,12,3.26,1,0,NONE,85,63882,0,0,7.59,0,47.59,62298,103172
2013FA,100277,46.2630,UNDERGRAD,TRANSFER_IN,16,12,3.08,0,0,CERTIFICATE,94,12323,1,0,96.49,0,60.1,24432,77219
2012SP,100278,35.7821,GRAD,CONTINUING,11,9,2.46,1,1,BACHELOR,50,85339,1,1,37.27,1,75.65,19221,49936
2021SP,100279,40.5506,UNDERGRAD,CONTINUING,4,4,3.27,1,0,CERTIFICATE,50,81395,1,1,5.35,0,86.64,68032,109010
2016WI,100280,20.3129,GRAD,FIRST_TIME,10,9,3.37,1,0,MASTER,93,66517,1,0,36.0,1,70.92,91894,95283
2016FA,100281,30.6273,GRAD,FIRST_TIME,15,14,3.67,0,0,BACHELOR,63,79863,0,0,28.31,0,46.9,65746,79536
2023SP,100282,43.4138,UNDERGRAD,TRANSFER_IN,18,14,1.93,1,0,ASSOCIATE,83,22828,1,1,9.74,1,96.32,41268,48168
2016WI,100283,19.7723,GRAD,CONTINUING,10,9,2.89,1,1,NONE,6,63268,1,0,22.28,1,51.76,43604,69842
2019FA,100284,41.5156,UNDERGRAD,TRANSFER_IN,14,12,2.4,1,0,BACHELOR,6,48504,0,0,80.07,0,72.62,91769,119042
2017FA,100285,47.3539,CERT,FIRST_TIME,12,11,2.29,1,0,BACHELOR,34,34462,1,1,32.51,1,69.91,27688,80700
2012FA,100286,04.1198,CERT,FIRST_TIME,18,17,3.58,0,0,DOCTORAL,24,25292,0,1,93.69,0,71.26,66805,122837
2025WI,100287,50.9573,UNDERGRAD,FIRST_TIME,8,7,3.93,0,1,MASTER,42,53580,1,1,25.49,1,94.95,80830,118865
2016WI,100288,44.7045,UNDERGRAD,FIRST_TIME,3,2,3.93,1,0,BACHELOR,39,1708,0,0,9.93,1,61.7,36403,96284
2022FA,100289,08.2577,UNDERGRAD,FIRST_TIME,16,13,1.73,1,0,BACHELOR,28,86742,0,0,84.31,1,96.78,82029,106799
2019FA,100290,23.3329,UNDERGRAD,REENTRY,11,9,3.09,1,0,ASSOCIATE,18,63916,0,1,7.8,0,87.44,50457,89782
2019WI,100291,38.6434,CERT,CONTINUING,6,6,2.94,1,0,CERTIFICATE,58,68098,0,0,54.77,0,86.85,75579,81686
2018SP,100292,13.3648,GRAD,CONTINUING,11,11,2.99,1,0,DOCTORAL,70,14537,1,1,9.32,0,94.03,93000,148229
2020WI,100293,13.8863,UNDERGRAD,TRANSFER_IN,8,7,2.88,1,1,ASSOCIATE,82,26850,1,1,45.58,1,65.56,57765,79306
2014WI,100294,19.8476,UNDERGRAD,FIRST_TIME,14,10,3.77,1,0,NONE,49,85307,0,1,91.79,1,55.37,43867,59127
2018WI,100295,23.1264,UNDERGRAD,CONTINUING,4,3,3.8,1,0,CERTIFICATE,79,16287,0,0,39.93,1,94.78,18492,62434
2021SU,100296,15.9453,UNDERGRAD,TRANSFER_IN,15,12,2.13,0,0,MASTER,95,59613,1,1,54.21,0,75.25,26652,68235
2020FA,100297,14.8742,GRAD,TRANSFER_IN,17,15,1.56,1,0,CERTIFICATE,78,56478,1,0,68.14,0,77.45,36677,89192
2013WI,100298,25.4059,GRAD,REENTRY,8,7,3.63,0,0,NONE,55,51134,0,1,8.87,0,72.62,49189,61233
2024WI,100299,12.3006,UNDERGRAD,CONTINUING,7,5,2.07,1,0,BACHELOR,25,39657,1,0,7.94,0,65.4,93932,122590
2013SP,100300,41.2925,UNDERGRAD,CONTINUING,13,13,2.01,0,0,CERTIFICATE,46,46501,1,0,68.6,0,45.69,29810,72724
2013WI,100301,54.5463,UNDERGRAD,TRANSFER_IN,18,18,2.46,1,1,NONE,93,38717,0,0,81.12,1,89.51,59537,122456
2024FA,100302,06.9100,UNDERGRAD,CONTINUING,9,6,2.37,1,1,CERTIFICATE,93,14873,0,0,42.71,0,71.31,42846,49651
2021WI,100303,47.8342,GRAD,FIRST_TIME,18,15,1.6,1,0,BACHELOR,15,51884,0,1,86.05,0,56.75,89056,119252
2019SU,100304,30.0206,UNDERGRAD,REENTRY,16,15,2.43,0,1,MASTER,48,85570,0,0,84.01,0,95.33,38811,62808
2014SU,100305,08.8399,UNDERGRAD,CONTINUING,8,8,3.99,1,0,ASSOCIATE,42,18553,0,0,98.91,0,89.04,59017,118854
2025WI,100306,37.7891,UNDERGRAD,TRANSFER_IN,18,15,2.4,0,0,BACHELOR,55,24484,0,1,96.23,0,66.79,75209,81246
2015SU,100307,13.3559,CERT,FIRST_TIME,4,3,1.84,1,0,MASTER,95,25400,1,1,54.86,0,47.19,19086,26804
2022SP,100308,19.1033,UNDERGRAD,CONTINUING,15,14,3.88,1,0,ASSOCIATE,17,28184,0,1,76.01,1,65.86,74209,99005
2016SP,100309,54.6931,GRAD,TRANSFER_IN,15,14,2.72,1,0,BACHELOR,55,72786,1,0,1.61,0,71.73,86658,90742
2023SU,100310,50.0497,UNDERGRAD,CONTINUING,11,8,1.81,1,0,DOCTORAL,57,49493,0,1,65.45,1,60.99,45783,61368
2017SP,100311,11.4768,GRAD,CONTINUING,14,10,2.86,1,0,MASTER,45,6426,1,0,81.29,0,97.76,92282,111782
2015FA,100312,12.5043,UNDERGRAD,FIRST_TIME,9,7,3.93,1,0,BACHELOR,87,78387,1,1,72.75,1,64.23,79116,143433
2016SP,100313,42.0102,UNDERGRAD,CONTINUING,16,16,3.03,1,1,MASTER,59,36453,1,1,82.27,1,71.01,40495,96459
2019FA,100314,54.0759,GRAD,REENTRY,15,14,1.52,1,1,CERTIFICATE,85,40390,1,0,78.7,0,76.13,86626,127143
2024FA,100315,17.0291,GRAD,TRANSFER_IN,14,10,3.77,1,0,DOCTORAL,13,50327,0,0,55.43,0,60.17,91102,141229
2013WI,100316,02.0134,UNDERGRAD,CONTINUING,11,10,3.65,1,0,BACHELOR,69,2182,0,0,50.89,0,95.19,42972,52193
2018WI,100317,37.1371,UNDERGRAD,FIRST_TIME,3,3,2.07,0,0,BACHELOR,88,80093,0,0,78.7,0,52.36,48214,100006
2014SP,100318,15.9403,UNDERGRAD,CONTINUING,13,12,2.19,1,1,BACHELOR,36,2999,1,0,13.64,1,55.77,61004,69126
2017FA,100319,54.5805,UNDERGRAD,FIRST_TIME,17,16,3.08,1,1,ASSOCIATE,36,5156,1,1,68.09,0,91.54,18437,55845
2012SU,100320,18.0701,UNDERGRAD,FIRST_TIME,5,4,1.51,1,0,BACHELOR,74,2876,0,0,41.14,0,75.79,87285,116721
2015WI,100321,39.5875,UNDERGRAD,REENTRY,15,13,3.42,0,1,DOCTORAL,64,71758,1,0,15.86,1,54.26,66975,97180
2018FA,100322,39.4494,UNDERGRAD,CONTINUING,14,14,3.22,1,0,ASSOCIATE,44,2590,0,0,23.5,0,95.7,33177,36967
2025SP,100323,24.1696,UNDERGRAD,CONTINUING,10,8,3.65,1,1,BACHELOR,42,36708,1,1,91.82,1,72.89,61703,86340
2024SP,100324,46.6434,UNDERGRAD,CONTINUING,13,10,1.93,0,0,CERTIFICATE,60,41613,0,1,70.22,0,51.04,60101,116634
2025FA,100325,47.4834,UNDERGRAD,CONTINUING,15,12,2.59,1,1,BACHELOR,14,10058,0,1,11.98,1,49.09,54730,84995
2022WI,100326,28.2706,UNDERGRAD,FIRST_TIME,9,8,2.89,1,0,CERTIFICATE,80,24691,0,0,9.54,1,85.77,62585,120665
2013SP,100327,14.9945,GRAD,CONTINUING,10,10,3.28,1,0,BACHELOR,80,8670,0,1,77.55,1,68.95,27152,87564
2023FA,100328,10.7973,UNDERGRAD,FIRST_TIME,11,10,3.77,1,0,MASTER,81,24466,0,0,3.96,0,91.33,20912,60569
2022WI,100329,43.0754,GRAD,TRANSFER_IN,9,8,3.37,1,0,MASTER,66,5009,0,0,29.56,1,81.23,78744,98177
2025SP,100330,06.8643,UNDERGRAD,FIRST_TIME,8,6,1.78,1,0,BACHELOR,49,7564,0,1,78.55,1,45.88,91586,119723
2021FA,100331,19.7753,UNDERGRAD,REENTRY,16,12,2.57,1,0,BACHELOR,85,58765,0,0,81.54,1,76.86,94595,132460
2022FA,100332,40.5109,UNDERGRAD,TRANSFER_IN,18,17,2.51,1,0,ASSOCIATE,83,45000,0,1,24.48,0,83.17,36684,100163
2023SP,100333,20.5526,UNDERGRAD,CONTINUING,14,11,1.54,1,0,NONE,86,77743,1,1,5.47,0,62.01,70293,77035
2017FA,100334,19.4221,UNDERGRAD,CONTINUING,7,6,3.41,0,0,MASTER,57,41519,0,0,78.88,1,50.99,66402,81340
2015SU,100335,29.2966,CERT,CONTINUING,17,15,3.25,1,0,BACHELOR,70,61562,0,1,8.52,0,85.78,24484,27695
2021FA,100336,36.4314,UNDERGRAD,CONTINUING,16,14,2.12,0,0,MASTER,66,89597,0,1,73.85,0,77.41,65494,72714
2018SU,100337,04.0084,UNDERGRAD,FIRST_TIME,8,6,3.45,0,0,MASTER,21,39614,0,0,83.68,1,52.05,79347,111753
2020SP,100338,32.7642,UNDERGRAD,CONTINUING,11,9,3.24,1,0,CERTIFICATE,85,14485,0,0,42.62,0,76.37,49728,71045
2018SP,100339,07.3472,UNDERGRAD,REENTRY,18,16,2.9,1,0,BACHELOR,57,61199,0,0,22.96,0,75.63,28763,31343
2016SU,100340,25.3437,GRAD,CONTINUING,8,6,2.47,1,1,NONE,36,874,0,0,34.51,0,58.43,32885,80854
2014SP,100341,45.6075,UNDERGRAD,FIRST_TIME,11,8,2.16,0,1,BACHELOR,56,70515,1,0,99.02,0,46.51,63184,82594
2023SU,100342,51.2979,UNDERGRAD,CONTINUING,6,6,2.93,1,1,ASSOCIATE,58,5686,0,0,36.09,1,76.2,31969,68379
2017SU,100343,12.5264,UNDERGRAD,TRANSFER_IN,10,8,3.54,1,0,BACHELOR,93,37084,1,0,50.58,0,73.55,67553,76288
2012FA,100344,18.5397,UNDERGRAD,FIRST_TIME,4,3,3.5,1,0,BACHELOR,70,27374,0,1,63.63,0,67.58,54743,109866
2023SU,100345,52.9926,UNDERGRAD,FIRST_TIME,13,13,2.15,0,0,BACHELOR,86,48698,1,0,77.1,1,95.81,73554,114170
2018SP,100346,04.7490,UNDERGRAD,TRANSFER_IN,11,11,2.71,1,1,BACHELOR,88,21000,0,0,85.03,0,46.33,55807,82695
2021SP,100347,35.1640,CERT,TRANSFER_IN,7,5,3.61,1,0,NONE,22,35251,0,0,37.65,1,97.72,21885,70085
2015WI,100348,54.8354,UNDERGRAD,FIRST_TIME,15,11,3.77,1,1,DOCTORAL,46,75849,0,0,78.02,1,82.3,83409,140308
2014SU,100349,41.4994,UNDERGRAD,TRANSFER_IN,9,7,3.19,1,0,NONE,33,85035,1,0,29.85,1,85.0,73647,106396
2019WI,100350,04.1173,UNDERGRAD,CONTINUING,18,15,2.14,1,0,BACHELOR,96,51205,0,1,48.33,1,59.19,88141,108663
2013WI,100351,36.6903,UNDERGRAD,FIRST_TIME,13,11,3.64,1,0,ASSOCIATE,92,69472,0,1,23.05,0,52.2,41674,99580
2013FA,100352,39.6265,UNDERGRAD,FIRST_TIME,9,7,2.49,1,0,NONE,17,17367,0,0,90.5,0,50.87,93408,105747
2024WI,100353,45.0874,UNDERGRAD,FIRST_TIME,7,7,3.25,1,0,MASTER,72,303,1,0,99.59,0,84.27,59680,70857
2020SU,100354,23.7357,GRAD,CONTINUING,11,9,2.46,1,0,DOCTORAL,25,30982,1,0,64.34,1,47.51,33174,84469
2017SU,100355,37.3053,UNDERGRAD,TRANSFER_IN,18,17,2.46,1,0,BACHELOR,11,51547,1,0,90.31,0,94.43,33033,96827
2013WI,100356,31.6976,UNDERGRAD,FIRST_TIME,11,10,3.38,1,0,CERTIFICATE,39,18489,0,1,55.91,1,95.43,67009,130814
2021WI,100357,27.2290,UNDERGRAD,FIRST_TIME,11,8,2.84,1,0,ASSOCIATE,75,67946,0,0,88.01,1,90.94,94014,142010
2017SU,100358,37.6111,CERT,CONTINUING,6,6,3.86,0,0,MASTER,21,32982,0,1,61.4,1,86.83,57276,73233
2016SU,100359,14.4776,UNDERGRAD,FIRST_TIME,3,3,3.83,1,0,MASTER,44,67353,0,1,82.17,1,47.49,93352,142424
2024WI,100360,24.9839,CERT,CONTINUING,18,17,3.02,1,0,CERTIFICATE,9,56671,1,0,94.28,0,79.42,82306,114405
2019WI,100361,38.9890,UNDERGRAD,CONTINUING,3,2,3.34,1,0,MASTER,11,50650,1,1,21.85,0,96.87,64295,95299
2016FA,100362,21.8658,GRAD,FIRST_TIME,13,13,2.71,0,0,NONE,42,78886,1,0,92.9,0,46.85,76674,101737
2012WI,100363,20.5858,UNDERGRAD,FIRST_TIME,14,12,3.7,1,1,BACHELOR,72,78067,1,1,11.62,0,57.02,27814,77761
2017FA,100364,04.0110,UNDERGRAD,FIRST_TIME,10,7,3.37,1,0,BACHELOR,14,43877,1,1,52.59,0,94.75,27826,43984
2012SU,100365,52.4143,CERT,REENTRY,15,12,2.0,1,0,MASTER,10,64645,0,0,31.06,1,81.64,49726,93126
2023SP,100366,34.4365,UNDERGRAD,FIRST_TIME,9,8,3.04,0,0,DOCTORAL,36,2355,1,1,48.93,0,46.03,94210,143991
2015FA,100367,35.1240,UNDERGRAD,FIRST_TIME,6,5,2.6,1,0,BACHELOR,90,40551,0,1,50.13,0,90.28,42664,45622
2024FA,100368,29.5662,UNDERGRAD,TRANSFER_IN,8,7,3.94,1,0,ASSOCIATE,27,81195,1,0,93.47,1,65.02,52089,105688
2021FA,100369,14.2275,GRAD,TRANSFER_IN,6,5,3.11,1,0,BACHELOR,73,9927,0,0,2.46,1,70.15,73245,97028
