edu_hiedpath_term_code,edu_hiedpath_institution_aishe_id,edu_hiedpath_program_cip_code,edu_hiedpath_student_level,edu_hiedpath_entry_status,edu_hiedpath_credits_attempted,edu_hiedpath_credits_completed,edu_hiedpath_gpa_term,edu_hiedpath_retention_next_term_flag,edu_hiedpath_transfer_out_flag,edu_hiedpath_completion_award_type,edu_hiedpath_time_to_degree_months,edu_hiedpath_student_debt_at_completion,edu_hiedpath_pell_grant_recipient_flag,edu_hiedpath_first_generation_flag,edu_hiedpath_online_course_load_pct,edu_hiedpath_internship_participation_flag,edu_hiedpath_postgrad_employment_rate,edu_hiedpath_median_earnings_1yr,edu_hiedpath_median_earnings_5yr
2020-TRI2,AISHE997440,CIP7539,PG,TransferIn,6,0,7.17,Y,N,Certificate,84,1466586.58,N,N,2.86,Y,17.62,1800164.02,1411982.52
2020-SEM1,AISHE124447,CIP8045,Diploma,Continuing,16,9,6.19,Y,Y,Diploma,15,1229921.86,Y,N,99.76,Y,59.84,1251198.72,2414444.42
2025-TRI2,AISHE137559,CIP9828,UG,TransferIn,29,25,4.15,Y,N,Diploma,28,591717.29,N,N,30.03,N,43.4,105181.25,3806538.42
2019-SEM2,AISHE203851,CIP4247,PhD,TransferIn,22,17,6.91,N,Y,Certificate,24,2228400.75,N,N,29.52,N,86.28,1376083.31,2860728.78
2020-TRI2,AISHE903977,CIP3691,Certificate,ReEntry,15,14,6.23,Y,Y,PG_Diploma,92,2178274.53,Y,N,68.04,N,16.29,996079.42,3577853.19
2023-SEM1,AISHE997356,CIP9901,Certificate,TransferIn,17,12,6.23,N,N,PG_Diploma,35,634749.5,N,N,2.76,N,72.14,1494952.11,2780211.43
2019-SEM1,AISHE487406,CIP1655,Diploma,Continuing,32,29,9.16,N,Y,Degree,82,1008392.4,Y,Y,79.29,N,32.8,365355.74,3712156.61
2020-SEM2,AISHE796980,CIP7030,Diploma,FirstTime,17,7,8.19,Y,Y,Certificate,10,2004788.47,N,Y,32.2,Y,86.93,352003.09,1615958.38
2020-TRI3,AISHE574715,CIP8905,Diploma,Continuing,12,11,5.87,N,Y,Certificate,89,2004124.92,Y,N,98.64,Y,29.53,1186863.21,1668862.93
2023-SEM1,AISHE943616,CIP9913,Certificate,Continuing,20,11,6.13,N,Y,PhD,48,728418.66,N,N,69.6,Y,93.83,822237.03,3348109.78
2016-TRI3,AISHE107627,CIP5247,Diploma,FirstTime,27,17,5.6,N,N,PG_Diploma,12,2231400.78,Y,Y,73.66,Y,29.08,586249.84,4329435.79
2022-TRI3,AISHE978461,CIP4911,PG,Continuing,10,1,6.38,Y,Y,PG_Diploma,81,2015930.05,N,N,19.26,Y,15.29,831977.7,4689339.57
2019-TRI3,AISHE900080,CIP6635,PG,ReEntry,14,12,9.72,N,Y,PG_Diploma,20,2018746.25,Y,Y,89.13,N,46.93,1441592.83,2781839.95
2022-TRI3,AISHE216177,CIP9986,PG,FirstTime,19,9,7.77,N,N,Certificate,50,489380.54,Y,N,59.65,Y,34.14,599124.01,2184561.66
2018-TRI1,AISHE207210,CIP2942,PhD,ReEntry,23,21,6.12,Y,N,Degree,12,2353567.43,N,N,44.73,N,75.29,777376.93,144401.4
2017-SEM2,AISHE276508,CIP1072,Diploma,TransferIn,22,21,5.81,Y,Y,PG_Diploma,63,502669.43,Y,N,3.57,Y,59.99,2031813.42,3355180.4
2020-SEM2,AISHE788534,CIP2715,PhD,ReEntry,9,5,6.6,N,Y,PG_Diploma,81,122439.61,N,N,43.05,N,43.87,383487.76,4352643.89
2016-TRI3,AISHE418884,CIP4694,Diploma,TransferIn,7,2,8.61,Y,Y,PG_Diploma,69,1158737.52,Y,Y,44.06,Y,10.89,1080877.37,4963288.95
2023-SEM1,AISHE265295,CIP3466,PG,TransferIn,8,0,8.45,Y,Y,PhD,87,801722.76,N,N,17.53,N,37.57,925164.46,2898992.28
2019-SEM2,AISHE961646,CIP4421,Diploma,TransferIn,7,4,9.42,N,Y,PG_Diploma,73,455858.43,N,N,37.86,N,15.76,1229469.25,2692314.4
2021-TRI1,AISHE595684,CIP8785,Diploma,FirstTime,35,30,4.88,N,N,Certificate,35,1453886.61,N,Y,32.67,Y,59.86,157481.34,4330575.65
2017-SEM1,AISHE536094,CIP2189,PhD,TransferIn,34,25,9.08,N,Y,Degree,41,1074350.88,Y,N,59.17,N,33.05,911954.27,4044678.5
2019-TRI2,AISHE261428,CIP6059,Diploma,Continuing,12,10,7.87,Y,Y,Diploma,9,1744166.59,N,N,80.86,Y,62.0,2094624.15,3253075.25
2021-TRI3,AISHE809059,CIP7306,Diploma,ReEntry,32,23,9.36,Y,N,Degree,30,1281815.79,Y,N,32.16,Y,10.4,1097273.56,4247678.07
2023-SEM2,AISHE855565,CIP6019,Diploma,FirstTime,30,20,7.58,Y,N,Diploma,53,1128945.74,Y,N,33.34,N,27.19,1952359.73,218664.76
2019-SEM2,AISHE591993,CIP8399,PhD,ReEntry,24,19,6.58,Y,N,PG_Diploma,53,890968.67,N,Y,58.5,Y,31.04,1920105.21,4770049.95
2024-SEM2,AISHE471439,CIP2518,PG,TransferIn,34,26,7.39,Y,Y,Degree,78,278363.8,N,N,79.66,Y,24.57,1377177.88,1255634.48
2023-TRI2,AISHE240404,CIP8666,Certificate,FirstTime,10,10,4.72,N,N,PG_Diploma,66,1835001.63,Y,Y,13.48,Y,42.24,229671.36,3864066.69
2018-TRI1,AISHE892635,CIP6318,PG,FirstTime,15,9,8.88,N,N,Degree,91,2109802.92,Y,Y,93.02,Y,28.48,888814.52,3573630.6
2016-SEM1,AISHE717437,CIP7071,Diploma,FirstTime,13,9,9.96,N,N,PhD,67,2430034.64,Y,N,59.16,Y,41.66,1399840.76,1659334.0
2025-TRI1,AISHE430136,CIP6760,PG,ReEntry,11,3,9.38,N,N,PG_Diploma,81,2394576.87,Y,N,72.78,N,15.84,979057.72,794184.77
2024-SEM1,AISHE121114,CIP4851,Diploma,ReEntry,16,13,9.23,N,Y,PhD,7,2299848.83,Y,N,60.38,N,57.96,453741.51,2379638.67
2016-SEM1,AISHE317028,CIP8183,UG,ReEntry,26,23,4.48,Y,Y,PhD,63,1919724.5,Y,N,28.44,N,37.46,283557.66,2514823.91
2017-TRI1,AISHE602350,CIP9631,Certificate,Continuing,8,4,6.4,N,Y,PhD,76,734606.13,Y,N,55.52,N,40.27,351529.11,2575841.18
2023-TRI2,AISHE576367,CIP5659,UG,TransferIn,35,30,4.79,Y,Y,PhD,56,2380983.04,N,N,83.06,Y,97.96,825360.69,1849237.01
2018-SEM2,AISHE999631,CIP6121,Certificate,Continuing,18,7,5.95,Y,Y,Diploma,77,513367.29,Y,N,78.45,Y,76.5,1733058.52,4040406.61
2017-TRI2,AISHE783415,CIP4770,Diploma,TransferIn,23,14,6.19,N,Y,Certificate,84,537625.28,Y,N,88.32,Y,69.76,1933293.59,4806700.87
2023-SEM2,AISHE995649,CIP3610,UG,Continuing,35,26,6.9,N,N,Degree,69,2326734.2,N,N,35.22,Y,81.89,1781804.1,5085933.08
2019-SEM1,AISHE960571,CIP6566,PG,ReEntry,8,2,6.91,Y,Y,PG_Diploma,18,1030108.26,N,Y,60.95,Y,49.06,1209759.53,4129448.7
2025-SEM2,AISHE319719,CIP8573,PG,ReEntry,25,25,4.62,Y,Y,Degree,20,2005972.56,Y,N,33.12,N,66.6,1827376.39,481412.22
2020-TRI2,AISHE605562,CIP5949,PhD,ReEntry,35,33,9.99,Y,Y,Diploma,55,1877894.31,N,N,50.54,Y,18.53,1883612.16,4741614.92
2025-SEM2,AISHE166092,CIP3273,Certificate,FirstTime,8,5,9.15,N,Y,Diploma,33,19176.78,Y,N,35.95,N,87.75,277626.0,1545188.59
2024-SEM2,AISHE652287,CIP4709,PG,ReEntry,9,0,8.89,Y,Y,Certificate,91,1564460.81,N,N,6.07,N,88.17,234155.32,3751398.53
2016-TRI1,AISHE487239,CIP1994,Certificate,FirstTime,35,29,9.21,N,Y,Diploma,18,317704.08,Y,Y,17.99,N,32.83,1447775.57,2351368.75
2017-SEM1,AISHE260491,CIP7110,PhD,Continuing,26,17,4.37,Y,Y,Diploma,87,419325.73,N,Y,49.36,Y,58.13,933915.48,4486543.31
2022-TRI2,AISHE612366,CIP2096,Diploma,FirstTime,32,22,4.33,N,Y,Diploma,94,2040536.26,Y,N,61.4,Y,64.96,892206.41,1398418.57
2016-SEM2,AISHE162071,CIP2604,Diploma,TransferIn,22,15,8.56,N,Y,Certificate,74,1393067.3,N,Y,34.05,Y,82.98,1916906.58,4024379.45
2024-TRI1,AISHE317300,CIP5250,Diploma,FirstTime,25,15,9.93,Y,N,PhD,63,1573449.7,N,N,66.08,Y,93.61,190238.18,589653.78
2019-SEM1,AISHE167797,CIP8715,Diploma,FirstTime,24,21,7.74,N,Y,PG_Diploma,14,232784.43,N,Y,73.85,N,60.46,1588739.7,2735622.28
2021-TRI1,AISHE623363,CIP1376,UG,ReEntry,19,14,7.12,N,Y,PG_Diploma,59,897629.46,N,N,33.66,Y,30.97,1891009.84,1682285.09
2017-SEM2,AISHE307247,CIP8547,PG,FirstTime,17,16,6.92,N,Y,PhD,12,6444.33,Y,Y,94.07,Y,32.5,1337556.54,1873376.61
2024-TRI3,AISHE376655,CIP8479,UG,FirstTime,15,6,7.66,N,Y,Diploma,93,1332887.26,Y,Y,16.6,Y,20.85,746444.69,4981169.97
2023-SEM2,AISHE373786,CIP6296,UG,FirstTime,19,17,6.52,N,N,PG_Diploma,14,436829.31,N,Y,54.6,N,83.16,1103898.85,1843838.82
2020-TRI3,AISHE100630,CIP3056,Certificate,ReEntry,8,7,4.47,N,Y,Certificate,91,1172891.79,N,N,45.02,Y,11.33,1798436.49,4756733.93
2022-TRI3,AISHE577826,CIP1539,UG,Continuing,18,10,6.2,Y,Y,PG_Diploma,50,1690213.72,Y,Y,86.9,N,71.01,1445088.45,3604283.14
2024-SEM1,AISHE639336,CIP9343,UG,FirstTime,25,24,8.12,Y,N,Degree,89,564835.0,Y,Y,53.1,N,49.98,1938375.1,4820303.75
2025-SEM2,AISHE948989,CIP5706,UG,FirstTime,9,0,6.45,N,Y,Diploma,11,1950589.89,N,Y,81.9,N,51.91,1539024.81,3024484.33
2021-TRI2,AISHE928997,CIP5288,UG,ReEntry,32,32,8.0,Y,N,PG_Diploma,71,336973.67,Y,Y,81.6,Y,70.72,2047944.79,3470142.87
2016-TRI1,AISHE421195,CIP2976,Diploma,TransferIn,24,21,8.55,N,Y,Degree,88,1657628.24,N,Y,43.31,Y,63.84,1378914.65,1734918.08
2017-TRI2,AISHE971287,CIP1812,PhD,ReEntry,8,7,9.68,Y,N,PhD,13,89844.09,N,N,74.67,Y,88.83,1752605.06,2532491.39
2021-TRI2,AISHE960159,CIP2721,PhD,TransferIn,21,12,7.52,N,N,Degree,20,409593.35,Y,Y,99.03,N,36.32,323737.93,2527384.26
2017-TRI2,AISHE354778,CIP3715,Diploma,Continuing,31,26,9.58,N,Y,Degree,50,2184293.69,Y,Y,30.42,N,56.39,171067.73,1022051.95
2016-TRI1,AISHE659905,CIP5361,PG,Continuing,8,0,9.65,N,N,PhD,85,877586.32,Y,Y,11.94,Y,62.53,154162.3,2780387.21
2016-TRI1,AISHE378077,CIP5905,Diploma,ReEntry,22,14,5.51,N,N,PG_Diploma,74,1624455.09,N,Y,93.26,N,70.72,1801486.65,820368.48
2024-TRI3,AISHE479737,CIP6700,UG,FirstTime,19,10,4.71,N,N,Certificate,70,408660.87,N,N,37.34,N,40.91,1810048.32,2177270.2
2023-SEM2,AISHE573982,CIP8903,Certificate,FirstTime,32,26,9.42,Y,N,Degree,50,2068512.51,Y,N,10.92,Y,43.95,129746.32,5184691.11
2024-TRI3,AISHE289329,CIP1374,Diploma,FirstTime,21,18,6.77,Y,N,PhD,23,216248.43,N,N,98.24,N,20.36,1298987.97,4540340.09
2021-TRI3,AISHE901949,CIP2806,UG,TransferIn,31,31,7.35,Y,Y,PG_Diploma,44,1222783.47,N,Y,19.75,N,31.24,168632.43,3373521.49
2023-TRI2,AISHE324165,CIP5120,PG,TransferIn,24,13,7.39,Y,Y,PhD,21,2407010.65,Y,N,89.88,Y,78.07,872979.29,3176772.32
2016-TRI3,AISHE918270,CIP5122,UG,FirstTime,11,11,7.74,Y,N,Degree,79,2489009.15,Y,N,80.76,Y,76.7,1113637.98,3792417.23
2021-SEM2,AISHE427296,CIP4765,Certificate,ReEntry,20,15,8.11,N,N,PhD,68,2442396.96,N,Y,14.16,Y,87.17,965061.65,3540033.28
2017-TRI1,AISHE979029,CIP1593,Certificate,FirstTime,21,12,7.12,N,N,PG_Diploma,58,487002.8,Y,N,65.57,Y,32.06,1597458.1,2289088.33
2019-TRI3,AISHE253676,CIP9093,PhD,Continuing,14,6,7.98,N,Y,PhD,35,238180.82,N,Y,94.17,Y,41.55,2089903.11,2557946.09
2022-TRI3,AISHE938851,CIP2209,UG,ReEntry,32,21,7.75,Y,Y,PG_Diploma,56,1243142.71,Y,Y,59.76,N,12.23,869352.85,3296136.85
2019-TRI1,AISHE578378,CIP3945,Diploma,TransferIn,24,16,5.73,N,N,PhD,45,1993195.49,N,Y,52.54,Y,20.73,271980.79,3617397.79
2018-SEM2,AISHE584171,CIP1076,Certificate,Continuing,14,6,5.38,Y,Y,Diploma,44,1727212.61,Y,Y,94.61,N,16.56,1058670.0,2602701.16
2022-SEM1,AISHE805353,CIP9704,Certificate,Continuing,18,13,8.95,N,Y,PG_Diploma,40,653244.12,Y,N,87.05,N,40.64,1287342.28,2127586.43
2020-TRI1,AISHE206047,CIP4542,UG,Continuing,24,23,7.78,N,N,Degree,21,1238226.07,Y,Y,8.2,Y,81.27,325876.13,4890251.2
2019-TRI2,AISHE673786,CIP2639,Diploma,FirstTime,25,17,5.13,N,N,PG_Diploma,46,1306892.05,Y,N,2.79,N,74.23,1464704.66,3733200.99
2025-TRI3,AISHE780895,CIP4320,PG,ReEntry,24,20,4.54,Y,Y,Diploma,16,720610.98,Y,Y,74.29,N,35.18,1637791.31,674653.21
2020-TRI1,AISHE163454,CIP7125,PG,FirstTime,7,7,8.83,Y,N,Certificate,27,1057064.94,Y,Y,99.83,Y,15.75,1249216.92,3164045.78
2022-SEM2,AISHE985604,CIP8993,PhD,ReEntry,33,26,6.76,Y,N,PhD,59,2357862.43,N,Y,36.53,N,85.59,539212.57,3232849.5
2018-TRI1,AISHE668945,CIP7829,PhD,TransferIn,10,1,9.57,Y,Y,Certificate,56,1626956.79,Y,N,45.45,N,44.75,1610433.37,3587550.15
2019-TRI1,AISHE541644,CIP2988,Certificate,FirstTime,27,19,6.08,Y,Y,PhD,65,1436031.69,N,N,54.68,Y,75.97,261888.31,445603.15
2016-TRI2,AISHE862631,CIP1501,Diploma,FirstTime,13,5,7.71,Y,Y,PhD,18,536999.99,N,Y,67.05,Y,97.01,1702788.93,2133803.65
2021-SEM1,AISHE152032,CIP2646,Diploma,ReEntry,8,6,7.4,Y,N,PG_Diploma,11,1128226.82,Y,N,84.04,Y,11.25,1845146.21,4512562.0
2018-TRI2,AISHE745986,CIP7740,UG,Continuing,30,20,7.69,Y,N,Degree,93,1023403.99,N,N,68.26,Y,81.31,1155104.22,625416.61
2023-TRI3,AISHE366956,CIP3432,Certificate,Continuing,17,6,6.56,Y,Y,Certificate,83,1760967.13,Y,Y,98.02,Y,74.31,474361.16,294285.08
2024-TRI2,AISHE316944,CIP2101,PhD,TransferIn,34,26,7.02,N,Y,PG_Diploma,65,1550892.32,Y,N,12.31,N,76.26,652695.79,4830035.41
2023-TRI2,AISHE818985,CIP2177,UG,Continuing,19,19,6.49,N,N,Certificate,90,1772186.74,N,Y,49.29,Y,23.89,664367.16,5065886.56
2021-TRI1,AISHE152537,CIP8702,PG,ReEntry,23,21,4.59,N,N,PhD,35,2348020.91,N,Y,65.41,N,66.96,470093.17,4400022.51
2022-SEM2,AISHE638165,CIP7878,Certificate,FirstTime,9,9,8.64,Y,Y,Diploma,38,1355539.35,N,Y,98.48,N,75.74,1605000.68,4166309.46
2022-TRI1,AISHE946437,CIP2337,Diploma,TransferIn,16,8,9.49,Y,N,PhD,41,1076227.59,Y,Y,48.97,N,79.04,1257579.33,3126082.3
2020-TRI2,AISHE180903,CIP6459,PhD,FirstTime,35,26,8.03,Y,Y,Diploma,47,1684189.76,N,N,10.71,Y,59.54,1728192.46,4405040.17
2019-TRI1,AISHE609911,CIP5711,Diploma,FirstTime,7,6,9.36,N,N,Degree,44,1141807.14,N,N,31.09,Y,22.45,889020.93,2159992.1
2021-SEM1,AISHE840082,CIP3759,PG,Continuing,15,4,5.17,N,Y,Degree,66,183709.16,Y,Y,93.14,N,79.25,422196.2,2429051.55
2022-TRI3,AISHE452993,CIP7570,PG,Continuing,9,0,9.05,Y,Y,Certificate,77,1039523.27,Y,Y,83.06,Y,60.93,206333.05,2519458.3
2021-TRI1,AISHE800780,CIP3464,Certificate,FirstTime,31,22,6.11,Y,N,PG_Diploma,48,677799.54,N,Y,47.18,Y,59.78,835573.39,2044353.84
2018-SEM1,AISHE417441,CIP7562,Certificate,ReEntry,16,12,9.38,Y,N,PG_Diploma,51,1679527.66,N,Y,60.76,N,69.19,1173114.46,3933185.13
2025-SEM2,AISHE775534,CIP4228,PhD,TransferIn,32,22,4.07,Y,N,PhD,59,2479607.29,Y,N,57.49,N,67.55,2057022.25,2110518.14
2020-TRI2,AISHE407330,CIP4949,Certificate,FirstTime,25,17,9.91,N,N,Diploma,52,57455.97,Y,N,21.02,Y,62.34,1486062.88,1280652.61
2022-SEM1,AISHE678043,CIP4556,Diploma,TransferIn,33,23,4.67,Y,Y,PG_Diploma,72,780208.71,Y,N,84.73,N,81.23,646085.89,232602.4
2020-TRI1,AISHE865885,CIP2409,PG,Continuing,12,5,9.29,Y,Y,Diploma,73,1420577.46,Y,N,8.27,N,69.07,1503380.1,2456790.12
2019-TRI3,AISHE421831,CIP3741,Certificate,TransferIn,26,24,8.96,Y,Y,Diploma,35,565780.88,N,Y,19.03,Y,83.28,1473139.64,2512299.81
2016-TRI2,AISHE478929,CIP1753,PhD,FirstTime,32,26,5.37,N,Y,PG_Diploma,23,398288.48,Y,N,27.22,N,51.5,1845089.8,1058542.32
2023-SEM1,AISHE558171,CIP4915,Certificate,Continuing,29,28,8.24,Y,N,Diploma,42,2280453.48,N,Y,76.12,N,82.96,1316705.15,4746967.01
2025-TRI2,AISHE128851,CIP8700,PhD,TransferIn,27,20,6.97,Y,N,Diploma,8,2171967.97,Y,N,59.84,Y,64.55,1466492.28,3464431.47
2024-TRI3,AISHE546451,CIP2843,PG,TransferIn,22,12,8.01,N,N,Degree,46,969779.49,Y,N,0.05,Y,68.71,1267303.52,4701464.58
2025-TRI3,AISHE245907,CIP1754,UG,ReEntry,29,27,4.77,Y,N,Certificate,89,321273.69,Y,Y,70.47,Y,90.85,853984.03,4923828.07
2018-SEM1,AISHE996662,CIP3251,Certificate,FirstTime,29,21,7.51,Y,N,PG_Diploma,9,2441293.2,N,Y,10.79,N,54.57,1075605.39,2468738.97
2025-SEM2,AISHE480757,CIP4327,Diploma,ReEntry,27,20,4.71,N,Y,Degree,60,1384981.24,N,N,91.51,Y,81.34,1689333.16,634826.16
2025-TRI1,AISHE667315,CIP1516,Certificate,FirstTime,15,6,8.65,N,Y,Certificate,67,1242049.04,N,Y,20.5,Y,43.35,864282.96,92671.41
2021-SEM2,AISHE751589,CIP5192,UG,TransferIn,18,14,5.06,Y,N,Diploma,46,647482.81,Y,Y,14.18,Y,84.97,1787718.88,4770288.16
2021-TRI1,AISHE502018,CIP3642,UG,FirstTime,18,17,9.21,N,N,Certificate,44,2194176.75,Y,N,64.93,Y,90.48,2159450.9,219679.93
2016-TRI1,AISHE936283,CIP3239,PhD,TransferIn,13,9,8.16,Y,Y,Degree,38,1835154.81,Y,N,17.88,Y,89.37,1545273.1,3148291.64
2016-TRI2,AISHE252433,CIP9883,PhD,FirstTime,20,10,6.55,N,Y,Diploma,29,1110538.92,Y,Y,22.47,N,43.89,1111670.27,4432199.8
2020-SEM2,AISHE627149,CIP5178,PG,FirstTime,24,17,5.17,Y,N,Diploma,22,1728547.44,Y,N,51.02,Y,56.99,261784.23,837564.99
2021-SEM1,AISHE695334,CIP6664,Certificate,TransferIn,14,3,7.47,Y,N,PG_Diploma,75,1160331.0,N,N,23.42,N,90.06,419583.7,588072.67
2019-TRI3,AISHE693868,CIP8964,Certificate,Continuing,25,19,5.32,Y,N,PG_Diploma,87,2330341.73,N,N,13.51,N,28.32,566603.77,4109158.19
2023-TRI1,AISHE422806,CIP7203,Diploma,FirstTime,11,2,4.67,N,N,Degree,79,781013.59,N,Y,6.07,Y,41.39,1467976.1,4929832.32
2025-TRI2,AISHE535251,CIP6364,Diploma,TransferIn,6,0,4.78,Y,N,Diploma,20,1706308.9,N,N,38.64,Y,61.74,481725.51,2209423.11
2018-SEM1,AISHE595054,CIP9427,UG,TransferIn,31,21,5.43,Y,Y,Certificate,20,571453.74,N,N,91.19,N,54.74,1408710.0,3223313.84
2023-TRI1,AISHE600248,CIP7423,Certificate,Continuing,10,7,6.78,N,Y,Degree,33,2414305.41,Y,Y,25.74,N,37.49,1433560.16,5059169.86
2019-SEM2,AISHE756197,CIP5043,Certificate,FirstTime,17,7,9.92,Y,N,PhD,79,1866408.21,Y,Y,39.64,Y,87.28,327993.9,3768509.29
2017-TRI3,AISHE915823,CIP5834,Diploma,FirstTime,35,24,7.51,Y,Y,PG_Diploma,13,200083.94,Y,N,78.83,Y,88.55,578852.6,3934065.17
2021-TRI3,AISHE607380,CIP1655,Certificate,ReEntry,28,24,6.55,Y,Y,PG_Diploma,55,459873.66,N,N,39.61,Y,58.76,1069839.08,4757961.34
2017-SEM2,AISHE786787,CIP6330,PhD,Continuing,21,21,8.74,N,N,Diploma,76,555133.67,N,N,15.27,N,38.38,498480.56,4309618.87
2019-TRI1,AISHE143598,CIP4825,PhD,TransferIn,20,19,8.69,N,N,PG_Diploma,53,1007399.55,Y,N,90.26,Y,17.16,532503.02,2561718.41
2017-TRI1,AISHE413478,CIP6766,PG,ReEntry,13,9,7.98,Y,N,Diploma,71,2335417.41,N,N,56.59,Y,42.01,128612.15,4238943.76
2018-TRI2,AISHE310239,CIP6824,PhD,ReEntry,24,21,7.5,N,N,Certificate,11,1002051.28,Y,Y,30.67,Y,30.54,698164.78,3174342.77
2022-TRI2,AISHE325864,CIP3106,PG,FirstTime,7,0,4.71,N,N,Certificate,89,923369.62,Y,N,89.74,N,72.11,1507015.13,639522.69
2022-TRI1,AISHE659191,CIP6297,PhD,ReEntry,17,11,5.19,N,Y,Diploma,51,2112061.02,Y,N,16.77,N,37.81,1960061.79,3333130.66
2022-TRI2,AISHE100108,CIP1175,UG,ReEntry,7,1,5.65,Y,Y,PG_Diploma,24,1697364.74,Y,N,95.5,N,26.07,499355.84,2998379.79
2018-TRI1,AISHE970172,CIP7398,UG,ReEntry,21,21,4.41,N,Y,PG_Diploma,47,2126672.93,N,N,54.73,N,37.93,500464.54,808794.75
2021-TRI1,AISHE132228,CIP4708,Certificate,ReEntry,17,12,5.62,Y,Y,Certificate,68,1649041.5,N,Y,11.04,N,48.79,471786.74,3390860.08
2024-TRI2,AISHE561179,CIP6853,Diploma,Continuing,34,34,7.96,N,Y,PG_Diploma,59,1928655.43,N,N,95.17,N,34.21,1542942.54,4615798.06
2022-TRI3,AISHE343035,CIP8216,PG,Continuing,8,0,9.93,N,Y,PG_Diploma,92,1850862.87,N,N,71.36,Y,45.1,277209.22,2794816.41
2020-TRI3,AISHE969537,CIP1616,PG,TransferIn,13,5,7.22,N,N,PG_Diploma,93,329765.33,Y,Y,48.39,N,74.25,302766.29,4990528.95
2023-TRI2,AISHE742741,CIP3712,Certificate,Continuing,14,8,6.33,N,Y,PG_Diploma,84,1468186.75,Y,N,65.15,Y,21.36,1257614.54,4805931.13
2018-SEM2,AISHE327499,CIP8641,PG,FirstTime,16,13,9.91,N,N,PhD,83,2426940.9,Y,N,46.36,Y,32.04,1038626.29,1046343.63
2022-TRI2,AISHE376122,CIP1512,Diploma,FirstTime,14,5,6.04,N,Y,PG_Diploma,81,796075.43,N,Y,12.69,N,92.07,732666.33,3618299.11
2022-SEM2,AISHE828494,CIP9022,PG,ReEntry,6,0,9.88,Y,Y,Certificate,33,1274519.22,Y,Y,29.04,N,32.47,1286217.74,4993881.35
2016-TRI1,AISHE377745,CIP2462,PG,TransferIn,11,8,9.62,Y,Y,Certificate,11,1183535.28,Y,Y,87.6,N,95.37,1514738.35,2880108.68
2016-TRI1,AISHE835522,CIP9922,PG,FirstTime,34,34,4.39,Y,N,Diploma,83,2274097.79,Y,N,41.13,Y,20.43,966161.34,4343038.94
2017-SEM2,AISHE853003,CIP2856,UG,TransferIn,22,19,8.43,Y,Y,PhD,19,1691760.48,Y,Y,55.05,Y,75.08,1419149.7,2410771.61
2022-SEM2,AISHE789475,CIP1131,UG,ReEntry,19,12,9.41,Y,Y,Certificate,67,991044.36,N,N,54.47,Y,80.05,1190723.66,307384.64
2020-TRI2,AISHE844360,CIP8875,Diploma,FirstTime,17,8,5.91,N,N,PG_Diploma,50,1442052.87,Y,N,48.39,N,78.39,575016.19,3841689.34
2019-SEM2,AISHE638881,CIP8302,Diploma,Continuing,22,14,8.29,Y,N,Degree,29,2025232.11,N,N,100.0,N,95.91,1596015.67,275840.63
2017-TRI1,AISHE133529,CIP9824,Diploma,FirstTime,8,0,7.58,N,Y,Certificate,32,386974.6,N,N,43.76,N,73.05,218307.53,3193761.93
2022-SEM1,AISHE713882,CIP3082,Diploma,TransferIn,33,25,9.21,N,Y,Certificate,53,2222337.87,N,Y,97.11,N,77.57,247878.32,2516539.51
2024-TRI3,AISHE808523,CIP2600,Certificate,TransferIn,24,17,4.88,Y,N,PhD,53,2089875.89,N,N,9.38,N,83.89,862372.82,2082853.11
2023-SEM1,AISHE901182,CIP1721,Certificate,Continuing,18,7,9.64,N,N,Certificate,94,801753.74,N,N,58.58,N,49.67,1195457.76,1586131.09
2025-TRI2,AISHE508135,CIP2065,Certificate,Continuing,10,3,8.97,Y,Y,Diploma,69,2093849.16,N,Y,39.81,Y,16.76,1031420.43,928714.65
2019-SEM2,AISHE303319,CIP1104,Diploma,FirstTime,21,21,4.25,Y,N,PG_Diploma,56,1201576.58,N,Y,19.11,Y,17.1,1330938.58,1189099.43
2022-TRI1,AISHE222233,CIP8250,PG,Continuing,33,29,8.54,N,Y,Certificate,36,495281.03,Y,N,17.7,N,22.32,547188.97,2222210.55
2022-TRI2,AISHE312031,CIP6998,Diploma,FirstTime,14,11,9.04,Y,N,PG_Diploma,28,2221514.27,N,Y,58.4,Y,88.93,666367.42,3915458.41
2025-SEM2,AISHE579517,CIP4549,PG,FirstTime,10,8,6.09,Y,Y,PG_Diploma,90,153874.93,Y,N,59.61,N,41.63,981560.94,1582425.78
2024-TRI2,AISHE106388,CIP9136,PhD,FirstTime,15,12,6.76,N,N,Diploma,70,2241571.32,Y,N,69.51,Y,18.78,257931.55,1850110.03
2022-TRI2,AISHE846448,CIP5970,Certificate,FirstTime,34,33,8.13,Y,N,PG_Diploma,55,639802.06,Y,Y,97.68,N,48.77,1815190.89,5174418.96
2022-SEM1,AISHE833256,CIP8124,UG,TransferIn,19,16,8.35,N,N,Diploma,18,1274412.7,N,Y,98.8,N,57.34,2187742.3,4690471.62
2023-SEM2,AISHE909596,CIP6790,PhD,TransferIn,35,28,6.0,N,N,Degree,90,1665817.23,Y,Y,22.93,Y,78.32,1324556.03,5154872.13
2025-SEM2,AISHE499683,CIP3026,PG,Continuing,11,7,9.86,Y,Y,Certificate,66,2408424.49,N,Y,51.13,N,83.32,1790919.46,4035941.38
