soc_family_reference_year,soc_family_country_iso2,soc_family_region_nuts_code,soc_family_household_type_code,soc_family_children_count,soc_family_benefit_program_code,soc_family_beneficiaries_count,soc_family_mean_benefit_monthly_eur,soc_family_childcare_subsidy_flag,soc_family_parental_leave_weeks_entitled,soc_family_parental_leave_takeup_rate_pct,soc_family_birth_grant_flag,soc_family_housing_support_flag,soc_family_income_test_threshold_eur,soc_family_digital_application_rate_pct,soc_family_processing_time_days_median,soc_family_fertility_policy_index_score,soc_family_child_poverty_rate_pct,soc_family_eurostat_table_code,soc_family_data_extract_date
2021,FR,DK85,GUARDIANSHIP,3,BIRTH_GRANT,6459,409.6,1,0,74.69,1,0,46085.37,16.22,74,1.421,22.65,spr_fam_ben,2025-11-17
2022,HU,SI5,EXTENDED_FAMILY,4,HOUSING_TOPUP,5923,336.81,0,40,56.68,0,1,76662.55,94.63,79,0.829,13.02,ilc_lvho14,2024-08-10
2023,LV,GR71,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,5805,371.86,0,18,75.26,0,1,68968.16,96.81,89,2.088,11.25,lfso_14a,2025-03-17
2024,MT,DE9,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,6411,334.74,0,8,22.59,0,0,67496.41,66.0,4,1.235,12.49,spr_fam_sum,2024-05-15
2025,PT,EE722,OTHER,1,CHILDCARE_SUBSIDY,5744,308.58,1,52,25.35,0,0,26776.65,25.21,18,1.684,8.56,ilc_di07,2024-08-23
2026,SI,DK11,FOSTER,2,PARENTAL_LEAVE_BENEFIT,6249,335.39,0,26,56.91,0,0,72428.47,38.55,24,1.83,24.65,spr_fam_ben,2024-11-15
2010,AT,BE545,GUARDIANSHIP,3,BIRTH_GRANT,6709,572.7,1,14,62.63,1,0,46533.52,58.47,7,1.93,30.92,ilc_lvho14,2025-09-13
2011,HR,CZ84,EXTENDED_FAMILY,4,HOUSING_TOPUP,6607,489.01,0,0,80.17,0,1,25790.41,46.31,15,1.646,10.23,lfso_14a,2024-05-30
2012,DK,PL726,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,6151,563.32,0,40,27.27,0,0,19967.6,59.31,9,1.895,20.24,spr_fam_sum,2024-10-10
2013,FR,IE5,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,6570,495.15,0,18,48.74,1,0,55918.36,39.1,23,1.889,14.63,ilc_di07,2025-05-23
2014,HU,SK22,OTHER,1,CHILDCARE_SUBSIDY,6261,422.37,1,8,75.58,0,0,20760.33,17.27,22,1.408,22.52,spr_fam_ben,2025-02-17
2015,LV,NL937,FOSTER,2,PARENTAL_LEAVE_BENEFIT,6398,716.8,0,52,85.0,1,0,57603.81,82.37,16,1.931,23.51,ilc_lvho14,2024-08-08
2016,MT,ES94,GUARDIANSHIP,3,BIRTH_GRANT,5548,283.15,0,26,89.64,1,1,70785.38,73.55,19,1.353,25.12,lfso_14a,2025-04-02
2017,PT,BG49,EXTENDED_FAMILY,4,HOUSING_TOPUP,6801,760.36,0,14,15.4,0,1,15648.42,25.14,16,1.767,25.56,spr_fam_sum,2026-02-12
2018,SI,ES1,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,5577,618.99,0,0,31.25,0,0,63910.47,42.76,22,1.422,13.32,ilc_di07,2025-09-10
2019,AT,IE9,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,5892,284.72,0,40,67.44,0,0,27623.79,70.02,17,1.737,15.59,spr_fam_ben,2025-05-27
2020,HR,MT585,OTHER,1,CHILDCARE_SUBSIDY,6564,771.61,1,18,33.16,1,0,66155.7,87.73,20,1.968,32.03,ilc_lvho14,2024-06-19
2021,DK,DE8,FOSTER,2,PARENTAL_LEAVE_BENEFIT,6514,473.53,0,8,87.7,0,0,47688.21,67.6,32,1.854,31.59,lfso_14a,2024-07-05
2022,FR,SK765,GUARDIANSHIP,3,BIRTH_GRANT,6455,95.21,0,52,35.79,1,0,15645.52,39.97,18,1.392,17.27,spr_fam_sum,2024-04-23
2023,HU,SI609,EXTENDED_FAMILY,4,HOUSING_TOPUP,6678,493.29,1,26,56.56,1,1,28881.11,21.46,38,0.989,21.36,ilc_di07,2026-02-07
2024,LV,HR26,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,5646,773.13,0,14,72.76,0,0,47984.08,41.22,39,1.078,33.55,spr_fam_ben,2024-05-25
2025,MT,LU63,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,6084,417.7,0,0,81.79,0,0,16354.97,20.91,36,0.935,14.26,ilc_lvho14,2024-05-24
2026,PT,DE1,OTHER,1,CHILDCARE_SUBSIDY,6460,418.54,1,40,70.26,0,0,68961.09,43.08,40,2.112,33.48,lfso_14a,2025-08-01
2010,SI,BE327,FOSTER,2,PARENTAL_LEAVE_BENEFIT,6539,766.84,1,18,23.97,1,0,77604.81,35.39,40,1.698,22.42,spr_fam_sum,2025-08-03
2011,AT,RO676,GUARDIANSHIP,3,BIRTH_GRANT,6294,130.21,0,8,79.65,1,0,42867.13,94.07,41,1.057,31.3,ilc_di07,2026-01-22
2012,HR,HR772,EXTENDED_FAMILY,4,HOUSING_TOPUP,6886,158.89,0,52,61.72,0,1,52812.11,79.2,43,1.928,33.3,spr_fam_ben,2025-05-01
2013,DK,DE7,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,6886,596.09,1,26,67.32,0,0,54213.18,85.33,41,1.461,33.93,ilc_lvho14,2024-03-28
2014,FR,AT158,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,6427,338.24,0,14,32.37,0,0,20720.52,56.61,46,1.551,24.21,lfso_14a,2025-02-26
2015,HU,PL38,OTHER,1,CHILDCARE_SUBSIDY,5747,469.15,1,0,63.78,1,0,33134.32,67.6,42,1.99,30.05,spr_fam_sum,2024-09-18
2016,LV,PL13,FOSTER,2,PARENTAL_LEAVE_BENEFIT,6019,574.38,0,40,89.22,0,0,51041.82,83.3,42,1.322,13.19,ilc_di07,2025-01-08
2017,MT,HR322,GUARDIANSHIP,3,BIRTH_GRANT,6641,150.9,1,18,17.87,1,0,32684.83,70.98,32,1.486,16.21,spr_fam_ben,2024-08-28
2018,PT,MT706,EXTENDED_FAMILY,4,HOUSING_TOPUP,6209,382.94,1,8,60.69,1,1,26845.29,62.85,31,0.842,15.89,ilc_lvho14,2025-11-30
2019,SI,GR4,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,6594,664.3,0,52,53.91,0,0,70822.3,44.74,34,2.172,10.2,lfso_14a,2025-08-10
2020,AT,AT83,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,6461,770.37,0,26,61.63,1,0,17468.63,54.28,36,1.774,18.15,spr_fam_sum,2025-01-26
2021,HR,BG17,OTHER,1,CHILDCARE_SUBSIDY,5613,593.44,1,14,74.92,0,0,72912.54,33.03,36,0.9,31.57,ilc_di07,2024-03-19
2022,DK,AT22,FOSTER,2,PARENTAL_LEAVE_BENEFIT,5878,126.1,0,0,39.34,0,0,67298.8,55.56,34,2.055,14.91,spr_fam_ben,2024-05-06
2023,FR,SK43,GUARDIANSHIP,3,BIRTH_GRANT,6364,371.25,1,40,58.24,1,0,20424.7,76.32,35,1.329,6.63,ilc_lvho14,2025-03-08
2024,HU,AT471,EXTENDED_FAMILY,4,HOUSING_TOPUP,6155,763.18,0,18,13.07,0,1,68180.86,73.29,53,1.622,16.7,lfso_14a,2025-03-10
2025,LV,FR311,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,6847,716.64,1,8,90.06,0,0,15492.52,41.2,54,1.02,17.19,spr_fam_sum,2025-12-03
2026,MT,DK50,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,6903,286.43,0,52,51.78,0,0,61191.43,82.89,47,1.881,29.54,ilc_di07,2025-10-04
2010,PT,ES945,OTHER,1,CHILDCARE_SUBSIDY,6195,744.92,1,26,21.42,0,0,36990.06,23.27,49,1.796,14.16,spr_fam_ben,2025-08-23
2011,SI,PL784,FOSTER,2,PARENTAL_LEAVE_BENEFIT,6565,384.04,1,14,57.19,0,1,53987.13,48.83,45,1.112,30.22,ilc_lvho14,2025-04-02
2012,AT,IE588,GUARDIANSHIP,3,BIRTH_GRANT,6384,325.95,0,0,13.37,1,0,65806.67,67.9,50,1.026,17.9,lfso_14a,2025-07-18
2013,HR,BE411,EXTENDED_FAMILY,4,HOUSING_TOPUP,6023,321.63,0,40,88.44,1,1,12844.42,63.6,62,1.887,19.7,spr_fam_sum,2024-03-27
2014,DK,CY5,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,6960,63.01,0,18,90.06,0,1,44593.54,42.52,48,0.831,23.81,ilc_di07,2024-11-02
2015,FR,BE717,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,6059,715.33,0,8,70.57,0,1,81240.72,58.73,63,1.456,27.96,spr_fam_ben,2026-02-13
2016,HU,HU85,OTHER,1,CHILDCARE_SUBSIDY,6611,298.66,1,52,22.24,1,0,54634.82,66.76,63,0.843,13.64,ilc_lvho14,2026-01-15
2017,LV,BE8,FOSTER,2,PARENTAL_LEAVE_BENEFIT,5717,522.43,1,26,73.77,0,0,43566.34,23.43,66,1.145,26.57,lfso_14a,2025-11-24
2018,MT,SK50,GUARDIANSHIP,3,BIRTH_GRANT,6476,631.32,1,14,24.69,1,0,16269.31,92.68,62,1.694,19.34,spr_fam_sum,2025-10-10
2019,PT,BE3,EXTENDED_FAMILY,4,HOUSING_TOPUP,6367,239.9,0,0,23.46,1,1,20242.84,48.5,49,1.121,12.33,ilc_di07,2024-12-21
2020,SI,FI538,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,5844,629.02,0,40,33.75,1,0,60880.16,55.63,49,1.39,22.24,spr_fam_ben,2025-04-17
2021,AT,DK866,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,5698,772.3,1,18,21.66,0,1,14399.75,30.02,64,1.863,12.22,ilc_lvho14,2024-10-20
2022,HR,BE82,OTHER,1,CHILDCARE_SUBSIDY,5832,619.97,1,8,60.02,0,0,27542.5,87.49,53,2.096,7.02,lfso_14a,2025-05-26
2023,DK,ES594,FOSTER,2,PARENTAL_LEAVE_BENEFIT,6254,375.93,0,52,19.08,0,0,62604.03,29.55,59,1.979,32.32,spr_fam_sum,2024-11-04
2024,FR,SK532,GUARDIANSHIP,3,BIRTH_GRANT,7017,156.4,0,26,23.79,1,0,20480.23,94.9,58,1.907,8.57,ilc_di07,2024-01-22
2025,HU,BG97,EXTENDED_FAMILY,4,HOUSING_TOPUP,6410,243.53,0,14,41.62,0,1,81183.74,47.23,68,1.169,30.26,spr_fam_ben,2024-07-31
2026,LV,HU279,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,7009,127.04,1,0,44.16,1,0,42148.0,91.99,63,0.879,26.07,ilc_lvho14,2024-01-06
2010,MT,IT50,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,7025,114.68,1,40,91.0,0,0,49771.6,50.94,59,1.324,31.74,lfso_14a,2024-04-02
2011,PT,SI10,OTHER,1,CHILDCARE_SUBSIDY,5978,299.37,1,18,72.49,0,0,31514.4,64.63,75,1.543,12.25,spr_fam_sum,2024-05-08
2012,SI,AT8,FOSTER,2,PARENTAL_LEAVE_BENEFIT,5719,322.2,0,8,87.81,0,0,29063.06,49.62,67,1.309,33.82,ilc_di07,2024-01-13
2013,AT,HR683,GUARDIANSHIP,3,BIRTH_GRANT,6223,645.58,0,52,39.63,1,0,46311.52,96.08,63,2.041,14.44,spr_fam_ben,2026-01-25
2014,HR,IT42,EXTENDED_FAMILY,4,HOUSING_TOPUP,5685,662.3,1,26,39.54,0,1,13306.44,45.55,73,1.091,19.63,ilc_lvho14,2024-09-11
2015,DK,CY152,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,6763,205.0,0,14,88.84,0,0,66030.24,30.32,66,0.852,11.95,lfso_14a,2025-09-15
2016,FR,CZ71,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,7105,230.44,0,0,13.91,0,0,23330.0,61.93,76,1.06,28.09,spr_fam_sum,2025-02-17
2017,HU,SI36,OTHER,1,CHILDCARE_SUBSIDY,6502,642.47,1,40,56.57,0,0,40658.08,90.35,73,0.903,22.4,ilc_di07,2024-09-24
2018,LV,BE899,FOSTER,2,PARENTAL_LEAVE_BENEFIT,6863,472.44,0,18,49.48,0,0,74964.18,96.03,70,0.833,22.0,spr_fam_ben,2025-04-12
2019,MT,LU80,GUARDIANSHIP,3,BIRTH_GRANT,6213,496.25,0,8,40.22,1,0,77091.84,96.06,78,0.878,16.76,ilc_lvho14,2025-10-29
2020,PT,GR6,EXTENDED_FAMILY,4,HOUSING_TOPUP,7106,367.95,0,52,40.23,0,1,78229.06,84.18,81,1.715,16.32,lfso_14a,2024-10-07
2021,SI,SK1,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,6631,209.71,0,26,45.62,0,1,73453.06,68.63,76,1.925,17.06,spr_fam_sum,2024-06-27
2022,AT,RO77,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,6220,255.18,1,14,49.82,0,0,46917.68,73.42,84,2.157,13.48,ilc_di07,2025-05-06
2023,HR,HR23,OTHER,1,CHILDCARE_SUBSIDY,6146,340.47,1,0,13.42,0,0,65365.15,89.78,76,0.878,8.33,spr_fam_ben,2026-01-31
2024,DK,HR55,FOSTER,2,PARENTAL_LEAVE_BENEFIT,7091,685.26,0,40,35.0,1,1,26677.23,26.83,89,1.514,6.22,ilc_lvho14,2024-04-16
2025,FR,LV272,GUARDIANSHIP,3,BIRTH_GRANT,6231,491.04,1,18,80.4,1,0,69141.8,42.87,73,1.892,8.38,lfso_14a,2024-09-23
2026,HU,ES45,EXTENDED_FAMILY,4,HOUSING_TOPUP,6713,713.65,0,8,89.44,0,1,15534.86,71.75,88,1.058,17.05,spr_fam_sum,2025-10-17
2010,LV,HR888,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,6201,286.51,1,52,61.5,0,0,30096.97,78.91,87,1.849,32.75,ilc_di07,2024-06-27
2011,MT,PT6,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,5687,261.64,0,26,66.54,0,0,76699.26,43.99,87,1.455,6.5,spr_fam_ben,2024-11-09
2012,PT,DK1,OTHER,1,CHILDCARE_SUBSIDY,6150,314.48,1,14,53.1,0,1,31711.43,79.62,80,1.795,6.93,ilc_lvho14,2025-11-24
2013,SI,CZ23,FOSTER,2,PARENTAL_LEAVE_BENEFIT,6536,564.9,0,0,81.16,0,0,64594.0,91.32,85,1.569,15.54,lfso_14a,2024-07-01
2014,AT,LU691,GUARDIANSHIP,3,BIRTH_GRANT,6741,772.47,0,40,63.8,1,0,20097.66,47.52,14,1.094,6.48,spr_fam_sum,2025-09-26
2015,HR,MT272,EXTENDED_FAMILY,4,HOUSING_TOPUP,6678,166.13,0,18,23.55,0,1,76674.41,89.63,12,1.291,7.26,ilc_di07,2024-11-13
2016,DK,CZ567,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,5707,343.98,0,8,30.34,0,0,81169.17,58.31,20,1.009,29.52,spr_fam_ben,2024-10-12
2017,FR,FI19,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,7157,125.07,0,52,68.68,1,1,51063.06,29.15,18,1.062,7.88,ilc_lvho14,2025-03-24
2018,HU,SI1,OTHER,1,CHILDCARE_SUBSIDY,6218,65.02,1,26,60.99,0,0,60460.76,75.6,22,1.326,26.91,lfso_14a,2025-02-05
2019,LV,BE420,FOSTER,2,PARENTAL_LEAVE_BENEFIT,5877,282.99,0,14,19.05,0,0,47279.34,86.11,19,1.057,13.64,spr_fam_sum,2024-04-18
2020,MT,HU99,GUARDIANSHIP,3,BIRTH_GRANT,6678,185.52,0,0,29.61,1,0,78685.47,51.64,12,2.052,21.24,ilc_di07,2025-08-06
2021,PT,FI4,EXTENDED_FAMILY,4,HOUSING_TOPUP,5810,52.74,0,40,16.88,0,1,43374.69,57.11,23,0.867,27.74,spr_fam_ben,2024-10-19
2022,SI,DE48,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,7125,398.91,0,18,48.73,0,0,78878.99,96.69,12,0.816,9.14,ilc_lvho14,2024-05-15
2023,AT,RO96,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,6746,395.2,0,8,22.2,1,0,18595.47,38.9,18,2.044,12.78,lfso_14a,2024-12-03
2024,HR,PL118,OTHER,1,CHILDCARE_SUBSIDY,6270,560.13,1,52,24.05,0,1,37567.84,59.62,32,1.138,30.55,spr_fam_sum,2025-12-09
2025,DK,CY35,FOSTER,2,PARENTAL_LEAVE_BENEFIT,6212,738.67,0,26,19.15,0,0,65415.27,88.16,22,1.488,9.68,ilc_di07,2024-03-29
2026,FR,RO204,GUARDIANSHIP,3,BIRTH_GRANT,6698,75.04,1,14,90.56,1,1,38772.47,31.94,16,2.157,17.86,spr_fam_ben,2025-04-13
2010,HU,GR822,EXTENDED_FAMILY,4,HOUSING_TOPUP,7026,588.28,1,0,35.46,1,1,12845.69,40.49,17,2.01,9.0,ilc_lvho14,2025-08-13
2011,LV,MT26,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,6326,250.58,0,40,78.43,1,1,44510.23,41.81,35,1.535,7.85,lfso_14a,2025-03-26
2012,MT,MT81,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,6056,400.54,0,18,18.46,0,1,38679.43,60.22,18,1.213,17.62,spr_fam_sum,2025-03-18
2013,PT,GR10,OTHER,1,CHILDCARE_SUBSIDY,5984,432.2,1,8,39.02,0,1,28668.85,91.47,18,1.277,17.15,ilc_di07,2025-03-17
2014,SI,BG879,FOSTER,2,PARENTAL_LEAVE_BENEFIT,7095,468.31,0,52,84.64,0,0,66398.67,54.53,37,0.834,8.0,spr_fam_ben,2025-10-18
2015,AT,PT153,GUARDIANSHIP,3,BIRTH_GRANT,6290,577.26,0,26,12.46,1,1,63154.24,86.08,36,1.592,25.46,ilc_lvho14,2024-04-13
2016,HR,IE72,EXTENDED_FAMILY,4,HOUSING_TOPUP,6613,568.62,0,14,20.17,0,1,35713.73,45.4,40,1.025,21.54,lfso_14a,2025-02-13
2017,DK,LV53,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,7015,530.47,0,0,35.78,0,0,50137.36,21.25,39,1.368,32.36,spr_fam_sum,2025-10-26
2018,FR,MT33,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,6341,327.42,0,40,65.18,0,1,78853.87,58.38,31,1.123,15.85,ilc_di07,2025-07-14
2019,HU,BG334,OTHER,1,CHILDCARE_SUBSIDY,6465,577.32,1,18,86.26,0,1,49835.13,48.1,33,1.061,29.3,spr_fam_ben,2025-06-05
2020,LV,MT20,FOSTER,2,PARENTAL_LEAVE_BENEFIT,6847,164.36,0,8,78.98,0,0,26352.53,65.06,28,1.181,20.13,ilc_lvho14,2025-06-23
2021,MT,MT71,GUARDIANSHIP,3,BIRTH_GRANT,6328,208.26,0,52,20.63,1,1,44592.4,76.01,43,2.169,19.3,lfso_14a,2024-11-24
2022,PT,PL22,EXTENDED_FAMILY,4,HOUSING_TOPUP,6096,45.98,0,26,81.88,1,1,67066.19,73.99,28,0.964,24.7,spr_fam_sum,2024-06-23
2023,SI,FI5,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,6411,702.36,0,14,85.9,0,0,37221.62,95.42,32,1.785,9.03,ilc_di07,2025-04-03
2024,AT,SI7,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,5766,758.41,0,0,88.68,0,1,72356.01,71.74,31,1.862,20.98,spr_fam_ben,2024-08-31
2025,HR,DE889,OTHER,1,CHILDCARE_SUBSIDY,6959,385.07,1,40,55.1,0,0,81451.92,28.2,39,2.165,26.88,ilc_lvho14,2025-06-15
2026,DK,CZ157,FOSTER,2,PARENTAL_LEAVE_BENEFIT,6365,751.29,0,18,28.13,0,0,77422.31,74.77,44,1.797,19.43,lfso_14a,2024-05-17
2010,FR,HR360,GUARDIANSHIP,3,BIRTH_GRANT,6631,564.49,1,8,80.04,1,0,61425.0,50.8,39,0.866,22.45,spr_fam_sum,2025-07-16
2011,HU,MT35,EXTENDED_FAMILY,4,HOUSING_TOPUP,6527,364.53,0,52,67.02,0,1,74151.15,29.74,46,2.086,33.63,ilc_di07,2025-07-28
2012,LV,IE408,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,6886,607.79,0,26,30.46,0,0,69503.65,60.91,46,2.038,9.96,spr_fam_ben,2024-05-31
2013,MT,HR195,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,6101,48.19,0,14,55.94,0,0,65648.25,49.11,53,1.688,8.79,ilc_lvho14,2025-07-25
2014,PT,IT49,OTHER,1,CHILDCARE_SUBSIDY,6519,767.25,1,0,39.07,0,1,53156.39,15.46,47,1.055,15.06,lfso_14a,2024-02-19
2015,SI,CZ276,FOSTER,2,PARENTAL_LEAVE_BENEFIT,6162,412.47,0,40,26.1,0,0,48680.93,80.55,42,1.467,32.37,spr_fam_sum,2025-10-30
2016,AT,RO860,GUARDIANSHIP,3,BIRTH_GRANT,6905,124.93,0,18,91.26,1,0,60450.39,49.19,55,0.803,23.91,ilc_di07,2025-12-07
2017,HR,HR49,EXTENDED_FAMILY,4,HOUSING_TOPUP,6171,241.31,0,8,85.72,1,1,68245.74,83.38,47,1.211,9.17,spr_fam_ben,2024-10-20
2018,DK,LV25,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,6081,659.73,0,52,49.52,1,1,32107.85,15.0,60,1.381,13.25,ilc_lvho14,2024-08-30
2019,FR,FI57,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,5909,219.7,0,26,13.51,0,1,74725.02,78.28,48,2.174,29.96,lfso_14a,2025-09-09
2020,HU,SI770,OTHER,1,CHILDCARE_SUBSIDY,6784,412.67,1,14,65.26,0,0,22521.26,26.32,48,1.109,22.82,spr_fam_sum,2024-04-28
2021,LV,BE972,FOSTER,2,PARENTAL_LEAVE_BENEFIT,7077,655.93,1,0,86.42,0,0,52836.05,59.99,60,0.861,21.04,ilc_di07,2025-10-09
2022,MT,BG24,GUARDIANSHIP,3,BIRTH_GRANT,7051,61.39,1,40,37.24,1,0,53632.6,27.3,55,1.829,29.41,spr_fam_ben,2025-02-06
2023,PT,NL829,EXTENDED_FAMILY,4,HOUSING_TOPUP,6651,59.39,0,18,59.23,0,1,59754.45,60.49,47,2.075,13.6,ilc_lvho14,2024-01-06
2024,SI,PL925,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,6051,599.04,0,8,26.15,0,1,62182.15,86.14,53,0.961,30.76,lfso_14a,2025-08-03
2025,AT,LT302,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,7016,707.92,1,52,90.96,0,0,37107.43,61.75,48,1.425,14.5,spr_fam_sum,2024-09-11
2026,HR,IE495,OTHER,1,CHILDCARE_SUBSIDY,5918,772.37,1,26,61.21,0,0,56615.03,35.66,51,1.057,9.57,ilc_di07,2025-03-07
2010,DK,PT173,FOSTER,2,PARENTAL_LEAVE_BENEFIT,6452,224.55,0,14,59.47,1,0,37671.13,15.88,58,0.894,12.54,spr_fam_ben,2024-10-21
2011,FR,CY50,GUARDIANSHIP,3,BIRTH_GRANT,7202,376.95,1,0,44.6,1,0,52032.27,40.7,60,1.574,13.0,ilc_lvho14,2024-04-14
2012,HU,BE71,EXTENDED_FAMILY,4,HOUSING_TOPUP,6306,142.14,0,40,28.66,1,1,72875.19,45.92,60,2.039,27.87,lfso_14a,2025-02-10
2013,LV,IT628,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,6285,328.52,0,18,44.55,1,0,46731.33,61.64,66,1.854,15.17,spr_fam_sum,2025-01-01
2014,MT,IT4,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,6200,133.75,0,8,32.12,0,0,66098.33,30.75,72,2.193,29.7,ilc_di07,2024-02-21
2015,PT,HU58,OTHER,1,CHILDCARE_SUBSIDY,6020,481.09,1,52,84.17,0,1,33527.23,32.46,65,1.072,20.76,spr_fam_ben,2026-01-15
2016,SI,PT762,FOSTER,2,PARENTAL_LEAVE_BENEFIT,6690,584.21,0,26,25.44,1,0,80962.44,46.66,62,0.881,25.05,ilc_lvho14,2025-07-26
2017,AT,SI51,GUARDIANSHIP,3,BIRTH_GRANT,6518,420.2,0,14,77.8,1,0,28356.57,34.85,69,1.387,19.66,lfso_14a,2025-09-08
2018,HR,NL783,EXTENDED_FAMILY,4,HOUSING_TOPUP,6076,156.89,0,0,20.69,0,1,79982.64,68.88,71,0.971,32.28,spr_fam_sum,2025-11-22
2019,DK,IT9,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,6405,363.07,0,40,88.07,0,0,15808.8,41.21,64,1.951,31.48,ilc_di07,2025-09-16
2020,FR,CY4,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,6388,183.34,1,18,62.82,1,0,52676.2,93.26,74,1.766,8.59,spr_fam_ben,2025-03-28
2021,HU,IE310,OTHER,1,CHILDCARE_SUBSIDY,6039,479.0,1,8,74.78,0,0,48719.24,79.44,72,1.342,21.68,ilc_lvho14,2024-06-05
2022,LV,HR459,FOSTER,2,PARENTAL_LEAVE_BENEFIT,6233,179.21,0,52,65.57,0,0,20096.5,20.11,80,1.714,29.76,lfso_14a,2025-09-04
2023,MT,FR8,GUARDIANSHIP,3,BIRTH_GRANT,7041,661.51,0,26,64.25,1,0,16302.78,55.24,77,1.468,33.48,spr_fam_sum,2024-04-16
2024,PT,SE9,EXTENDED_FAMILY,4,HOUSING_TOPUP,6531,292.01,1,14,16.1,0,1,54934.18,81.35,81,0.998,23.54,ilc_di07,2025-06-10
2025,SI,LU79,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,7098,666.32,0,0,39.28,0,0,19312.55,85.17,83,0.81,20.55,spr_fam_ben,2024-04-16
2026,AT,AT621,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,6192,446.87,1,40,51.0,0,0,28837.06,97.96,79,0.842,6.96,ilc_lvho14,2025-07-03
2010,HR,MT3,OTHER,1,CHILDCARE_SUBSIDY,7331,744.79,1,18,73.53,0,0,24306.14,31.33,83,1.779,16.54,lfso_14a,2024-07-15
2011,DK,RO645,FOSTER,2,PARENTAL_LEAVE_BENEFIT,7187,47.14,1,8,19.63,0,0,49101.33,75.55,68,2.004,25.41,spr_fam_sum,2024-04-21
2012,FR,GR937,GUARDIANSHIP,3,BIRTH_GRANT,6257,148.46,1,52,56.9,1,0,28165.17,27.2,72,1.479,6.12,ilc_di07,2024-10-20
2013,HU,LT1,EXTENDED_FAMILY,4,HOUSING_TOPUP,6146,268.68,0,26,78.4,1,1,24990.68,46.49,81,1.533,22.41,spr_fam_ben,2024-07-05
2014,LV,RO7,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,6400,432.96,0,14,54.78,0,0,76412.55,33.73,86,1.277,32.52,ilc_lvho14,2026-01-19
2015,MT,PT62,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,6687,276.29,1,0,63.25,0,1,36156.66,56.12,78,2.155,13.96,lfso_14a,2024-01-24
2016,PT,LU8,OTHER,1,CHILDCARE_SUBSIDY,5921,236.73,1,40,63.73,0,1,65364.95,44.94,92,2.019,28.26,spr_fam_sum,2026-02-22
2017,SI,DK6,FOSTER,2,PARENTAL_LEAVE_BENEFIT,7059,537.56,0,18,79.32,0,1,40046.73,64.84,89,1.862,18.8,ilc_di07,2025-08-30
