house_homeless_reference_year,house_homeless_country_iso2,house_homeless_region_nuts_code,house_homeless_measurement_method_code,house_homeless_total_count,house_homeless_sheltered_count,house_homeless_unsheltered_count,house_homeless_temporary_accommodation_count,house_homeless_youth_share_pct,house_homeless_women_share_pct,house_homeless_migrant_share_pct,house_homeless_duration_long_term_share_pct,house_homeless_health_needs_share_pct,house_homeless_housing_first_programme_flag,house_homeless_support_service_capacity,house_homeless_evictions_count,house_homeless_rent_arrears_share_pct,house_homeless_data_source,house_homeless_revision_round,house_homeless_data_extract_date
2023,IT,LU709,SURVEY_ESTIMATE,75307,53120,14570,16232,17.96,22.16,30.44,44.7,30.11,0,81229,9642,13.34,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-12-26
2024,PT,LV9,SERVICE_USE_ADMIN,51777,42274,8832,9486,9.73,21.27,22.78,43.36,16.7,1,32978,1800,15.02,CITY_HOMELESSNESS_CENSUS,SECOND,2024-03-21
2025,BE,CZ23,MODELLED_ESTIMATE,36229,30954,5233,19077,23.06,39.07,25.43,17.05,51.9,0,28731,14873,2.62,SURVEY_ESTIMATE,BENCHMARK,2024-06-29
2006,FI,IT950,POINT_IN_TIME,56775,41830,13044,27748,6.59,25.9,32.33,60.61,20.85,0,21876,11601,15.29,FEANTSA_REPORTING,FLASH,2026-01-01
2007,LV,HU100,ADMIN_REGISTER,52148,35427,9321,12219,19.45,32.5,36.33,25.92,12.98,0,48790,5888,21.94,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-07-16
2008,RO,CY555,SURVEY_ESTIMATE,67286,37270,18131,23648,5.64,38.36,28.21,13.95,49.98,1,37346,2378,19.53,CITY_HOMELESSNESS_CENSUS,SECOND,2024-07-02
2009,BG,EE1,SERVICE_USE_ADMIN,31979,24884,5036,4419,10.68,28.87,28.1,50.43,48.01,1,20555,390,0.95,SURVEY_ESTIMATE,BENCHMARK,2025-09-06
2010,FR,LT285,MODELLED_ESTIMATE,29047,20849,8036,11154,27.0,29.32,27.73,60.6,21.99,1,30273,5343,21.05,FEANTSA_REPORTING,FLASH,2024-08-22
2011,LT,FR89,POINT_IN_TIME,68727,49522,12221,27779,20.71,14.09,52.24,47.82,20.08,0,35896,10739,9.92,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-10-25
2012,SK,FI837,ADMIN_REGISTER,22099,16812,3094,5546,20.55,15.35,13.33,17.34,43.08,0,18196,15331,21.29,CITY_HOMELESSNESS_CENSUS,SECOND,2025-01-13
2013,HR,EE163,SURVEY_ESTIMATE,26217,15566,6433,12766,25.17,47.07,50.77,51.48,49.87,1,9695,2341,4.98,SURVEY_ESTIMATE,BENCHMARK,2025-10-28
2014,DE,BG52,SERVICE_USE_ADMIN,12882,5882,4189,5106,13.66,27.29,11.46,12.29,11.15,1,7671,7945,11.49,FEANTSA_REPORTING,FLASH,2025-12-31
2015,LU,IT27,MODELLED_ESTIMATE,913,696,176,123,13.5,38.15,44.64,40.95,6.13,0,642,1703,17.25,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2025-12-21
2016,SI,EE692,POINT_IN_TIME,72953,41122,24469,16025,12.47,22.62,15.33,45.36,15.65,0,69304,8405,7.88,CITY_HOMELESSNESS_CENSUS,SECOND,2024-03-26
2017,CY,RO59,ADMIN_REGISTER,21952,16369,3250,9888,9.84,38.85,8.35,55.23,10.77,1,15470,8189,18.28,SURVEY_ESTIMATE,BENCHMARK,2026-02-03
2018,GR,LU99,SURVEY_ESTIMATE,19961,14348,4094,2048,17.21,34.85,33.13,42.37,13.06,1,15313,8378,2.6,FEANTSA_REPORTING,FLASH,2025-03-25
2019,MT,CZ3,SERVICE_USE_ADMIN,34896,17439,18199,16210,5.3,27.15,29.39,22.58,33.45,0,36697,6577,19.61,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-06-18
2020,ES,AT97,MODELLED_ESTIMATE,1332,782,354,725,25.27,38.02,37.68,15.12,35.62,0,655,9833,13.38,CITY_HOMELESSNESS_CENSUS,SECOND,2024-12-17
2021,CZ,FI64,POINT_IN_TIME,1822,964,480,753,20.82,47.48,39.23,30.33,25.26,1,1495,4778,4.56,SURVEY_ESTIMATE,BENCHMARK,2024-09-25
2022,HU,ES934,ADMIN_REGISTER,63021,37951,18821,14950,13.25,34.11,42.5,40.49,46.57,0,60333,16979,21.31,FEANTSA_REPORTING,FLASH,2026-01-23
2023,NL,IE252,SURVEY_ESTIMATE,46750,30232,16612,17973,5.2,19.81,33.43,59.37,24.62,1,42431,17625,5.48,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2025-05-31
2024,SE,SI96,SERVICE_USE_ADMIN,63487,42075,14022,6616,12.03,24.92,45.04,61.48,29.46,0,66826,20334,21.72,CITY_HOMELESSNESS_CENSUS,SECOND,2024-01-22
2025,DK,ES73,MODELLED_ESTIMATE,15270,9826,3167,6841,14.56,20.28,36.48,14.39,21.2,0,7679,8268,21.52,SURVEY_ESTIMATE,BENCHMARK,2025-12-10
2006,IE,RO77,POINT_IN_TIME,8466,5283,2071,1610,20.27,39.11,21.43,39.91,31.29,0,9731,18551,15.5,FEANTSA_REPORTING,FLASH,2024-03-04
2007,PL,GR4,ADMIN_REGISTER,63983,46455,12957,24157,18.4,46.24,49.17,18.15,27.4,0,42559,2937,12.09,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-01-03
2008,AT,SE43,SURVEY_ESTIMATE,16995,11913,3193,3899,20.78,35.77,14.09,60.8,37.43,1,17897,2540,0.96,CITY_HOMELESSNESS_CENSUS,SECOND,2025-09-12
2009,EE,EE96,SERVICE_USE_ADMIN,80072,41262,27903,32423,6.03,18.86,26.62,23.59,32.94,0,39761,19151,11.99,SURVEY_ESTIMATE,BENCHMARK,2025-05-09
2010,IT,CY783,MODELLED_ESTIMATE,35497,25889,9881,8594,25.47,30.6,30.66,27.49,24.57,0,29881,13904,19.85,FEANTSA_REPORTING,FLASH,2025-08-17
2011,PT,HR76,POINT_IN_TIME,23755,13458,10713,6375,6.58,12.22,53.16,59.07,51.63,0,15764,566,12.05,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-07-31
2012,BE,LU595,ADMIN_REGISTER,55376,28776,22806,9719,6.16,24.52,41.93,22.17,16.89,0,36353,5875,6.3,CITY_HOMELESSNESS_CENSUS,SECOND,2024-02-18
2013,FI,RO9,SURVEY_ESTIMATE,4495,2834,1449,1805,10.3,47.25,22.88,28.95,21.39,1,4633,12107,20.01,SURVEY_ESTIMATE,BENCHMARK,2024-06-03
2014,LV,LT13,SERVICE_USE_ADMIN,65419,55657,7735,27673,8.36,34.78,27.46,47.16,43.4,0,52814,16940,7.75,FEANTSA_REPORTING,FLASH,2024-10-15
2015,RO,RO486,MODELLED_ESTIMATE,22556,18677,3548,5355,8.46,31.76,50.0,10.85,27.93,0,19173,5555,15.89,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-11-23
2016,BG,PL168,POINT_IN_TIME,19550,14028,4708,9361,26.3,34.9,22.97,14.01,42.15,0,12563,11689,10.54,CITY_HOMELESSNESS_CENSUS,SECOND,2025-04-11
2017,FR,FR794,ADMIN_REGISTER,59428,36291,20640,25427,16.75,43.57,28.61,43.96,35.69,0,42095,9553,4.12,SURVEY_ESTIMATE,BENCHMARK,2024-01-22
2018,LT,SE66,SURVEY_ESTIMATE,10118,7347,2502,4982,12.3,12.1,36.32,12.69,17.96,1,6222,17512,19.38,FEANTSA_REPORTING,FLASH,2024-12-23
2019,SK,DK642,SERVICE_USE_ADMIN,64436,44079,20389,29714,10.86,41.22,22.93,30.2,33.93,0,50646,18787,21.97,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2026-01-23
2020,HR,RO534,MODELLED_ESTIMATE,61765,30721,29421,9663,25.05,41.15,17.38,45.33,34.06,0,52467,2781,7.08,CITY_HOMELESSNESS_CENSUS,SECOND,2024-01-07
2021,DE,BG32,POINT_IN_TIME,8971,6587,1721,1054,19.1,34.88,29.78,52.45,9.38,1,5368,4277,5.91,SURVEY_ESTIMATE,BENCHMARK,2025-06-19
2022,LU,CY31,ADMIN_REGISTER,17071,12133,3887,5088,10.79,36.93,51.54,32.09,47.31,0,14813,10962,20.43,FEANTSA_REPORTING,FLASH,2024-06-20
2023,SI,GR778,SURVEY_ESTIMATE,61192,31738,27158,12799,13.7,20.71,28.37,15.62,13.01,1,65547,3787,20.07,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-01-14
2024,CY,LU468,SERVICE_USE_ADMIN,53581,40480,11177,21697,8.77,18.46,21.53,40.76,36.13,1,47044,6917,11.86,CITY_HOMELESSNESS_CENSUS,SECOND,2025-04-19
2025,GR,DK727,MODELLED_ESTIMATE,1108,909,192,161,11.39,13.23,53.0,40.25,31.52,1,834,6779,14.17,SURVEY_ESTIMATE,BENCHMARK,2026-02-10
2006,MT,CZ453,POINT_IN_TIME,82628,68268,9528,23682,19.38,12.47,31.22,15.63,24.79,1,71367,7184,3.41,FEANTSA_REPORTING,FLASH,2025-06-27
2007,ES,PT76,ADMIN_REGISTER,14685,8003,6186,6294,22.57,17.8,50.42,33.28,13.95,1,16504,376,12.51,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-02-06
2008,CZ,DK936,SURVEY_ESTIMATE,2473,1565,895,306,7.7,16.03,12.29,22.27,30.01,1,1199,6933,5.85,CITY_HOMELESSNESS_CENSUS,SECOND,2024-10-28
2009,HU,CY653,SERVICE_USE_ADMIN,99177,76680,21149,16141,18.87,31.34,51.28,24.74,31.24,0,104510,1598,13.48,SURVEY_ESTIMATE,BENCHMARK,2024-09-22
2010,NL,BG93,MODELLED_ESTIMATE,41601,20361,22009,14105,16.52,12.73,21.37,21.92,16.4,0,41323,16355,7.23,FEANTSA_REPORTING,FLASH,2025-12-10
2011,SE,PT22,POINT_IN_TIME,84016,42522,26590,27533,21.52,25.79,11.72,24.0,40.88,0,46647,15547,9.96,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-07-14
2012,DK,ES916,ADMIN_REGISTER,31555,27518,3409,12510,16.47,35.84,17.13,17.28,21.88,1,29688,795,14.36,CITY_HOMELESSNESS_CENSUS,SECOND,2024-12-11
2013,IE,DE330,SURVEY_ESTIMATE,42586,27588,14100,7340,15.5,36.39,34.89,34.92,20.81,1,37246,6904,5.93,SURVEY_ESTIMATE,BENCHMARK,2024-07-02
2014,PL,LU762,SERVICE_USE_ADMIN,23274,17567,3394,5259,27.1,29.67,37.03,10.83,28.51,0,21146,5814,21.16,FEANTSA_REPORTING,FLASH,2025-04-28
2015,AT,BE281,MODELLED_ESTIMATE,52564,24371,26649,28565,24.23,29.04,38.08,23.16,15.34,1,42229,18932,6.96,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2025-12-13
2016,EE,FI898,POINT_IN_TIME,77966,39619,27344,26867,9.81,23.94,44.58,30.84,46.9,0,82910,1058,1.57,CITY_HOMELESSNESS_CENSUS,SECOND,2024-10-24
2017,IT,LV377,ADMIN_REGISTER,52806,32715,15181,13132,15.74,15.65,17.28,19.47,49.47,0,19774,8286,3.87,SURVEY_ESTIMATE,BENCHMARK,2025-06-18
2018,PT,NL849,SURVEY_ESTIMATE,3163,2182,949,1612,23.68,26.28,25.03,38.11,45.24,1,1724,14507,19.27,FEANTSA_REPORTING,FLASH,2026-02-10
2019,BE,AT47,SERVICE_USE_ADMIN,34985,24814,10351,16940,27.98,13.37,38.1,55.13,28.51,1,37479,981,7.52,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-06-11
2020,FI,CY19,MODELLED_ESTIMATE,17560,13406,4163,4080,5.61,42.39,9.18,43.03,18.72,0,12004,6016,13.96,CITY_HOMELESSNESS_CENSUS,SECOND,2025-01-04
2021,LV,AT3,POINT_IN_TIME,22062,11450,8824,8421,24.01,26.69,17.02,32.77,25.83,0,21856,3214,14.75,SURVEY_ESTIMATE,BENCHMARK,2025-01-11
2022,RO,AT5,ADMIN_REGISTER,110836,74335,24432,33853,12.15,16.43,18.46,16.46,24.64,0,126834,3338,1.61,FEANTSA_REPORTING,FLASH,2025-12-29
2023,BG,ES121,SURVEY_ESTIMATE,28250,24512,3615,7071,11.76,28.86,31.13,55.28,40.76,1,12118,10127,6.08,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-10-07
2024,FR,GR5,SERVICE_USE_ADMIN,85594,59318,26589,43184,26.73,37.87,35.69,22.67,18.46,0,43694,8965,11.99,CITY_HOMELESSNESS_CENSUS,SECOND,2024-03-01
2025,LT,BE505,MODELLED_ESTIMATE,51500,24758,26655,14564,6.0,23.72,16.41,46.9,11.14,0,54298,1973,13.84,SURVEY_ESTIMATE,BENCHMARK,2025-03-24
2006,SK,CY531,POINT_IN_TIME,11200,9393,1222,1133,19.07,23.13,48.62,46.85,47.38,0,11129,3618,19.21,FEANTSA_REPORTING,FLASH,2024-03-27
2007,HR,IT454,ADMIN_REGISTER,51274,40213,6120,23643,17.92,25.62,27.63,32.3,9.29,1,29693,7134,8.96,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2025-11-16
2008,DE,FR8,SURVEY_ESTIMATE,14229,9830,3230,6923,17.13,29.93,35.47,57.77,8.29,0,5989,7870,12.2,CITY_HOMELESSNESS_CENSUS,SECOND,2024-09-07
2009,LU,NL6,SERVICE_USE_ADMIN,58150,31037,22505,15095,25.36,45.3,22.16,55.98,31.68,0,53157,5042,13.21,SURVEY_ESTIMATE,BENCHMARK,2025-11-13
2010,SI,RO893,MODELLED_ESTIMATE,64669,46408,11808,33536,19.84,24.94,32.45,36.52,21.23,0,33650,1978,10.01,FEANTSA_REPORTING,FLASH,2024-03-01
2011,CY,AT149,POINT_IN_TIME,66970,51117,12588,11408,20.89,28.62,57.57,19.7,16.65,0,43274,12255,2.14,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2025-07-23
2012,GR,PL4,ADMIN_REGISTER,42756,21556,14015,5760,16.97,42.56,56.91,20.38,35.14,0,49110,12019,6.41,CITY_HOMELESSNESS_CENSUS,SECOND,2025-08-01
2013,MT,RO40,SURVEY_ESTIMATE,78048,56416,17197,33366,23.82,36.64,18.24,54.61,12.98,1,27984,814,18.35,SURVEY_ESTIMATE,BENCHMARK,2024-03-12
2014,ES,SI163,SERVICE_USE_ADMIN,43588,35709,6173,6373,25.31,38.83,9.54,34.01,42.81,1,29171,21855,3.99,FEANTSA_REPORTING,FLASH,2024-02-19
2015,CZ,AT463,MODELLED_ESTIMATE,51162,34088,17816,10928,13.85,33.38,11.49,44.19,11.53,0,50644,5696,3.4,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2025-03-09
2016,HU,DK531,POINT_IN_TIME,52692,41478,6554,12918,15.45,45.64,42.12,42.03,16.69,0,21913,8604,19.99,CITY_HOMELESSNESS_CENSUS,SECOND,2024-03-06
2017,NL,LU955,ADMIN_REGISTER,52218,35631,17327,24964,24.98,27.3,56.79,24.21,39.79,1,56903,4019,21.99,SURVEY_ESTIMATE,BENCHMARK,2025-08-06
2018,SE,HU2,SURVEY_ESTIMATE,26464,17098,5849,4294,16.23,38.18,26.99,55.74,34.0,1,17476,17108,4.93,FEANTSA_REPORTING,FLASH,2025-01-02
2019,DK,RO30,SERVICE_USE_ADMIN,23665,12915,8503,11288,21.4,42.58,36.35,59.76,44.76,0,19058,1154,21.23,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2026-01-24
2020,IE,RO2,MODELLED_ESTIMATE,12346,10798,1438,2568,24.13,18.43,9.48,25.0,13.77,1,12253,3938,3.17,CITY_HOMELESSNESS_CENSUS,SECOND,2025-09-09
2021,PL,NL33,POINT_IN_TIME,67402,47226,11426,20373,27.01,29.9,14.22,38.01,37.82,0,37113,6969,6.91,SURVEY_ESTIMATE,BENCHMARK,2025-11-06
2022,AT,LU1,ADMIN_REGISTER,37774,26396,6680,14968,25.87,26.96,18.96,13.27,45.12,0,28429,15179,14.32,FEANTSA_REPORTING,FLASH,2025-05-04
2023,EE,HR32,SURVEY_ESTIMATE,22869,19424,3282,12159,18.41,20.42,48.96,11.47,22.2,1,21012,2196,15.98,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2025-03-23
2024,IT,IT76,SERVICE_USE_ADMIN,3466,2713,680,1333,14.78,27.29,34.35,21.61,25.55,1,3884,12596,20.57,CITY_HOMELESSNESS_CENSUS,SECOND,2025-01-20
2025,PT,PT671,MODELLED_ESTIMATE,57736,36225,18780,12641,15.6,22.58,48.95,16.59,20.84,1,21498,17071,11.54,SURVEY_ESTIMATE,BENCHMARK,2025-11-08
2006,BE,AT58,POINT_IN_TIME,38244,22977,10281,9221,8.47,16.57,46.2,18.01,8.26,1,40074,17759,16.08,FEANTSA_REPORTING,FLASH,2024-01-31
2007,FI,GR254,ADMIN_REGISTER,42726,32435,6642,6069,20.04,21.64,52.23,43.8,33.72,1,27543,2534,19.29,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-02-07
2008,LV,DE819,SURVEY_ESTIMATE,10652,8188,1519,1797,26.28,34.09,16.37,48.08,35.46,0,9398,3438,15.29,CITY_HOMELESSNESS_CENSUS,SECOND,2024-12-24
2009,RO,DK51,SERVICE_USE_ADMIN,84997,45177,28061,41025,9.65,35.19,11.71,46.39,10.7,1,79994,11892,14.55,SURVEY_ESTIMATE,BENCHMARK,2024-03-18
2010,BG,LU59,MODELLED_ESTIMATE,13053,7171,4078,1372,24.96,12.18,53.05,42.55,26.82,1,12722,23768,0.85,FEANTSA_REPORTING,FLASH,2024-10-29
2011,FR,MT232,POINT_IN_TIME,21349,18227,2338,2180,19.17,15.33,21.99,58.71,48.09,0,7506,9272,21.39,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-07-15
2012,LT,ES2,ADMIN_REGISTER,13895,7199,3961,6585,25.93,34.92,48.23,10.27,19.19,1,10636,16727,12.81,CITY_HOMELESSNESS_CENSUS,SECOND,2025-11-29
2013,SK,LV66,SURVEY_ESTIMATE,56819,28568,17009,13186,10.55,23.9,34.22,55.3,7.99,0,61705,16819,11.68,SURVEY_ESTIMATE,BENCHMARK,2025-07-31
2014,HR,PT17,SERVICE_USE_ADMIN,38667,23771,12446,14387,22.64,43.93,9.12,21.7,46.75,0,34025,2143,20.69,FEANTSA_REPORTING,FLASH,2025-07-14
2015,DE,EE601,MODELLED_ESTIMATE,6621,4473,2175,2156,11.37,20.28,33.12,58.75,19.1,1,3678,7062,18.76,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-11-13
2016,LU,AT83,POINT_IN_TIME,8429,6194,2309,2638,13.2,24.59,50.47,35.24,26.38,0,6325,5026,21.95,CITY_HOMELESSNESS_CENSUS,SECOND,2025-06-08
2017,SI,SE3,ADMIN_REGISTER,81295,37064,26123,42243,14.97,27.04,42.07,28.12,31.62,0,77796,235,7.58,SURVEY_ESTIMATE,BENCHMARK,2024-04-12
2018,CY,FI207,SURVEY_ESTIMATE,43890,21921,14161,7958,21.23,33.18,8.15,17.49,42.65,1,25021,2257,11.4,FEANTSA_REPORTING,FLASH,2024-02-22
2019,GR,LT5,SERVICE_USE_ADMIN,20325,16583,3506,7383,9.68,12.77,24.55,58.65,34.63,0,17047,3940,19.22,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-08-27
2020,MT,CZ4,MODELLED_ESTIMATE,83697,68825,13582,12996,20.14,16.45,24.25,51.51,24.84,1,87748,5900,19.01,CITY_HOMELESSNESS_CENSUS,SECOND,2024-05-04
2021,ES,MT109,POINT_IN_TIME,22011,13801,8017,11985,14.32,46.41,53.35,41.71,7.94,1,23338,11435,15.62,SURVEY_ESTIMATE,BENCHMARK,2025-10-05
2022,CZ,SK9,ADMIN_REGISTER,16912,7979,5470,4356,10.73,46.16,47.64,26.85,27.05,0,12381,21480,14.93,FEANTSA_REPORTING,FLASH,2024-10-09
2023,HU,SE90,SURVEY_ESTIMATE,79366,45682,23095,20243,14.48,42.3,42.78,36.4,15.13,1,82186,12478,11.56,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2025-01-29
2024,NL,SI88,SERVICE_USE_ADMIN,78966,54509,13551,18025,16.76,26.71,51.55,24.74,40.92,1,28713,7337,1.28,CITY_HOMELESSNESS_CENSUS,SECOND,2025-10-22
2025,SE,GR828,MODELLED_ESTIMATE,70188,57492,7565,20735,6.67,13.39,12.52,35.02,18.75,0,59758,10352,13.41,SURVEY_ESTIMATE,BENCHMARK,2025-02-09
2006,DK,CY5,POINT_IN_TIME,6542,2973,2128,675,13.32,19.57,45.4,44.74,27.24,0,4624,17379,16.81,FEANTSA_REPORTING,FLASH,2026-02-05
2007,IE,SK4,ADMIN_REGISTER,7845,6276,938,1857,16.41,35.2,57.98,59.45,24.21,0,3895,980,9.06,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-10-11
2008,PL,IE89,SURVEY_ESTIMATE,9049,5539,2881,2014,12.4,27.05,42.91,21.95,23.62,1,7186,895,21.62,CITY_HOMELESSNESS_CENSUS,SECOND,2024-01-30
2009,AT,NL970,SERVICE_USE_ADMIN,49287,35067,12307,9525,16.46,17.5,36.58,36.71,15.51,1,46384,3179,2.5,SURVEY_ESTIMATE,BENCHMARK,2025-01-22
2010,EE,SK45,MODELLED_ESTIMATE,71162,35473,22060,28898,17.33,27.32,50.14,23.29,11.06,1,69149,11097,17.16,FEANTSA_REPORTING,FLASH,2024-02-24
2011,IT,NL8,POINT_IN_TIME,61554,29079,25952,28134,15.77,12.57,45.81,60.82,7.15,1,52332,9744,8.25,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-09-24
2012,PT,FR22,ADMIN_REGISTER,43926,35704,4938,12046,8.27,19.37,44.32,22.23,38.39,1,21110,1105,1.48,CITY_HOMELESSNESS_CENSUS,SECOND,2025-03-03
2013,BE,BG3,SURVEY_ESTIMATE,25331,16867,7829,12899,23.77,25.38,50.0,48.83,46.5,1,16210,9822,4.07,SURVEY_ESTIMATE,BENCHMARK,2024-09-13
2014,FI,BG96,SERVICE_USE_ADMIN,32924,20199,8531,9427,14.55,19.4,26.83,26.71,8.5,1,27450,6767,12.46,FEANTSA_REPORTING,FLASH,2025-12-08
2015,LV,HU465,MODELLED_ESTIMATE,38347,28883,7149,7867,21.36,21.18,57.15,19.64,30.53,0,19040,5979,20.14,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2025-07-07
2016,RO,HR29,POINT_IN_TIME,10881,5748,3476,2781,10.93,37.48,29.36,33.03,37.88,1,5338,9201,16.23,CITY_HOMELESSNESS_CENSUS,SECOND,2025-07-04
2017,BG,BE7,ADMIN_REGISTER,89106,58712,31683,26870,10.45,16.76,35.59,37.99,31.26,0,61993,10914,7.35,SURVEY_ESTIMATE,BENCHMARK,2024-01-26
2018,FR,BE87,SURVEY_ESTIMATE,93688,78014,13660,32218,23.25,18.67,35.3,19.89,39.94,0,78308,6528,7.31,FEANTSA_REPORTING,FLASH,2025-05-26
2019,LT,HR81,SERVICE_USE_ADMIN,26380,20997,4445,11065,24.67,36.74,21.06,55.45,29.41,1,13697,18334,10.25,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2026-02-10
2020,SK,AT816,MODELLED_ESTIMATE,51163,34717,16477,14301,13.8,29.67,38.16,44.37,20.33,1,29782,6776,4.16,CITY_HOMELESSNESS_CENSUS,SECOND,2024-07-17
2021,HR,MT937,POINT_IN_TIME,6134,3531,2001,2027,13.56,20.78,52.45,40.79,33.19,1,2166,12331,7.38,SURVEY_ESTIMATE,BENCHMARK,2025-10-27
2022,DE,AT431,ADMIN_REGISTER,25621,19801,3462,12105,27.51,31.19,33.0,26.74,49.4,0,13138,9137,3.65,FEANTSA_REPORTING,FLASH,2025-01-15
2023,LU,GR848,SURVEY_ESTIMATE,23748,10838,9179,3470,13.54,26.89,49.77,52.36,45.69,1,17017,4699,12.2,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-01-21
2024,SI,SK69,SERVICE_USE_ADMIN,1719,883,865,938,15.4,20.59,47.07,46.2,46.39,1,1714,14824,11.27,CITY_HOMELESSNESS_CENSUS,SECOND,2025-05-02
2025,CY,HU326,MODELLED_ESTIMATE,50614,27706,17040,9224,21.36,45.42,20.39,24.4,15.65,0,36851,15937,13.2,SURVEY_ESTIMATE,BENCHMARK,2024-09-10
2006,GR,SE619,POINT_IN_TIME,12263,10058,1332,3265,19.27,13.29,45.07,19.96,40.56,0,10118,6873,16.45,FEANTSA_REPORTING,FLASH,2026-02-16
2007,MT,HR8,ADMIN_REGISTER,41098,33821,4830,20007,20.98,43.84,25.55,20.69,10.51,1,43848,14693,15.16,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-12-01
2008,ES,PL42,SURVEY_ESTIMATE,30079,17069,7531,10199,12.1,36.26,22.9,24.85,38.05,0,20913,4967,6.82,CITY_HOMELESSNESS_CENSUS,SECOND,2024-06-25
2009,CZ,BG365,SERVICE_USE_ADMIN,70739,43180,15548,36735,6.91,35.41,26.24,15.97,17.07,0,42668,2791,10.11,SURVEY_ESTIMATE,BENCHMARK,2025-02-15
2010,HU,CZ5,MODELLED_ESTIMATE,18636,12988,3903,2063,22.0,19.37,13.17,16.47,14.24,0,12591,20509,19.69,FEANTSA_REPORTING,FLASH,2024-06-25
2011,NL,LV533,POINT_IN_TIME,26590,21213,4734,12628,19.54,16.69,51.78,11.42,8.3,1,26951,6562,19.46,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2025-12-02
2012,SE,IT885,ADMIN_REGISTER,21205,14613,4983,6119,16.61,31.64,19.13,12.8,34.26,0,11590,1509,11.94,CITY_HOMELESSNESS_CENSUS,SECOND,2025-03-19
2013,DK,PT359,SURVEY_ESTIMATE,19843,10149,9401,9503,25.23,17.03,28.38,33.89,41.84,0,9370,8572,18.21,SURVEY_ESTIMATE,BENCHMARK,2026-02-11
2014,IE,HR19,SERVICE_USE_ADMIN,30530,17556,12381,15036,12.65,25.11,41.18,59.19,16.41,1,13496,3937,20.32,FEANTSA_REPORTING,FLASH,2024-06-07
2015,PL,CZ1,MODELLED_ESTIMATE,90108,73416,11231,44493,19.34,16.53,30.1,46.63,7.94,0,55295,12936,16.03,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-09-30
2016,AT,FR28,POINT_IN_TIME,49213,23731,19925,23262,22.17,15.45,28.9,55.25,50.63,1,27699,12322,2.68,CITY_HOMELESSNESS_CENSUS,SECOND,2024-04-02
2017,EE,LU3,ADMIN_REGISTER,11653,5738,5308,3373,6.49,42.12,15.31,29.16,44.92,0,8856,14463,10.02,SURVEY_ESTIMATE,BENCHMARK,2025-12-10
2018,IT,CY864,SURVEY_ESTIMATE,86379,48802,34867,24035,24.89,12.89,11.74,32.13,42.03,0,57872,22334,6.01,FEANTSA_REPORTING,FLASH,2024-09-17
2019,PT,AT662,SERVICE_USE_ADMIN,50987,44867,3900,7622,6.84,21.45,26.46,56.56,51.57,1,48751,23500,12.43,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-01-26
2020,BE,EE73,MODELLED_ESTIMATE,8297,6239,1710,1703,13.45,24.24,53.8,43.79,48.86,1,7465,14628,6.12,CITY_HOMELESSNESS_CENSUS,SECOND,2025-10-10
2021,FI,PL73,POINT_IN_TIME,79762,60827,15750,9879,22.63,32.22,11.62,28.43,37.38,1,66272,9382,20.03,SURVEY_ESTIMATE,BENCHMARK,2024-02-10
