energy_price_rate_effective_date,energy_price_utility_id,energy_price_tariff_code,energy_price_customer_class,energy_price_fixed_charge_inr,energy_price_energy_charge_cents_kwh,energy_price_demand_charge_inr_kw,energy_price_fuel_adjustment_cents_kwh,energy_price_riders_surcharges_inr,energy_price_bill_amount_avg_inr,energy_price_bill_amount_p95_inr,energy_price_arrears_rate_pct,energy_price_disconnection_rate_pct,energy_price_reconnection_rate_pct,energy_price_payment_plan_enrollment,energy_price_assistance_program_uptake,energy_price_net_metering_credit_rate,energy_price_time_variant_pricing_flag,energy_price_low_income_discount_flag,energy_price_regulatory_docket_id
2024-05-11,DISCOMNR03,LT1A,agriculture,407.13,108.791,590.91,30.755,190.67,2663.4,5405.11,4.96,1.14,1.09,11156,0.189,6.708,0,1,ERC202405-00149
2019-08-12,DISCOMNR03,LT2,residential,353.13,80.14,34.13,17.831,52.95,6547.17,12605.02,4.86,0.34,0.35,74361,0.314,1.244,0,1,ERC201908-00150
2022-01-20,DISCOMWR06,HT2,residential,289.01,117.699,419.96,2.457,151.93,2076.78,3020.9,10.93,0.73,0.66,59920,0.363,3.915,0,0,ERC202201-00151
2020-10-05,DISCOMWR03,LT1A,industrial,449.61,110.966,271.86,17.473,112.98,20387.66,35077.11,6.79,0.0,0.0,117499,0.465,2.875,0,0,ERC202010-00152
2025-07-23,DISCOMER03,GOV,agriculture,216.25,52.811,530.82,17.579,98.09,15363.79,31386.89,7.14,0.55,0.64,35702,0.075,3.186,1,0,ERC202507-00153
2020-01-02,DISCOMER06,HT1,residential,130.29,47.902,259.3,34.527,163.34,22160.38,45926.51,6.32,1.02,0.63,86183,0.203,3.365,1,0,ERC202001-00154
2025-05-10,DISCOMWR04,HT1,agriculture,58.25,104.81,76.88,32.655,219.1,5158.28,11935.33,6.43,0.47,0.47,4887,0.435,2.842,0,0,ERC202505-00155
2022-05-20,DISCOMER04,HT1,agriculture,184.92,26.986,613.5,22.307,64.09,6233.82,12925.42,9.98,1.85,2.18,118535,0.367,6.755,0,0,ERC202205-00156
2022-10-29,DISCOMSR05,EV1,commercial,91.83,57.779,578.62,1.882,91.99,1472.4,3708.59,4.52,0.56,0.36,52757,0.133,6.058,1,0,ERC202210-00157
2019-03-04,DISCOMER01,LT2,industrial,204.66,77.739,110.51,27.942,43.14,13503.34,24538.27,7.43,0.56,0.4,32551,0.0,4.064,1,0,ERC201903-00158
2023-03-02,DISCOMWR05,LT1A,agriculture,432.62,42.704,236.0,1.619,271.58,13252.72,28974.31,8.85,0.94,0.73,90437,0.428,7.753,1,0,ERC202303-00159
2023-12-23,DISCOMSR03,AG1,commercial,64.36,73.361,340.21,34.323,287.65,17352.07,48642.36,0.0,0.56,0.34,32002,0.362,3.817,0,1,ERC202312-00160
2022-07-01,DISCOMNE06,HT1,industrial,243.41,98.182,464.73,25.737,22.03,7059.22,13460.1,4.04,1.28,0.95,38048,0.0,2.911,1,0,ERC202207-00161
2025-07-06,DISCOMNE02,TEMP,residential,291.08,80.14,364.57,18.179,200.99,20322.0,33432.67,7.38,1.89,1.35,43780,0.33,2.157,0,0,ERC202507-00162
2023-05-18,DISCOMNR04,TEMP,residential,291.83,32.492,57.69,4.118,227.26,2457.2,3523.31,8.39,0.38,0.3,66299,0.345,4.83,1,0,ERC202305-00163
2019-12-16,DISCOMER06,HT2,commercial,47.91,81.915,246.32,10.041,252.84,6227.58,18125.57,0.93,1.48,1.51,106009,0.222,4.696,1,0,ERC201912-00164
2023-11-18,DISCOMSR04,LT2,commercial,341.01,87.456,381.18,18.507,170.41,6770.48,12649.33,8.8,0.0,0.0,77777,0.115,5.39,0,1,ERC202311-00165
2023-04-15,DISCOMSR05,EV1,industrial,144.11,78.52,480.94,13.225,187.63,19861.66,38179.91,4.61,0.18,0.15,13032,0.093,2.788,0,0,ERC202304-00166
2022-11-22,DISCOMWR04,TEMP,commercial,148.58,89.796,417.62,29.058,61.92,13822.03,23617.35,3.95,1.01,1.06,109292,0.11,0.177,0,0,ERC202211-00167
2024-11-16,DISCOMSR03,HT1,residential,127.75,34.478,101.33,3.934,214.12,17539.45,47921.83,6.24,0.0,0.0,21162,0.315,4.857,0,0,ERC202411-00168
2021-12-26,DISCOMER05,GOV,agriculture,74.04,69.19,535.35,17.319,11.6,21132.37,59193.89,12.14,0.0,0.0,9075,0.288,5.838,1,0,ERC202112-00169
2020-06-18,DISCOMSR06,LT1A,commercial,84.58,30.692,84.54,8.865,99.51,2773.75,6410.98,3.84,1.19,1.15,34290,0.199,0.16,0,0,ERC202006-00170
2025-02-15,DISCOMNE06,GOV,industrial,157.58,79.765,615.6,2.599,63.98,2069.57,5763.45,3.98,0.26,0.25,21683,0.152,0.449,1,1,ERC202502-00171
2024-12-25,DISCOMER03,HT1,commercial,220.45,64.606,209.26,4.797,123.65,11581.77,26851.27,12.68,0.31,0.32,118797,0.0,5.527,1,0,ERC202412-00172
2021-11-09,DISCOMNR02,EV1,residential,116.12,55.959,173.41,16.511,21.7,9630.26,19917.97,3.18,0.93,0.77,31886,0.171,5.897,0,1,ERC202111-00173
2023-10-08,DISCOMNR05,LT2,residential,268.68,95.091,520.78,2.247,75.44,21638.97,33558.56,7.74,0.92,1.04,92412,0.215,5.135,0,1,ERC202310-00174
2022-10-16,DISCOMNR04,AG1,commercial,41.17,26.531,253.95,14.962,146.2,20369.55,38253.98,7.14,1.55,1.43,48920,0.186,0.949,0,0,ERC202210-00175
2023-12-22,DISCOMER01,AG1,agriculture,247.81,93.126,48.91,23.614,298.49,5104.27,12709.6,10.96,0.88,0.86,23197,0.214,3.476,1,0,ERC202312-00176
2019-10-17,DISCOMER01,HT2,commercial,127.43,87.531,156.19,25.148,226.66,955.97,1598.75,9.94,1.06,0.67,96686,0.141,1.981,1,1,ERC201910-00177
2020-09-04,DISCOMSR05,GOV,industrial,37.29,104.529,154.61,20.137,104.65,6980.57,11343.49,6.53,0.46,0.3,118923,0.154,5.046,0,1,ERC202009-00178
2020-04-26,DISCOMSR02,HT1,industrial,61.25,44.505,588.91,25.823,200.79,16680.72,29234.04,6.76,0.71,0.71,84187,0.267,1.647,1,0,ERC202004-00179
2023-08-17,DISCOMSR02,GOV,agriculture,243.28,109.633,35.78,24.971,26.81,14839.38,21135.72,2.36,0.33,0.28,83036,0.206,2.328,0,1,ERC202308-00180
2020-06-12,DISCOMNE01,HT2,commercial,242.01,36.777,456.15,16.921,89.51,10535.69,21014.1,0.0,0.64,0.72,69323,0.353,0.736,1,0,ERC202006-00181
2024-03-19,DISCOMWR06,GOV,residential,183.95,30.088,259.79,21.611,253.11,15793.05,44151.99,11.88,1.16,1.13,71676,0.325,8.382,0,1,ERC202403-00182
2020-08-22,DISCOMER05,AG1,industrial,117.89,34.593,331.0,1.999,81.31,13591.46,30305.42,5.87,0.96,0.82,68545,0.141,0.562,0,1,ERC202008-00183
2024-11-22,DISCOMSR01,TEMP,industrial,334.1,70.927,222.51,28.985,77.14,14575.24,40642.04,7.36,0.94,0.99,68351,0.346,5.002,0,0,ERC202411-00184
2024-07-04,DISCOMNE06,LT2,commercial,250.66,113.67,636.61,34.784,237.16,8965.27,12929.66,0.76,0.97,0.59,37382,0.183,2.152,1,0,ERC202407-00185
2022-09-17,DISCOMNE06,HT2,commercial,322.45,36.476,378.47,23.511,274.11,23956.44,64915.54,6.96,0.93,0.83,42122,0.062,2.148,1,1,ERC202209-00186
2022-04-23,DISCOMER04,TEMP,agriculture,308.23,73.666,155.3,17.017,206.7,15035.09,30637.11,10.45,0.25,0.2,25554,0.125,7.363,1,1,ERC202204-00187
2019-08-25,DISCOMNE05,HT1,residential,368.74,86.811,116.22,3.305,216.37,11887.72,22513.49,9.93,0.0,0.0,112258,0.336,0.532,1,0,ERC201908-00188
2019-07-03,DISCOMNR04,HT2,commercial,45.63,77.68,56.83,21.801,119.71,753.37,2250.79,6.34,0.95,1.09,52617,0.429,7.579,0,0,ERC201907-00189
2023-03-26,DISCOMSR05,GOV,commercial,23.24,91.815,555.43,10.237,281.99,11958.47,20694.89,4.58,0.99,0.89,111190,0.329,7.17,1,1,ERC202303-00190
2020-04-02,DISCOMER02,EV1,industrial,431.35,59.497,353.23,4.242,46.82,14839.01,25578.03,7.02,1.96,2.26,102095,0.231,5.962,1,1,ERC202004-00191
2021-08-19,DISCOMER05,HT1,industrial,204.35,39.118,76.88,8.807,114.86,3225.5,6157.98,3.88,0.0,0.0,104378,0.154,3.953,1,0,ERC202108-00192
2023-10-19,DISCOMSR04,TEMP,residential,157.48,108.03,65.07,30.441,237.91,14461.99,41664.21,4.84,1.31,1.54,45911,0.105,2.113,1,0,ERC202310-00193
2024-10-12,DISCOMER04,AG1,commercial,287.95,72.446,542.85,3.924,135.67,4402.95,8729.43,10.03,1.3,0.92,76485,0.324,6.668,1,1,ERC202410-00194
2025-03-09,DISCOMNE05,HT1,commercial,294.71,114.023,286.1,0.624,234.61,7170.63,21210.98,9.24,1.6,1.78,80494,0.099,8.088,1,0,ERC202503-00195
2021-04-15,DISCOMNE01,AG1,industrial,126.69,89.458,248.99,16.573,76.72,15818.96,45468.15,6.97,0.25,0.3,111443,0.235,4.052,0,1,ERC202104-00196
2022-06-08,DISCOMWR05,LT1A,agriculture,151.92,114.216,402.84,30.095,50.6,17839.19,34959.4,3.18,0.68,0.76,42685,0.277,6.204,1,1,ERC202206-00197
2022-12-29,DISCOMSR05,GOV,industrial,209.39,79.84,148.78,15.373,228.67,14510.55,38851.56,0.0,1.21,0.89,27393,0.377,2.844,1,0,ERC202212-00198
2019-09-07,DISCOMNR03,LT2,residential,366.33,96.906,119.72,24.841,161.82,9949.01,19095.24,8.69,1.23,1.16,3763,0.219,6.799,0,0,ERC201909-00199
2022-07-24,DISCOMER06,EV1,commercial,61.68,107.153,191.05,33.213,91.38,11260.52,23486.33,3.22,1.57,1.72,76059,0.184,3.034,0,1,ERC202207-00200
2021-03-22,DISCOMWR03,GOV,industrial,405.54,98.843,422.29,26.873,229.33,20617.39,58692.85,0.94,1.35,1.39,25486,0.358,7.152,0,0,ERC202103-00201
2019-11-03,DISCOMNR04,HT2,agriculture,94.33,116.383,469.8,18.873,147.8,7819.82,16098.27,8.37,0.66,0.76,91905,0.105,7.523,1,1,ERC201911-00202
2019-07-05,DISCOMWR02,TEMP,residential,40.29,78.128,220.9,21.303,115.81,22994.12,39443.77,5.93,0.91,0.69,6645,0.396,4.972,1,1,ERC201907-00203
2023-10-22,DISCOMNR01,TEMP,commercial,288.6,101.038,507.09,17.495,254.66,11530.78,33129.45,6.57,1.2,1.3,63650,0.254,0.412,0,0,ERC202310-00204
2020-12-11,DISCOMNE04,TEMP,agriculture,69.83,81.401,577.2,31.493,148.75,8827.16,18718.23,6.58,1.87,1.84,11426,0.09,5.357,0,1,ERC202012-00205
2021-12-27,DISCOMWR01,AG1,industrial,258.95,63.948,261.32,27.821,184.96,3757.96,10904.88,6.15,1.28,1.52,106684,0.183,7.641,1,0,ERC202112-00206
2022-09-06,DISCOMSR04,HT1,commercial,248.12,29.024,427.2,22.101,84.25,19313.6,28949.4,0.55,0.74,0.45,56096,0.276,3.785,1,1,ERC202209-00207
2022-06-24,DISCOMNR04,LT2,agriculture,112.39,96.853,608.22,17.584,187.55,20756.12,35078.92,7.26,0.54,0.38,47696,0.323,2.119,1,1,ERC202206-00208
2019-06-26,DISCOMWR03,TEMP,industrial,218.44,111.603,287.6,17.846,103.21,20330.47,29210.55,8.21,1.0,0.72,87880,0.24,2.643,1,0,ERC201906-00209
2021-10-28,DISCOMNR01,LT2,agriculture,203.24,68.028,5.74,22.77,27.48,13383.47,20339.23,4.09,0.37,0.36,30730,0.099,1.84,0,1,ERC202110-00210
2020-02-13,DISCOMNE03,LT1A,residential,317.93,43.532,598.18,12.774,299.46,11289.4,16890.7,7.79,0.96,0.97,13791,0.073,2.941,0,0,ERC202002-00211
2019-03-11,DISCOMSR05,LT2,agriculture,252.26,113.143,222.96,6.757,81.99,18373.61,45419.84,5.09,1.64,1.4,1295,0.0,7.971,1,1,ERC201903-00212
2021-12-16,DISCOMER01,HT2,industrial,402.97,119.057,501.74,14.179,137.1,23645.57,35179.66,3.3,0.15,0.17,109019,0.357,1.103,0,1,ERC202112-00213
2019-10-05,DISCOMSR02,TEMP,residential,343.49,52.85,619.17,14.411,279.26,23384.91,54687.26,3.23,0.19,0.15,42675,0.312,0.167,0,0,ERC201910-00214
2022-03-25,DISCOMSR05,GOV,commercial,206.09,36.94,603.79,16.874,97.53,22130.51,36674.31,4.09,0.15,0.11,59128,0.343,1.327,0,0,ERC202203-00215
2022-05-09,DISCOMER06,LT1A,commercial,23.79,113.469,154.73,0.025,35.12,2655.45,7824.63,8.88,0.77,0.82,91709,0.0,0.694,0,1,ERC202205-00216
2022-10-15,DISCOMSR01,AG1,industrial,84.48,111.379,369.25,15.34,58.43,1966.11,5009.97,4.4,0.43,0.4,87454,0.068,7.714,1,0,ERC202210-00217
2021-09-20,DISCOMNE02,LT1A,commercial,377.02,100.424,111.2,15.9,168.96,13936.81,32087.0,0.0,0.36,0.27,27192,0.211,0.574,0,1,ERC202109-00218
2025-02-15,DISCOMER02,HT2,residential,162.59,93.538,57.34,14.969,70.43,8969.64,24124.16,10.89,0.0,0.0,42701,0.08,1.364,1,1,ERC202502-00219
2021-09-28,DISCOMSR03,LT2,commercial,225.04,56.908,96.39,27.017,222.36,1666.36,3588.47,5.2,1.04,0.88,84363,0.145,6.854,0,0,ERC202109-00220
2021-01-14,DISCOMNE01,LT1A,industrial,299.08,59.572,12.06,17.069,220.27,19514.77,27789.44,3.46,0.38,0.36,106696,0.177,5.923,0,1,ERC202101-00221
2020-06-05,DISCOMWR02,GOV,residential,254.31,35.84,593.33,13.883,278.48,14417.33,41972.35,11.28,1.14,0.81,97840,0.228,2.279,1,1,ERC202006-00222
2019-02-05,DISCOMNR01,LT2,industrial,397.43,34.272,279.32,21.091,109.13,19699.65,54204.66,6.28,1.19,1.25,10408,0.299,4.733,1,0,ERC201902-00223
2022-10-06,DISCOMWR05,HT1,agriculture,334.68,116.953,589.04,25.637,225.31,17873.72,52562.47,11.39,0.31,0.33,30979,0.012,5.115,0,1,ERC202210-00224
2023-06-09,DISCOMNR04,LT1A,industrial,267.51,87.486,511.75,19.89,104.41,9427.99,20241.23,6.48,0.88,1.05,62853,0.0,6.676,0,1,ERC202306-00225
2021-11-25,DISCOMER06,HT2,commercial,210.77,91.667,266.7,14.366,246.37,12428.03,20424.91,2.42,2.0,2.02,101920,0.034,7.081,0,0,ERC202111-00226
2023-12-24,DISCOMSR02,GOV,residential,234.38,95.424,521.33,10.319,181.54,8900.91,18537.86,9.8,1.24,1.46,46530,0.266,0.704,1,0,ERC202312-00227
2022-05-08,DISCOMWR05,EV1,agriculture,185.58,44.679,240.68,19.916,221.35,9238.24,25944.8,3.44,1.23,1.42,53222,0.33,5.507,0,1,ERC202205-00228
2021-01-22,DISCOMWR01,LT2,agriculture,54.27,49.153,185.64,25.329,112.83,13296.9,36819.35,3.19,0.0,0.0,23653,0.406,2.797,1,1,ERC202101-00229
2023-01-19,DISCOMSR03,LT1A,commercial,199.95,54.706,291.26,12.116,118.44,9706.83,27673.86,10.48,0.76,0.55,60690,0.072,4.092,0,1,ERC202301-00230
2019-06-17,DISCOMER03,HT1,industrial,33.03,58.742,480.04,24.278,32.65,2334.36,6239.72,8.05,0.41,0.45,113768,0.023,0.896,0,0,ERC201906-00231
2025-06-03,DISCOMNR04,HT2,commercial,337.01,77.973,563.75,11.498,258.59,15951.23,24462.76,4.54,0.82,0.77,94275,0.43,6.746,0,1,ERC202506-00232
2021-03-28,DISCOMNR05,GOV,commercial,254.16,106.515,157.29,28.691,102.49,10316.35,16839.68,8.61,0.0,0.0,72901,0.371,7.525,1,1,ERC202103-00233
2023-09-18,DISCOMNE02,GOV,residential,415.77,92.164,348.45,12.142,185.74,9039.81,14430.21,0.95,0.0,0.0,21043,0.35,7.02,1,0,ERC202309-00234
2021-09-03,DISCOMER03,AG1,industrial,241.61,43.482,394.07,27.501,132.26,20485.82,29837.46,2.35,1.41,1.45,44991,0.204,1.688,0,1,ERC202109-00235
2023-01-28,DISCOMSR03,LT1A,residential,51.76,41.447,124.32,6.061,37.86,10989.6,19868.4,11.13,0.43,0.27,52882,0.104,2.757,1,0,ERC202301-00236
2019-08-06,DISCOMNR04,TEMP,industrial,175.07,103.234,394.68,16.011,251.37,22501.0,41464.2,7.58,0.8,0.66,67336,0.114,3.2,0,1,ERC201908-00237
2023-08-05,DISCOMER01,LT1A,commercial,412.21,58.563,611.03,24.925,29.8,21660.24,61042.3,5.2,1.23,1.18,13483,0.298,3.356,1,1,ERC202308-00238
2023-11-21,DISCOMWR06,LT1A,commercial,100.64,65.858,529.54,2.199,197.48,11408.71,25001.24,12.06,0.0,0.0,105808,0.008,7.013,1,1,ERC202311-00239
2020-10-05,DISCOMER01,EV1,residential,87.58,50.916,39.55,10.771,53.11,885.09,2365.55,8.69,0.88,1.0,74505,0.488,4.59,1,1,ERC202010-00240
2024-04-14,DISCOMER06,HT1,industrial,113.1,79.236,355.47,7.978,160.99,9286.71,21399.44,3.79,0.8,0.83,46120,0.422,4.002,1,1,ERC202404-00241
2023-12-23,DISCOMWR06,TEMP,industrial,83.5,84.749,78.69,29.05,37.54,19021.53,29801.33,2.42,0.79,0.84,29735,0.316,0.003,1,0,ERC202312-00242
2025-05-08,DISCOMNR04,TEMP,commercial,82.24,101.373,502.09,30.281,254.72,7535.8,20320.54,1.94,0.17,0.17,38487,0.156,0.041,1,0,ERC202505-00243
2020-08-31,DISCOMSR03,GOV,residential,28.13,118.247,517.29,4.159,143.73,7121.27,21285.37,12.26,0.29,0.33,42202,0.203,5.493,1,0,ERC202008-00244
2024-07-16,DISCOMSR01,AG1,residential,319.0,118.255,142.68,5.042,146.17,783.04,1842.04,6.04,0.12,0.14,20191,0.428,7.472,0,0,ERC202407-00245
2023-05-25,DISCOMNR03,LT2,agriculture,423.36,50.302,345.62,25.815,69.32,6841.11,14315.23,2.31,1.36,1.45,100059,0.296,1.654,0,0,ERC202305-00246
2020-12-13,DISCOMWR01,TEMP,industrial,414.86,55.211,239.43,34.98,1.2,10456.76,23720.07,6.55,0.99,1.12,102252,0.0,2.382,0,1,ERC202012-00247
2020-06-17,DISCOMWR02,EV1,commercial,20.86,74.866,179.23,31.747,11.82,4495.07,7904.07,6.73,0.6,0.63,5861,0.238,1.818,1,1,ERC202006-00248
2022-09-08,DISCOMER03,HT2,agriculture,324.48,73.017,144.01,19.942,224.73,11279.8,21720.24,8.7,0.0,0.0,101137,0.521,5.861,0,1,ERC202209-00249
2024-04-12,DISCOMSR03,LT1A,commercial,200.92,56.262,615.8,26.807,151.77,15533.81,44421.64,9.0,0.78,0.57,72332,0.108,4.33,0,1,ERC202404-00250
2020-08-17,DISCOMWR01,TEMP,agriculture,235.18,51.891,397.96,8.615,65.59,19169.31,56438.81,5.55,0.74,0.71,50946,0.167,0.432,1,1,ERC202008-00251
2021-04-18,DISCOMNE05,HT1,residential,389.94,117.818,544.37,22.694,59.86,11834.78,23107.56,6.06,0.31,0.34,113867,0.179,3.223,0,0,ERC202104-00252
2023-12-11,DISCOMNE04,AG1,residential,275.88,103.649,46.58,20.958,189.86,3705.94,5867.89,4.65,1.65,1.54,84463,0.233,1.445,1,0,ERC202312-00253
2025-01-05,DISCOMWR03,HT2,residential,377.65,67.795,13.49,3.417,7.77,18772.72,30191.3,4.57,1.16,1.37,86789,0.125,1.468,0,1,ERC202501-00254
2023-05-11,DISCOMER04,LT2,agriculture,58.98,77.716,112.82,32.967,254.85,13515.89,34271.34,7.64,1.1,0.89,19318,0.19,8.402,0,1,ERC202305-00255
2024-03-30,DISCOMNE01,EV1,residential,187.17,53.299,51.37,29.889,124.86,7636.7,12982.65,7.02,0.46,0.55,113788,0.373,3.508,0,1,ERC202403-00256
2020-03-10,DISCOMER03,LT2,agriculture,235.92,35.441,209.6,0.278,169.37,21108.77,61699.86,5.64,0.84,0.96,59473,0.422,5.5,1,1,ERC202003-00257
2025-03-06,DISCOMNR01,TEMP,industrial,287.17,65.238,469.66,4.043,109.7,6521.74,15641.61,2.88,0.63,0.58,86330,0.306,4.85,0,1,ERC202503-00258
2021-07-29,DISCOMWR01,LT1A,agriculture,151.97,98.085,299.25,1.968,202.81,14043.97,38784.55,6.57,0.36,0.29,47400,0.119,0.167,0,0,ERC202107-00259
2024-01-12,DISCOMSR01,TEMP,residential,371.56,118.87,597.88,30.463,201.45,11072.16,16810.39,2.88,1.22,0.78,34528,0.409,1.725,1,1,ERC202401-00260
2020-02-13,DISCOMNR03,HT2,commercial,316.84,60.56,122.68,22.089,147.0,4410.27,8807.74,6.1,0.29,0.2,84441,0.419,7.102,0,1,ERC202002-00261
2021-05-22,DISCOMER03,GOV,commercial,267.79,51.065,489.17,10.956,159.33,17419.65,43821.04,8.03,0.0,0.0,50486,0.117,5.649,1,0,ERC202105-00262
2019-03-16,DISCOMER05,HT1,industrial,40.37,44.628,449.85,14.515,264.99,5307.76,12859.45,6.85,2.59,2.73,96190,0.134,1.249,0,0,ERC201903-00263
2020-03-31,DISCOMNR05,GOV,industrial,234.26,29.9,477.78,16.075,99.21,20747.58,44856.93,1.34,0.68,0.49,100918,0.134,4.087,1,1,ERC202003-00264
2021-05-27,DISCOMER04,EV1,commercial,222.72,56.392,606.83,15.318,150.23,16505.52,44277.26,10.35,0.68,0.56,2480,0.179,1.649,0,0,ERC202105-00265
2024-12-05,DISCOMSR03,EV1,agriculture,275.58,117.907,384.11,9.251,290.17,2354.49,6302.13,10.28,0.39,0.44,65449,0.245,8.147,1,1,ERC202412-00266
2025-03-05,DISCOMWR05,EV1,industrial,321.27,71.054,214.41,15.502,143.78,709.84,1275.33,1.52,0.77,0.85,65420,0.425,7.823,0,1,ERC202503-00267
2019-05-05,DISCOMER02,LT1A,residential,24.22,47.292,637.27,5.53,86.55,20696.58,52819.33,0.75,0.72,0.55,27827,0.432,1.979,0,1,ERC201905-00268
2023-10-23,DISCOMNR05,EV1,industrial,331.01,33.056,466.12,13.124,208.75,24269.52,69065.32,9.44,0.7,0.7,11102,0.355,1.641,0,1,ERC202310-00269
2025-04-20,DISCOMNR02,GOV,industrial,277.51,44.993,632.28,33.294,116.32,3229.31,8399.01,5.1,0.33,0.3,64147,0.26,4.353,0,1,ERC202504-00270
2021-11-08,DISCOMNE03,GOV,industrial,62.22,51.041,614.03,10.16,296.21,11670.2,34072.99,9.29,0.0,0.0,44210,0.244,8.152,1,1,ERC202111-00271
2020-01-21,DISCOMNR02,GOV,residential,28.7,30.638,513.72,26.557,296.16,2108.89,5128.54,9.22,1.31,0.87,2364,0.378,5.149,1,0,ERC202001-00272
2023-12-20,DISCOMER03,GOV,commercial,44.89,42.557,117.09,19.884,288.41,16681.96,42236.59,6.41,0.73,0.53,25690,0.268,8.264,0,0,ERC202312-00273
2022-11-23,DISCOMSR02,HT1,industrial,149.03,59.03,160.35,28.582,70.39,8937.3,19527.91,4.54,0.0,0.0,2827,0.522,0.624,0,0,ERC202211-00274
2022-07-09,DISCOMER02,HT1,industrial,168.75,61.298,146.57,13.636,36.69,21280.73,36665.69,5.66,0.0,0.0,63851,0.0,6.892,0,0,ERC202207-00275
2022-05-19,DISCOMER04,AG1,industrial,162.48,76.284,512.57,23.498,245.53,2079.16,3648.76,0.0,1.24,0.92,63289,0.0,2.898,1,1,ERC202205-00276
2020-07-14,DISCOMNR04,HT1,commercial,384.77,118.075,71.7,31.335,287.05,21534.52,48845.86,5.09,1.1,1.23,1095,0.132,6.121,0,0,ERC202007-00277
2023-07-20,DISCOMER06,GOV,industrial,195.22,68.131,265.3,28.652,59.9,15704.71,31579.96,2.15,0.93,0.64,101654,0.295,1.172,0,0,ERC202307-00278
2022-12-13,DISCOMSR06,HT2,commercial,428.97,108.397,471.28,33.027,42.42,3137.17,8704.18,8.4,1.38,1.51,100910,0.177,7.63,1,0,ERC202212-00279
2019-12-16,DISCOMNR01,HT2,commercial,396.41,56.272,232.08,19.662,37.47,22580.92,51598.6,8.21,1.17,0.88,53560,0.198,0.67,1,1,ERC201912-00280
2021-05-11,DISCOMER05,GOV,agriculture,219.07,55.994,388.2,21.446,147.63,17525.35,43112.49,12.02,0.12,0.12,48609,0.467,0.714,1,0,ERC202105-00281
2021-06-24,DISCOMNE04,HT1,industrial,188.57,35.206,450.4,18.215,63.36,13128.28,29540.22,8.78,1.02,0.75,45786,0.108,5.057,1,0,ERC202106-00282
2021-07-10,DISCOMWR01,LT1A,industrial,174.26,54.058,367.29,17.193,132.49,3086.18,8548.39,8.99,0.8,0.88,104309,0.479,3.011,1,1,ERC202107-00283
2022-10-30,DISCOMNE05,TEMP,agriculture,269.5,69.88,456.51,31.084,202.33,17422.37,27912.62,8.98,1.03,1.0,32402,0.059,4.989,0,0,ERC202210-00284
2025-03-08,DISCOMSR03,AG1,residential,76.06,51.753,284.94,10.516,144.46,9516.61,25752.43,4.88,0.56,0.57,106126,0.51,0.328,1,0,ERC202503-00285
2024-03-31,DISCOMNE01,HT2,commercial,105.87,38.754,461.2,20.194,121.55,983.71,1727.03,4.27,1.71,1.67,16342,0.059,5.803,0,1,ERC202403-00286
2023-03-04,DISCOMSR04,HT2,commercial,394.04,49.729,64.56,34.606,34.22,8119.96,19179.69,11.73,1.21,1.08,116359,0.177,1.189,1,0,ERC202303-00287
2022-11-01,DISCOMSR03,EV1,industrial,429.05,48.496,582.06,33.913,28.65,4485.69,8744.95,6.18,0.67,0.51,11194,0.072,7.629,1,0,ERC202211-00288
2019-06-15,DISCOMER04,HT1,residential,62.32,101.557,560.11,16.413,282.83,4437.6,7322.35,4.2,0.56,0.5,23693,0.11,7.611,0,0,ERC201906-00289
2023-06-06,DISCOMWR06,AG1,agriculture,99.95,116.007,641.75,26.033,218.87,2443.55,6525.13,9.7,0.84,0.85,117258,0.03,1.701,0,1,ERC202306-00290
2023-03-14,DISCOMER02,LT1A,commercial,399.07,80.634,74.58,24.515,166.61,21185.54,45585.37,4.97,0.0,0.0,25834,0.119,5.94,0,0,ERC202303-00291
2020-09-18,DISCOMWR05,EV1,commercial,151.15,53.303,536.2,9.731,99.87,8423.77,25156.75,2.35,0.77,0.8,117928,0.351,7.012,1,1,ERC202009-00292
2024-12-05,DISCOMWR05,HT1,residential,26.15,25.087,464.46,26.0,95.78,22104.87,52688.16,2.19,1.19,1.39,53743,0.268,6.015,1,0,ERC202412-00293
2021-09-23,DISCOMNR05,GOV,agriculture,392.64,30.208,149.34,12.065,149.43,6301.04,10298.59,3.4,1.34,1.16,67860,0.0,7.263,0,1,ERC202109-00294
2019-07-15,DISCOMNE01,GOV,residential,324.25,53.473,319.25,20.633,235.16,23136.46,60569.13,2.0,0.46,0.5,60900,0.365,2.316,0,0,ERC201907-00295
2023-01-28,DISCOMWR02,LT2,commercial,310.52,83.179,603.19,25.832,186.7,13440.99,28322.29,6.13,2.11,1.46,977,0.0,1.34,0,1,ERC202301-00296
2023-01-05,DISCOMWR06,HT1,residential,41.17,35.961,61.81,5.852,59.74,4143.75,6862.33,8.21,0.54,0.58,53453,0.293,0.486,1,0,ERC202301-00297
2021-04-23,DISCOMNE02,EV1,commercial,304.53,93.66,434.55,32.216,19.78,16407.1,23025.0,11.09,0.0,0.0,48158,0.37,2.125,0,0,ERC202104-00298
2023-10-25,DISCOMER01,LT2,industrial,97.0,97.94,119.36,17.64,16.03,18552.83,44284.16,7.55,0.0,0.0,88641,0.475,5.53,0,1,ERC202310-00299
2024-03-23,DISCOMER03,LT2,residential,344.89,118.386,187.12,23.376,285.72,7513.96,14928.98,8.93,1.05,0.84,39896,0.004,3.025,0,0,ERC202403-00300
