env_land_mapping_year,env_land_landcover_class_code,env_land_protected_area_id,env_land_management_designation,env_land_habitat_type_code,env_land_biodiversity_richness_index,env_land_species_observation_count,env_land_invasive_species_presence_flag,env_land_wetland_area_acres,env_land_forest_canopy_pct,env_land_impervious_surface_pct,env_land_soil_erosion_risk_score,env_land_carbon_stock_estimate_tons,env_land_restoration_project_flag,env_land_prescribed_burn_acres,env_land_trail_density_mi_sqmi,env_land_public_access_score,env_land_conservation_easement_flag,env_land_land_parcel_fragmentation_index,env_land_remote_sensing_sensor
2020,forest,IN-PA-0000181,unprotected,tropical_dry,74,38,0,33.8,31.8,0.0,22,31386,0,78.7,4.58,47,0,47,Sentinel_2
2011,forest,IN-PA-0000182,national_park,grassland,51,24,0,101.8,40.3,18.5,44,3703,1,0.9,0.84,64,1,31,Sentinel_2
2010,forest,IN-PA-0000183,unprotected,tropical_dry,62,29,0,315.9,31.3,0.0,15,5055,0,60.8,0.91,56,0,50,Resourcesat_2
2024,shrubland,IN-PA-0000184,wildlife_sanctuary,grassland,93,32,0,144.5,54.9,8.7,29,10926,0,1.2,2.79,35,0,63,Resourcesat_2
2019,urban,IN-PA-0000185,unprotected,tropical_moist,65,36,0,44.7,40.2,0.0,35,16515,0,75.2,2.28,49,0,35,Sentinel_2
2024,forest,IN-PA-0000186,reserved_forest,tropical_moist,44,38,0,466.9,51.5,18.8,77,3928,0,229.2,0.3,40,0,11,MODIS
2013,wetland,IN-PA-0000187,reserved_forest,tropical_moist,50,32,0,488.5,46.3,33.9,75,7848,0,20.9,1.52,62,0,47,MODIS
2025,grassland,IN-PA-0000188,reserved_forest,montane,87,27,0,127.7,27.0,5.1,23,25657,0,234.5,2.18,38,0,39,Resourcesat_2
2020,forest,IN-PA-0000189,reserved_forest,tropical_dry,58,33,0,58.0,19.1,7.4,26,4764,0,0.7,1.51,56,1,47,Sentinel_2
2007,grassland,IN-PA-0000190,wildlife_sanctuary,grassland,70,34,0,53.2,54.8,34.6,24,7452,0,0.5,4.29,67,0,34,Cartosat_3
2017,forest,IN-PA-0000191,unprotected,mixed,50,36,0,103.3,49.4,15.4,40,12952,0,37.9,0.7,38,0,50,Sentinel_2
2010,forest,IN-PA-0000192,unprotected,montane,43,33,0,90.1,24.0,8.8,26,6170,1,18.7,2.29,78,0,32,Sentinel_2
2007,cropland,IN-PA-0000193,reserved_forest,riverine,41,37,1,27.7,0.0,27.9,8,18018,0,63.3,4.79,85,0,80,Resourcesat_2
2022,water,IN-PA-0000194,reserved_forest,tropical_dry,64,33,0,82.7,48.4,22.3,9,13793,1,23.7,1.53,35,0,39,Sentinel_2
2006,grassland,IN-PA-0000195,national_park,montane,91,36,0,58.4,61.5,6.2,3,10085,0,155.8,0.55,48,0,0,MODIS
2014,forest,IN-PA-0000196,reserved_forest,riverine,63,36,0,185.2,14.1,26.6,34,4080,0,11.7,2.15,43,0,52,Landsat_8
2020,forest,IN-PA-0000197,unprotected,coastal,67,34,0,100.1,43.5,0.0,42,6280,0,113.2,0.29,57,0,37,Landsat_9
2013,forest,IN-PA-0000198,reserved_forest,tropical_dry,55,40,0,181.1,60.8,17.3,42,2608,0,119.0,0.32,43,0,44,MODIS
2010,cropland,IN-PA-0000199,reserved_forest,tropical_dry,46,32,0,132.2,19.1,11.0,22,4631,0,15.4,0.0,72,0,31,Resourcesat_2
2010,forest,IN-PA-0000200,wildlife_sanctuary,riverine,48,45,0,23.5,0.0,5.3,28,5200,0,27.4,0.0,45,0,56,Sentinel_2
2006,forest,IN-PA-0000201,wildlife_sanctuary,mixed,41,38,0,19.7,62.8,0.0,65,1559,0,17.2,3.0,71,0,38,Sentinel_2
2011,forest,IN-PA-0000202,unprotected,tropical_moist,53,36,1,80.3,0.0,23.0,69,20712,1,172.2,1.83,46,0,64,Resourcesat_2
2017,urban,IN-PA-0000203,unprotected,tropical_moist,47,31,0,21.2,37.7,37.4,76,5114,0,38.4,1.36,77,0,73,Landsat_8
2018,cropland,IN-PA-0000204,unprotected,tropical_dry,60,39,0,187.9,46.2,11.6,32,4150,0,88.0,1.77,69,0,42,Sentinel_2
2023,wetland,IN-PA-0000205,unprotected,desert,86,37,1,80.9,28.3,1.4,22,5359,1,9.4,0.0,45,0,13,Landsat_9
2015,cropland,IN-PA-0000206,reserved_forest,tropical_moist,80,39,0,220.2,81.4,10.0,34,12647,0,47.1,2.7,66,0,54,Sentinel_2
2010,cropland,IN-PA-0000207,wildlife_sanctuary,mixed,55,33,0,392.4,36.5,37.2,68,2335,0,31.0,2.35,37,0,16,Resourcesat_2
2006,grassland,IN-PA-0000208,unprotected,montane,46,23,0,26.4,45.5,5.3,45,10839,0,0.9,2.91,70,0,39,Sentinel_2
2009,forest,IN-PA-0000209,conservation_reserve,tropical_moist,66,43,0,100.6,25.8,31.2,9,8551,0,120.8,0.87,49,0,63,Landsat_8
2009,cropland,IN-PA-0000210,unprotected,desert,25,36,1,320.6,42.0,0.0,63,14787,0,20.0,0.82,53,0,49,VIIRS
2013,barren,IN-PA-0000211,unprotected,mixed,63,44,0,109.2,43.5,10.7,64,31030,0,4.7,2.33,43,0,24,Sentinel_2
2018,urban,IN-PA-0000212,conservation_reserve,grassland,33,44,0,116.5,28.9,24.9,44,24879,0,85.3,2.93,73,0,35,VIIRS
2021,shrubland,IN-PA-0000213,unprotected,montane,61,42,1,39.6,14.0,13.6,50,2463,0,52.6,2.32,74,0,38,Resourcesat_2
2016,forest,IN-PA-0000214,unprotected,mixed,75,26,0,73.7,4.2,36.9,64,3925,0,94.6,1.35,40,0,34,Resourcesat_2
2023,grassland,IN-PA-0000215,unprotected,tropical_dry,71,33,1,155.5,18.2,27.6,32,20626,0,23.3,0.58,28,0,55,Resourcesat_2
2014,cropland,IN-PA-0000216,reserved_forest,tropical_dry,79,41,0,256.2,70.9,23.3,86,9680,0,67.9,1.31,43,0,48,Sentinel_2
2017,urban,IN-PA-0000217,unprotected,mixed,54,40,1,42.3,0.0,15.0,60,18312,0,21.3,0.79,58,0,24,Landsat_8
2006,grassland,IN-PA-0000218,reserved_forest,grassland,61,35,0,169.5,69.7,27.6,44,7348,0,21.2,0.63,34,0,11,Sentinel_2
2012,forest,IN-PA-0000219,reserved_forest,tropical_dry,58,43,0,97.3,74.6,18.4,44,1521,0,45.8,1.54,34,0,56,Sentinel_2
2021,forest,IN-PA-0000220,reserved_forest,riverine,66,29,0,143.7,33.3,22.4,33,5766,0,78.3,2.35,36,0,45,Landsat_8
2012,wetland,IN-PA-0000221,community_reserve,riverine,37,31,0,43.6,67.6,10.7,42,17920,0,124.9,0.51,32,0,40,MODIS
2025,shrubland,IN-PA-0000222,unprotected,montane,57,31,1,143.7,33.3,40.9,64,23630,0,133.3,2.06,64,0,34,Landsat_9
2007,cropland,IN-PA-0000223,wildlife_sanctuary,desert,60,27,1,226.9,25.5,37.2,59,11033,0,39.0,2.99,53,0,46,Sentinel_2
2011,cropland,IN-PA-0000224,wildlife_sanctuary,tropical_dry,63,38,0,142.8,19.0,0.0,27,3698,0,131.3,1.68,76,0,44,Sentinel_2
2021,urban,IN-PA-0000225,reserved_forest,montane,45,46,1,28.8,26.1,0.0,60,12354,0,218.0,0.0,34,0,31,Landsat_8
2020,grassland,IN-PA-0000226,reserved_forest,mixed,77,46,0,357.3,45.9,8.4,59,17889,0,205.5,0.0,44,0,33,Landsat_8
2020,grassland,IN-PA-0000227,reserved_forest,mixed,58,23,0,55.6,33.0,28.8,13,15742,0,10.8,1.3,75,0,35,Resourcesat_2
2005,cropland,IN-PA-0000228,unprotected,tropical_moist,64,29,1,74.9,23.9,0.0,61,10056,0,253.8,2.72,55,0,28,Resourcesat_2
2008,forest,IN-PA-0000229,reserved_forest,coastal,39,40,0,125.1,8.3,18.2,56,3378,0,159.1,1.11,66,0,49,Resourcesat_2
2018,cropland,IN-PA-0000230,unprotected,tropical_dry,46,24,0,133.8,1.8,8.8,71,20202,0,9.9,2.21,46,0,50,MODIS
2025,grassland,IN-PA-0000231,unprotected,tropical_dry,54,36,0,430.8,5.8,0.0,20,3003,0,26.2,1.28,55,0,52,VIIRS
2010,urban,IN-PA-0000232,reserved_forest,desert,84,40,0,11.9,17.9,12.9,26,6188,0,90.6,2.27,15,0,25,Resourcesat_2
2017,forest,IN-PA-0000233,unprotected,grassland,69,36,0,170.8,95.0,20.0,36,17490,0,137.7,1.44,79,0,14,Sentinel_2
2023,forest,IN-PA-0000234,unprotected,tropical_dry,83,33,0,214.0,58.9,8.9,42,26737,0,62.1,1.51,69,0,52,MODIS
2024,forest,IN-PA-0000235,wildlife_sanctuary,coastal,43,35,0,113.5,64.2,37.7,0,4713,0,13.9,4.69,19,0,63,MODIS
2024,grassland,IN-PA-0000236,reserved_forest,riverine,90,44,0,75.1,35.5,17.0,58,4973,0,11.2,2.41,52,0,8,Sentinel_2
2021,cropland,IN-PA-0000237,unprotected,coastal,69,28,1,28.4,10.8,18.5,17,5754,0,1.4,2.4,66,0,61,Resourcesat_2
2019,wetland,IN-PA-0000238,reserved_forest,tropical_moist,74,34,0,130.6,0.0,31.3,26,8139,0,33.6,1.11,63,0,46,Landsat_9
2019,water,IN-PA-0000239,national_park,tropical_moist,35,40,0,812.4,44.3,3.7,28,4237,1,0.2,1.84,60,0,80,MODIS
2015,grassland,IN-PA-0000240,unprotected,tropical_moist,36,39,1,427.6,31.2,8.7,22,4846,0,132.2,1.48,67,0,53,Resourcesat_2
2015,water,IN-PA-0000241,reserved_forest,montane,48,35,1,109.7,30.6,16.5,54,3094,0,51.4,2.18,52,0,11,VIIRS
2014,wetland,IN-PA-0000242,unprotected,montane,65,47,0,39.0,16.9,7.5,0,2503,0,8.8,1.02,47,0,68,Cartosat_3
2005,grassland,IN-PA-0000243,reserved_forest,tropical_dry,70,39,0,243.0,27.7,0.0,36,6414,0,34.3,0.52,62,0,36,Resourcesat_2
2015,grassland,IN-PA-0000244,unprotected,riverine,60,36,0,156.9,0.0,17.5,44,6033,0,127.7,4.44,45,0,52,Sentinel_2
2013,cropland,IN-PA-0000245,unprotected,tropical_moist,43,37,0,13.1,16.6,20.2,60,6939,0,87.5,1.95,65,0,48,Sentinel_2
2013,forest,IN-PA-0000246,wildlife_sanctuary,mixed,77,33,0,23.7,26.8,14.1,62,4671,0,149.6,0.8,57,0,54,Landsat_9
2005,cropland,IN-PA-0000247,wildlife_sanctuary,montane,66,30,1,1049.6,57.8,34.3,66,2271,0,21.8,0.77,63,0,73,Sentinel_2
2009,urban,IN-PA-0000248,unprotected,tropical_moist,40,35,0,31.3,23.4,20.1,36,4246,0,17.6,0.86,70,0,48,Landsat_8
2009,grassland,IN-PA-0000249,wildlife_sanctuary,grassland,31,37,0,85.3,62.2,30.1,21,4234,0,56.4,0.66,82,1,73,VIIRS
2019,cropland,IN-PA-0000250,community_reserve,tropical_dry,50,33,1,224.6,32.1,22.2,36,2140,0,33.1,0.57,56,0,38,Resourcesat_2
2020,shrubland,IN-PA-0000251,unprotected,tropical_moist,44,25,1,93.2,8.7,31.7,27,12354,0,137.4,1.58,47,0,51,Resourcesat_2
2024,forest,IN-PA-0000252,unprotected,tropical_dry,59,37,0,58.1,26.8,47.4,27,3931,0,50.1,3.32,49,0,71,MODIS
2014,forest,IN-PA-0000253,reserved_forest,tropical_moist,63,30,1,274.7,49.8,20.7,57,6865,0,8.8,0.0,69,0,52,Sentinel_2
2021,water,IN-PA-0000254,reserved_forest,coastal,52,36,0,170.6,47.2,32.1,58,4018,0,12.0,0.72,52,0,70,Cartosat_3
2006,forest,IN-PA-0000255,unprotected,tropical_moist,66,33,0,157.2,15.6,23.8,88,4684,0,22.0,0.64,69,0,37,MODIS
2018,grassland,IN-PA-0000256,unprotected,mangrove,58,36,0,36.5,70.3,34.1,49,5503,0,4.0,1.19,56,0,43,Landsat_8
2010,water,IN-PA-0000257,reserved_forest,grassland,39,31,0,99.6,48.2,28.2,16,4733,0,6.1,0.92,79,0,66,Resourcesat_2
2012,wetland,IN-PA-0000258,unprotected,mixed,51,31,0,333.6,66.0,7.7,37,6365,0,28.4,1.76,60,0,67,Cartosat_3
2012,cropland,IN-PA-0000259,reserved_forest,tropical_dry,59,32,0,103.3,40.7,20.7,18,9668,0,12.9,0.99,42,0,63,Sentinel_2
2020,forest,IN-PA-0000260,unprotected,mangrove,42,32,0,91.6,63.5,11.5,37,17999,0,32.7,2.02,78,0,62,VIIRS
2015,forest,IN-PA-0000261,wildlife_sanctuary,mangrove,63,24,0,75.1,26.5,22.4,55,3235,0,77.6,2.04,43,0,51,Resourcesat_2
2012,wetland,IN-PA-0000262,wildlife_sanctuary,tropical_moist,97,41,0,216.7,51.4,33.0,47,1372,0,72.9,1.96,41,0,28,Sentinel_2
2012,wetland,IN-PA-0000263,reserved_forest,riverine,82,38,0,80.4,18.5,16.8,27,18146,0,23.3,1.96,64,0,37,Resourcesat_2
2023,grassland,IN-PA-0000264,wildlife_sanctuary,mixed,69,36,0,109.1,67.0,22.4,9,8397,0,17.1,0.0,40,0,32,Landsat_8
2025,grassland,IN-PA-0000265,unprotected,grassland,82,33,0,23.8,0.0,50.3,23,10162,0,5.8,1.59,59,0,65,Landsat_8
2008,cropland,IN-PA-0000266,unprotected,desert,66,41,0,131.0,70.4,20.2,29,4499,0,237.1,0.0,56,0,30,Sentinel_2
2017,wetland,IN-PA-0000267,national_park,coastal,64,29,0,29.9,0.0,11.4,56,45586,0,13.6,0.69,61,0,5,Resourcesat_2
2014,shrubland,IN-PA-0000268,reserved_forest,mixed,59,39,0,160.4,0.0,0.0,30,9597,0,22.5,1.68,94,0,51,Cartosat_3
2025,wetland,IN-PA-0000269,reserved_forest,mangrove,76,37,0,44.9,8.0,34.9,60,5702,0,165.1,1.91,65,0,49,Landsat_9
2021,water,IN-PA-0000270,unprotected,riverine,70,27,0,49.9,37.2,21.9,27,2626,0,99.1,1.46,51,0,58,Sentinel_2
2022,wetland,IN-PA-0000271,unprotected,tropical_moist,39,29,1,58.9,41.5,38.2,59,25527,0,68.7,0.54,100,0,63,Landsat_9
2006,urban,IN-PA-0000272,reserved_forest,mangrove,47,34,1,107.4,46.6,23.3,47,2411,0,45.2,1.71,71,0,47,Resourcesat_2
2025,forest,IN-PA-0000273,unprotected,mixed,88,37,0,160.0,19.0,40.1,48,52647,0,172.7,3.99,50,0,40,Sentinel_2
2010,forest,IN-PA-0000274,unprotected,tropical_moist,56,21,0,480.2,31.9,25.8,58,18051,0,3.1,2.4,84,0,46,Landsat_8
2020,cropland,IN-PA-0000275,national_park,riverine,63,35,0,220.6,25.8,8.9,30,4808,0,11.9,3.21,21,0,52,Landsat_9
2015,cropland,IN-PA-0000276,wildlife_sanctuary,tropical_moist,48,34,0,111.3,32.4,22.0,53,11816,0,79.1,1.14,54,0,39,Sentinel_2
2015,grassland,IN-PA-0000277,community_reserve,coastal,77,35,0,213.5,41.8,25.4,80,3341,0,28.0,0.63,48,0,38,MODIS
2013,cropland,IN-PA-0000278,unprotected,tropical_dry,66,40,0,37.4,31.1,35.2,20,20533,0,19.1,2.57,57,0,66,Sentinel_2
2023,cropland,IN-PA-0000279,wildlife_sanctuary,montane,58,26,0,114.4,38.3,19.0,44,3753,0,74.3,4.59,59,0,53,Resourcesat_2
2017,plantation,IN-PA-0000280,unprotected,montane,67,31,0,729.3,4.3,0.0,20,2516,0,56.6,0.71,49,0,36,MODIS
2012,grassland,IN-PA-0000281,national_park,mixed,54,45,0,27.7,56.4,11.9,20,2676,0,59.0,0.97,72,0,38,MODIS
2013,forest,IN-PA-0000282,unprotected,mangrove,52,39,0,228.2,47.9,24.8,45,11671,0,115.0,3.22,76,0,50,Cartosat_3
2023,forest,IN-PA-0000283,unprotected,riverine,39,38,0,126.7,39.3,23.1,55,8870,0,10.6,0.14,32,0,20,MODIS
2007,urban,IN-PA-0000284,unprotected,tropical_dry,67,32,0,35.2,16.1,19.6,70,8992,0,59.9,1.41,31,0,52,VIIRS
2024,cropland,IN-PA-0000285,unprotected,tropical_dry,77,36,0,77.0,17.8,22.4,59,4595,0,306.3,3.53,85,0,46,Landsat_8
2025,water,IN-PA-0000286,community_reserve,tropical_dry,65,35,0,296.5,29.3,18.6,47,6258,0,47.4,1.77,48,0,46,VIIRS
2020,urban,IN-PA-0000287,national_park,tropical_moist,48,40,1,648.2,58.7,13.3,50,9712,0,21.4,0.0,25,0,38,VIIRS
2016,urban,IN-PA-0000288,unprotected,tropical_moist,59,39,0,246.5,12.3,33.7,43,26649,0,35.2,0.01,52,0,40,Landsat_8
2023,forest,IN-PA-0000289,wildlife_sanctuary,tropical_moist,86,22,0,141.7,5.2,23.6,44,5994,0,11.5,0.0,62,0,50,Cartosat_3
2023,cropland,IN-PA-0000290,national_park,riverine,68,37,0,58.2,15.3,10.3,7,11587,0,181.0,2.46,66,0,24,Cartosat_3
2016,wetland,IN-PA-0000291,unprotected,montane,29,39,0,125.9,50.6,29.2,35,32192,0,3.9,0.71,65,0,46,Sentinel_2
2018,urban,IN-PA-0000292,reserved_forest,tropical_dry,51,34,0,103.7,40.7,27.3,76,14188,1,7.1,3.0,54,1,45,MODIS
2011,urban,IN-PA-0000293,wildlife_sanctuary,riverine,29,38,0,65.1,49.1,22.7,39,5179,0,18.4,1.05,30,0,52,Sentinel_2
2022,cropland,IN-PA-0000294,reserved_forest,montane,81,39,0,12.2,17.6,0.0,52,7814,0,160.7,1.82,55,0,33,Sentinel_2
2013,grassland,IN-PA-0000295,conservation_reserve,mixed,58,38,1,43.2,34.0,11.2,21,11416,0,160.2,0.22,67,0,51,Resourcesat_2
2015,forest,IN-PA-0000296,unprotected,riverine,69,40,0,51.2,52.3,9.7,45,1833,0,63.8,1.68,75,0,53,Cartosat_3
2025,shrubland,IN-PA-0000297,unprotected,riverine,62,35,0,100.5,18.0,0.0,16,4506,0,31.0,1.95,62,0,58,MODIS
2012,cropland,IN-PA-0000298,reserved_forest,riverine,48,32,0,52.8,70.5,0.0,42,9921,1,48.9,1.24,78,0,48,Landsat_8
2021,forest,IN-PA-0000299,unprotected,tropical_dry,81,41,0,353.8,51.3,12.0,59,43221,0,138.7,2.96,36,0,40,Landsat_9
2019,urban,IN-PA-0000300,reserved_forest,mixed,40,44,1,251.3,27.3,24.4,56,28909,0,74.2,0.93,56,0,52,Landsat_8
2021,wetland,IN-PA-0000301,unprotected,riverine,32,35,0,36.6,67.3,17.0,16,2729,0,109.0,0.84,50,0,57,Sentinel_2
2021,cropland,IN-PA-0000302,unprotected,mixed,72,28,0,70.8,24.1,32.1,27,3144,0,9.2,1.46,88,0,40,Landsat_8
2018,cropland,IN-PA-0000303,wildlife_sanctuary,mixed,73,31,0,66.5,5.6,40.7,38,39285,0,42.6,3.16,71,0,11,Resourcesat_2
2006,wetland,IN-PA-0000304,reserved_forest,riverine,62,42,0,103.0,34.3,0.0,24,2905,0,47.1,0.95,100,0,55,MODIS
2006,forest,IN-PA-0000305,reserved_forest,tropical_moist,73,54,0,192.3,23.3,36.5,22,2414,0,23.9,1.98,60,0,62,Resourcesat_2
2018,shrubland,IN-PA-0000306,unprotected,desert,43,41,0,78.1,36.6,12.6,20,1616,0,89.9,2.47,70,0,35,Landsat_9
2025,shrubland,IN-PA-0000307,unprotected,tropical_moist,46,29,0,61.1,59.0,10.3,41,4984,0,78.6,3.46,61,0,63,Cartosat_3
2018,cropland,IN-PA-0000308,unprotected,desert,52,25,0,337.6,32.4,29.1,48,43224,0,6.2,0.32,34,0,55,Sentinel_2
2017,urban,IN-PA-0000309,wildlife_sanctuary,montane,35,38,0,28.6,21.9,38.5,21,17647,0,39.8,1.11,50,0,20,Resourcesat_2
2008,grassland,IN-PA-0000310,national_park,coastal,81,38,0,468.6,34.6,0.0,36,8011,0,275.3,2.96,58,0,68,Landsat_9
2020,wetland,IN-PA-0000311,unprotected,mixed,58,25,1,210.5,54.1,25.5,9,34372,0,29.5,0.63,32,0,59,Sentinel_2
2007,water,IN-PA-0000312,conservation_reserve,desert,41,29,0,131.7,12.8,26.7,54,44186,0,72.9,3.12,55,0,43,Landsat_8
2010,cropland,IN-PA-0000313,reserved_forest,montane,33,36,0,33.7,0.0,23.4,43,5059,0,23.1,3.49,32,0,63,Cartosat_3
2012,cropland,IN-PA-0000314,reserved_forest,mangrove,48,33,1,557.7,20.3,17.8,26,1921,0,4.1,2.98,100,1,55,Landsat_9
2013,urban,IN-PA-0000315,unprotected,tropical_dry,62,34,0,388.3,23.2,24.6,45,2483,0,65.3,0.94,76,1,35,MODIS
2010,forest,IN-PA-0000316,unprotected,mixed,43,43,0,36.4,31.7,5.2,52,3838,0,454.1,1.82,65,0,58,Sentinel_2
2017,cropland,IN-PA-0000317,community_reserve,tropical_moist,62,37,0,211.2,24.0,14.6,32,7558,0,18.9,2.22,72,0,33,Landsat_8
2015,forest,IN-PA-0000318,unprotected,mixed,54,40,1,62.9,21.7,17.6,14,37221,1,111.3,2.25,81,0,45,Landsat_8
2019,water,IN-PA-0000319,unprotected,riverine,68,31,0,115.2,11.3,27.0,29,18253,0,196.6,1.0,81,0,51,Sentinel_2
2016,grassland,IN-PA-0000320,national_park,mangrove,35,40,1,291.5,13.9,17.4,44,3731,1,99.3,2.34,60,0,68,Resourcesat_2
2017,forest,IN-PA-0000321,wildlife_sanctuary,riverine,32,28,0,155.3,60.2,11.2,27,13768,1,82.9,2.83,52,0,55,Landsat_9
2019,cropland,IN-PA-0000322,unprotected,mixed,73,26,0,398.3,23.3,21.5,56,14273,0,66.3,2.91,62,0,36,MODIS
2013,urban,IN-PA-0000323,national_park,grassland,47,33,0,409.2,0.0,51.3,67,2371,1,35.9,1.65,57,0,18,Sentinel_2
2014,forest,IN-PA-0000324,unprotected,tropical_moist,96,31,0,700.8,19.3,14.8,46,5133,0,12.3,0.0,32,0,43,Landsat_9
2019,cropland,IN-PA-0000325,reserved_forest,tropical_dry,39,42,0,33.5,56.3,0.0,68,1341,0,47.5,1.41,22,0,91,Sentinel_2
2014,water,IN-PA-0000326,unprotected,montane,77,34,0,721.0,22.9,10.7,33,12698,0,47.2,0.0,73,1,72,Sentinel_2
2011,forest,IN-PA-0000327,unprotected,mixed,82,34,0,21.2,32.3,7.1,58,6190,0,13.7,2.19,72,0,33,Sentinel_2
2016,plantation,IN-PA-0000328,unprotected,mixed,49,26,0,261.9,38.9,23.3,54,8197,0,10.9,0.91,54,0,77,Sentinel_2
2021,cropland,IN-PA-0000329,unprotected,tropical_moist,68,34,0,57.5,30.1,3.1,62,20868,1,123.4,1.29,37,0,69,Cartosat_3
2010,forest,IN-PA-0000330,unprotected,mixed,55,27,0,543.4,14.0,26.1,68,22885,0,6.9,0.92,45,0,36,Resourcesat_2
2021,forest,IN-PA-0000331,national_park,tropical_dry,74,40,0,281.3,26.0,3.4,13,19285,1,2.4,3.54,66,0,93,Landsat_9
2019,wetland,IN-PA-0000332,reserved_forest,tropical_dry,48,37,1,128.3,24.3,17.4,41,19271,0,19.1,2.65,50,0,42,MODIS
2007,forest,IN-PA-0000333,unprotected,tropical_moist,65,18,0,102.6,33.4,26.0,17,7768,0,30.6,1.42,33,0,66,Sentinel_2
2006,urban,IN-PA-0000334,reserved_forest,tropical_moist,48,31,0,259.8,82.6,28.8,27,7415,1,0.6,3.0,61,0,17,Landsat_8
2012,cropland,IN-PA-0000335,unprotected,mixed,92,26,1,101.1,19.8,3.2,40,30337,0,119.2,2.53,44,0,26,VIIRS
2023,water,IN-PA-0000336,unprotected,montane,73,35,0,761.0,70.0,8.7,77,5670,0,162.8,2.76,70,0,60,Cartosat_3
2011,forest,IN-PA-0000337,wildlife_sanctuary,mixed,56,38,1,62.0,10.5,6.8,69,2106,0,4.4,0.0,60,0,47,Landsat_8
2025,cropland,IN-PA-0000338,unprotected,coastal,78,43,0,146.0,19.2,29.1,26,1466,0,120.8,4.67,74,0,61,Landsat_8
2023,grassland,IN-PA-0000339,reserved_forest,montane,50,28,1,318.2,11.2,0.5,53,18869,0,76.6,3.07,44,0,72,Resourcesat_2
2012,urban,IN-PA-0000340,unprotected,grassland,62,22,0,33.6,16.5,8.1,88,7244,0,74.7,1.44,79,0,31,Sentinel_2
2006,grassland,IN-PA-0000341,unprotected,montane,58,40,0,198.5,61.4,13.8,18,21917,0,161.7,2.7,35,0,48,Cartosat_3
2018,urban,IN-PA-0000342,unprotected,coastal,66,40,0,175.7,33.6,0.0,70,2646,0,1.5,1.44,50,0,59,Sentinel_2
2023,grassland,IN-PA-0000343,unprotected,mangrove,64,36,0,124.1,0.0,27.1,28,6256,0,39.8,2.99,37,0,68,Landsat_9
2006,cropland,IN-PA-0000344,reserved_forest,grassland,43,39,0,12.7,15.1,29.0,48,10444,1,24.5,2.1,32,0,26,Resourcesat_2
2006,cropland,IN-PA-0000345,unprotected,grassland,75,38,0,159.1,0.0,17.9,52,43482,0,15.3,0.0,39,0,21,Resourcesat_2
2022,urban,IN-PA-0000346,wildlife_sanctuary,riverine,46,29,0,22.8,30.3,0.0,58,4290,0,331.2,1.0,37,0,50,VIIRS
2009,forest,IN-PA-0000347,conservation_reserve,tropical_dry,69,29,0,413.2,31.3,22.7,54,21629,0,143.5,3.47,93,0,73,Sentinel_2
2016,barren,IN-PA-0000348,unprotected,tropical_moist,75,36,0,12.5,26.3,55.2,21,6896,0,96.4,0.48,49,0,50,Sentinel_2
2020,grassland,IN-PA-0000349,reserved_forest,grassland,84,31,0,501.8,60.8,24.2,41,5639,0,277.9,1.84,60,0,31,Resourcesat_2
2005,cropland,IN-PA-0000350,wildlife_sanctuary,grassland,81,37,0,41.1,11.8,0.0,26,21143,0,124.7,3.41,48,0,36,Landsat_9
2018,water,IN-PA-0000351,unprotected,montane,38,40,0,37.7,39.1,18.9,45,32487,0,29.4,3.02,58,0,42,MODIS
2016,grassland,IN-PA-0000352,unprotected,tropical_dry,81,36,0,55.4,16.1,24.3,51,9212,0,34.7,1.15,59,0,16,Landsat_9
2015,wetland,IN-PA-0000353,wildlife_sanctuary,mixed,65,27,0,47.7,57.7,26.3,65,1016,1,15.2,1.09,37,1,47,Resourcesat_2
2010,forest,IN-PA-0000354,unprotected,tropical_dry,42,31,0,226.1,0.0,0.0,15,4045,1,53.3,0.02,55,0,34,Sentinel_2
2009,urban,IN-PA-0000355,unprotected,tropical_dry,38,34,0,58.5,20.5,26.0,40,4930,0,133.4,2.59,28,0,47,Cartosat_3
2006,water,IN-PA-0000356,conservation_reserve,grassland,25,33,0,119.5,77.0,24.6,77,15493,1,162.8,1.3,47,0,77,VIIRS
2011,forest,IN-PA-0000357,unprotected,tropical_moist,24,32,1,50.8,21.6,40.4,15,2146,0,23.4,1.92,61,0,67,Sentinel_2
2024,forest,IN-PA-0000358,unprotected,riverine,40,33,1,206.7,2.2,3.6,40,8562,0,44.1,4.83,72,0,58,Sentinel_2
2012,cropland,IN-PA-0000359,unprotected,grassland,25,42,0,508.2,39.3,13.7,25,9040,0,202.6,1.77,41,0,39,MODIS
2009,cropland,IN-PA-0000360,unprotected,desert,57,35,1,36.9,65.2,26.7,65,12010,0,14.1,2.44,79,1,61,Sentinel_2
2014,water,IN-PA-0000361,unprotected,tropical_dry,46,49,0,79.6,42.9,0.0,50,22061,0,17.0,2.68,75,0,24,Sentinel_2
2022,plantation,IN-PA-0000362,wildlife_sanctuary,desert,70,38,0,74.3,39.8,17.2,16,2448,0,0.0,1.05,43,0,32,Sentinel_2
2005,urban,IN-PA-0000363,reserved_forest,montane,82,36,0,20.7,10.6,8.2,33,5979,0,188.7,1.33,37,0,41,Landsat_8
2025,urban,IN-PA-0000364,national_park,montane,54,44,0,41.6,45.4,7.8,11,5270,0,48.2,0.47,44,0,65,Resourcesat_2
