demo_migflow_move_year,demo_migflow_origin_geoid,demo_migflow_destination_geoid,demo_migflow_move_type_code,demo_migflow_age_at_move,demo_migflow_household_size_at_move,demo_migflow_primary_reason_for_move,demo_migflow_housing_tenure_before_move,demo_migflow_housing_tenure_after_move,demo_migflow_distance_miles_estimate,demo_migflow_commute_change_minutes,demo_migflow_income_bracket_before_move,demo_migflow_income_bracket_after_move,demo_migflow_education_level,demo_migflow_citizenship_status,demo_migflow_foreign_born_indicator,demo_migflow_interstate_flow_count,demo_migflow_intrastate_flow_count,demo_migflow_survey_weight,demo_migflow_data_collection_wave
2019,16159,01159,INTERSTATE,12,6,MILITARY,RENT,OTHER,3063.5,109,75_100K,150K_PLUS,LT_HS,CITIZEN,1,83,105,0.817,W3
2024,16160,01160,INTERNATIONAL_IN,39,2,HOUSING_COST,OWN,OWN,2058.6,106,LT25K,75_100K,HS,CITIZEN,1,80,139,2.621,W2
2016,16161,01161,INTRASTATE,12,6,HEALTH,RENT,RENT,2640.9,69,100_150K,50_75K,SOME_COLLEGE,CITIZEN,0,79,116,2.3208,W4
2020,16162,01162,INTERSTATE,50,3,JOB,OWN,OWN,1537.7,-11,50_75K,LT25K,GRAD,CITIZEN,0,73,107,2.4783,W4
2016,16163,01163,INTERNATIONAL_IN,63,5,HOUSING_COST,OTHER,RENT,837.4,52,100_150K,150K_PLUS,BACH,NONCITIZEN,0,90,110,2.2981,W1
2021,16164,01164,INTERSTATE,82,3,OTHER,RENT,OWN,942.9,83,25_50K,100_150K,SOME_COLLEGE,CITIZEN,0,68,111,1.509,W1
2025,16165,01165,INTERSTATE,84,2,OTHER,RENT,RENT,139.7,1,LT25K,75_100K,BACH,NATURALIZED,0,80,119,2.2466,W2
2024,16166,01166,INTRASTATE,89,7,OTHER,RENT,OWN,2530.9,37,50_75K,25_50K,GRAD,CITIZEN,0,77,134,0.9744,W4
2017,16167,01167,INTERNATIONAL_IN,12,5,JOB,OWN,RENT,1861.2,78,50_75K,25_50K,BACH,CITIZEN,1,86,123,1.104,W3
2019,16168,01168,INTRASTATE,28,1,HEALTH,OTHER,RENT,1538.8,66,25_50K,100_150K,ASSOC,CITIZEN,0,95,123,0.4149,W1
2023,16169,01169,INTERNATIONAL_OUT,70,1,SCHOOL,RENT,OWN,2727.4,-31,25_50K,100_150K,GRAD,NONCITIZEN,0,97,115,2.2223,W5
2018,16170,01170,INTRASTATE,46,1,HEALTH,OTHER,OWN,1423.8,94,25_50K,50_75K,GRAD,NONCITIZEN,1,81,124,2.9746,W4
2022,16171,01171,INTRASTATE,25,6,OTHER,RENT,OTHER,3033.4,25,LT25K,100_150K,LT_HS,NATURALIZED,1,71,110,1.4489,W3
2022,16172,01172,INTERSTATE,69,4,MILITARY,OTHER,OTHER,42.9,20,75_100K,75_100K,BACH,NONCITIZEN,1,70,111,0.8886,W4
2017,16173,01173,INTERSTATE,22,6,HEALTH,OWN,OTHER,3150.8,18,100_150K,150K_PLUS,GRAD,CITIZEN,0,77,133,2.919,W2
2025,16174,01174,INTERSTATE,74,6,HOUSING_COST,OWN,OTHER,2610.9,76,LT25K,100_150K,SOME_COLLEGE,NATURALIZED,0,81,120,2.3256,W5
2019,16175,01175,INTERNATIONAL_IN,55,6,SCHOOL,OTHER,OWN,1136.1,15,LT25K,75_100K,HS,NATURALIZED,1,86,119,3.1486,W3
2016,16176,01176,INTRASTATE,84,6,HEALTH,OTHER,OTHER,1905.4,69,100_150K,LT25K,SOME_COLLEGE,NATURALIZED,1,81,119,0.2206,W3
2023,16177,01177,INTERNATIONAL_OUT,18,7,FAMILY,OWN,RENT,2766.8,-12,50_75K,100_150K,GRAD,CITIZEN,1,74,136,1.5238,W1
2025,16178,01178,INTERSTATE,49,1,OTHER,OTHER,OWN,1541.4,-13,100_150K,LT25K,LT_HS,NONCITIZEN,1,85,115,3.1732,W2
2025,16179,01179,INTERNATIONAL_OUT,34,4,MILITARY,OTHER,RENT,163.8,-6,25_50K,150K_PLUS,HS,NONCITIZEN,0,86,108,2.4288,W2
2024,16180,01180,INTRASTATE,48,4,OTHER,OTHER,OTHER,2891.9,19,50_75K,25_50K,ASSOC,CITIZEN,1,83,133,1.7473,W3
2016,16181,01181,INTRASTATE,45,2,HEALTH,RENT,OTHER,1654.7,6,LT25K,150K_PLUS,SOME_COLLEGE,NONCITIZEN,1,76,125,1.568,W4
2022,16182,01182,INTRASTATE,69,1,SCHOOL,OTHER,OTHER,1744.7,54,100_150K,100_150K,SOME_COLLEGE,CITIZEN,0,76,111,3.154,W3
2016,16183,01183,INTERNATIONAL_OUT,52,5,RETIREMENT,RENT,OWN,44.4,51,LT25K,25_50K,GRAD,CITIZEN,0,82,121,2.9449,W3
2016,16184,01184,INTERNATIONAL_OUT,30,6,OTHER,OWN,RENT,320.7,98,150K_PLUS,150K_PLUS,BACH,NATURALIZED,1,87,123,0.2406,W3
2024,16185,01185,INTERNATIONAL_OUT,83,4,HOUSING_COST,OWN,RENT,2487.8,46,LT25K,LT25K,BACH,NONCITIZEN,0,70,116,0.5996,W3
2025,16186,01186,INTRASTATE,21,2,MILITARY,OWN,OWN,1392.1,-35,100_150K,25_50K,HS,NATURALIZED,0,82,132,1.8906,W3
2025,16187,01187,INTRASTATE,66,4,MILITARY,OTHER,OTHER,3193.8,49,150K_PLUS,LT25K,ASSOC,NONCITIZEN,1,59,138,0.5783,W3
2021,16188,01188,INTERSTATE,7,5,JOB,OWN,OTHER,2226.3,5,150K_PLUS,50_75K,BACH,CITIZEN,1,75,110,1.1067,W4
2016,16189,01189,INTERNATIONAL_IN,18,5,SCHOOL,RENT,OWN,3038.7,97,150K_PLUS,150K_PLUS,GRAD,NATURALIZED,0,87,117,2.9552,W5
2022,16190,01190,INTERNATIONAL_OUT,30,1,OTHER,RENT,RENT,894.3,40,LT25K,150K_PLUS,SOME_COLLEGE,CITIZEN,1,64,139,1.4743,W5
2018,16191,01191,INTERNATIONAL_IN,31,7,MILITARY,OTHER,RENT,564.1,-60,75_100K,LT25K,HS,CITIZEN,1,70,112,1.688,W1
2025,16192,01192,INTERNATIONAL_OUT,78,4,MILITARY,RENT,RENT,1205.4,9,75_100K,50_75K,BACH,NATURALIZED,0,85,143,0.7748,W5
2019,16193,01193,INTERNATIONAL_OUT,54,7,HOUSING_COST,RENT,RENT,847.6,89,LT25K,25_50K,BACH,NATURALIZED,0,69,113,2.1876,W4
2019,16194,01194,INTERNATIONAL_IN,30,5,JOB,OWN,OTHER,1963.0,52,50_75K,LT25K,LT_HS,NONCITIZEN,0,89,129,0.597,W3
2023,16195,01195,INTERNATIONAL_IN,66,3,MILITARY,RENT,OTHER,2382.3,-7,50_75K,50_75K,HS,NONCITIZEN,0,84,138,2.2797,W2
2016,16196,01196,INTERNATIONAL_OUT,50,5,OTHER,OWN,OWN,1287.0,81,50_75K,LT25K,HS,NATURALIZED,0,67,120,2.6642,W4
2023,16197,01197,INTRASTATE,73,5,MILITARY,OWN,OWN,288.0,-47,50_75K,75_100K,GRAD,NONCITIZEN,1,88,110,3.0829,W2
2024,16198,01198,INTERSTATE,26,4,HOUSING_COST,RENT,OWN,84.7,-42,75_100K,150K_PLUS,ASSOC,CITIZEN,0,102,128,2.1221,W1
2022,16199,01199,INTERNATIONAL_OUT,47,6,OTHER,RENT,OTHER,698.1,93,50_75K,75_100K,BACH,CITIZEN,1,80,117,1.2954,W4
2016,16200,01200,INTERSTATE,42,5,HEALTH,OTHER,OTHER,2344.1,-2,100_150K,25_50K,HS,CITIZEN,1,74,109,3.0105,W3
2022,17001,02001,INTRASTATE,50,2,HOUSING_COST,OTHER,OTHER,709.4,89,50_75K,75_100K,GRAD,CITIZEN,1,83,104,2.1689,W3
2021,17002,02002,INTRASTATE,68,6,HEALTH,RENT,OWN,2915.2,-55,100_150K,150K_PLUS,ASSOC,CITIZEN,1,96,124,1.3819,W4
2020,17003,02003,INTERSTATE,74,5,RETIREMENT,OWN,OTHER,2085.4,2,75_100K,100_150K,BACH,CITIZEN,1,70,137,1.2644,W4
2020,17004,02004,INTERNATIONAL_OUT,70,3,SCHOOL,OWN,RENT,2758.8,16,100_150K,50_75K,SOME_COLLEGE,NONCITIZEN,0,81,120,1.258,W3
2016,17005,02005,INTERSTATE,71,5,OTHER,OTHER,OTHER,1234.9,13,150K_PLUS,150K_PLUS,LT_HS,NATURALIZED,1,93,136,0.3859,W2
2021,17006,02006,INTERNATIONAL_OUT,80,1,HEALTH,OWN,RENT,3147.4,66,100_150K,150K_PLUS,ASSOC,NATURALIZED,1,71,107,0.5344,W4
2019,17007,02007,INTERNATIONAL_IN,49,4,RETIREMENT,OTHER,RENT,2174.6,86,LT25K,100_150K,LT_HS,NONCITIZEN,0,78,117,0.496,W3
2016,17008,02008,INTERNATIONAL_OUT,60,3,FAMILY,OWN,RENT,1142.6,34,100_150K,75_100K,SOME_COLLEGE,NONCITIZEN,1,88,108,1.2302,W5
2023,17009,02009,INTERNATIONAL_IN,40,2,OTHER,RENT,OTHER,680.5,-51,150K_PLUS,25_50K,HS,NONCITIZEN,0,79,133,1.7641,W4
2023,17010,02010,INTERNATIONAL_IN,50,7,MILITARY,RENT,OWN,2773.0,-24,LT25K,100_150K,BACH,NATURALIZED,1,94,126,0.687,W1
2019,17011,02011,INTERSTATE,77,5,OTHER,OWN,RENT,1018.3,84,150K_PLUS,150K_PLUS,HS,NONCITIZEN,0,89,113,2.9322,W1
2022,17012,02012,INTERNATIONAL_IN,23,5,HOUSING_COST,OTHER,RENT,142.4,72,50_75K,25_50K,LT_HS,NONCITIZEN,0,81,137,0.4165,W4
2018,17013,02013,INTERSTATE,29,7,OTHER,RENT,OTHER,892.1,88,100_150K,LT25K,HS,NATURALIZED,1,63,134,3.3195,W3
2023,17014,02014,INTERSTATE,51,7,HEALTH,OTHER,OTHER,574.7,57,100_150K,150K_PLUS,HS,NONCITIZEN,0,85,137,0.4456,W2
2022,17015,02015,INTRASTATE,49,7,SCHOOL,RENT,RENT,1023.5,106,25_50K,100_150K,ASSOC,CITIZEN,0,84,110,3.1524,W4
2020,17016,02016,INTERSTATE,56,2,HEALTH,OWN,OWN,1962.6,87,50_75K,LT25K,GRAD,NATURALIZED,1,87,139,1.0603,W1
2020,17017,02017,INTRASTATE,61,7,FAMILY,RENT,OTHER,1601.6,82,100_150K,100_150K,ASSOC,NATURALIZED,1,73,130,3.4563,W2
2024,17018,02018,INTRASTATE,78,5,MILITARY,OWN,RENT,2274.9,18,100_150K,50_75K,SOME_COLLEGE,NATURALIZED,1,83,131,1.9204,W5
2021,17019,02019,INTERSTATE,52,7,FAMILY,OTHER,OWN,1068.6,-8,25_50K,25_50K,ASSOC,NONCITIZEN,1,82,129,0.2604,W2
2021,17020,02020,INTERNATIONAL_OUT,67,1,OTHER,RENT,OTHER,383.8,-28,LT25K,LT25K,ASSOC,NATURALIZED,1,83,118,1.1328,W5
2017,17021,02021,INTERNATIONAL_OUT,76,6,RETIREMENT,OTHER,OWN,513.3,61,50_75K,75_100K,ASSOC,CITIZEN,1,79,139,3.3025,W1
2020,17022,02022,INTERSTATE,68,6,FAMILY,OTHER,RENT,2551.4,111,25_50K,100_150K,ASSOC,CITIZEN,0,77,112,1.1889,W5
2019,17023,02023,INTERNATIONAL_IN,30,3,OTHER,OWN,OWN,314.0,117,50_75K,150K_PLUS,GRAD,NATURALIZED,1,74,112,1.3867,W2
2025,17024,02024,INTERSTATE,75,5,HEALTH,OTHER,RENT,2554.1,-29,50_75K,LT25K,SOME_COLLEGE,CITIZEN,1,77,119,0.3457,W1
2018,17025,02025,INTERNATIONAL_IN,29,2,JOB,RENT,OTHER,680.8,18,LT25K,100_150K,ASSOC,NONCITIZEN,1,78,109,1.0357,W2
2024,17026,02026,INTERNATIONAL_OUT,9,7,JOB,OWN,RENT,2171.1,95,LT25K,100_150K,ASSOC,NATURALIZED,1,82,131,1.0558,W4
2022,17027,02027,INTERNATIONAL_IN,89,2,JOB,OWN,RENT,1994.1,-58,75_100K,100_150K,LT_HS,CITIZEN,1,73,116,2.5627,W2
2019,17028,02028,INTERSTATE,43,3,MILITARY,OWN,OTHER,314.9,-8,25_50K,LT25K,ASSOC,NONCITIZEN,1,82,120,1.869,W4
2024,17029,02029,INTERNATIONAL_IN,5,1,FAMILY,OTHER,RENT,2130.9,109,150K_PLUS,LT25K,SOME_COLLEGE,NATURALIZED,1,96,110,0.7313,W4
2024,17030,02030,INTRASTATE,26,3,MILITARY,RENT,OWN,1432.3,-59,25_50K,100_150K,GRAD,NATURALIZED,1,85,115,2.8255,W5
2022,17031,02031,INTRASTATE,19,5,MILITARY,RENT,OTHER,2263.1,60,50_75K,75_100K,SOME_COLLEGE,NATURALIZED,1,78,154,2.218,W4
2020,17032,02032,INTERSTATE,19,6,HOUSING_COST,RENT,OWN,2673.6,89,75_100K,150K_PLUS,HS,CITIZEN,0,77,116,1.0859,W5
2024,17033,02033,INTERSTATE,11,1,SCHOOL,OWN,OTHER,126.9,92,75_100K,25_50K,ASSOC,NATURALIZED,0,90,113,0.9385,W4
2022,17034,02034,INTERSTATE,84,1,JOB,OWN,RENT,2073.7,99,50_75K,100_150K,BACH,CITIZEN,0,94,98,3.2522,W1
2024,17035,02035,INTERNATIONAL_OUT,48,2,OTHER,RENT,OWN,336.3,74,LT25K,75_100K,HS,NONCITIZEN,1,83,100,2.3023,W5
2018,17036,02036,INTERNATIONAL_OUT,51,1,JOB,OTHER,OTHER,1212.7,1,75_100K,25_50K,SOME_COLLEGE,NONCITIZEN,1,69,126,2.8645,W2
2024,17037,02037,INTERNATIONAL_OUT,9,5,JOB,OWN,OWN,41.1,-30,25_50K,100_150K,HS,NONCITIZEN,0,62,111,0.9442,W5
2016,17038,02038,INTRASTATE,4,7,RETIREMENT,RENT,OTHER,1052.0,2,LT25K,25_50K,BACH,NATURALIZED,1,86,132,2.1428,W1
2020,17039,02039,INTERNATIONAL_IN,63,5,RETIREMENT,OTHER,OTHER,542.4,-24,100_150K,100_150K,LT_HS,NONCITIZEN,0,77,101,0.3765,W4
2017,17040,02040,INTRASTATE,57,7,HEALTH,OWN,OWN,1780.3,7,75_100K,LT25K,BACH,CITIZEN,1,81,104,2.1626,W1
2016,17041,02041,INTERNATIONAL_IN,7,5,HEALTH,OWN,OWN,1639.5,18,50_75K,100_150K,GRAD,CITIZEN,1,86,121,0.8718,W3
2018,17042,02042,INTERNATIONAL_IN,29,6,JOB,OWN,OWN,2538.6,76,25_50K,100_150K,GRAD,CITIZEN,1,77,148,2.408,W1
2022,17043,02043,INTERSTATE,16,4,JOB,RENT,OWN,2048.1,-15,75_100K,100_150K,HS,CITIZEN,1,90,114,3.2755,W1
2018,17044,02044,INTERSTATE,66,1,MILITARY,OWN,OTHER,2286.9,34,50_75K,100_150K,ASSOC,CITIZEN,0,97,120,1.7137,W1
2025,17045,02045,INTERNATIONAL_OUT,20,1,RETIREMENT,OWN,OWN,296.4,-27,25_50K,75_100K,LT_HS,CITIZEN,1,89,137,1.2078,W2
2025,17046,02046,INTERSTATE,15,5,SCHOOL,OTHER,OWN,89.3,47,75_100K,50_75K,GRAD,NONCITIZEN,0,92,112,0.6068,W2
2024,17047,02047,INTRASTATE,26,7,HOUSING_COST,RENT,OWN,3102.5,-1,25_50K,75_100K,BACH,NATURALIZED,1,82,125,2.413,W1
2018,17048,02048,INTRASTATE,5,2,SCHOOL,OTHER,OWN,1366.8,80,100_150K,75_100K,ASSOC,CITIZEN,0,86,113,2.1278,W3
2021,17049,02049,INTRASTATE,41,6,MILITARY,OWN,OWN,1264.2,-25,25_50K,LT25K,BACH,NONCITIZEN,1,85,128,1.9971,W3
2017,17050,02050,INTERSTATE,15,1,HOUSING_COST,RENT,OWN,112.5,-13,50_75K,100_150K,SOME_COLLEGE,NONCITIZEN,1,88,113,3.2887,W5
2023,17051,02051,INTERSTATE,44,4,FAMILY,RENT,RENT,381.0,32,75_100K,75_100K,ASSOC,CITIZEN,1,71,128,3.4279,W1
2025,17052,02052,INTERNATIONAL_IN,2,1,FAMILY,OWN,RENT,3009.5,-55,50_75K,25_50K,SOME_COLLEGE,NONCITIZEN,1,81,150,2.566,W5
2020,17053,02053,INTERNATIONAL_IN,39,3,SCHOOL,RENT,OTHER,2223.7,72,100_150K,100_150K,LT_HS,CITIZEN,0,68,134,0.8468,W4
2017,17054,02054,INTERSTATE,19,4,RETIREMENT,RENT,OWN,1309.8,42,150K_PLUS,LT25K,LT_HS,NATURALIZED,0,79,127,3.3243,W3
2022,17055,02055,INTRASTATE,6,2,HEALTH,OTHER,OWN,2894.4,117,LT25K,150K_PLUS,LT_HS,CITIZEN,0,74,152,1.3383,W4
2018,17056,02056,INTERSTATE,58,4,HEALTH,RENT,OTHER,1887.9,13,25_50K,150K_PLUS,LT_HS,NATURALIZED,0,85,121,0.4612,W4
2020,17057,02057,INTERNATIONAL_OUT,10,4,JOB,RENT,OWN,2388.8,13,50_75K,LT25K,SOME_COLLEGE,NONCITIZEN,0,77,120,0.9956,W1
2024,17058,02058,INTERNATIONAL_OUT,51,1,OTHER,OTHER,OWN,1381.4,52,150K_PLUS,25_50K,SOME_COLLEGE,NONCITIZEN,1,69,146,2.9402,W3
2016,17059,02059,INTRASTATE,2,4,FAMILY,OWN,OWN,1381.2,91,75_100K,150K_PLUS,GRAD,CITIZEN,0,66,121,0.8724,W5
2017,17060,02060,INTERNATIONAL_OUT,20,5,OTHER,OTHER,RENT,219.2,-54,75_100K,LT25K,HS,NONCITIZEN,0,79,133,1.5037,W4
2020,17061,02061,INTERSTATE,52,6,MILITARY,OWN,OWN,2348.8,25,LT25K,150K_PLUS,HS,NONCITIZEN,0,83,123,1.1026,W1
2019,17062,02062,INTERSTATE,29,4,HEALTH,OWN,RENT,317.6,-3,75_100K,100_150K,SOME_COLLEGE,NATURALIZED,1,86,130,0.3578,W2
2016,17063,02063,INTERNATIONAL_IN,10,1,RETIREMENT,OWN,OWN,2445.8,88,100_150K,50_75K,LT_HS,CITIZEN,0,96,113,2.0537,W3
2022,17064,02064,INTERNATIONAL_OUT,80,5,RETIREMENT,OTHER,OWN,611.2,100,LT25K,50_75K,HS,CITIZEN,0,68,134,2.2749,W2
2024,17065,02065,INTERNATIONAL_OUT,24,2,HOUSING_COST,OWN,OTHER,792.0,-17,100_150K,75_100K,ASSOC,NATURALIZED,0,77,121,2.8108,W5
2016,17066,02066,INTERNATIONAL_OUT,49,3,FAMILY,OTHER,OTHER,2937.3,-36,25_50K,LT25K,SOME_COLLEGE,NATURALIZED,0,92,129,1.5684,W5
2023,17067,02067,INTERNATIONAL_OUT,88,4,SCHOOL,OTHER,OWN,1509.3,34,100_150K,100_150K,ASSOC,NATURALIZED,1,90,117,0.6664,W5
2024,17068,02068,INTRASTATE,8,5,MILITARY,OWN,OWN,401.2,55,25_50K,25_50K,LT_HS,CITIZEN,1,77,128,2.3521,W3
2017,17069,02069,INTRASTATE,44,5,RETIREMENT,OWN,OWN,2896.3,82,100_150K,25_50K,GRAD,NATURALIZED,0,73,117,3.1372,W4
2016,17070,02070,INTERSTATE,28,2,SCHOOL,OTHER,RENT,1447.9,96,LT25K,100_150K,SOME_COLLEGE,CITIZEN,1,82,120,0.5954,W1
2021,17071,02071,INTERNATIONAL_OUT,61,2,SCHOOL,OTHER,OWN,418.2,22,25_50K,100_150K,HS,NATURALIZED,1,77,146,0.8026,W4
2022,17072,02072,INTERNATIONAL_IN,14,3,MILITARY,OWN,OTHER,1250.9,-9,150K_PLUS,25_50K,GRAD,NONCITIZEN,0,86,126,1.2864,W3
2017,17073,02073,INTERSTATE,18,3,FAMILY,OWN,RENT,1886.1,-44,100_150K,LT25K,HS,CITIZEN,1,70,121,2.346,W2
2020,17074,02074,INTERSTATE,14,1,MILITARY,OWN,OWN,1159.8,-25,100_150K,150K_PLUS,ASSOC,CITIZEN,1,93,137,1.9286,W1
2020,17075,02075,INTRASTATE,38,3,SCHOOL,OTHER,RENT,2957.9,102,75_100K,75_100K,SOME_COLLEGE,CITIZEN,1,104,126,2.5508,W5
2022,17076,02076,INTERSTATE,34,3,HEALTH,OTHER,RENT,863.4,107,100_150K,75_100K,GRAD,NONCITIZEN,1,98,112,0.3034,W2
2016,17077,02077,INTERNATIONAL_IN,12,7,SCHOOL,OTHER,RENT,563.1,90,75_100K,75_100K,LT_HS,NONCITIZEN,1,89,125,2.8745,W4
2025,17078,02078,INTERNATIONAL_OUT,15,5,JOB,OWN,RENT,707.4,101,100_150K,100_150K,BACH,CITIZEN,1,73,137,3.4587,W1
2023,17079,02079,INTERSTATE,66,4,HEALTH,RENT,OWN,268.5,21,50_75K,25_50K,BACH,NATURALIZED,1,90,109,0.354,W5
2020,17080,02080,INTERNATIONAL_IN,54,7,HEALTH,RENT,OTHER,1447.6,67,75_100K,25_50K,GRAD,CITIZEN,1,83,108,1.8349,W1
2018,17081,02081,INTRASTATE,64,7,MILITARY,RENT,RENT,2810.7,19,LT25K,25_50K,LT_HS,CITIZEN,0,80,132,2.6417,W4
2024,17082,02082,INTRASTATE,34,7,SCHOOL,RENT,OTHER,977.4,95,LT25K,150K_PLUS,HS,NONCITIZEN,1,83,119,1.7721,W3
2018,17083,02083,INTERNATIONAL_OUT,15,4,JOB,RENT,RENT,827.1,-1,25_50K,25_50K,BACH,NONCITIZEN,1,86,121,2.1567,W4
2022,17084,02084,INTERSTATE,0,6,OTHER,OTHER,OTHER,2679.7,99,150K_PLUS,25_50K,LT_HS,NATURALIZED,1,105,122,3.2391,W3
2025,17085,02085,INTERNATIONAL_IN,49,3,FAMILY,OWN,RENT,979.5,-3,150K_PLUS,50_75K,GRAD,NATURALIZED,0,73,132,1.9815,W5
2022,17086,02086,INTRASTATE,13,7,SCHOOL,OWN,RENT,1526.3,21,LT25K,150K_PLUS,GRAD,CITIZEN,0,92,126,0.9808,W4
2025,17087,02087,INTERNATIONAL_IN,61,6,RETIREMENT,OWN,OWN,100.4,-17,25_50K,100_150K,GRAD,CITIZEN,1,83,117,2.6375,W4
2023,17088,02088,INTRASTATE,6,6,MILITARY,OWN,OWN,919.0,101,LT25K,150K_PLUS,ASSOC,NATURALIZED,0,103,131,1.4389,W4
2025,17089,02089,INTRASTATE,22,1,SCHOOL,OWN,RENT,418.2,88,75_100K,100_150K,HS,CITIZEN,0,85,116,1.1409,W4
2023,17090,02090,INTERNATIONAL_OUT,62,1,JOB,RENT,OTHER,339.2,63,50_75K,50_75K,LT_HS,CITIZEN,1,97,116,1.0197,W3
2019,17091,02091,INTERNATIONAL_IN,28,4,RETIREMENT,OWN,OWN,1380.8,-60,25_50K,75_100K,GRAD,NATURALIZED,0,88,118,0.4619,W3
2016,17092,02092,INTERNATIONAL_IN,21,2,FAMILY,OWN,OWN,887.8,116,50_75K,LT25K,ASSOC,NATURALIZED,0,82,131,3.2786,W2
2019,17093,02093,INTERNATIONAL_IN,79,5,MILITARY,RENT,OWN,533.0,36,100_150K,150K_PLUS,SOME_COLLEGE,NATURALIZED,0,72,122,2.0591,W5
2021,17094,02094,INTRASTATE,5,3,HOUSING_COST,OWN,OWN,1637.0,-40,100_150K,100_150K,BACH,NONCITIZEN,0,85,128,3.3518,W5
2025,17095,02095,INTERNATIONAL_OUT,81,5,HOUSING_COST,RENT,RENT,2509.0,38,50_75K,100_150K,BACH,NATURALIZED,0,82,118,3.0439,W3
2021,17096,02096,INTERNATIONAL_IN,28,7,JOB,RENT,OTHER,2351.7,94,75_100K,50_75K,BACH,NONCITIZEN,0,79,142,0.2998,W2
2021,17097,02097,INTERSTATE,88,3,FAMILY,OTHER,OWN,802.8,87,50_75K,100_150K,LT_HS,NATURALIZED,0,73,124,1.016,W2
2022,17098,02098,INTERNATIONAL_IN,1,3,FAMILY,OWN,OWN,842.4,83,50_75K,100_150K,SOME_COLLEGE,NATURALIZED,1,100,134,1.2407,W4
2016,17099,02099,INTRASTATE,63,6,OTHER,OWN,OTHER,2342.2,-13,50_75K,75_100K,LT_HS,NONCITIZEN,0,81,116,1.8164,W2
2025,17100,02100,INTERNATIONAL_OUT,35,4,OTHER,OWN,OWN,1783.2,-29,25_50K,50_75K,GRAD,NONCITIZEN,0,82,110,2.5632,W5
2016,17101,02101,INTERNATIONAL_IN,19,5,SCHOOL,RENT,OTHER,2375.9,-29,25_50K,150K_PLUS,LT_HS,CITIZEN,0,71,124,2.4465,W1
2022,17102,02102,INTERNATIONAL_IN,54,5,OTHER,OTHER,RENT,4.9,120,50_75K,100_150K,SOME_COLLEGE,CITIZEN,1,86,116,3.458,W3
2019,17103,02103,INTERNATIONAL_IN,36,2,HOUSING_COST,OWN,OWN,279.3,63,150K_PLUS,25_50K,GRAD,CITIZEN,1,81,123,3.247,W4
2021,17104,02104,INTERSTATE,51,2,SCHOOL,RENT,OTHER,2566.4,120,75_100K,50_75K,GRAD,NONCITIZEN,1,89,126,0.8147,W2
2021,17105,02105,INTRASTATE,68,5,FAMILY,RENT,OWN,2723.7,69,100_150K,75_100K,ASSOC,NATURALIZED,0,64,126,3.0376,W3
2024,17106,02106,INTERSTATE,69,2,JOB,RENT,RENT,1099.3,-39,100_150K,150K_PLUS,GRAD,NONCITIZEN,1,84,108,2.9817,W3
2017,17107,02107,INTERSTATE,21,2,JOB,RENT,OTHER,3066.7,-9,100_150K,LT25K,HS,NATURALIZED,0,67,128,2.0968,W3
2019,17108,02108,INTRASTATE,84,3,RETIREMENT,OTHER,OTHER,965.4,35,LT25K,100_150K,BACH,NATURALIZED,1,91,127,1.3158,W5
2019,17109,02109,INTRASTATE,82,4,HEALTH,OTHER,OTHER,2849.0,101,75_100K,25_50K,SOME_COLLEGE,NATURALIZED,0,76,124,0.8884,W4
2022,17110,02110,INTERNATIONAL_IN,14,7,JOB,RENT,OWN,1349.8,84,25_50K,25_50K,ASSOC,CITIZEN,0,85,107,0.9011,W1
2016,17111,02111,INTRASTATE,46,3,HEALTH,OWN,OTHER,1798.0,-38,100_150K,LT25K,GRAD,NONCITIZEN,0,87,113,1.3148,W4
2020,17112,02112,INTERNATIONAL_IN,70,6,HOUSING_COST,OTHER,OTHER,2058.6,-28,25_50K,50_75K,SOME_COLLEGE,NONCITIZEN,1,81,108,1.863,W2
2019,17113,02113,INTERSTATE,80,2,RETIREMENT,OWN,OTHER,426.4,96,25_50K,75_100K,HS,CITIZEN,1,88,122,2.1266,W4
2017,17114,02114,INTERNATIONAL_IN,68,3,HOUSING_COST,OWN,RENT,119.2,-42,25_50K,100_150K,SOME_COLLEGE,NATURALIZED,1,70,124,1.2726,W5
2020,17115,02115,INTRASTATE,51,3,OTHER,OTHER,OTHER,1366.0,60,150K_PLUS,100_150K,SOME_COLLEGE,CITIZEN,1,68,115,1.3767,W1
2024,17116,02116,INTERNATIONAL_IN,38,1,OTHER,OWN,OTHER,513.6,8,25_50K,150K_PLUS,ASSOC,NATURALIZED,1,88,132,0.2446,W4
2023,17117,02117,INTERSTATE,1,3,SCHOOL,OTHER,OTHER,1756.8,-24,50_75K,100_150K,BACH,CITIZEN,0,89,119,0.207,W2
2024,17118,02118,INTRASTATE,44,3,HEALTH,OTHER,RENT,1451.9,62,25_50K,25_50K,BACH,NONCITIZEN,0,89,134,3.1937,W4
2022,17119,02119,INTRASTATE,23,4,SCHOOL,OWN,OTHER,391.2,93,LT25K,50_75K,ASSOC,CITIZEN,1,81,108,0.2462,W5
2025,17120,02120,INTERNATIONAL_OUT,60,5,JOB,OWN,OWN,2130.7,-37,25_50K,LT25K,ASSOC,NONCITIZEN,0,75,110,0.3093,W3
2022,17121,02121,INTERNATIONAL_IN,64,1,RETIREMENT,RENT,OTHER,66.1,-7,100_150K,50_75K,LT_HS,NATURALIZED,1,89,130,0.8786,W5
