health_mch_birth_cohort_year,health_mch_prenatal_visit_adequacy_index,health_mch_maternal_mortality_ratio,health_mch_severe_maternal_morbidity_rate,health_mch_preterm_birth_rate,health_mch_low_birthweight_rate,health_mch_breastfeeding_initiation_rate,health_mch_breastfeeding_6mo_rate,health_mch_postpartum_care_rate,health_mch_infant_sleep_safe_rate,health_mch_immunization_series_completion,health_mch_well_child_visit_rate,health_mch_teen_birth_rate,health_mch_fertility_rate_age_specific,health_mch_nicu_admission_rate,health_mch_postnatal_depression_screen_rate,health_mch_substance_exposure_flag_rate,health_mch_doula_support_rate,health_mch_medicaid_eligibility_category,health_mch_home_visiting_program_uptake
2005,7.15,25.5,230.78,9.61,8.26,81.9,64.43,37.21,61.03,76.87,77.11,31.91,19.85,15.14,67.66,2.53,3.08,PREGNANCY,50.81
2008,5.52,22.57,151.89,6.28,7.38,54.93,64.71,54.63,89.61,69.9,82.16,3.05,138.48,3.64,74.79,13.61,17.34,FAMILY,4.85
2023,7.86,16.48,238.05,9.45,6.12,65.88,33.89,66.84,58.19,89.16,42.1,18.05,74.42,14.81,35.52,16.85,0.67,POSTPARTUM,14.77
2007,8.6,25.52,183.93,6.8,5.63,69.09,22.71,69.33,81.09,35.69,86.72,30.94,99.94,8.57,35.95,1.95,22.92,PREGNANCY,45.7
2007,2.9,10.26,186.87,15.11,5.57,73.81,58.99,86.45,75.86,39.15,70.71,6.76,30.24,13.47,81.39,8.63,17.68,PREGNANCY,51.5
2014,2.85,15.62,238.3,12.39,5.36,69.27,35.25,52.95,60.13,90.88,67.21,7.61,7.04,6.4,77.3,8.48,20.62,POSTPARTUM,40.92
2018,5.17,32.77,157.13,11.22,10.99,79.62,25.24,39.25,94.76,81.81,72.98,39.1,74.6,12.85,60.47,14.84,22.43,EXPANSION,24.93
2018,9.03,5.08,250.69,7.96,11.34,78.9,41.12,72.25,88.44,36.26,83.76,18.02,131.11,10.63,34.7,7.48,28.13,FAMILY,11.3
2022,7.25,31.83,258.94,9.51,9.4,69.23,19.63,88.89,83.54,42.68,83.64,38.9,6.31,3.52,79.11,11.13,20.74,FAMILY,26.61
2008,2.44,15.11,159.17,7.03,13.77,60.21,57.86,56.89,44.12,85.4,63.59,21.63,49.12,12.72,54.8,11.32,20.02,FAMILY,5.82
2014,4.93,16.13,250.97,6.18,11.54,86.42,23.93,45.05,89.63,86.46,43.77,7.78,42.26,6.38,85.27,14.88,26.2,EXPANSION,36.62
2025,4.02,37.25,123.22,15.72,7.48,50.19,22.46,50.01,64.79,82.07,67.72,25.12,93.04,12.45,34.76,14.71,21.89,POSTPARTUM,37.48
2016,6.82,26.57,183.42,5.58,10.08,70.82,28.05,74.16,62.67,88.89,44.73,29.74,113.46,11.48,40.6,4.41,18.54,OTHER,7.99
2011,3.09,19.64,257.73,12.62,7.28,83.36,43.57,69.63,94.72,59.38,94.7,11.65,67.51,6.74,32.87,2.48,13.84,FAMILY,28.98
2024,1.15,35.65,143.06,11.34,11.43,88.91,49.74,45.7,67.98,50.66,83.92,24.08,83.94,4.13,32.5,16.41,18.88,OTHER,27.17
2007,3.14,30.97,124.6,12.9,6.39,60.22,51.51,60.99,78.19,68.26,79.03,13.03,12.17,17.61,75.54,15.2,15.42,EXPANSION,40.11
2010,4.24,26.12,128.26,6.31,10.65,56.67,22.92,43.05,44.26,54.01,84.91,11.89,136.47,11.96,57.77,11.54,20.61,PREGNANCY,16.88
2010,8.92,34.92,164.22,13.17,12.23,77.49,27.88,37.53,94.57,43.54,50.08,26.96,19.49,8.3,24.69,9.44,28.66,POSTPARTUM,23.09
2018,2.16,27.52,195.3,5.52,11.65,51.66,57.92,79.37,48.28,82.69,75.5,2.43,69.95,14.08,29.39,6.99,19.75,PREGNANCY,8.64
2021,5.56,35.44,198.38,9.09,7.59,65.84,39.48,71.19,58.31,67.92,46.78,9.51,10.72,14.06,47.57,6.13,13.59,FAMILY,34.99
2019,6.94,40.78,196.99,13.11,5.1,75.82,45.52,60.23,94.4,88.28,43.54,2.21,124.73,14.04,26.59,16.38,29.68,EXPANSION,46.0
2006,9.46,36.97,151.37,14.39,10.17,89.46,49.61,76.32,71.44,53.62,67.45,34.11,94.15,2.6,66.56,11.05,8.05,POSTPARTUM,51.74
2017,4.47,6.52,239.89,12.71,11.15,74.18,43.37,42.17,87.43,86.52,80.03,3.6,22.82,12.52,38.02,3.9,16.46,OTHER,13.86
2015,8.9,44.84,195.11,7.3,10.44,89.54,23.11,75.33,82.17,48.92,85.2,31.4,31.21,10.52,50.87,14.77,19.56,CHILD,35.79
2020,2.14,21.07,85.42,11.34,8.96,84.97,40.36,63.42,63.19,51.28,71.8,32.61,15.81,2.62,22.28,6.09,23.5,FAMILY,3.67
2024,2.35,35.25,150.18,13.15,9.44,68.63,55.12,58.32,67.23,88.66,61.71,24.41,85.85,16.49,71.49,13.48,0.71,POSTPARTUM,27.52
2005,3.96,21.99,86.3,5.92,13.4,51.63,27.82,36.0,66.9,51.64,66.24,25.25,99.54,15.55,70.66,8.23,29.98,FAMILY,13.68
2019,6.36,36.74,230.58,8.17,6.07,64.4,42.45,62.91,87.8,37.94,92.49,17.48,40.25,13.93,56.92,9.0,13.17,FAMILY,41.5
2011,3.45,30.57,180.99,9.88,6.46,90.78,56.47,46.33,88.4,58.33,58.69,41.38,81.57,14.5,58.32,13.25,6.3,OTHER,10.92
2006,0.66,6.06,117.77,14.06,6.62,65.33,26.97,77.09,51.08,75.48,91.0,40.92,112.05,14.08,61.1,4.41,10.24,PREGNANCY,15.91
2008,5.75,21.45,80.28,6.98,12.52,79.61,47.71,55.03,93.67,88.05,76.88,14.48,17.81,2.53,39.46,4.77,0.09,FAMILY,54.26
2025,6.75,40.08,63.55,9.83,9.35,65.67,40.14,54.18,67.84,70.91,91.28,27.82,13.84,13.5,68.12,9.65,1.08,POSTPARTUM,43.31
2009,3.84,35.89,151.14,11.64,10.38,73.28,64.71,90.6,90.86,62.25,56.18,37.28,33.34,17.52,26.84,10.53,4.57,PREGNANCY,50.17
2025,3.51,10.9,224.31,7.73,4.6,70.76,24.25,82.74,44.67,57.89,46.03,12.05,31.58,4.55,60.01,6.72,12.89,FAMILY,33.73
2023,2.57,20.38,136.62,7.85,12.55,84.75,21.27,51.48,79.82,56.33,58.91,31.64,8.23,15.06,63.43,12.42,13.22,POSTPARTUM,22.28
2016,1.12,7.32,135.66,13.79,11.52,89.94,56.67,39.71,63.86,38.32,53.18,11.59,88.66,15.55,30.27,9.35,2.0,PREGNANCY,39.19
2011,2.81,19.15,92.79,14.75,8.5,82.08,35.58,87.56,81.92,39.46,45.66,21.26,125.24,15.93,67.41,5.91,26.78,FAMILY,52.27
2007,7.61,8.86,186.23,13.44,6.09,68.37,29.65,68.9,92.34,55.99,60.81,8.49,61.64,8.76,54.71,14.65,13.95,CHILD,5.0
2009,5.9,26.63,253.57,14.85,7.25,56.18,42.99,35.16,44.85,85.83,60.91,26.18,98.69,5.23,85.53,6.57,21.92,FAMILY,42.5
2011,1.09,41.89,68.18,13.53,6.77,50.69,61.51,51.11,53.4,71.18,78.14,19.83,75.7,4.95,23.39,0.68,11.61,OTHER,26.53
2011,8.04,14.89,214.91,12.72,5.08,52.43,59.79,74.62,76.19,53.34,43.6,38.84,92.73,14.16,85.43,10.68,10.25,POSTPARTUM,30.72
2017,3.31,31.01,46.13,13.62,5.38,71.19,40.26,62.86,46.3,42.51,65.61,35.75,12.92,4.45,50.69,9.31,14.39,FAMILY,23.85
2013,4.27,19.16,153.9,9.52,6.8,67.42,63.74,59.78,49.03,49.36,44.81,8.94,53.83,7.47,48.08,1.0,4.94,POSTPARTUM,50.19
2011,4.02,18.97,203.59,12.68,10.47,84.24,58.13,44.69,50.48,39.53,54.57,6.31,60.38,15.3,77.46,9.69,26.88,OTHER,8.64
2015,4.66,15.68,248.52,7.96,9.63,79.93,31.72,39.55,79.9,53.97,49.7,42.12,64.99,11.28,50.78,3.1,2.58,PREGNANCY,10.9
2007,5.4,26.91,116.96,15.27,8.94,86.33,48.49,63.76,49.91,64.23,66.02,2.69,118.94,11.87,40.94,16.71,27.31,OTHER,8.02
2019,1.64,15.19,154.28,8.39,7.3,87.8,36.77,49.17,45.71,44.05,56.81,11.72,15.55,5.23,65.14,6.79,8.14,PREGNANCY,0.96
2007,5.7,11.02,65.65,14.49,7.45,58.07,39.68,35.93,59.16,40.1,80.06,30.78,49.36,12.72,45.18,16.63,0.49,PREGNANCY,25.76
2011,8.69,17.39,74.23,5.72,6.2,58.8,62.9,76.3,83.95,90.49,48.6,23.48,125.63,9.58,89.25,7.08,25.52,POSTPARTUM,2.2
2019,8.22,10.75,95.74,5.48,10.39,75.24,58.51,37.24,74.03,52.78,62.02,41.21,57.21,3.38,40.7,13.17,13.08,PREGNANCY,1.08
2019,8.71,39.33,223.58,13.56,4.55,64.39,41.65,56.03,59.83,90.04,81.93,16.57,49.2,6.66,33.97,17.93,15.58,CHILD,14.0
2016,6.28,26.1,185.98,8.29,9.56,80.81,48.33,54.3,69.22,49.8,73.41,31.06,81.71,10.55,35.99,17.6,27.77,OTHER,51.22
2016,4.77,8.23,54.08,7.53,10.24,61.51,26.04,55.84,53.71,73.16,57.76,21.06,63.82,8.42,58.17,12.85,2.49,EXPANSION,49.95
2016,0.88,22.46,193.9,13.94,10.51,66.77,55.7,48.34,50.37,52.3,93.06,10.34,18.05,12.13,75.64,5.82,22.15,OTHER,9.68
2006,2.29,16.78,199.46,10.58,10.46,67.24,19.47,35.49,61.44,89.31,52.27,29.38,53.91,4.07,43.2,15.54,24.43,PREGNANCY,23.87
2011,2.54,24.79,78.87,14.34,8.23,68.19,42.18,51.12,46.63,49.54,73.35,7.39,27.2,3.28,76.96,8.53,10.56,PREGNANCY,36.8
2018,1.89,21.58,134.54,8.02,7.85,86.47,57.86,80.35,71.43,86.69,64.79,21.66,124.62,12.18,68.95,15.8,14.61,EXPANSION,53.89
2017,4.56,9.58,78.01,11.8,9.94,82.8,24.85,42.44,56.88,89.23,60.24,7.99,74.21,16.88,80.04,8.65,15.16,PREGNANCY,53.3
2012,2.77,24.54,252.6,14.13,9.81,82.56,16.58,68.96,74.57,49.57,71.91,13.51,106.85,4.73,81.45,17.18,5.66,FAMILY,21.27
2015,3.62,24.25,114.92,5.1,11.47,57.32,22.96,89.91,93.94,35.9,71.15,29.73,78.24,11.4,20.57,15.62,20.82,POSTPARTUM,13.72
2012,3.11,30.49,246.6,11.13,11.7,81.96,25.06,41.74,52.32,72.27,50.1,34.42,128.04,7.94,82.02,1.55,18.74,PREGNANCY,18.25
2015,4.71,26.47,107.9,15.23,12.71,65.23,49.99,37.17,87.33,70.26,62.1,33.0,89.87,14.66,75.54,10.31,13.37,FAMILY,33.03
2012,2.06,24.66,83.22,13.66,12.87,55.12,52.5,91.32,58.5,74.47,68.97,19.55,50.84,15.84,48.19,14.24,27.32,PREGNANCY,7.17
2025,9.77,27.25,47.48,14.24,12.06,69.48,15.98,73.72,82.57,48.45,82.87,10.68,124.42,16.17,71.07,3.14,22.78,PREGNANCY,29.77
2008,9.11,6.55,53.88,5.76,7.11,81.42,63.93,76.46,58.12,48.2,58.79,3.25,103.22,10.35,81.59,3.2,29.24,CHILD,28.76
2025,3.22,14.45,208.34,6.71,9.89,91.8,51.84,45.97,56.89,38.04,54.42,44.04,73.51,14.28,63.0,9.07,6.87,PREGNANCY,14.67
2022,3.5,12.05,109.54,12.94,7.21,70.94,34.91,52.89,91.1,84.88,61.5,3.95,133.56,13.63,42.13,11.39,9.25,EXPANSION,42.92
2005,5.66,44.77,152.25,10.5,11.66,56.56,56.92,84.12,93.74,86.37,79.89,6.97,41.84,17.6,41.87,9.63,13.81,CHILD,23.03
2020,6.96,15.9,156.68,5.53,10.11,55.46,60.0,57.75,40.08,43.55,93.94,4.72,130.48,8.55,85.16,3.91,1.74,PREGNANCY,52.68
2016,8.75,5.5,89.15,14.43,4.96,64.89,20.36,44.97,63.89,44.51,84.42,37.48,52.85,10.92,51.79,8.58,20.84,CHILD,24.65
2017,9.53,12.84,249.57,10.57,9.33,90.54,15.66,87.8,77.36,79.06,65.36,20.41,84.84,4.37,48.99,1.69,3.05,POSTPARTUM,37.84
2024,1.78,9.31,90.9,15.54,7.33,78.25,45.97,58.15,89.43,77.77,79.13,14.95,54.15,3.79,68.8,10.45,8.43,POSTPARTUM,12.24
2013,2.55,22.43,115.43,7.87,13.93,64.48,56.52,56.95,45.71,40.1,92.91,41.96,17.58,3.09,31.23,0.95,18.11,EXPANSION,38.61
2024,2.17,23.5,124.09,9.54,5.04,59.84,33.67,59.66,44.25,45.57,59.23,13.21,76.94,16.51,41.34,13.01,28.62,FAMILY,38.59
2006,8.24,37.45,225.52,14.44,10.54,73.61,49.14,49.99,53.46,53.29,42.33,7.44,124.83,11.33,41.05,7.25,21.98,POSTPARTUM,53.43
2007,9.1,38.76,246.06,12.66,7.02,61.04,48.59,37.12,61.16,78.55,60.81,19.89,22.36,16.61,45.67,16.71,0.44,FAMILY,24.56
2014,4.36,32.66,117.79,14.87,12.21,74.96,42.19,44.34,69.66,52.38,44.06,25.24,80.16,2.62,39.02,3.91,7.55,EXPANSION,48.02
2025,9.18,20.62,160.93,12.11,10.98,84.08,24.87,43.52,48.07,57.02,45.38,7.82,25.51,4.87,46.38,2.53,29.73,PREGNANCY,25.92
2005,0.43,37.87,190.69,14.15,6.21,60.94,64.98,55.98,65.0,66.81,47.05,37.32,78.21,6.9,58.79,1.94,9.02,PREGNANCY,17.65
2010,7.99,19.07,203.32,12.17,6.61,80.01,15.08,46.35,50.66,63.6,79.47,32.18,57.41,2.81,42.38,12.27,20.96,EXPANSION,23.16
2018,3.94,13.11,136.82,12.73,9.99,86.62,39.4,62.87,48.88,41.51,64.26,24.12,10.4,16.35,80.63,16.86,22.87,POSTPARTUM,3.99
2024,7.73,15.28,243.38,6.27,5.05,69.09,56.22,73.23,91.04,68.02,77.26,34.55,114.27,5.57,65.89,15.17,1.66,OTHER,37.32
2017,2.75,34.42,159.33,11.48,8.84,90.7,30.16,81.05,93.6,41.31,54.41,39.29,82.5,12.83,29.91,0.65,17.6,CHILD,7.4
2007,5.69,13.56,47.2,8.56,5.32,51.19,25.43,87.62,58.64,80.59,52.79,35.82,26.86,9.75,33.74,15.39,2.6,PREGNANCY,14.09
2018,4.09,38.09,198.74,6.53,11.56,56.07,50.88,42.21,79.58,52.41,40.95,37.54,56.3,16.0,75.17,17.83,3.91,FAMILY,52.7
2008,5.43,14.96,254.56,12.93,7.9,66.35,60.04,45.48,47.61,76.07,49.97,21.42,125.33,9.35,32.96,6.23,6.78,PREGNANCY,26.04
2016,5.63,10.75,93.83,12.43,10.72,71.27,21.09,83.9,60.94,77.25,82.45,11.35,125.66,11.73,49.15,2.75,25.37,OTHER,9.36
2021,0.23,30.87,63.91,10.29,12.32,62.36,46.87,63.55,44.18,91.58,59.28,10.14,70.11,5.97,25.18,1.66,7.18,POSTPARTUM,16.53
2007,8.58,36.64,56.93,6.98,13.73,90.44,59.2,64.06,74.34,55.73,49.82,19.35,67.28,14.47,32.36,2.91,28.02,OTHER,5.05
2007,6.26,44.46,218.24,10.52,9.41,56.4,50.81,36.39,53.6,53.99,60.82,39.13,125.27,9.62,65.24,1.89,26.65,FAMILY,18.26
2008,0.77,15.25,91.55,9.02,6.93,69.91,43.52,45.71,86.64,85.18,78.28,3.51,85.85,11.06,35.9,7.92,20.34,OTHER,31.45
2006,9.46,37.71,86.59,15.03,10.57,85.66,19.83,39.22,91.49,50.77,57.39,10.87,17.44,4.17,38.7,10.03,5.57,OTHER,12.04
2021,2.65,43.11,109.13,6.4,5.09,79.62,48.48,54.26,65.66,35.31,59.54,43.65,139.07,11.76,58.02,12.47,28.23,POSTPARTUM,24.76
2023,6.19,18.71,155.36,6.42,5.09,59.31,23.09,41.8,88.56,36.2,47.52,36.64,61.58,9.95,59.41,1.22,15.54,EXPANSION,28.81
2006,9.12,12.99,236.62,10.0,9.18,69.53,60.89,38.05,49.78,80.77,94.31,32.16,92.31,3.98,37.95,2.62,9.81,PREGNANCY,25.72
2014,8.36,6.21,74.62,15.95,12.94,71.23,48.99,89.89,86.3,53.6,47.82,15.61,98.85,2.76,21.43,14.75,18.94,OTHER,26.06
2024,4.97,7.45,42.13,10.98,12.3,51.92,49.98,74.7,65.63,35.46,79.23,19.63,73.58,6.12,25.01,1.94,28.91,EXPANSION,38.97
2025,2.05,30.9,127.23,6.32,7.6,81.88,38.18,57.51,66.23,82.49,87.78,26.42,89.81,7.88,75.95,1.15,13.61,FAMILY,11.92
2025,5.23,6.4,224.11,9.14,12.38,60.77,37.79,51.16,84.07,45.97,48.53,34.78,109.3,13.59,21.34,13.2,8.64,OTHER,10.82
2015,6.61,12.24,247.62,6.58,11.9,62.63,53.22,38.5,43.8,41.03,70.42,20.58,38.4,7.37,43.23,13.08,3.3,POSTPARTUM,23.14
2012,0.5,38.18,59.33,6.81,8.46,80.87,38.49,49.16,80.57,37.58,71.34,11.36,79.47,12.37,51.43,7.8,12.34,OTHER,7.55
2009,6.27,43.16,123.22,9.06,12.74,76.78,32.47,41.97,72.23,75.97,46.53,34.89,47.08,13.93,27.76,3.04,19.0,CHILD,37.06
2019,8.85,7.57,84.6,6.05,10.82,51.42,63.87,44.65,50.14,66.0,92.77,4.79,128.01,4.41,48.33,11.64,9.73,POSTPARTUM,15.98
2021,7.91,6.44,258.16,10.38,9.51,85.14,44.06,45.96,68.3,86.08,87.71,5.18,86.3,17.58,24.98,8.68,19.96,POSTPARTUM,0.71
2013,0.96,28.15,156.74,6.76,10.0,84.61,29.73,67.09,76.89,77.86,56.03,21.91,109.35,4.7,67.22,6.57,19.67,EXPANSION,37.98
2010,3.62,28.95,227.83,5.45,7.22,72.82,25.05,38.96,66.83,78.78,43.04,22.83,133.82,15.56,67.2,3.74,8.7,EXPANSION,13.76
2023,4.78,40.79,242.16,11.29,10.92,81.94,55.55,48.55,69.56,71.13,57.23,14.85,45.84,6.25,58.32,6.71,20.19,EXPANSION,54.59
2016,4.34,40.41,63.41,10.71,8.23,60.61,22.0,51.8,72.71,89.11,51.3,23.57,78.05,13.33,38.62,0.8,2.49,FAMILY,41.76
2016,7.54,5.44,223.71,9.89,8.0,83.21,19.62,86.2,61.93,39.8,45.97,28.48,114.62,6.78,85.01,0.34,9.25,OTHER,16.82
2015,1.83,24.08,102.86,13.4,11.81,70.41,61.26,83.88,88.45,85.54,51.65,25.67,109.86,11.4,56.74,6.29,6.36,FAMILY,22.37
2013,8.27,33.11,111.03,7.34,11.98,85.79,30.84,67.61,56.16,63.03,53.18,15.65,65.35,11.66,73.4,4.35,0.1,POSTPARTUM,2.98
2022,6.75,12.15,50.7,7.47,12.93,91.82,61.98,48.6,49.32,37.46,82.86,8.18,133.92,5.22,66.27,12.99,6.2,FAMILY,44.65
2010,9.07,35.76,101.89,13.21,12.21,53.4,31.39,83.77,71.09,87.79,71.49,15.99,65.49,16.19,69.01,8.91,10.64,EXPANSION,25.98
2011,2.82,31.76,251.51,8.18,8.27,89.57,56.66,35.75,58.26,62.32,79.88,6.35,75.39,14.65,30.24,17.3,28.48,FAMILY,0.87
2009,4.18,40.74,194.7,5.59,5.31,79.37,43.76,71.72,91.35,87.12,93.44,39.49,23.73,5.8,22.24,10.16,18.15,PREGNANCY,18.17
2011,9.56,5.2,232.41,7.37,13.31,64.54,41.84,58.98,75.27,58.94,84.1,6.03,131.4,16.25,25.9,14.69,23.71,OTHER,26.71
2013,4.1,25.19,79.33,14.15,12.83,75.22,40.33,86.97,59.24,39.25,40.1,2.62,116.83,11.37,56.4,11.93,19.98,FAMILY,12.61
2019,9.57,41.69,161.76,7.56,4.93,51.14,20.41,50.9,80.62,46.45,82.46,19.26,97.67,13.11,20.9,15.29,12.05,POSTPARTUM,42.69
2020,5.77,30.95,53.91,7.71,9.78,90.74,45.85,56.97,83.24,42.31,77.88,40.03,58.77,3.02,55.39,16.48,26.39,CHILD,7.61
2017,2.22,41.96,166.34,11.03,7.06,73.37,31.45,66.02,49.34,37.57,94.66,28.3,36.63,2.3,22.97,11.8,29.74,EXPANSION,14.38
2010,7.83,14.02,120.0,12.08,6.74,62.61,46.39,84.56,60.25,60.51,80.25,29.04,71.88,2.36,36.94,11.46,15.29,PREGNANCY,29.72
2018,7.57,18.01,218.19,7.42,13.15,68.72,47.11,77.1,48.35,69.3,48.75,11.81,90.78,11.52,53.52,5.51,29.19,FAMILY,36.33
2023,6.47,9.58,65.78,5.69,9.98,81.03,48.69,72.36,84.0,82.81,47.09,36.71,132.08,17.19,50.13,13.39,2.38,PREGNANCY,15.74
2013,6.69,20.38,212.47,11.14,8.96,90.78,38.96,55.85,82.82,73.11,81.2,14.78,17.59,17.11,62.48,16.06,29.83,FAMILY,50.12
2021,8.5,41.15,236.74,6.25,8.61,53.16,51.24,68.62,52.56,82.41,74.43,22.74,40.48,7.07,77.63,9.64,13.29,EXPANSION,21.25
2014,3.57,29.39,70.23,6.55,9.83,65.57,39.8,65.08,88.9,90.58,72.3,9.36,31.25,17.76,26.92,17.34,10.59,PREGNANCY,36.32
2005,5.26,22.14,83.52,15.52,11.32,64.67,22.41,45.96,71.41,50.6,42.82,37.52,32.1,6.51,68.46,9.55,29.69,OTHER,33.93
2019,5.75,9.32,58.16,11.09,10.88,86.99,56.43,62.65,44.77,64.75,94.87,44.57,116.05,14.11,43.48,12.94,24.27,FAMILY,14.81
2010,5.69,19.41,191.79,13.3,13.65,85.3,56.78,73.58,50.88,50.23,72.18,14.61,74.14,16.35,21.54,3.88,21.44,FAMILY,47.18
2021,6.37,10.08,78.41,9.64,6.5,52.05,63.5,56.31,48.83,58.49,68.86,14.75,99.12,16.42,75.71,8.89,14.37,PREGNANCY,40.41
2010,2.57,41.14,66.48,9.23,4.83,51.29,58.63,37.68,78.58,77.88,42.21,18.67,46.47,8.1,88.52,2.87,12.19,OTHER,29.94
2024,5.59,12.17,130.85,13.42,7.15,91.66,50.31,82.72,53.9,91.34,63.13,18.41,112.52,12.44,67.61,6.47,3.67,FAMILY,54.32
2022,2.79,5.02,97.32,5.93,5.95,50.36,30.95,82.98,66.54,88.26,74.77,13.11,127.44,13.63,35.03,7.26,24.61,EXPANSION,54.27
2005,2.87,23.45,157.06,5.75,13.27,69.04,29.35,54.0,87.59,56.78,87.97,27.03,6.87,15.04,83.62,4.9,21.9,PREGNANCY,50.73
2007,6.98,29.05,87.92,7.57,12.22,53.46,37.49,63.34,67.17,78.91,47.52,15.31,118.64,17.89,80.22,6.19,7.24,EXPANSION,14.68
2020,8.15,13.62,201.08,15.94,10.54,53.7,61.5,68.2,72.49,84.32,85.75,31.12,138.72,17.15,49.47,2.65,3.94,CHILD,28.26
2008,7.58,37.35,70.22,12.61,4.89,73.24,20.19,68.78,57.48,88.51,70.51,3.38,19.74,11.86,83.81,8.8,10.31,CHILD,2.71
2024,8.71,29.78,181.97,11.71,5.38,74.55,46.74,62.67,63.57,69.83,42.64,26.89,117.63,12.98,31.06,12.35,23.65,CHILD,3.5
2012,6.06,39.81,181.98,13.41,9.79,65.24,58.56,90.65,62.09,65.61,57.81,25.33,15.7,10.44,30.14,17.28,6.02,OTHER,13.25
2017,6.14,26.28,212.53,8.81,11.5,78.39,18.24,64.5,78.49,66.57,59.04,31.06,129.29,13.35,49.31,9.57,5.33,POSTPARTUM,43.27
2014,9.39,8.43,82.4,12.26,12.76,85.5,23.21,62.93,88.22,81.8,44.2,29.09,70.01,2.54,36.04,9.79,8.07,EXPANSION,37.4
2007,2.17,5.53,130.6,7.37,7.79,91.73,47.6,65.68,87.0,54.48,52.99,18.25,131.97,8.55,38.01,3.62,28.52,CHILD,15.56
2025,6.37,15.83,202.16,8.43,7.45,83.88,46.82,72.07,49.78,69.57,88.7,37.78,130.21,8.84,54.11,5.6,1.93,CHILD,16.63
2009,1.17,28.58,72.62,12.89,7.27,58.4,30.91,53.84,51.24,39.6,57.5,8.73,35.56,2.65,33.77,16.53,23.54,OTHER,50.19
2012,7.9,37.4,65.73,5.67,9.66,72.28,44.32,51.17,62.68,77.33,88.6,5.22,18.47,13.76,45.83,7.83,23.59,EXPANSION,1.49
2018,4.19,41.43,123.08,13.71,7.27,91.0,36.57,46.51,57.25,84.1,91.11,35.71,43.87,12.35,88.18,3.33,27.85,CHILD,20.73
2018,5.26,27.63,129.59,15.17,11.82,65.85,21.66,83.92,85.91,36.16,94.03,4.88,91.46,8.15,39.35,12.03,13.56,OTHER,28.15
2008,9.08,8.19,250.65,15.87,5.02,72.81,24.69,35.6,65.13,73.85,59.23,3.78,9.39,13.76,65.26,7.09,10.67,POSTPARTUM,22.08
2024,7.96,14.3,215.5,5.46,7.85,53.04,26.79,50.97,75.14,65.7,83.27,16.22,123.53,7.18,88.01,14.61,24.45,FAMILY,43.12
2018,0.28,23.86,142.58,14.55,13.35,66.0,52.69,62.33,42.31,75.15,61.2,17.36,78.27,6.87,36.53,7.77,11.93,POSTPARTUM,35.46
2007,7.12,15.14,218.92,14.04,6.55,59.56,52.72,49.16,53.3,38.9,64.36,40.47,88.3,2.8,42.94,15.98,18.52,POSTPARTUM,9.1
2025,1.96,30.01,160.99,10.9,10.13,81.47,50.02,41.17,41.6,83.54,76.38,41.69,110.02,17.16,86.9,4.1,5.31,POSTPARTUM,20.97
2015,1.71,42.75,64.74,12.52,4.9,66.54,25.24,43.39,78.62,37.1,90.36,33.61,13.8,10.31,26.56,13.47,10.05,OTHER,17.79
2012,6.01,39.33,204.57,7.8,11.82,58.54,27.58,90.18,86.89,70.97,87.94,16.46,45.63,10.72,56.61,16.97,14.8,POSTPARTUM,6.33
2012,4.41,6.47,60.35,5.25,6.84,61.35,35.72,55.51,80.12,58.29,62.04,29.49,82.94,12.06,84.71,8.28,11.01,CHILD,51.94
2006,7.4,6.16,85.31,7.98,7.0,78.64,19.35,47.81,51.96,63.23,40.18,39.43,30.12,3.97,39.95,11.85,4.29,OTHER,41.41
2007,1.25,31.36,83.84,13.92,8.38,82.89,34.01,51.64,72.38,39.86,74.2,37.19,89.95,9.21,45.42,3.01,5.96,PREGNANCY,33.84
2013,2.51,19.81,226.3,13.13,10.0,82.29,19.21,74.48,89.25,67.27,41.22,42.19,89.59,17.48,23.42,10.99,6.33,EXPANSION,29.22
2011,4.5,34.07,175.37,9.83,5.6,91.99,56.32,75.59,86.62,80.42,71.26,31.47,9.76,9.48,67.48,7.42,26.74,CHILD,0.44
2024,6.22,24.14,168.49,11.56,11.65,86.33,42.48,37.26,59.47,58.29,61.24,8.24,120.6,8.14,40.98,3.48,1.43,EXPANSION,28.35
2007,6.74,25.91,93.13,6.49,12.88,64.97,27.82,75.39,91.75,45.23,75.23,11.61,54.72,9.45,63.46,7.25,0.63,PREGNANCY,42.66
2012,3.9,6.41,236.17,15.01,8.95,51.61,62.82,84.53,51.81,54.11,51.26,10.31,138.0,12.33,34.23,8.98,5.5,CHILD,3.77
2011,9.44,30.51,236.99,10.3,8.16,55.09,58.29,38.28,49.37,69.97,40.5,20.78,66.88,9.69,46.24,8.37,29.46,EXPANSION,13.81
2010,5.81,10.76,41.74,9.41,9.95,53.11,28.18,90.41,92.65,91.63,64.55,28.69,32.51,9.28,25.39,14.47,3.33,CHILD,24.76
2020,0.9,10.89,50.36,10.19,12.0,82.19,64.85,66.72,85.22,46.26,87.21,22.03,66.69,2.29,61.75,6.62,9.76,EXPANSION,11.1
2025,1.93,10.92,120.7,14.88,10.63,65.92,23.52,54.77,58.79,52.69,83.86,16.09,18.0,2.66,23.51,3.75,19.61,CHILD,6.85
2014,6.09,18.8,205.46,8.6,4.83,54.29,50.78,60.41,83.65,70.3,41.11,8.4,59.1,12.61,58.5,5.84,18.7,CHILD,38.87
