tech_infra_project_start_date,tech_infra_project_id,tech_infra_project_type_code,tech_infra_funding_source_code,tech_infra_total_budget_usd,tech_infra_matching_funds_usd,tech_infra_miles_fiber_planned,tech_infra_miles_fiber_completed,tech_infra_locations_planned,tech_infra_locations_connected,tech_infra_construction_status_code,tech_infra_permits_issued_count,tech_infra_right_of_way_delay_days,tech_infra_contractor_id,tech_infra_workforce_local_hire_pct,tech_infra_equipment_supply_risk_score,tech_infra_open_access_policy_flag,tech_infra_community_anchor_sites_connected,tech_infra_performance_milestone_met_flag,tech_infra_project_closeout_date
2016-05-03,PRJ0000000124,FIBER_BUILD,FEDERAL_GRANT,196361296.69,9797620.39,290.197,135.376,785204,20599,PLANNING,1274,176,CTR000000124,52.13,0.1011,1,3233,0,2017-05-30
2016-05-04,PRJ0000000125,DATA_CENTER,ARPA,2858882365.34,840204368.54,329.79,83.337,588576,438036,PERMITTING,240,65,CTR000000125,44.16,0.441,0,5327,1,2019-05-15
2016-05-05,PRJ0000000126,DIGITAL_EQUITY,FEDERAL_GRANT,2790511104.42,1325157356.77,971.081,152.825,681566,256271,PERMITTING,2375,223,CTR000000126,50.35,0.9254,0,6183,0,2018-03-30
2016-05-06,PRJ0000000127,FIBER_BUILD,LOCAL_BOND,2003272006.39,300494445.79,1876.27,237.307,452930,139428,COMPLETE,3224,689,CTR000000127,29.89,0.5274,0,7398,1,2018-05-29
2016-05-07,PRJ0000000128,FIBER_BUILD,PRIVATE_PARTNER,3146828129.49,1114428262.16,561.968,127.987,736530,141346,PERMITTING,5904,703,CTR000000128,86.53,0.433,0,4417,1,2020-04-01
2016-05-08,PRJ0000000129,FIBER_BUILD,FEDERAL_GRANT,3955837403.21,2018111831.1,671.644,304.276,765629,302296,CLOSED_OUT,3761,351,CTR000000129,62.63,0.0926,1,8963,1,2021-11-25
2016-05-09,PRJ0000000130,FIBER_BUILD,FEDERAL_GRANT,4379620750.41,1482780196.67,3949.422,3279.175,494763,419720,PERMITTING,2656,91,CTR000000130,11.97,0.4056,0,10941,0,2018-07-25
2016-05-10,PRJ0000000131,MIDDLE_MILE,STATE_MATCH,729161541.99,211746206.18,3724.905,2953.783,213486,92542,CLOSED_OUT,1595,481,CTR000000131,35.41,0.0683,1,2969,0,2018-08-16
2016-05-11,PRJ0000000132,FIBER_BUILD,FEDERAL_GRANT,4832632596.73,880890120.36,585.594,336.909,306938,55736,CONSTRUCTION,5560,555,CTR000000132,6.85,0.3273,0,11539,1,2022-05-07
2016-05-12,PRJ0000000133,FIBER_BUILD,FEDERAL_GRANT,2479535213.12,371969164.45,892.118,808.497,144707,813,COMPLETE,2482,257,CTR000000133,62.72,0.354,1,8772,1,2017-10-15
2016-05-13,PRJ0000000134,TOWER_BUILD,PRIVATE_PARTNER,2176750042.34,580393036.54,546.143,379.909,145179,53391,CONSTRUCTION,5716,234,CTR000000134,55.31,0.8343,0,3466,0,2021-05-03
2016-05-14,PRJ0000000135,DIGITAL_EQUITY,LOCAL_BOND,5687220515.63,406256946.15,2517.113,840.463,356233,161905,CONSTRUCTION,3162,147,CTR000000135,61.91,0.6783,1,10926,0,2019-12-17
2016-05-15,PRJ0000000136,DATA_CENTER,STATE_MATCH,5358299431.1,2045314994.15,171.961,135.179,536045,503997,COMPLETE,4032,96,CTR000000136,25.79,0.2161,1,2267,1,2016-10-11
2016-05-16,PRJ0000000137,FIBER_BUILD,LOCAL_BOND,4949136021.45,856579817.72,2392.761,250.392,81422,6073,PERMITTING,5614,405,CTR000000137,27.26,0.7471,1,7172,1,2017-08-24
2016-05-17,PRJ0000000138,FIBER_BUILD,LOCAL_BOND,2656001005.03,839153537.64,544.483,175.777,731772,2081,PAUSED,2812,139,CTR000000138,34.13,0.1218,1,682,1,2021-08-12
2016-05-18,PRJ0000000139,FIBER_BUILD,FEDERAL_GRANT,800295367.56,44315777.68,2266.479,701.943,526165,151159,PAUSED,3205,12,CTR000000139,34.97,0.4608,0,10119,1,2019-01-31
2016-05-19,PRJ0000000140,DIGITAL_EQUITY,FEDERAL_GRANT,3028297459.25,197478184.74,2730.216,135.741,219524,74716,CONSTRUCTION,497,377,CTR000000140,53.73,0.2919,1,5030,1,2017-04-25
2016-05-20,PRJ0000000141,PUBLIC_WIFI,PHILANTHROPY,2365409728.45,1111546419.77,436.046,389.145,764629,42763,PAUSED,3375,394,CTR000000141,4.07,0.3602,1,14447,0,2021-01-16
2016-05-21,PRJ0000000142,MIDDLE_MILE,PRIVATE_PARTNER,2735058675.86,1251804223.91,2399.695,1958.352,414867,319973,CONSTRUCTION,4285,73,CTR000000142,34.89,0.8334,0,12430,1,2020-05-18
2016-05-22,PRJ0000000143,MIDDLE_MILE,STATE_MATCH,2384706594.98,668734976.44,188.365,2.661,445557,366710,PERMITTING,5029,465,CTR000000143,12.59,0.9041,0,5829,1,2017-07-16
2016-05-23,PRJ0000000144,MIDDLE_MILE,PHILANTHROPY,790669818.64,314226406.57,3508.701,2255.739,32538,21032,CONSTRUCTION,4723,279,CTR000000144,22.81,0.276,1,3568,1,2018-12-12
2016-05-24,PRJ0000000145,PUBLIC_WIFI,STATE_MATCH,4711377283.21,164701353.17,221.435,16.811,581063,262418,COMPLETE,2181,144,CTR000000145,28.31,0.9872,1,2702,1,2018-11-30
2016-05-25,PRJ0000000146,MIDDLE_MILE,ARPA,4735482884.53,582234111.86,2254.991,1372.983,39305,25618,COMPLETE,3171,689,CTR000000146,61.1,0.1371,1,3303,0,2021-01-19
2016-05-26,PRJ0000000147,FIBER_BUILD,FEDERAL_GRANT,3141826203.83,1253677422.1,664.085,411.931,183503,71149,PLANNING,242,49,CTR000000147,6.02,0.3569,0,11008,1,2017-07-10
2016-05-27,PRJ0000000148,FIBER_BUILD,FEDERAL_GRANT,430729430.98,206562484.37,3547.178,302.812,220552,176694,COMPLETE,1176,719,CTR000000148,8.09,0.7551,1,12604,0,2018-05-17
2016-05-28,PRJ0000000149,FIBER_BUILD,ARPA,4201162321.23,2156419457.84,617.684,202.79,339530,57838,COMPLETE,965,116,CTR000000149,35.23,0.0861,1,13573,1,2021-05-18
2016-05-29,PRJ0000000150,DIGITAL_EQUITY,FEDERAL_GRANT,2038844030.29,297388573.01,1132.229,884.567,564223,444033,CONSTRUCTION,3533,19,CTR000000150,84.43,0.895,0,12890,0,2022-02-17
2016-05-30,PRJ0000000151,DATA_CENTER,LOCAL_BOND,3347714931.63,707301979.21,457.233,391.969,286220,154761,PERMITTING,746,534,CTR000000151,6.01,0.2883,1,153,1,2016-12-19
2016-05-31,PRJ0000000152,DIGITAL_EQUITY,STATE_MATCH,5550751151.51,1467731568.13,898.586,585.329,494347,47416,CONSTRUCTION,5085,323,CTR000000152,0.64,0.8268,1,5176,1,2021-03-23
2016-06-01,PRJ0000000153,FIBER_BUILD,ARPA,4161288927.09,974481045.33,1598.143,1172.147,281560,44854,CONSTRUCTION,5412,520,CTR000000153,65.18,0.344,0,13044,1,2017-06-09
2016-06-02,PRJ0000000154,FIBER_BUILD,LOCAL_BOND,2552907360.8,1496335466.71,1437.93,50.987,61166,22055,COMPLETE,3921,484,CTR000000154,36.04,0.5757,0,9432,1,2019-02-12
2016-06-03,PRJ0000000155,MIDDLE_MILE,ARPA,1466029737.97,39168105.27,2628.413,351.032,132348,33004,COMPLETE,1255,340,CTR000000155,46.11,0.5108,1,4666,1,2022-03-21
2016-06-04,PRJ0000000156,TOWER_BUILD,PRIVATE_PARTNER,3855476071.63,1507406094.01,216.663,162.833,516938,127615,PAUSED,1036,620,CTR000000156,89.14,0.1347,0,9488,0,2019-10-08
2016-06-05,PRJ0000000157,FIBER_BUILD,PRIVATE_PARTNER,1106224491.79,183561775.25,2866.648,1036.421,13251,4891,PAUSED,3014,691,CTR000000157,50.79,0.3451,0,3285,0,2020-06-29
2016-06-06,PRJ0000000158,DIGITAL_EQUITY,STATE_MATCH,1851883696.81,342430165.5,3584.907,1957.489,698519,133260,PAUSED,2241,574,CTR000000158,20.24,0.4104,0,3536,0,2020-01-23
2016-06-07,PRJ0000000159,FIBER_BUILD,PRIVATE_PARTNER,4246371812.09,2217237374.68,1215.144,106.253,697088,566339,PERMITTING,925,138,CTR000000159,51.49,0.9751,0,14197,1,2018-11-25
2016-06-08,PRJ0000000160,FIBER_BUILD,FEDERAL_GRANT,4865808233.82,2718090859.35,3812.816,442.144,532248,526213,PLANNING,1846,101,CTR000000160,86.49,0.2925,1,12523,1,2017-02-06
2016-06-09,PRJ0000000161,DIGITAL_EQUITY,ARPA,2514298071.71,1301146327.86,1079.95,588.44,56238,14098,CLOSED_OUT,662,145,CTR000000161,55.12,0.961,0,3035,0,2020-09-15
2016-06-10,PRJ0000000162,FIBER_BUILD,PRIVATE_PARTNER,2859440148.09,924710051.65,1815.051,1845.663,786621,258731,CONSTRUCTION,2590,392,CTR000000162,97.88,0.8106,0,12231,1,2019-08-10
2016-06-11,PRJ0000000163,MIDDLE_MILE,STATE_MATCH,2993820343.64,380564678.06,2091.658,1294.361,130951,59780,PERMITTING,2550,109,CTR000000163,69.13,0.0968,1,6004,0,2017-08-22
2016-06-12,PRJ0000000164,FIBER_BUILD,PRIVATE_PARTNER,3222495220.89,832424291.51,3187.379,2258.146,33005,4633,CONSTRUCTION,5499,221,CTR000000164,73.7,0.0835,0,9701,1,2022-05-27
2016-06-13,PRJ0000000165,PUBLIC_WIFI,PHILANTHROPY,5646149250.3,570435686.64,58.503,60.562,625021,88828,CLOSED_OUT,5767,642,CTR000000165,63.74,0.6912,1,142,1,2019-03-13
2016-06-14,PRJ0000000166,MIDDLE_MILE,LOCAL_BOND,5142598653.24,1785241608.53,3046.259,1140.875,554399,169683,CLOSED_OUT,1227,165,CTR000000166,21.69,0.1185,1,9829,1,2020-11-17
2016-06-15,PRJ0000000167,DIGITAL_EQUITY,FEDERAL_GRANT,2543862292.22,986199203.78,3332.875,1944.365,15556,4621,PLANNING,3448,19,CTR000000167,72.15,0.2654,1,953,0,2021-08-23
2016-06-16,PRJ0000000168,MIDDLE_MILE,PHILANTHROPY,4532764017.59,1175104986.05,1927.956,769.964,476136,112197,PLANNING,3428,337,CTR000000168,63.1,0.9192,0,13599,1,2021-05-29
2016-06-17,PRJ0000000169,PUBLIC_WIFI,LOCAL_BOND,105432134.22,1246920.32,2361.353,1207.703,733697,68672,PAUSED,2232,138,CTR000000169,48.23,0.8694,1,3860,1,2021-04-13
2016-06-18,PRJ0000000170,FIBER_BUILD,STATE_MATCH,1987445621.41,918383116.37,2278.444,1704.967,347219,253918,CONSTRUCTION,35,494,CTR000000170,40.81,0.6767,0,335,1,2020-05-08
2016-06-19,PRJ0000000171,FIBER_BUILD,FEDERAL_GRANT,2892638182.03,1009648622.32,1483.786,179.617,128048,114744,CONSTRUCTION,3409,671,CTR000000171,80.02,0.9721,0,8086,1,2020-06-09
2016-06-20,PRJ0000000172,TOWER_BUILD,PRIVATE_PARTNER,792822271.25,175512371.98,1800.077,1422.026,341771,74415,PLANNING,929,486,CTR000000172,50.83,0.3796,0,12480,1,2016-12-08
2016-06-21,PRJ0000000173,MIDDLE_MILE,PHILANTHROPY,3239906291.52,660051135.51,1391.372,189.166,29360,18982,PERMITTING,5442,394,CTR000000173,50.33,0.1159,1,134,0,2018-06-29
2016-06-22,PRJ0000000174,DIGITAL_EQUITY,PHILANTHROPY,950044439.14,121994186.34,932.523,358.451,95851,30439,PLANNING,2862,232,CTR000000174,78.6,0.1837,0,1345,0,2020-07-17
2016-06-23,PRJ0000000175,DATA_CENTER,FEDERAL_GRANT,5387586529.67,2947351960.34,1484.445,1062.289,599125,378503,PERMITTING,2758,63,CTR000000175,65.53,0.2304,1,10498,1,2019-06-04
2016-06-24,PRJ0000000176,MIDDLE_MILE,ARPA,4658721364.56,1290611536.27,3286.085,556.563,634574,271347,CONSTRUCTION,5887,656,CTR000000176,29.72,0.6325,0,12863,1,2018-10-20
2016-06-25,PRJ0000000177,DIGITAL_EQUITY,PRIVATE_PARTNER,4370406059.12,1952646735.93,1832.188,119.376,374857,233267,PLANNING,3538,74,CTR000000177,49.74,0.6834,0,688,0,2021-03-26
2016-06-26,PRJ0000000178,MIDDLE_MILE,PRIVATE_PARTNER,5998511665.25,2194668750.1,3929.911,450.701,124902,42490,COMPLETE,3553,563,CTR000000178,17.03,0.9197,1,7550,0,2019-12-23
2016-06-27,PRJ0000000179,FIBER_BUILD,STATE_MATCH,792384604.46,286696411.85,1136.065,864.746,489261,438713,CONSTRUCTION,5788,85,CTR000000179,71.2,0.7119,0,5089,1,2020-01-14
2016-06-28,PRJ0000000180,DIGITAL_EQUITY,PRIVATE_PARTNER,5866905417.97,131451203.66,1881.426,1930.368,764316,118646,PAUSED,1769,264,CTR000000180,37.01,0.3138,0,8552,1,2020-11-08
2016-06-29,PRJ0000000181,DATA_CENTER,STATE_MATCH,4692213571.07,1443530617.02,2123.427,2046.5,420871,10107,PLANNING,1467,585,CTR000000181,3.8,0.8416,0,14829,1,2017-05-09
2016-06-30,PRJ0000000182,FIBER_BUILD,STATE_MATCH,270666176.55,37551784.91,3321.029,217.593,114641,11546,PAUSED,5813,61,CTR000000182,23.83,0.8451,1,2229,0,2017-11-15
2016-07-01,PRJ0000000183,DIGITAL_EQUITY,PRIVATE_PARTNER,4384118764.67,202869387.27,3099.173,30.853,445833,214594,CONSTRUCTION,260,314,CTR000000183,12.96,0.6428,0,11247,0,2020-10-18
2016-07-02,PRJ0000000184,TOWER_BUILD,PHILANTHROPY,2498718912.85,239321703.91,1844.454,127.239,219681,70585,PLANNING,5524,437,CTR000000184,65.85,0.3836,0,9175,0,2018-08-27
2016-07-03,PRJ0000000185,MIDDLE_MILE,STATE_MATCH,4948985227.49,2597006099.27,692.327,699.904,35429,27205,CLOSED_OUT,5017,332,CTR000000185,4.63,0.5708,0,11495,1,2017-03-24
2016-07-04,PRJ0000000186,MIDDLE_MILE,FEDERAL_GRANT,4405050952.42,1171580744.17,145.837,116.942,353569,63032,CLOSED_OUT,5368,405,CTR000000186,95.26,0.4556,0,4208,0,2019-07-20
2016-07-05,PRJ0000000187,DATA_CENTER,PRIVATE_PARTNER,4752553361.27,936492526.28,1334.573,1076.932,561154,474029,CONSTRUCTION,5917,89,CTR000000187,90.98,0.5583,0,10328,0,2018-08-13
2016-07-06,PRJ0000000188,DIGITAL_EQUITY,PRIVATE_PARTNER,1048859577.0,377287381.54,3829.72,574.163,89555,40521,PAUSED,1830,241,CTR000000188,37.55,0.2643,0,820,1,2017-03-25
2016-07-07,PRJ0000000189,MIDDLE_MILE,LOCAL_BOND,1818017351.67,23966431.01,549.071,295.555,297978,125591,PERMITTING,3387,696,CTR000000189,75.7,0.9446,0,4578,1,2020-03-11
2016-07-08,PRJ0000000190,MIDDLE_MILE,LOCAL_BOND,347773836.48,28084030.57,109.089,29.116,488584,123480,COMPLETE,1404,278,CTR000000190,35.92,0.1231,1,6998,1,2019-11-02
2016-07-09,PRJ0000000191,DIGITAL_EQUITY,PRIVATE_PARTNER,1481903197.52,283670270.77,524.394,270.709,331271,259717,CONSTRUCTION,5082,488,CTR000000191,54.61,0.9805,0,1791,1,2020-09-08
2016-07-10,PRJ0000000192,DATA_CENTER,PRIVATE_PARTNER,3514183599.92,1590788809.68,1166.035,1021.493,3164,1750,COMPLETE,4480,318,CTR000000192,91.26,0.486,0,8350,1,2019-09-10
2016-07-11,PRJ0000000193,FIBER_BUILD,LOCAL_BOND,3084811480.69,47203607.55,566.36,18.509,264742,130026,COMPLETE,4450,248,CTR000000193,31.92,0.0064,1,13642,1,2018-11-24
2016-07-12,PRJ0000000194,DIGITAL_EQUITY,FEDERAL_GRANT,3351838750.75,542281806.8,1471.237,1303.264,98360,65719,PAUSED,1838,188,CTR000000194,2.91,0.0271,0,14420,0,2018-04-25
2016-07-13,PRJ0000000195,DIGITAL_EQUITY,FEDERAL_GRANT,2235771097.23,774787602.4,2605.656,915.158,163927,121274,CONSTRUCTION,421,610,CTR000000195,11.69,0.5716,1,6531,1,2021-12-05
2016-07-14,PRJ0000000196,SAT_BACKHAUL,FEDERAL_GRANT,577301091.7,113819756.89,1387.02,38.491,574199,412880,PERMITTING,1935,437,CTR000000196,53.27,0.0277,1,8043,1,2021-12-16
2016-07-15,PRJ0000000197,FIBER_BUILD,LOCAL_BOND,2098507620.57,1235310260.58,2911.374,571.737,183829,68137,CLOSED_OUT,5068,161,CTR000000197,3.91,0.8188,0,8800,1,2021-10-11
2016-07-16,PRJ0000000198,DIGITAL_EQUITY,FEDERAL_GRANT,3781372162.43,384427327.51,3337.662,2656.319,95480,84436,CLOSED_OUT,1717,291,CTR000000198,39.82,0.6171,0,376,1,2019-09-03
2016-07-17,PRJ0000000199,FIBER_BUILD,FEDERAL_GRANT,1924037310.67,348318354.44,1640.386,1501.963,675324,92642,PLANNING,5749,507,CTR000000199,20.61,0.2108,1,6573,1,2018-11-24
2016-07-18,PRJ0000000200,FIBER_BUILD,STATE_MATCH,1919933266.16,206476289.41,2078.334,1233.349,325028,185604,PLANNING,769,436,CTR000000200,3.75,0.0699,1,14196,0,2020-08-26
2016-07-19,PRJ0000000201,MIDDLE_MILE,FEDERAL_GRANT,1119753766.57,305812759.51,3486.234,130.617,74859,44044,COMPLETE,3252,546,CTR000000201,13.43,0.2251,1,2471,0,2019-03-27
2016-07-20,PRJ0000000202,MIDDLE_MILE,PHILANTHROPY,1124892564.39,20629066.92,3717.06,713.399,93598,88538,PLANNING,1619,276,CTR000000202,11.23,0.9525,0,2869,1,2018-03-17
2016-07-21,PRJ0000000203,MIDDLE_MILE,FEDERAL_GRANT,2850986944.45,702434310.32,3077.614,1697.158,168533,111230,CONSTRUCTION,1885,395,CTR000000203,56.08,0.9429,0,14734,0,2017-12-12
2016-07-22,PRJ0000000204,FIBER_BUILD,FEDERAL_GRANT,967503053.85,262266329.91,2288.102,1939.93,329614,97435,CONSTRUCTION,645,185,CTR000000204,55.66,0.0471,0,7143,0,2022-07-18
2016-07-23,PRJ0000000205,SAT_BACKHAUL,PHILANTHROPY,5345056625.01,23584132.36,2933.119,2285.333,50426,29539,COMPLETE,3260,120,CTR000000205,32.68,0.8892,1,14994,1,2017-11-14
2016-07-24,PRJ0000000206,TOWER_BUILD,PHILANTHROPY,1821483851.72,698595303.43,845.14,360.237,501146,208638,COMPLETE,1006,456,CTR000000206,25.27,0.7853,0,3975,1,2018-02-17
2016-07-25,PRJ0000000207,FIBER_BUILD,STATE_MATCH,4496280368.89,2288679036.29,3074.339,1241.396,619629,39278,CONSTRUCTION,678,356,CTR000000207,98.29,0.8838,0,3156,0,2018-06-02
2016-07-26,PRJ0000000208,DIGITAL_EQUITY,STATE_MATCH,2332031385.3,359415252.17,2131.849,1875.039,659036,339397,CONSTRUCTION,3315,198,CTR000000208,28.52,0.6882,0,14163,0,2021-07-18
2016-07-27,PRJ0000000209,TOWER_BUILD,STATE_MATCH,3386920578.55,130348982.18,3318.946,299.109,767862,635640,CLOSED_OUT,2953,83,CTR000000209,12.22,0.0424,1,6787,1,2022-02-08
2016-07-28,PRJ0000000210,DIGITAL_EQUITY,ARPA,1549142431.67,20875859.71,418.319,168.503,156431,95057,CLOSED_OUT,86,541,CTR000000210,18.76,0.3818,1,13211,1,2020-10-08
2016-07-29,PRJ0000000211,MIDDLE_MILE,FEDERAL_GRANT,2606354900.37,19706536.02,2107.802,2160.422,567498,496391,CLOSED_OUT,1962,96,CTR000000211,14.0,0.3338,1,3657,1,2017-08-30
2016-07-30,PRJ0000000212,TOWER_BUILD,STATE_MATCH,2443368840.08,524882436.33,3702.571,889.124,171515,138068,PERMITTING,659,613,CTR000000212,7.26,0.2221,0,6862,1,2017-10-02
2016-07-31,PRJ0000000213,FIBER_BUILD,LOCAL_BOND,92368863.91,8445911.66,3994.126,3325.873,432163,317496,CONSTRUCTION,2818,528,CTR000000213,77.2,0.5465,0,1031,1,2018-06-25
2016-08-01,PRJ0000000214,SAT_BACKHAUL,PRIVATE_PARTNER,5900597800.17,722015027.77,2817.789,283.22,300311,233445,PERMITTING,3359,717,CTR000000214,10.83,0.9365,1,970,0,2018-05-11
2016-08-02,PRJ0000000215,PUBLIC_WIFI,LOCAL_BOND,5835837509.77,3323259934.55,932.066,341.911,254864,162224,CONSTRUCTION,4571,445,CTR000000215,42.43,0.4742,0,3458,0,2016-09-06
2016-08-03,PRJ0000000216,DIGITAL_EQUITY,PRIVATE_PARTNER,112124736.5,47184403.39,101.295,29.141,367806,288969,COMPLETE,2029,290,CTR000000216,27.35,0.3372,0,3289,0,2020-12-12
2016-08-04,PRJ0000000217,FIBER_BUILD,STATE_MATCH,1794035919.68,501051323.48,1729.759,1651.461,567367,221540,PAUSED,1493,470,CTR000000217,7.65,0.0662,1,6760,1,2018-03-01
2016-08-05,PRJ0000000218,DIGITAL_EQUITY,FEDERAL_GRANT,1782558606.33,554175192.36,3597.301,2367.116,575302,8227,PERMITTING,4662,62,CTR000000218,33.05,0.1946,0,6076,1,2019-05-12
2016-08-06,PRJ0000000219,TOWER_BUILD,PRIVATE_PARTNER,3454652113.99,1688530950.3,3572.893,2580.603,224559,162416,CLOSED_OUT,1948,165,CTR000000219,11.82,0.4016,1,8931,1,2022-05-12
2016-08-07,PRJ0000000220,FIBER_BUILD,PRIVATE_PARTNER,2161089537.84,735244194.92,306.409,179.116,680815,680815,CONSTRUCTION,4868,327,CTR000000220,87.52,0.703,1,12768,0,2019-09-08
2016-08-08,PRJ0000000221,FIBER_BUILD,LOCAL_BOND,2323599345.46,1139850052.87,3459.972,1659.133,260565,142575,COMPLETE,4212,513,CTR000000221,16.55,0.3643,1,4237,1,2021-11-26
2016-08-09,PRJ0000000222,FIBER_BUILD,FEDERAL_GRANT,2934196519.71,272111395.74,2934.689,2593.149,632952,530887,CONSTRUCTION,4632,436,CTR000000222,32.33,0.543,1,13237,1,2020-09-13
2016-08-10,PRJ0000000223,TOWER_BUILD,ARPA,5602293495.05,40863339.54,2141.833,885.388,429323,403957,PAUSED,5038,202,CTR000000223,60.02,0.0662,0,6994,1,2020-03-01
2016-08-11,PRJ0000000224,DIGITAL_EQUITY,LOCAL_BOND,4521365082.34,1335683994.87,266.861,177.742,776595,705678,CLOSED_OUT,5046,520,CTR000000224,2.06,0.6167,0,11380,0,2018-06-21
2016-08-12,PRJ0000000225,FIBER_BUILD,PRIVATE_PARTNER,4871806290.17,1166034472.22,1997.02,1603.579,502114,453737,PLANNING,5018,77,CTR000000225,58.29,0.0284,1,14443,0,2020-01-31
2016-08-13,PRJ0000000226,PUBLIC_WIFI,FEDERAL_GRANT,933104905.32,76731766.91,2675.657,968.507,740845,59559,CONSTRUCTION,1878,622,CTR000000226,0.2,0.1728,0,9774,1,2018-08-31
2016-08-14,PRJ0000000227,TOWER_BUILD,STATE_MATCH,212643393.23,1716442.89,356.619,103.34,621020,553519,CONSTRUCTION,352,392,CTR000000227,82.24,0.8787,0,3016,1,2018-10-26
2016-08-15,PRJ0000000228,PUBLIC_WIFI,FEDERAL_GRANT,4590216638.44,1777783751.83,1248.548,37.814,157790,82871,CONSTRUCTION,1649,628,CTR000000228,50.21,0.8684,0,10360,1,2017-11-27
2016-08-16,PRJ0000000229,MIDDLE_MILE,FEDERAL_GRANT,5259352529.25,1701507644.98,3438.682,2040.961,573620,80955,CONSTRUCTION,173,492,CTR000000229,84.28,0.3692,0,7903,0,2016-12-06
2016-08-17,PRJ0000000230,TOWER_BUILD,FEDERAL_GRANT,1029476374.77,123668888.47,1734.884,985.989,366985,363115,PLANNING,3167,38,CTR000000230,55.23,0.4021,0,5841,1,2017-04-23
2016-08-18,PRJ0000000231,FIBER_BUILD,STATE_MATCH,1673203955.09,878690915.63,3386.276,382.315,465050,160260,PAUSED,5452,509,CTR000000231,93.05,0.3638,0,14104,1,2018-08-08
2016-08-19,PRJ0000000232,DIGITAL_EQUITY,PRIVATE_PARTNER,2983306614.09,1362104524.97,1442.973,938.224,472306,76323,PLANNING,5255,431,CTR000000232,40.98,0.1982,1,872,1,2020-06-09
2016-08-20,PRJ0000000233,DIGITAL_EQUITY,STATE_MATCH,2563143228.91,123476495.16,1799.243,88.097,504556,159079,CONSTRUCTION,430,355,CTR000000233,38.05,0.8603,0,9998,1,2018-11-05
2016-08-21,PRJ0000000234,MIDDLE_MILE,STATE_MATCH,3980579571.46,173594725.57,846.038,642.579,612041,329698,PERMITTING,5357,367,CTR000000234,12.51,0.6838,1,6121,1,2019-12-27
2016-08-22,PRJ0000000235,PUBLIC_WIFI,PRIVATE_PARTNER,3062377760.8,358045312.96,1137.871,442.439,511729,168096,COMPLETE,2572,155,CTR000000235,90.3,0.0023,0,7829,1,2017-08-09
2016-08-23,PRJ0000000236,DIGITAL_EQUITY,PRIVATE_PARTNER,2915144556.42,402000667.84,1081.403,355.142,465013,14835,CONSTRUCTION,1941,192,CTR000000236,15.21,0.7272,0,14406,1,2018-07-05
2016-08-24,PRJ0000000237,FIBER_BUILD,FEDERAL_GRANT,5532167141.17,3283116687.15,1622.894,1398.197,527155,380143,CONSTRUCTION,3349,639,CTR000000237,28.24,0.7397,1,5440,1,2018-06-24
2016-08-25,PRJ0000000238,FIBER_BUILD,ARPA,80575282.1,28664504.98,965.241,323.213,156297,29599,PERMITTING,4483,146,CTR000000238,74.51,0.6354,0,9915,1,2021-04-12
2016-08-26,PRJ0000000239,MIDDLE_MILE,STATE_MATCH,4295756596.36,1030005862.38,1094.954,839.333,758748,72728,PAUSED,3577,2,CTR000000239,55.5,0.7412,0,7317,1,2019-03-04
2016-08-27,PRJ0000000240,MIDDLE_MILE,FEDERAL_GRANT,1532376828.32,350231074.07,2592.033,1072.627,356337,242758,PERMITTING,3566,511,CTR000000240,96.51,0.4841,0,14179,1,2022-04-30
2016-08-28,PRJ0000000241,PUBLIC_WIFI,FEDERAL_GRANT,4808606866.45,2724791263.46,1759.422,467.878,337820,41577,PLANNING,5707,665,CTR000000241,88.06,0.632,0,3573,1,2019-04-18
2016-08-29,PRJ0000000242,FIBER_BUILD,FEDERAL_GRANT,586052663.96,141687757.7,1055.181,353.508,746805,602610,PLANNING,3434,458,CTR000000242,52.76,0.7605,0,273,1,2018-06-13
2016-08-30,PRJ0000000243,DATA_CENTER,FEDERAL_GRANT,821429838.02,443104976.4,1014.595,113.233,469332,90973,PAUSED,5459,77,CTR000000243,44.57,0.9285,1,5201,0,2020-09-06
2016-08-31,PRJ0000000244,FIBER_BUILD,PRIVATE_PARTNER,4061459672.35,453230627.39,179.702,128.296,774299,234601,PERMITTING,4082,687,CTR000000244,37.33,0.2288,0,4867,1,2018-08-02
2016-09-01,PRJ0000000245,SAT_BACKHAUL,FEDERAL_GRANT,5823439486.07,2035144164.93,2171.322,1250.204,619363,530007,CONSTRUCTION,3723,630,CTR000000245,85.97,0.0128,0,1487,0,2021-03-04
2016-09-02,PRJ0000000246,PUBLIC_WIFI,STATE_MATCH,347987171.31,58160933.61,3544.032,1297.068,586474,140644,PLANNING,676,495,CTR000000246,56.46,0.2165,1,3299,1,2019-12-24
2016-09-03,PRJ0000000247,TOWER_BUILD,FEDERAL_GRANT,190990925.35,96335528.68,2084.502,993.767,659691,642102,CONSTRUCTION,2051,78,CTR000000247,28.31,0.2893,0,7214,1,2022-02-27
2016-09-04,PRJ0000000248,MIDDLE_MILE,FEDERAL_GRANT,4977604156.33,812614924.39,3051.51,2438.92,8071,7317,COMPLETE,305,279,CTR000000248,13.72,0.7033,0,10216,1,2017-12-07
2016-09-05,PRJ0000000249,TOWER_BUILD,PRIVATE_PARTNER,1647935372.86,126807561.33,1435.678,52.69,527098,12119,CONSTRUCTION,3971,195,CTR000000249,12.22,0.5709,0,10865,1,2017-06-24
