imm_legal_admission_fiscal_year,imm_legal_visa_category_code,imm_legal_country_of_chargeability,imm_legal_consulate_post_code,imm_legal_applications_received,imm_legal_applications_approved,imm_legal_applications_denied,imm_legal_processing_time_days_median,imm_legal_priority_date_backlog_months,imm_legal_adjustment_of_status_flag,imm_legal_principal_applicant_flag,imm_legal_derivative_count,imm_legal_employment_based_indicator,imm_legal_family_based_indicator,imm_legal_humanitarian_indicator,imm_legal_inadmissibility_ground_code,imm_legal_waiver_granted_flag,imm_legal_age_at_admission,imm_legal_intended_state_destination_code,imm_legal_data_extract_date
2021,B1,BTN,INDEL,5122,13300,3274,246,19,1,0,3,1,1,1,212A,0,40,LA,2025-01-23
2021,EB3,SGP,INDEL,9681,14766,1311,343,91,0,1,0,0,1,0,212F,1,17,AR,2025-03-04
2013,J1,SAU,INCHN,11295,4288,2092,32,107,1,0,2,1,0,1,212B,1,15,DD,2025-02-21
2017,H4,MDV,INBLR,14756,20503,2876,415,56,0,1,5,0,0,0,212B,1,50,MN,2025-09-23
2017,SIV,USA,INAMD,5513,19305,2245,83,100,1,1,3,1,0,1,212C,0,36,TS,2025-12-08
2014,REF,GBR,INCHN,7500,18067,1239,223,23,0,1,1,1,0,0,212E,1,13,PB,2025-06-16
2022,REF,IND,INDEL,11145,15341,1504,334,107,1,1,1,1,0,0,212F,1,67,JH,2025-05-31
2013,DV,MDV,INKOL,24854,10227,1332,29,32,0,1,1,1,1,0,212D,1,29,TS,2025-01-11
2023,CR1,SAU,INAMD,20393,5611,2943,316,19,1,0,4,1,1,0,212F,1,59,TS,2025-04-05
2012,REF,IND,INKOL,1363,16246,3506,273,59,0,1,4,1,1,1,212C,1,52,TS,2025-03-13
2017,IR1,GBR,INMUM,7897,20276,2379,421,47,0,1,5,1,1,0,212C,0,35,JK,2025-02-17
2023,K1,NPL,INHYD,17504,1074,695,273,63,1,0,3,0,1,0,212D,0,29,KA,2025-12-14
2016,B2,CAN,INMUM,9216,8592,26,339,29,0,1,3,1,0,0,212A,1,63,UP,2025-09-29
2025,J1,BGD,INMUM,9980,13599,3237,456,107,0,0,3,0,0,0,212D,0,13,AP,2025-04-05
2025,REF,DEU,INHYD,3335,19486,2365,253,72,0,1,4,1,1,1,212C,1,22,CH,2025-08-21
2022,EB3,MDV,INBLR,3145,10603,3345,42,108,0,0,5,0,0,0,NONE,1,47,NL,2025-02-17
2020,IR1,SAU,INDEL,16754,8027,3454,407,112,1,1,3,1,0,0,212D,0,27,UP,2025-07-27
2012,J1,GBR,INKOL,18755,15923,2412,34,16,0,1,0,1,0,1,212A,0,6,HP,2025-08-15
2018,DV,IND,INMUM,605,9804,3174,226,99,0,1,2,0,0,0,212D,0,41,HP,2025-03-18
2016,H1B,AUS,INHYD,21373,4281,959,412,13,1,1,6,1,0,0,212D,0,9,AP,2025-12-15
2016,SIV,ARE,INCHN,5482,2409,1526,277,18,0,1,1,1,1,0,212B,1,67,GJ,2025-08-07
2025,DV,BTN,INMUM,1436,19957,1868,517,70,1,0,1,1,0,0,212B,0,43,ML,2025-12-26
2013,EB2,BTN,INKOL,21197,21542,372,292,58,0,0,0,1,0,1,212C,1,12,KA,2025-03-22
2022,E2,GBR,INDEL,11289,13959,3687,460,66,1,1,3,1,1,1,212C,1,84,TR,2025-02-06
2014,IR1,IND,INMUM,10669,11239,1949,323,96,0,0,5,0,1,1,212F,1,32,AN,2025-04-12
2018,H1B,CAN,INMUM,6904,9419,244,303,43,1,1,5,1,1,1,212D,1,31,OD,2025-07-10
2017,DV,BTN,INBLR,10246,564,1840,344,31,1,1,4,0,1,1,NONE,1,47,NL,2025-01-29
2023,B2,USA,INLKO,16083,20067,3240,313,110,1,1,3,0,1,1,212E,0,4,AN,2025-11-10
2013,J1,SGP,INHYD,7687,2259,3699,434,10,0,0,5,0,1,0,212C,1,60,ML,2025-09-10
2017,EB3,CAN,INCHN,21275,10579,1676,357,105,1,1,3,0,1,0,212D,0,2,HR,2025-09-08
2013,EB2,MMR,INCHN,13012,20177,3489,517,1,0,0,1,0,1,0,212D,1,23,JK,2025-08-14
2013,EB2,CAN,INAMD,14990,2647,3427,531,89,1,1,6,0,0,0,212E,0,33,GA,2025-04-04
2013,B2,FRA,INDEL,20301,6638,2525,498,67,1,1,6,0,1,1,212D,0,83,CH,2025-03-27
2025,EB2,IND,INAMD,10668,12143,124,15,16,1,0,6,0,1,0,212E,1,41,JK,2025-04-20
2022,CR1,BTN,INKOL,3843,6800,536,503,80,0,1,1,1,0,0,212E,1,19,RJ,2025-08-05
2014,E2,AFG,INDEL,7423,8035,2753,446,91,0,0,4,0,1,1,212F,0,40,KL,2025-07-15
2013,L1,JPN,INMUM,2563,3150,1919,114,93,1,1,6,1,1,0,212D,1,81,GA,2025-10-24
2015,O1,AFG,INLKO,20237,16500,1635,251,39,1,1,1,0,1,0,212F,1,19,GA,2025-02-13
2020,EB3,PAK,INMUM,2377,14851,1425,261,86,1,1,3,0,1,1,212D,0,5,BR,2025-03-31
2017,B1,AUS,INCHN,8859,20262,1540,39,45,1,0,6,1,0,0,212B,0,56,HP,2025-06-04
2012,E1,SGP,INKOL,18599,2728,530,29,87,1,1,0,0,0,0,212E,1,41,CG,2025-04-19
2019,SIV,BTN,INHYD,19742,5417,3753,55,92,1,0,4,1,1,1,212A,1,24,JH,2025-02-28
2023,F1,MDV,INKOL,6502,11548,2833,468,3,1,1,0,0,0,0,212E,1,40,HR,2025-04-20
2025,IR1,FRA,INMUM,24501,16860,253,342,37,1,1,3,1,0,0,212A,1,40,TN,2025-04-16
2018,E2,NPL,INHYD,7692,5934,2168,364,62,0,0,4,1,0,0,212D,0,2,BR,2025-08-09
2021,DV,SGP,INKOL,14485,4388,3103,128,28,1,1,0,0,0,0,212C,0,42,PY,2025-09-20
2014,IR1,CAN,INLKO,22838,11199,660,450,18,0,1,4,0,0,0,NONE,1,45,GJ,2025-03-23
2012,B2,FRA,INLKO,1042,20492,1801,365,90,1,0,3,0,0,1,212F,0,56,GA,2025-09-29
2016,DV,SGP,INKOL,5474,12096,1060,352,28,0,0,5,0,1,0,212D,0,82,MN,2025-02-18
2024,IR1,BGD,INHYD,4431,18341,3760,199,119,0,0,6,1,1,0,NONE,0,73,LA,2025-02-01
2015,REF,BTN,INMUM,19608,13968,1365,422,99,1,1,4,1,0,0,212B,0,50,DD,2025-03-30
2021,REF,SGP,INKOL,4832,17550,1036,383,34,0,0,6,1,0,1,212A,0,4,MH,2025-01-19
2019,E1,MMR,INHYD,21994,21556,1206,469,115,0,0,6,1,0,1,212F,0,85,LA,2025-01-03
2012,F1,FRA,INBLR,7510,13844,3728,152,69,1,1,5,1,1,1,212B,0,72,KA,2025-03-01
2021,CR1,AFG,INLKO,19512,4319,3336,484,22,1,0,3,1,1,0,212C,1,14,JH,2025-08-30
2012,REF,SGP,INBLR,3033,14140,2135,414,102,1,0,4,1,1,0,212C,1,38,MZ,2025-01-29
2023,B1,AFG,INMUM,23693,8138,3533,292,45,0,1,4,0,1,0,212E,0,69,MP,2025-03-16
2015,B1,BGD,INHYD,22488,10776,2093,117,43,1,0,5,0,1,0,212F,0,78,JK,2025-03-11
2019,DV,AFG,INBLR,14232,7973,3463,56,47,0,1,1,0,1,0,212F,0,37,CG,2025-03-24
2016,E1,PAK,INHYD,2573,4804,1142,20,51,1,0,5,0,0,1,212F,0,38,JH,2025-12-23
2013,B1,SGP,INKOL,9727,15205,2980,140,7,1,0,5,0,1,0,212D,0,51,DD,2025-06-22
2017,J1,LKA,INMUM,10342,9044,1554,349,54,0,1,5,0,1,0,212E,1,85,KL,2025-07-16
2016,B2,FRA,INBLR,15139,14694,3518,292,65,0,0,3,0,1,1,212C,0,2,MP,2025-12-12
2013,J1,CAN,INAMD,4631,17865,1755,320,76,0,1,2,0,0,1,212C,1,28,RJ,2025-05-27
2024,L1,LKA,INKOL,11957,11728,1965,303,39,1,0,5,1,1,1,212E,1,30,DL,2025-09-30
2025,L1,AUS,INLKO,5659,1179,744,170,120,1,0,4,0,0,1,212B,0,65,DD,2025-02-04
2022,SIV,FRA,INAMD,18435,406,1629,503,84,1,1,0,0,0,1,NONE,0,44,KL,2025-04-23
2022,F1,MDV,INAMD,17821,7212,966,22,30,0,1,1,0,1,0,212A,0,72,LA,2025-07-25
2022,H1B,LKA,INDEL,11425,10765,762,350,115,0,0,5,1,1,0,212C,1,21,LD,2025-06-07
2014,J1,ARE,INDEL,22986,9930,2809,84,47,0,0,5,0,1,0,212E,1,82,WB,2025-09-10
2020,B2,SGP,INMUM,17464,21179,793,352,99,0,0,1,1,0,0,212C,1,9,MP,2025-05-02
2018,O1,NPL,INBLR,10007,3429,743,78,60,1,1,5,1,1,0,212B,0,20,KL,2025-02-17
2018,CR1,ARE,INBLR,13005,17093,1069,276,111,0,1,4,0,0,1,212F,0,16,SK,2025-07-04
2022,K1,BTN,INBLR,1270,13200,3957,293,51,0,0,2,1,0,0,212F,0,66,AR,2025-09-30
2017,J1,IND,INHYD,13213,17356,1531,72,37,1,0,5,0,1,0,212A,0,6,AN,2025-04-11
2019,K1,USA,INKOL,13339,6162,557,74,90,1,0,1,0,1,1,212F,0,35,MP,2025-01-15
2015,E1,JPN,INBLR,12587,5987,1994,199,35,0,1,5,0,1,1,212F,0,66,LA,2025-05-08
2019,L1,DEU,INKOL,22469,7225,525,61,111,0,0,3,1,0,0,212B,1,76,MP,2025-07-29
2015,F1,BTN,INMUM,9860,16026,2644,385,86,0,1,4,0,1,0,NONE,1,29,JK,2025-04-22
2019,CR1,IND,INAMD,9505,12129,3902,174,54,0,1,4,0,0,1,212B,0,70,OD,2025-09-27
2020,E1,GBR,INBLR,22957,13054,839,415,84,0,0,2,0,1,0,212A,0,28,HP,2025-05-22
2014,EB3,BTN,INMUM,24508,2504,2,514,12,0,1,3,1,0,1,212F,1,71,DN,2025-06-22
2014,EB3,DEU,INBLR,9113,1874,1051,108,36,1,1,3,1,1,0,212A,1,73,DL,2025-12-19
2022,E1,JPN,INDEL,884,11651,1404,428,46,1,0,2,1,1,1,212C,1,32,UK,2025-06-15
2024,IR1,LKA,INCHN,1774,19635,156,484,89,1,0,6,1,0,1,NONE,0,58,AR,2025-04-29
2013,B2,AFG,INMUM,23032,2617,2902,126,103,1,0,6,0,0,1,212D,1,19,MN,2025-07-22
2024,K1,GBR,INBLR,2463,7849,1937,297,70,0,0,0,0,1,0,212C,1,28,OD,2025-01-11
2021,O1,MDV,INLKO,9555,8206,1954,494,109,0,0,6,1,0,1,212F,1,52,DN,2025-09-06
2014,IR1,SAU,INCHN,22427,4003,510,167,102,0,0,5,0,0,1,212E,1,84,ML,2025-10-31
2014,J1,DEU,INMUM,4548,6704,3404,84,21,0,0,3,1,0,0,212B,1,0,MN,2025-09-05
2016,E2,GBR,INLKO,2155,10403,3915,44,38,1,1,0,0,0,0,212B,0,33,GA,2025-06-03
2016,SIV,ARE,INLKO,2618,17060,686,400,86,0,0,0,0,1,0,212A,0,43,MH,2025-11-19
2013,E2,AUS,INHYD,9380,12024,1137,447,57,0,0,4,1,0,1,212E,1,13,UK,2025-01-25
2023,J1,BGD,INLKO,16643,12123,1412,468,29,0,0,5,1,1,1,212A,0,36,OD,2025-12-08
2021,SIV,NPL,INBLR,4961,6332,1510,300,17,0,0,4,0,1,1,212E,0,34,PY,2025-08-09
2024,H1B,USA,INHYD,18654,7958,3914,406,105,1,0,1,1,1,0,212A,1,58,BR,2025-04-20
2017,L1,MDV,INDEL,16667,9974,3321,98,17,0,0,6,0,0,0,212D,0,23,UP,2025-03-31
2016,B2,BTN,INBLR,842,19689,570,12,109,1,1,4,0,1,1,212D,0,64,HP,2025-09-22
2017,EB2,USA,INAMD,14245,9797,714,277,73,0,0,3,0,1,0,212C,1,5,MN,2025-02-09
2012,SIV,SGP,INLKO,13951,21963,1338,105,38,0,1,3,0,1,0,212D,1,67,PY,2025-09-20
2016,E2,NPL,INDEL,15812,3583,2286,532,93,0,0,5,1,1,1,212E,0,37,BR,2025-06-07
2020,EB2,PAK,INCHN,19544,20988,3305,200,25,1,1,0,0,1,1,212A,0,0,UP,2025-04-28
2023,EB3,NPL,INMUM,18600,21221,2350,163,70,0,1,3,0,0,0,212E,0,40,NL,2025-09-13
2021,L1,DEU,INLKO,8576,5061,2654,121,6,0,1,6,0,1,1,212C,1,30,LA,2025-07-15
2025,E1,FRA,INKOL,15948,11312,990,402,68,0,0,4,1,0,0,212C,0,35,AN,2025-11-10
2013,K1,SAU,INDEL,21627,8046,3724,528,64,1,0,6,0,1,0,212F,0,72,TS,2025-11-07
2012,CR1,NPL,INKOL,1264,13943,333,220,45,1,0,4,1,1,1,NONE,1,53,BR,2025-01-14
2025,B1,GBR,INLKO,20853,19648,2160,539,17,0,0,5,1,0,1,212D,0,30,RJ,2025-04-28
2021,SIV,MDV,INKOL,15396,17444,1644,21,12,1,0,6,1,0,0,212B,1,28,GJ,2025-08-05
2024,B1,GBR,INLKO,23748,18677,361,425,24,0,0,4,1,1,0,212B,0,84,TN,2025-07-24
2022,F1,SAU,INMUM,24909,3649,1880,374,103,0,1,6,1,1,1,NONE,1,2,RJ,2025-03-18
2020,B1,BGD,INCHN,262,2134,2848,219,7,1,1,2,1,1,0,212A,0,57,AP,2025-06-21
2021,DV,JPN,INMUM,1708,1697,2144,11,73,0,1,5,1,1,0,NONE,0,60,TR,2025-01-26
2020,REF,GBR,INBLR,12320,3114,1981,237,31,0,0,5,0,1,0,212A,1,5,DN,2025-05-08
2020,REF,LKA,INDEL,14079,2304,3918,207,16,1,0,3,0,0,0,212D,1,19,CG,2025-05-22
2017,K1,DEU,INKOL,5074,5072,2063,408,101,1,1,5,1,1,0,212D,1,60,DN,2025-01-24
2019,O1,DEU,INMUM,13089,17993,2603,155,78,1,0,1,1,1,1,212C,1,45,AP,2025-08-20
2025,H1B,IND,INLKO,22351,18924,1977,498,78,1,0,3,1,0,0,212C,1,12,CH,2025-06-26
2022,SIV,BGD,INMUM,5191,12067,375,232,120,0,0,3,0,0,0,212C,1,22,NL,2025-12-07
2024,J1,NPL,INMUM,18228,21052,741,175,47,0,1,6,1,1,1,212C,1,78,HR,2025-08-23
2012,E1,FRA,INDEL,6038,714,389,158,62,0,1,2,0,0,1,212B,0,30,UP,2025-11-15
2021,L1,IND,INCHN,24730,15608,2667,230,39,0,0,3,0,0,1,212F,0,3,MN,2025-01-26
2015,H1B,AFG,INAMD,13827,13075,1240,510,114,0,1,0,1,0,0,212C,0,74,OD,2025-09-23
2012,DV,SAU,INMUM,5628,16100,3470,50,83,0,1,4,0,1,0,212C,0,65,JH,2025-12-28
2019,H4,ARE,INDEL,21985,20087,3331,510,14,0,0,4,1,1,1,212C,0,15,TS,2025-04-27
2012,E2,SAU,INKOL,15101,6724,823,247,98,0,0,5,1,1,1,212A,0,30,ML,2025-02-27
2014,O1,ARE,INLKO,3895,7388,2367,357,5,1,1,6,1,0,1,212E,0,47,DN,2025-09-27
2024,L1,PAK,INBLR,11932,1991,2243,29,93,0,1,2,0,1,1,212C,1,42,ML,2025-11-25
2015,DV,AFG,INAMD,23340,14613,3549,49,120,0,0,4,1,1,1,NONE,0,3,ML,2025-10-22
2019,DV,FRA,INHYD,14297,8075,417,472,62,0,0,0,0,0,0,212C,1,61,WB,2025-05-02
2017,H4,CAN,INAMD,11534,11461,3546,46,7,0,0,2,1,1,1,212C,0,47,PB,2025-06-08
2025,B2,DEU,INLKO,428,20622,606,309,94,0,1,1,1,0,0,212B,1,27,LA,2025-06-27
2021,CR1,GBR,INAMD,3343,14697,567,181,111,1,1,4,1,0,0,212E,0,15,HP,2025-05-24
2023,B2,SAU,INLKO,19763,1888,543,538,110,1,0,3,1,0,1,212C,0,76,JH,2025-11-24
2018,H4,LKA,INDEL,21242,18075,2278,467,31,1,0,0,1,0,1,212E,0,68,NL,2025-11-03
2025,H1B,JPN,INHYD,11680,1748,883,199,44,0,0,6,0,1,1,212A,0,29,MN,2025-03-30
2019,E1,NPL,INMUM,24371,7652,2568,250,51,0,0,6,1,1,1,212D,1,64,CH,2025-08-27
2013,B1,BTN,INMUM,13710,12063,702,286,78,0,1,0,1,1,1,212E,0,68,DD,2025-02-07
2024,H4,NPL,INAMD,16658,6423,3944,42,81,0,0,4,1,0,0,212E,1,13,UK,2025-12-27
2021,EB3,BTN,INDEL,787,15752,1223,160,12,1,0,5,0,1,1,212C,0,74,UK,2025-03-20
2025,H4,JPN,INHYD,16669,18546,2893,29,23,1,1,1,1,1,1,212F,0,33,OD,2025-12-11
2022,E1,USA,INMUM,12520,9360,2720,97,39,0,0,3,1,0,0,212C,0,55,JH,2025-11-23
2019,H4,FRA,INKOL,17145,6204,1622,396,13,0,1,1,1,0,1,212C,0,28,GA,2025-12-12
2014,EB3,BTN,INCHN,22422,273,2068,365,91,1,1,1,1,1,1,212B,1,81,TS,2025-09-09
2018,EB3,CAN,INCHN,16167,4122,3382,234,74,1,1,4,0,0,1,212F,1,78,HP,2025-11-24
2014,REF,PAK,INMUM,14829,3562,2635,208,69,1,0,3,1,1,0,212D,1,24,UK,2025-05-29
2018,L1,AUS,INHYD,18322,19179,2945,356,61,1,1,4,0,0,1,212B,0,65,GJ,2025-01-16
2025,K1,PAK,INBLR,23607,6232,3724,44,119,1,0,4,0,0,1,212B,0,39,GA,2025-11-19
2022,EB2,AUS,INMUM,17693,4657,3709,506,88,1,1,5,0,1,1,212B,0,14,DL,2025-11-17
2023,L2,AFG,INBLR,21680,11545,1786,49,60,1,1,0,0,0,1,212F,0,31,RJ,2025-09-26
2024,B2,PAK,INBLR,7321,11491,3971,523,0,0,1,6,1,0,0,212A,1,19,MZ,2025-04-28
2013,E1,MDV,INLKO,17182,12520,1619,74,88,0,0,5,1,0,1,212D,1,52,DN,2025-07-11
2021,F1,DEU,INLKO,12228,15267,1457,129,65,1,0,6,0,1,0,212A,1,77,PY,2025-11-13
2017,REF,BGD,INHYD,19985,10552,2418,342,31,0,1,5,0,1,1,212A,0,66,KA,2025-10-15
2014,DV,IND,INBLR,14540,13538,1583,159,12,1,0,4,0,1,1,212D,1,48,WB,2025-12-17
2014,L1,BTN,INKOL,22834,6496,1914,168,32,0,1,5,1,0,1,212A,0,66,CG,2025-10-24
2020,J1,SGP,INHYD,23077,19552,77,220,31,1,1,6,0,0,0,212F,1,76,KL,2025-07-13
2018,CR1,CAN,INMUM,13913,19763,3613,382,55,0,1,5,0,0,1,212D,1,81,AS,2025-10-08
2016,EB2,GBR,INAMD,1873,1024,1308,449,23,1,1,2,0,0,1,212E,1,0,AR,2025-10-28
2023,L2,GBR,INKOL,6902,10306,647,429,90,0,0,3,0,1,0,212E,1,38,UP,2025-09-07
2021,EB2,MMR,INDEL,13122,4737,2187,236,3,0,1,0,0,1,1,212C,0,60,AR,2025-08-19
2018,CR1,AUS,INCHN,11183,3291,552,65,87,1,0,6,1,0,1,212B,0,54,KL,2025-01-03
2020,O1,BTN,INMUM,15161,12734,997,102,22,1,1,3,0,1,1,212E,1,68,AR,2025-06-23
2012,L2,MDV,INMUM,24211,229,281,268,28,1,1,0,1,1,1,212E,1,1,ML,2025-08-28
2018,DV,MMR,INMUM,20666,5559,3633,360,97,0,1,2,1,1,0,212A,0,16,CH,2025-04-14
2017,H4,SAU,INKOL,6569,16557,1281,318,20,0,1,4,1,0,0,212D,1,28,LD,2025-10-16
2021,F1,BGD,INDEL,1827,19997,1846,142,29,0,1,6,1,1,0,NONE,1,3,BR,2025-09-01
2025,L2,GBR,INAMD,17656,8626,1383,479,89,0,0,0,1,1,1,212A,1,72,KA,2025-10-15
2023,K1,IND,INHYD,24064,11636,2487,436,19,1,0,0,0,1,1,212A,0,63,TS,2025-09-30
2020,H1B,BTN,INLKO,14822,1304,2317,152,15,1,1,0,1,1,1,212F,0,84,NL,2025-04-30
2012,E1,PAK,INDEL,13671,3168,1157,530,66,0,0,2,1,1,1,212D,1,42,UK,2025-12-04
2024,F1,SAU,INKOL,11909,788,2793,93,48,1,0,3,0,0,0,NONE,1,75,PY,2025-09-16
2015,B2,IND,INMUM,18211,5627,3711,115,100,1,1,2,1,1,1,NONE,0,11,AR,2025-03-11
2020,L1,IND,INCHN,9546,19606,103,429,57,1,1,0,0,1,0,212C,0,49,MN,2025-07-02
2015,SIV,USA,INMUM,7540,19191,765,351,103,1,1,5,0,0,1,212A,0,67,KA,2025-09-04
2021,E2,USA,INHYD,21293,18614,2142,272,43,0,1,0,0,1,1,212F,0,60,UK,2025-04-28
2014,REF,SAU,INBLR,8943,7419,3920,500,24,1,0,5,0,0,0,212B,0,72,TN,2025-01-31
2020,B1,FRA,INCHN,24552,378,2776,339,22,1,0,4,0,0,1,212E,0,50,LA,2025-05-29
2024,REF,AFG,INMUM,3039,869,1596,419,107,1,0,2,1,0,0,212A,0,76,CH,2025-01-16
2013,E2,NPL,INAMD,8393,7518,479,197,58,0,0,5,0,0,0,212B,0,82,TS,2025-09-30
2015,K1,AUS,INCHN,17759,4542,2827,148,0,1,1,2,0,1,1,212B,1,77,OD,2025-12-18
2017,E1,DEU,INBLR,11964,18948,3312,79,96,0,1,1,1,1,0,212D,1,4,AN,2025-04-12
2013,L2,BTN,INLKO,21561,12793,2060,173,14,0,1,3,1,0,0,212A,0,27,MP,2025-03-13
2019,O1,SAU,INDEL,9048,18235,3218,174,80,1,1,1,1,1,1,212D,1,9,TN,2025-07-12
2019,J1,FRA,INKOL,2772,17876,1963,265,97,1,0,5,1,0,0,212C,0,80,KL,2025-11-18
2012,B1,FRA,INLKO,4706,9648,3823,445,80,0,0,1,0,1,0,212B,1,51,AN,2025-04-21
2023,L2,AUS,INMUM,17759,349,2648,117,51,0,1,6,1,1,1,NONE,0,79,GA,2025-10-20
2014,O1,FRA,INHYD,4183,5871,2142,537,57,0,0,3,0,0,0,212B,0,16,TN,2025-12-13
2021,EB2,AFG,INDEL,19303,7052,3898,296,40,0,0,5,1,1,1,212C,1,64,DN,2025-12-06
2020,EB2,FRA,INLKO,1292,15346,2340,516,43,1,1,4,1,0,0,212B,1,20,RJ,2025-11-14
2016,EB3,DEU,INMUM,8589,5286,2072,181,3,0,0,4,1,1,1,212D,1,53,TS,2025-10-04
2017,CR1,ARE,INDEL,1881,4374,1295,308,76,1,1,3,1,1,1,212A,1,48,HR,2025-04-16
2015,L2,AUS,INLKO,18003,20642,1528,191,67,1,0,3,1,1,1,NONE,1,21,HP,2025-02-06
2021,SIV,AFG,INHYD,7296,15102,1189,345,6,0,0,5,0,0,1,212D,0,68,SK,2025-10-18
2013,E1,NPL,INMUM,18352,4742,938,516,45,1,1,2,0,0,1,212E,0,63,BR,2025-06-30
2022,B2,ARE,INBLR,22850,17792,761,316,8,0,1,6,0,0,0,212A,0,35,MP,2025-05-23
2019,K1,ARE,INBLR,3282,20589,3158,513,86,0,1,5,1,1,1,NONE,1,20,JK,2025-04-24
2022,H4,SAU,INHYD,3808,8931,653,352,32,0,0,2,0,0,1,212C,0,55,AS,2025-08-26
2024,L1,BTN,INCHN,6047,3255,1669,87,32,1,1,2,1,0,0,212B,0,72,PY,2025-04-04
2017,EB3,SAU,INHYD,18789,4596,3032,380,83,1,0,2,1,0,1,NONE,1,47,WB,2025-09-17
2016,F1,AUS,INCHN,11022,1120,3862,162,3,0,1,5,0,1,0,212F,0,75,UP,2025-04-17
2020,IR1,FRA,INMUM,15418,8884,2685,438,64,1,0,0,0,1,0,212E,1,17,JK,2025-09-01
2012,F1,NPL,INLKO,1874,8728,3899,506,117,1,1,0,1,1,1,212C,1,14,MN,2025-12-01
2016,SIV,AFG,INCHN,10733,18936,2538,153,105,1,1,4,1,1,0,212A,0,43,HR,2025-01-23
2017,E2,PAK,INMUM,23714,20074,1931,487,33,1,0,0,0,0,0,212F,0,44,LA,2025-12-27
2016,L2,FRA,INMUM,4110,17185,3212,441,90,1,0,0,1,1,0,NONE,1,35,TS,2025-09-28
2017,B2,BGD,INAMD,21758,14459,3939,525,84,0,1,2,0,0,1,212C,1,39,PY,2025-05-20
2017,H1B,SAU,INKOL,454,19927,1126,75,87,1,0,2,0,1,0,212A,0,50,BR,2025-03-23
2018,H1B,PAK,INMUM,18155,11770,3297,192,78,1,1,3,1,0,1,212F,0,29,KL,2025-12-10
2015,L2,AFG,INCHN,21750,21186,1925,210,98,0,0,2,1,0,1,212F,0,25,OD,2025-06-05
2025,B1,AFG,INKOL,11067,9801,574,19,63,1,0,5,1,1,0,212D,0,84,MN,2025-12-01
2022,EB3,JPN,INKOL,3895,5015,2341,280,24,1,1,3,1,0,1,212B,0,30,CH,2025-01-19
2025,E2,JPN,INMUM,20644,17905,2943,304,54,1,1,6,0,0,0,212C,1,55,PY,2025-03-10
2025,B1,LKA,INHYD,11434,12006,1329,57,8,0,0,3,1,0,0,212F,1,60,KL,2025-05-12
2025,J1,FRA,INHYD,16498,12530,1277,506,16,1,0,0,0,0,1,212D,0,16,OD,2025-09-13
2019,B2,ARE,INBLR,9541,19484,1203,375,20,1,0,2,0,1,1,212E,0,80,JK,2025-07-28
2018,CR1,ARE,INKOL,13162,9288,39,363,59,0,0,0,1,1,1,212E,0,23,GJ,2025-01-10
2020,REF,AUS,INMUM,22816,522,2823,9,12,0,1,2,0,0,0,212A,0,3,WB,2025-05-20
2018,O1,MMR,INAMD,11835,9551,3772,260,2,1,1,0,1,1,0,212F,0,8,WB,2025-05-15
2014,K1,GBR,INHYD,1018,20289,519,481,67,0,0,6,1,0,0,212F,1,1,AN,2025-09-12
2014,E2,SAU,INAMD,418,8029,1639,512,3,0,1,0,0,0,1,NONE,1,34,PY,2025-10-27
2019,CR1,SGP,INMUM,8474,17027,3808,262,106,0,0,0,0,1,0,212F,0,37,PB,2025-09-15
2016,EB3,CAN,INMUM,2292,11562,2593,156,91,1,0,5,0,0,0,212B,0,44,KA,2025-04-04
2015,H1B,SAU,INLKO,21436,17454,2283,494,6,1,0,6,1,1,0,212A,0,14,TN,2025-08-29
2019,IR1,GBR,INKOL,3133,21888,462,285,25,0,1,4,1,0,0,212C,1,41,PB,2025-08-25
2017,IR1,NPL,INLKO,24507,20176,1251,65,74,0,0,6,0,1,1,212F,1,2,PB,2025-06-14
2013,H4,FRA,INAMD,13372,20320,3771,452,23,0,1,0,1,1,0,212B,1,30,KA,2025-11-21
2015,J1,NPL,INLKO,1519,20422,1848,119,106,0,1,1,1,0,1,212F,0,51,AR,2025-05-28
2023,B2,SGP,INBLR,4775,17733,482,495,9,1,0,1,0,1,0,212D,0,40,MP,2025-08-06
2022,B1,LKA,INKOL,4309,13455,2477,413,100,0,1,1,1,0,0,212B,1,56,MP,2025-04-18
2015,F1,NPL,INDEL,3672,4134,3093,373,12,1,0,5,0,1,0,212D,1,41,MN,2025-08-19
2017,H1B,DEU,INLKO,10342,13588,342,66,43,0,0,3,0,0,1,212A,0,52,DN,2025-03-11
2017,J1,GBR,INAMD,17257,3387,3111,335,105,1,1,0,0,1,1,212F,1,55,TN,2025-08-09
2012,H4,BTN,INHYD,3481,8115,1196,475,38,1,0,6,1,1,1,NONE,1,75,SK,2025-03-15
2025,B1,FRA,INHYD,22962,5161,1462,69,18,0,1,1,0,1,0,212E,1,71,ML,2025-06-28
2019,F1,MMR,INHYD,4201,3971,1202,190,50,1,1,5,0,0,0,212B,0,52,AN,2025-03-21
2017,O1,CAN,INCHN,4263,21488,1621,317,18,1,1,3,0,1,1,NONE,0,84,PB,2025-12-20
2014,B2,JPN,INMUM,15285,14907,2180,183,75,1,0,1,0,0,0,NONE,1,84,WB,2025-06-08
2025,SIV,IND,INKOL,23854,1593,2398,435,51,0,1,2,1,1,0,212E,1,31,UK,2025-12-22
2020,B2,NPL,INHYD,9039,13379,3596,79,85,1,0,4,0,1,1,212B,0,80,AN,2025-06-18
