qol_infra_inspection_date,qol_infra_asset_type_code,qol_infra_asset_id_hash,qol_infra_condition_rating,qol_infra_work_order_count,qol_infra_mean_time_to_repair_days,qol_infra_preventive_maintenance_pct,qol_infra_pothole_reports_count,qol_infra_street_sweeping_completion_pct,qol_infra_water_main_break_count,qol_infra_sewer_overflow_count,qol_infra_signal_outage_minutes,qol_infra_graffiti_removal_days_avg,qol_infra_snow_plow_cycle_hours,qol_infra_leaf_pickup_completion_pct,qol_infra_permit_backlog_days,qol_infra_capital_project_status_code,qol_infra_service_request_backlog,qol_infra_operational_cost_usd,qol_infra_resident_report_accuracy_score
2020-05-23,PUBLIC_BUILDING,f8325eaf57ea5ce0,4,467,115.86,62.91,15156,46.37,562,0,15015.02,22.82,35.71,25.71,183.8,CONSTRUCTION,6694,27620352.32,0.4306
2020-05-24,SIDEWALK,ee7c49ffc241591d,4,1351,106.94,61.45,18178,76.93,1284,501,37021.93,17.61,0.58,87.6,35.32,CONSTRUCTION,11128,18090729.51,0.6442
2020-05-25,STORMWATER,35ea76c46a58dde5,5,1652,17.88,62.18,12511,31.73,1764,201,42092.04,14.04,63.2,24.35,136.5,COMPLETE,35479,20843194.19,0.6625
2020-05-26,SIDEWALK,f0083f44f75ac9a5,5,1377,45.88,75.68,1094,65.99,1695,36,40367.19,18.83,8.67,13.3,289.35,PLANNED,49518,13037778.67,0.2635
2020-05-27,WATER_MAIN,794851d3b7a0dbf1,1,1488,91.91,32.23,8756,69.64,1357,619,29125.6,47.07,22.01,33.63,122.3,ON_HOLD,37446,40828524.52,0.8713
2020-05-28,PUBLIC_BUILDING,d2d90437e5f9dbed,4,1134,27.33,93.92,7056,52.03,790,105,39280.81,2.2,22.01,80.28,221.85,CONSTRUCTION,1645,44900945.91,0.6994
2020-05-29,STORMWATER,a039b4c06d71c28b,5,1859,79.75,9.42,2291,23.74,1944,48,43366.24,47.83,72.96,4.24,48.19,PROCUREMENT,1048,2900373.87,0.5155
2020-05-30,SEWER,0191793d29cb1059,3,1587,105.84,43.99,1901,54.94,1403,739,35788.45,48.84,34.45,7.94,125.06,COMPLETE,5590,23413743.18,0.7888
2020-05-31,SIDEWALK,109397b289c29f5b,1,265,69.01,76.32,9920,69.71,1869,207,42237.68,46.58,51.04,10.04,187.69,DESIGN,29248,31494043.43,0.6024
2020-06-01,PARK,86ccdef7f74e1f03,3,222,49.12,29.38,18268,56.42,1374,137,20300.83,58.78,50.92,71.05,34.49,COMPLETE,585,21895865.61,0.182
2020-06-02,PARK,2286f838b909bad5,5,221,40.34,79.59,4442,27.95,1683,307,43261.38,41.39,92.06,26.46,294.5,COMPLETE,10696,29274357.65,0.2027
2020-06-03,WATER_MAIN,299043d64c82f3db,3,1524,63.19,55.47,2561,1.24,1251,790,46020.66,23.05,63.23,6.44,355.55,ON_HOLD,49659,46885002.27,0.2619
2020-06-04,SIDEWALK,e595f374bf6da8b2,2,426,119.64,89.08,14154,92.7,1211,535,6377.89,5.09,39.25,38.68,302.86,PLANNED,14350,34406178.36,0.3063
2020-06-05,WATER_MAIN,02864900d0afb604,2,804,31.83,58.55,17801,9.51,1809,753,4230.07,25.31,38.81,7.07,284.47,PLANNED,16504,45511990.98,0.6559
2020-06-06,WATER_MAIN,d866119525b70dc1,1,1282,105.01,68.03,9406,43.83,338,82,38640.54,55.18,36.6,96.66,0.29,COMPLETE,36936,27357598.03,0.7741
2020-06-07,PARK,cf01ae6bddfba547,3,491,59.86,95.59,15728,54.76,1463,467,8928.41,54.29,56.98,79.66,191.91,COMPLETE,9698,30906323.56,0.686
2020-06-08,SIDEWALK,8310b061067a8be9,4,766,34.8,12.92,16016,64.75,1324,194,21901.59,2.31,20.62,21.56,346.66,COMPLETE,36277,22124089.56,0.8884
2020-06-09,SIGNAL,8c1d96d94d045890,1,259,17.68,76.41,417,87.41,1879,537,2277.15,57.01,79.59,41.87,158.59,PROCUREMENT,43523,13703247.52,0.7452
2020-06-10,SIDEWALK,6e3273763f963c7d,5,1172,112.98,51.75,6370,94.99,1322,367,3780.9,51.35,88.05,47.6,234.46,CONSTRUCTION,37440,34679876.32,0.2885
2020-06-11,BRIDGE,d4fc6c9af01a91ea,3,975,60.15,42.71,4889,97.61,739,666,44717.85,45.59,85.86,31.03,137.12,PROCUREMENT,15912,48313086.09,0.1675
2020-06-12,STORMWATER,5a1a2d6f5b37fba0,5,1962,14.26,58.39,12240,57.3,1990,84,48428.02,14.47,45.59,27.22,56.37,PROCUREMENT,25003,40628545.67,0.1062
2020-06-13,STORMWATER,9e731201ee2ea280,3,322,69.4,24.29,11117,86.48,1427,598,18580.54,23.1,60.74,12.81,39.96,PLANNED,13458,7233772.36,0.9714
2020-06-14,PARK,9fe4b40e6c31b74a,3,1879,94.76,45.19,9784,69.41,1796,412,43873.9,21.67,25.74,4.48,265.53,CONSTRUCTION,32684,19048863.46,0.3662
2020-06-15,PARK,266090ca263c7dfa,3,1795,17.54,90.15,11469,55.44,1585,413,22261.51,47.01,74.54,93.47,228.72,DESIGN,13162,6228979.76,0.5264
2020-06-16,SIDEWALK,0521a2058f8733bd,4,1618,76.83,64.79,7020,33.75,221,413,34009.13,48.5,17.5,50.68,297.74,DESIGN,28513,22117750.88,0.0672
2020-06-17,SIGNAL,c6fc684ed851cdaf,1,1033,19.03,11.24,4964,64.43,865,223,26184.46,42.53,80.27,31.49,239.31,PLANNED,36918,18581278.18,0.5943
2020-06-18,SEWER,ee68e21b97009bfb,2,778,119.05,6.65,18947,46.97,1151,203,7476.27,45.94,72.56,46.09,0.68,COMPLETE,19938,47441418.88,0.4621
2020-06-19,SIGNAL,230e400267eb64c7,3,614,14.14,51.62,1324,17.16,1887,326,13835.89,59.85,44.65,41.34,310.28,CONSTRUCTION,31859,8488785.49,0.5094
2020-06-20,PUBLIC_BUILDING,b381b4caaa72148e,5,1751,57.83,38.59,11836,58.23,881,737,23346.14,53.87,39.34,33.5,353.01,PLANNED,24538,25246632.61,0.3317
2020-06-21,PUBLIC_BUILDING,f098ff36cd2d83e2,3,1423,9.28,77.5,10962,16.75,1399,306,48569.16,40.6,24.85,94.05,172.6,COMPLETE,28144,29276939.06,0.3526
2020-06-22,STREETLIGHT,c94d9c24b4f09d76,4,1707,33.56,83.08,1956,22.39,690,37,2498.45,40.9,84.03,56.14,354.97,DESIGN,46189,30212982.67,0.5798
2020-06-23,WATER_MAIN,41eea0e68b0fffd7,2,1012,65.06,90.38,15131,19.48,475,181,639.59,20.01,26.68,2.17,135.14,CONSTRUCTION,47026,34001285.12,0.3838
2020-06-24,PUBLIC_BUILDING,a509ee3fcc8cc66d,2,278,34.59,9.71,19179,16.99,1394,361,4497.96,51.52,14.23,87.9,168.22,CONSTRUCTION,42608,15767926.22,0.8448
2020-06-25,PARK,b372fdbe84e4b7d0,1,1212,55.1,66.71,14412,71.68,580,758,18767.96,11.9,13.7,18.38,167.07,DESIGN,26864,49558163.83,0.0298
2020-06-26,WATER_MAIN,7740b3e194964607,5,1880,103.82,98.87,7130,57.87,634,361,36707.9,37.17,64.52,89.15,148.34,DESIGN,16568,34486153.4,0.874
2020-06-27,SEWER,6cf45e9e681a856b,2,1319,33.63,31.39,2034,57.21,559,179,46206.37,1.82,4.0,76.82,170.08,CONSTRUCTION,8670,39683218.82,0.9784
2020-06-28,SIDEWALK,0bb623eb19408beb,2,790,15.99,26.83,10004,9.88,786,771,43190.83,57.83,41.93,72.98,123.12,PROCUREMENT,21578,41005434.23,0.4558
2020-06-29,WATER_MAIN,33ed70be0aea1258,2,1550,30.93,29.44,11022,1.46,1483,689,11768.93,19.13,71.4,57.08,278.25,PLANNED,13651,35960455.88,0.2211
2020-06-30,WATER_MAIN,3370182af51b6af8,2,946,18.66,56.55,16304,34.94,1688,334,3606.75,56.83,57.08,70.11,121.6,CONSTRUCTION,30954,46906854.76,0.3498
2020-07-01,PARK,de890f8d8a9b63f0,1,491,20.04,51.98,2735,47.52,1705,177,22756.71,46.47,36.25,22.16,302.33,PROCUREMENT,34790,49722311.64,0.5615
2020-07-02,PARK,da17bd4aa8282962,3,919,93.55,39.34,8829,78.34,971,710,23044.26,46.05,76.04,25.29,120.12,CONSTRUCTION,39266,29354942.87,0.4357
2020-07-03,STREETLIGHT,64c73a30e05fb9b6,4,734,50.35,80.42,19905,31.76,790,778,16126.49,42.49,45.64,96.33,90.2,COMPLETE,381,31489001.12,0.4467
2020-07-04,PARK,36cd4c3bf42af06f,2,1878,40.01,27.69,9309,45.45,1080,111,22003.47,32.79,34.49,93.43,177.99,COMPLETE,35906,40362496.73,0.1098
2020-07-05,PUBLIC_BUILDING,f04521376a9fc5a2,1,1641,109.43,3.0,2393,93.66,203,116,7380.3,56.39,16.26,19.58,164.41,PROCUREMENT,27297,28015548.07,0.6876
2020-07-06,BRIDGE,6c676b126f6254a0,4,583,43.5,65.31,13753,29.17,1649,679,48072.68,44.74,14.76,48.26,77.67,COMPLETE,15291,39301439.0,0.7256
2020-07-07,BRIDGE,9aa40d33f53c948c,1,797,112.44,37.32,5601,34.72,1989,383,21776.11,13.84,15.98,44.5,29.97,COMPLETE,42758,1038355.81,0.9512
2020-07-08,WATER_MAIN,6f6f727cd421df58,1,1533,51.92,57.65,2071,17.29,1341,742,2959.78,51.43,38.24,90.98,148.48,DESIGN,34539,32874763.42,0.7394
2020-07-09,SIDEWALK,0a89d3927494851e,2,602,90.69,12.7,12826,22.8,631,426,11242.32,26.85,41.55,79.48,252.51,COMPLETE,42566,16295474.42,0.1616
2020-07-10,STREETLIGHT,8b33d63211cee34b,3,881,98.44,34.64,3019,8.96,1972,356,25075.87,35.75,62.26,91.51,341.94,DESIGN,7458,23027584.15,0.9556
2020-07-11,SIDEWALK,604dad9278158d1c,1,747,114.72,62.06,16835,42.1,107,444,34043.37,36.68,63.78,80.46,31.95,PLANNED,8183,1983571.27,0.4938
2020-07-12,STREETLIGHT,d107c9a115883596,4,250,30.93,46.19,15426,84.75,1413,608,7708.5,42.89,5.49,21.88,120.21,CONSTRUCTION,25026,41963208.1,0.4315
2020-07-13,STREETLIGHT,13849e615ae8fda6,4,166,9.8,52.74,1347,86.66,1448,308,30871.69,7.46,93.8,41.26,273.01,CONSTRUCTION,27933,27233269.04,0.0654
2020-07-14,STREETLIGHT,ca455280710173af,3,1418,91.79,83.44,4005,99.4,1674,99,23279.55,33.51,1.43,55.91,72.04,PLANNED,34079,4674073.52,0.0487
2020-07-15,ROAD,cceeccde4cb626ce,3,1943,94.82,63.29,2279,54.86,1970,260,1053.82,4.76,7.84,11.25,40.63,CONSTRUCTION,49341,37343215.38,0.5547
2020-07-16,STREETLIGHT,c381570f6adbb100,1,1397,94.94,31.04,19895,72.11,1234,96,38409.78,39.54,56.08,55.53,290.1,PROCUREMENT,44424,18210899.29,0.6822
2020-07-17,SIDEWALK,3d3df41218ae6dd6,1,879,118.63,11.34,8533,78.95,647,245,36129.38,25.27,37.33,91.86,305.24,PROCUREMENT,3471,12138362.5,0.8141
2020-07-18,STREETLIGHT,da2d99abfd5ed02e,3,131,53.56,44.4,10839,97.72,1464,99,33890.54,32.87,18.82,6.39,97.51,ON_HOLD,689,3623121.14,0.4802
2020-07-19,STREETLIGHT,2b6d869681c3e543,4,601,115.0,65.86,6958,3.59,705,356,40283.69,28.49,77.65,13.08,99.31,CONSTRUCTION,46641,35583587.1,0.984
2020-07-20,WATER_MAIN,44b659a199317099,4,1899,84.63,88.21,18732,21.11,1774,524,28302.79,20.23,58.26,20.18,20.09,COMPLETE,29256,30263281.3,0.2805
2020-07-21,WATER_MAIN,8bb2a62f963a572f,1,1014,79.29,34.7,8893,27.36,575,136,43208.83,26.69,68.4,77.7,344.37,CONSTRUCTION,29962,45289980.72,0.3513
2020-07-22,PARK,6ba06623344ea199,4,1653,47.07,99.39,18924,1.97,1043,72,31714.21,23.71,85.48,85.75,207.15,ON_HOLD,42521,7329836.75,0.0426
2020-07-23,STORMWATER,4d6747cad4b524f3,5,1489,99.42,96.21,16441,29.35,1016,721,40942.81,34.7,67.54,2.08,113.58,CONSTRUCTION,39820,40372111.51,0.1392
2020-07-24,SIDEWALK,895f57f56ad67f5b,5,845,59.3,87.22,7343,57.13,323,350,8499.77,20.86,55.75,47.52,335.27,ON_HOLD,38796,25468867.84,0.2547
2020-07-25,WATER_MAIN,60a1378225b1bc03,5,1048,37.4,43.48,8788,75.87,1113,635,1617.06,36.02,24.24,50.67,193.99,PLANNED,38985,35694593.09,0.6866
2020-07-26,STORMWATER,d83b9a789e2ee146,5,1043,11.67,10.24,17683,36.36,54,523,17127.84,3.39,54.93,27.41,307.25,PROCUREMENT,39650,1394704.08,0.9606
2020-07-27,BRIDGE,40ef2d6e1cc56427,5,1849,25.98,80.96,9612,77.64,1003,586,8760.73,15.65,77.3,29.29,318.61,DESIGN,14581,22081113.36,0.0268
2020-07-28,PARK,89f03c209c0286a7,3,527,55.56,65.99,17550,11.16,1896,499,13568.55,18.06,5.34,65.13,268.85,CONSTRUCTION,34516,43028936.42,0.4116
2020-07-29,SEWER,96d6fd6624e75bb4,1,1701,68.5,31.87,9604,52.15,1824,777,1276.11,13.68,50.7,39.94,256.17,COMPLETE,1703,46468784.89,0.2955
2020-07-30,BRIDGE,2dfbbcd2792f60c1,5,412,24.16,72.51,19995,25.61,647,236,49409.51,56.6,91.88,22.72,108.53,PLANNED,17848,23224478.89,0.053
2020-07-31,PUBLIC_BUILDING,7e90af086d2e80ea,4,1918,63.09,76.23,4410,62.63,1608,440,31983.75,3.04,9.71,25.95,212.18,DESIGN,27067,7899202.55,0.4377
2020-08-01,STORMWATER,61f392b362bebc2e,2,1895,29.58,45.02,9240,54.02,1154,346,41071.45,56.02,61.55,69.4,44.5,CONSTRUCTION,4887,33306606.32,0.732
2020-08-02,PARK,7b2a8222d25b549d,1,922,73.18,82.29,1040,15.7,1384,444,27474.49,10.02,54.97,11.87,115.79,DESIGN,7346,10125503.36,0.3981
2020-08-03,SIDEWALK,7ce3d6acb09e1ae2,5,318,49.23,64.19,10179,37.71,1610,700,32278.52,8.57,13.29,28.75,50.01,CONSTRUCTION,43066,23224358.57,0.2516
2020-08-04,STORMWATER,f4fb597a89b04b95,2,1577,77.29,60.59,17350,91.87,658,157,49497.92,22.41,46.97,68.04,356.52,COMPLETE,49018,1435228.47,0.4506
2020-08-05,ROAD,35ecb43e759758a7,4,769,110.15,41.48,1230,31.38,690,440,32057.19,52.25,38.12,4.06,65.67,DESIGN,22916,28695464.21,0.0203
2020-08-06,PUBLIC_BUILDING,093d145fc9574ad3,2,418,83.38,83.03,16759,22.19,134,713,35019.64,53.78,2.49,41.83,181.35,DESIGN,20421,12596962.37,0.0556
2020-08-07,ROAD,d4c9fce0220ad9a2,3,391,100.0,97.51,16543,97.76,1434,384,17131.41,52.0,12.4,91.16,328.47,COMPLETE,10397,5122047.22,0.6691
2020-08-08,PARK,9306aaebf9989e81,3,785,111.89,2.38,3659,48.09,1135,232,31303.51,51.82,71.46,21.74,244.18,CONSTRUCTION,22170,11205590.76,0.9786
2020-08-09,STORMWATER,103250172c5b3c27,3,1300,88.32,7.58,10778,67.26,652,793,43056.16,12.47,21.96,5.63,138.4,DESIGN,47965,30948454.2,0.2722
2020-08-10,SEWER,93beb684ae541aae,2,223,28.62,19.95,1573,10.3,1617,713,12839.94,46.62,92.82,75.41,361.97,ON_HOLD,49079,14566361.25,0.0839
2020-08-11,WATER_MAIN,3617d963dd973cb7,5,312,110.08,99.07,2587,24.71,303,402,29821.17,17.46,40.4,32.54,95.86,PLANNED,26179,21708195.57,0.9831
2020-08-12,STREETLIGHT,8dc3217ffb0f4feb,2,551,18.73,44.35,16319,41.39,520,355,40738.73,25.36,26.41,46.07,51.57,COMPLETE,26126,25211849.86,0.6459
2020-08-13,STREETLIGHT,b12586cd3acbc57b,3,272,106.98,65.38,7735,91.11,436,341,35502.26,22.11,81.6,80.23,106.67,DESIGN,16408,33409479.83,0.421
2020-08-14,ROAD,75921e4974a9598a,1,940,91.87,15.78,17002,92.85,1215,527,20842.62,1.01,65.81,36.82,109.51,CONSTRUCTION,8714,36449000.74,0.4416
2020-08-15,PUBLIC_BUILDING,6d0e8532d8f63f6d,4,443,49.99,82.21,8408,5.73,1980,491,19223.57,59.7,90.99,90.72,270.7,CONSTRUCTION,866,26854792.13,0.285
2020-08-16,STORMWATER,62968f9bb70cf731,1,309,8.38,99.34,16666,32.61,1188,471,24821.06,42.83,37.48,74.67,141.41,COMPLETE,34019,29212501.04,0.9749
2020-08-17,STREETLIGHT,67540008965fb5dd,4,15,58.61,8.24,11103,46.8,1076,591,15369.33,3.33,9.92,56.62,255.92,CONSTRUCTION,1311,39279068.81,0.3032
2020-08-18,PARK,377866bec831a74e,4,1768,113.11,45.08,17339,36.31,1426,439,14124.8,2.48,80.15,31.95,222.22,CONSTRUCTION,44494,21898005.38,0.5898
2020-08-19,PUBLIC_BUILDING,6efbd175bdf4d055,1,1063,97.11,2.57,10221,36.19,215,236,42990.69,16.95,81.17,40.75,211.57,CONSTRUCTION,35343,49993768.8,0.2891
2020-08-20,PARK,f797019184fdac54,5,640,67.07,41.09,13795,53.72,180,159,26061.38,49.2,39.6,3.5,74.85,CONSTRUCTION,30834,5375003.52,0.6054
2020-08-21,STREETLIGHT,82f5419c7e4f9bc3,3,1690,47.29,11.77,9812,17.46,1795,438,33243.3,44.63,28.91,86.99,11.74,PLANNED,41066,34072550.19,0.8652
2020-08-22,STORMWATER,e5dc7df7b7c07fdc,1,1230,42.76,24.81,15650,12.37,849,61,43368.96,16.07,88.02,3.76,104.26,ON_HOLD,32679,19247887.43,0.0746
2020-08-23,STORMWATER,994f563cb7c9d64a,4,630,54.35,30.66,12549,9.88,1461,636,46554.67,7.32,57.54,93.89,119.89,COMPLETE,34154,45782149.6,0.6241
2020-08-24,STREETLIGHT,478b224c3896b5f2,2,452,16.92,80.09,11488,99.09,1273,367,27841.45,38.82,75.77,55.1,91.82,CONSTRUCTION,24749,19930711.05,0.2692
2020-08-25,STORMWATER,c05c9e49216ad2a2,1,271,32.09,61.0,25,34.26,476,561,48910.87,11.45,51.4,88.48,248.12,COMPLETE,12336,35733842.03,0.6048
2020-08-26,STORMWATER,1e4ebfec59a06e00,3,1992,13.11,18.71,16368,60.05,1357,635,49193.95,37.5,25.96,64.46,107.42,PLANNED,22369,35301986.28,0.0205
2020-08-27,STREETLIGHT,1a44c741090c9768,3,1661,25.51,56.18,4659,41.57,1568,649,37883.75,17.96,81.03,67.1,230.54,PLANNED,49940,42917909.44,0.3247
2020-08-28,SIGNAL,2df02c8eb2f79906,4,1505,60.42,74.65,6586,82.82,1581,751,30639.6,31.77,84.82,21.27,325.79,DESIGN,46153,47312769.16,0.5267
2020-08-29,STORMWATER,5c61f6562421946b,5,624,14.41,9.54,8282,36.96,1427,142,3518.41,42.87,74.08,90.16,144.42,DESIGN,43710,813667.06,0.4192
2020-08-30,BRIDGE,e32087c69fb6a242,4,1561,10.23,13.33,10554,58.98,1559,167,27503.68,0.01,38.83,31.23,296.46,DESIGN,5027,48781245.78,0.812
2020-08-31,PARK,eef4c019df18a092,4,1099,27.94,76.81,13143,10.47,1136,94,15008.63,50.81,9.25,82.77,175.14,CONSTRUCTION,20724,26958800.58,0.3519
2020-09-01,SIDEWALK,ef97f2140bdf08ef,2,760,88.28,86.21,1922,83.26,1026,566,23032.82,27.26,3.69,25.02,326.39,PROCUREMENT,14431,32404147.24,0.0869
2020-09-02,ROAD,e6d38aeeb157b0da,2,571,18.91,60.11,10266,94.59,1592,794,25394.37,12.54,52.09,20.26,111.15,COMPLETE,41647,19714757.54,0.375
2020-09-03,BRIDGE,c2e72cd11a5fb60e,2,1063,84.38,90.4,10835,14.8,1864,800,39635.04,29.54,46.4,50.08,124.03,CONSTRUCTION,27501,45558735.24,0.8968
2020-09-04,SIGNAL,d29b5621b2f4ebda,2,1069,56.35,38.01,10688,90.02,1951,596,42228.28,21.48,77.63,35.12,216.29,PROCUREMENT,36068,36912514.14,0.4899
2020-09-05,PARK,933d011ea9e04530,2,1299,3.93,60.05,6036,88.67,1952,129,27189.3,53.2,82.76,23.12,140.05,PLANNED,47845,9904517.4,0.8555
2020-09-06,BRIDGE,64c751e642279ee5,3,1154,8.32,64.94,1276,33.92,334,453,19695.95,33.66,38.24,3.39,35.73,CONSTRUCTION,23085,44289438.02,0.6777
2020-09-07,ROAD,883b82b0c1e94c86,2,1175,87.04,18.27,7225,52.26,1665,269,23219.13,8.04,40.96,77.1,167.16,PLANNED,3582,42493898.69,0.651
2020-09-08,PUBLIC_BUILDING,2bf9e3a2235c1a94,1,1861,18.05,53.36,3610,58.36,1991,313,39808.08,23.2,78.39,85.93,89.12,PLANNED,5030,19802298.37,0.1683
2020-09-09,SIGNAL,d46f0e72d919fcf0,5,632,61.96,72.05,1002,71.45,1401,316,38836.16,51.35,13.82,64.49,54.83,PROCUREMENT,30060,30893181.18,0.3997
2020-09-10,PUBLIC_BUILDING,d6d1eadafb12d62c,5,672,62.77,24.71,9103,12.4,1036,521,5278.01,4.81,41.06,57.7,187.09,COMPLETE,2531,48650126.87,0.2956
2020-09-11,BRIDGE,f61642a99d5f8c34,1,1423,55.4,17.23,19419,34.6,1478,196,27289.25,6.77,85.3,71.4,77.41,PROCUREMENT,32044,3296186.87,0.2319
2020-09-12,SIGNAL,9d7c8e9fc09d4b23,1,1416,19.6,50.3,7799,44.91,1070,717,18042.97,1.36,38.47,46.93,197.16,COMPLETE,44327,38821524.8,0.1808
2020-09-13,SIGNAL,806d6f3725376828,4,1683,68.79,29.02,3903,35.03,314,317,13920.11,45.93,91.37,55.66,201.0,COMPLETE,31124,41946239.61,0.3232
2020-09-14,WATER_MAIN,2a49efaad00161a5,5,722,108.86,74.16,19,80.52,1343,192,2920.91,6.7,94.17,35.37,93.65,DESIGN,17422,11810238.88,0.0419
2020-09-15,SIDEWALK,8ac20ef4ddf03019,3,1930,107.65,64.81,16671,50.82,986,528,10318.81,21.66,82.67,93.7,288.24,COMPLETE,23076,35567361.76,0.2154
2020-09-16,STREETLIGHT,7efe7cff75c954cf,2,766,0.08,38.44,572,49.01,1996,608,46701.84,9.73,44.33,99.52,23.24,CONSTRUCTION,37563,24562478.26,0.1228
2020-09-17,STORMWATER,2ea3614eb86e3e65,1,559,22.64,66.5,2906,41.76,993,603,44642.11,0.64,82.75,74.21,105.47,CONSTRUCTION,29880,28228567.6,0.2663
2020-09-18,SIDEWALK,1ef0bb0494f60479,4,300,26.48,19.2,3984,50.3,1124,705,36947.57,4.76,80.8,76.89,69.17,DESIGN,22052,29722878.32,0.8185
2020-09-19,SIDEWALK,d0704381d6b9b743,5,563,34.58,10.0,19849,21.87,570,679,3660.88,26.95,82.21,49.96,24.67,PLANNED,25347,5849688.59,0.6663
2020-09-20,STORMWATER,2d87c5b8a97362b7,1,1270,54.81,50.93,11891,3.13,930,350,35663.06,21.22,47.21,81.36,257.87,ON_HOLD,1715,30103826.45,0.9758
2020-09-21,PARK,27d2b00d02f4ea2e,4,68,90.01,30.44,11529,70.34,1740,74,34864.86,2.38,71.61,34.06,314.13,COMPLETE,32177,26018366.85,0.9402
2020-09-22,SIGNAL,4fd4811003ffdfed,4,1664,9.16,89.57,2822,41.43,1231,556,15623.69,8.65,66.37,6.45,253.16,PROCUREMENT,29010,38082313.03,0.0956
2020-09-23,WATER_MAIN,fdf8c28996ed1e1f,5,1212,11.41,61.93,6763,0.7,102,601,21885.9,39.54,48.98,54.04,280.07,CONSTRUCTION,35414,7200140.16,0.785
2020-09-24,ROAD,30a7821e854ee903,1,210,5.18,52.78,4652,27.52,121,469,39978.54,6.6,93.44,42.89,277.47,PLANNED,14787,34029724.77,0.3128
2020-09-25,WATER_MAIN,f9ccfb90dd1dbd7a,3,537,66.93,3.65,18950,17.74,1914,128,28217.0,49.13,13.45,68.38,91.85,DESIGN,33494,23804559.33,0.5408
2020-09-26,STORMWATER,7ca7adea44d5c0b6,4,1101,57.38,49.03,10041,8.09,1893,636,3816.24,54.76,18.93,10.14,246.49,PLANNED,2636,27738239.6,0.2927
2020-09-27,SIGNAL,6aa1f34e9ffbc3e2,5,1475,79.66,77.38,13542,53.94,1968,208,34073.37,48.48,94.69,93.53,328.25,DESIGN,48995,44265318.96,0.7277
2020-09-28,STORMWATER,0ab4ed152dc6031a,1,1502,51.45,80.28,9980,42.2,1643,775,8928.31,27.19,83.7,6.01,231.6,COMPLETE,12244,17655373.18,0.6373
2020-09-29,SIDEWALK,485a35430933e3f4,2,193,40.34,72.76,5426,24.11,1120,138,40322.05,51.33,64.61,78.29,63.05,COMPLETE,22454,19205273.17,0.6354
2020-09-30,STREETLIGHT,a7b676e08ffa9b1f,2,749,64.77,53.19,17469,32.41,1936,720,20839.35,42.27,31.05,33.27,349.2,PLANNED,28082,8823351.17,0.4622
2020-10-01,PARK,f280498841934f10,3,1658,81.08,45.64,15189,96.55,462,707,23643.18,11.46,14.35,33.18,301.94,COMPLETE,13880,1789440.11,0.8193
2020-10-02,BRIDGE,d4a5d21ebb7df8ed,3,497,52.4,1.58,16016,16.98,694,399,4024.19,46.39,77.15,59.37,335.8,COMPLETE,23878,33321936.57,0.1122
2020-10-03,SIDEWALK,1c20466f0e5bbe17,4,1887,104.67,69.1,9476,1.13,1411,530,31436.28,3.37,59.49,50.35,82.75,COMPLETE,34964,4366883.35,0.4851
2020-10-04,STREETLIGHT,9fc54aced71e459e,1,551,101.21,94.06,3104,10.32,1783,288,49693.33,42.87,66.19,67.9,27.36,PLANNED,42164,17646915.18,0.1833
2020-10-05,SEWER,427cc8e11c56f5b5,3,1263,106.49,88.98,2185,34.52,416,717,10336.35,22.6,8.57,38.13,175.97,CONSTRUCTION,25787,13721803.79,0.6303
2020-10-06,SIGNAL,e277ac8fc02e684f,2,1836,8.13,17.87,6747,34.25,1659,296,24110.68,3.75,64.49,40.79,86.23,PLANNED,18222,18906670.36,0.2534
2020-10-07,SEWER,25d3ccb2f7c9eaca,4,1549,21.58,6.12,15119,27.06,1253,446,47879.77,16.18,10.87,12.35,159.02,DESIGN,6660,1977422.33,0.0841
2020-10-08,BRIDGE,94371dc07328ee91,5,1663,84.77,82.46,4611,27.77,1977,683,22856.71,54.59,88.01,34.45,202.88,COMPLETE,3829,13440328.21,0.8485
2020-10-09,PUBLIC_BUILDING,1842008e21bd6d00,4,247,94.89,90.34,11581,76.16,1690,204,19863.97,14.7,86.64,46.69,25.41,PLANNED,18581,43044667.17,0.543
2020-10-10,STREETLIGHT,0ca09b9eea0e21d9,3,289,28.98,37.6,9702,43.84,903,366,5935.41,31.87,43.49,41.48,197.77,CONSTRUCTION,2014,31854258.43,0.9801
2020-10-11,BRIDGE,f7c742fae5e44cf8,1,1519,32.35,93.52,7904,58.83,184,300,17247.27,10.89,1.08,88.32,271.33,DESIGN,10516,26240747.2,0.7731
2020-10-12,STREETLIGHT,df7216f205e6cece,4,1343,14.36,47.43,12381,57.24,626,114,37049.27,59.44,92.13,84.75,51.96,COMPLETE,15491,38857293.12,0.3523
2020-10-13,STREETLIGHT,d665792cb33dd860,4,1465,67.08,99.34,11816,78.54,824,561,9700.02,6.54,30.24,96.57,280.72,CONSTRUCTION,27003,1117586.0,0.3745
2020-10-14,SIGNAL,2e0c3c7692b9a0e9,1,1548,57.68,90.2,18703,96.97,1845,677,15558.59,10.38,41.97,10.21,72.36,COMPLETE,48133,13487629.24,0.0109
2020-10-15,BRIDGE,cb0aee0903842f6c,2,1707,104.84,15.29,5582,52.43,363,86,34992.04,43.78,24.64,2.06,319.2,DESIGN,19454,25661595.93,0.5912
